date_obj,Kraken%20tentacle price
2019-03-30,570224
2019-03-31,546608
2019-04-01,542029
2019-04-02,551675
2019-04-03,548094
2019-04-04,540821
2019-04-05,545889
2019-04-06,541110
2019-04-07,551657
2019-04-08,544331
2019-04-09,540844
2019-04-10,544966
2019-04-11,552323
2019-04-12,541462
2019-04-13,543244
2019-04-14,539563
2019-04-15,536116
2019-04-16,536003
2019-04-17,527289
2019-04-18,523616
2019-04-19,514521
2019-04-20,504933
2019-04-21,499238
2019-04-22,500578
2019-04-23,518548
2019-04-24,511879
2019-04-25,509271
2019-04-26,494328
2019-04-27,492709
2019-04-28,500031
2019-04-29,495095
2019-04-30,493865
2019-05-01,490520
2019-05-02,488875
2019-05-03,501357
2019-05-04,496750
2019-05-05,512902
2019-05-06,503207
2019-05-07,503066
2019-05-08,495505
2019-05-09,507831
2019-05-10,513837
2019-05-11,516321
2019-05-12,521494
2019-05-13,515437
2019-05-14,514088
2019-05-15,511470
2019-05-16,505623
2019-05-17,503390
2019-05-18,501898
2019-05-19,490426
2019-05-20,483566
2019-05-21,482823
2019-05-22,486482
2019-05-23,473973
2019-05-24,460510
2019-05-25,470113
2019-05-26,484612
2019-05-27,489671
2019-05-28,484394
2019-05-29,477412
2019-05-30,478398
2019-05-31,482641
2019-06-01,478329
2019-06-02,491984
2019-06-03,484897
2019-06-04,479421
2019-06-05,469683
2019-06-06,460611
2019-06-07,471496
2019-06-08,484180
2019-06-09,473858
2019-06-10,455016
2019-06-11,454623
2019-06-12,461457
2019-06-13,457798
2019-06-14,464127
2019-06-15,466604
2019-06-16,465256
2019-06-17,471578
2019-06-18,471237
2019-06-19,485092
2019-06-20,504294
2019-06-21,518807
2019-06-22,540231
2019-06-23,566798
2019-06-24,556513
2019-06-25,528687
2019-06-26,502252
2019-06-27,477139
2019-06-28,475651
2019-06-29,491307
2019-06-30,507972
2019-07-01,502759
2019-07-02,517915
2019-07-03,506398
2019-07-04,506130
2019-07-05,518325
2019-07-06,534981
2019-07-07,536117
2019-07-08,550293
2019-07-09,544292
2019-07-10,527633
2019-07-11,520470
2019-07-12,514805
2019-07-13,515028
2019-07-14,519352
2019-07-15,521172
2019-07-16,516030
2019-07-17,513665
2019-07-18,517563
2019-07-19,524741
2019-07-20,522337
2019-07-21,514397
2019-07-22,521346
2019-07-23,520464
2019-07-24,515506
2019-07-25,524142
2019-07-26,546185
2019-07-27,533867
2019-07-28,556041
2019-07-29,546240
2019-07-30,546075
2019-07-31,560559
2019-08-01,551632
2019-08-02,544386
2019-08-03,541227
2019-08-04,558096
2019-08-05,555112
2019-08-06,558487
2019-08-07,559559
2019-08-08,563410
2019-08-09,556717
2019-08-10,571673
2019-08-11,576867
2019-08-12,574496
2019-08-13,571179
2019-08-14,570151
2019-08-15,565984
2019-08-16,544624
2019-08-17,543239
2019-08-18,540208
2019-08-19,540324
2019-08-20,548084
2019-08-21,554993
2019-08-22,541494
2019-08-23,545224
2019-08-24,532970
2019-08-24,532970
2019-08-25,553715
2019-08-25,553715
2019-08-26,545817
2019-08-26,545817
2019-08-27,545530
2019-08-27,545530
2019-08-28,535417
2019-08-29,534614
2019-08-30,538300
2019-08-31,537796
2019-09-01,547390
2019-09-02,564279
2019-09-03,559056
2019-09-04,548385
2019-09-05,545839
2019-09-06,542208
2019-09-07,534961
2019-09-08,528520
2019-09-09,541471
2019-09-10,533722
2019-09-11,525936
2019-09-12,520480
2019-09-13,526342
2019-09-14,530441
2019-09-15,515834
2019-09-16,514385
2019-09-17,527742
2019-09-18,525663
2019-09-19,520471
2019-09-20,509919
2019-09-21,505453
2019-09-22,501073
2019-09-23,492910
2019-09-24,492434
2019-09-25,472668
2019-09-26,466764
2019-09-27,456364
2019-09-28,455829
2019-09-29,453762
2019-09-30,440822
2019-10-01,454305
2019-10-02,474664
2019-10-03,490839
2019-10-04,482730
2019-10-05,472655
2019-10-06,463630
2019-10-07,457583
2019-10-08,446569
2019-10-09,441915
2019-10-10,451630
2019-10-11,437591
2019-10-12,429124
2019-10-13,418770
2019-10-14,398414
2019-10-15,390171
2019-10-16,396248
2019-10-17,385364
2019-10-18,386071
2019-10-19,379440
2019-10-20,392268
2019-10-21,407851
2019-10-22,423423
2019-10-23,419351
2019-10-24,421447
2019-10-25,419933
2019-10-26,428227
2019-10-27,434281
2019-10-28,440514
2019-10-29,427384
2019-10-30,426030
2019-10-31,422070
2019-11-01,420121
2019-11-02,426683
2019-11-03,445395
2019-11-04,461206
2019-11-05,473373
2019-11-06,480656
2019-11-07,488892
2019-11-08,490030
2019-11-09,500774
2019-11-10,491903
2019-11-11,487654
2019-11-12,483637
2019-11-13,469339
2019-11-14,449192
2019-11-15,432373
2019-11-16,422038
2019-11-17,420659
2019-11-18,415867
2019-11-19,416888
2019-11-20,420632
2019-11-21,424028
2019-11-22,432370
2019-11-23,444228
2019-11-24,446824
2019-11-25,458902
2019-11-26,455185
2019-11-27,443875
2019-11-28,437056
2019-11-29,434473
2019-11-30,431182
2019-12-01,446097
2019-12-02,460318
2019-12-03,455838
2019-12-04,445837
2019-12-05,433352
2019-12-06,424406
2019-12-07,414322
2019-12-08,399895
2019-12-09,404475
2019-12-10,414176
2019-12-11,416018
2019-12-12,424394
2019-12-13,428039
2019-12-14,419882
2019-12-15,415517
2019-12-16,415873
2019-12-17,412400
2019-12-18,404456
2019-12-19,403766
2019-12-20,406851
2019-12-21,422409
2019-12-22,426733
2019-12-23,446658
2019-12-24,452644
2019-12-25,457516
2019-12-26,475929
2019-12-27,466654
2019-12-28,455239
2019-12-29,436047
2019-12-30,444590
2019-12-31,439983
2020-01-01,430655
2020-01-02,423605
2020-01-03,421219
2020-01-04,423860
2020-01-05,428123
2020-01-06,429908
2020-01-07,423662
2020-01-08,424375
2020-01-09,421671
2020-01-10,414995
2020-01-11,414590
2020-01-12,406351
2020-01-13,410893
2020-01-14,423049
2020-01-15,418571
2020-01-16,409738
2020-01-17,407604
2020-01-18,399642
2020-01-19,413891
2020-01-20,416347
2020-01-21,411227
2020-01-22,407957
2020-01-23,401597
2020-01-24,402233
2020-01-25,401933
2020-01-26,407280
2020-01-27,413631
2020-01-28,412359
2020-01-29,410189
2020-01-30,400769
2020-01-31,396580
2020-02-01,401517
2020-02-02,403446
2020-02-03,406072
2020-02-04,422987
2020-02-05,427860
2020-02-06,411877
2020-02-07,409866
2020-02-08,406278
2020-02-09,406222
2020-02-10,415296
2020-02-11,423677
2020-02-12,416194
2020-02-13,412906
2020-02-14,408394
2020-02-15,407407
2020-02-16,402796
2020-02-17,404588
2020-02-18,403447
2020-02-19,402114
2020-02-20,404262
2020-02-21,400150
2020-02-22,398413
2020-02-23,400419
2020-02-24,392137
2020-02-25,391916
2020-02-26,395579
2020-02-27,407549
2020-02-28,405224
2020-02-29,404945
2020-03-01,416123
2020-03-02,413590
2020-03-03,418860
2020-03-04,414920
2020-03-05,409527
2020-03-06,403705
2020-03-07,396142
2020-03-08,389373
2020-03-09,394166
2020-03-10,397326
2020-03-11,393953
2020-03-12,395813
2020-03-13,388900
2020-03-14,392664
2020-03-15,408325
2020-03-16,417111
2020-03-17,411776
2020-03-18,413627
2020-03-19,410097
2020-03-20,417475
2020-03-21,421676
2020-03-22,417754
2020-03-23,414659
2020-03-24,430212
2020-03-25,451723
2020-03-26,474275
2020-03-27,489790
2020-03-28,489283
2020-03-29,486289
2020-03-30,463348
2020-03-31,447893
2020-04-01,451844
2020-04-02,431975
2020-04-03,419603
2020-04-04,415475
2020-04-05,431335
2020-04-06,426966
2020-04-07,420182
2020-04-08,410255
2020-04-09,414523
2020-04-10,411640
2020-04-11,415454
2020-04-12,424834
2020-04-13,420449
2020-04-14,417063
2020-04-15,416801
2020-04-16,419401
2020-04-17,411662
2020-04-18,417566
2020-04-19,435069
2020-04-20,455766
2020-04-21,462038
2020-04-22,468479
2020-04-23,490298
2020-04-24,491748
2020-04-25,480848
2020-04-26,458915
2020-04-27,454621
2020-04-28,451691
2020-04-29,443313
2020-04-30,433095
2020-05-01,421405
2020-05-02,430238
2020-05-03,426794
2020-05-04,429998
2020-05-05,432449
2020-05-06,419420
2020-05-07,430084
2020-05-08,426674
2020-05-09,422902
2020-05-10,431458
2020-05-11,427086
2020-05-12,430675
2020-05-13,422357
