date_obj,Slayer's%20respite(m) price
2016-01-23,9672
2016-01-24,9672
2016-01-25,9672
2016-01-26,9672
2016-01-27,9672
2016-01-28,9672
2016-01-29,9672
2016-01-30,9672
2016-01-31,9672
2016-02-01,9672
2016-02-02,9672
2016-02-03,9672
2016-02-04,9672
2016-02-05,9672
2016-02-06,9672
2016-02-07,9672
2016-02-08,9672
2016-02-09,9672
2016-02-10,9672
2016-02-11,9672
2016-02-12,9672
2016-02-13,9672
2016-02-14,9672
2016-02-15,9672
2016-02-16,9672
2016-02-17,9672
2016-02-18,9672
2016-02-19,9672
2016-02-20,9672
2016-02-21,9672
2016-02-22,9672
2016-02-23,9672
2016-02-24,9672
2016-02-25,9672
2016-02-26,9672
2016-02-27,9672
2016-02-28,9672
2016-02-29,9672
2016-03-01,9672
2016-03-02,9672
2016-03-03,9672
2016-03-04,9672
2016-03-05,9672
2016-03-06,9672
2016-03-07,9672
2016-03-08,9672
2016-03-09,9672
2016-03-10,9672
2016-03-11,9672
2016-03-12,9672
2016-03-13,9672
2016-03-14,9672
2016-03-15,9672
2016-03-16,9672
2016-03-17,9672
2016-03-18,9672
2016-03-19,9672
2016-03-20,9672
2016-03-21,9672
2016-03-22,9672
2016-03-23,9672
2016-03-24,9672
2016-03-25,9672
2016-03-26,9672
2016-03-27,9672
2016-03-28,9672
2016-03-29,9672
2016-03-30,9672
2016-03-31,9672
2016-04-01,9672
2016-04-02,9672
2016-04-03,9672
2016-04-04,9672
2016-04-05,9672
2016-04-06,9672
2016-04-07,9672
2016-04-08,9672
2016-04-09,9672
2016-04-10,9672
2016-04-11,9672
2016-04-12,9672
2016-04-13,9672
2016-04-14,9672
2016-04-15,9672
2016-04-16,9672
2016-04-17,9672
2016-04-18,9672
2016-04-19,9672
2016-04-20,9672
2016-04-21,9672
2016-04-22,9672
2016-04-23,9672
2016-04-24,9672
2016-04-25,9672
2016-04-26,9672
2016-04-27,9672
2016-04-28,9672
2016-04-29,9672
2016-04-30,9672
2016-05-01,9672
2016-05-02,10052
2016-05-03,10052
2016-05-04,10052
2016-05-05,10052
2016-05-06,10052
2016-05-07,10052
2016-05-08,10052
2016-05-09,10052
2016-05-10,10052
2016-05-11,10052
2016-05-12,10052
2016-05-13,10052
2016-05-14,10052
2016-05-15,10052
2016-05-16,10052
2016-05-17,10052
2016-05-18,10052
2016-05-19,10052
2016-05-22,10052
2016-05-23,10052
2016-05-24,10052
2016-05-25,10052
2016-05-26,10052
2016-05-27,10052
2016-05-28,10052
2016-05-29,10052
2016-05-30,10052
2016-05-31,10052
2016-06-01,10052
2016-06-02,10052
2016-06-03,10052
2016-06-04,10052
2016-06-05,10052
2016-06-06,10052
2016-06-07,10052
2016-06-08,10052
2016-06-09,10052
2016-06-10,10052
2016-06-11,10052
2016-06-12,10052
2016-06-13,10052
2016-06-14,10052
2016-06-15,10052
2016-06-16,10052
2016-06-17,10052
2016-06-18,10052
2016-06-19,10052
2016-06-20,10052
2016-06-21,10052
2016-06-22,10052
2016-06-23,10052
2016-06-24,10052
2016-06-25,10052
2016-06-26,10052
2016-06-27,10052
2016-06-28,10052
2016-06-29,10052
2016-06-30,10052
2016-07-01,10052
2016-07-02,10052
2016-07-03,10052
2016-07-04,10052
2016-07-05,10052
2016-07-06,10052
2016-07-07,10052
2016-07-08,10052
2016-07-09,10052
2016-07-10,10052
2016-07-11,10052
2016-07-12,10052
2016-07-13,10052
2016-07-14,10052
2016-07-15,10052
2016-07-16,10052
2016-07-17,10052
2016-07-18,10052
2016-07-24,10508
2016-07-25,10508
2016-07-26,10508
2016-07-27,10508
2016-07-28,10508
2016-07-29,10508
2016-07-30,10508
2016-07-31,10508
2016-08-01,10508
2016-08-02,10508
2016-08-03,10508
2016-08-04,10508
2016-08-05,10508
2016-08-06,10508
2016-08-07,10508
2016-08-08,10508
2016-08-09,10508
2016-08-10,10508
2016-08-11,10508
2016-08-12,10508
2016-08-13,10508
2016-08-14,10508
2016-08-15,10508
2016-08-16,10508
2016-08-17,10508
2016-08-18,10508
2016-08-19,10508
2016-08-20,10508
2016-08-21,10508
2016-08-22,10508
2016-08-23,10508
2016-08-24,10508
2016-08-25,10508
2016-08-26,10508
2016-08-28,10508
2016-08-31,10508
2016-09-01,10508
2016-09-02,10508
2016-09-03,10508
2016-09-04,10508
2016-09-05,10508
2016-09-06,10508
2016-09-07,10508
2016-09-08,10508
2016-09-09,10508
2016-09-10,10508
2016-09-11,10508
2016-09-12,10508
2016-09-13,10508
2016-09-14,10508
2016-09-15,10508
2016-09-16,10508
2016-09-17,10508
2016-09-18,10508
2016-09-19,10508
2016-09-20,10508
2016-09-21,10508
2016-09-22,10508
2016-09-23,10508
2016-09-24,10508
2016-09-25,10508
2016-09-26,10508
2016-09-27,10508
2016-09-28,10508
2016-09-29,10508
2016-09-30,10508
2016-10-01,10508
2016-10-02,10508
2016-10-03,10508
2016-10-04,10508
2016-10-05,10508
2016-10-06,10508
2016-10-07,10508
2016-10-08,10508
2016-10-09,10508
2016-10-11,10508
2016-10-12,10508
2016-10-13,10508
2016-10-14,10508
2016-10-15,10508
2016-10-16,10508
2016-10-17,10508
2016-10-18,10508
2016-10-19,10508
2016-10-20,10508
2016-10-21,10508
2016-10-22,10508
2016-10-23,10508
2016-10-24,10508
2016-10-25,10508
2016-10-26,10965
2016-10-27,10965
2016-10-28,10965
2016-10-29,10965
2016-10-30,10965
2016-10-31,10965
2016-11-01,10965
2016-11-02,10965
2016-11-03,10965
2016-11-04,10965
2016-11-05,10965
2016-11-06,10965
2016-11-07,10965
2016-11-08,10965
2016-11-09,10965
2016-11-10,10965
2016-11-11,10965
2016-11-12,10965
2016-11-13,10965
2016-11-14,10965
2016-12-08,10965
2016-12-09,10965
2016-12-10,10965
2016-12-11,10965
2016-12-12,10965
2016-12-13,10965
2016-12-14,10965
2016-12-15,10965
2016-12-16,10965
2016-12-17,10965
2016-12-18,10965
2016-12-19,10965
2016-12-20,10965
2016-12-21,10965
2016-12-22,10965
2016-12-23,10965
2016-12-24,10965
2016-12-25,10965
2016-12-26,10965
2016-12-27,10965
2016-12-28,10965
2016-12-29,10965
2016-12-30,10965
2016-12-31,10965
2017-01-01,10965
2017-01-02,10965
2017-01-03,10965
2017-01-04,10965
2017-01-05,10965
2017-01-06,10965
2017-01-07,10965
2017-01-08,10965
2017-01-09,10965
2017-01-10,10965
2017-01-11,11486
2017-01-12,11486
2017-01-13,11486
2017-01-14,11486
2017-01-15,11486
2017-01-16,11486
2017-01-17,11486
2017-01-18,11486
2017-01-19,11486
2017-01-20,11486
2017-01-21,11486
2017-01-22,11486
2017-01-27,11486
2017-01-28,11486
2017-01-29,11486
2017-01-30,11486
2017-01-31,11486
2017-02-01,11486
2017-02-02,11486
2017-02-03,11486
2017-02-04,11486
2017-02-05,11486
2017-02-06,11486
2017-02-07,11486
2017-02-08,11486
2017-02-09,11486
2017-02-10,11486
2017-02-11,11486
2017-02-12,11486
2017-02-13,11486
2017-02-14,11486
2017-02-15,11486
2017-02-16,11486
2017-02-18,11486
2017-02-19,11486
2017-02-20,11486
2017-02-21,11486
2017-02-22,11486
2017-02-23,11486
2017-02-24,11486
2017-02-25,11486
2017-02-26,11486
2017-02-27,11486
2017-02-28,11486
2017-03-01,11486
2017-03-02,11486
2017-03-03,11486
2017-03-04,11486
2017-03-05,11486
2017-03-06,11486
2017-03-07,11486
2017-03-08,11486
2017-03-09,11486
2017-03-10,11486
2017-03-11,11486
2017-03-12,11486
2017-03-13,11486
2017-03-14,11486
2017-03-15,11486
2017-03-16,11486
2017-03-17,11486
2017-03-18,11486
2017-03-19,11486
2017-03-20,12012
2017-03-21,12012
2017-03-22,12012
2017-03-23,12012
2017-03-24,12012
2017-03-25,12012
2017-03-26,12012
2017-03-27,12012
2017-03-28,12012
2017-03-29,12012
2017-03-30,12012
2017-03-31,12012
2017-04-01,12012
2017-04-02,12012
2017-04-03,12012
2017-04-04,12012
2017-04-12,12012
2017-04-13,12012
2017-04-14,12012
2017-04-15,12012
2017-04-16,12012
2017-04-17,12012
2017-04-18,12012
2017-04-19,12012
2017-04-20,12012
2017-04-21,12012
2017-04-22,12012
2017-04-23,12012
2017-04-24,12012
2017-04-25,12012
2017-04-26,12012
2017-04-27,12012
2017-04-28,12012
2017-04-29,12012
2017-04-30,12012
2017-05-01,12012
2017-05-02,12012
2017-05-03,12012
2017-05-04,12012
2017-05-05,12012
2017-05-06,12012
2017-05-07,12012
2017-05-08,12012
2017-05-09,12012
2017-05-10,12012
2017-05-11,12012
2017-05-12,12012
2017-05-13,12012
2017-05-14,12012
2017-05-15,12012
2017-05-16,12012
2017-05-17,12012
2017-05-18,12580
2017-05-19,12580
2017-05-20,12580
2017-05-21,12580
2017-05-22,12580
2017-05-23,12580
2017-05-24,12580
2017-05-25,12580
2017-05-26,12580
2017-05-27,12580
2017-05-28,12580
2017-05-29,12580
2017-05-30,12580
2017-05-31,12580
2017-06-01,12580
2017-06-02,12580
2017-06-03,12580
2017-06-06,12580
2017-06-07,12580
2017-06-08,12580
2017-06-09,12580
2017-06-10,12580
2017-06-11,12580
2017-06-12,12580
2017-06-13,12580
2017-06-14,12580
2017-06-15,12580
2017-06-16,12580
2017-06-17,12580
2017-06-18,12580
2017-06-19,12580
2017-06-20,12580
2017-06-21,12580
2017-06-22,12580
2017-06-23,12580
2017-06-24,12580
2017-06-25,12580
2017-06-26,12580
2017-06-27,12580
2017-06-28,12580
2017-06-29,12580
2017-06-30,12580
2017-07-01,12580
2017-07-02,12580
2017-07-03,12580
2017-07-04,12580
2017-07-05,12580
2017-07-06,12580
2017-07-07,12580
2017-07-08,12580
2017-07-13,12580
2017-07-14,12580
2017-07-15,12580
2017-07-16,12580
2017-07-17,12580
2017-07-18,12580
2017-07-19,12580
2017-07-20,12580
2017-07-21,12580
2017-07-22,12580
2017-07-23,12580
2017-07-24,12580
2017-07-25,12580
2017-07-26,13156
2017-07-27,13156
2017-07-28,13156
2017-07-29,13156
2017-07-30,13156
2017-07-31,13156
2017-08-01,13156
2017-08-02,13156
2017-08-03,13156
2017-08-04,13156
2017-08-05,13156
2017-08-06,13156
2017-08-09,13156
2017-08-10,13156
2017-08-11,13156
2017-08-12,13156
2017-08-13,13156
2017-08-14,13156
2017-08-15,13156
2017-08-17,13156
2017-08-18,13156
2017-08-19,13156
2017-08-20,13156
2017-08-21,13156
2017-08-22,13156
2017-08-23,13156
2017-08-24,13156
2017-08-25,13156
2017-08-26,13156
2017-08-27,13156
2017-08-28,13156
2017-08-29,13156
2017-08-30,13156
2017-08-31,13156
2017-09-01,13156
2017-09-02,13156
2017-09-03,13156
2017-09-04,13156
2017-09-05,13156
2017-09-06,13156
2017-09-07,13156
2017-09-08,13156
2017-09-09,13156
2017-09-10,13156
2017-09-11,13156
2017-09-12,13156
2017-09-13,13156
2017-09-14,13156
2017-09-15,13156
2017-09-16,13156
2017-09-17,13766
2017-09-19,13766
2017-09-20,13766
2017-09-21,13766
2017-09-22,13766
2017-09-23,13766
2017-09-24,13766
2017-09-25,13766
2017-09-26,13766
2017-09-27,13766
2017-09-28,13766
2017-09-29,13766
2017-09-30,13766
2017-10-01,13766
2017-10-02,13766
2017-10-03,13766
2017-10-04,13766
2017-10-05,13766
2017-10-06,13766
2017-10-07,13766
2017-10-08,13766
2017-10-09,13766
2017-10-10,13766
2017-10-11,13766
2017-10-12,13766
2017-10-13,13766
2017-10-14,13766
2017-10-15,13766
2017-10-16,13766
2017-10-17,13766
2017-10-18,13766
2017-10-19,13766
2017-10-20,13766
2017-10-21,13766
2017-10-22,13766
2017-10-23,13766
2017-10-24,13766
2017-10-25,13766
2017-10-26,13766
2017-10-27,13766
2017-10-28,13766
2017-10-29,13766
2017-10-30,13766
2017-10-31,13766
2017-11-01,13766
2017-11-02,13766
2017-11-03,13766
2017-11-04,13766
2017-11-05,13766
2017-11-06,13766
2017-11-07,13766
2017-11-08,13766
2017-11-09,13766
2017-11-10,13766
2017-11-11,13766
2017-11-12,13766
2017-11-13,13766
2017-11-14,13766
2017-11-15,13766
2017-11-16,13766
2017-11-17,13766
2017-11-18,14380
2017-11-19,14380
2017-11-20,14380
2017-11-21,14380
2017-11-22,14380
2017-11-23,14380
2017-11-24,14380
2017-11-25,14380
2017-11-26,14380
2017-11-27,14380
2017-11-28,14380
2017-11-29,14380
2017-11-30,14380
2017-12-01,14380
2017-12-02,14380
2017-12-03,14380
2017-12-04,14380
2017-12-05,14380
2017-12-06,14380
2017-12-07,14380
2017-12-08,14380
2017-12-09,14380
2017-12-10,14380
2017-12-11,14380
2017-12-12,14380
2017-12-13,14380
2017-12-14,14380
2017-12-15,14380
2017-12-16,14380
2017-12-17,14380
2017-12-18,14380
2017-12-19,14380
2017-12-20,14380
2017-12-21,14380
2017-12-22,14380
2017-12-23,14380
2017-12-24,14380
2017-12-25,14380
2017-12-26,14380
2017-12-27,14380
2017-12-28,14380
2017-12-29,14380
2017-12-30,14380
2017-12-31,14380
2018-01-01,14380
2018-01-02,14380
2018-01-03,14380
2018-01-04,14380
2018-01-05,14380
2018-01-06,14380
2018-01-07,14380
2018-01-08,14380
2018-01-09,14380
2018-01-10,14380
2018-01-11,14380
2018-01-12,14380
2018-01-13,14380
2018-01-14,14380
2018-01-15,14380
2018-01-16,14380
2018-01-17,14380
2018-01-18,14380
2018-01-19,14380
2018-01-20,14380
2018-01-21,14844
2018-01-22,14844
2018-01-23,14844
2018-01-24,14844
2018-01-25,14844
2018-01-26,14844
2018-01-27,14844
2018-01-28,14844
2018-01-29,14844
2018-01-30,14844
2018-01-31,14844
2018-02-01,14844
2018-02-02,14844
2018-02-04,14844
2018-02-05,14844
2018-02-06,14844
2018-02-07,14844
2018-02-08,14844
2018-02-09,14844
2018-02-10,14844
2018-02-11,14844
2018-02-12,14844
2018-02-13,14844
2018-02-14,14844
2018-02-15,14844
2018-02-16,14844
2018-02-17,14844
2018-02-18,14844
2018-02-19,14844
2018-02-20,14844
2018-02-21,14844
2018-02-22,14844
2018-02-23,14844
2018-02-24,14844
2018-02-25,14844
2018-02-26,15430
2018-02-27,15430
2018-02-28,15430
2018-03-01,15430
2018-03-02,15430
2018-03-03,15430
2018-03-04,15430
2018-03-05,15430
2018-03-06,15430
2018-03-07,15430
2018-03-08,15430
2018-03-09,15430
2018-03-10,15430
2018-03-11,15430
2018-03-12,15430
2018-03-13,15430
2018-03-14,15430
2018-03-15,15430
2018-03-16,15430
2018-03-17,15430
2018-03-18,15430
2018-03-19,15430
2018-03-20,15430
2018-03-21,15430
2018-03-23,15430
2018-03-24,15430
2018-03-26,15430
2018-03-27,15430
2018-03-28,15430
2018-03-29,16081
2018-03-30,16081
2018-03-31,16081
2018-04-01,16081
2018-04-02,16081
2018-04-03,16081
2018-04-04,16081
2018-04-05,16081
2018-04-06,16081
2018-04-08,16081
2018-04-09,16081
2018-04-10,16081
2018-04-11,16081
2018-04-12,16081
2018-04-13,16081
2018-04-14,16081
2018-04-16,16081
2018-04-17,16081
2018-04-18,16081
2018-04-19,16081
2018-04-20,16081
2018-04-21,16081
2018-04-22,16081
2018-04-23,16081
2018-04-24,16081
2018-04-25,16081
2018-04-26,16081
2018-04-27,16081
2018-04-28,16081
2018-04-29,16081
2018-04-30,16081
2018-05-01,16081
2018-05-02,16081
2018-05-03,16840
2018-05-04,16840
2018-05-05,16840
2018-05-06,16840
2018-05-07,16840
2018-05-08,16840
2018-05-09,16840
2018-05-10,16840
2018-05-11,16840
2018-05-12,16840
2018-05-13,16840
2018-05-14,16840
2018-05-15,16840
2018-05-16,16840
2018-05-17,16840
2018-05-18,16840
2018-05-19,16840
2018-05-20,16840
2018-05-21,16840
2018-05-22,16840
2018-05-23,16840
2018-05-24,16840
2018-05-25,16840
2018-05-26,16840
2018-05-27,16840
2018-05-28,16840
2018-05-29,16840
2018-05-30,16840
2018-05-31,16840
2018-06-01,16840
2018-06-02,16840
2018-06-03,17589
2018-06-04,17589
2018-06-05,17589
2018-06-06,17589
2018-06-07,17589
2018-06-08,17589
2018-06-09,17589
2018-06-10,17589
2018-06-11,17589
2018-06-12,17589
2018-06-13,17589
2018-06-14,17589
2018-06-15,17589
2018-06-16,17589
2018-06-17,17589
2018-06-18,17589
2018-06-19,17589
2018-06-20,17589
2018-06-21,17589
2018-06-22,17589
2018-06-23,17589
2018-06-24,17589
2018-06-25,17589
2018-06-26,17589
2018-06-27,17589
2018-06-28,17589
2018-06-29,17589
2018-06-30,17589
2018-07-01,17589
2018-07-02,17589
2018-07-03,18186
2018-07-04,18186
2018-07-05,18186
2018-07-06,18186
2018-07-07,18186
2018-07-08,18186
2018-07-09,18186
2018-07-10,18186
2018-07-11,18186
2018-07-12,18186
2018-07-13,18186
2018-07-14,18186
2018-07-15,18186
2018-07-16,18186
2018-07-17,18186
2018-07-18,18186
2018-07-19,18186
2018-07-20,18186
2018-07-21,18186
2018-07-22,18186
2018-07-23,18186
2018-07-24,18186
2018-07-25,18186
2018-07-26,18186
2018-07-27,18186
2018-07-28,18186
2018-07-29,18186
2018-07-30,18186
2018-07-31,18186
2018-08-01,18186
2018-08-02,18186
2018-08-03,18186
2018-08-04,18186
2018-08-05,18186
2018-08-06,18186
2018-08-07,18186
2018-08-08,18186
2018-08-09,19053
2018-08-10,19053
2018-08-11,19053
2018-08-12,19053
2018-08-14,19053
2018-08-16,19053
2018-08-17,19053
2018-08-18,19053
2018-08-19,19053
2018-08-20,19053
2018-08-21,19053
2018-08-22,19053
2018-08-23,19053
2018-08-24,19053
2018-08-25,19053
2018-08-26,19053
2018-08-27,19053
2018-08-28,19053
2018-08-29,19053
2018-08-30,19980
2018-08-31,19980
2018-09-01,19980
2018-09-02,19980
2018-09-03,19980
2018-09-04,19980
2018-09-05,19980
2018-09-06,19980
2018-09-07,19980
2018-09-08,19980
2018-09-09,19980
2018-09-10,19980
2018-09-11,19980
2018-09-12,19980
2018-09-13,19980
2018-09-14,19980
2018-09-15,19980
2018-09-16,19980
2018-09-17,19980
2018-09-18,19980
2018-09-19,19980
2018-09-20,19980
2018-09-21,19980
2018-09-22,19980
2018-09-23,19980
2018-09-24,19980
2018-09-25,19980
2018-09-26,20856
2018-09-27,20856
2018-09-28,20856
2018-09-29,20856
2018-09-30,20856
2018-10-02,20856
2018-10-03,20856
2018-10-04,20856
2018-10-05,20856
2018-10-06,20856
2018-10-07,20856
2018-10-08,20856
2018-10-09,20856
2018-10-10,20856
2018-10-11,20856
2018-10-12,20856
2018-10-13,20856
2018-10-14,20856
2018-10-15,20856
2018-10-16,20856
2018-10-17,21853
2018-10-18,21853
2018-10-19,21853
2018-10-20,21853
2018-10-21,21853
2018-10-22,21853
2018-10-23,21853
2018-10-24,21853
2018-10-25,21853
2018-10-26,21853
2018-10-27,21853
2018-10-28,21853
2018-10-29,21853
2018-10-30,21853
2018-10-31,21853
2018-11-01,21853
2018-11-03,21853
2018-11-04,21853
2018-11-05,21853
2018-11-06,21853
2018-11-07,21853
2018-11-08,21853
2018-11-09,21853
2018-11-10,22689
2018-11-11,22689
2018-11-12,22689
2018-11-13,22689
2018-11-14,22689
2018-11-15,22689
2018-11-16,22689
2018-11-17,22689
2018-11-18,22689
2018-11-19,22689
2018-11-20,22689
2018-11-21,22689
2018-11-22,22689
2018-11-23,22689
2018-11-24,22689
2018-11-25,22689
2018-11-26,22689
2018-11-27,22689
2018-11-28,22689
2018-11-29,23543
2018-12-01,23543
2018-12-02,23543
2018-12-03,23543
2018-12-04,23543
2018-12-05,23543
2018-12-07,23543
2018-12-09,23543
2018-12-10,23543
2018-12-11,23543
2018-12-12,23543
2018-12-13,23543
2018-12-14,23543
2018-12-15,23543
2018-12-16,23543
2018-12-17,23543
2018-12-18,23543
2018-12-19,24421
2018-12-20,24421
2018-12-21,24421
2018-12-22,24421
2018-12-23,24421
2018-12-24,24421
2018-12-25,24421
2018-12-26,24421
2018-12-27,24421
2018-12-28,24421
2018-12-29,24421
2018-12-30,24421
2018-12-31,24421
2019-01-01,24421
2019-01-02,24421
2019-01-03,24421
2019-01-04,24421
2019-01-05,24421
2019-01-06,25546
2019-01-08,25546
2019-01-10,25546
2019-01-11,25546
2019-01-12,25546
2019-01-13,25546
2019-01-14,25546
2019-01-15,25546
2019-01-16,25546
2019-01-17,25546
2019-01-18,25546
2019-01-19,26613
2019-01-20,26613
2019-01-21,26613
2019-01-22,26613
2019-01-23,26613
2019-01-24,26613
2019-01-25,26613
2019-01-26,26613
2019-01-27,26613
2019-01-28,26613
2019-01-29,26613
2019-01-30,26613
2019-01-31,26613
2019-02-01,26613
2019-02-02,26613
2019-02-03,26613
2019-02-04,26613
2019-02-05,27906
2019-02-06,27906
2019-02-07,27906
2019-02-08,27906
2019-02-09,27906
2019-02-10,27906
2019-02-11,27906
2019-02-12,27906
2019-02-13,27906
2019-02-14,27906
2019-02-15,27906
2019-02-16,27906
2019-02-17,27906
2019-02-18,27906
2019-02-19,27906
2019-02-20,27906
2019-02-21,27906
2019-02-22,27906
2019-02-23,29194
2019-02-24,29194
2019-02-25,29194
2019-02-26,29194
2019-02-27,29194
2019-02-28,29194
2019-03-01,29194
2019-03-02,29194
2019-03-03,29194
2019-03-04,29194
2019-03-05,29194
2019-03-06,29194
2019-03-07,29194
2019-03-08,29194
2019-03-09,29194
2019-03-10,29194
2019-03-11,29194
2019-03-12,29194
2019-03-13,29194
2019-03-14,30450
2019-03-15,30450
2019-03-16,30450
2019-03-17,30450
2019-03-18,30450
2019-03-19,30450
2019-03-20,30450
2019-03-21,30450
2019-03-22,30450
2019-03-23,30450
2019-03-24,30450
2019-03-25,30450
2019-03-26,30450
2019-03-27,30450
2019-03-28,30450
2019-03-29,30450
2019-03-30,30450
2019-03-31,30450
