date_obj,Dragon%20dart%20tip price
2017-02-20,3481
2017-02-21,3575
2017-02-22,3597
2017-02-23,3424
2017-02-24,3420
2017-02-25,3449
2017-02-26,3509
2017-02-27,3477
2017-02-28,3361
2017-03-01,3323
2017-03-02,3386
2017-03-03,3552
2017-03-04,3633
2017-03-05,3725
2017-03-06,3732
2017-03-07,3626
2017-03-08,3591
2017-03-09,3645
2017-03-10,3770
2017-03-11,3850
2017-03-12,3906
2017-03-13,3941
2017-03-14,3745
2017-03-15,3643
2017-03-16,3685
2017-03-17,3675
2017-03-18,3722
2017-03-19,3656
2017-03-20,3533
2017-03-21,3450
2017-03-22,3449
2017-03-23,3375
2017-03-24,3294
2017-03-25,3281
2017-03-26,3292
2017-03-27,3370
2017-03-28,3472
2017-03-29,3321
2017-03-30,3199
2017-03-31,3271
2017-04-01,3277
2017-04-02,3347
2017-04-03,3365
2017-04-04,3295
2017-04-12,3363
2017-04-13,3287
2017-04-14,3277
2017-04-15,3279
2017-04-16,3267
2017-04-17,3322
2017-04-18,3275
2017-04-19,3243
2017-04-20,3327
2017-04-21,3386
2017-04-22,3488
2017-04-23,3481
2017-04-24,3454
2017-04-25,3301
2017-04-26,3262
2017-04-27,3321
2017-04-28,3280
2017-04-29,3266
2017-04-30,3326
2017-05-01,3279
2017-05-02,3312
2017-05-03,3458
2017-05-04,3442
2017-05-05,3457
2017-05-06,3331
2017-05-07,3395
2017-05-08,3418
2017-05-09,3490
2017-05-10,3656
2017-05-11,3514
2017-05-12,3393
2017-05-13,3486
2017-05-14,3618
2017-05-15,3746
2017-05-16,3630
2017-05-17,3559
2017-05-18,3547
2017-05-19,3473
2017-05-20,3584
2017-05-21,3638
2017-05-22,3617
2017-05-23,3672
2017-05-24,3711
2017-05-25,3562
2017-05-26,3626
2017-05-27,3663
2017-05-28,3643
2017-05-29,3586
2017-05-30,3565
2017-05-31,3632
2017-06-01,3633
2017-06-02,3706
2017-06-03,3880
2017-06-04,4026
2017-06-05,4157
2017-06-06,4253
2017-06-07,4154
2017-06-08,4173
2017-06-09,4170
2017-06-10,4018
2017-06-11,3821
2017-06-12,3633
2017-06-13,3588
2017-06-14,3537
2017-06-15,3390
2017-06-16,3517
2017-06-17,3534
2017-06-18,3419
2017-06-19,3432
2017-06-20,3523
2017-06-21,3687
2017-06-22,3842
2017-06-23,3893
2017-06-24,3883
2017-06-25,3803
2017-06-26,3654
2017-06-27,3507
2017-06-28,3535
2017-06-29,3668
2017-06-30,3496
2017-07-01,3473
2017-07-02,3417
2017-07-03,3359
2017-07-04,3463
2017-07-05,3482
2017-07-06,3543
2017-07-07,3430
2017-07-08,3291
2017-07-13,3608
2017-07-14,3589
2017-07-15,3409
2017-07-16,3302
2017-07-17,3436
2017-07-18,3541
2017-07-19,3461
2017-07-20,3429
2017-07-21,3473
2017-07-22,3577
2017-07-23,3753
2017-07-24,3814
2017-07-25,3641
2017-07-26,3500
2017-07-27,3550
2017-07-28,3664
2017-07-29,3739
2017-07-30,3768
2017-07-31,3843
2017-08-01,3788
2017-08-02,3685
2017-08-03,3537
2017-08-04,3609
2017-08-05,3598
2017-08-06,3676
2017-08-09,3753
2017-08-10,3725
2017-08-11,3610
2017-08-12,3651
2017-08-13,3748
2017-08-14,3892
2017-08-15,3753
2017-08-16,3709
2017-08-17,3635
2017-08-18,3648
2017-08-19,3646
2017-08-20,3600
2017-08-21,3469
2017-08-22,3384
2017-08-23,3500
2017-08-24,3521
2017-08-25,3446
2017-08-26,3413
2017-08-27,3490
2017-08-28,3517
2017-08-29,3524
2017-08-30,3533
2017-08-31,3388
2017-09-01,3411
2017-09-03,3626
2017-09-04,3765
2017-09-05,3701
2017-09-06,3581
2017-09-07,3432
2017-09-08,3311
2017-09-09,3329
2017-09-10,3341
2017-09-11,3280
2017-09-12,3248
2017-09-13,3217
2017-09-14,3271
2017-09-15,3295
2017-09-16,3332
2017-09-17,3421
2017-09-18,3435
2017-09-19,3445
2017-09-20,3420
2017-09-21,3382
2017-09-22,3342
2017-09-23,3376
2017-09-24,3322
2017-09-25,3270
2017-09-26,3205
2017-09-27,3157
2017-09-28,3255
2017-09-29,3277
2017-09-30,3229
2017-10-01,3166
2017-10-02,3169
2017-10-03,3169
2017-10-04,3165
2017-10-05,3163
2017-10-06,3160
2017-10-07,3227
2017-10-08,3217
2017-10-09,3220
2017-10-10,3205
2017-10-11,3247
2017-10-12,3176
2017-10-13,3127
2017-10-14,2992
2017-10-15,2883
2017-10-16,3011
2017-10-17,3113
2017-10-18,3124
2017-10-19,3113
2017-10-20,3032
2017-10-21,3063
2017-10-22,2950
2017-10-23,2906
2017-10-24,2951
2017-10-25,3071
2017-10-26,3049
2017-10-27,3075
2017-10-28,3046
2017-10-29,3038
2017-10-30,3013
2017-10-31,2944
2017-11-01,2944
2017-11-02,2906
2017-11-03,2983
2017-11-04,2977
2017-11-05,3022
2017-11-06,3020
2017-11-07,3020
2017-11-08,2929
2017-11-09,2977
2017-11-10,2988
2017-11-11,2975
2017-11-12,3033
2017-11-13,2994
2017-11-14,3036
2017-11-15,3120
2017-11-16,3179
2017-11-17,3174
2017-11-18,3166
2017-11-19,3109
2017-11-20,2982
2017-11-21,2984
2017-11-22,2957
2017-11-23,2990
2017-11-24,3015
2017-11-25,2988
2017-11-26,2979
2017-11-27,2967
2017-11-28,2964
2017-11-29,2950
2017-11-30,2953
2017-12-01,2951
2017-12-02,2957
2017-12-03,2978
2017-12-04,2936
2017-12-05,2983
2017-12-06,2889
2017-12-07,2762
2017-12-08,2672
2017-12-09,2658
2017-12-10,2784
2017-12-11,2833
2017-12-12,2862
2017-12-13,2858
2017-12-14,2845
2017-12-15,2876
2017-12-16,2788
2017-12-17,2793
2017-12-18,2856
2017-12-19,2865
2017-12-20,2837
2017-12-21,2813
2017-12-22,2745
2017-12-23,2740
2017-12-24,2731
2017-12-25,2752
2017-12-26,2766
2017-12-27,2745
2017-12-28,2721
2017-12-29,2704
2017-12-30,2694
2017-12-31,2713
2018-01-01,2757
2018-01-02,2841
2018-01-03,2788
2018-01-04,2815
2018-01-05,2953
2018-01-06,3098
2018-01-07,3246
2018-01-08,3394
2018-01-09,3364
2018-01-10,3195
2018-01-11,3061
2018-01-12,2942
2018-01-13,2892
2018-01-14,2923
2018-01-15,2942
2018-01-16,2987
2018-01-17,2842
2018-01-18,2745
2018-01-19,2759
2018-01-20,2793
2018-01-21,2885
2018-01-22,2856
2018-01-23,2796
2018-01-25,2857
2018-01-26,2919
2018-01-27,2845
2018-01-28,2805
2018-01-29,2759
2018-01-30,2682
2018-01-31,2679
2018-02-01,2742
2018-02-02,2700
2018-02-03,2644
2018-02-04,2651
2018-02-05,2706
2018-02-06,2722
2018-02-07,2785
2018-02-08,2784
2018-02-09,2879
2018-02-10,3023
2018-02-11,3175
2018-02-12,3334
2018-02-13,3501
2018-02-14,3677
2018-02-15,3850
2018-02-16,4012
2018-02-17,4026
2018-02-18,3994
2018-02-19,4149
2018-02-20,4341
2018-02-21,4259
2018-02-22,4046
2018-02-23,3889
2018-02-24,3916
2018-02-25,3742
2018-02-26,3555
2018-02-27,3424
2018-02-28,3303
2018-03-01,3438
2018-03-02,3389
2018-03-03,3296
2018-03-04,3276
2018-03-05,3302
2018-03-06,3272
2018-03-07,3210
2018-03-08,3232
2018-03-09,3259
2018-03-10,3305
2018-03-11,3341
2018-03-12,3354
2018-03-13,3331
2018-03-14,3292
2018-03-15,3321
2018-03-16,3296
2018-03-17,3197
2018-03-18,3040
2018-03-20,2939
2018-03-21,2962
2018-03-23,3027
2018-03-24,2962
2018-03-25,3024
2018-03-26,3072
2018-03-27,3141
2018-03-28,3170
2018-03-29,3188
2018-03-30,3209
2018-03-31,3142
2018-04-01,3111
2018-04-02,3125
2018-04-03,3116
2018-04-04,3024
2018-04-05,2956
2018-04-06,2989
2018-04-07,3012
2018-04-08,3005
2018-04-09,3000
2018-04-10,2983
2018-04-11,3024
2018-04-12,3116
2018-04-13,3025
2018-04-14,3005
2018-04-15,2999
2018-04-16,3058
2018-04-17,3096
2018-04-18,3082
2018-04-19,3052
2018-04-20,3029
2018-04-21,2967
2018-04-22,2986
2018-04-23,3031
2018-04-24,3084
2018-04-25,3020
2018-04-26,3023
2018-04-27,3038
2018-04-28,3017
2018-04-29,3029
2018-04-30,3071
2018-05-01,3191
2018-05-03,3074
2018-05-04,3100
2018-05-05,3166
2018-05-07,3200
2018-05-08,3090
2018-05-09,3091
2018-05-10,3052
2018-05-11,3010
2018-05-12,3072
2018-05-13,3137
2018-05-14,3094
2018-05-15,3150
2018-05-16,3204
2018-05-17,3264
2018-05-18,3245
2018-05-19,3204
2018-05-20,3185
2018-05-21,3162
2018-05-22,3220
2018-05-23,3192
2018-05-24,3181
2018-05-25,3172
2018-05-26,3153
2018-05-27,3208
2018-05-28,3235
2018-05-29,3283
2018-05-30,3329
2018-05-31,3489
2018-06-01,3436
2018-06-02,3462
2018-06-03,3433
2018-06-04,3436
2018-06-05,3376
2018-06-06,3354
2018-06-07,3286
2018-06-08,3128
2018-06-09,3074
2018-06-10,3018
2018-06-11,3124
2018-06-12,3187
2018-06-13,3230
2018-06-14,3315
2018-06-15,3306
2018-06-16,3234
2018-06-17,3104
2018-06-18,3083
2018-06-19,3157
2018-06-20,3237
2018-06-21,3224
2018-06-22,3214
2018-06-23,3196
2018-06-24,3182
2018-06-25,3139
2018-06-26,3174
2018-06-27,3224
2018-06-28,3255
2018-06-29,3224
2018-06-30,3198
2018-07-01,3221
2018-07-02,3250
2018-07-03,3200
2018-07-04,3191
2018-07-05,3271
2018-07-06,3391
2018-07-07,3501
2018-07-08,3459
2018-07-09,3516
2018-07-10,3549
2018-07-11,3433
2018-07-12,3491
2018-07-13,3586
2018-07-14,3732
2018-07-15,3783
2018-07-16,3778
2018-07-17,3847
2018-07-18,3783
2018-07-19,3714
2018-07-20,3666
2018-07-21,3614
2018-07-22,3580
2018-07-23,3626
2018-07-24,3743
2018-07-25,3850
2018-07-26,3824
2018-07-27,3991
2018-07-28,4167
2018-07-29,4270
2018-07-30,4204
2018-07-31,4327
2018-08-01,4339
2018-08-02,4189
2018-08-03,4152
2018-08-04,4123
2018-08-05,4123
2018-08-06,4119
2018-08-07,4022
2018-08-08,4125
2018-08-09,4091
2018-08-10,4154
2018-08-11,4305
2018-08-12,4393
2018-08-14,4040
2018-08-16,3872
2018-08-17,3921
2018-08-18,3951
2018-08-19,4003
2018-08-20,3915
2018-08-21,3925
2018-08-22,3927
2018-08-23,3945
2018-08-24,4002
2018-08-25,4093
2018-08-26,4170
2018-08-27,4125
2018-08-28,4262
2018-08-29,4213
2018-08-30,4167
2018-08-31,4224
2018-09-01,4201
2018-09-02,4098
2018-09-03,4086
2018-09-04,4174
2018-09-05,4196
2018-09-06,4190
2018-09-07,4136
2018-09-08,4086
2018-09-09,4052
2018-09-10,4101
2018-09-11,4113
2018-09-12,4061
2018-09-13,3932
2018-09-14,3954
2018-09-15,3951
2018-09-16,3934
2018-09-17,3912
2018-09-18,3863
2018-09-19,3835
2018-09-20,3761
2018-09-21,3787
2018-09-22,3760
2018-09-23,3891
2018-09-24,3883
2018-09-25,3873
2018-09-26,3866
2018-09-27,3761
2018-09-28,3728
2018-09-29,3695
2018-09-30,3704
2018-10-01,3746
2018-10-02,3859
2018-10-03,3982
2018-10-04,3908
2018-10-05,3886
2018-10-06,3812
2018-10-07,3787
2018-10-08,3889
2018-10-09,3834
2018-10-10,3751
2018-10-11,3739
2018-10-12,3757
2018-10-13,3720
2018-10-14,3711
2018-10-15,3711
2018-10-16,3707
2018-10-17,3715
2018-10-18,3768
2018-10-19,3770
2018-10-20,3831
2018-10-21,3738
2018-10-22,3620
2018-10-23,3590
2018-10-24,3664
2018-10-25,3710
2018-10-26,3748
2018-10-27,3896
2018-10-28,3825
2018-10-29,3652
2018-10-30,3631
2018-10-31,3689
2018-11-01,3742
2018-11-03,3848
2018-11-04,3770
2018-11-05,3752
2018-11-06,3779
2018-11-07,3741
2018-11-08,3703
2018-11-09,3678
2018-11-10,3626
2018-11-11,3637
2018-11-12,3612
2018-11-13,3705
2018-11-14,3846
2018-11-15,3884
2018-11-16,3798
2018-11-17,3727
2018-11-18,3679
2018-11-19,3809
2018-11-20,3851
2018-11-21,3885
2018-11-22,3838
2018-11-23,3693
2018-11-24,3555
2018-11-25,3407
2018-11-26,3281
2018-11-27,3290
2018-11-28,3388
2018-11-29,3298
2018-12-01,3198
2018-12-02,3300
2018-12-03,3290
2018-12-04,3301
2018-12-05,3296
2018-12-07,3173
2018-12-09,3209
2018-12-10,3351
2018-12-11,3399
2018-12-12,3398
2018-12-13,3277
2018-12-14,3182
2018-12-15,3198
2018-12-16,3194
2018-12-17,3252
2018-12-18,3202
2018-12-19,3143
2018-12-20,3117
2018-12-21,3159
2018-12-22,3289
2018-12-23,3345
2018-12-24,3373
2018-12-25,3340
2018-12-26,3281
2018-12-27,3204
2018-12-28,3215
2018-12-29,3259
2018-12-30,3305
2018-12-31,3360
2019-01-01,3394
2019-01-02,3355
2019-01-03,3355
2019-01-04,3393
2019-01-05,3474
2019-01-06,3419
2019-01-08,3317
2019-01-10,3221
2019-01-11,3285
2019-01-12,3376
2019-01-13,3496
2019-01-14,3460
2019-01-15,3484
2019-01-16,3523
2019-01-17,3499
2019-01-18,3612
2019-01-19,3684
2019-01-20,3688
2019-01-21,3517
2019-01-22,3446
2019-01-23,3438
2019-01-24,3398
2019-01-25,3396
2019-01-26,3302
2019-01-27,3319
2019-01-28,3362
2019-01-29,3374
2019-01-30,3353
2019-01-31,3321
2019-02-01,3243
2019-02-02,3200
2019-02-03,3198
2019-02-04,3191
2019-02-05,3238
2019-02-06,3256
2019-02-07,3242
2019-02-08,3225
2019-02-09,3218
2019-02-10,3201
2019-02-11,3119
2019-02-12,3042
2019-02-13,3044
2019-02-14,3091
2019-02-15,3124
2019-02-16,3121
2019-02-17,3072
2019-02-18,3109
2019-02-19,3075
2019-02-20,3090
2019-02-21,3166
2019-02-22,3165
2019-02-23,3192
2019-02-24,3246
2019-02-25,3221
2019-02-26,3177
2019-02-27,3131
2019-02-28,3136
2019-03-01,3137
2019-03-02,3136
2019-03-03,3151
2019-03-04,3148
2019-03-05,3170
2019-03-06,3213
2019-03-07,3179
2019-03-08,3194
2019-03-09,3190
2019-03-10,3216
2019-03-11,3263
2019-03-12,3218
2019-03-13,3176
2019-03-14,3206
2019-03-15,3220
2019-03-16,3218
2019-03-17,3209
2019-03-18,3187
2019-03-19,3190
2019-03-20,3231
2019-03-21,3206
2019-03-22,3198
2019-03-23,3219
2019-03-24,3252
2019-03-25,3215
2019-03-26,3296
2019-03-27,3308
2019-03-28,3293
2019-03-29,3304
