date_obj,Dragon%20dart%20tip price
2015-03-26,2613
2015-03-27,2613
2015-03-28,2742
2015-03-29,2634
2015-03-30,2634
2015-03-31,2621
2015-04-01,2621
2015-04-02,2516
2015-04-03,2516
2015-04-04,2619
2015-04-05,2619
2015-04-06,2681
2015-04-07,2681
2015-04-08,2751
2015-04-09,2751
2015-04-10,2802
2015-04-11,2802
2015-04-12,2779
2015-04-13,2779
2015-04-14,2876
2015-04-15,3003
2015-04-16,3003
2015-04-17,3059
2015-04-18,3090
2015-04-19,3090
2015-04-20,3130
2015-04-21,3130
2015-04-22,3249
2015-04-23,3330
2015-04-24,3330
2015-04-25,3268
2015-04-26,3268
2015-04-27,3105
2015-04-28,2965
2015-04-29,2965
2015-04-30,2852
2015-05-01,2746
2015-05-02,2746
2015-05-03,2712
2015-05-04,2712
2015-05-05,2792
2015-05-06,2792
2015-05-07,2927
2015-05-08,2927
2015-05-09,2832
2015-05-10,2832
2015-05-11,2846
2015-05-12,2974
2015-05-13,2974
2015-05-14,2943
2015-05-15,2943
2015-05-16,2914
2015-05-17,2849
2015-05-18,2849
2015-05-19,2853
2015-05-20,2853
2015-05-21,2853
2015-05-22,2881
2015-05-23,2881
2015-05-24,2858
2015-05-25,2858
2015-05-26,2875
2015-05-27,2875
2015-05-28,2942
2015-05-29,2959
2015-05-30,3067
2015-05-31,3067
2015-06-01,3166
2015-06-02,3166
2015-06-03,3261
2015-06-04,3261
2015-06-05,3286
2015-06-06,3306
2015-06-07,3299
2015-06-08,3299
2015-06-09,3208
2015-06-10,3185
2015-06-11,3185
2015-06-12,3314
2015-06-13,3404
2015-06-14,3513
2015-06-15,3513
2015-06-16,3482
2015-06-17,3482
2015-06-18,3375
2015-06-19,3375
2015-06-20,3347
2015-06-21,3347
2015-06-22,3241
2015-06-23,3241
2015-06-24,3196
2015-06-25,3196
2015-06-26,3173
2015-06-27,3173
2015-06-28,3241
2015-06-29,3241
2015-06-30,3277
2015-07-01,3171
2015-07-02,3171
2015-07-03,3171
2015-07-04,3227
2015-07-05,3227
2015-07-06,3302
2015-07-07,3220
2015-07-08,3272
2015-07-09,3272
2015-07-10,3213
2015-07-11,3213
2015-07-12,3234
2015-07-13,3249
2015-07-14,3141
2015-07-15,3100
2015-07-16,3100
2015-07-17,3127
2015-07-18,3127
2015-07-19,3138
2015-07-20,3184
2015-07-21,3184
2015-07-22,3288
2015-07-23,3288
2015-07-24,3241
2015-07-25,3356
2015-07-26,3404
2015-07-27,3383
2015-07-28,3460
2015-07-29,3460
2015-07-30,3375
2015-07-31,3375
2015-08-01,3338
2015-08-02,3331
2015-08-03,3211
2015-08-04,3078
2015-08-05,3105
2015-08-06,3159
2015-08-07,3267
2015-08-08,3431
2015-08-09,3603
2015-08-10,3712
2015-08-11,3810
2015-08-12,3810
2015-08-13,3976
2015-08-14,4051
2015-08-15,4051
2015-08-16,4066
2015-08-17,4238
2015-08-18,4436
2015-08-19,4361
2015-08-20,4351
2015-08-21,4442
2015-08-22,4318
2015-08-23,4152
2015-08-24,4048
2015-08-25,4048
2015-08-26,4094
2015-08-27,4130
2015-08-28,3991
2015-08-29,3818
2015-08-30,3736
2015-08-31,3908
2015-09-01,3999
2015-09-02,3999
2015-09-03,3927
2015-09-04,3843
2015-09-05,3843
2015-09-06,3996
2015-09-07,4078
2015-09-08,4057
2015-09-09,3939
2015-09-10,3934
2015-09-11,4017
2015-09-12,4130
2015-09-13,4232
2015-09-14,4167
2015-09-15,4015
2015-09-16,4015
2015-09-17,4099
2015-09-18,4257
2015-09-19,4157
2015-09-20,4210
2015-09-21,4086
2015-09-22,4220
2015-09-23,4189
2015-09-24,4189
2015-09-25,4193
2015-09-27,4177
2015-09-28,4129
2015-09-29,4164
2015-09-30,4198
2015-10-05,4080
2015-10-06,4140
2015-10-07,4050
2015-10-08,3948
2015-10-09,3963
2015-10-10,3963
2015-10-11,3926
2015-10-12,3979
2015-10-13,3979
2015-10-14,3939
2015-10-15,3993
2015-10-16,3991
2015-10-17,3991
2015-10-18,4122
2015-10-19,4101
2015-10-20,4043
2015-10-22,4007
2015-10-23,4031
2015-10-24,4140
2015-10-25,4175
2015-10-26,4225
2015-10-27,4225
2015-10-29,4192
2015-10-30,4345
2015-10-31,4470
2015-11-01,4470
2015-11-02,4455
2015-11-03,4311
2015-11-04,4311
2015-11-05,4330
2015-11-06,4330
2015-11-07,4227
2015-11-08,4227
2015-11-09,4278
2015-11-10,4278
2015-11-11,4409
2015-11-12,4409
2015-11-13,4538
2015-11-14,4538
2015-11-15,4605
2015-11-16,4605
2015-11-17,4477
2015-11-18,4477
2015-11-19,4416
2015-11-20,4240
2015-11-21,4240
2015-11-22,4276
2015-11-23,4276
2015-11-24,4322
2015-11-25,4328
2015-11-26,4328
2015-11-27,4365
2015-11-28,4384
2015-11-29,4370
2015-11-30,4457
2015-12-01,4457
2015-12-02,4467
2015-12-03,4546
2015-12-04,4546
2015-12-05,4591
2015-12-07,4532
2015-12-08,4501
2015-12-09,4550
2015-12-10,4621
2015-12-11,4444
2015-12-12,4328
2015-12-13,4389
2015-12-14,4389
2015-12-15,4476
2015-12-16,4623
2015-12-17,4623
2015-12-18,4486
2015-12-19,4488
2015-12-20,4599
2015-12-21,4400
2015-12-22,4298
2015-12-23,4282
2015-12-24,4282
2015-12-25,4205
2015-12-26,4264
2015-12-27,4147
2015-12-28,4074
2015-12-29,4160
2015-12-30,4221
2015-12-31,4128
2016-01-01,4128
2016-01-02,4119
2016-01-03,4229
2016-01-04,4060
2016-01-05,4010
2016-01-06,4131
2016-01-07,4068
2016-01-08,4126
2016-01-09,4011
2016-01-10,3966
2016-01-11,4065
2016-01-12,4173
2016-01-13,4173
2016-01-14,4193
2016-01-15,4219
2016-01-16,4415
2016-01-17,4636
2016-01-18,4518
2016-01-19,4518
2016-01-20,4344
2016-01-21,4453
2016-01-22,4447
2016-01-23,4397
2016-01-24,4474
2016-01-25,4529
2016-01-26,4522
2016-01-27,4659
2016-01-28,4659
2016-01-29,4454
2016-01-30,4454
2016-01-31,4392
2016-02-01,4477
2016-02-02,4361
2016-02-03,4263
2016-02-04,4244
2016-02-05,4332
2016-02-06,4307
2016-02-07,4307
2016-02-08,4361
2016-02-09,4266
2016-02-10,4215
2016-02-11,4233
2016-02-12,4233
2016-02-13,4244
2016-02-14,4244
2016-02-15,4310
2016-02-16,4309
2016-02-17,4360
2016-02-18,4360
2016-02-19,4419
2016-02-20,4444
2016-02-21,4532
2016-02-22,4532
2016-02-23,4574
2016-02-24,4739
2016-02-25,4624
2016-02-26,4624
2016-02-27,4392
2016-02-28,4257
2016-02-29,4249
2016-03-01,4275
2016-03-02,4201
2016-03-03,4127
2016-03-04,4064
2016-03-05,3932
2016-03-06,4105
2016-03-07,4205
2016-03-08,4127
2016-03-09,4051
2016-03-10,3974
2016-03-11,3916
2016-03-12,3844
2016-03-13,3924
2016-03-14,3938
2016-03-15,3881
2016-03-16,3872
2016-03-17,3881
2016-03-18,4021
2016-03-19,3924
2016-03-20,3878
2016-03-21,3878
2016-03-22,3758
2016-03-23,3907
2016-03-24,3875
2016-03-25,3977
2016-03-26,3921
2016-03-27,3921
2016-03-28,3856
2016-03-29,3696
2016-03-30,3696
2016-03-31,3547
2016-04-01,3436
2016-04-02,3476
2016-04-03,3550
2016-04-04,3645
2016-04-05,3645
2016-04-06,3662
2016-04-07,3720
2016-04-08,3708
2016-04-09,3674
2016-04-10,3773
2016-04-11,3773
2016-04-12,3870
2016-04-13,3817
2016-04-14,3875
2016-04-15,3830
2016-04-16,3911
2016-04-17,3739
2016-04-18,3622
2016-04-19,3746
2016-04-20,3698
2016-04-21,3638
2016-04-22,3638
2016-04-23,3654
2016-04-24,3660
2016-04-25,3598
2016-04-26,3584
2016-04-27,3666
2016-04-28,3813
2016-04-29,3707
2016-04-30,3757
2016-05-01,3751
2016-05-02,3804
2016-05-03,3809
2016-05-04,3849
2016-05-05,3827
2016-05-06,3827
2016-05-07,3689
2016-05-08,3689
2016-05-09,3605
2016-05-10,3750
2016-05-11,3750
2016-05-12,3819
2016-05-13,3666
2016-05-14,3678
2016-05-15,3700
2016-05-16,3697
2016-05-17,3752
2016-05-18,3766
2016-05-19,3806
2016-05-22,3643
2016-05-23,3637
2016-05-24,3618
2016-05-25,3746
2016-05-26,3626
2016-05-27,3739
2016-05-28,3739
2016-05-29,3799
2016-05-30,3799
2016-05-31,3761
2016-06-01,3708
2016-06-02,3813
2016-06-03,3881
2016-06-04,3832
2016-06-05,3826
2016-06-06,3923
2016-06-07,3923
2016-06-08,3747
2016-06-09,3621
2016-06-10,3464
2016-06-11,3304
2016-06-12,3209
2016-06-13,3048
2016-06-14,2930
2016-06-15,2853
2016-06-16,2722
2016-06-17,2608
2016-06-18,2479
2016-06-19,2357
2016-06-20,2266
2016-06-21,2207
2016-06-22,2151
2016-06-23,2049
2016-06-24,2082
2016-06-25,2090
2016-06-26,2010
2016-06-27,1940
2016-06-28,1867
2016-06-29,1789
2016-06-30,1854
2016-07-01,1897
2016-07-02,1824
2016-07-03,1754
2016-07-04,1681
2016-07-05,1635
2016-07-06,1585
2016-07-07,1663
2016-07-08,1726
2016-07-09,1800
2016-07-10,1890
2016-07-11,1985
2016-07-12,2076
2016-07-13,2028
2016-07-14,2112
2016-07-15,2142
2016-07-16,2040
2016-07-17,1938
2016-07-18,1858
2016-07-23,1848
2016-07-24,1790
2016-07-25,1714
2016-07-26,1686
2016-07-27,1697
2016-07-28,1714
2016-07-29,1761
2016-07-30,1758
2016-07-31,1720
2016-08-01,1678
2016-08-02,1695
2016-08-03,1723
2016-08-04,1739
2016-08-05,1710
2016-08-06,1748
2016-08-07,1774
2016-08-08,1693
2016-08-09,1723
2016-08-10,1784
2016-08-11,1817
2016-08-12,1846
2016-08-13,1770
2016-08-14,1748
2016-08-15,1683
2016-08-16,1632
2016-08-17,1600
2016-08-18,1619
2016-08-19,1636
2016-08-20,1686
2016-08-21,1687
2016-08-22,1603
2016-08-23,1535
2016-08-24,1499
2016-08-25,1538
2016-08-26,1538
2016-08-28,1559
2016-08-31,1540
2016-09-01,1560
2016-09-02,1560
2016-09-03,1555
2016-09-04,1517
2016-09-05,1553
2016-09-06,1625
2016-09-07,1577
2016-09-08,1602
2016-09-09,1620
2016-09-10,1688
2016-09-11,1725
2016-09-12,1759
2016-09-13,1826
2016-09-14,1917
2016-09-15,1963
2016-09-16,1992
2016-09-17,2039
2016-09-18,2068
2016-09-19,1973
2016-09-20,1892
2016-09-21,1825
2016-09-22,1744
2016-09-23,1706
2016-09-24,1706
2016-09-25,1725
2016-09-26,1701
2016-09-27,1730
2016-09-28,1698
2016-09-29,1693
2016-09-30,1725
2016-10-01,1804
2016-10-02,1839
2016-10-03,1881
2016-10-04,1945
2016-10-05,2010
2016-10-06,1909
2016-10-07,1834
2016-10-08,1767
2016-10-09,1833
2016-10-10,1863
2016-10-11,1934
2016-10-12,1989
2016-10-13,2072
2016-10-14,2111
2016-10-15,2018
2016-10-16,1924
2016-10-17,1868
2016-10-18,1949
2016-10-19,1895
2016-10-20,1828
2016-10-21,1879
2016-10-22,1973
2016-10-23,1947
2016-10-24,1925
2016-10-25,1907
2016-10-26,1899
2016-10-27,1895
2016-10-28,1910
2016-10-29,1973
2016-10-30,1979
2016-10-31,2023
2016-11-01,2037
2016-11-02,2069
2016-11-03,2123
2016-11-04,2208
2016-11-05,2295
2016-11-06,2388
2016-11-07,2329
2016-11-08,2425
2016-11-09,2468
2016-11-10,2491
2016-11-11,2505
2016-11-12,2397
2016-11-13,2301
2016-11-14,2273
2016-11-15,2308
2016-12-07,2226
2016-12-08,2282
2016-12-09,2280
2016-12-10,2389
2016-12-11,2373
2016-12-12,2265
2016-12-13,2294
2016-12-14,2339
2016-12-15,2282
2016-12-16,2301
2016-12-17,2245
2016-12-18,2134
2016-12-19,2181
2016-12-20,2207
2016-12-21,2162
2016-12-22,2134
2016-12-23,2209
2016-12-24,2212
2016-12-25,2211
2016-12-26,2302
2016-12-27,2305
2016-12-28,2199
2016-12-29,2231
2016-12-30,2232
2016-12-31,2266
2017-01-01,2266
2017-01-02,2329
2017-01-03,2405
2017-01-04,2432
2017-01-05,2497
2017-01-06,2472
2017-01-07,2557
2017-01-08,2552
2017-01-09,2575
2017-01-10,2686
2017-01-11,2813
2017-01-12,2939
2017-01-13,3084
2017-01-14,3078
2017-01-15,3181
2017-01-16,3296
2017-01-17,3342
2017-01-18,3386
2017-01-19,3441
2017-01-20,3493
2017-01-21,3537
2017-01-22,3490
2017-01-23,3398
2017-01-27,3039
2017-01-28,2947
2017-01-29,2945
2017-01-30,2974
2017-01-31,2988
2017-02-01,3060
2017-02-02,3047
2017-02-03,3144
2017-02-04,3280
2017-02-05,3389
2017-02-06,3559
2017-02-07,3559
2017-02-08,3697
2017-02-09,3816
2017-02-10,3683
2017-02-11,3712
2017-02-12,3741
2017-02-13,3668
2017-02-14,3602
2017-02-15,3578
2017-02-16,3643
2017-02-18,3555
2017-02-19,3540
