date_obj,Unfired%20bowl price
2016-10-03,209
2016-10-04,209
2016-10-05,217
2016-10-06,217
2016-10-07,206
2016-10-08,202
2016-10-09,202
2016-10-10,207
2016-10-11,198
2016-10-12,198
2016-10-13,196
2016-10-14,190
2016-10-15,187
2016-10-16,187
2016-10-17,189
2016-10-18,189
2016-10-19,197
2016-10-20,197
2016-10-21,201
2016-10-22,201
2016-10-23,211
2016-10-24,222
2016-10-25,222
2016-10-26,227
2016-10-27,227
2016-10-28,226
2016-10-29,231
2016-10-30,231
2016-10-31,235
2016-11-01,235
2016-11-02,227
2016-11-03,227
2016-11-04,230
2016-11-05,230
2016-11-06,239
2016-11-07,239
2016-11-08,234
2016-11-09,225
2016-11-10,224
2016-11-11,224
2016-11-12,219
2016-11-13,219
2016-11-14,211
2016-12-08,245
2016-12-09,242
2016-12-10,242
2016-12-11,250
2016-12-12,244
2016-12-13,239
2016-12-14,249
2016-12-15,249
2016-12-16,243
2016-12-17,237
2016-12-18,237
2016-12-19,242
2016-12-20,242
2016-12-21,251
2016-12-22,251
2016-12-23,250
2016-12-24,250
2016-12-25,253
2016-12-26,263
2016-12-27,264
2016-12-28,269
2016-12-29,257
2016-12-30,247
2016-12-31,243
2017-01-01,237
2017-01-02,235
2017-01-03,235
2017-01-04,241
2017-01-05,241
2017-01-06,240
2017-01-07,244
2017-01-08,231
2017-01-09,223
2017-01-10,228
2017-01-11,226
2017-01-12,218
2017-01-13,218
2017-01-14,212
2017-01-15,217
2017-01-16,226
2017-01-17,235
2017-01-18,242
2017-01-19,243
2017-01-20,237
2017-01-21,232
2017-01-22,241
2017-01-27,214
2017-01-28,211
2017-01-29,220
2017-01-30,220
2017-01-31,229
2017-02-01,236
2017-02-02,244
2017-02-03,247
2017-02-04,234
2017-02-05,222
2017-02-06,210
2017-02-07,200
2017-02-08,198
2017-02-09,198
2017-02-10,194
2017-02-11,195
2017-02-12,195
2017-02-13,193
2017-02-14,191
2017-02-15,191
2017-02-16,196
2017-02-18,204
2017-02-19,215
2017-02-20,221
2017-02-21,229
2017-02-22,229
2017-02-23,238
2017-02-24,238
2017-02-25,244
2017-02-26,255
2017-02-27,261
2017-02-28,275
2017-03-01,277
2017-03-02,284
2017-03-03,284
2017-03-04,293
2017-03-05,300
2017-03-06,314
2017-03-07,324
2017-03-08,324
2017-03-09,337
2017-03-10,350
2017-03-11,356
2017-03-12,347
2017-03-13,338
2017-03-14,343
2017-03-15,336
2017-03-16,339
2017-03-17,333
2017-03-18,346
2017-03-19,343
2017-03-20,350
2017-03-21,342
2017-03-22,337
2017-03-23,343
2017-03-24,344
2017-03-25,344
2017-03-26,341
2017-03-27,342
2017-03-28,344
2017-03-29,360
2017-03-30,378
2017-03-31,376
2017-04-01,392
2017-04-02,389
2017-04-03,395
2017-04-04,379
2017-04-12,383
2017-04-13,397
2017-04-14,377
2017-04-15,358
2017-04-16,344
2017-04-17,342
2017-04-18,328
2017-04-19,315
2017-04-20,310
2017-04-21,302
2017-04-22,302
2017-04-23,287
2017-04-24,280
2017-04-25,277
2017-04-26,277
2017-04-27,274
2017-04-28,270
2017-04-29,258
2017-04-30,253
2017-05-01,248
2017-05-02,254
2017-05-03,254
2017-05-04,260
2017-05-05,271
2017-05-06,279
2017-05-07,285
2017-05-08,289
2017-05-09,297
2017-05-10,297
2017-05-11,305
2017-05-12,315
2017-05-13,327
2017-05-14,327
2017-05-15,319
2017-05-16,315
2017-05-17,315
2017-05-18,327
2017-05-19,327
2017-05-20,325
2017-05-21,325
2017-05-22,317
2017-05-23,317
2017-05-24,303
2017-05-25,303
2017-05-26,288
2017-05-27,278
2017-05-28,278
2017-05-29,273
2017-05-30,265
2017-05-31,257
2017-06-01,251
2017-06-02,248
2017-06-03,248
2017-06-06,239
2017-06-07,227
2017-06-08,227
2017-06-09,230
2017-06-10,218
2017-06-11,208
2017-06-12,208
2017-06-13,205
2017-06-14,213
2017-06-15,223
2017-06-16,217
2017-06-17,206
2017-06-18,195
2017-06-19,195
2017-06-20,192
2017-06-21,191
2017-06-22,191
2017-06-23,191
2017-06-24,193
2017-06-25,189
2017-06-26,197
2017-06-27,188
2017-06-28,188
2017-06-29,189
2017-06-30,190
2017-07-01,190
2017-07-02,197
2017-07-03,202
2017-07-04,199
2017-07-05,199
2017-07-06,204
2017-07-07,204
2017-07-08,209
2017-07-13,198
2017-07-14,189
2017-07-15,189
2017-07-16,183
2017-07-17,192
2017-07-18,192
2017-07-19,193
2017-07-20,187
2017-07-21,190
2017-07-22,182
2017-07-23,180
2017-07-24,180
2017-07-25,180
2017-07-26,185
2017-07-27,190
2017-07-28,191
2017-07-29,191
2017-07-30,196
2017-07-31,196
2017-08-01,194
2017-08-02,200
2017-08-03,199
2017-08-04,202
2017-08-05,205
2017-08-06,208
2017-08-09,193
2017-08-10,193
2017-08-11,193
2017-08-12,192
2017-08-13,187
2017-08-14,197
2017-08-15,205
2017-08-16,212
2017-08-17,215
2017-08-18,215
2017-08-19,224
2017-08-20,228
2017-08-21,238
2017-08-22,235
2017-08-23,231
2017-08-24,231
2017-08-25,242
2017-08-26,239
2017-08-27,236
2017-08-28,224
2017-08-29,224
2017-08-30,215
2017-08-31,215
2017-09-01,204
2017-09-02,202
2017-09-03,202
2017-09-04,204
2017-09-05,196
2017-09-06,186
2017-09-07,176
2017-09-08,176
2017-09-09,169
2017-09-10,171
2017-09-11,175
2017-09-12,175
2017-09-13,169
2017-09-14,163
2017-09-15,163
2017-09-16,162
2017-09-17,161
2017-09-19,158
2017-09-20,157
2017-09-21,153
2017-09-22,149
2017-09-23,149
2017-09-24,152
2017-09-25,145
2017-09-26,144
2017-09-27,144
2017-09-28,144
2017-09-29,150
2017-09-30,150
2017-10-01,147
2017-10-02,141
2017-10-03,141
2017-10-04,134
2017-10-05,131
2017-10-06,127
2017-10-07,128
2017-10-08,123
2017-10-09,120
2017-10-10,115
2017-10-11,115
2017-10-12,109
2017-10-13,109
2017-10-14,106
2017-10-15,106
2017-10-16,112
2017-10-17,112
2017-10-18,111
2017-10-19,112
2017-10-20,112
2017-10-21,112
2017-10-22,117
2017-10-23,113
2017-10-24,113
2017-10-25,115
2017-10-26,118
2017-10-27,120
2017-10-28,120
2017-10-29,125
2017-10-30,122
2017-10-31,122
2017-11-01,122
2017-11-02,119
2017-11-03,119
2017-11-04,122
2017-11-05,126
2017-11-06,130
2017-11-07,130
2017-11-08,133
2017-11-09,139
2017-11-10,139
2017-11-11,145
2017-11-12,141
2017-11-13,146
2017-11-14,146
2017-11-15,141
2017-11-16,148
2017-11-17,148
2017-11-18,148
2017-11-19,147
2017-11-20,153
2017-11-21,153
2017-11-22,153
2017-11-23,149
2017-11-24,149
2017-11-25,149
2017-11-26,148
2017-11-27,148
2017-11-28,153
2017-11-29,152
2017-11-30,152
2017-12-01,145
2017-12-02,145
2017-12-03,137
2017-12-04,137
2017-12-05,130
2017-12-06,123
2017-12-07,116
2017-12-08,116
2017-12-09,118
2017-12-10,117
2017-12-11,123
2017-12-12,126
2017-12-13,129
2017-12-14,136
2017-12-15,142
2017-12-16,147
2017-12-17,153
2017-12-18,154
2017-12-19,154
2017-12-20,161
2017-12-21,168
2017-12-22,170
2017-12-23,171
2017-12-24,170
2017-12-25,174
2017-12-26,170
2017-12-27,176
2017-12-28,179
2017-12-29,179
2017-12-30,174
2017-12-31,174
2018-01-01,168
2018-01-02,159
2018-01-03,151
2018-01-04,145
2018-01-05,143
2018-01-06,145
2018-01-07,140
2018-01-08,138
2018-01-09,138
2018-01-10,138
2018-01-11,143
2018-01-12,146
2018-01-13,144
2018-01-14,151
2018-01-15,149
2018-01-16,152
2018-01-17,147
2018-01-18,147
2018-01-19,147
2018-01-20,149
2018-01-21,157
2018-01-22,163
2018-01-23,156
2018-01-24,151
2018-01-25,145
2018-01-26,142
2018-01-27,138
2018-01-28,140
2018-01-29,141
2018-01-30,141
2018-02-01,140
2018-02-02,141
2018-02-03,139
2018-02-04,139
2018-02-05,133
2018-02-06,128
2018-02-07,132
2018-02-08,136
2018-02-09,133
2018-02-10,136
2018-02-11,142
2018-02-12,144
2018-02-13,143
2018-02-14,151
2018-02-15,154
2018-02-16,146
2018-02-17,138
2018-02-18,131
2018-02-19,124
2018-02-20,117
2018-02-21,113
2018-02-22,118
2018-02-23,120
2018-02-24,123
2018-02-25,126
2018-02-26,133
2018-02-27,140
2018-02-28,147
2018-03-01,150
2018-03-02,156
2018-03-03,161
2018-03-04,161
2018-03-05,161
2018-03-06,165
2018-03-07,170
2018-03-08,179
2018-03-09,188
2018-03-10,198
2018-03-11,204
2018-03-12,201
2018-03-13,209
2018-03-14,217
2018-03-15,224
2018-03-16,231
2018-03-17,236
2018-03-18,238
2018-03-19,248
2018-03-20,256
2018-03-21,267
2018-03-23,277
2018-03-24,274
2018-03-26,282
2018-03-27,287
2018-03-28,284
2018-03-29,289
2018-03-30,285
2018-03-31,277
2018-04-01,275
2018-04-02,266
2018-04-03,274
2018-04-04,269
2018-04-05,269
2018-04-06,266
2018-04-08,248
2018-04-09,239
2018-04-10,229
2018-04-11,217
2018-04-12,206
2018-04-13,197
2018-04-14,201
2018-04-16,215
2018-04-17,219
2018-04-18,230
2018-04-19,233
2018-04-20,229
2018-04-21,225
2018-04-22,230
2018-04-23,221
2018-04-24,211
2018-04-25,217
2018-04-26,222
2018-04-27,227
2018-04-28,224
2018-04-29,217
2018-04-30,226
2018-05-02,231
2018-05-03,230
2018-05-04,234
2018-05-05,242
2018-05-06,242
2018-05-07,244
2018-05-08,237
2018-05-09,232
2018-05-10,225
2018-05-11,215
2018-05-12,211
2018-05-13,218
2018-05-14,218
2018-05-15,227
2018-05-16,222
2018-05-17,230
2018-05-18,230
2018-05-19,229
2018-05-20,223
2018-05-21,212
2018-05-22,220
2018-05-23,227
2018-05-24,239
2018-05-25,251
2018-05-26,264
2018-05-27,264
2018-05-28,277
2018-05-29,265
2018-05-30,252
2018-05-31,240
2018-06-01,233
2018-06-02,240
2018-06-03,238
2018-06-04,245
2018-06-05,247
2018-06-06,259
2018-06-07,272
2018-06-08,285
2018-06-09,300
2018-06-10,309
2018-06-11,309
2018-06-12,308
2018-06-13,305
2018-06-14,303
2018-06-15,290
2018-06-16,298
2018-06-17,300
2018-06-18,302
2018-06-19,301
2018-06-20,301
2018-06-21,298
2018-06-22,284
2018-06-23,269
2018-06-24,268
2018-06-25,267
2018-06-26,263
2018-06-27,267
2018-06-28,262
2018-06-29,262
2018-06-30,261
2018-07-01,263
2018-07-02,267
2018-07-03,261
2018-07-04,261
2018-07-05,262
2018-07-06,267
2018-07-07,275
2018-07-08,278
2018-07-09,283
2018-07-10,275
2018-07-11,275
2018-07-12,276
2018-07-13,272
2018-07-14,264
2018-07-15,250
2018-07-16,237
2018-07-17,233
2018-07-18,221
2018-07-19,222
2018-07-20,233
2018-07-21,245
2018-07-22,251
2018-07-23,246
2018-07-24,233
2018-07-25,221
2018-07-26,215
2018-07-27,222
2018-07-28,229
2018-07-29,236
2018-07-30,237
2018-07-31,246
2018-08-01,250
2018-08-02,246
2018-08-03,250
2018-08-04,263
2018-08-05,270
2018-08-06,267
2018-08-07,264
2018-08-08,270
2018-08-09,274
2018-08-10,276
2018-08-11,290
2018-08-12,304
2018-08-14,291
2018-08-16,271
2018-08-17,268
2018-08-18,270
2018-08-19,271
2018-08-20,272
2018-08-21,261
2018-08-22,268
2018-08-23,260
2018-08-24,267
2018-08-25,269
2018-08-26,274
2018-08-27,279
2018-08-28,286
2018-08-29,296
2018-08-30,301
2018-08-31,298
2018-09-01,292
2018-09-02,278
2018-09-03,276
2018-09-04,272
2018-09-05,272
2018-09-06,279
2018-09-07,276
2018-09-08,277
2018-09-09,274
2018-09-10,288
2018-09-11,302
2018-09-12,306
2018-09-13,320
2018-09-14,328
2018-09-15,343
2018-09-16,333
2018-09-17,338
2018-09-18,336
2018-09-19,319
2018-09-20,304
2018-09-21,288
2018-09-22,277
2018-09-23,284
2018-09-24,277
2018-09-25,284
2018-09-26,282
2018-09-27,272
2018-09-28,261
2018-09-29,251
2018-09-30,260
2018-10-02,262
2018-10-03,264
2018-10-04,276
2018-10-05,273
2018-10-06,275
2018-10-07,267
2018-10-08,259
2018-10-09,254
2018-10-10,250
2018-10-11,243
2018-10-12,231
2018-10-13,221
2018-10-14,219
2018-10-15,229
2018-10-16,225
2018-10-17,230
2018-10-18,238
2018-10-19,242
2018-10-20,239
2018-10-21,237
2018-10-22,230
2018-10-23,220
2018-10-24,223
2018-10-25,219
2018-10-26,221
2018-10-27,228
2018-10-28,226
2018-10-29,232
2018-10-30,224
2018-10-31,222
2018-11-01,210
2018-11-03,196
2018-11-04,196
2018-11-05,197
2018-11-06,197
2018-11-07,204
2018-11-08,201
2018-11-09,202
2018-11-10,209
2018-11-11,210
2018-11-12,204
2018-11-13,193
2018-11-14,183
2018-11-15,175
2018-11-16,178
2018-11-17,180
2018-11-18,174
2018-11-19,169
2018-11-20,166
2018-11-21,167
2018-11-22,166
2018-11-23,162
2018-11-24,161
2018-11-25,161
2018-11-26,156
2018-11-27,152
2018-11-28,150
2018-11-29,148
2018-12-01,144
2018-12-02,142
2018-12-03,145
2018-12-04,147
2018-12-05,151
2018-12-07,161
2018-12-09,167
2018-12-10,175
2018-12-11,184
2018-12-12,194
2018-12-13,200
2018-12-14,196
2018-12-15,191
2018-12-16,183
2018-12-17,182
2018-12-18,181
2018-12-19,180
2018-12-20,180
2018-12-21,183
2018-12-22,173
2018-12-23,170
2018-12-24,172
2018-12-25,172
2018-12-26,175
2018-12-27,173
2018-12-28,164
2018-12-29,155
2018-12-30,158
2018-12-31,151
2019-01-01,150
2019-01-02,152
2019-01-03,154
2019-01-04,156
2019-01-05,159
2019-01-06,156
2019-01-08,158
2019-01-10,159
2019-01-11,157
2019-01-12,150
2019-01-13,149
2019-01-14,143
2019-01-15,135
2019-01-16,137
2019-01-17,133
2019-01-18,134
2019-01-19,134
2019-01-20,139
2019-01-21,140
2019-01-22,143
2019-01-23,151
2019-01-24,159
2019-01-25,167
2019-01-26,171
2019-01-27,174
2019-01-28,173
2019-01-29,170
2019-01-30,170
2019-01-31,169
2019-02-01,171
2019-02-02,176
2019-02-03,175
2019-02-04,176
2019-02-05,173
2019-02-06,179
2019-02-07,177
2019-02-08,178
2019-02-09,181
2019-02-10,178
2019-02-11,173
2019-02-12,170
2019-02-13,163
2019-02-14,157
2019-02-15,153
2019-02-16,145
2019-02-17,137
2019-02-18,134
2019-02-19,133
2019-02-20,127
2019-02-21,131
2019-02-22,136
2019-02-23,142
2019-02-24,145
2019-02-25,142
2019-02-26,143
2019-02-27,139
2019-02-28,133
2019-03-01,131
2019-03-02,131
2019-03-03,131
2019-03-04,131
2019-03-05,133
2019-03-06,131
2019-03-07,131
2019-03-08,131
2019-03-09,132
2019-03-10,133
2019-03-11,131
2019-03-12,135
2019-03-13,136
2019-03-14,133
2019-03-15,135
2019-03-16,132
2019-03-17,137
2019-03-18,144
2019-03-19,150
2019-03-20,148
2019-03-21,140
2019-03-22,133
2019-03-23,136
2019-03-24,136
2019-03-25,132
2019-03-26,130
2019-03-27,123
2019-03-28,121
2019-03-29,122
2019-03-30,125
2019-03-31,120
2019-04-01,126
2019-04-02,125
2019-04-03,119
2019-04-04,125
2019-04-05,129
2019-04-06,125
2019-04-07,122
2019-04-08,120
2019-04-09,114
2019-04-10,109
2019-04-11,104
2019-04-12,107
2019-04-13,109
2019-04-14,108
2019-04-15,108
2019-04-16,109
2019-04-17,108
2019-04-18,106
2019-04-19,107
2019-04-20,109
2019-04-21,104
2019-04-22,106
2019-04-23,106
2019-04-24,111
2019-04-25,106
2019-04-26,110
2019-04-27,109
2019-04-28,111
2019-04-29,107
2019-04-30,105
2019-05-01,102
2019-05-02,96
2019-05-03,91
2019-05-04,87
2019-05-05,86
2019-05-06,87
2019-05-07,85
2019-05-08,82
2019-05-09,81
2019-05-10,79
2019-05-11,79
2019-05-12,79
2019-05-13,82
2019-05-14,81
2019-05-15,83
2019-05-16,83
2019-05-17,87
2019-05-18,86
2019-05-19,87
2019-05-20,86
2019-05-21,85
2019-05-22,85
2019-05-23,86
2019-05-24,90
2019-05-25,91
2019-05-26,88
2019-05-27,84
2019-05-28,79
2019-05-29,80
2019-05-30,80
2019-05-31,81
2019-06-01,81
2019-06-02,80
2019-06-03,82
2019-06-04,85
2019-06-05,89
2019-06-06,94
2019-06-07,98
2019-06-08,103
2019-06-09,108
2019-06-10,114
2019-06-11,120
2019-06-12,122
2019-06-13,126
2019-06-14,125
2019-06-15,122
2019-06-16,122
2019-06-17,121
2019-06-18,122
2019-06-19,124
2019-06-20,126
2019-06-21,129
2019-06-22,127
2019-06-23,121
2019-06-24,125
2019-06-25,122
2019-06-26,121
2019-06-27,116
2019-06-28,110
2019-06-29,106
2019-06-30,100
2019-07-01,98
2019-07-02,94
2019-07-03,93
2019-07-04,88
2019-07-05,83
2019-07-06,82
2019-07-07,86
2019-07-08,90
2019-07-09,93
2019-07-10,93
2019-07-11,96
2019-07-12,97
2019-07-13,96
2019-07-14,100
2019-07-15,99
2019-07-16,100
2019-07-17,105
2019-07-18,109
2019-07-19,110
2019-07-20,111
2019-07-21,114
2019-07-22,109
2019-07-23,106
2019-07-24,110
2019-07-25,111
2019-07-26,110
2019-07-27,111
2019-07-28,114
2019-07-29,116
2019-07-30,116
2019-07-31,115
2019-08-01,113
2019-08-02,113
2019-08-03,110
2019-08-04,105
2019-08-05,105
2019-08-06,111
2019-08-07,111
2019-08-08,110
2019-08-09,108
2019-08-10,111
2019-08-11,115
2019-08-12,118
2019-08-13,119
2019-08-14,120
2019-08-15,120
2019-08-16,123
2019-08-17,127
2019-08-18,133
2019-08-19,139
2019-08-20,133
2019-08-21,133
2019-08-22,135
2019-08-23,135
2019-08-24,137
2019-08-24,137
2019-08-25,139
2019-08-25,139
2019-08-26,141
2019-08-26,141
2019-08-27,147
