date_obj,Dragon%20javelin%20heads price
2017-11-01,1044
2017-11-02,1051
2017-11-03,1057
2017-11-04,1064
2017-11-05,1091
2017-11-06,1067
2017-11-07,1051
2017-11-08,1056
2017-11-09,1056
2017-11-10,1057
2017-11-11,1059
2017-11-12,1062
2017-11-13,1063
2017-11-14,1050
2017-11-15,1046
2017-11-16,1063
2017-11-17,1057
2017-11-18,1056
2017-11-19,1063
2017-11-20,1065
2017-11-21,1080
2017-11-22,1089
2017-11-23,1117
2017-11-24,1173
2017-11-25,1232
2017-11-26,1294
2017-11-27,1359
2017-11-28,1427
2017-11-29,1499
2017-11-30,1574
2017-12-01,1652
2017-12-02,1735
2017-12-03,1802
2017-12-04,1796
2017-12-05,1800
2017-12-06,1802
2017-12-07,1770
2017-12-08,1763
2017-12-09,1757
2017-12-10,1768
2017-12-11,1817
2017-12-12,1905
2017-12-13,1908
2017-12-14,1951
2017-12-15,1915
2017-12-16,1839
2017-12-17,1807
2017-12-18,1788
2017-12-19,1786
2017-12-20,1741
2017-12-21,1701
2017-12-22,1670
2017-12-23,1618
2017-12-24,1575
2017-12-25,1512
2017-12-26,1438
2017-12-27,1368
2017-12-28,1299
2017-12-29,1297
2017-12-30,1250
2017-12-31,1257
2018-01-01,1272
2018-01-02,1236
2018-01-03,1222
2018-01-04,1160
2018-01-05,1102
2018-01-06,1046
2018-01-07,998
2018-01-08,956
2018-01-09,943
2018-01-10,952
2018-01-11,955
2018-01-12,954
2018-01-13,952
2018-01-14,954
2018-01-15,953
2018-01-16,951
2018-01-17,953
2018-01-18,960
2018-01-19,975
2018-01-20,968
2018-01-21,954
2018-01-22,973
2018-01-23,981
2018-01-25,971
2018-01-26,969
2018-01-27,960
2018-01-28,978
2018-01-29,998
2018-01-30,1010
2018-01-31,1012
2018-02-01,999
2018-02-02,1017
2018-02-03,989
2018-02-04,972
2018-02-05,994
2018-02-06,990
2018-02-07,1011
2018-02-08,1010
2018-02-09,1001
2018-02-10,1020
2018-02-11,1067
2018-02-12,1121
2018-02-13,1178
2018-02-14,1237
2018-02-15,1299
2018-02-16,1364
2018-02-17,1433
2018-02-18,1504
2018-02-19,1579
2018-02-20,1658
2018-02-21,1672
2018-02-22,1588
2018-02-23,1508
2018-02-24,1432
2018-02-25,1385
2018-02-26,1329
2018-02-27,1302
2018-02-28,1333
2018-03-01,1400
2018-03-02,1451
2018-03-03,1507
2018-03-04,1521
2018-03-05,1494
2018-03-06,1433
2018-03-07,1394
2018-03-08,1385
2018-03-09,1414
2018-03-10,1445
2018-03-11,1431
2018-03-12,1450
2018-03-13,1476
2018-03-14,1435
2018-03-15,1445
2018-03-16,1432
2018-03-17,1424
2018-03-18,1441
2018-03-20,1519
2018-03-21,1594
2018-03-23,1566
2018-03-24,1572
2018-03-25,1554
2018-03-26,1493
2018-03-27,1455
2018-03-28,1382
2018-03-29,1321
2018-03-30,1254
2018-03-31,1206
2018-04-01,1186
2018-04-02,1206
2018-04-03,1211
2018-04-04,1208
2018-04-05,1231
2018-04-06,1275
2018-04-07,1287
2018-04-08,1311
2018-04-09,1324
2018-04-10,1305
2018-04-11,1310
2018-04-12,1334
2018-04-13,1380
2018-04-14,1325
2018-04-15,1310
2018-04-16,1267
2018-04-17,1275
2018-04-18,1302
2018-04-19,1298
2018-04-20,1289
2018-04-21,1285
2018-04-22,1325
2018-04-23,1388
2018-04-24,1448
2018-04-25,1520
2018-04-26,1577
2018-04-27,1531
2018-04-28,1553
2018-04-29,1491
2018-04-30,1463
2018-05-01,1420
2018-05-03,1343
2018-05-05,1315
2018-05-07,1316
2018-05-08,1321
2018-05-09,1341
2018-05-10,1296
2018-05-11,1287
2018-05-12,1258
2018-05-13,1272
2018-05-14,1270
2018-05-15,1237
2018-05-16,1206
2018-05-17,1170
2018-05-18,1191
2018-05-19,1222
2018-05-20,1254
2018-05-21,1246
2018-05-22,1203
2018-05-23,1174
2018-05-24,1185
2018-05-25,1197
2018-05-26,1221
2018-05-27,1252
2018-05-28,1227
2018-05-29,1184
2018-05-30,1140
2018-05-31,1132
2018-06-01,1136
2018-06-02,1121
2018-06-03,1126
2018-06-04,1103
2018-06-05,1078
2018-06-06,1047
2018-06-07,1019
2018-06-08,1031
2018-06-09,1031
2018-06-10,1056
2018-06-11,1024
2018-06-12,1015
2018-06-13,1010
2018-06-14,1017
2018-06-15,1042
2018-06-16,1079
2018-06-17,1055
2018-06-18,1003
2018-06-19,993
2018-06-20,1038
2018-06-21,1069
2018-06-22,1094
2018-06-23,1090
2018-06-24,1099
2018-06-25,1140
2018-06-26,1182
2018-06-27,1198
2018-06-28,1192
2018-06-29,1238
2018-06-30,1256
2018-07-01,1265
2018-07-02,1221
2018-07-03,1181
2018-07-04,1180
2018-07-05,1193
2018-07-06,1203
2018-07-07,1231
2018-07-08,1210
2018-07-09,1220
2018-07-10,1234
2018-07-11,1254
2018-07-12,1263
2018-07-13,1301
2018-07-14,1341
2018-07-15,1334
2018-07-16,1361
2018-07-17,1388
2018-07-18,1364
2018-07-19,1319
2018-07-20,1279
2018-07-21,1224
2018-07-22,1223
2018-07-23,1274
2018-07-24,1335
2018-07-25,1400
2018-07-26,1409
2018-07-27,1359
2018-07-28,1337
2018-07-29,1288
2018-07-30,1223
2018-07-31,1169
2018-08-01,1137
2018-08-02,1191
2018-08-03,1251
2018-08-04,1294
2018-08-05,1292
2018-08-06,1290
2018-08-07,1248
2018-08-08,1190
2018-08-09,1163
2018-08-10,1198
2018-08-11,1203
2018-08-12,1197
2018-08-14,1191
2018-08-16,1144
2018-08-17,1145
2018-08-18,1121
2018-08-19,1107
2018-08-20,1109
2018-08-21,1130
2018-08-22,1137
2018-08-23,1119
2018-08-24,1085
2018-08-25,1087
2018-08-26,1104
2018-08-27,1087
2018-08-28,1063
2018-08-29,1031
2018-08-30,1056
2018-08-31,1092
2018-09-01,1063
2018-09-02,1049
2018-09-03,1077
2018-09-04,1106
2018-09-05,1087
2018-09-06,1076
2018-09-07,1092
2018-09-08,1100
2018-09-09,1108
2018-09-10,1133
2018-09-11,1152
2018-09-12,1178
2018-09-13,1138
2018-09-14,1122
2018-09-15,1138
2018-09-16,1167
2018-09-17,1130
2018-09-18,1160
2018-09-19,1167
2018-09-20,1211
2018-09-21,1191
2018-09-22,1151
2018-09-23,1109
2018-09-24,1112
2018-09-25,1132
2018-09-26,1147
2018-09-27,1142
2018-09-28,1141
2018-09-29,1105
2018-09-30,1089
2018-10-01,1124
2018-10-02,1170
2018-10-03,1206
2018-10-04,1237
2018-10-05,1209
2018-10-06,1197
2018-10-07,1204
2018-10-08,1190
2018-10-09,1177
2018-10-10,1161
2018-10-11,1111
2018-10-12,1114
2018-10-13,1112
2018-10-14,1128
2018-10-15,1113
2018-10-16,1106
2018-10-17,1111
2018-10-18,1139
2018-10-19,1118
2018-10-20,1126
2018-10-21,1156
2018-10-22,1172
2018-10-23,1153
2018-10-24,1148
2018-10-25,1125
2018-10-26,1121
2018-10-27,1131
2018-10-28,1135
2018-10-29,1140
2018-10-30,1142
2018-10-31,1148
2018-11-01,1126
2018-11-03,1098
2018-11-04,1097
2018-11-05,1115
2018-11-06,1129
2018-11-07,1135
2018-11-08,1124
2018-11-09,1088
2018-11-10,1087
2018-11-11,1068
2018-11-12,1084
2018-11-13,1077
2018-11-14,1078
2018-11-15,1061
2018-11-16,1072
2018-11-17,1088
2018-11-18,1073
2018-11-19,1083
2018-11-20,1073
2018-11-21,1036
2018-11-22,1053
2018-11-23,1027
2018-11-24,992
2018-11-25,986
2018-11-26,995
2018-11-27,965
2018-11-28,938
2018-11-29,955
2018-12-01,942
2018-12-02,956
2018-12-03,953
2018-12-04,965
2018-12-05,967
2018-12-07,951
2018-12-09,953
2018-12-10,980
2018-12-11,1014
2018-12-12,1021
2018-12-13,1024
2018-12-14,1041
2018-12-15,1035
2018-12-16,1012
2018-12-17,993
2018-12-18,976
2018-12-19,950
2018-12-20,934
2018-12-21,935
2018-12-22,929
2018-12-23,929
2018-12-24,929
2018-12-25,937
2018-12-26,934
2018-12-27,930
2018-12-28,926
2018-12-29,926
2018-12-30,929
2018-12-31,927
2019-01-01,927
2019-01-02,926
2019-01-03,931
2019-01-04,939
2019-01-05,955
2019-01-06,957
2019-01-08,949
2019-01-10,952
2019-01-11,954
2019-01-12,956
2019-01-13,956
2019-01-14,943
2019-01-15,925
2019-01-16,923
2019-01-17,929
2019-01-18,937
2019-01-19,945
2019-01-20,950
2019-01-21,951
2019-01-22,955
2019-01-23,959
2019-01-24,965
2019-01-25,970
2019-01-26,969
2019-01-27,971
2019-01-28,972
2019-01-29,972
2019-01-30,977
2019-01-31,976
2019-02-01,977
2019-02-02,978
2019-02-03,982
2019-02-04,982
2019-02-05,990
2019-02-06,985
2019-02-07,985
2019-02-08,986
2019-02-09,988
2019-02-10,986
2019-02-11,990
2019-02-12,995
2019-02-13,992
2019-02-14,978
2019-02-15,970
2019-02-16,968
2019-02-17,969
2019-02-18,972
2019-02-19,984
2019-02-20,1002
2019-02-21,1013
2019-02-22,1018
2019-02-23,1053
2019-02-24,1067
2019-02-25,1042
2019-02-26,990
2019-02-27,985
2019-02-28,990
2019-03-01,1015
2019-03-02,1036
2019-03-03,1035
2019-03-04,1010
2019-03-05,983
2019-03-06,1004
2019-03-07,1042
2019-03-08,1055
2019-03-09,1026
2019-03-10,1005
2019-03-11,982
2019-03-12,968
2019-03-13,964
2019-03-14,973
2019-03-15,990
2019-03-16,995
2019-03-17,995
2019-03-18,1007
2019-03-19,1011
2019-03-20,984
2019-03-21,974
2019-03-22,968
2019-03-23,979
2019-03-24,975
2019-03-25,984
2019-03-26,1002
2019-03-27,1032
2019-03-28,989
2019-03-29,980
2019-03-30,966
2019-03-31,960
2019-04-01,957
2019-04-02,953
2019-04-03,957
2019-04-04,959
2019-04-05,957
2019-04-06,960
2019-04-07,960
2019-04-08,968
2019-04-09,972
2019-04-10,972
2019-04-11,969
2019-04-12,949
2019-04-13,941
2019-04-14,943
2019-04-15,948
2019-04-16,944
2019-04-17,956
2019-04-18,961
2019-04-19,950
2019-04-20,946
2019-04-21,958
2019-04-22,968
2019-04-23,967
2019-04-24,962
2019-04-25,961
2019-04-26,952
2019-04-27,960
2019-04-28,960
2019-04-29,965
2019-04-30,961
2019-05-01,952
2019-05-02,949
2019-05-03,954
2019-05-04,949
2019-05-05,947
2019-05-06,949
2019-05-07,968
2019-05-08,963
2019-05-09,972
2019-05-10,993
2019-05-11,1002
2019-05-12,996
2019-05-13,980
2019-05-14,975
2019-05-15,956
2019-05-16,960
2019-05-17,955
2019-05-18,960
2019-05-19,964
2019-05-20,977
2019-05-21,967
2019-05-22,967
2019-05-23,988
2019-05-24,970
2019-05-25,952
2019-05-26,963
2019-05-27,970
2019-05-28,993
2019-05-29,1012
2019-05-30,1035
2019-05-31,1030
2019-06-01,1001
2019-06-02,990
2019-06-03,976
2019-06-04,970
2019-06-05,975
2019-06-06,977
2019-06-07,977
2019-06-08,967
2019-06-09,976
2019-06-10,975
2019-06-11,962
2019-06-12,968
2019-06-13,953
2019-06-14,965
2019-06-15,942
2019-06-16,944
2019-06-17,962
2019-06-18,967
2019-06-19,967
2019-06-20,975
2019-06-21,977
2019-06-22,986
2019-06-23,962
2019-06-24,955
2019-06-25,967
2019-06-26,973
2019-06-27,964
2019-06-28,963
2019-06-29,958
2019-06-30,949
2019-07-01,968
2019-07-02,963
2019-07-03,958
2019-07-04,977
2019-07-05,991
2019-07-06,1030
2019-07-07,1065
2019-07-08,1017
2019-07-09,994
2019-07-10,1007
2019-07-11,1016
2019-07-12,1001
2019-07-13,989
2019-07-14,971
2019-07-15,971
2019-07-16,966
2019-07-17,974
2019-07-18,988
2019-07-19,994
2019-07-20,991
2019-07-21,982
2019-07-22,970
2019-07-23,958
2019-07-24,949
2019-07-25,944
2019-07-26,930
2019-07-27,916
2019-07-28,942
2019-07-29,964
2019-07-30,985
2019-07-31,958
2019-08-01,931
2019-08-02,933
2019-08-03,942
2019-08-04,943
2019-08-05,943
2019-08-06,945
2019-08-07,942
2019-08-08,937
2019-08-09,935
2019-08-10,952
2019-08-11,947
2019-08-12,977
2019-08-13,971
2019-08-14,959
2019-08-15,988
2019-08-16,980
2019-08-17,960
2019-08-18,934
2019-08-19,948
2019-08-20,947
2019-08-21,938
2019-08-22,938
2019-08-23,940
2019-08-24,949
2019-08-24,949
2019-08-25,951
2019-08-25,951
2019-08-26,975
2019-08-27,973
2019-08-27,973
2019-08-28,968
2019-08-29,959
2019-08-30,958
2019-08-31,961
2019-09-01,944
2019-09-02,954
2019-09-03,956
2019-09-04,958
2019-09-05,962
2019-09-06,954
2019-09-07,958
2019-09-08,955
2019-09-09,960
2019-09-10,983
2019-09-11,983
2019-09-12,978
2019-09-13,961
2019-09-14,959
2019-09-15,978
2019-09-16,968
2019-09-17,990
2019-09-18,995
2019-09-19,1000
2019-09-20,986
2019-09-21,975
2019-09-22,988
2019-09-23,995
2019-09-24,984
2019-09-25,988
2019-09-26,966
2019-09-27,962
2019-09-28,939
2019-09-29,938
2019-09-30,954
2019-10-01,971
2019-10-02,999
2019-10-03,1025
2019-10-04,1030
2019-10-05,1055
2019-10-06,1012
2019-10-07,970
2019-10-08,941
2019-10-09,932
2019-10-10,927
2019-10-11,928
2019-10-12,936
2019-10-13,939
2019-10-14,943
2019-10-15,943
2019-10-16,937
2019-10-17,959
2019-10-18,964
2019-10-19,949
2019-10-20,950
2019-10-21,966
2019-10-22,967
2019-10-23,956
2019-10-24,956
2019-10-25,952
2019-10-26,951
2019-10-27,976
2019-10-28,984
2019-10-29,985
2019-10-30,988
2019-10-31,980
2019-11-01,948
2019-11-02,943
2019-11-03,955
2019-11-04,972
2019-11-05,971
2019-11-06,959
2019-11-07,959
2019-11-08,957
2019-11-09,946
2019-11-10,944
2019-11-11,951
2019-11-12,951
2019-11-13,958
2019-11-14,958
2019-11-15,955
2019-11-16,943
2019-11-17,941
2019-11-18,950
2019-11-19,961
2019-11-20,958
2019-11-21,960
2019-11-22,960
2019-11-23,963
2019-11-24,957
2019-11-25,969
2019-11-26,959
2019-11-27,968
2019-11-28,990
2019-11-29,994
2019-11-30,994
2019-12-01,968
2019-12-02,951
2019-12-03,952
2019-12-04,955
2019-12-05,956
2019-12-06,962
2019-12-07,968
2019-12-08,970
2019-12-09,1003
2019-12-10,1013
2019-12-11,982
2019-12-12,965
2019-12-13,939
2019-12-14,945
2019-12-15,958
2019-12-16,968
2019-12-17,986
2019-12-18,1001
2019-12-19,993
2019-12-20,984
2019-12-21,987
2019-12-22,988
2019-12-23,988
2019-12-24,991
2019-12-25,991
2019-12-26,985
2019-12-27,991
2019-12-28,967
2019-12-29,976
2019-12-30,992
2019-12-31,990
2020-01-01,991
2020-01-02,993
2020-01-03,983
2020-01-04,1002
2020-01-05,993
2020-01-06,1021
2020-01-07,1014
2020-01-08,985
2020-01-09,989
2020-01-10,993
2020-01-11,983
2020-01-12,982
2020-01-13,981
2020-01-14,978
2020-01-15,966
2020-01-16,947
2020-01-17,942
2020-01-18,942
2020-01-19,946
2020-01-20,935
2020-01-21,943
2020-01-22,939
2020-01-23,952
2020-01-24,951
2020-01-25,940
2020-01-26,934
2020-01-27,948
2020-01-28,969
2020-01-29,978
2020-01-30,1006
2020-01-31,981
2020-02-01,948
2020-02-02,922
2020-02-03,935
2020-02-04,940
2020-02-05,941
2020-02-06,932
2020-02-07,909
2020-02-08,898
2020-02-09,887
2020-02-10,909
2020-02-11,917
2020-02-12,917
2020-02-13,928
2020-02-14,964
2020-02-15,975
2020-02-16,939
2020-02-17,922
2020-02-18,924
2020-02-19,917
2020-02-20,911
2020-02-21,902
2020-02-22,901
2020-02-23,903
2020-02-24,923
2020-02-25,929
2020-02-26,938
2020-02-27,949
2020-02-28,923
2020-02-29,904
2020-03-01,914
2020-03-02,928
2020-03-03,933
2020-03-04,936
2020-03-05,956
2020-03-06,944
2020-03-07,937
2020-03-08,928
2020-03-09,930
2020-03-10,944
2020-03-11,939
2020-03-12,945
2020-03-13,929
2020-03-14,927
2020-03-15,940
2020-03-16,967
2020-03-17,947
2020-03-18,938
2020-03-19,949
2020-03-20,941
2020-03-21,928
2020-03-22,926
2020-03-23,950
2020-03-24,957
2020-03-25,945
2020-03-26,952
2020-03-27,942
2020-03-28,941
2020-03-29,948
2020-03-30,927
2020-03-31,901
2020-04-01,911
2020-04-02,914
2020-04-03,899
2020-04-04,894
2020-04-05,887
2020-04-06,896
2020-04-07,914
2020-04-08,938
2020-04-09,935
2020-04-10,918
2020-04-11,902
2020-04-12,911
2020-04-13,900
2020-04-14,900
2020-04-15,912
2020-04-16,911
2020-04-17,922
2020-04-18,918
2020-04-19,928
2020-04-20,944
2020-04-21,954
2020-04-22,959
2020-04-23,944
2020-04-24,930
2020-04-25,931
2020-04-26,940
2020-04-27,954
2020-04-28,940
2020-04-29,931
2020-04-30,923
2020-05-01,923
2020-05-02,930
2020-05-03,939
2020-05-04,935
2020-05-05,936
2020-05-06,943
2020-05-07,951
2020-05-08,948
2020-05-09,955
2020-05-10,966
2020-05-11,963
2020-05-12,953
2020-05-13,947
