date_obj,Greenman's%20ale%20(flatpack) price
2018-01-09,4144
2018-01-10,4144
2018-01-11,4144
2018-01-12,4144
2018-01-13,4144
2018-01-14,4144
2018-01-15,4144
2018-01-16,4144
2018-01-17,4144
2018-01-18,4144
2018-01-19,4144
2018-01-20,4321
2018-01-21,4321
2018-01-22,4321
2018-01-23,4321
2018-01-25,4321
2018-01-26,4321
2018-01-27,4321
2018-01-28,4321
2018-01-29,4321
2018-01-30,4321
2018-01-31,4321
2018-02-01,4321
2018-02-02,4321
2018-02-03,4321
2018-02-04,4321
2018-02-05,4321
2018-02-06,4321
2018-02-07,4321
2018-02-08,4321
2018-02-09,4321
2018-02-10,4321
2018-02-11,4321
2018-02-12,4321
2018-02-13,4321
2018-02-14,4321
2018-02-15,4321
2018-02-16,4321
2018-02-17,4321
2018-02-18,4321
2018-02-19,4321
2018-02-20,4321
2018-02-21,4321
2018-02-22,4321
2018-02-23,4321
2018-02-24,4321
2018-02-25,4321
2018-02-26,4321
2018-02-27,4321
2018-02-28,4321
2018-03-01,4321
2018-03-02,4321
2018-03-03,4321
2018-03-04,4321
2018-03-05,4321
2018-03-06,4321
2018-03-07,4321
2018-03-08,4515
2018-03-09,4515
2018-03-10,4515
2018-03-11,4515
2018-03-12,4515
2018-03-13,4515
2018-03-14,4515
2018-03-15,4515
2018-03-16,4515
2018-03-17,4515
2018-03-18,4515
2018-03-19,4515
2018-03-20,4515
2018-03-21,4515
2018-03-23,4515
2018-03-24,4515
2018-03-25,4515
2018-03-26,4515
2018-03-27,4515
2018-03-28,4515
2018-03-29,4515
2018-03-30,4515
2018-03-31,4515
2018-04-01,4515
2018-04-02,4515
2018-04-03,4515
2018-04-04,4515
2018-04-05,4515
2018-04-06,4515
2018-04-07,4515
2018-04-08,4515
2018-04-09,4515
2018-04-10,4515
2018-04-11,4515
2018-04-12,4515
2018-04-13,4515
2018-04-14,4515
2018-04-15,4515
2018-04-16,4515
2018-04-17,4515
2018-04-18,4515
2018-04-19,4515
2018-04-20,4515
2018-04-21,4515
2018-04-22,4515
2018-04-23,4515
2018-04-24,4515
2018-04-25,4515
2018-04-26,4515
2018-04-27,4515
2018-04-28,4515
2018-04-29,4515
2018-04-30,4515
2018-05-01,4515
2018-05-03,4515
2018-05-04,4515
2018-05-05,4515
2018-05-06,4515
2018-05-07,4515
2018-05-08,4515
2018-05-09,4515
2018-05-10,4689
2018-05-11,4689
2018-05-12,4689
2018-05-13,4689
2018-05-14,4689
2018-05-15,4689
2018-05-16,4689
2018-05-17,4689
2018-05-18,4689
2018-05-19,4689
2018-05-20,4689
2018-05-21,4689
2018-05-22,4689
2018-05-23,4689
2018-05-24,4689
2018-05-25,4689
2018-05-26,4689
2018-05-27,4689
2018-05-28,4689
2018-05-29,4689
2018-05-30,4689
2018-05-31,4689
2018-06-01,4689
2018-06-02,4689
2018-06-03,4689
2018-06-04,4689
2018-06-05,4689
2018-06-06,4689
2018-06-07,4689
2018-06-08,4689
2018-06-09,4689
2018-06-10,4689
2018-06-11,4689
2018-06-12,4689
2018-06-13,4689
2018-06-14,4689
2018-06-15,4689
2018-06-16,4689
2018-06-17,4689
2018-06-18,4689
2018-06-19,4689
2018-06-20,4689
2018-06-21,4689
2018-06-22,4689
2018-06-23,4689
2018-06-24,4689
2018-06-25,4689
2018-06-26,4689
2018-06-27,4689
2018-06-28,4689
2018-06-29,4689
2018-06-30,4689
2018-07-01,4689
2018-07-02,4689
2018-07-03,4689
2018-07-04,4689
2018-07-05,4689
2018-07-06,4689
2018-07-07,4689
2018-07-08,4689
2018-07-09,4689
2018-07-10,4689
2018-07-11,4689
2018-07-12,4689
2018-07-13,4689
2018-07-14,4689
2018-07-15,4689
2018-07-16,4689
2018-07-17,4689
2018-07-18,4689
2018-07-19,4689
2018-07-20,4689
2018-07-21,4689
2018-07-22,4689
2018-07-23,4689
2018-07-24,4689
2018-07-25,4689
2018-07-26,4689
2018-07-27,4689
2018-07-28,4689
2018-07-29,4689
2018-07-30,4689
2018-07-31,4689
2018-08-01,4689
2018-08-02,4689
2018-08-03,4689
2018-08-04,4689
2018-08-05,4689
2018-08-06,4689
2018-08-07,4689
2018-08-08,4689
2018-08-09,4689
2018-08-10,4689
2018-08-11,4689
2018-08-12,4689
2018-08-14,4689
2018-08-16,4689
2018-08-17,4689
2018-08-18,4689
2018-08-19,4689
2018-08-20,4689
2018-08-21,4689
2018-08-22,4689
2018-08-23,4689
2018-08-24,4689
2018-08-25,4689
2018-08-26,4689
2018-08-27,4689
2018-08-28,4689
2018-08-29,4911
2018-08-30,4911
2018-08-31,4911
2018-09-01,4911
2018-09-02,4911
2018-09-03,4911
2018-09-04,4911
2018-09-05,4911
2018-09-06,4911
2018-09-07,4911
2018-09-08,4911
2018-09-09,4911
2018-09-10,4911
2018-09-11,4911
2018-09-12,4911
2018-09-13,4911
2018-09-14,4911
2018-09-15,4911
2018-09-16,4911
2018-09-17,4911
2018-09-18,4911
2018-09-19,4911
2018-09-20,4911
2018-09-21,4911
2018-09-22,4911
2018-09-23,4911
2018-09-24,4911
2018-09-25,4911
2018-09-26,4911
2018-09-27,4911
2018-09-28,4911
2018-09-29,4911
2018-09-30,4911
2018-10-02,4911
2018-10-03,4911
2018-10-04,4911
2018-10-05,4911
2018-10-06,4911
2018-10-07,4911
2018-10-08,5103
2018-10-09,5103
2018-10-10,5103
2018-10-11,5103
2018-10-12,5103
2018-10-13,5103
2018-10-14,5103
2018-10-15,5103
2018-10-16,5103
2018-10-17,5103
2018-10-18,5103
2018-10-19,5103
2018-10-20,5103
2018-10-21,5103
2018-10-22,5103
2018-10-23,5103
2018-10-24,5103
2018-10-25,5103
2018-10-26,5103
2018-10-27,5103
2018-10-28,5103
2018-10-29,5103
2018-10-30,5103
2018-10-31,5103
2018-11-01,5103
2018-11-03,5103
2018-11-04,5103
2018-11-05,5103
2018-11-06,5103
2018-11-07,5103
2018-11-08,5103
2018-11-09,5103
2018-11-10,5103
2018-11-11,5103
2018-11-12,5103
2018-11-13,5103
2018-11-14,5103
2018-11-15,5103
2018-11-16,5103
2018-11-17,5103
2018-11-18,5311
2018-11-19,5311
2018-11-20,5311
2018-11-21,5311
2018-11-22,5311
2018-11-23,5311
2018-11-24,5311
2018-11-25,5311
2018-11-26,5311
2018-11-27,5311
2018-11-28,5311
2018-11-29,5311
2018-12-01,5311
2018-12-02,5311
2018-12-03,5311
2018-12-04,5311
2018-12-05,5311
2018-12-07,5311
2018-12-09,5311
2018-12-10,5311
2018-12-11,5311
2018-12-12,5311
2018-12-13,5537
2018-12-14,5537
2018-12-15,5537
2018-12-16,5537
2018-12-17,5537
2018-12-18,5537
2018-12-19,5537
2018-12-20,5537
2018-12-21,5537
2018-12-22,5537
2018-12-23,5537
2018-12-24,5537
2018-12-25,5537
2018-12-26,5537
2018-12-27,5537
2018-12-28,5537
2018-12-29,5537
2018-12-30,5537
2018-12-31,5537
2019-01-01,5537
2019-01-02,5537
2019-01-03,5537
2019-01-04,5537
2019-01-05,5537
2019-01-06,5774
2019-01-08,5774
2019-01-10,5774
2019-01-11,5774
2019-01-12,5774
2019-01-13,5774
2019-01-14,5774
2019-01-15,5774
2019-01-16,5774
2019-01-17,5774
2019-01-18,5774
2019-01-19,5774
2019-01-20,5774
2019-01-21,5774
2019-01-22,5774
2019-01-23,5774
2019-01-24,5774
2019-01-25,5774
2019-01-26,5774
2019-01-27,5774
2019-01-28,5774
2019-01-29,5774
2019-01-30,5774
2019-01-31,5774
2019-02-01,6006
2019-02-02,6006
2019-02-03,6006
2019-02-04,6006
2019-02-05,6006
2019-02-06,6006
2019-02-07,6006
2019-02-08,6006
2019-02-09,6006
2019-02-10,6006
2019-02-11,6006
2019-02-12,6006
2019-02-13,6006
2019-02-14,6006
2019-02-15,6006
2019-02-16,6006
2019-02-17,6006
2019-02-18,6006
2019-02-19,6006
2019-02-20,6006
2019-02-21,6006
2019-02-22,6006
2019-02-23,6006
2019-02-24,6006
2019-02-25,6006
2019-02-26,6006
2019-02-27,6213
2019-02-28,6213
2019-03-01,6213
2019-03-02,6213
2019-03-03,6213
2019-03-04,6213
2019-03-05,6213
2019-03-06,6213
2019-03-07,6213
2019-03-08,6213
2019-03-09,6213
2019-03-10,6213
2019-03-11,6213
2019-03-12,6213
2019-03-13,6213
2019-03-14,6213
2019-03-15,6213
2019-03-16,6213
2019-03-17,6213
2019-03-18,6213
2019-03-19,6213
2019-03-20,6213
2019-03-21,6213
2019-03-22,6213
2019-03-23,6213
2019-03-24,6213
2019-03-25,6213
2019-03-26,6213
2019-03-27,6213
2019-03-28,6213
2019-03-29,6213
2019-03-30,6213
2019-03-31,6213
2019-04-01,6213
2019-04-02,6213
2019-04-03,6213
2019-04-04,6213
2019-04-05,6213
2019-04-06,6477
2019-04-07,6477
2019-04-08,6477
2019-04-09,6477
2019-04-10,6477
2019-04-11,6477
2019-04-12,6477
2019-04-13,6477
2019-04-14,6477
2019-04-15,6477
2019-04-16,6477
2019-04-17,6477
2019-04-18,6477
2019-04-19,6477
2019-04-20,6477
2019-04-21,6477
2019-04-22,6477
2019-04-23,6477
2019-04-24,6477
2019-04-25,6477
2019-04-26,6477
2019-04-27,6477
2019-04-28,6477
2019-04-29,6477
2019-04-30,6477
2019-05-01,6477
2019-05-02,6477
2019-05-03,6477
2019-05-04,6477
2019-05-05,6477
2019-05-06,6477
2019-05-07,6477
2019-05-08,6477
2019-05-09,6477
2019-05-10,6477
2019-05-11,6477
2019-05-12,6477
2019-05-13,6789
2019-05-14,6789
2019-05-15,6789
2019-05-16,6789
2019-05-17,6789
2019-05-18,6789
2019-05-19,6789
2019-05-20,6789
2019-05-21,6789
2019-05-22,6789
2019-05-23,6789
2019-05-24,6789
2019-05-25,6789
2019-05-26,6789
2019-05-27,6789
2019-05-28,6789
2019-05-29,6789
2019-05-30,6789
2019-05-31,6789
2019-06-01,6789
2019-06-02,6789
2019-06-03,6789
2019-06-04,6789
2019-06-05,6789
2019-06-06,6789
2019-06-07,6789
2019-06-08,6789
2019-06-09,6789
2019-06-10,6789
2019-06-11,6789
2019-06-12,6789
2019-06-13,6789
2019-06-14,6789
2019-06-15,6789
2019-06-16,6789
2019-06-17,6789
2019-06-18,6789
2019-06-19,6789
2019-06-20,6789
2019-06-21,6789
2019-06-22,6789
2019-06-23,6789
2019-06-24,6789
2019-06-25,6789
2019-06-26,6789
2019-06-27,6789
2019-06-28,6789
2019-06-29,6789
2019-06-30,6789
2019-07-01,6789
2019-07-02,7085
2019-07-03,7085
2019-07-04,7085
2019-07-05,7085
2019-07-06,7085
2019-07-07,7085
2019-07-08,7085
2019-07-09,7085
2019-07-10,7085
2019-07-11,7085
2019-07-12,7085
2019-07-13,7085
2019-07-14,7085
2019-07-15,7085
2019-07-16,7085
2019-07-17,7085
2019-07-18,7085
2019-07-19,7085
2019-07-20,7085
2019-07-21,7085
2019-07-22,7085
2019-07-23,7085
2019-07-24,7085
2019-07-25,7085
2019-07-26,7085
2019-07-27,7085
2019-07-28,7085
2019-07-29,7085
2019-07-30,7085
2019-07-31,7085
2019-08-01,7085
2019-08-02,7085
2019-08-03,7085
2019-08-04,7085
2019-08-05,7085
2019-08-06,7085
2019-08-07,7085
2019-08-08,7085
2019-08-09,7085
2019-08-10,7085
2019-08-11,7085
2019-08-12,7085
2019-08-13,7085
2019-08-14,7085
2019-08-15,7085
2019-08-16,7357
2019-08-17,7357
2019-08-18,7357
2019-08-19,7357
2019-08-20,7357
2019-08-21,7357
2019-08-22,7357
2019-08-23,7357
2019-08-24,7357
2019-08-24,7357
2019-08-25,7357
2019-08-25,7357
2019-08-26,7357
2019-08-26,7357
2019-08-27,7357
2019-08-27,7357
2019-08-28,7357
2019-08-29,7357
2019-08-30,7357
2019-08-31,7357
2019-09-01,7357
2019-09-02,7357
2019-09-03,7357
2019-09-04,7357
2019-09-05,7357
2019-09-06,7357
2019-09-07,7357
2019-09-08,7357
2019-09-09,7357
2019-09-10,7357
2019-09-11,7357
2019-09-12,7357
2019-09-13,7357
2019-09-14,7357
2019-09-15,7357
2019-09-16,7357
2019-09-17,7357
2019-09-18,7357
2019-09-19,7357
2019-09-20,7357
2019-09-21,7357
2019-09-22,7357
2019-09-23,7357
2019-09-24,7357
2019-09-25,7357
2019-09-26,7357
2019-09-27,7357
2019-09-28,7357
2019-09-29,7357
2019-09-30,7357
2019-10-01,7357
2019-10-02,7357
2019-10-03,7357
2019-10-04,7357
2019-10-05,7357
2019-10-06,7357
2019-10-07,7357
2019-10-08,7357
2019-10-09,7357
2019-10-10,7357
2019-10-11,7357
2019-10-12,7357
2019-10-13,7357
2019-10-14,7357
2019-10-15,7690
2019-10-16,7690
2019-10-17,7690
2019-10-18,7690
2019-10-19,7690
2019-10-20,7690
2019-10-21,7690
2019-10-22,7690
2019-10-23,7690
2019-10-24,7690
2019-10-25,7690
2019-10-26,7690
2019-10-27,7690
2019-10-28,7690
2019-10-29,7690
2019-10-30,7690
2019-10-31,7690
2019-11-01,7690
2019-11-02,7690
2019-11-03,7690
2019-11-04,7690
2019-11-05,7690
2019-11-06,7690
2019-11-07,7690
2019-11-08,7690
2019-11-09,7690
2019-11-10,7690
2019-11-11,7690
2019-11-12,7690
2019-11-13,7690
2019-11-14,7690
2019-11-15,7690
2019-11-16,7690
2019-11-17,7690
2019-11-18,7690
2019-11-19,7690
2019-11-20,7690
2019-11-21,7690
2019-11-22,7690
2019-11-23,7690
2019-11-24,7690
2019-11-25,7690
2019-11-26,7690
2019-11-27,7690
2019-11-28,7690
2019-11-29,7690
2019-11-30,7690
2019-12-01,7690
2019-12-02,7690
2019-12-03,7690
2019-12-04,7690
2019-12-05,7690
2019-12-06,7690
2019-12-07,7690
2019-12-08,7690
2019-12-09,7690
2019-12-10,7690
2019-12-11,7690
2019-12-12,7690
2019-12-13,7690
2019-12-14,7690
2019-12-15,7690
2019-12-16,7690
2019-12-17,7690
2019-12-18,7502
2019-12-19,7502
2019-12-20,7502
2019-12-21,7502
2019-12-22,7502
2019-12-23,7502
2019-12-24,7502
2019-12-25,7502
2019-12-26,7502
2019-12-27,7502
2019-12-28,7502
2019-12-29,7502
2019-12-30,7502
2019-12-31,7502
2020-01-01,7502
2020-01-02,7502
2020-01-03,7502
2020-01-04,7502
2020-01-05,7502
2020-01-06,7502
2020-01-07,7502
2020-01-08,7502
2020-01-09,7502
2020-01-10,7502
2020-01-11,7502
2020-01-12,7502
2020-01-13,7502
2020-01-14,7502
2020-01-15,7502
2020-01-16,7502
2020-01-17,7502
2020-01-18,7502
2020-01-19,7502
2020-01-20,7502
2020-01-21,7502
2020-01-22,7502
2020-01-23,7502
2020-01-24,7502
2020-01-25,7502
2020-01-26,7502
2020-01-27,7502
2020-01-28,7502
2020-01-29,7502
2020-01-30,7502
2020-01-31,7502
2020-02-01,7502
2020-02-02,7523
2020-02-03,7523
2020-02-04,7523
2020-02-05,7523
2020-02-06,7523
2020-02-07,7523
2020-02-08,7523
2020-02-09,7523
2020-02-10,7523
2020-02-11,7523
2020-02-12,7523
2020-02-13,7523
2020-02-14,7523
2020-02-15,7523
2020-02-16,7523
2020-02-17,7523
2020-02-18,7523
2020-02-19,7523
2020-02-20,7523
2020-02-21,7523
2020-02-22,7523
2020-02-23,7523
2020-02-24,7523
2020-02-25,7523
2020-02-26,7523
2020-02-27,7523
2020-02-28,7523
2020-02-29,7523
2020-03-01,7523
2020-03-02,7523
2020-03-03,7523
2020-03-04,7523
2020-03-05,7523
2020-03-06,7523
2020-03-07,7523
2020-03-08,7523
2020-03-09,7523
2020-03-10,7523
2020-03-11,7523
2020-03-12,7523
2020-03-13,7523
2020-03-14,7523
2020-03-15,7523
2020-03-16,7523
2020-03-17,7523
2020-03-18,7523
2020-03-19,7523
2020-03-20,7523
2020-03-21,7523
2020-03-22,7523
2020-03-23,7523
2020-03-24,7862
2020-03-25,7862
2020-03-26,7862
2020-03-27,7862
2020-03-28,7862
2020-03-29,7862
2020-03-30,7862
2020-03-31,7862
2020-04-01,7862
2020-04-02,7862
2020-04-03,7862
2020-04-04,7862
2020-04-05,7862
2020-04-06,7862
2020-04-07,7862
2020-04-08,7862
2020-04-09,7862
2020-04-10,7862
2020-04-11,7862
2020-04-12,7862
2020-04-13,7862
2020-04-14,7862
2020-04-15,7862
2020-04-16,7862
2020-04-17,7862
2020-04-18,7862
2020-04-19,7978
2020-04-20,7978
2020-04-21,7978
2020-04-22,7978
2020-04-23,7978
2020-04-24,7978
2020-04-25,7978
2020-04-26,7978
2020-04-27,7978
2020-04-28,7978
2020-04-29,7978
2020-04-30,7978
2020-05-01,7978
2020-05-02,7978
2020-05-03,7978
2020-05-04,7978
2020-05-05,7978
2020-05-06,7978
2020-05-07,8341
2020-05-08,8341
2020-05-09,8341
2020-05-10,8341
2020-05-11,8341
2020-05-12,8341
2020-05-13,8341
