date_obj,Gold%20ring price
2019-08-26,130
2019-08-26,130
2019-08-27,132
2019-08-27,132
2019-08-28,134
2019-08-29,137
2019-08-30,136
2019-08-31,135
2019-09-01,132
2019-09-02,131
2019-09-03,130
2019-09-04,128
2019-09-05,132
2019-09-06,138
2019-09-07,141
2019-09-08,141
2019-09-09,134
2019-09-10,132
2019-09-11,135
2019-09-12,135
2019-09-13,129
2019-09-14,125
2019-09-15,121
2019-09-16,121
2019-09-17,122
2019-09-18,125
2019-09-19,124
2019-09-20,120
2019-09-21,117
2019-09-22,115
2019-09-23,118
2019-09-24,120
2019-09-25,123
2019-09-26,124
2019-09-27,120
2019-09-28,118
2019-09-29,118
2019-09-30,116
2019-10-01,113
2019-10-02,113
2019-10-03,114
2019-10-04,117
2019-10-05,114
2019-10-06,114
2019-10-07,116
2019-10-08,120
2019-10-09,120
2019-10-10,120
2019-10-11,121
2019-10-12,120
2019-10-13,116
2019-10-14,116
2019-10-15,116
2019-10-16,117
2019-10-17,118
2019-10-18,117
2019-10-19,116
2019-10-20,115
2019-10-21,113
2019-10-22,112
2019-10-23,109
2019-10-24,105
2019-10-25,106
2019-10-26,104
2019-10-27,103
2019-10-28,105
2019-10-29,104
2019-10-30,104
2019-10-31,104
2019-11-01,104
2019-11-02,103
2019-11-03,101
2019-11-04,101
2019-11-05,97
2019-11-06,100
2019-11-07,103
2019-11-08,103
2019-11-09,103
2019-11-10,103
2019-11-11,106
2019-11-12,108
2019-11-13,110
2019-11-14,116
2019-11-15,118
2019-11-16,119
2019-11-17,116
2019-11-18,117
2019-11-19,117
2019-11-20,121
2019-11-21,126
2019-11-22,125
2019-11-23,127
2019-11-24,126
2019-11-25,129
2019-11-26,130
2019-11-27,132
2019-11-28,134
2019-11-29,138
2019-11-30,138
2019-12-01,140
2019-12-02,140
2019-12-03,141
2019-12-04,141
2019-12-05,139
2019-12-06,138
2019-12-07,135
2019-12-08,134
2019-12-09,133
2019-12-10,131
2019-12-11,128
2019-12-12,124
2019-12-13,120
2019-12-14,118
2019-12-15,115
2019-12-16,117
2019-12-17,120
2019-12-18,120
2019-12-19,116
2019-12-20,112
2019-12-21,112
2019-12-22,113
2019-12-23,112
2019-12-24,114
2019-12-25,114
2019-12-26,113
2019-12-27,112
2019-12-28,112
2019-12-29,115
2019-12-30,115
2019-12-31,112
2020-01-01,109
2020-01-02,107
2020-01-03,108
2020-01-04,107
2020-01-05,106
2020-01-06,106
2020-01-07,106
2020-01-08,107
2020-01-09,108
2020-01-10,108
2020-01-11,109
2020-01-12,110
2020-01-13,108
2020-01-14,108
2020-01-15,107
2020-01-16,107
2020-01-17,106
2020-01-18,106
2020-01-19,106
2020-01-20,106
2020-01-21,106
2020-01-22,106
2020-01-23,107
2020-01-24,109
2020-01-25,110
2020-01-26,108
2020-01-27,106
2020-01-28,107
2020-01-29,107
2020-01-30,107
2020-01-31,104
2020-02-01,101
2020-02-02,98
2020-02-03,96
2020-02-04,94
2020-02-05,92
2020-02-06,91
2020-02-07,89
2020-02-08,89
2020-02-09,90
2020-02-10,90
2020-02-11,91
2020-02-12,92
2020-02-13,91
2020-02-14,91
2020-02-15,91
2020-02-16,90
2020-02-17,89
2020-02-18,89
2020-02-19,89
2020-02-20,91
2020-02-21,96
2020-02-22,95
2020-02-23,93
2020-02-24,90
2020-02-25,89
2020-02-26,88
2020-02-27,92
2020-02-28,96
2020-02-29,99
2020-03-01,99
2020-03-02,98
2020-03-03,97
2020-03-04,95
2020-03-05,93
2020-03-06,92
2020-03-07,92
2020-03-08,92
2020-03-09,92
2020-03-10,91
2020-03-11,94
2020-03-12,91
2020-03-13,93
2020-03-14,90
2020-03-15,91
2020-03-16,90
2020-03-17,91
2020-03-18,88
2020-03-19,88
2020-03-20,92
2020-03-21,95
2020-03-22,99
2020-03-23,101
2020-03-24,98
2020-03-25,99
2020-03-26,98
2020-03-27,93
2020-03-28,88
2020-03-29,87
2020-03-30,83
2020-03-31,79
2020-04-01,80
2020-04-02,79
2020-04-03,82
2020-04-04,85
2020-04-05,88
2020-04-06,90
2020-04-07,93
2020-04-08,97
2020-04-09,97
2020-04-10,93
2020-04-11,95
2020-04-12,98
2020-04-13,100
2020-04-14,99
2020-04-15,97
2020-04-16,94
2020-04-17,95
2020-04-18,92
2020-04-19,92
2020-04-20,89
2020-04-21,88
2020-04-22,89
2020-04-23,89
2020-04-24,89
2020-04-25,89
2020-04-26,91
2020-04-27,93
2020-04-28,89
2020-04-29,90
2020-04-30,93
2020-05-01,93
2020-05-02,93
2020-05-03,91
2020-05-04,90
2020-05-05,92
2020-05-06,96
2020-05-07,96
2020-05-08,98
2020-05-09,99
2020-05-10,97
2020-05-11,96
2020-05-12,97
2020-05-13,98
