date_obj,Worm%20hole price
2015-03-26,400
2015-03-27,400
2015-03-28,400
2015-03-29,400
2015-03-30,400
2015-03-31,400
2015-04-01,400
2015-04-02,400
2015-04-03,400
2015-04-04,400
2015-04-05,400
2015-04-06,400
2015-04-07,400
2015-04-08,400
2015-04-09,417
2015-04-10,417
2015-04-11,417
2015-04-12,417
2015-04-13,417
2015-04-14,417
2015-04-15,417
2015-04-16,417
2015-04-17,417
2015-04-18,417
2015-04-19,417
2015-04-20,417
2015-04-21,417
2015-04-22,417
2015-04-23,417
2015-04-24,417
2015-04-25,417
2015-04-26,417
2015-04-27,417
2015-04-28,417
2015-04-29,417
2015-04-30,417
2015-05-01,417
2015-05-02,417
2015-05-03,417
2015-05-04,417
2015-05-05,417
2015-05-06,417
2015-05-07,435
2015-05-08,435
2015-05-09,435
2015-05-10,435
2015-05-11,435
2015-05-12,435
2015-05-13,435
2015-05-14,435
2015-05-15,435
2015-05-16,435
2015-05-17,435
2015-05-18,435
2015-05-19,435
2015-05-20,435
2015-05-21,435
2015-05-22,435
2015-05-23,435
2015-05-24,435
2015-05-25,435
2015-05-26,435
2015-05-27,435
2015-05-28,435
2015-05-29,435
2015-05-30,435
2015-05-31,435
2015-06-01,435
2015-06-02,435
2015-06-03,435
2015-06-04,435
2015-06-05,435
2015-06-06,435
2015-06-07,435
2015-06-08,435
2015-06-09,435
2015-06-10,435
2015-06-11,435
2015-06-12,435
2015-06-13,435
2015-06-14,435
2015-06-15,435
2015-06-16,456
2015-06-17,456
2015-06-18,456
2015-06-19,456
2015-06-20,456
2015-06-21,456
2015-06-22,456
2015-06-23,456
2015-06-24,456
2015-06-25,456
2015-06-26,456
2015-06-27,456
2015-06-28,456
2015-06-29,456
2015-06-30,456
2015-07-01,456
2015-07-02,456
2015-07-03,456
2015-07-04,456
2015-07-05,456
2015-07-06,456
2015-07-07,456
2015-07-08,456
2015-07-09,456
2015-07-10,456
2015-07-11,456
2015-07-12,456
2015-07-13,456
2015-07-14,456
2015-07-15,456
2015-07-16,456
2015-07-17,456
2015-07-18,456
2015-07-19,456
2015-07-20,456
2015-07-21,456
2015-07-22,456
2015-07-23,456
2015-07-24,456
2015-07-25,456
2015-07-26,456
2015-07-27,456
2015-07-28,456
2015-07-29,456
2015-07-30,456
2015-07-31,456
2015-08-01,456
2015-08-02,456
2015-08-03,456
2015-08-04,456
2015-08-05,456
2015-08-06,456
2015-08-07,456
2015-08-08,456
2015-08-09,456
2015-08-10,456
2015-08-11,456
2015-08-12,456
2015-08-13,456
2015-08-14,456
2015-08-15,456
2015-08-16,456
2015-08-17,477
2015-08-18,477
2015-08-19,477
2015-08-20,477
2015-08-21,477
2015-08-22,477
2015-08-23,477
2015-08-24,477
2015-08-25,477
2015-08-26,477
2015-08-27,477
2015-08-28,477
2015-08-29,477
2015-08-30,477
2015-08-31,477
2015-09-01,477
2015-09-02,477
2015-09-03,477
2015-09-04,477
2015-09-05,477
2015-09-06,477
2015-09-07,477
2015-09-08,477
2015-09-09,477
2015-09-10,477
2015-09-11,477
2015-09-12,477
2015-09-13,477
2015-09-14,477
2015-09-15,477
2015-09-16,477
2015-09-17,477
2015-09-18,477
2015-09-19,477
2015-09-20,477
2015-09-21,477
2015-09-22,477
2015-09-23,477
2015-09-24,477
2015-09-25,477
2015-09-27,477
2015-09-28,477
2015-09-29,477
2015-09-30,477
2015-10-05,477
2015-10-06,477
2015-10-07,477
2015-10-08,477
2015-10-09,477
2015-10-10,477
2015-10-11,477
2015-10-12,500
2015-10-13,500
2015-10-14,500
2015-10-15,500
2015-10-16,500
2015-10-17,500
2015-10-18,500
2015-10-19,500
2015-10-20,500
2015-10-22,500
2015-10-23,500
2015-10-24,500
2015-10-25,500
2015-10-26,500
2015-10-27,500
2015-10-29,500
2015-10-30,500
2015-10-31,500
2015-11-01,500
2015-11-02,500
2015-11-03,500
2015-11-05,500
2015-11-06,500
2015-11-07,500
2015-11-08,500
2015-11-09,500
2015-11-10,500
2015-11-11,500
2015-11-12,500
2015-11-13,500
2015-11-14,500
2015-11-15,500
2015-11-16,500
2015-11-17,500
2015-11-18,500
2015-11-19,500
2015-11-20,500
2015-11-21,500
2015-11-22,500
2015-11-23,500
2015-11-24,500
2015-11-25,500
2015-11-26,500
2015-11-27,500
2015-11-28,500
2015-11-29,500
2015-11-30,500
2015-12-01,500
2015-12-02,500
2015-12-03,500
2015-12-04,500
2015-12-05,500
2015-12-06,500
2015-12-07,500
2015-12-08,500
2015-12-09,500
2015-12-10,500
2015-12-11,500
2015-12-13,500
2015-12-14,500
2015-12-15,500
2015-12-16,500
2015-12-17,500
2015-12-18,521
2015-12-19,521
2015-12-20,521
2015-12-21,521
2015-12-22,521
2015-12-23,521
2015-12-24,521
2015-12-25,521
2015-12-26,521
2015-12-27,521
2015-12-28,521
2015-12-29,521
2015-12-30,521
2015-12-31,521
2016-01-01,521
2016-01-02,521
2016-01-03,521
2016-01-04,521
2016-01-05,521
2016-01-06,521
2016-01-07,521
2016-01-08,521
2016-01-09,521
2016-01-10,521
2016-01-11,521
2016-01-12,521
2016-01-13,521
2016-01-14,521
2016-01-15,521
2016-01-16,521
2016-01-17,521
2016-01-18,521
2016-01-19,521
2016-01-20,521
2016-01-21,521
2016-01-22,547
2016-01-23,547
2016-01-24,547
2016-01-25,547
2016-01-26,547
2016-01-27,547
2016-01-28,547
2016-01-29,547
2016-01-30,547
2016-01-31,547
2016-02-01,547
2016-02-02,547
2016-02-03,547
2016-02-04,547
2016-02-05,547
2016-02-06,547
2016-02-07,547
2016-02-08,547
2016-02-09,547
2016-02-10,547
2016-02-11,547
2016-02-12,547
2016-02-13,547
2016-02-14,547
2016-02-15,547
2016-02-16,547
2016-02-17,547
2016-02-18,547
2016-02-19,547
2016-02-20,547
2016-02-21,547
2016-02-22,547
2016-02-23,547
2016-02-24,547
2016-02-25,547
2016-02-26,547
2016-02-27,547
2016-02-28,547
2016-02-29,547
2016-03-01,547
2016-03-02,547
2016-03-03,547
2016-03-04,547
2016-03-05,547
2016-03-06,547
2016-03-07,547
2016-03-08,561
2016-03-09,561
2016-03-10,561
2016-03-11,561
2016-03-12,561
2016-03-13,561
2016-03-14,561
2016-03-15,561
2016-03-16,561
2016-03-17,561
2016-03-18,561
2016-03-19,561
2016-03-20,561
2016-03-21,561
2016-03-22,561
2016-03-23,561
2016-03-24,561
2016-03-25,561
2016-03-26,561
2016-03-27,561
2016-03-28,561
2016-03-29,561
2016-03-30,561
2016-03-31,561
2016-04-01,561
2016-04-02,561
2016-04-03,561
2016-04-04,561
2016-04-05,561
2016-04-06,561
2016-04-07,561
2016-04-08,561
2016-04-09,561
2016-04-10,567
2016-04-11,567
2016-04-12,567
2016-04-13,567
2016-04-14,567
2016-04-15,567
2016-04-16,567
2016-04-17,567
2016-04-18,567
2016-04-19,567
2016-04-20,567
2016-04-21,567
2016-04-22,567
2016-04-23,567
2016-04-24,567
2016-04-25,567
2016-04-26,567
2016-04-27,567
2016-04-28,567
2016-04-29,567
2016-04-30,567
2016-05-01,567
2016-05-02,567
2016-05-03,567
2016-05-04,567
2016-05-05,567
2016-05-06,567
2016-05-07,567
2016-05-08,567
2016-05-09,567
2016-05-10,567
2016-05-11,567
2016-05-12,567
2016-05-13,581
2016-05-14,581
2016-05-15,581
2016-05-16,581
2016-05-17,581
2016-05-18,581
2016-05-19,581
2016-05-22,581
2016-05-23,581
2016-05-24,581
2016-05-25,581
2016-05-26,581
2016-05-27,581
2016-05-28,581
2016-05-29,581
2016-05-30,581
2016-05-31,581
2016-06-01,581
2016-06-02,581
2016-06-03,581
2016-06-04,581
2016-06-05,581
2016-06-06,581
2016-06-07,581
2016-06-08,581
2016-06-09,581
2016-06-10,605
2016-06-11,605
2016-06-12,605
2016-06-13,605
2016-06-14,605
2016-06-15,605
2016-06-16,605
2016-06-17,605
2016-06-18,605
2016-06-19,605
2016-06-20,605
2016-06-21,605
2016-06-22,605
2016-06-23,605
2016-06-24,605
2016-06-25,605
2016-06-26,605
2016-06-27,605
2016-06-28,605
2016-06-29,605
2016-06-30,605
2016-07-01,605
2016-07-02,605
2016-07-03,605
2016-07-04,605
2016-07-05,605
2016-07-06,605
2016-07-07,605
2016-07-08,605
2016-07-09,605
2016-07-10,605
2016-07-11,605
2016-07-12,605
2016-07-13,605
2016-07-14,605
2016-07-15,605
2016-07-16,605
2016-07-17,605
2016-07-18,605
2016-07-24,618
2016-07-25,618
2016-07-26,618
2016-07-27,618
2016-07-28,618
2016-07-29,618
2016-07-30,618
2016-07-31,618
2016-08-01,618
2016-08-02,618
2016-08-03,618
2016-08-04,618
2016-08-05,618
2016-08-06,618
2016-08-07,618
2016-08-08,618
2016-08-09,618
2016-08-10,618
2016-08-11,618
2016-08-12,618
2016-08-13,618
2016-08-14,618
2016-08-15,618
2016-08-16,618
2016-08-17,618
2016-08-18,618
2016-08-19,618
2016-08-20,618
2016-08-21,618
2016-08-22,618
2016-08-23,618
2016-08-24,618
2016-08-25,618
2016-08-26,618
