date_obj,Green%20halloween%20mask price
2016-04-10,10488
2016-04-11,10488
2016-04-12,10429
2016-04-13,10429
2016-04-14,10429
2016-04-15,10429
2016-04-16,10448
2016-04-17,10448
2016-04-18,10448
2016-04-19,10311
2016-04-20,10311
2016-04-21,10311
2016-04-22,10311
2016-04-23,10291
2016-04-24,10291
2016-04-25,10291
2016-04-26,10291
2016-04-27,10262
2016-04-28,10262
2016-04-29,10262
2016-04-30,10262
2016-05-01,10390
2016-05-02,10390
2016-05-03,10390
2016-05-04,10390
2016-05-05,10533
2016-05-06,10533
2016-05-07,10533
2016-05-08,10533
2016-05-09,10555
2016-05-10,10555
2016-05-11,10555
2016-05-12,10555
2016-05-13,10517
2016-05-14,10517
2016-05-15,10517
2016-05-16,10517
2016-05-17,10397
2016-05-18,10397
2016-05-19,10397
2016-05-22,10413
2016-05-23,10413
2016-05-24,10370
2016-05-25,10370
2016-05-26,10370
2016-05-27,10308
2016-05-28,10308
2016-05-29,10308
2016-05-30,10308
2016-05-31,10188
2016-06-01,10188
2016-06-02,10188
2016-06-03,10188
2016-06-04,10254
2016-06-05,10254
2016-06-06,10254
2016-06-07,10254
2016-06-08,10314
2016-06-09,10314
2016-06-10,10314
2016-06-11,10124
2016-06-12,10124
2016-06-13,10124
2016-06-14,10081
2016-06-15,10081
2016-06-16,10081
2016-06-17,9991
2016-06-18,9991
2016-06-19,9991
2016-06-20,9991
2016-06-21,9821
2016-06-22,9821
2016-06-23,9821
2016-06-24,9821
2016-06-25,9771
2016-06-26,9771
2016-06-27,9771
2016-06-28,9771
2016-06-29,9547
2016-06-30,9547
2016-07-01,9547
2016-07-02,9547
2016-07-03,9340
2016-07-04,9340
2016-07-05,9340
2016-07-06,9340
2016-07-07,8976
2016-07-08,8976
2016-07-09,8976
2016-07-10,8976
2016-07-11,8668
2016-07-12,8668
2016-07-13,8668
2016-07-14,8668
2016-07-15,8692
2016-07-16,8692
2016-07-17,8692
2016-07-18,8692
2016-07-23,8772
2016-07-24,8772
2016-07-25,8721
2016-07-26,8721
2016-07-27,8721
2016-07-28,8721
2016-07-29,8721
2016-07-30,8697
2016-07-31,8697
2016-08-01,8697
2016-08-02,8697
2016-08-03,8697
2016-08-04,8542
2016-08-05,8542
2016-08-06,8542
2016-08-07,8542
2016-08-08,8542
2016-08-09,8515
2016-08-10,8515
2016-08-11,8515
2016-08-12,8515
2016-08-13,8515
2016-08-14,8553
2016-08-15,8553
2016-08-16,8553
2016-08-17,8553
2016-08-18,8553
2016-08-19,8577
2016-08-20,8577
2016-08-21,8577
2016-08-22,8577
2016-08-23,8577
2016-08-24,8418
2016-08-25,8418
2016-08-26,8418
2016-08-28,8418
2016-08-31,8417
2016-09-01,8417
2016-09-02,8417
2016-09-03,8465
2016-09-04,8465
2016-09-05,8465
2016-09-06,8465
2016-09-07,8465
2016-09-08,8536
2016-09-09,8536
2016-09-10,8536
2016-09-11,8536
2016-09-12,8536
2016-09-13,8748
2016-09-14,8748
2016-09-15,8748
2016-09-16,8748
2016-09-17,8748
2016-09-18,8748
2016-09-19,8863
2016-09-20,8863
2016-09-21,8863
2016-09-22,8863
2016-09-23,8863
2016-09-24,8863
2016-09-25,9040
2016-09-26,9040
2016-09-27,9040
2016-09-28,9040
2016-09-29,9040
2016-09-30,9301
2016-10-01,9301
2016-10-02,9301
2016-10-03,9301
2016-10-04,9301
2016-10-05,9531
2016-10-06,9531
2016-10-07,9531
2016-10-08,9531
2016-10-09,9531
2016-10-10,9766
2016-10-11,9766
2016-10-12,9766
2016-10-13,9766
2016-10-14,9766
2016-10-15,10041
2016-10-16,10041
2016-10-17,10041
2016-10-18,10041
2016-10-19,10041
2016-10-20,9790
2016-10-21,9300
2016-10-22,9300
2016-10-23,8835
2016-10-24,8441
2016-10-25,8441
2016-10-26,8018
2016-10-27,8018
2016-10-28,8018
2016-10-29,7617
2016-10-30,7617
2016-10-31,7261
2016-11-01,7261
2016-11-02,6920
2016-11-03,6920
2016-11-04,6920
2016-11-05,6613
2016-11-06,6613
2016-11-07,6613
2016-11-08,6313
2016-11-09,6313
2016-11-10,6313
2016-11-11,6039
2016-11-12,6039
2016-11-13,6039
2016-11-14,5821
2016-11-15,5821
2016-12-07,5154
2016-12-08,5154
2016-12-09,5073
2016-12-10,5073
2016-12-11,5073
2016-12-12,5073
2016-12-13,5049
2016-12-14,5049
2016-12-15,5049
2016-12-16,5049
2016-12-17,5077
2016-12-18,5077
2016-12-19,5077
2016-12-20,5077
2016-12-21,5077
2016-12-22,4965
2016-12-23,4965
2016-12-24,4965
2016-12-25,4965
2016-12-26,4875
2016-12-27,4875
2016-12-28,4875
2016-12-29,4875
2016-12-30,4875
2016-12-31,4700
2017-01-01,4700
2017-01-02,4700
2017-01-03,4700
2017-01-04,4604
2017-01-05,4604
2017-01-06,4604
2017-01-07,4604
2017-01-08,4603
2017-01-09,4603
2017-01-10,4603
2017-01-11,4603
2017-01-12,4658
2017-01-13,4658
2017-01-14,4658
2017-01-15,4658
2017-01-16,4666
2017-01-17,4666
2017-01-18,4666
2017-01-19,4616
2017-01-20,4616
2017-01-21,4616
2017-01-22,4616
2017-01-23,4640
2017-01-27,4776
2017-01-28,4776
2017-01-29,4776
2017-01-30,4776
2017-01-31,4712
2017-02-01,4712
2017-02-02,4712
2017-02-03,4712
2017-02-04,4530
2017-02-05,4530
2017-02-06,4530
2017-02-07,4530
2017-02-08,4479
2017-02-09,4479
2017-02-10,4479
2017-02-11,4479
2017-02-12,4478
2017-02-13,4478
2017-02-14,4478
2017-02-15,4478
2017-02-16,4504
2017-02-18,4504
2017-02-19,4504
2017-02-20,4407
2017-02-21,4407
2017-02-22,4407
2017-02-23,4407
2017-02-24,4407
2017-02-25,4369
2017-02-26,4369
2017-02-27,4369
2017-02-28,4369
2017-03-01,4369
2017-03-02,4369
2017-03-03,4369
2017-03-04,4369
2017-03-05,4349
2017-03-06,4349
2017-03-07,4349
2017-03-08,4349
2017-03-09,4349
2017-03-10,4389
2017-03-11,4389
2017-03-12,4389
2017-03-13,4389
2017-03-14,4363
2017-03-15,4363
2017-03-16,4363
2017-03-17,4363
2017-03-18,4363
2017-03-19,4289
2017-03-20,4289
2017-03-21,4289
2017-03-22,4289
2017-03-23,4249
2017-03-24,4249
2017-03-25,4249
2017-03-26,4249
2017-03-27,4227
2017-03-28,4227
2017-03-29,4227
2017-03-30,4227
2017-03-31,4178
2017-04-01,4178
2017-04-02,4178
2017-04-03,4178
2017-04-04,4201
2017-04-12,4171
2017-04-13,4184
2017-04-14,4184
2017-04-15,4184
2017-04-16,4184
2017-04-17,4226
2017-04-18,4226
2017-04-19,4226
2017-04-20,4226
2017-04-21,4226
2017-04-22,4226
2017-04-23,4226
2017-04-24,4226
2017-04-25,4251
2017-04-26,4251
2017-04-27,4251
2017-04-28,4251
2017-04-29,4338
2017-04-30,4338
2017-05-01,4338
2017-05-02,4338
2017-05-03,4338
2017-05-04,4418
2017-05-05,4418
2017-05-06,4418
2017-05-07,4418
2017-05-08,4418
2017-05-09,4498
2017-05-10,4498
2017-05-11,4498
2017-05-12,4498
2017-05-13,4498
2017-05-14,4570
2017-05-15,4570
2017-05-16,4570
2017-05-17,4570
2017-05-18,4570
2017-05-19,4491
2017-05-20,4491
2017-05-21,4491
2017-05-22,4491
2017-05-23,4491
2017-05-24,4425
2017-05-25,4425
2017-05-26,4425
2017-05-27,4425
2017-05-28,4425
2017-05-29,4386
2017-05-30,4386
2017-05-31,4386
2017-06-01,4386
2017-06-02,4338
2017-06-03,4338
2017-06-04,4338
2017-06-05,4338
2017-06-06,4270
2017-06-07,4270
2017-06-08,4270
2017-06-09,4270
2017-06-10,4270
2017-06-11,4224
2017-06-12,4224
2017-06-13,4224
2017-06-14,4224
2017-06-15,4224
2017-06-16,4239
2017-06-17,4239
2017-06-18,4239
2017-06-19,4239
2017-06-20,4239
2017-06-21,4289
2017-06-22,4289
2017-06-23,4289
2017-06-24,4289
2017-06-25,4289
2017-06-26,4289
2017-06-27,4327
2017-06-28,4327
2017-06-29,4327
2017-06-30,4327
2017-07-01,4327
2017-07-02,4327
2017-07-03,4381
2017-07-04,4381
2017-07-05,4381
2017-07-06,4381
2017-07-07,4381
2017-07-08,4459
2017-07-13,4580
2017-07-14,4580
2017-07-15,4580
2017-07-16,4580
2017-07-17,4764
2017-07-18,4764
2017-07-19,4764
2017-07-20,4764
2017-07-21,4939
2017-07-22,4939
2017-07-23,4939
2017-07-24,4939
2017-07-25,5144
2017-07-26,5144
2017-07-27,5144
2017-07-28,5144
2017-07-29,5144
2017-07-30,5270
2017-07-31,5270
2017-08-01,5270
2017-08-02,5270
2017-08-03,5270
2017-08-04,5188
2017-08-05,5188
2017-08-06,5188
2017-08-09,5246
2017-08-10,5246
2017-08-11,5246
2017-08-12,5376
2017-08-13,5376
2017-08-14,5376
2017-08-15,5376
2017-08-16,5376
2017-08-17,5551
2017-08-18,5551
2017-08-19,5551
2017-08-20,5551
2017-08-21,5551
2017-08-22,5778
2017-08-23,5778
2017-08-24,5778
2017-08-25,5778
2017-08-26,5778
2017-08-27,6009
2017-08-28,6009
2017-08-29,6009
2017-08-30,6009
2017-08-31,6009
2017-09-01,6244
2017-09-02,6244
2017-09-03,6244
2017-09-04,6244
2017-09-05,6459
2017-09-06,6459
2017-09-07,6459
2017-09-08,6459
2017-09-09,6686
2017-09-10,6686
2017-09-11,6686
2017-09-12,6686
2017-09-13,6894
2017-09-14,6894
2017-09-15,6894
2017-09-16,6894
2017-09-17,7212
2017-09-18,7212
2017-09-19,7212
2017-09-20,7212
2017-09-21,7530
2017-09-22,7530
2017-09-23,7530
2017-09-24,7530
2017-09-25,7530
2017-09-26,7752
2017-09-27,7752
2017-09-28,7752
2017-09-29,7752
2017-09-30,7752
2017-10-01,7835
2017-10-02,7835
2017-10-03,7835
2017-10-04,7835
2017-10-05,7835
2017-10-06,8146
2017-10-07,8146
2017-10-08,8146
2017-10-09,8146
2017-10-10,8146
2017-10-11,8345
2017-10-12,8345
2017-10-13,8345
2017-10-14,8345
2017-10-15,8530
2017-10-16,8530
2017-10-17,8530
2017-10-18,8634
2017-10-19,8242
2017-10-20,8242
2017-10-21,7830
2017-10-22,7493
2017-10-23,7493
2017-10-24,7168
2017-10-25,6871
2017-10-26,6871
2017-10-27,6561
2017-10-28,6561
2017-10-29,6261
2017-10-30,6261
2017-10-31,5979
2017-11-01,5979
2017-11-02,5979
2017-11-03,5715
2017-11-04,5715
2017-11-05,5568
2017-11-06,5568
2017-11-07,5568
2017-11-08,5568
2017-11-09,5370
2017-11-10,5370
2017-11-11,5370
2017-11-12,5370
2017-11-13,5144
2017-11-14,5144
2017-11-15,5144
2017-11-16,5144
2017-11-17,5064
2017-11-18,5064
2017-11-19,5064
2017-11-20,5064
2017-11-21,4855
2017-11-22,4855
2017-11-23,4855
2017-11-24,4855
2017-11-25,4704
2017-11-26,4704
2017-11-27,4704
2017-11-28,4704
2017-11-29,4585
2017-11-30,4585
2017-12-01,4585
2017-12-02,4585
2017-12-03,4476
2017-12-04,4476
2017-12-05,4476
2017-12-06,4476
2017-12-07,4471
2017-12-08,4471
2017-12-09,4471
2017-12-10,4471
2017-12-11,4492
2017-12-12,4492
2017-12-13,4492
2017-12-14,4492
2017-12-15,4514
2017-12-16,4514
2017-12-17,4514
2017-12-18,4514
2017-12-19,4295
2017-12-20,4295
2017-12-21,4295
2017-12-22,4295
2017-12-23,4185
2017-12-24,4185
2017-12-25,4185
2017-12-26,4185
2017-12-27,4180
2017-12-28,4180
2017-12-29,4180
2017-12-30,4180
2017-12-31,4261
2018-01-01,4261
2018-01-02,4261
2018-01-03,4261
2018-01-04,4279
2018-01-05,4279
2018-01-06,4279
2018-01-07,4279
2018-01-08,4272
2018-01-09,4272
2018-01-10,4272
2018-01-11,4272
2018-01-12,4238
2018-01-13,4238
2018-01-14,4238
2018-01-15,4238
2018-01-16,4267
2018-01-17,4267
2018-01-18,4267
2018-01-19,4267
2018-01-20,4279
2018-01-21,4279
2018-01-22,4279
2018-01-23,4279
2018-01-25,4199
2018-01-26,4199
2018-01-27,4199
2018-01-28,4200
2018-01-29,4200
2018-01-30,4200
2018-01-31,4200
2018-02-01,4339
2018-02-02,4339
2018-02-03,4339
2018-02-04,4339
2018-02-05,4409
2018-02-06,4409
2018-02-07,4409
2018-02-08,4409
2018-02-09,4464
2018-02-10,4464
2018-02-11,4464
2018-02-12,4464
2018-02-13,4517
2018-02-14,4517
2018-02-15,4517
2018-02-16,4517
2018-02-17,4417
2018-02-18,4417
2018-02-19,4417
2018-02-20,4498
2018-02-21,4498
2018-02-22,4498
2018-02-23,4365
2018-02-24,4365
2018-02-25,4172
2018-02-26,4172
2018-02-27,3963
2018-02-28,3963
2018-03-01,3963
2018-03-02,3767
2018-03-03,3767
2018-03-04,3767
2018-03-05,3578
2018-03-06,3578
2018-03-07,3407
2018-03-08,3407
2018-03-09,3248
2018-03-10,3248
2018-03-11,3096
2018-03-12,3096
2018-03-13,2948
2018-03-14,2948
2018-03-15,2948
2018-03-16,2877
2018-03-17,2877
2018-03-18,2877
2018-03-19,2900
2018-03-20,2900
2018-03-21,2900
2018-03-23,2954
2018-03-24,2954
2018-03-25,2954
2018-03-26,3043
2018-03-27,3043
2018-03-28,3043
2018-03-29,3143
2018-03-30,3143
2018-03-31,3143
2018-04-01,3143
2018-04-02,3236
2018-04-03,3236
2018-04-04,3236
2018-04-05,3236
2018-04-06,3335
2018-04-07,3335
2018-04-08,3335
2018-04-09,3335
2018-04-10,3427
2018-04-11,3427
2018-04-12,3427
2018-04-13,3427
2018-04-14,3533
2018-04-15,3533
2018-04-16,3533
2018-04-17,3533
2018-04-18,3640
2018-04-19,3640
2018-04-20,3640
2018-04-21,3743
2018-04-22,3743
2018-04-23,3743
2018-04-24,3743
2018-04-25,3743
2018-04-26,3866
2018-04-27,3866
2018-04-28,3866
2018-04-29,3866
2018-04-30,4021
2018-05-01,4021
2018-05-03,4021
2018-05-04,4021
2018-05-05,4107
2018-05-06,4107
2018-05-07,4107
2018-05-08,4107
2018-05-09,4107
2018-05-10,4181
2018-05-11,4181
2018-05-12,4181
2018-05-13,4181
2018-05-14,4223
2018-05-15,4223
2018-05-16,4223
2018-05-17,4223
2018-05-18,4264
2018-05-19,4264
2018-05-20,4264
2018-05-21,4268
2018-05-22,4268
2018-05-23,4268
2018-05-24,4268
2018-05-25,4343
2018-05-26,4343
2018-05-27,4343
2018-05-28,4410
2018-05-29,4410
2018-05-30,4410
2018-05-31,4410
2018-06-01,4504
2018-06-02,4504
2018-06-03,4504
2018-06-04,4504
2018-06-05,4539
2018-06-06,4539
2018-06-07,4539
2018-06-08,4539
2018-06-09,4600
2018-06-10,4600
2018-06-11,4600
2018-06-12,4600
2018-06-13,4387
2018-06-14,4387
2018-06-15,4387
2018-06-16,4387
2018-06-17,4376
2018-06-18,4376
2018-06-19,4376
2018-06-20,4376
2018-06-21,4455
2018-06-22,4455
2018-06-23,4455
2018-06-24,4455
2018-06-25,4574
2018-06-26,4574
2018-06-27,4574
2018-06-28,4574
2018-06-29,4730
2018-06-30,4730
2018-07-01,4730
2018-07-02,4730
2018-07-03,4714
2018-07-04,4714
2018-07-05,4714
2018-07-06,4714
2018-07-07,4717
2018-07-08,4717
2018-07-09,4717
2018-07-10,4717
2018-07-11,4758
2018-07-12,4758
2018-07-13,4758
2018-07-14,4670
2018-07-15,4670
2018-07-16,4670
2018-07-17,4670
2018-07-18,4776
2018-07-19,4776
2018-07-20,4776
2018-07-21,4776
2018-07-22,4889
2018-07-23,4889
2018-07-24,4889
2018-07-25,4889
2018-07-26,4983
2018-07-27,4983
2018-07-28,4983
2018-07-29,5031
2018-07-30,5031
2018-07-31,5031
2018-08-01,5031
2018-08-02,4920
2018-08-03,4920
2018-08-04,4920
2018-08-05,4856
2018-08-06,4856
2018-08-07,4856
2018-08-08,4954
2018-08-09,4954
2018-08-10,4954
2018-08-11,4954
2018-08-12,5046
2018-08-14,5046
2018-08-16,5113
2018-08-17,5113
2018-08-18,5113
2018-08-19,5180
2018-08-20,5180
2018-08-21,5180
2018-08-22,5374
2018-08-23,5374
2018-08-24,5374
2018-08-25,5519
2018-08-26,5519
2018-08-27,5519
2018-08-28,5725
2018-08-29,5725
2018-08-30,5725
2018-08-31,5987
2018-09-01,5987
2018-09-02,5987
2018-09-03,6283
2018-09-04,6283
2018-09-05,6598
2018-09-06,6598
2018-09-07,6598
2018-09-08,6897
2018-09-09,6897
2018-09-10,6897
2018-09-11,7226
2018-09-12,7226
2018-09-13,7226
2018-09-14,7566
2018-09-15,7566
2018-09-16,7928
2018-09-17,7928
2018-09-18,8307
2018-09-19,8307
2018-09-20,8307
2018-09-21,8701
2018-09-22,8701
2018-09-23,9125
2018-09-24,9125
2018-09-25,9561
2018-09-26,10020
2018-09-27,10020
2018-09-28,10498
2018-09-29,10498
2018-09-30,10498
2018-10-01,11023
2018-10-02,11023
2018-10-03,11556
2018-10-04,11556
2018-10-05,11556
2018-10-06,12108
2018-10-07,12108
2018-10-08,12108
2018-10-09,12701
2018-10-10,12701
2018-10-11,12943
2018-10-12,12943
2018-10-13,13437
2018-10-14,13437
2018-10-15,13437
2018-10-16,13569
2018-10-17,13569
2018-10-18,13569
2018-10-19,13361
2018-10-20,13361
2018-10-21,13361
2018-10-22,13279
2018-10-23,13279
2018-10-24,13279
2018-10-25,12724
2018-10-26,12087
2018-10-27,11482
2018-10-28,10907
2018-10-29,10361
2018-10-30,9847
2018-10-31,9368
2018-11-01,8942
2018-11-03,8250
2018-11-04,7989
2018-11-05,7889
2018-11-06,7765
2018-11-07,7725
2018-11-08,7818
2018-11-09,8059
2018-11-10,8223
2018-11-11,8385
2018-11-12,8748
2018-11-13,9131
2018-11-14,9576
2018-11-15,10020
2018-11-16,10458
2018-11-17,10850
2018-11-18,11334
2018-11-19,11453
2018-11-20,11843
2018-11-21,12299
2018-11-22,12646
2018-11-23,13083
2018-11-24,13065
2018-11-25,12415
2018-11-26,12036
2018-11-27,11677
2018-11-28,11346
2018-11-29,10939
2018-12-01,10642
2018-12-02,10334
2018-12-03,10334
2018-12-04,9948
2018-12-05,9731
2018-12-07,9744
2018-12-09,9592
2018-12-10,9580
2018-12-11,9580
2018-12-12,9625
2018-12-13,9603
2018-12-14,9603
2018-12-15,9437
2018-12-16,9390
2018-12-17,9390
2018-12-18,9187
2018-12-19,9187
2018-12-20,9098
2018-12-21,9098
2018-12-22,9134
2018-12-23,9056
2018-12-24,9056
2018-12-25,9131
2018-12-26,9131
2018-12-27,9176
2018-12-28,9176
2018-12-29,9120
2018-12-30,9120
2018-12-31,8965
2019-01-01,8965
2019-01-02,8738
2019-01-03,8738
2019-01-04,8853
2019-01-05,8853
2019-01-06,8752
2019-01-08,8752
2019-01-10,8675
2019-01-11,8640
2019-01-12,8640
2019-01-13,8691
2019-01-14,8691
2019-01-15,8667
2019-01-16,8667
2019-01-17,8707
2019-01-18,8707
2019-01-19,8781
2019-01-20,8781
2019-01-21,8965
2019-01-22,8965
2019-01-23,9092
2019-01-24,9092
2019-01-25,9092
2019-01-26,9092
2019-01-27,8950
2019-01-28,8950
2019-01-29,8502
2019-01-30,8502
2019-01-31,8095
2019-02-01,7847
2019-02-02,7847
2019-02-03,7615
2019-02-04,7615
2019-02-05,7567
2019-02-06,7567
2019-02-07,7635
2019-02-08,7635
2019-02-09,7635
2019-02-10,7637
2019-02-11,7637
2019-02-12,7637
2019-02-13,7549
2019-02-14,7549
2019-02-15,7549
2019-02-16,7490
2019-02-17,7490
2019-02-18,7490
2019-02-19,7548
2019-02-20,7548
2019-02-21,7456
2019-02-22,7456
2019-02-23,7456
2019-02-24,7435
2019-02-25,7435
2019-02-26,7435
2019-02-27,7524
2019-02-28,7524
2019-03-01,7524
2019-03-02,7472
2019-03-03,7472
2019-03-04,7346
2019-03-05,7346
2019-03-06,7231
2019-03-07,7231
2019-03-08,7231
2019-03-09,7231
2019-03-10,7149
2019-03-11,7149
2019-03-12,7196
2019-03-13,7196
2019-03-14,7196
2019-03-15,7272
2019-03-16,7272
2019-03-17,7272
