date_obj,Ribcage%20piece price
2015-10-23,70000
2015-10-24,70000
2015-10-25,70000
2015-10-26,70000
2015-10-27,70000
2015-10-29,70000
2015-10-30,70000
2015-10-31,70000
2015-11-01,70000
2015-11-02,70000
2015-11-03,70000
2015-11-04,70000
2015-11-05,70000
2015-11-06,70000
2015-11-07,70000
2015-11-08,70000
2015-11-09,70000
2015-11-10,70000
2015-11-11,70000
2015-11-12,70000
2015-11-13,70000
2015-11-14,70000
2015-11-15,70000
2015-11-16,70000
2015-11-17,70000
2015-11-18,70000
2015-11-19,70000
2015-11-20,70000
2015-11-21,70000
2015-11-22,70000
2015-11-23,70000
2015-11-24,70000
2015-11-25,70000
2015-11-26,70000
2015-11-27,70000
2015-11-28,70000
2015-11-29,70000
2015-11-30,70000
2015-12-01,70000
2015-12-02,70000
2015-12-03,70000
2015-12-04,70000
2015-12-05,70000
2015-12-06,70000
2015-12-07,70000
2015-12-08,70000
2015-12-09,70000
2015-12-10,70000
2015-12-11,70000
2015-12-12,70000
2015-12-13,70000
2015-12-14,70000
2015-12-15,70000
2015-12-16,70000
2015-12-17,70000
2015-12-18,70000
2015-12-19,70000
2015-12-20,70000
2015-12-21,70000
2015-12-22,70000
2015-12-23,70000
2015-12-24,70000
2015-12-25,70000
2015-12-26,70000
2015-12-27,70000
2015-12-28,70000
2015-12-29,70000
2015-12-30,70000
2015-12-31,70000
2016-01-01,70000
2016-01-02,70000
2016-01-03,70000
2016-01-04,70000
2016-01-05,70000
2016-01-06,70000
2016-01-07,70000
2016-01-08,70000
2016-01-09,70000
2016-01-10,70000
2016-01-11,70000
2016-01-12,70000
2016-01-13,70000
2016-01-14,70000
2016-01-15,70000
2016-01-16,70000
2016-01-17,70000
2016-01-18,70000
2016-01-19,70000
2016-01-20,70000
2016-01-21,70000
2016-01-22,70000
2016-01-23,70000
2016-01-24,70000
2016-01-25,70000
2016-01-26,70000
2016-01-27,70000
2016-01-28,70000
2016-01-29,70000
2016-01-30,70000
2016-01-31,70000
2016-02-01,70000
2016-02-02,70000
2016-02-03,70000
2016-02-04,70000
2016-02-05,70000
2016-02-06,70000
2016-02-07,70000
2016-02-08,70000
2016-02-09,70000
2016-02-10,70000
2016-02-11,70000
2016-02-12,70000
2016-02-13,70000
2016-02-14,70000
2016-02-15,70000
2016-02-16,70000
2016-02-17,70000
2016-02-18,70000
2016-02-19,70000
2016-02-20,70000
2016-02-21,70000
2016-02-22,70000
2016-02-23,70000
2016-02-24,70000
2016-02-25,67072
2016-02-26,67072
2016-02-27,67072
2016-02-28,67072
2016-02-29,67072
2016-03-01,67072
2016-03-02,67072
2016-03-03,67072
2016-03-04,67072
2016-03-05,67072
2016-03-06,67072
2016-03-07,67072
2016-03-08,67072
2016-03-09,67072
2016-03-10,67072
2016-03-11,67072
2016-03-12,67072
2016-03-13,67072
2016-03-14,67072
2016-03-15,67072
2016-03-16,67072
2016-03-17,67072
2016-03-18,67072
2016-03-19,67072
2016-03-20,67072
2016-03-21,67072
2016-03-22,67072
2016-03-23,67072
2016-03-24,67072
2016-03-25,67072
2016-03-26,67072
2016-03-27,67072
2016-03-28,67072
2016-03-29,67072
2016-03-30,67072
2016-03-31,67072
2016-04-01,67072
2016-04-02,67072
2016-04-03,67072
2016-04-04,67072
2016-04-05,67072
2016-04-06,67072
2016-04-07,67072
2016-04-08,67072
2016-04-09,67072
2016-04-10,67072
2016-04-11,67072
2016-04-12,67072
2016-04-13,67072
2016-04-14,67072
2016-04-15,67072
2016-04-16,67072
2016-04-17,67072
2016-04-18,67072
2016-04-19,67072
2016-04-20,67072
2016-04-21,67072
2016-04-22,67072
2016-04-23,67072
2016-04-24,67072
2016-04-25,67072
2016-04-26,67072
2016-04-27,67072
2016-04-28,67072
2016-04-29,67072
2016-04-30,67072
2016-05-01,67072
2016-05-02,67072
2016-05-03,67072
2016-05-04,67072
2016-05-05,67072
2016-05-06,67072
2016-05-07,67072
2016-05-08,67072
2016-05-09,67072
2016-05-10,67072
2016-05-11,67072
2016-05-12,67072
2016-05-13,67072
2016-05-14,67072
2016-05-15,67072
2016-05-16,67072
2016-05-17,67072
2016-05-18,67072
2016-05-19,67072
2016-05-22,67072
2016-05-23,67072
2016-05-24,67072
2016-05-25,67072
2016-05-26,67072
2016-05-27,67072
2016-05-28,67072
2016-05-29,67072
2016-05-30,67072
2016-05-31,67072
2016-06-01,67072
2016-06-02,67072
2016-06-03,67072
2016-06-04,67072
2016-06-05,67072
2016-06-06,67072
2016-06-07,67072
2016-06-08,67072
2016-06-09,67072
2016-06-10,67072
2016-06-11,67072
2016-06-12,67072
2016-06-13,67072
2016-06-14,67072
2016-06-15,67072
2016-06-16,67072
2016-06-17,67072
2016-06-18,67072
2016-06-19,67072
2016-06-20,67072
2016-06-21,67072
2016-06-22,67072
2016-06-23,67072
2016-06-24,67072
2016-06-25,67072
2016-06-26,67072
2016-06-27,67072
2016-06-28,67072
2016-06-29,67072
2016-06-30,67072
2016-07-01,67072
2016-07-02,67072
2016-07-03,67072
2016-07-04,67072
2016-07-05,67072
2016-07-06,67072
2016-07-07,67072
2016-07-08,67072
2016-07-09,67072
2016-07-10,67072
2016-07-11,67072
2016-07-12,67072
2016-07-13,67072
2016-07-14,67072
2016-07-15,67072
2016-07-16,67072
2016-07-17,67072
2016-07-18,67072
2016-07-23,67072
2016-07-24,67072
2016-07-25,67072
2016-07-26,67072
2016-07-27,67072
2016-07-28,67072
2016-07-29,67072
2016-07-30,67072
2016-07-31,67072
2016-08-01,67072
2016-08-02,67072
2016-08-03,67072
2016-08-04,67072
2016-08-05,67072
2016-08-06,67072
2016-08-07,67072
2016-08-08,67072
2016-08-09,67072
2016-08-10,67072
2016-08-11,67072
2016-08-12,67072
2016-08-13,67072
2016-08-14,67072
2016-08-15,67072
2016-08-16,67072
2016-08-17,67072
2016-08-18,67072
2016-08-19,67072
2016-08-20,67072
2016-08-21,67072
2016-08-22,67072
2016-08-23,67072
2016-08-24,67072
2016-08-25,67072
2016-08-26,67072
2016-08-28,67072
2016-08-31,67072
2016-09-01,67072
2016-09-02,67072
2016-09-03,67072
2016-09-04,67072
2016-09-05,67072
2016-09-06,67072
2016-09-07,67072
2016-09-08,67072
2016-09-09,67072
2016-09-10,67072
2016-09-11,67072
2016-09-12,67072
2016-09-13,67072
2016-09-14,67072
2016-09-15,67072
2016-09-16,67072
2016-09-17,67072
2016-09-18,67072
2016-09-19,67072
2016-09-20,67072
2016-09-21,67072
2016-09-22,67072
2016-09-23,67072
2016-09-24,67072
2016-09-25,67072
2016-09-26,67072
2016-09-27,67072
2016-09-28,67072
2016-09-29,67072
2016-09-30,67072
2016-10-01,67072
2016-10-02,67072
2016-10-03,67072
2016-10-04,67072
2016-10-05,67072
2016-10-06,67072
2016-10-07,67072
2016-10-08,67072
2016-10-09,67072
2016-10-10,67072
2016-10-11,67072
2016-10-12,67072
2016-10-13,67072
2016-10-14,67072
2016-10-15,67072
2016-10-16,67072
2016-10-17,67072
2016-10-18,67072
2016-10-19,67072
2016-10-20,67072
2016-10-21,67072
2016-10-22,67072
2016-10-23,67072
2016-10-24,67072
2016-10-25,67072
2016-10-26,67072
2016-10-27,67072
2016-10-28,67072
2016-10-29,67072
2016-10-30,67072
2016-10-31,67072
2016-11-01,67072
2016-11-02,67072
2016-11-03,67072
2016-11-04,67072
2016-11-05,67072
2016-11-06,67072
2016-11-07,67072
2016-11-08,67072
2016-11-09,67072
2016-11-10,67072
2016-11-11,67072
2016-11-12,67072
2016-11-13,67072
2016-11-14,67072
2016-12-08,67072
2016-12-09,67072
2016-12-10,67072
2016-12-11,67072
2016-12-12,67072
2016-12-13,67072
2016-12-14,67072
2016-12-15,67072
2016-12-16,67072
2016-12-17,67072
2016-12-18,67072
2016-12-19,67072
2016-12-20,67072
2016-12-21,67072
2016-12-22,67072
2016-12-23,67072
2016-12-24,67072
2016-12-25,67072
2016-12-26,67072
2016-12-27,67072
2016-12-28,67072
2016-12-29,67072
2016-12-30,67072
2016-12-31,67072
2017-01-01,67072
2017-01-02,67072
2017-01-03,67072
2017-01-04,67072
2017-01-05,67072
2017-01-06,67072
2017-01-07,63990
2017-01-08,63990
2017-01-09,63990
2017-01-10,63990
2017-01-11,63990
2017-01-12,63990
2017-01-13,63990
2017-01-14,63990
2017-01-15,63990
2017-01-16,63990
2017-01-17,63990
2017-01-18,63990
2017-01-19,63990
2017-01-20,63990
2017-01-21,63990
2017-01-22,63990
2017-01-27,63990
2017-01-28,63990
2017-01-29,63990
2017-01-30,63990
2017-01-31,63990
2017-02-01,63990
2017-02-02,63990
2017-02-03,63990
2017-02-04,63990
2017-02-05,63990
2017-02-06,63990
2017-02-07,63990
2017-02-08,63990
2017-02-09,63990
2017-02-10,63990
2017-02-11,63990
2017-02-12,63990
2017-02-13,63990
2017-02-14,63990
2017-02-15,63990
2017-02-16,63990
2017-02-18,63990
2017-02-19,63990
2017-02-20,63990
2017-02-21,63990
2017-02-22,63990
2017-02-23,63990
2017-02-24,63990
2017-02-25,63990
2017-02-26,63990
2017-02-27,63990
2017-02-28,63990
2017-03-01,63990
2017-03-02,63990
2017-03-03,63990
2017-03-04,63990
2017-03-05,63990
2017-03-06,63990
2017-03-07,63990
2017-03-08,63990
2017-03-09,63990
2017-03-10,63990
2017-03-11,63990
2017-03-12,63990
2017-03-13,63990
2017-03-14,63990
2017-03-15,63990
2017-03-16,63990
2017-03-17,63990
2017-03-18,63990
2017-03-19,63990
2017-03-20,63990
2017-03-21,63990
2017-03-22,63990
2017-03-23,63990
2017-03-24,63990
2017-03-25,63990
2017-03-26,63990
2017-03-27,63990
2017-03-28,63990
2017-03-29,63990
2017-03-30,63990
2017-03-31,63990
2017-04-01,63990
2017-04-02,63990
2017-04-03,63990
2017-04-04,63990
2017-04-12,63990
2017-04-13,63990
2017-04-14,63990
2017-04-15,63990
2017-04-16,63990
2017-04-17,63990
2017-04-18,63990
2017-04-19,63990
2017-04-20,63990
2017-04-21,63990
2017-04-22,63990
2017-04-23,63990
2017-04-24,63990
2017-04-25,63990
2017-04-26,63990
2017-04-27,63990
2017-04-28,63990
2017-04-29,63990
2017-04-30,63990
2017-05-01,63990
2017-05-02,63990
2017-05-03,63990
2017-05-04,63990
2017-05-05,63990
2017-05-06,63990
2017-05-07,63990
2017-05-08,63990
2017-05-09,63990
2017-05-10,63990
2017-05-11,63990
2017-05-12,63990
2017-05-13,63990
2017-05-14,63990
2017-05-15,63990
2017-05-16,63990
2017-05-17,63990
2017-05-18,63990
2017-05-19,63990
2017-05-20,63990
2017-05-21,63990
2017-05-22,63990
2017-05-23,63990
2017-05-24,63990
2017-05-25,63990
2017-05-26,63990
2017-05-27,63990
2017-05-28,63990
2017-05-29,63990
2017-05-30,63990
2017-05-31,63990
2017-06-01,63990
2017-06-02,63990
2017-06-03,63990
2017-06-06,63990
2017-06-07,63990
2017-06-08,63990
2017-06-09,63990
2017-06-10,63990
2017-06-11,63990
2017-06-12,63990
2017-06-13,63990
2017-06-14,63990
2017-06-15,63990
2017-06-16,63990
2017-06-17,63990
2017-06-18,63990
2017-06-19,63990
2017-06-20,63990
2017-06-21,63990
2017-06-22,63990
2017-06-23,63990
2017-06-24,63990
2017-06-25,63990
2017-06-26,63990
2017-06-27,63990
2017-06-28,63990
2017-06-29,63990
2017-06-30,63990
2017-07-01,63990
2017-07-02,63990
2017-07-03,63990
2017-07-04,63990
2017-07-05,63990
2017-07-06,63990
2017-07-07,63990
2017-07-08,63990
2017-07-13,63990
2017-07-14,63990
2017-07-15,63990
2017-07-16,63990
2017-07-17,63990
2017-07-18,63990
2017-07-19,63990
2017-07-20,63990
2017-07-21,63990
2017-07-22,63990
2017-07-23,63990
2017-07-24,63990
2017-07-25,63990
2017-07-26,63990
2017-07-27,63990
2017-07-28,63990
2017-07-29,63990
2017-07-30,63990
2017-07-31,63990
2017-08-01,63990
2017-08-02,63990
2017-08-03,63990
2017-08-04,63990
2017-08-05,63990
2017-08-06,63990
2017-08-09,63990
2017-08-10,63990
2017-08-11,63990
2017-08-12,63990
2017-08-13,63990
2017-08-14,63990
2017-08-15,63990
2017-08-17,63990
2017-08-18,63990
2017-08-19,63990
2017-08-20,63990
2017-08-22,63990
2017-08-23,63990
2017-08-24,63990
2017-08-25,63990
2017-08-26,63990
2017-08-27,63990
2017-08-28,63990
2017-08-29,63990
2017-08-30,63990
2017-08-31,63990
2017-09-01,63990
2017-09-02,63990
2017-09-03,63990
2017-09-04,63990
2017-09-05,63990
2017-09-06,63990
2017-09-07,63990
2017-09-08,63990
2017-09-09,63990
2017-09-10,63990
2017-09-11,63990
2017-09-12,63990
2017-09-13,63990
2017-09-14,63990
2017-09-15,63990
2017-09-16,63990
2017-09-17,63990
2017-09-19,63990
2017-09-20,63990
2017-09-21,63990
2017-09-22,63990
2017-09-23,63990
2017-09-24,63990
2017-09-25,63990
2017-09-26,63990
2017-09-27,63990
2017-09-28,63990
2017-09-29,63990
2017-09-30,63990
2017-10-01,63990
2017-10-02,63990
2017-10-03,63990
2017-10-04,63990
2017-10-05,63990
2017-10-06,63990
2017-10-07,63990
2017-10-08,63990
2017-10-09,63990
2017-10-10,63990
2017-10-11,63990
2017-10-12,63990
2017-10-13,63990
2017-10-14,60885
2017-10-15,60885
2017-10-16,60885
2017-10-17,60885
2017-10-18,60885
2017-10-19,60885
2017-10-20,60885
2017-10-21,60885
2017-10-22,60885
2017-10-23,60885
2017-10-24,60885
2017-10-25,60885
2017-10-26,60885
2017-10-27,60885
2017-10-28,60885
2017-10-29,60885
2017-10-30,60885
2017-10-31,60885
2017-11-01,60885
2017-11-02,60885
2017-11-03,60885
2017-11-04,60885
2017-11-05,60885
2017-11-06,60885
2017-11-07,60885
2017-11-08,60885
2017-11-09,60885
2017-11-10,60885
2017-11-11,60885
2017-11-12,60885
2017-11-13,60885
2017-11-14,60885
2017-11-15,60885
2017-11-16,60885
2017-11-17,60885
2017-11-18,60885
2017-11-19,60885
2017-11-20,60885
2017-11-21,60885
2017-11-22,60885
2017-11-23,60885
2017-11-24,60885
2017-11-25,60885
2017-11-26,60885
2017-11-27,60885
2017-11-28,60885
2017-11-29,60885
2017-11-30,60885
2017-12-01,60885
2017-12-02,60885
2017-12-03,60885
2017-12-04,60885
2017-12-05,60885
2017-12-06,60885
2017-12-07,60885
2017-12-08,60885
2017-12-09,60885
2017-12-10,60885
2017-12-11,60885
2017-12-12,60885
2017-12-14,60885
2017-12-15,60885
2017-12-16,60885
2017-12-17,60885
2017-12-18,60885
2017-12-19,60885
2017-12-20,60885
2017-12-21,60885
2017-12-22,60885
2017-12-23,60885
2017-12-24,60885
2017-12-25,60885
2017-12-26,60885
2017-12-27,60885
2017-12-28,60885
2017-12-29,60885
2017-12-30,60885
2017-12-31,60885
2018-01-01,60885
2018-01-02,60885
2018-01-03,60885
2018-01-04,60885
2018-01-05,60885
2018-01-06,60885
2018-01-07,60885
2018-01-08,60885
2018-01-09,60885
2018-01-10,60885
2018-01-11,60885
2018-01-12,60885
2018-01-13,60885
2018-01-14,60885
2018-01-15,60885
2018-01-16,60885
2018-01-17,60885
2018-01-18,60885
2018-01-19,60885
2018-01-20,60885
2018-01-21,60885
2018-01-22,60885
2018-01-23,60885
2018-01-24,60885
2018-01-25,60885
2018-01-26,60885
2018-01-27,60885
2018-01-28,60885
2018-01-29,60885
2018-01-31,60885
2018-02-01,60885
2018-02-02,60885
2018-02-03,60885
2018-02-04,60885
2018-02-05,60885
2018-02-06,60885
2018-02-07,60885
2018-02-08,60885
2018-02-09,60885
2018-02-10,60885
2018-02-11,60885
2018-02-12,60885
2018-02-13,60885
2018-02-14,57990
2018-02-15,57990
2018-02-16,57990
2018-02-17,57990
2018-02-18,57990
2018-02-19,57990
2018-02-20,57990
2018-02-21,57990
2018-02-22,57990
2018-02-23,57990
2018-02-24,57990
2018-02-25,57990
2018-02-26,57990
2018-02-27,57990
2018-02-28,57990
2018-03-01,57990
2018-03-02,57990
2018-03-03,57990
2018-03-04,57990
2018-03-05,57990
2018-03-06,57990
2018-03-07,57990
2018-03-08,57990
2018-03-09,57990
2018-03-10,57990
2018-03-11,57990
2018-03-12,57990
2018-03-13,57990
2018-03-14,57990
2018-03-15,57990
2018-03-16,57990
2018-03-17,57990
2018-03-18,57990
2018-03-19,57990
2018-03-20,57990
2018-03-21,57990
2018-03-23,57990
2018-03-24,57990
2018-03-26,57990
2018-03-27,57990
2018-03-29,57990
2018-03-30,57990
2018-03-31,57990
2018-04-01,57990
2018-04-02,57990
2018-04-03,57990
2018-04-04,57990
2018-04-05,57990
2018-04-06,57990
2018-04-08,57990
2018-04-09,57990
2018-04-10,57990
2018-04-11,57990
2018-04-12,57990
2018-04-13,57990
2018-04-14,57990
2018-04-15,57990
2018-04-16,57990
2018-04-17,57990
2018-04-18,57990
2018-04-19,57990
2018-04-20,57990
2018-04-21,57990
2018-04-22,57990
2018-04-23,57990
2018-04-24,57990
2018-04-25,57990
2018-04-26,57990
2018-04-27,57990
2018-04-28,57990
2018-04-29,57990
2018-04-30,57990
2018-05-01,57990
2018-05-02,57990
2018-05-03,57990
2018-05-04,57990
2018-05-05,57990
2018-05-06,57990
2018-05-07,57990
2018-05-08,57990
2018-05-09,57990
2018-05-10,57990
2018-05-11,57990
2018-05-12,57990
2018-05-13,57990
2018-05-14,57990
2018-05-15,57990
2018-05-16,57990
2018-05-17,57990
2018-05-18,57990
2018-05-19,57990
2018-05-20,57990
2018-05-21,57990
2018-05-22,57990
2018-05-23,57990
2018-05-24,57990
2018-05-25,57990
2018-05-26,57990
2018-05-27,57990
2018-05-28,57990
2018-05-29,57990
2018-05-30,57990
2018-05-31,57990
2018-06-01,57990
2018-06-02,57990
2018-06-03,57990
2018-06-04,57990
2018-06-05,57990
2018-06-06,57990
2018-06-07,57990
2018-06-08,57990
2018-06-09,57990
2018-06-10,57990
2018-06-11,57990
2018-06-12,57990
2018-06-13,57990
2018-06-14,57990
2018-06-15,57990
2018-06-16,57990
2018-06-17,57990
2018-06-18,57990
2018-06-19,55252
2018-06-20,55252
2018-06-21,55252
2018-06-22,55252
2018-06-23,55252
2018-06-24,55252
2018-06-25,55252
2018-06-26,55252
2018-06-27,55252
2018-06-28,55252
2018-06-29,55252
2018-06-30,55252
2018-07-01,55252
2018-07-02,55252
2018-07-03,55252
2018-07-04,55252
2018-07-05,55252
2018-07-06,55252
2018-07-07,55252
2018-07-08,55252
2018-07-09,55252
2018-07-10,55252
2018-07-11,55252
2018-07-12,55252
2018-07-13,55252
2018-07-14,55252
2018-07-15,55252
2018-07-16,55252
2018-07-17,55252
2018-07-18,55252
2018-07-19,55252
2018-07-20,55252
2018-07-21,55252
2018-07-22,55252
2018-07-23,55252
2018-07-24,55252
2018-07-25,55252
2018-07-26,55252
2018-07-27,55252
2018-07-28,55252
2018-07-29,55252
2018-07-30,55252
2018-07-31,55252
2018-08-01,55252
2018-08-02,55252
2018-08-03,55252
2018-08-04,55252
2018-08-05,55252
2018-08-06,55252
2018-08-07,55252
2018-08-08,55252
2018-08-09,55252
2018-08-10,55252
2018-08-11,55252
2018-08-12,55252
2018-08-14,55252
2018-08-16,55252
2018-08-17,55252
2018-08-18,55252
2018-08-19,55252
2018-08-20,55252
2018-08-21,55252
2018-08-22,55252
2018-08-23,55252
2018-08-24,55252
2018-08-25,55252
2018-08-26,55252
2018-08-27,55252
2018-08-28,55252
2018-08-29,55252
2018-08-30,55252
2018-08-31,55252
2018-09-01,55252
2018-09-02,55252
2018-09-03,55252
2018-09-04,55252
2018-09-05,55252
2018-09-06,55252
2018-09-07,55252
2018-09-08,55252
2018-09-09,55252
2018-09-10,55252
2018-09-11,55252
2018-09-12,55252
2018-09-13,55252
2018-09-14,55252
2018-09-15,55252
2018-09-16,55252
2018-09-17,55252
2018-09-18,55252
2018-09-19,55252
2018-09-20,55252
2018-09-21,55252
2018-09-22,55252
2018-09-23,55252
2018-09-24,55252
2018-09-25,55252
2018-09-26,55252
2018-09-27,55252
2018-09-28,55252
2018-09-29,55252
2018-09-30,55252
2018-10-02,55252
2018-10-03,55252
2018-10-04,55252
2018-10-05,55252
2018-10-06,52867
2018-10-07,52867
2018-10-08,52867
2018-10-09,52867
2018-10-10,52867
2018-10-11,52867
2018-10-12,52867
2018-10-13,52867
2018-10-14,52867
2018-10-15,52867
2018-10-16,52867
2018-10-17,52867
2018-10-18,52867
2018-10-19,52867
2018-10-20,52867
2018-10-21,52867
2018-10-22,52867
2018-10-23,52867
2018-10-24,52867
2018-10-25,52867
2018-10-26,52867
2018-10-27,52867
2018-10-28,52867
2018-10-29,52867
2018-10-30,52867
2018-10-31,52867
2018-11-01,52867
2018-11-03,52867
2018-11-04,52867
2018-11-05,52867
2018-11-06,52867
2018-11-07,52867
2018-11-08,52867
2018-11-09,52867
2018-11-10,52867
2018-11-11,52867
2018-11-12,52867
2018-11-13,52867
2018-11-14,52867
2018-11-15,52867
2018-11-16,52867
2018-11-17,52867
2018-11-18,52867
2018-11-19,52867
2018-11-20,52867
2018-11-21,52867
2018-11-22,52867
2018-11-23,52867
2018-11-24,52867
2018-11-25,50341
2018-11-26,50341
2018-11-27,50341
2018-11-28,50341
2018-11-29,50341
2018-12-01,50341
2018-12-02,50341
2018-12-03,50341
2018-12-04,50341
2018-12-05,50341
2018-12-07,50341
2018-12-09,50341
2018-12-10,50341
2018-12-11,50341
2018-12-12,50341
2018-12-13,50341
2018-12-14,50341
2018-12-15,50341
2018-12-16,50341
2018-12-17,50341
2018-12-18,50341
2018-12-19,50341
2018-12-20,50341
2018-12-21,50341
2018-12-22,50341
2018-12-23,50341
2018-12-24,50341
2018-12-25,50341
2018-12-26,50341
2018-12-27,50341
2018-12-28,50341
2018-12-29,50341
2018-12-30,50341
2018-12-31,50341
2019-01-01,50341
2019-01-02,50341
2019-01-03,50341
2019-01-04,50341
2019-01-05,50341
2019-01-06,50341
2019-01-08,50341
2019-01-10,48032
2019-01-11,48032
2019-01-12,48032
2019-01-13,48032
2019-01-14,48032
2019-01-15,48032
2019-01-16,48032
2019-01-17,48032
2019-01-18,48032
2019-01-19,48032
2019-01-20,48032
2019-01-22,48032
2019-01-23,48032
2019-01-24,48032
2019-01-25,48032
2019-01-26,48032
2019-01-27,48032
2019-01-28,48032
2019-01-29,48032
2019-01-30,48032
2019-01-31,48032
2019-02-01,48032
2019-02-02,48032
2019-02-03,48032
2019-02-04,48032
2019-02-05,48032
2019-02-06,48032
2019-02-07,48032
2019-02-08,48032
2019-02-09,48032
2019-02-10,48032
2019-02-11,48032
2019-02-12,48032
2019-02-13,48032
2019-02-14,48032
2019-02-15,48032
2019-02-16,48032
2019-02-17,48032
2019-02-18,48032
2019-02-19,48032
2019-02-20,48032
2019-02-21,48032
2019-02-22,48032
2019-02-23,48032
2019-02-24,48032
2019-02-25,48032
2019-02-26,48032
2019-02-27,48032
2019-02-28,48032
2019-03-01,48032
2019-03-02,48032
2019-03-03,48032
2019-03-04,48032
2019-03-05,48032
2019-03-06,48032
2019-03-07,48032
2019-03-08,48032
2019-03-09,48032
2019-03-10,48032
2019-03-11,48032
2019-03-12,48032
2019-03-13,48032
2019-03-14,48032
2019-03-15,48032
2019-03-16,48032
2019-03-17,48032
2019-03-18,48032
2019-03-19,48032
2019-03-20,48032
2019-03-21,48032
2019-03-22,48032
2019-03-23,48032
2019-03-24,48032
2019-03-25,48032
2019-03-26,48032
2019-03-27,48032
2019-03-28,48032
2019-03-29,48032
2019-03-30,48032
2019-03-31,48032
2019-04-01,48032
2019-04-02,48032
2019-04-03,48032
2019-04-04,48032
2019-04-05,48032
2019-04-06,48032
2019-04-07,48032
