date_obj,Moonlight%20mead price
2015-03-26,3500
2015-03-27,3500
2015-03-28,3500
2015-03-29,3500
2015-03-30,3500
2015-03-31,3500
2015-04-01,3500
2015-04-02,3500
2015-04-03,3500
2015-04-04,3500
2015-04-05,3500
2015-04-06,3500
2015-04-07,3500
2015-04-08,3500
2015-04-09,3500
2015-04-10,3334
2015-04-11,3334
2015-04-12,3334
2015-04-13,3334
2015-04-14,3334
2015-04-15,3334
2015-04-16,3334
2015-04-17,3334
2015-04-18,3334
2015-04-19,3334
2015-04-20,3334
2015-04-21,3334
2015-04-22,3334
2015-04-23,3334
2015-04-24,3334
2015-04-25,3334
2015-04-26,3334
2015-04-27,3334
2015-04-28,3334
2015-04-29,3334
2015-04-30,3334
2015-05-01,3334
2015-05-02,3334
2015-05-03,3334
2015-05-04,3334
2015-05-05,3334
2015-05-06,3334
2015-05-07,3334
2015-05-08,3334
2015-05-09,3334
2015-05-10,3334
2015-05-11,3334
2015-05-12,3334
2015-05-13,3334
2015-05-14,3334
2015-05-15,3334
2015-05-16,3334
2015-05-17,3334
2015-05-18,3334
2015-05-19,3334
2015-05-20,3334
2015-05-21,3334
2015-05-22,3334
2015-05-23,3334
2015-05-24,3334
2015-05-25,3334
2015-05-26,3334
2015-05-27,3334
2015-05-28,3179
2015-05-29,3179
2015-05-30,3179
2015-05-31,3179
2015-06-01,3179
2015-06-02,3179
2015-06-03,3179
2015-06-04,3179
2015-06-05,3179
2015-06-06,3179
2015-06-07,3179
2015-06-08,3179
2015-06-09,3179
2015-06-10,3179
2015-06-11,3179
2015-06-12,3179
2015-06-13,3179
2015-06-14,3179
2015-06-15,3179
2015-06-16,3179
2015-06-17,3179
2015-06-18,3179
2015-06-19,3179
2015-06-20,3179
2015-06-21,3179
2015-06-22,3179
2015-06-23,3179
2015-06-24,3179
2015-06-25,3179
2015-06-26,3179
2015-06-27,3179
2015-06-28,3179
2015-06-29,3179
2015-06-30,3040
2015-07-01,3040
2015-07-02,3040
2015-07-03,3040
2015-07-04,3040
2015-07-05,3040
2015-07-06,3040
2015-07-07,3040
2015-07-08,3040
2015-07-09,3040
2015-07-10,3040
2015-07-11,3040
2015-07-12,3040
2015-07-13,3040
2015-07-14,3040
2015-07-15,3040
2015-07-16,3040
2015-07-17,3040
2015-07-18,3040
2015-07-19,3040
2015-07-20,3040
2015-07-21,3040
2015-07-22,3040
2015-07-23,3040
2015-07-24,3040
2015-07-25,3040
2015-07-26,3040
2015-07-27,3040
2015-07-28,3040
2015-07-29,3040
2015-07-30,3040
2015-07-31,3040
2015-08-01,3040
2015-08-02,3040
2015-08-03,2890
2015-08-04,2890
2015-08-05,2890
2015-08-06,2890
2015-08-07,2890
2015-08-08,2890
2015-08-09,2890
2015-08-10,2890
2015-08-11,2890
2015-08-12,2890
2015-08-13,2890
2015-08-14,2890
2015-08-15,2890
2015-08-16,2890
2015-08-17,2890
2015-08-18,2890
2015-08-19,2890
2015-08-20,2890
2015-08-21,2890
2015-08-22,2890
2015-08-23,2890
2015-08-24,2890
2015-08-25,2890
2015-08-26,2890
2015-08-27,2752
2015-08-28,2752
2015-08-29,2752
2015-08-30,2752
2015-08-31,2752
2015-09-01,2752
2015-09-02,2752
2015-09-03,2752
2015-09-04,2752
2015-09-05,2752
2015-09-06,2752
2015-09-07,2752
2015-09-08,2752
2015-09-09,2752
2015-09-10,2752
2015-09-11,2752
2015-09-12,2752
2015-09-13,2752
2015-09-14,2752
2015-09-15,2752
2015-09-16,2752
2015-09-17,2752
2015-09-18,2752
2015-09-19,2752
2015-09-20,2752
2015-09-21,2752
2015-09-22,2752
2015-09-23,2752
2015-09-24,2752
2015-09-25,2752
2015-09-27,2617
2015-09-28,2617
2015-09-29,2617
2015-09-30,2617
2015-10-05,2617
2015-10-06,2617
2015-10-07,2617
2015-10-08,2617
2015-10-09,2617
2015-10-10,2617
2015-10-11,2617
2015-10-12,2617
2015-10-13,2617
2015-10-14,2617
2015-10-15,2617
2015-10-16,2617
2015-10-17,2617
2015-10-18,2617
2015-10-19,2617
2015-10-20,2617
2015-10-22,2617
2015-10-23,2617
2015-10-24,2617
2015-10-25,2617
2015-10-26,2617
2015-10-27,2617
2015-10-29,2617
2015-10-30,2617
2015-10-31,2617
2015-11-01,2617
2015-11-02,2617
2015-11-03,2617
2015-11-04,2487
2015-11-05,2487
2015-11-06,2487
2015-11-07,2487
2015-11-08,2487
2015-11-09,2487
2015-11-10,2487
2015-11-11,2487
2015-11-12,2487
2015-11-13,2487
2015-11-14,2487
2015-11-15,2487
2015-11-16,2487
2015-11-17,2487
2015-11-18,2487
2015-11-19,2487
2015-11-20,2487
2015-11-21,2487
2015-11-22,2487
2015-11-23,2487
2015-11-24,2487
2015-11-25,2487
2015-11-26,2487
2015-11-27,2487
2015-11-28,2487
2015-11-29,2487
2015-11-30,2487
2015-12-01,2487
2015-12-02,2487
2015-12-03,2487
2015-12-04,2487
2015-12-05,2487
2015-12-06,2366
2015-12-07,2366
2015-12-08,2366
2015-12-09,2366
2015-12-10,2366
2015-12-11,2366
2015-12-12,2366
2015-12-13,2366
2015-12-14,2366
2015-12-15,2366
2015-12-16,2366
2015-12-17,2366
2015-12-18,2366
2015-12-19,2366
2015-12-20,2366
2015-12-21,2366
2015-12-22,2366
2015-12-23,2366
2015-12-24,2366
2015-12-25,2366
2015-12-26,2366
2015-12-27,2366
2015-12-28,2366
2015-12-29,2366
2015-12-30,2366
2015-12-31,2366
2016-01-01,2366
2016-01-02,2366
2016-01-03,2366
2016-01-04,2366
2016-01-05,2366
2016-01-06,2366
2016-01-07,2250
2016-01-08,2250
2016-01-09,2250
2016-01-10,2250
2016-01-11,2250
2016-01-12,2250
2016-01-13,2250
2016-01-14,2250
2016-01-15,2250
2016-01-16,2250
2016-01-17,2250
2016-01-18,2250
2016-01-19,2250
2016-01-20,2250
2016-01-21,2250
2016-01-22,2250
2016-01-23,2250
2016-01-24,2250
2016-01-25,2250
2016-01-26,2250
2016-01-27,2250
2016-01-28,2250
2016-01-29,2250
2016-01-30,2250
2016-01-31,2250
2016-02-01,2250
2016-02-02,2250
2016-02-03,2143
2016-02-04,2143
2016-02-05,2143
2016-02-06,2143
2016-02-07,2143
2016-02-08,2143
2016-02-09,2143
2016-02-10,2143
2016-02-11,2143
2016-02-12,2143
2016-02-13,2143
2016-02-14,2143
2016-02-15,2143
2016-02-16,2143
2016-02-17,2143
2016-02-18,2143
2016-02-19,2143
2016-02-20,2143
2016-02-21,2143
2016-02-22,2143
2016-02-23,2143
2016-02-24,2143
2016-02-25,2143
2016-02-26,2143
2016-02-27,2143
2016-02-28,2143
2016-02-29,2143
2016-03-01,2038
2016-03-02,2038
2016-03-03,2038
2016-03-04,2038
2016-03-05,2038
2016-03-06,2038
2016-03-07,2038
2016-03-08,2038
2016-03-09,2038
2016-03-10,2038
2016-03-11,2038
2016-03-12,2038
2016-03-13,2038
2016-03-14,2038
2016-03-15,2038
2016-03-16,2038
2016-03-17,2038
2016-03-18,1939
2016-03-19,1939
2016-03-20,1939
2016-03-21,1939
2016-03-22,1939
2016-03-23,1939
2016-03-24,1939
2016-03-25,1939
2016-03-26,1939
2016-03-27,1939
2016-03-28,1939
2016-03-29,1939
2016-03-30,1939
2016-03-31,1939
2016-04-01,1939
2016-04-02,1939
2016-04-03,1939
2016-04-04,1939
2016-04-05,1844
2016-04-06,1844
2016-04-07,1844
2016-04-08,1844
2016-04-09,1844
2016-04-10,1844
2016-04-11,1844
2016-04-12,1844
2016-04-13,1844
2016-04-14,1844
2016-04-15,1844
2016-04-16,1844
2016-04-17,1844
2016-04-18,1844
2016-04-19,1844
2016-04-20,1844
2016-04-21,1844
2016-04-22,1844
2016-04-23,1844
2016-04-24,1844
2016-04-25,1844
2016-04-26,1759
2016-04-27,1759
2016-04-28,1759
2016-04-29,1759
2016-04-30,1759
2016-05-01,1759
2016-05-02,1759
2016-05-03,1759
2016-05-04,1759
2016-05-05,1759
2016-05-06,1759
2016-05-07,1759
2016-05-08,1759
2016-05-09,1759
2016-05-10,1759
2016-05-11,1759
2016-05-12,1759
2016-05-13,1759
2016-05-14,1674
2016-05-15,1674
2016-05-16,1674
2016-05-17,1674
2016-05-18,1674
2016-05-19,1674
2016-05-22,1674
2016-05-23,1674
2016-05-24,1674
2016-05-25,1674
2016-05-26,1674
2016-05-27,1674
2016-05-28,1674
2016-05-29,1674
2016-05-30,1674
2016-05-31,1674
2016-06-01,1674
2016-06-02,1674
2016-06-03,1595
2016-06-04,1595
2016-06-05,1595
2016-06-06,1595
2016-06-07,1595
2016-06-08,1595
2016-06-09,1595
2016-06-10,1595
2016-06-11,1595
2016-06-12,1595
2016-06-13,1595
2016-06-14,1595
2016-06-15,1595
2016-06-16,1595
2016-06-17,1595
2016-06-18,1595
2016-06-19,1595
2016-06-20,1595
2016-06-21,1595
2016-06-22,1517
2016-06-23,1517
2016-06-24,1517
2016-06-25,1517
2016-06-26,1517
2016-06-27,1517
2016-06-28,1517
2016-06-29,1517
2016-06-30,1517
2016-07-01,1517
