date_obj,Willow%20pyre%20logs price
2015-12-31,1948
2016-01-01,1948
2016-01-02,1948
2016-01-03,1948
2016-01-04,1948
2016-01-05,1948
2016-01-06,1948
2016-01-07,1948
2016-01-08,1948
2016-01-09,1948
2016-01-10,1948
2016-01-11,1948
2016-01-12,1948
2016-01-13,1948
2016-01-14,1948
2016-01-15,1948
2016-01-16,1948
2016-01-17,1948
2016-01-18,1948
2016-01-19,1948
2016-01-20,1948
2016-01-21,1948
2016-01-22,1948
2016-01-23,1948
2016-01-24,1948
2016-01-25,1948
2016-01-26,1948
2016-01-27,1948
2016-01-28,1948
2016-01-29,1948
2016-01-30,1948
2016-01-31,1948
2016-02-01,1948
2016-02-02,1948
2016-02-03,1948
2016-02-04,1948
2016-02-05,1948
2016-02-06,1948
2016-02-07,1948
2016-02-08,1948
2016-02-09,1948
2016-02-10,1948
2016-02-11,1948
2016-02-12,1948
2016-02-13,1948
2016-02-14,1948
2016-02-15,2000
2016-02-16,2000
2016-02-17,2000
2016-02-18,2000
2016-02-19,2000
2016-02-20,2000
2016-02-21,2000
2016-02-22,2000
2016-02-23,2000
2016-02-24,2000
2016-02-25,2000
2016-02-26,2000
2016-02-27,2000
2016-02-28,2000
2016-02-29,2000
2016-03-01,2000
2016-03-02,2000
2016-03-03,2000
2016-03-04,2000
2016-03-05,2000
2016-03-06,2000
2016-03-07,2000
2016-03-08,2000
2016-03-09,2000
2016-03-10,2000
2016-03-11,2000
2016-03-12,2000
2016-03-13,2000
2016-03-14,2000
2016-03-15,2000
2016-03-16,2000
2016-03-17,2000
2016-03-18,2000
2016-03-19,2000
2016-03-20,2000
2016-03-21,2000
2016-03-22,2000
2016-03-23,2000
2016-03-24,2000
2016-03-25,2000
2016-03-26,2000
2016-03-27,2000
2016-03-28,2000
2016-03-29,2000
2016-03-30,2000
2016-03-31,2000
2016-04-01,2000
2016-04-02,2000
2016-04-03,2000
2016-04-04,2000
2016-04-05,2061
2016-04-06,2061
2016-04-07,2061
2016-04-08,2061
2016-04-09,2061
2016-04-10,2061
2016-04-11,2061
2016-04-12,2061
2016-04-13,2061
2016-04-14,2061
2016-04-15,2061
2016-04-16,2061
2016-04-17,2061
2016-04-18,2061
2016-04-19,2061
2016-04-20,2061
2016-04-21,2061
2016-04-22,2061
2016-04-23,2061
2016-04-24,2061
2016-04-25,2061
2016-04-26,2061
2016-04-27,2061
2016-04-28,2061
2016-04-29,2061
2016-04-30,2061
2016-05-01,2061
2016-05-02,2061
2016-05-03,2061
2016-05-04,2061
2016-05-05,2061
2016-05-06,2061
2016-05-07,2061
2016-05-08,2061
2016-05-09,2061
2016-05-10,2061
2016-05-11,2061
2016-05-12,2061
2016-05-13,2061
2016-05-14,2061
2016-05-15,2061
2016-05-16,2061
2016-05-17,2061
2016-05-18,2061
2016-05-19,2061
2016-05-22,2061
2016-05-23,2061
2016-05-24,2061
2016-05-25,2061
2016-05-26,2061
2016-05-27,2121
2016-05-28,2121
2016-05-29,2121
2016-05-30,2121
2016-05-31,2121
2016-06-01,2121
2016-06-02,2121
2016-06-03,2121
2016-06-04,2121
2016-06-05,2121
2016-06-06,2121
2016-06-07,2121
2016-06-08,2121
2016-06-09,2121
2016-06-10,2121
2016-06-11,2121
2016-06-12,2121
2016-06-13,2121
2016-06-14,2121
2016-06-15,2121
2016-06-16,2121
2016-06-17,2121
2016-06-18,2121
2016-06-19,2121
2016-06-20,2121
2016-06-21,2121
2016-06-22,2121
2016-06-23,2121
2016-06-24,2121
2016-06-25,2121
2016-06-26,2121
2016-06-27,2121
2016-06-28,2121
2016-06-29,2121
2016-06-30,2121
2016-07-01,2121
2016-07-02,2121
2016-07-03,2121
2016-07-04,2121
2016-07-05,2121
2016-07-06,2121
2016-07-07,2121
2016-07-08,2121
2016-07-09,2185
2016-07-10,2185
2016-07-11,2185
2016-07-12,2185
2016-07-13,2185
2016-07-14,2185
2016-07-15,2185
2016-07-16,2185
2016-07-17,2185
2016-07-18,2185
2016-07-24,2185
2016-07-25,2185
2016-07-26,2185
2016-07-27,2185
2016-07-28,2185
2016-07-29,2185
2016-07-30,2185
2016-07-31,2185
2016-08-01,2185
2016-08-02,2185
2016-08-03,2185
2016-08-04,2185
2016-08-05,2185
2016-08-06,2185
2016-08-07,2185
2016-08-08,2185
2016-08-09,2185
2016-08-10,2185
2016-08-11,2185
2016-08-12,2185
2016-08-13,2185
2016-08-14,2185
2016-08-15,2185
2016-08-16,2185
2016-08-17,2241
2016-08-18,2241
2016-08-19,2241
2016-08-20,2241
2016-08-21,2241
2016-08-22,2241
2016-08-23,2241
2016-08-24,2241
2016-08-25,2241
2016-08-26,2241
2016-08-28,2241
2016-08-31,2241
2016-09-01,2241
2016-09-02,2241
2016-09-03,2241
2016-09-04,2241
2016-09-05,2241
2016-09-06,2241
2016-09-07,2241
2016-09-08,2241
2016-09-09,2241
2016-09-10,2241
2016-09-11,2241
2016-09-12,2241
2016-09-13,2241
2016-09-14,2241
2016-09-15,2241
2016-09-16,2241
2016-09-17,2241
2016-09-18,2241
2016-09-19,2241
2016-09-20,2241
2016-09-21,2241
2016-09-22,2241
2016-09-23,2241
2016-09-24,2241
2016-09-25,2241
2016-09-26,2241
2016-09-27,2315
2016-09-28,2315
2016-09-29,2315
2016-09-30,2315
2016-10-01,2315
2016-10-02,2315
2016-10-03,2315
2016-10-04,2315
2016-10-05,2315
2016-10-06,2315
2016-10-07,2315
2016-10-08,2315
2016-10-09,2315
2016-10-10,2315
2016-10-11,2315
2016-10-12,2315
2016-10-13,2315
2016-10-14,2315
2016-10-15,2315
2016-10-16,2315
2016-10-17,2315
2016-10-18,2315
2016-10-19,2315
2016-10-20,2315
2016-10-21,2315
2016-10-22,2315
2016-10-23,2315
2016-10-24,2315
2016-10-25,2315
2016-10-26,2315
2016-10-27,2315
2016-10-28,2315
2016-10-29,2315
2016-10-30,2315
2016-10-31,2315
2016-11-01,2315
2016-11-02,2315
2016-11-03,2315
2016-11-04,2315
2016-11-05,2315
2016-11-06,2315
2016-11-07,2315
2016-11-08,2315
2016-11-09,2315
2016-11-10,2315
2016-11-11,2315
2016-11-12,2315
2016-11-13,2315
2016-11-14,2315
2016-12-08,2377
2016-12-09,2377
2016-12-10,2377
2016-12-11,2377
2016-12-12,2377
2016-12-13,2377
2016-12-14,2377
2016-12-15,2377
2016-12-16,2377
2016-12-17,2377
2016-12-18,2377
2016-12-19,2377
2016-12-20,2377
2016-12-21,2377
2016-12-22,2377
2016-12-23,2377
2016-12-24,2377
2016-12-25,2377
2016-12-26,2377
2016-12-27,2377
2016-12-28,2377
2016-12-29,2377
2016-12-30,2377
2016-12-31,2377
2017-01-01,2377
2017-01-02,2377
2017-01-03,2446
2017-01-04,2446
2017-01-05,2446
2017-01-06,2446
2017-01-07,2446
2017-01-08,2446
2017-01-09,2446
2017-01-10,2446
2017-01-11,2446
2017-01-12,2446
2017-01-13,2446
2017-01-14,2446
2017-01-15,2446
2017-01-16,2446
2017-01-17,2446
2017-01-18,2446
2017-01-19,2446
2017-01-20,2446
2017-01-21,2446
2017-01-22,2446
2017-01-27,2446
2017-01-28,2446
2017-01-29,2446
2017-01-30,2446
2017-01-31,2446
2017-02-01,2446
2017-02-02,2446
2017-02-03,2446
2017-02-04,2446
2017-02-05,2446
2017-02-06,2446
2017-02-07,2446
2017-02-08,2446
2017-02-09,2423
2017-02-10,2423
2017-02-11,2423
2017-02-12,2423
2017-02-13,2423
2017-02-14,2423
2017-02-15,2423
2017-02-16,2423
2017-02-18,2423
2017-02-19,2423
2017-02-20,2423
2017-02-21,2423
2017-02-22,2423
2017-02-23,2423
2017-02-24,2423
2017-02-25,2423
2017-02-26,2423
2017-02-27,2423
2017-02-28,2423
2017-03-01,2423
2017-03-02,2423
2017-03-03,2423
2017-03-04,2423
2017-03-05,2423
2017-03-06,2423
2017-03-07,2423
2017-03-08,2423
2017-03-09,2423
2017-03-10,2423
2017-03-11,2423
2017-03-12,2423
2017-03-13,2423
2017-03-14,2423
2017-03-15,2382
2017-03-16,2382
2017-03-17,2382
2017-03-18,2382
2017-03-19,2382
2017-03-20,2382
2017-03-21,2382
2017-03-22,2382
2017-03-23,2382
2017-03-24,2382
2017-03-25,2382
2017-03-26,2382
2017-03-27,2382
2017-03-28,2382
2017-03-29,2382
2017-03-30,2382
2017-03-31,2382
2017-04-01,2382
2017-04-02,2382
2017-04-03,2382
2017-04-04,2382
2017-04-12,2382
2017-04-13,2382
2017-04-14,2382
2017-04-15,2382
2017-04-16,2382
2017-04-17,2382
2017-04-18,2382
2017-04-19,2382
2017-04-20,2382
2017-04-21,2382
2017-04-22,2382
2017-04-23,2309
2017-04-24,2309
2017-04-25,2309
2017-04-26,2309
2017-04-27,2309
2017-04-28,2309
2017-04-29,2309
2017-04-30,2309
2017-05-01,2309
2017-05-02,2309
2017-05-03,2309
2017-05-04,2309
2017-05-05,2309
2017-05-06,2309
2017-05-07,2309
2017-05-08,2309
2017-05-09,2309
2017-05-10,2309
2017-05-11,2309
2017-05-12,2309
2017-05-13,2309
2017-05-14,2309
2017-05-15,2309
2017-05-16,2309
2017-05-17,2309
2017-05-18,2309
2017-05-19,2309
2017-05-20,2309
2017-05-21,2309
2017-05-22,2309
2017-05-23,2309
2017-05-24,2309
2017-05-25,2309
2017-05-26,2309
2017-05-27,2309
2017-05-28,2309
2017-05-29,2309
2017-05-30,2309
2017-05-31,2309
2017-06-01,2309
2017-06-02,2309
2017-06-03,2309
2017-06-06,2318
2017-06-07,2318
2017-06-08,2318
2017-06-09,2318
2017-06-10,2318
2017-06-11,2318
2017-06-12,2318
2017-06-13,2318
2017-06-14,2318
2017-06-15,2318
2017-06-16,2318
2017-06-17,2318
2017-06-18,2318
2017-06-19,2318
2017-06-20,2318
2017-06-21,2318
2017-06-22,2318
2017-06-23,2318
2017-06-24,2318
2017-06-25,2318
2017-06-26,2318
2017-06-27,2318
2017-06-28,2318
2017-06-29,2318
2017-06-30,2318
2017-07-01,2318
2017-07-02,2318
2017-07-03,2318
2017-07-04,2318
2017-07-05,2318
2017-07-06,2318
2017-07-07,2318
2017-07-08,2318
2017-07-13,2318
2017-07-14,2318
2017-07-15,2318
2017-07-16,2318
2017-07-17,2318
2017-07-18,2318
2017-07-19,2318
2017-07-20,2254
2017-07-21,2254
2017-07-22,2254
2017-07-23,2254
2017-07-24,2254
2017-07-25,2254
2017-07-26,2254
2017-07-27,2254
2017-07-28,2254
2017-07-29,2254
2017-07-30,2254
2017-07-31,2254
2017-08-01,2254
2017-08-02,2254
2017-08-03,2254
2017-08-04,2254
2017-08-05,2254
2017-08-06,2254
2017-08-09,2254
2017-08-10,2254
2017-08-11,2254
2017-08-12,2254
2017-08-13,2254
2017-08-14,2254
2017-08-15,2254
2017-08-16,2254
2017-08-17,2254
2017-08-18,2254
2017-08-19,2254
2017-08-20,2254
2017-08-21,2254
2017-08-22,2254
2017-08-23,2254
2017-08-24,2254
2017-08-25,2254
2017-08-26,2254
2017-08-27,2254
2017-08-28,2254
2017-08-29,2206
2017-08-30,2206
2017-08-31,2206
2017-09-01,2206
2017-09-02,2206
2017-09-03,2206
2017-09-04,2206
2017-09-05,2206
2017-09-06,2206
2017-09-07,2206
2017-09-08,2206
2017-09-09,2206
2017-09-10,2206
2017-09-11,2206
2017-09-12,2206
2017-09-13,2206
2017-09-14,2206
2017-09-15,2206
2017-09-16,2206
2017-09-17,2206
2017-09-18,2206
2017-09-19,2206
2017-09-20,2206
2017-09-21,2206
2017-09-22,2206
2017-09-23,2206
2017-09-24,2206
2017-09-25,2206
2017-09-26,2206
2017-09-27,2206
2017-09-28,2206
2017-09-29,2206
2017-09-30,2206
2017-10-01,2206
2017-10-02,2206
2017-10-03,2206
2017-10-04,2206
2017-10-05,2206
2017-10-06,2206
2017-10-07,2206
2017-10-08,2162
2017-10-09,2162
2017-10-10,2162
2017-10-11,2162
2017-10-12,2162
2017-10-13,2162
2017-10-14,2162
2017-10-15,2162
2017-10-16,2162
2017-10-17,2162
2017-10-18,2162
2017-10-19,2162
2017-10-20,2162
2017-10-21,2162
2017-10-22,2162
2017-10-23,2162
2017-10-24,2162
2017-10-25,2162
2017-10-26,2162
2017-10-27,2162
2017-10-28,2162
2017-10-29,2162
2017-10-30,2162
2017-10-31,2162
2017-11-01,2162
2017-11-02,2162
2017-11-03,2162
2017-11-04,2162
2017-11-05,2162
2017-11-06,2162
2017-11-07,2162
2017-11-08,2162
2017-11-09,2162
2017-11-10,2162
2017-11-11,2162
2017-11-12,2162
2017-11-13,2162
2017-11-14,2162
2017-11-15,2162
2017-11-16,2162
2017-11-17,2162
2017-11-18,2162
2017-11-19,2162
2017-11-20,2162
2017-11-21,2127
2017-11-22,2127
2017-11-23,2127
2017-11-24,2127
2017-11-25,2127
2017-11-26,2127
2017-11-27,2127
2017-11-28,2127
2017-11-29,2127
2017-11-30,2127
2017-12-01,2127
2017-12-02,2127
2017-12-03,2127
2017-12-04,2127
2017-12-05,2127
2017-12-06,2127
2017-12-07,2127
2017-12-08,2127
2017-12-09,2127
2017-12-10,2127
2017-12-11,2127
2017-12-12,2127
2017-12-13,2127
2017-12-14,2127
2017-12-15,2127
2017-12-16,2127
2017-12-17,2127
2017-12-18,2127
2017-12-19,2127
2017-12-20,2127
2017-12-21,2127
2017-12-22,2127
2017-12-23,2127
2017-12-24,2127
2017-12-25,2127
2017-12-26,2127
2017-12-27,2127
2017-12-28,2127
2017-12-29,2127
2017-12-30,2127
2017-12-31,2127
2018-01-01,2127
2018-01-02,2127
2018-01-03,2127
2018-01-04,2058
2018-01-05,2058
2018-01-06,2058
2018-01-07,2058
2018-01-08,2058
2018-01-09,2058
2018-01-10,2058
2018-01-11,2058
2018-01-12,2058
2018-01-13,2058
2018-01-14,2058
2018-01-15,2058
2018-01-16,2058
2018-01-17,2058
2018-01-18,2058
2018-01-19,2058
2018-01-20,2058
2018-01-21,2058
2018-01-22,2058
2018-01-23,2058
2018-01-24,2058
2018-01-25,2058
2018-01-26,1971
2018-01-27,1971
2018-01-28,1971
2018-01-29,1971
2018-01-30,1971
2018-02-01,1971
2018-02-02,1971
2018-02-03,1971
2018-02-04,1971
2018-02-05,1971
2018-02-06,1971
2018-02-07,1971
2018-02-08,1971
2018-02-09,1971
2018-02-10,1971
2018-02-11,1971
2018-02-12,1971
2018-02-13,1971
2018-02-14,1971
2018-02-15,1971
2018-02-16,1971
2018-02-17,2007
2018-02-18,2007
2018-02-19,2007
2018-02-20,2007
2018-02-21,2007
2018-02-22,2007
2018-02-23,2007
2018-02-24,2007
2018-02-25,2007
2018-02-26,2007
2018-02-27,2007
2018-02-28,2007
2018-03-01,2007
2018-03-02,2007
2018-03-03,2007
2018-03-04,2007
2018-03-05,2007
2018-03-06,2007
2018-03-07,2027
2018-03-08,2027
2018-03-09,2027
2018-03-10,2027
2018-03-11,2027
2018-03-12,2027
2018-03-13,2027
2018-03-14,2027
2018-03-15,2027
2018-03-16,2027
2018-03-17,2027
2018-03-18,2027
2018-03-20,2027
2018-03-21,2027
2018-03-23,2027
2018-03-24,2027
2018-03-26,2027
2018-03-27,2027
2018-03-28,2027
2018-03-29,2027
2018-03-30,2027
2018-03-31,2005
2018-04-01,2005
2018-04-02,2005
2018-04-03,2005
2018-04-04,2005
2018-04-05,2005
2018-04-06,2005
2018-04-08,2005
2018-04-09,2005
2018-04-10,2005
2018-04-11,2005
2018-04-12,2005
2018-04-13,2005
2018-04-14,2005
2018-04-16,2005
2018-04-17,2005
2018-04-18,2005
2018-04-19,2005
2018-04-20,2005
2018-04-21,2005
2018-04-22,2005
2018-04-23,2005
2018-04-24,2005
2018-04-25,2005
2018-04-26,2005
2018-04-27,2005
2018-04-28,2005
2018-04-29,1924
2018-04-30,1924
2018-05-02,1924
2018-05-03,1924
2018-05-04,1924
2018-05-05,1924
2018-05-06,1924
2018-05-07,1924
2018-05-08,1924
2018-05-09,1924
2018-05-10,1924
2018-05-11,1924
2018-05-12,1924
2018-05-13,1924
2018-05-14,1924
2018-05-15,1924
2018-05-16,1924
2018-05-17,1924
2018-05-18,1924
2018-05-19,1924
2018-05-20,1924
2018-05-21,1827
2018-05-22,1827
2018-05-23,1827
2018-05-24,1827
2018-05-25,1827
2018-05-26,1827
2018-05-27,1827
2018-05-28,1827
2018-05-29,1827
2018-05-30,1827
2018-05-31,1827
2018-06-01,1827
2018-06-02,1827
2018-06-03,1827
2018-06-04,1827
2018-06-05,1827
2018-06-06,1827
2018-06-07,1827
2018-06-08,1827
2018-06-09,1827
2018-06-10,1827
2018-06-11,1827
2018-06-12,1911
2018-06-13,1911
2018-06-14,1911
2018-06-15,1911
2018-06-16,1911
2018-06-17,1911
2018-06-18,1911
2018-06-19,1911
2018-06-20,1911
2018-06-21,1911
2018-06-22,1911
2018-06-23,1911
2018-06-24,1911
2018-06-25,1911
2018-06-26,1911
2018-06-27,1911
2018-06-28,1911
2018-06-29,1911
2018-06-30,1911
2018-07-01,1911
2018-07-02,1911
2018-07-03,1911
2018-07-04,1911
2018-07-05,1911
2018-07-06,1980
2018-07-07,1980
2018-07-08,1980
2018-07-09,1980
2018-07-10,1980
2018-07-11,1980
2018-07-12,1980
2018-07-13,1980
2018-07-14,1980
2018-07-15,1980
2018-07-16,1980
2018-07-17,1980
2018-07-18,1980
2018-07-19,1980
2018-07-20,1980
2018-07-21,1980
2018-07-22,1980
2018-07-23,1980
2018-07-24,1980
2018-07-25,1980
2018-07-26,1980
2018-07-27,2046
2018-07-28,2046
2018-07-29,2046
2018-07-30,2046
2018-07-31,2046
2018-08-01,2046
2018-08-02,2046
2018-08-03,2046
2018-08-04,2046
2018-08-05,2046
2018-08-06,2046
2018-08-07,2046
2018-08-08,2046
2018-08-09,2046
2018-08-10,2046
2018-08-11,2046
2018-08-12,2046
2018-08-14,2046
2018-08-16,2001
2018-08-17,2001
2018-08-18,2001
2018-08-19,2001
2018-08-20,2001
2018-08-21,2001
2018-08-22,2001
2018-08-23,2001
2018-08-24,2001
2018-08-25,2001
2018-08-26,2001
2018-08-27,2001
2018-08-28,2001
2018-08-29,2001
2018-08-30,2001
2018-08-31,2001
2018-09-01,1920
2018-09-02,1920
2018-09-03,1920
2018-09-04,1920
2018-09-05,1920
2018-09-06,1920
2018-09-07,1920
2018-09-08,1920
2018-09-09,1920
2018-09-10,1920
2018-09-11,1920
2018-09-12,1920
2018-09-13,1920
2018-09-14,1920
2018-09-15,1920
2018-09-16,1920
2018-09-17,1920
2018-09-18,1833
2018-09-19,1833
2018-09-20,1833
2018-09-21,1833
2018-09-22,1833
2018-09-23,1833
2018-09-24,1833
2018-09-25,1833
2018-09-26,1833
2018-09-27,1833
2018-09-28,1833
2018-09-29,1833
2018-09-30,1833
2018-10-02,1833
2018-10-03,1833
2018-10-04,1833
2018-10-05,1833
2018-10-06,1802
2018-10-07,1802
2018-10-08,1802
2018-10-09,1802
2018-10-10,1802
2018-10-11,1802
2018-10-12,1802
2018-10-13,1802
2018-10-14,1802
2018-10-15,1802
2018-10-16,1802
2018-10-17,1802
2018-10-18,1802
2018-10-19,1802
2018-10-20,1802
2018-10-21,1802
2018-10-22,1802
2018-10-23,1802
2018-10-24,1802
2018-10-25,1802
2018-10-26,1808
2018-10-27,1808
2018-10-28,1808
2018-10-29,1808
2018-10-30,1808
2018-10-31,1808
2018-11-01,1808
2018-11-03,1808
2018-11-04,1808
2018-11-05,1808
2018-11-06,1808
2018-11-07,1808
2018-11-08,1808
2018-11-09,1740
2018-11-10,1740
2018-11-11,1740
2018-11-12,1740
2018-11-13,1740
2018-11-14,1740
2018-11-15,1740
2018-11-16,1740
2018-11-17,1740
2018-11-18,1727
2018-11-19,1727
2018-11-20,1727
2018-11-21,1727
2018-11-22,1727
2018-11-23,1727
2018-11-24,1727
2018-11-25,1727
2018-11-26,1727
2018-11-27,1727
2018-11-28,1671
2018-12-01,1671
2018-12-02,1671
2018-12-03,1671
2018-12-04,1671
2018-12-05,1671
2018-12-07,1617
2018-12-09,1617
2018-12-10,1617
2018-12-11,1617
2018-12-12,1617
2018-12-13,1617
2018-12-14,1617
2018-12-15,1617
2018-12-16,1590
2018-12-17,1590
2018-12-18,1590
2018-12-19,1590
2018-12-20,1590
2018-12-21,1590
2018-12-22,1590
2018-12-23,1590
2018-12-24,1590
2018-12-25,1590
2018-12-26,1590
2018-12-27,1525
2018-12-28,1525
2018-12-29,1525
2018-12-30,1525
2018-12-31,1525
2019-01-01,1525
2019-01-02,1525
2019-01-03,1525
2019-01-04,1525
2019-01-05,1525
2019-01-06,1525
2019-01-08,1497
2019-01-10,1497
2019-01-11,1497
2019-01-12,1497
2019-01-13,1497
2019-01-14,1497
2019-01-15,1497
2019-01-16,1445
2019-01-17,1445
2019-01-18,1445
2019-01-19,1445
2019-01-20,1445
2019-01-21,1445
2019-01-22,1445
2019-01-23,1445
2019-01-24,1445
2019-01-25,1445
2019-01-26,1445
2019-01-27,1406
2019-01-28,1406
2019-01-29,1406
2019-01-30,1406
2019-01-31,1406
2019-02-01,1406
2019-02-02,1406
2019-02-03,1406
2019-02-04,1406
2019-02-05,1378
2019-02-06,1378
2019-02-07,1378
2019-02-08,1378
2019-02-09,1378
2019-02-10,1378
2019-02-11,1378
2019-02-12,1378
2019-02-13,1378
2019-02-14,1378
2019-02-15,1378
2019-02-16,1395
2019-02-17,1395
2019-02-18,1395
2019-02-19,1395
2019-02-20,1395
2019-02-21,1395
2019-02-22,1395
2019-02-23,1395
2019-02-24,1395
2019-02-25,1395
2019-02-26,1395
2019-02-27,1395
2019-02-28,1395
2019-03-01,1395
2019-03-02,1395
2019-03-03,1395
2019-03-04,1395
2019-03-05,1395
2019-03-06,1395
2019-03-07,1395
2019-03-08,1395
2019-03-09,1395
2019-03-10,1395
2019-03-11,1395
2019-03-12,1399
2019-03-13,1399
2019-03-14,1399
2019-03-15,1399
2019-03-16,1399
2019-03-17,1399
2019-03-18,1399
2019-03-19,1399
2019-03-20,1399
2019-03-21,1399
2019-03-22,1399
2019-03-23,1399
2019-03-24,1399
2019-03-25,1398
2019-03-26,1398
2019-03-27,1398
2019-03-28,1398
2019-03-29,1398
2019-03-30,1398
2019-03-31,1398
2019-04-01,1398
2019-04-02,1398
2019-04-03,1398
2019-04-04,1398
2019-04-05,1398
2019-04-06,1398
2019-04-07,1398
2019-04-08,1398
