date_obj,Bandos%20robe%20top price
2019-03-21,89230
2019-03-22,90661
2019-03-23,91404
2019-03-24,91283
2019-03-25,91283
2019-03-26,90248
2019-03-27,90248
2019-03-28,92834
2019-03-29,94102
2019-03-30,94102
2019-03-31,94488
2019-04-01,92535
2019-04-02,91455
2019-04-03,91878
2019-04-04,94077
2019-04-05,95541
2019-04-06,95426
2019-04-07,96040
2019-04-08,95637
2019-04-09,95027
2019-04-10,94775
2019-04-11,92809
2019-04-12,91422
2019-04-13,91023
2019-04-14,86684
2019-04-15,82349
2019-04-16,79286
2019-04-17,75720
2019-04-18,72288
2019-04-19,69301
2019-04-20,67394
2019-04-21,66298
2019-04-22,65133
2019-04-23,63942
2019-04-24,62769
2019-04-25,61474
2019-04-26,61459
2019-04-27,61701
2019-04-28,59983
2019-04-29,60554
2019-04-30,60841
2019-05-01,60310
2019-05-02,59382
2019-05-03,57353
2019-05-04,57279
2019-05-05,56969
2019-05-06,56799
2019-05-07,56414
2019-05-08,57357
2019-05-09,58478
2019-05-10,60630
2019-05-11,61837
2019-05-12,63454
2019-05-13,64393
2019-05-14,65699
2019-05-15,65956
2019-05-16,66614
2019-05-17,66985
2019-05-18,68582
2019-05-19,70859
2019-05-20,74362
2019-05-21,77458
2019-05-22,79864
2019-05-23,81577
2019-05-24,83437
2019-05-25,86025
2019-05-26,88167
2019-05-27,90837
2019-05-28,92065
2019-05-29,93739
2019-05-30,92954
2019-05-31,94256
2019-06-01,93098
2019-06-02,95910
2019-06-03,98314
2019-06-04,99417
2019-06-05,101925
2019-06-06,104350
2019-06-07,102074
2019-06-08,98923
2019-06-09,96812
2019-06-10,96812
2019-06-11,94806
2019-06-12,94145
2019-06-13,94910
2019-06-14,95323
2019-06-15,95323
2019-06-16,96469
2019-06-17,94997
2019-06-18,96253
2019-06-19,95789
2019-06-20,96397
2019-06-21,95616
2019-06-22,96760
2019-06-23,95903
2019-06-24,93736
2019-06-25,93507
2019-06-26,94147
2019-06-27,95160
2019-06-28,95160
2019-06-29,94438
2019-06-30,92529
2019-07-01,92529
2019-07-02,90370
2019-07-03,88859
2019-07-04,87156
2019-07-05,85948
2019-07-06,86731
2019-07-07,87873
2019-07-08,86953
2019-07-09,84098
2019-07-10,82623
2019-07-11,81660
2019-07-12,80789
2019-07-13,80789
2019-07-14,81272
2019-07-15,81272
2019-07-16,82537
2019-07-17,82131
2019-07-18,81541
2019-07-19,82552
2019-07-20,83966
2019-07-21,85347
2019-07-22,86678
2019-07-23,85830
2019-07-24,85830
2019-07-25,85661
2019-07-26,87684
2019-07-27,89697
2019-07-28,90969
2019-07-29,91924
2019-07-30,92432
2019-07-31,92057
2019-08-01,91475
2019-08-02,92483
2019-08-03,93792
2019-08-04,96648
2019-08-05,97750
2019-08-06,99159
2019-08-07,100778
2019-08-08,100778
2019-08-09,101551
2019-08-10,100195
2019-08-11,100195
2019-08-12,98897
2019-08-13,97747
2019-08-14,98785
2019-08-15,98570
2019-08-16,99025
2019-08-17,99025
2019-08-18,100983
2019-08-19,105128
2019-08-20,106065
2019-08-21,107567
2019-08-22,108570
2019-08-23,108570
2019-08-24,112930
2019-08-24,112930
2019-08-25,112930
2019-08-25,112930
2019-08-26,116193
2019-08-27,119662
2019-08-27,119662
2019-08-28,120442
2019-08-29,120258
2019-08-30,118698
2019-08-31,118698
2019-09-01,118089
2019-09-02,118089
2019-09-03,116019
2019-09-04,113735
2019-09-05,112462
2019-09-06,112462
2019-09-07,111562
2019-09-08,110934
2019-09-09,110934
2019-09-10,110960
2019-09-11,109565
2019-09-12,108319
2019-09-13,104895
2019-09-14,104321
2019-09-15,99104
2019-09-16,95581
2019-09-17,93479
2019-09-18,93281
2019-09-19,93702
2019-09-20,94116
2019-09-21,95533
2019-09-22,93937
2019-09-23,93724
2019-09-24,93724
2019-09-25,93441
2019-09-26,92315
2019-09-27,90380
2019-09-28,88632
2019-09-29,91837
2019-09-30,95277
2019-10-01,97133
2019-10-02,97133
2019-10-03,97777
2019-10-04,100745
2019-10-05,101412
2019-10-06,102901
2019-10-07,104464
2019-10-08,105275
2019-10-09,105275
2019-10-10,105021
2019-10-11,105021
2019-10-12,100300
2019-10-13,96007
2019-10-14,95048
2019-10-15,95048
2019-10-16,94023
2019-10-17,94023
2019-10-18,91328
2019-10-19,89473
2019-10-20,89247
2019-10-21,89247
2019-10-22,89677
2019-10-23,87145
2019-10-24,85246
2019-10-25,84307
2019-10-26,82324
2019-10-27,82233
2019-10-28,81013
2019-10-29,81013
2019-10-30,78226
2019-10-31,79137
2019-11-01,78899
2019-11-02,76948
2019-11-03,76015
2019-11-04,74254
2019-11-05,74254
2019-11-06,72259
2019-11-07,71166
2019-11-08,70329
2019-11-09,69637
2019-11-10,69812
2019-11-11,70138
2019-11-12,71085
2019-11-13,72214
2019-11-14,73695
2019-11-15,73748
2019-11-16,76581
2019-11-17,76581
2019-11-18,78519
2019-11-19,81661
2019-11-20,83401
2019-11-21,83401
2019-11-22,86153
2019-11-23,88296
2019-11-24,89889
2019-11-25,89451
2019-11-26,88215
2019-11-27,88215
2019-11-28,88753
2019-11-29,90942
2019-11-30,89963
2019-12-01,91463
2019-12-02,92461
2019-12-03,95168
2019-12-04,99855
2019-12-05,99855
2019-12-06,102766
2019-12-07,104685
2019-12-08,104685
2019-12-09,106733
2019-12-10,110221
2019-12-11,115221
2019-12-12,117094
2019-12-13,117673
2019-12-14,119067
2019-12-15,119783
2019-12-16,121170
2019-12-17,119700
2019-12-18,119700
2019-12-19,120076
2019-12-20,120095
2019-12-21,120226
2019-12-22,120350
2019-12-23,122246
2019-12-24,125044
2019-12-25,128225
2019-12-26,128225
2019-12-27,130999
2019-12-28,132223
2019-12-29,132223
2019-12-30,133742
2019-12-31,134435
2020-01-01,133818
2020-01-02,133623
2020-01-03,133623
2020-01-04,132974
2020-01-05,134532
2020-01-06,132452
2020-01-07,129551
2020-01-08,129551
2020-01-09,128320
2020-01-10,126049
2020-01-11,125869
2020-01-12,126127
2020-01-13,126127
2020-01-14,127381
2020-01-15,129043
2020-01-16,130035
2020-01-17,131479
2020-01-18,133385
2020-01-19,134566
2020-01-20,134639
2020-01-21,134639
2020-01-22,135439
2020-01-23,136184
2020-01-24,137079
2020-01-25,142663
2020-01-26,145916
2020-01-27,144742
2020-01-28,145286
2020-01-29,144486
2020-01-30,142904
2020-01-31,147923
2020-02-01,153056
2020-02-02,159881
2020-02-03,161427
2020-02-04,164978
2020-02-05,166880
2020-02-06,167989
2020-02-07,169553
2020-02-08,168663
2020-02-09,166335
2020-02-10,162579
2020-02-11,160870
2020-02-12,159438
2020-02-13,156089
2020-02-14,154020
2020-02-15,155834
2020-02-16,160596
2020-02-17,161187
2020-02-18,160161
2020-02-19,159791
2020-02-20,157838
2020-02-21,157838
2020-02-22,157455
2020-02-23,156566
2020-02-24,156906
2020-02-25,153330
2020-02-26,149252
2020-02-27,151177
2020-02-28,147812
2020-02-29,147812
2020-03-01,142896
2020-03-02,144661
2020-03-03,140497
2020-03-04,140497
2020-03-05,138987
2020-03-06,139454
2020-03-07,141727
2020-03-08,144001
2020-03-09,145035
2020-03-10,147725
2020-03-11,152213
2020-03-12,149777
2020-03-13,149642
2020-03-14,155133
2020-03-15,159229
2020-03-16,162641
2020-03-17,165894
2020-03-18,166585
2020-03-19,166304
2020-03-20,164237
2020-03-21,166741
2020-03-22,166145
2020-03-23,165884
2020-03-24,166034
2020-03-25,168480
2020-03-26,169909
2020-03-27,168903
2020-03-28,169086
2020-03-29,171493
2020-03-30,173030
2020-03-31,173771
2020-04-01,174091
2020-04-02,175022
2020-04-03,180167
2020-04-04,182413
2020-04-05,181938
2020-04-06,184879
2020-04-07,185507
2020-04-08,185006
2020-04-09,183459
2020-04-10,183300
2020-04-11,179839
2020-04-12,179776
2020-04-13,181281
2020-04-14,182179
2020-04-15,184670
2020-04-16,185048
2020-04-17,186571
2020-04-18,189796
2020-04-19,187344
2020-04-20,188415
2020-04-21,191581
2020-04-22,193329
2020-04-23,190709
2020-04-24,190268
2020-04-25,191998
2020-04-26,192023
2020-04-27,194241
2020-04-28,197332
2020-04-29,197703
2020-04-30,197135
2020-05-01,195564
2020-05-02,195828
2020-05-03,193922
2020-05-04,191424
2020-05-05,192245
2020-05-06,196696
2020-05-07,202217
2020-05-08,209290
2020-05-09,211370
2020-05-10,217191
2020-05-11,220301
2020-05-12,223553
2020-05-13,227873
