date_obj,Black%20dragonhide price
2016-05-08,3206
2016-05-09,3210
2016-05-10,3278
2016-05-11,3290
2016-05-12,3233
2016-05-13,3319
2016-05-14,3273
2016-05-15,3249
2016-05-16,3188
2016-05-17,3306
2016-05-18,3404
2016-05-19,3311
2016-05-22,3371
2016-05-23,3387
2016-05-24,3411
2016-05-25,3356
2016-05-26,3500
2016-05-27,3559
2016-05-28,3504
2016-05-29,3483
2016-05-30,3519
2016-05-31,3453
2016-06-01,3422
2016-06-02,3431
2016-06-03,3448
2016-06-04,3410
2016-06-05,3294
2016-06-06,3265
2016-06-07,3306
2016-06-08,3302
2016-06-09,3311
2016-06-10,3346
2016-06-11,3252
2016-06-12,3204
2016-06-13,3273
2016-06-14,3273
2016-06-15,3280
2016-06-16,3277
2016-06-17,3298
2016-06-18,3380
2016-06-19,3370
2016-06-20,3344
2016-06-21,3348
2016-06-22,3352
2016-06-23,3374
2016-06-24,3406
2016-06-25,3372
2016-06-26,3336
2016-06-27,3354
2016-06-28,3349
2016-06-29,3267
2016-06-30,3211
2016-07-01,3289
2016-07-02,3321
2016-07-03,3342
2016-07-04,3355
2016-07-05,3367
2016-07-06,3386
2016-07-07,3342
2016-07-08,3389
2016-07-09,3459
2016-07-10,3409
2016-07-11,3442
2016-07-12,3515
2016-07-13,3506
2016-07-14,3455
2016-07-15,3475
2016-07-16,3534
2016-07-17,3498
2016-07-18,3480
2016-07-23,3574
2016-07-24,3564
2016-07-25,3479
2016-07-26,3462
2016-07-27,3465
2016-07-28,3449
2016-07-29,3428
2016-07-30,3421
2016-07-31,3315
2016-08-01,3326
2016-08-02,3354
2016-08-03,3396
2016-08-04,3429
2016-08-05,3409
2016-08-06,3397
2016-08-07,3389
2016-08-08,3408
2016-08-09,3368
2016-08-10,3408
2016-08-11,3419
2016-08-12,3381
2016-08-13,3409
2016-08-14,3357
2016-08-15,3352
2016-08-16,3373
2016-08-17,3384
2016-08-18,3376
2016-08-19,3368
2016-08-20,3380
2016-08-21,3404
2016-08-22,3433
2016-08-23,3454
2016-08-24,3495
2016-08-25,3622
2016-08-26,3623
2016-08-28,3729
2016-08-31,3425
2016-09-01,3459
2016-09-02,3516
2016-09-03,3477
2016-09-04,3435
2016-09-05,3380
2016-09-06,3488
2016-09-07,3590
2016-09-08,3544
2016-09-09,3521
2016-09-10,3403
2016-09-11,3291
2016-09-12,3371
2016-09-13,3480
2016-09-14,3461
2016-09-15,3418
2016-09-16,3389
2016-09-17,3394
2016-09-18,3383
2016-09-19,3415
2016-09-20,3425
2016-09-21,3416
2016-09-22,3456
2016-09-23,3457
2016-09-24,3447
2016-09-25,3468
2016-09-26,3471
2016-09-27,3435
2016-09-28,3434
2016-09-29,3507
2016-09-30,3546
2016-10-01,3503
2016-10-02,3440
2016-10-03,3450
2016-10-04,3483
2016-10-05,3496
2016-10-06,3434
2016-10-07,3405
2016-10-08,3419
2016-10-09,3432
2016-10-10,3447
2016-10-11,3464
2016-10-12,3469
2016-10-13,3454
2016-10-14,3423
2016-10-15,3428
2016-10-16,3325
2016-10-17,3360
2016-10-18,3390
2016-10-19,3424
2016-10-20,3439
2016-10-21,3422
2016-10-22,3402
2016-10-23,3368
2016-10-24,3423
2016-10-25,3432
2016-10-26,3437
2016-10-27,3315
2016-10-28,3335
2016-10-29,3360
2016-10-30,3365
2016-10-31,3409
2016-11-01,3413
2016-11-02,3402
2016-11-03,3412
2016-11-04,3406
2016-11-05,3436
2016-11-06,3440
2016-11-07,3443
2016-11-08,3423
2016-11-09,3400
2016-11-10,3407
2016-11-11,3361
2016-11-12,3333
2016-11-13,3299
2016-11-14,3329
2016-11-15,3345
2016-12-07,3422
2016-12-08,3427
2016-12-09,3463
2016-12-10,3502
2016-12-11,3516
2016-12-12,3459
2016-12-13,3462
2016-12-14,3555
2016-12-15,3566
2016-12-16,3621
2016-12-17,3546
2016-12-18,3515
2016-12-19,3521
2016-12-20,3523
2016-12-21,3498
2016-12-22,3477
2016-12-23,3455
2016-12-24,3476
2016-12-25,3453
2016-12-26,3433
2016-12-27,3448
2016-12-28,3458
2016-12-29,3428
2016-12-30,3429
2016-12-31,3399
2017-01-01,3327
2017-01-02,3328
2017-01-03,3352
2017-01-04,3345
2017-01-05,3204
2017-01-06,3238
2017-01-07,3282
2017-01-08,3299
2017-01-09,3357
2017-01-10,3358
2017-01-11,3387
2017-01-12,3450
2017-01-13,3444
2017-01-14,3479
2017-01-15,3465
2017-01-16,3468
2017-01-17,3487
2017-01-18,3410
2017-01-19,3391
2017-01-20,3408
2017-01-21,3413
2017-01-22,3440
2017-01-23,3436
2017-01-24,3450
2017-01-25,3459
2017-01-27,3524
2017-01-28,3506
2017-01-29,3431
2017-01-30,3410
2017-01-31,3348
2017-02-01,3362
2017-02-02,3396
2017-02-03,3342
2017-02-04,3263
2017-02-05,3299
2017-02-06,3323
2017-02-07,3339
2017-02-08,3350
2017-02-09,3403
2017-02-10,3381
2017-02-11,3331
2017-02-12,3312
2017-02-13,3320
2017-02-14,3376
2017-02-15,3379
2017-02-16,3365
2017-02-18,3343
2017-02-19,3324
2017-02-20,3331
2017-02-21,3338
2017-02-22,3347
2017-02-23,3305
2017-02-24,3307
2017-02-25,3376
2017-02-26,3447
2017-02-27,3464
2017-02-28,3426
2017-03-01,3426
2017-03-02,3434
2017-03-03,3393
2017-03-04,3390
2017-03-05,3367
2017-03-06,3380
2017-03-07,3345
2017-03-08,3331
2017-03-09,3332
2017-03-10,3332
2017-03-11,3339
2017-03-12,3377
2017-03-13,3403
2017-03-14,3422
2017-03-15,3441
2017-03-16,3447
2017-03-17,3442
2017-03-18,3394
2017-03-19,3339
2017-03-20,3344
2017-03-21,3348
2017-03-22,3349
2017-03-23,3368
2017-03-24,3357
2017-03-25,3349
2017-03-26,3357
2017-03-27,3347
2017-03-28,3336
2017-03-29,3345
2017-03-30,3356
2017-03-31,3361
2017-04-01,3362
2017-04-02,3363
2017-04-03,3353
2017-04-04,3352
2017-04-12,3414
2017-04-13,3398
2017-04-14,3408
2017-04-15,3414
2017-04-16,3415
2017-04-17,3433
2017-04-18,3384
2017-04-19,3356
2017-04-20,3344
2017-04-21,3317
2017-04-22,3313
2017-04-23,3279
2017-04-24,3162
2017-04-25,3151
2017-04-26,3203
2017-04-27,3201
2017-04-28,3191
2017-04-29,3181
2017-04-30,3219
2017-05-01,3312
2017-05-02,3371
2017-05-03,3379
2017-05-04,3352
2017-05-05,3339
2017-05-06,3375
2017-05-07,3361
2017-05-08,3345
2017-05-09,3277
2017-05-10,3256
2017-05-11,3210
2017-05-12,3124
2017-05-13,3160
2017-05-14,3270
2017-05-15,3297
2017-05-16,3282
2017-05-17,3280
2017-05-18,3236
2017-05-19,3272
2017-05-20,3297
2017-05-21,3339
2017-05-22,3368
2017-05-23,3378
2017-05-24,3367
2017-05-25,3378
2017-05-26,3344
2017-05-27,3289
2017-05-28,3326
2017-05-29,3345
2017-05-30,3309
2017-05-31,3280
2017-06-01,3272
2017-06-02,3297
2017-06-03,3318
2017-06-04,3302
2017-06-05,3306
2017-06-06,3333
2017-06-07,3370
2017-06-08,3334
2017-06-09,3340
2017-06-10,3354
2017-06-11,3360
2017-06-12,3378
2017-06-13,3418
2017-06-14,3522
2017-06-15,3478
2017-06-16,3446
2017-06-17,3444
2017-06-18,3414
2017-06-19,3397
2017-06-20,3357
2017-06-21,3363
2017-06-22,3357
2017-06-23,3318
2017-06-24,3233
2017-06-25,3211
2017-06-26,3230
2017-06-27,3266
2017-06-28,3280
2017-06-29,3263
2017-06-30,3239
2017-07-01,3219
2017-07-02,3211
2017-07-03,3154
2017-07-04,3172
2017-07-05,3211
2017-07-06,3215
2017-07-07,3238
2017-07-08,3218
2017-07-13,3120
2017-07-14,3125
2017-07-15,3147
2017-07-16,3179
2017-07-17,3194
2017-07-18,3225
2017-07-19,3218
2017-07-20,3242
2017-07-21,3259
2017-07-22,3281
2017-07-23,3260
2017-07-24,3182
2017-07-25,3128
2017-07-26,3116
2017-07-27,3143
2017-07-28,3190
2017-07-29,3227
2017-07-30,3261
2017-07-31,3287
2017-08-01,3299
2017-08-02,3322
2017-08-03,3334
2017-08-04,3366
2017-08-05,3393
2017-08-06,3391
2017-08-07,3452
2017-08-08,3576
2017-08-09,3567
2017-08-10,3515
2017-08-11,3505
2017-08-12,3396
2017-08-13,3306
2017-08-14,3263
2017-08-15,3293
2017-08-16,3274
2017-08-17,3189
2017-08-18,3225
2017-08-19,3224
2017-08-20,3207
2017-08-21,3221
2017-08-22,3284
2017-08-23,3373
2017-08-24,3367
2017-08-25,3330
2017-08-26,3302
2017-08-27,3221
2017-08-28,3196
2017-08-29,3167
2017-08-30,3186
2017-08-31,3211
2017-09-01,3211
2017-09-02,3125
2017-09-03,3117
2017-09-04,3111
2017-09-05,3100
2017-09-06,3125
2017-09-07,3066
2017-09-08,3054
2017-09-09,3060
2017-09-10,3008
2017-09-11,3072
2017-09-12,3101
2017-09-13,3130
2017-09-14,3125
2017-09-15,3096
2017-09-16,3114
2017-09-17,3104
2017-09-18,3133
2017-09-19,3165
2017-09-20,3160
2017-09-22,3227
2017-09-23,3293
2017-09-24,3289
2017-09-25,3230
2017-09-26,3184
2017-09-27,3188
2017-09-28,3223
2017-09-29,3274
2017-09-30,3252
2017-10-01,3263
2017-10-02,3246
2017-10-03,3216
2017-10-04,3210
2017-10-05,3161
2017-10-06,3106
2017-10-07,3080
2017-10-08,3082
2017-10-09,3090
2017-10-10,3116
2017-10-11,3119
2017-10-12,3140
2017-10-13,3142
2017-10-14,3141
2017-10-15,3146
2017-10-16,3123
2017-10-17,3110
2017-10-18,3107
2017-10-19,3107
2017-10-20,3074
2017-10-21,3089
2017-10-22,3089
2017-10-23,3067
2017-10-24,3055
2017-10-25,3093
2017-10-26,3121
2017-10-27,3125
2017-10-28,3191
2017-10-29,3176
2017-10-30,3159
2017-10-31,3158
2017-11-01,3136
2017-11-02,3137
2017-11-03,3161
2017-11-04,3171
2017-11-05,3219
2017-11-06,3228
2017-11-07,3187
2017-11-08,3186
2017-11-09,3209
2017-11-10,3209
2017-11-11,3187
2017-11-12,3152
2017-11-13,3139
2017-11-14,3157
2017-11-15,3201
2017-11-16,3299
2017-11-17,3264
2017-11-18,3209
2017-11-19,3201
2017-11-20,3182
2017-11-21,3163
2017-11-22,3149
2017-11-23,3128
2017-11-24,3103
2017-11-25,3137
2017-11-26,3145
2017-11-27,3135
2017-11-28,3151
2017-11-29,3152
2017-11-30,3131
2017-12-01,3150
2017-12-02,3185
2017-12-03,3195
2017-12-04,3238
2017-12-05,3319
2017-12-06,3261
2017-12-07,3190
2017-12-08,3179
2017-12-09,3164
2017-12-10,3161
2017-12-11,3157
2017-12-12,3173
2017-12-13,3150
2017-12-14,3148
2017-12-15,3135
2017-12-16,3135
2017-12-17,3129
2017-12-18,3146
2017-12-19,3150
2017-12-20,3150
2017-12-21,3149
2017-12-22,3154
2017-12-23,3154
2017-12-24,3154
2017-12-25,3155
2017-12-26,3188
2017-12-27,3259
2017-12-28,3335
2017-12-29,3434
2017-12-30,3450
2017-12-31,3455
2018-01-01,3411
2018-01-02,3325
2018-01-03,3361
2018-01-04,3245
2018-01-05,3192
2018-01-06,3127
2018-01-07,3117
2018-01-08,3037
2018-01-09,2980
2018-01-10,2990
2018-01-11,2967
2018-01-12,2916
2018-01-13,2821
2018-01-14,2866
2018-01-15,2937
2018-01-16,3047
2018-01-17,3071
2018-01-18,3070
2018-01-19,3059
2018-01-20,3105
2018-01-21,3147
2018-01-22,3154
2018-01-23,3135
2018-01-24,3106
2018-01-25,3094
2018-01-26,3097
2018-01-27,3095
2018-01-28,3120
2018-01-29,3128
2018-01-30,3119
2018-01-31,3155
2018-02-01,3130
2018-02-02,3145
2018-02-03,3132
2018-02-04,3026
2018-02-05,3026
2018-02-06,3042
2018-02-07,3056
2018-02-08,2953
2018-02-09,2861
2018-02-10,2742
2018-02-11,2760
2018-02-12,2828
2018-02-13,2820
2018-02-14,2799
2018-02-15,2765
2018-02-16,2780
2018-02-17,2804
2018-02-18,2815
2018-02-19,2824
2018-02-20,2840
2018-02-21,2910
2018-02-22,2954
2018-02-23,2974
2018-02-24,2982
2018-02-25,2965
2018-02-26,2960
2018-02-27,2933
2018-02-28,2916
2018-03-01,2916
2018-03-02,2902
2018-03-03,2913
2018-03-04,2921
2018-03-05,2936
2018-03-06,2962
2018-03-07,2991
2018-03-08,3043
2018-03-09,3045
2018-03-10,3010
2018-03-11,2988
2018-03-12,3007
2018-03-13,3054
2018-03-14,3047
2018-03-15,3026
2018-03-16,3056
2018-03-17,3050
2018-03-18,3036
2018-03-20,3047
2018-03-21,3053
2018-03-22,3050
2018-03-23,3047
2018-03-24,3038
2018-03-25,3039
2018-03-26,3051
2018-03-27,3071
2018-03-28,3140
2018-03-29,3100
2018-03-30,3098
2018-03-31,3129
2018-04-01,3109
2018-04-02,3075
2018-04-03,3074
2018-04-04,3066
2018-04-05,3062
2018-04-06,3022
2018-04-07,2974
2018-04-08,2994
2018-04-09,2975
2018-04-10,2999
2018-04-11,3014
2018-04-12,3055
2018-04-13,3061
2018-04-14,3070
2018-04-15,3046
2018-04-16,3007
2018-04-17,2988
2018-04-18,2998
2018-04-19,3007
2018-04-20,3005
2018-04-21,2983
2018-04-22,2981
2018-04-23,2979
2018-04-24,2981
2018-04-25,2972
2018-04-26,2981
2018-04-27,3001
2018-04-28,3037
2018-04-29,3081
2018-04-30,3082
2018-05-01,3101
2018-05-02,3116
2018-05-03,3103
2018-05-04,3096
2018-05-05,3117
2018-05-06,3093
2018-05-07,3106
2018-05-08,3096
2018-05-09,3063
2018-05-10,3070
2018-05-11,3079
2018-05-12,3115
2018-05-13,3127
2018-05-14,3188
2018-05-15,3260
2018-05-16,3227
2018-05-17,3177
2018-05-18,3155
2018-05-19,3151
2018-05-20,3134
2018-05-21,3136
2018-05-22,3144
2018-05-23,3161
2018-05-24,3160
2018-05-25,3188
2018-05-26,3174
2018-05-27,3193
2018-05-28,3211
2018-05-29,3205
2018-05-30,3204
2018-05-31,3212
2018-06-01,3218
2018-06-02,3198
2018-06-03,3216
2018-06-04,3203
2018-06-05,3159
2018-06-06,3069
2018-06-07,3010
2018-06-08,2959
2018-06-09,2825
2018-06-10,2854
2018-06-11,2866
2018-06-12,2872
2018-06-13,2853
2018-06-14,2896
2018-06-15,2946
2018-06-16,2975
2018-06-17,2981
2018-06-18,2985
2018-06-19,2944
2018-06-20,2947
2018-06-21,2951
2018-06-22,2940
2018-06-23,2965
2018-06-24,2939
2018-06-25,2942
2018-06-26,2962
2018-06-27,2985
2018-06-28,2981
2018-06-29,2963
2018-06-30,2955
2018-07-01,2940
2018-07-02,2935
2018-07-03,2925
2018-07-04,2931
2018-07-05,2938
2018-07-06,2960
2018-07-07,2972
2018-07-08,2967
2018-07-09,2984
2018-07-10,3036
2018-07-11,3055
2018-07-12,3071
2018-07-13,3071
2018-07-14,3101
2018-07-15,3092
2018-07-16,3134
2018-07-17,3147
2018-07-18,3119
2018-07-19,3137
2018-07-20,3184
2018-07-21,3169
2018-07-22,3199
2018-07-23,3257
2018-07-24,3242
2018-07-25,3154
2018-07-26,3064
2018-07-27,2992
2018-07-28,2978
2018-07-29,2974
2018-07-30,2979
2018-07-31,3002
2018-08-01,3038
2018-08-02,3059
2018-08-03,3064
2018-08-04,3062
2018-08-05,3000
2018-08-06,2977
2018-08-07,2991
2018-08-08,3035
2018-08-09,3087
2018-08-10,3074
2018-08-11,3070
2018-08-12,3048
2018-08-14,3053
2018-08-16,3057
2018-08-17,3022
2018-08-18,3039
2018-08-19,3063
2018-08-20,3072
2018-08-21,3070
2018-08-22,3034
2018-08-23,3006
2018-08-24,2953
2018-08-25,2980
2018-08-26,2968
2018-08-27,2972
2018-08-28,2986
2018-08-29,2997
2018-08-30,3004
2018-08-31,3015
2018-09-01,3007
2018-09-02,2995
2018-09-03,2998
2018-09-04,3000
2018-09-05,3000
2018-09-06,2988
2018-09-07,2984
2018-09-08,2986
2018-09-09,2982
2018-09-10,2972
2018-09-11,2969
2018-09-12,2987
2018-09-13,2991
2018-09-14,3003
2018-09-15,2982
2018-09-16,2989
2018-09-17,2993
2018-09-18,2995
2018-09-19,3005
2018-09-20,2995
2018-09-21,2970
2018-09-22,2962
2018-09-23,2979
2018-09-24,2978
2018-09-25,2979
2018-09-26,2977
2018-09-27,3000
2018-09-28,3020
2018-09-29,3040
2018-09-30,3057
2018-10-01,3090
2018-10-02,3100
2018-10-03,3139
2018-10-04,3137
2018-10-05,3135
2018-10-06,3116
2018-10-07,3109
2018-10-08,3120
2018-10-09,3127
2018-10-10,3104
2018-10-11,3102
2018-10-12,3058
2018-10-13,3024
2018-10-14,3014
2018-10-15,3027
2018-10-16,3065
2018-10-17,3112
2018-10-18,3109
2018-10-19,3100
2018-10-20,3081
2018-10-21,3073
2018-10-22,3088
2018-10-23,3101
2018-10-24,3122
2018-10-25,3101
2018-10-26,3136
2018-10-27,3113
2018-10-28,3110
2018-10-29,3052
2018-10-30,3033
2018-10-31,3020
2018-11-01,3030
2018-11-03,3042
2018-11-04,3036
2018-11-05,3047
2018-11-06,3080
2018-11-07,3104
2018-11-08,3115
2018-11-09,3120
2018-11-10,3182
2018-11-11,3191
2018-11-12,3155
2018-11-13,3066
2018-11-15,3020
2018-11-16,3066
2018-11-17,3069
2018-11-18,3088
2018-11-19,3119
2018-11-20,3127
2018-11-21,3090
2018-11-22,2950
2018-11-23,2852
2018-11-24,2895
2018-11-25,2968
2018-11-26,3022
2018-11-27,3014
2018-11-28,2976
2018-11-29,2959
2018-12-01,2986
2018-12-02,2987
2018-12-03,2982
2018-12-04,2965
2018-12-05,2950
2018-12-07,2833
2018-12-09,2919
2018-12-10,2924
2018-12-11,2909
2018-12-12,2920
2018-12-13,2920
2018-12-14,2937
2018-12-15,2939
2018-12-16,2921
2018-12-17,2917
2018-12-18,2910
2018-12-19,2912
2018-12-20,2918
2018-12-21,2918
2018-12-22,2933
2018-12-23,2934
2018-12-24,2905
2018-12-25,2852
2018-12-26,2893
2018-12-27,2951
2018-12-28,3008
2018-12-29,3054
2018-12-30,3058
2018-12-31,3083
2019-01-01,3076
2019-01-02,3109
2019-01-03,3184
2019-01-04,3220
2019-01-05,3185
2019-01-06,3131
2019-01-08,3075
2019-01-10,2856
2019-01-11,2878
2019-01-12,2923
2019-01-13,2969
2019-01-14,2992
2019-01-15,3050
2019-01-16,3081
2019-01-17,3062
2019-01-18,3052
2019-01-19,3050
2019-01-20,3041
2019-01-21,3047
2019-01-22,3067
2019-01-23,3088
2019-01-24,3091
2019-01-25,3081
2019-01-26,3105
2019-01-27,3111
2019-01-28,3085
2019-01-29,3068
2019-01-30,3063
2019-01-31,3100
2019-02-01,3134
2019-02-02,3101
2019-02-03,3108
2019-02-04,3118
2019-02-05,3145
2019-02-06,3158
2019-02-07,3199
2019-02-08,3225
2019-02-09,3320
2019-02-10,3288
2019-02-11,3294
2019-02-12,3299
2019-02-13,3240
2019-02-14,3132
2019-02-15,3076
2019-02-16,2965
2019-02-17,2972
2019-02-18,3049
2019-02-19,3087
2019-02-20,3113
2019-02-21,3129
2019-02-22,3142
2019-02-23,3164
2019-02-24,3242
2019-02-25,3248
2019-02-26,3247
2019-02-27,3237
2019-02-28,3256
2019-03-01,3201
2019-03-02,3124
2019-03-03,3051
2019-03-04,3044
2019-03-05,3061
2019-03-06,3141
2019-03-07,3151
2019-03-08,3175
2019-03-09,3164
2019-03-10,3158
2019-03-11,3202
2019-03-12,3171
2019-03-13,3141
2019-03-14,3117
2019-03-15,3136
2019-03-16,3130
2019-03-17,3161
2019-03-18,3141
2019-03-19,3155
2019-03-20,3140
2019-03-21,3118
