date_obj,Torag's%20armour%20set price
2019-03-23,795383
2019-03-24,795383
2019-03-25,811824
2019-03-26,815894
2019-03-27,815894
2019-03-28,809311
2019-03-29,771199
2019-03-30,771199
2019-03-31,760493
2019-04-01,760493
2019-04-02,744489
2019-04-03,725718
2019-04-04,725718
2019-04-05,719177
2019-04-06,719177
2019-04-07,729796
2019-04-08,726332
2019-04-09,726332
2019-04-10,721187
2019-04-11,736715
2019-04-12,740958
2019-04-13,736681
2019-04-14,742336
2019-04-15,742336
2019-04-16,726156
2019-04-17,726156
2019-04-18,726462
2019-04-19,726462
2019-04-20,734915
2019-04-21,734915
2019-04-22,736265
2019-04-23,736265
2019-04-24,738924
2019-04-25,738924
2019-04-26,754560
2019-04-27,754560
2019-04-28,766884
2019-04-29,766884
2019-04-30,778405
2019-05-01,778405
2019-05-02,795642
2019-05-03,822708
2019-05-04,841959
2019-05-05,841959
2019-05-06,855767
2019-05-07,855767
2019-05-08,844560
2019-05-09,844560
2019-05-10,831998
2019-05-11,831998
2019-05-12,814213
2019-05-13,814213
2019-05-14,805770
2019-05-15,805770
2019-05-16,803842
2019-05-17,803842
2019-05-18,799233
2019-05-19,799233
2019-05-20,816706
2019-05-21,816706
2019-05-22,811662
2019-05-23,811662
2019-05-24,812144
2019-05-25,812144
2019-05-26,829255
2019-05-27,835999
2019-05-28,835999
2019-05-29,833686
2019-05-30,833686
2019-05-31,831662
2019-06-01,831662
2019-06-02,847524
2019-06-03,847524
2019-06-04,865953
2019-06-05,865953
2019-06-06,862794
2019-06-07,862794
2019-06-08,872986
2019-06-09,898452
2019-06-10,898452
2019-06-11,897220
2019-06-12,897220
2019-06-13,881788
2019-06-14,881788
2019-06-15,867753
2019-06-16,853076
2019-06-17,853076
2019-06-18,832495
2019-06-19,832495
2019-06-20,811832
2019-06-21,811832
2019-06-22,811768
2019-06-23,811768
2019-06-24,793248
2019-06-25,793248
2019-06-26,780007
2019-06-27,776672
2019-06-28,776672
2019-06-29,794637
2019-06-30,818397
2019-07-01,818397
2019-07-02,835300
2019-07-03,835300
2019-07-04,840442
2019-07-05,852543
2019-07-06,867741
2019-07-07,867741
2019-07-08,857149
2019-07-09,857149
2019-07-10,858793
2019-07-11,858793
2019-07-12,879394
2019-07-13,879394
2019-07-14,889798
2019-07-15,889798
2019-07-16,920442
2019-07-17,919557
2019-07-18,919557
2019-07-19,912165
2019-07-20,912165
2019-07-21,904748
2019-07-22,904748
2019-07-23,899025
2019-07-24,899025
2019-07-25,880123
2019-07-26,880123
2019-07-27,865320
2019-07-28,865320
2019-07-29,864009
2019-07-30,864009
2019-07-31,855114
2019-08-01,855114
2019-08-02,848707
2019-08-03,859132
2019-08-04,859132
2019-08-05,857969
2019-08-06,857969
2019-08-07,854424
2019-08-08,854424
2019-08-09,854424
2019-08-10,867725
2019-08-11,867725
2019-08-12,893722
2019-08-13,893722
2019-08-14,892038
2019-08-15,892038
2019-08-16,880363
2019-08-17,880363
2019-08-18,880981
2019-08-19,880981
2019-08-20,884412
2019-08-21,884412
2019-08-22,893386
2019-08-23,893386
2019-08-24,925669
2019-08-24,925669
2019-08-25,925669
2019-08-25,925669
2019-08-26,916803
2019-08-26,916803
2019-08-27,916803
2019-08-27,916803
2019-08-28,920058
2019-08-29,920058
2019-08-30,942022
2019-08-31,942022
2019-09-01,946761
2019-09-02,946761
2019-09-03,908109
2019-09-04,908109
2019-09-05,893880
2019-09-06,893880
2019-09-07,896630
2019-09-08,896630
2019-09-09,890201
2019-09-10,890201
2019-09-11,885078
2019-09-12,885078
2019-09-13,904351
2019-09-14,904351
2019-09-15,907423
2019-09-16,907423
2019-09-17,910202
2019-09-18,910202
2019-09-19,909326
2019-09-20,909326
2019-09-21,917389
2019-09-22,917389
2019-09-23,914353
2019-09-24,914353
2019-09-25,908483
2019-09-26,908483
2019-09-27,915873
2019-09-28,915873
2019-09-29,915643
2019-09-30,915643
2019-10-01,914487
2019-10-02,914487
2019-10-03,915990
2019-10-04,915990
2019-10-05,916969
2019-10-06,933739
2019-10-07,933739
2019-10-08,938611
2019-10-09,938611
2019-10-10,908226
2019-10-11,908226
2019-10-12,908354
2019-10-13,914129
2019-10-14,914129
2019-10-15,906061
2019-10-16,906061
2019-10-17,896140
2019-10-18,896140
2019-10-19,887712
2019-10-20,887712
2019-10-21,891169
2019-10-22,891169
2019-10-23,881696
2019-10-24,881696
2019-10-25,874963
2019-10-26,879882
2019-10-27,879882
2019-10-28,862786
2019-10-29,862786
2019-10-30,862786
2019-10-31,851267
2019-11-01,851267
2019-11-02,843911
2019-11-03,843911
2019-11-04,830578
2019-11-05,830578
2019-11-06,830578
2019-11-07,845778
2019-11-08,845778
2019-11-09,823738
2019-11-10,823738
2019-11-11,828577
2019-11-12,828577
2019-11-13,828577
2019-11-14,823059
2019-11-15,823059
2019-11-16,834437
2019-11-17,834437
2019-11-18,847469
2019-11-19,847469
2019-11-20,835400
2019-11-21,835400
2019-11-22,818980
2019-11-23,818980
2019-11-24,802889
2019-11-25,802889
2019-11-26,793461
2019-11-27,793461
2019-11-28,790846
2019-11-29,790846
2019-11-30,790092
2019-12-01,790092
2019-12-02,787510
2019-12-03,787510
2019-12-04,794545
2019-12-05,794545
2019-12-06,784301
2019-12-07,784301
2019-12-08,776879
2019-12-09,776879
2019-12-10,762275
2019-12-11,762275
2019-12-12,742322
2019-12-13,742322
2019-12-14,747678
2019-12-15,747678
2019-12-16,746551
2019-12-17,746551
2019-12-18,745477
2019-12-19,745477
2019-12-20,752127
2019-12-21,752127
2019-12-22,737940
2019-12-23,737940
2019-12-24,736430
2019-12-25,743639
2019-12-26,743639
2019-12-27,739410
2019-12-28,739410
2019-12-29,759712
2019-12-30,759712
2019-12-31,758125
2020-01-01,758125
2020-01-02,779736
2020-01-03,779736
2020-01-04,793025
2020-01-05,793025
2020-01-06,794810
2020-01-07,794810
2020-01-08,771617
2020-01-09,771617
2020-01-10,762163
2020-01-11,769830
2020-01-12,769830
2020-01-13,773360
2020-01-14,773360
2020-01-15,762005
2020-01-16,762005
2020-01-17,739590
2020-01-18,739590
2020-01-19,707242
2020-01-20,707242
2020-01-21,722306
2020-01-22,722306
2020-01-23,730921
2020-01-24,730921
2020-01-25,746968
2020-01-26,746968
2020-01-27,743412
2020-01-28,743412
2020-01-29,737055
2020-01-30,737055
2020-01-31,732313
2020-02-01,732313
2020-02-02,720636
2020-02-03,720636
2020-02-04,738299
2020-02-05,738299
2020-02-06,742957
2020-02-07,742957
2020-02-08,734994
2020-02-09,734994
2020-02-10,739401
2020-02-11,739401
2020-02-12,730326
2020-02-13,730326
2020-02-14,738294
2020-02-15,738294
2020-02-16,718805
2020-02-17,710808
2020-02-18,710808
2020-02-19,717054
2020-02-20,708639
2020-02-21,708639
2020-02-22,710400
2020-02-23,710400
2020-02-24,723378
2020-02-25,723378
2020-02-26,714848
2020-02-27,714848
2020-02-28,707683
2020-02-29,707683
2020-03-01,692977
2020-03-02,692977
2020-03-03,682475
2020-03-04,682475
2020-03-05,683403
2020-03-06,681284
2020-03-07,681284
2020-03-08,685179
2020-03-09,685179
2020-03-10,700399
2020-03-11,700399
2020-03-12,721151
2020-03-13,721151
2020-03-14,732425
2020-03-15,732425
2020-03-16,719787
2020-03-17,719787
2020-03-18,718727
2020-03-19,718727
2020-03-20,734204
2020-03-21,738554
2020-03-22,743855
2020-03-23,748717
2020-03-24,735444
2020-03-25,737356
2020-03-26,726867
2020-03-27,717674
2020-03-28,708548
2020-03-29,694903
2020-03-30,684422
2020-03-31,706054
2020-04-01,697919
2020-04-02,700062
2020-04-03,700062
2020-04-04,692676
2020-04-05,699687
2020-04-06,675252
2020-04-07,677417
2020-04-08,689595
2020-04-09,677697
2020-04-10,677697
2020-04-11,692977
2020-04-12,696026
2020-04-13,674703
2020-04-14,677959
2020-04-15,656053
2020-04-16,656053
2020-04-17,660765
2020-04-18,662758
2020-04-19,674905
2020-04-20,674788
2020-04-21,674788
2020-04-22,665888
2020-04-23,672927
2020-04-24,668990
2020-04-25,670121
2020-04-26,675104
2020-04-27,663905
2020-04-28,668405
2020-04-29,673014
2020-04-30,667281
2020-05-01,667281
2020-05-02,656237
2020-05-03,644119
2020-05-04,644119
2020-05-05,641008
2020-05-06,639760
2020-05-07,638377
2020-05-08,638377
2020-05-09,622095
2020-05-10,635188
2020-05-11,635188
2020-05-12,623529
2020-05-13,626109
