date_obj,Stale%20baguette price
2016-08-03,5000000
2016-08-04,5000000
2016-08-05,5000000
2016-08-06,5000000
2016-08-07,5000000
2016-08-08,5000000
2016-08-09,5000000
2016-08-10,5102064
2016-08-11,5102064
2016-08-12,5102064
2016-08-13,5102064
2016-08-14,5102064
2016-08-15,5102064
2016-08-16,5102064
2016-08-17,5102064
2016-08-18,5102064
2016-08-19,5102064
2016-08-20,5102064
2016-08-21,4869229
2016-08-22,4869229
2016-08-23,4869229
2016-08-24,4869229
2016-08-25,4869229
2016-08-26,4869229
2016-08-28,4869229
2016-08-31,4632583
2016-09-01,4632583
2016-09-02,4632583
2016-09-03,4632583
2016-09-04,4632583
2016-09-05,4632583
2016-09-06,4632583
2016-09-07,4632583
2016-09-08,4632583
2016-09-09,4409377
2016-09-10,4409377
2016-09-11,4409377
2016-09-12,4409377
2016-09-13,4409377
2016-09-14,4409377
2016-09-15,4409377
2016-09-16,4409377
2016-09-17,4198519
2016-09-18,4198519
2016-09-19,4198519
2016-09-20,4198519
2016-09-21,4198519
2016-09-22,4198519
2016-09-23,4198519
2016-09-24,3996474
2016-09-25,3996474
2016-09-26,3996474
2016-09-27,3996474
2016-09-28,3996474
2016-09-29,3996474
2016-09-30,3799235
2016-10-01,3799235
2016-10-02,3799235
2016-10-03,3799235
2016-10-04,3799235
2016-10-05,3799235
2016-10-06,3610042
2016-10-07,3610042
2016-10-08,3610042
2016-10-09,3610042
2016-10-11,3432917
2016-10-12,3432917
2016-10-13,3432917
2016-10-14,3265983
2016-10-15,3265983
2016-10-16,3265983
2016-10-17,3265983
2016-10-18,3107909
2016-10-19,3107909
2016-10-20,3107909
2016-10-21,3107909
2016-10-22,3107909
2016-10-23,3107909
2016-10-24,2963218
2016-10-25,2963218
2016-10-26,2963218
2016-10-27,2963218
2016-10-28,2963218
2016-10-29,2820210
2016-10-30,2820210
2016-10-31,2820210
2016-11-01,2820210
2016-11-02,2820210
2016-11-03,2687708
2016-11-04,2687708
2016-11-05,2687708
2016-11-06,2687708
2016-11-07,2687708
2016-11-08,2559934
2016-11-09,2559934
2016-11-10,2559934
2016-11-11,2559934
2016-11-12,2559934
2016-11-13,2437242
2016-11-14,2437242
2016-12-08,1657520
2016-12-09,1577924
2016-12-10,1577924
2016-12-11,1577924
2016-12-12,1502560
2016-12-13,1502560
2016-12-14,1502560
2016-12-15,1502560
2016-12-16,1431521
2016-12-17,1431521
2016-12-18,1431521
2016-12-19,1431521
2016-12-20,1363553
2016-12-21,1363553
2016-12-22,1363553
2016-12-23,1301477
2016-12-24,1301477
2016-12-25,1239069
2016-12-26,1239069
2016-12-27,1180475
2016-12-28,1124011
2016-12-29,1071365
2016-12-30,1071365
2016-12-31,1021771
2017-01-01,1021771
2017-01-02,973043
2017-01-03,973043
2017-01-04,926765
2017-01-05,926765
2017-01-06,884847
2017-01-07,841987
2017-01-08,841987
2017-01-09,801680
2017-01-10,801680
2017-01-11,765230
2017-01-12,765230
2017-01-13,765230
2017-01-14,729840
2017-01-15,729840
2017-01-16,695299
2017-01-17,695299
2017-01-18,661627
2017-01-19,661627
2017-01-20,629389
2017-01-21,629389
2017-01-22,599033
2017-01-27,543440
2017-01-28,516699
2017-01-29,516699
2017-01-30,516699
2017-01-31,491605
2017-02-01,468887
2017-02-02,468887
2017-02-03,468887
2017-02-04,445442
2017-02-05,445442
2017-02-06,423678
2017-02-07,423678
2017-02-08,403932
2017-02-09,403932
2017-02-10,403932
2017-02-11,383735
2017-02-12,383735
2017-02-13,383735
2017-02-14,365803
2017-02-15,365803
2017-02-16,365803
2017-02-18,349299
2017-02-19,349299
2017-02-20,349299
2017-02-21,332833
2017-02-22,332833
2017-02-23,332833
2017-02-24,332833
2017-02-25,332833
2017-02-26,317575
2017-02-27,317575
2017-02-28,317575
2017-03-01,317575
2017-03-02,302793
2017-03-03,302793
2017-03-04,302793
2017-03-05,288890
2017-03-06,288890
2017-03-07,288890
2017-03-08,288890
2017-03-09,274445
2017-03-10,274445
2017-03-11,274445
2017-03-12,274445
2017-03-13,261242
2017-03-14,261242
2017-03-15,261242
2017-03-16,261242
2017-03-17,248472
2017-03-18,248472
2017-03-19,248472
2017-03-20,248472
2017-03-21,236048
2017-03-22,236048
2017-03-23,236048
2017-03-24,236048
2017-03-25,224875
2017-03-26,224875
2017-03-27,224875
2017-03-28,220538
2017-03-29,220538
2017-03-30,220538
2017-03-31,214103
2017-04-01,214103
2017-04-02,214103
2017-04-03,214103
2017-04-04,214103
2017-04-12,202694
2017-04-13,202694
2017-04-14,196115
2017-04-15,196115
2017-04-16,196115
2017-04-17,196115
2017-04-18,191692
2017-04-19,191692
2017-04-20,191692
2017-04-21,191692
2017-04-22,191692
2017-04-23,192164
2017-04-24,192164
2017-04-25,192164
2017-04-26,192164
2017-04-27,192164
2017-04-28,193461
2017-04-29,193461
2017-04-30,193461
2017-05-01,193461
2017-05-02,195572
2017-05-03,195572
2017-05-04,195572
2017-05-05,195572
2017-05-06,201689
2017-05-07,201689
2017-05-08,201689
2017-05-09,201689
2017-05-10,201157
2017-05-11,201157
2017-05-12,201157
2017-05-13,201157
2017-05-14,201157
2017-05-15,195486
2017-05-16,195486
2017-05-17,195486
2017-05-18,195486
2017-05-19,195486
2017-05-20,192342
2017-05-21,192342
2017-05-22,192342
2017-05-23,192342
2017-05-24,192342
2017-05-25,192342
2017-05-26,190077
2017-05-27,190077
2017-05-28,190077
2017-05-29,190077
2017-05-30,190077
2017-05-31,198524
2017-06-01,198524
2017-06-02,198524
2017-06-03,198524
2017-06-06,206890
2017-06-07,206890
2017-06-08,214721
2017-06-09,214721
2017-06-10,214721
2017-06-11,214721
2017-06-12,214721
2017-06-13,217289
2017-06-14,217289
2017-06-15,217289
2017-06-16,217289
2017-06-17,217289
2017-06-18,217289
2017-06-19,217289
2017-06-20,214443
2017-06-21,214443
2017-06-22,214443
2017-06-23,214443
2017-06-24,214443
2017-06-25,214443
2017-06-26,219439
2017-06-27,219439
2017-06-28,219439
2017-06-29,219439
2017-06-30,219439
2017-07-01,220500
2017-07-02,220500
2017-07-03,220500
2017-07-04,220500
2017-07-05,220500
2017-07-06,215913
2017-07-07,215913
2017-07-08,215913
2017-07-13,212132
2017-07-14,212132
2017-07-15,212132
2017-07-16,213956
2017-07-17,213956
2017-07-18,213956
2017-07-19,213956
2017-07-20,217093
2017-07-21,217093
2017-07-22,217093
2017-07-23,218226
2017-07-24,218226
2017-07-25,218226
2017-07-26,218226
2017-07-27,218226
2017-07-28,217306
2017-07-29,217306
2017-07-30,217306
2017-07-31,217306
2017-08-01,217306
2017-08-02,217306
2017-08-03,217102
2017-08-04,217102
2017-08-05,217102
2017-08-06,217102
2017-08-09,215813
2017-08-10,215813
2017-08-11,215813
2017-08-12,212190
2017-08-13,212190
2017-08-14,212190
2017-08-15,212190
2017-08-17,209259
2017-08-18,209259
2017-08-19,209259
2017-08-20,209259
2017-08-21,210584
2017-08-22,210584
2017-08-23,210584
2017-08-24,210584
2017-08-25,211904
2017-08-26,211904
2017-08-27,211904
2017-08-28,213719
2017-08-29,213719
2017-08-30,213719
2017-08-31,213719
2017-09-01,223317
2017-09-02,223317
2017-09-03,223317
2017-09-04,223317
2017-09-05,228554
2017-09-06,228554
2017-09-07,228554
2017-09-08,228554
2017-09-09,237474
2017-09-10,237474
2017-09-11,237474
2017-09-12,237474
2017-09-13,245108
2017-09-14,245108
2017-09-15,245108
2017-09-16,245108
2017-09-17,244580
2017-09-19,244580
2017-09-20,244580
2017-09-21,247792
2017-09-22,247792
2017-09-23,247792
2017-09-24,247607
2017-09-25,247607
2017-09-26,247607
2017-09-27,247607
2017-09-28,241518
2017-09-29,241518
2017-09-30,241518
2017-10-01,241518
2017-10-02,242088
2017-10-03,242088
2017-10-04,242088
2017-10-05,242088
2017-10-06,242088
2017-10-07,244178
2017-10-08,244178
2017-10-09,244178
2017-10-10,244178
2017-10-11,249259
2017-10-12,249259
2017-10-13,249259
2017-10-14,254937
2017-10-15,254937
2017-10-16,254937
2017-10-17,254937
2017-10-18,251452
2017-10-19,251452
2017-10-20,251452
2017-10-21,251452
2017-10-22,249172
2017-10-23,249172
2017-10-24,249172
2017-10-25,249172
2017-10-26,244011
2017-10-27,244011
2017-10-28,244011
2017-10-29,244011
2017-10-30,239854
2017-10-31,239854
2017-11-01,239854
2017-11-02,239854
2017-11-03,239854
2017-11-04,240136
2017-11-05,240136
2017-11-06,240136
2017-11-07,240136
2017-11-08,240136
2017-11-09,234043
2017-11-10,234043
2017-11-11,234043
2017-11-12,234043
2017-11-13,227038
2017-11-14,227038
2017-11-15,227038
2017-11-16,227038
2017-11-17,217046
2017-11-18,217046
2017-11-19,217046
2017-11-20,217046
2017-11-21,206456
2017-11-22,206456
2017-11-23,206456
2017-11-24,197686
2017-11-25,197686
2017-11-26,197686
2017-11-27,197686
2017-11-28,188239
2017-11-29,188239
2017-11-30,188239
2017-12-01,188239
2017-12-02,180012
2017-12-03,180012
2017-12-04,180012
2017-12-05,172443
2017-12-06,172443
2017-12-07,172443
2017-12-08,172443
2017-12-09,167553
2017-12-10,167553
2017-12-11,167553
2017-12-12,167553
2017-12-13,160885
2017-12-14,160885
2017-12-15,160885
2017-12-16,160885
2017-12-17,160885
2017-12-18,156981
2017-12-19,156981
2017-12-20,156981
2017-12-21,156981
2017-12-22,158311
2017-12-23,158311
2017-12-24,158311
2017-12-25,158311
2017-12-26,157619
2017-12-27,157619
2017-12-28,157619
2017-12-29,157619
2017-12-30,161692
2017-12-31,161692
2018-01-01,161692
2018-01-02,161692
2018-01-03,163288
2018-01-04,163288
2018-01-05,163288
2018-01-06,162388
2018-01-07,162388
2018-01-08,162388
2018-01-09,162195
2018-01-10,162195
2018-01-11,162195
2018-01-12,162195
2018-01-13,160640
2018-01-14,160640
2018-01-15,160640
2018-01-16,165595
2018-01-17,165595
2018-01-18,165595
2018-01-19,165595
2018-01-20,171175
2018-01-21,171175
2018-01-22,171175
2018-01-23,174282
2018-01-24,174282
2018-01-25,174282
2018-01-26,174282
2018-01-27,175494
2018-01-28,175494
2018-01-29,175494
2018-01-30,176545
2018-02-01,176545
2018-02-02,176545
2018-02-04,183163
2018-02-05,183163
2018-02-06,191321
2018-02-07,191321
2018-02-08,191321
2018-02-09,200036
2018-02-10,200036
2018-02-11,200036
2018-02-12,208367
2018-02-13,208367
2018-02-14,208367
2018-02-15,214422
2018-02-16,214422
2018-02-17,214422
2018-02-18,214422
2018-02-19,211359
2018-02-20,211359
2018-02-21,211359
2018-02-22,211474
2018-02-23,211474
2018-02-24,211474
2018-02-25,207137
2018-02-26,207137
2018-02-27,207137
2018-02-28,206222
