date_obj,Battlestaff price
2015-03-26,8437
2015-03-27,8448
2015-03-28,8492
2015-03-29,8486
2015-03-30,8455
2015-03-31,8438
2015-04-01,8437
2015-04-02,8438
2015-04-03,8464
2015-04-04,8465
2015-04-05,8469
2015-04-06,8434
2015-04-07,8395
2015-04-08,8322
2015-04-09,8196
2015-04-10,8147
2015-04-11,8129
2015-04-12,8162
2015-04-13,8159
2015-04-14,8145
2015-04-15,8134
2015-04-16,8157
2015-04-17,8167
2015-04-18,8218
2015-04-19,8261
2015-04-20,8308
2015-04-21,8336
2015-04-22,8372
2015-04-23,8389
2015-04-24,8346
2015-04-25,8340
2015-04-26,8277
2015-04-27,8235
2015-04-28,8202
2015-04-29,8181
2015-04-30,8160
2015-05-01,8134
2015-05-02,8152
2015-05-03,8180
2015-05-04,8191
2015-05-05,8230
2015-05-06,8224
2015-05-07,8229
2015-05-08,8254
2015-05-09,8229
2015-05-10,8175
2015-05-11,8178
2015-05-12,8171
2015-05-13,8254
2015-05-14,8313
2015-05-15,8318
2015-05-16,8291
2015-05-17,8277
2015-05-18,8249
2015-05-19,8250
2015-05-20,8280
2015-05-21,8300
2015-05-22,8405
2015-05-23,8418
2015-05-24,8367
2015-05-25,8360
2015-05-26,8343
2015-05-27,8328
2015-05-28,8275
2015-05-29,8269
2015-05-30,8295
2015-05-31,8362
2015-06-01,8312
2015-06-02,8285
2015-06-03,8210
2015-06-04,8175
2015-06-05,8139
2015-06-06,8086
2015-06-07,8033
2015-06-08,7932
2015-06-09,7868
2015-06-10,7911
2015-06-11,7922
2015-06-12,7864
2015-06-13,7877
2015-06-14,7901
2015-06-15,7918
2015-06-16,7966
2015-06-17,8037
2015-06-18,8044
2015-06-19,8059
2015-06-20,8075
2015-06-21,8047
2015-06-22,8060
2015-06-23,8068
2015-06-24,8086
2015-06-25,8097
2015-06-26,8080
2015-06-27,8014
2015-06-28,8052
2015-06-29,8156
2015-06-30,8166
2015-07-01,8170
2015-07-02,8172
2015-07-03,8173
2015-07-04,8088
2015-07-05,8072
2015-07-06,8106
2015-07-07,8083
2015-07-08,8061
2015-07-09,8098
2015-07-10,8088
2015-07-11,8092
2015-07-12,8089
2015-07-13,8097
2015-07-14,8110
2015-07-15,8159
2015-07-16,8286
2015-07-17,8188
2015-07-18,8173
2015-07-19,8161
2015-07-20,8193
2015-07-21,8223
2015-07-22,8252
2015-07-23,8347
2015-07-24,8280
2015-07-25,8246
2015-07-26,8319
2015-07-27,8401
2015-07-28,8415
2015-07-29,8500
2015-07-30,8391
2015-07-31,8458
2015-08-01,8470
2015-08-02,8368
2015-08-03,8345
2015-08-04,8328
2015-08-05,8310
2015-08-06,8346
2015-08-07,8336
2015-08-08,8308
2015-08-09,8258
2015-08-10,8323
2015-08-11,8392
2015-08-12,8402
2015-08-13,8401
2015-08-14,8460
2015-08-15,8481
2015-08-16,8494
2015-08-17,8433
2015-08-18,8473
2015-08-19,8541
2015-08-20,8526
2015-08-21,8539
2015-08-22,8512
2015-08-23,8520
2015-08-24,8524
2015-08-25,8525
2015-08-26,8485
2015-08-27,8401
2015-08-28,8356
2015-08-29,8331
2015-08-30,8307
2015-08-31,8288
2015-09-01,8302
2015-09-02,8283
2015-09-03,8319
2015-09-04,8359
2015-09-05,8374
2015-09-06,8393
2015-09-07,8369
2015-09-08,8387
2015-09-09,8380
2015-09-10,8395
2015-09-11,8431
2015-09-12,8449
2015-09-13,8431
2015-09-14,8410
2015-09-15,8410
2015-09-16,8419
2015-09-17,8456
2015-09-18,8516
2015-09-19,8490
2015-09-20,8450
2015-09-21,8492
2015-09-22,8507
2015-09-23,8583
2015-09-24,8592
2015-09-25,8612
2015-09-27,8522
2015-09-28,8456
2015-09-29,8435
2015-09-30,8415
2015-10-05,8382
2015-10-06,8433
2015-10-07,8454
2015-10-08,8462
2015-10-09,8356
2015-10-10,8326
2015-10-11,8264
2015-10-12,8264
2015-10-13,8282
2015-10-14,8323
2015-10-15,8313
2015-10-16,8315
2015-10-17,8314
2015-10-18,8303
2015-10-19,8274
2015-10-20,8328
2015-10-22,8426
2015-10-23,8410
2015-10-24,8436
2015-10-25,8452
2015-10-26,8532
2015-10-27,8531
2015-10-28,8563
2015-10-29,8610
2015-10-30,8697
2015-10-31,8621
2015-11-01,8565
2015-11-02,8445
2015-11-03,8389
2015-11-04,8320
2015-11-05,8294
2015-11-06,8342
2015-11-07,8343
2015-11-08,8377
2015-11-09,8359
2015-11-10,8353
2015-11-11,8350
2015-11-12,8351
2015-11-13,8339
2015-11-14,8329
2015-11-15,8282
2015-11-16,8263
2015-11-17,8245
2015-11-18,8234
2015-11-19,8196
2015-11-20,8132
2015-11-21,8150
2015-11-22,8154
2015-11-23,8264
2015-11-24,8256
2015-11-25,8221
2015-11-26,8242
2015-11-27,8367
2015-11-28,8472
2015-11-29,8542
2015-11-30,8565
2015-12-01,8565
2015-12-02,8505
2015-12-03,8483
2015-12-04,8572
2015-12-05,8574
2015-12-06,8625
2015-12-07,8696
2015-12-08,8651
2015-12-09,8595
2015-12-10,8625
2015-12-11,8655
2015-12-12,8619
2015-12-13,8614
2015-12-14,8625
2015-12-15,8612
2015-12-16,8591
2015-12-17,8610
2015-12-18,8624
2015-12-19,8718
2015-12-20,8713
2015-12-21,8772
2015-12-22,8768
2015-12-23,8785
2015-12-24,8782
2015-12-25,8851
2015-12-26,8931
2015-12-27,8957
2015-12-28,8992
2015-12-29,8934
2015-12-30,8946
2015-12-31,8867
2016-01-01,8835
2016-01-02,8796
2016-01-03,8825
2016-01-04,8851
2016-01-05,8858
2016-01-06,8860
2016-01-07,8853
2016-01-08,8760
2016-01-09,8719
2016-01-10,8752
2016-01-11,8799
2016-01-12,8834
2016-01-13,8897
2016-01-14,8861
2016-01-15,8838
2016-01-16,8852
2016-01-17,8910
2016-01-18,8895
2016-01-19,8852
2016-01-20,8831
2016-01-21,8781
2016-01-22,8776
2016-01-23,8784
2016-01-24,8837
2016-01-25,8910
2016-01-26,8996
2016-01-27,8923
2016-01-28,8896
2016-01-29,8845
2016-01-30,8802
2016-01-31,8837
2016-02-01,8902
2016-02-02,8938
2016-02-03,8940
2016-02-04,8945
2016-02-05,9028
2016-02-06,8983
2016-02-07,9046
2016-02-08,8997
2016-02-09,8959
2016-02-10,8863
2016-02-11,8888
2016-02-12,8877
2016-02-13,8875
2016-02-14,8881
2016-02-15,8870
2016-02-16,8944
2016-02-17,8960
2016-02-18,8968
2016-02-19,9052
2016-02-20,9036
2016-02-21,8946
2016-02-22,8964
2016-02-23,9047
2016-02-24,9087
2016-02-25,9067
2016-02-26,9031
2016-02-27,9031
2016-02-28,9153
2016-02-29,9143
2016-03-01,9158
2016-03-02,9084
2016-03-03,9045
2016-03-04,9170
2016-03-05,9164
2016-03-06,9142
2016-03-07,9119
2016-03-08,9095
2016-03-09,9093
2016-03-10,9071
2016-03-11,9056
2016-03-12,9031
2016-03-13,9013
2016-03-14,8994
2016-03-15,8894
2016-03-16,8813
2016-03-17,8802
2016-03-18,8818
2016-03-19,8840
2016-03-20,8865
2016-03-21,8899
2016-03-22,8914
2016-03-23,8886
2016-03-24,8902
2016-03-25,8880
2016-03-26,8878
2016-03-27,8892
2016-03-28,8918
2016-03-29,8909
2016-03-30,8878
2016-03-31,8822
2016-04-01,8766
2016-04-02,8760
2016-04-03,8786
2016-04-04,8716
2016-04-05,8683
2016-04-06,8683
2016-04-07,8686
2016-04-08,8542
2016-04-09,8635
2016-04-10,8676
2016-04-11,8670
2016-04-12,8638
2016-04-13,8650
2016-04-14,8628
2016-04-15,8601
2016-04-16,8574
2016-04-17,8585
2016-04-18,8566
2016-04-19,8539
2016-04-20,8641
2016-04-21,8801
2016-04-22,8763
2016-04-23,8749
2016-04-24,8783
2016-04-25,8762
2016-04-26,8746
2016-04-27,8754
2016-04-28,8786
2016-04-29,8783
2016-04-30,8805
2016-05-01,8832
2016-05-02,8822
2016-05-03,8759
2016-05-04,8810
2016-05-05,8959
2016-05-06,9055
2016-05-07,8868
2016-05-08,8741
2016-05-09,8674
2016-05-10,8675
2016-05-11,8781
2016-05-12,8743
2016-05-13,8598
2016-05-14,8619
2016-05-15,8597
2016-05-16,8585
2016-05-17,8565
2016-05-18,8569
2016-05-19,8607
2016-05-22,8737
2016-05-23,8623
2016-05-24,8568
2016-05-25,8654
2016-05-26,8753
2016-05-27,8717
2016-05-28,8785
2016-05-29,8795
2016-05-30,8810
2016-05-31,8783
2016-06-01,8862
2016-06-02,8864
2016-06-03,8902
2016-06-04,8870
2016-06-05,8827
2016-06-06,8798
2016-06-07,8847
2016-06-08,8868
2016-06-09,8969
2016-06-10,8972
2016-06-11,8970
2016-06-12,8927
2016-06-13,8868
2016-06-14,8847
2016-06-15,8870
2016-06-16,8842
2016-06-17,8833
2016-06-18,8884
2016-06-19,8829
2016-06-20,8793
2016-06-21,8764
2016-06-22,8720
2016-06-23,8732
2016-06-24,8719
2016-06-25,8713
2016-06-26,8715
2016-06-27,8704
2016-06-28,8722
2016-06-29,8717
2016-06-30,8706
2016-07-01,8683
2016-07-02,8720
2016-07-03,8730
2016-07-04,8757
2016-07-05,8799
2016-07-06,8816
2016-07-07,8845
2016-07-08,8858
2016-07-09,8857
2016-07-10,8822
2016-07-11,8824
2016-07-12,8844
2016-07-13,8880
2016-07-14,8935
2016-07-15,8907
2016-07-16,8860
2016-07-17,8881
2016-07-18,8848
2016-07-23,8804
2016-07-24,8859
2016-07-25,8863
2016-07-26,8852
2016-07-27,8866
2016-07-28,8890
2016-07-29,8867
2016-07-30,8846
2016-07-31,8901
2016-08-01,8922
2016-08-02,8938
2016-08-03,9019
2016-08-04,9029
2016-08-05,8958
2016-08-06,8922
2016-08-07,8875
2016-08-08,8889
2016-08-09,8883
2016-08-10,8857
2016-08-11,8875
2016-08-12,8861
2016-08-13,8862
2016-08-14,8832
2016-08-15,8825
2016-08-16,8818
2016-08-17,8814
2016-08-18,8840
2016-08-19,8833
2016-08-20,8884
2016-08-21,8922
2016-08-22,8995
2016-08-23,8991
2016-08-24,8923
2016-08-25,8933
2016-08-26,8982
2016-08-28,8879
2016-08-31,8747
2016-09-01,8769
2016-09-02,8785
2016-09-03,8796
2016-09-04,8794
2016-09-05,8761
2016-09-06,8726
2016-09-07,8701
2016-09-08,8667
2016-09-09,8608
2016-09-10,8675
2016-09-11,8658
2016-09-12,8595
2016-09-13,8552
2016-09-14,8541
2016-09-15,8512
2016-09-16,8549
2016-09-17,8591
2016-09-18,8598
2016-09-19,8625
2016-09-20,8650
2016-09-21,8661
2016-09-22,8712
2016-09-23,8687
2016-09-24,8696
2016-09-25,8675
2016-09-26,8676
2016-09-27,8710
2016-09-28,8764
2016-09-29,8838
2016-09-30,8783
2016-10-01,8801
2016-10-02,8795
2016-10-03,8816
2016-10-04,8818
2016-10-05,8843
2016-10-06,8848
2016-10-07,8816
2016-10-08,8854
2016-10-09,8921
2016-10-10,8904
2016-10-11,8975
2016-10-12,8920
2016-10-13,8889
2016-10-14,8894
2016-10-15,8949
2016-10-16,8912
2016-10-17,8869
2016-10-18,8836
2016-10-19,8812
2016-10-20,8788
2016-10-21,8817
2016-10-22,8978
2016-10-23,8872
2016-10-24,8832
2016-10-25,8832
2016-10-26,8836
2016-10-27,8884
2016-10-28,8889
2016-10-29,8843
2016-10-30,8907
2016-10-31,8902
2016-11-01,8964
2016-11-02,8924
2016-11-03,8964
2016-11-04,8965
2016-11-05,8945
2016-11-06,9003
2016-11-07,9090
2016-11-08,9099
2016-11-09,9024
2016-11-10,8958
2016-11-11,8959
2016-11-12,8992
2016-11-13,9108
2016-11-14,9052
2016-11-15,9009
2016-12-07,9086
2016-12-08,9054
2016-12-09,9039
2016-12-10,9059
2016-12-11,9088
2016-12-12,9123
2016-12-13,9152
2016-12-14,9073
2016-12-15,9043
2016-12-16,9025
2016-12-17,9057
2016-12-18,9171
2016-12-19,9168
2016-12-20,9148
2016-12-21,9097
2016-12-22,9074
2016-12-23,9075
2016-12-24,9056
2016-12-25,9010
2016-12-26,8949
2016-12-27,8950
2016-12-28,8933
2016-12-29,8960
2016-12-30,8963
2016-12-31,8956
2017-01-01,8988
2017-01-02,9021
2017-01-03,8993
2017-01-04,8793
2017-01-05,8661
2017-01-06,8725
2017-01-07,8805
2017-01-08,8874
2017-01-09,8939
2017-01-10,8915
2017-01-11,8948
2017-01-12,8988
2017-01-13,9010
2017-01-14,8980
2017-01-15,8955
2017-01-16,8935
2017-01-17,8925
2017-01-18,8934
2017-01-19,8935
2017-01-20,8939
2017-01-21,8937
2017-01-23,8891
2017-01-27,8800
2017-01-28,8787
2017-01-29,8800
2017-01-30,8820
2017-01-31,8883
2017-02-01,8857
2017-02-02,8868
2017-02-03,8855
2017-02-04,8881
2017-02-05,8868
2017-02-06,8886
2017-02-07,8919
2017-02-08,8963
2017-02-09,9073
2017-02-10,8972
2017-02-11,9035
2017-02-12,9102
2017-02-13,9081
2017-02-14,9055
2017-02-15,9093
2017-02-16,9095
2017-02-18,8976
2017-02-19,9002
2017-02-20,9008
2017-02-21,9060
2017-02-22,9048
2017-02-23,8999
2017-02-24,9002
2017-02-25,9022
2017-02-26,8992
2017-02-27,9002
2017-02-28,8989
2017-03-01,8970
2017-03-02,8963
2017-03-03,8945
2017-03-04,8923
2017-03-05,8958
2017-03-06,8944
2017-03-07,8932
2017-03-08,8923
2017-03-09,8925
2017-03-10,8939
2017-03-11,8931
2017-03-12,8968
2017-03-13,8969
2017-03-14,8970
2017-03-15,8948
2017-03-16,8960
2017-03-17,8944
2017-03-18,8988
2017-03-19,9008
2017-03-20,9000
2017-03-21,9033
2017-03-22,9042
2017-03-23,9013
2017-03-24,9009
2017-03-25,9105
2017-03-26,9088
2017-03-27,9097
2017-03-28,9077
2017-03-29,9061
2017-03-30,9044
2017-03-31,9042
2017-04-01,9016
2017-04-02,9015
2017-04-03,9007
2017-04-04,8983
2017-04-12,8935
2017-04-13,8926
2017-04-14,8906
2017-04-15,8912
2017-04-16,8913
2017-04-17,8913
2017-04-18,8913
2017-04-19,8907
2017-04-20,8901
2017-04-21,8881
2017-04-22,8886
2017-04-23,8872
2017-04-24,8875
2017-04-25,8842
2017-04-26,8837
2017-04-27,8815
2017-04-28,8783
2017-04-29,8771
2017-04-30,8798
2017-05-01,8827
2017-05-02,8870
2017-05-03,8899
2017-05-04,8898
2017-05-05,8874
2017-05-06,8868
2017-05-07,8882
2017-05-08,8916
2017-05-09,8925
2017-05-10,8938
2017-05-11,8957
2017-05-12,8926
2017-05-13,8926
2017-05-14,8872
2017-05-15,8867
2017-05-16,8861
2017-05-17,8872
2017-05-18,8909
2017-05-19,8981
2017-05-20,9027
2017-05-21,9047
2017-05-22,9045
2017-05-23,9048
2017-05-24,8956
2017-05-25,8896
2017-05-26,8918
2017-05-27,8949
2017-05-28,9010
2017-05-29,8955
2017-05-30,8921
2017-05-31,8881
2017-06-01,8843
2017-06-02,8853
2017-06-03,8918
2017-06-04,8949
2017-06-05,8964
2017-06-06,8995
2017-06-07,9073
2017-06-08,9043
2017-06-09,9018
2017-06-10,8962
2017-06-11,8937
2017-06-12,8938
2017-06-13,8936
2017-06-14,8942
2017-06-15,8933
2017-06-16,8931
2017-06-17,8913
2017-06-18,8877
2017-06-19,8892
2017-06-20,8884
2017-06-21,8881
2017-06-22,8881
2017-06-23,8884
2017-06-24,8899
2017-06-25,8930
2017-06-26,8925
2017-06-27,8919
2017-06-28,8932
2017-06-29,8932
2017-06-30,8905
2017-07-01,8893
2017-07-02,8844
2017-07-03,8858
2017-07-04,8903
2017-07-05,8882
2017-07-06,8897
2017-07-07,8901
2017-07-08,8889
2017-07-09,8896
2017-07-13,8952
2017-07-14,8955
2017-07-15,8930
2017-07-16,8922
2017-07-17,8909
2017-07-18,8902
2017-07-19,8891
2017-07-20,8890
2017-07-21,8857
2017-07-22,8843
2017-07-23,8862
2017-07-24,8877
2017-07-25,8893
2017-07-26,8899
2017-07-27,8915
2017-07-28,8909
2017-07-29,8924
2017-07-30,8923
2017-07-31,8898
2017-08-01,8881
2017-08-02,8871
2017-08-03,8855
2017-08-04,8837
2017-08-05,8817
2017-08-06,8830
2017-08-07,8854
2017-08-08,8859
2017-08-09,8853
2017-08-10,8833
2017-08-11,8807
2017-08-12,8786
2017-08-13,8790
2017-08-14,8783
2017-08-15,8734
2017-08-16,8685
2017-08-17,8639
2017-08-18,8600
2017-08-19,8586
2017-08-20,8585
2017-08-21,8608
2017-08-22,8635
2017-08-23,8656
2017-08-24,8701
2017-08-25,8716
2017-08-26,8688
2017-08-27,8686
2017-08-28,8642
2017-08-29,8651
2017-08-30,8658
2017-08-31,8646
2017-09-01,8628
2017-09-02,8611
2017-09-03,8660
2017-09-04,8745
2017-09-05,8761
2017-09-06,8787
2017-09-07,8702
2017-09-08,8677
2017-09-09,8702
2017-09-10,8725
2017-09-11,8707
2017-09-12,8672
2017-09-13,8636
2017-09-14,8600
2017-09-15,8550
2017-09-16,8573
2017-09-17,8606
2017-09-18,8653
2017-09-19,8663
2017-09-20,8667
2017-09-22,8645
2017-09-23,8665
2017-09-24,8689
2017-09-25,8691
2017-09-26,8713
2017-09-27,8732
2017-09-28,8727
2017-09-29,8708
2017-09-30,8705
2017-10-01,8718
2017-10-02,8742
2017-10-03,8722
2017-10-04,8687
2017-10-05,8658
2017-10-06,8608
2017-10-07,8618
2017-10-08,8659
2017-10-09,8687
2017-10-10,8714
2017-10-11,8714
2017-10-12,8707
2017-10-13,8714
2017-10-14,8726
2017-10-15,8711
2017-10-16,8678
2017-10-17,8669
2017-10-18,8659
2017-10-19,8669
2017-10-20,8701
2017-10-21,8764
2017-10-22,8756
2017-10-23,8743
2017-10-24,8735
2017-10-25,8742
2017-10-26,8739
2017-10-27,8733
2017-10-28,8777
2017-10-29,8813
2017-10-30,8791
2017-10-31,8769
2017-11-01,8751
2017-11-02,8735
2017-11-03,8716
2017-11-04,8704
2017-11-05,8685
2017-11-06,8689
2017-11-07,8694
2017-11-08,8725
2017-11-09,8725
2017-11-10,8705
2017-11-11,8696
2017-11-12,8688
2017-11-13,8704
2017-11-14,8732
2017-11-15,8725
2017-11-16,8726
2017-11-17,8752
2017-11-18,8749
2017-11-19,8739
2017-11-20,8715
2017-11-21,8696
2017-11-22,8689
2017-11-23,8639
2017-11-24,8590
2017-11-25,8563
2017-11-26,8588
2017-11-27,8593
2017-11-28,8600
2017-11-29,8634
2017-11-30,8654
2017-12-01,8636
2017-12-02,8613
2017-12-03,8589
2017-12-04,8598
2017-12-05,8618
2017-12-06,8631
2017-12-07,8619
2017-12-08,8626
2017-12-09,8638
2017-12-10,8657
2017-12-11,8674
2017-12-12,8688
2017-12-13,8684
2017-12-14,8661
2017-12-15,8645
2017-12-16,8650
2017-12-17,8680
2017-12-18,8701
2017-12-19,8700
2017-12-20,8663
2017-12-21,8630
2017-12-22,8645
2017-12-23,8686
2017-12-24,8687
2017-12-25,8701
2017-12-26,8712
2017-12-27,8736
2017-12-28,8763
2017-12-29,8788
2017-12-30,8797
2017-12-31,8763
2018-01-01,8739
2018-01-02,8714
2018-01-03,8672
2018-01-04,8607
2018-01-05,8581
2018-01-06,8661
2018-01-07,8713
2018-01-08,8675
2018-01-09,8609
2018-01-10,8628
2018-01-11,8613
2018-01-12,8597
2018-01-13,8597
2018-01-14,8611
2018-01-15,8616
2018-01-16,8609
2018-01-17,8627
2018-01-18,8660
2018-01-19,8656
2018-01-20,8677
2018-01-21,8700
2018-01-22,8697
2018-01-23,8655
2018-01-24,8635
2018-01-25,8620
2018-01-26,8594
2018-01-27,8598
2018-01-28,8603
2018-01-29,8600
2018-01-30,8582
2018-01-31,8570
2018-02-01,8530
2018-02-02,8541
2018-02-03,8544
2018-02-04,8553
2018-02-05,8538
2018-02-06,8541
2018-02-07,8546
2018-02-08,8498
2018-02-09,8467
2018-02-10,8459
2018-02-11,8438
2018-02-12,8454
2018-02-13,8472
2018-02-14,8493
2018-02-15,8501
2018-02-16,8475
2018-02-17,8454
2018-02-18,8470
2018-02-19,8499
2018-02-20,8518
2018-02-21,8558
2018-02-22,8605
2018-02-23,8585
2018-02-24,8583
2018-02-25,8570
2018-02-26,8557
2018-02-27,8540
2018-02-28,8533
2018-03-01,8522
2018-03-02,8516
2018-03-03,8549
2018-03-04,8578
2018-03-05,8561
2018-03-06,8546
2018-03-07,8541
2018-03-08,8572
2018-03-09,8604
2018-03-10,8616
2018-03-11,8624
2018-03-12,8618
2018-03-13,8600
2018-03-14,8595
2018-03-15,8573
2018-03-16,8577
2018-03-17,8592
2018-03-18,8593
2018-03-20,8589
2018-03-21,8575
2018-03-22,8580
2018-03-23,8580
2018-03-24,8592
2018-03-25,8622
2018-03-26,8612
2018-03-27,8599
2018-03-28,8613
2018-03-29,8649
2018-03-30,8666
2018-03-31,8681
2018-04-01,8655
2018-04-02,8619
2018-04-03,8599
2018-04-04,8604
2018-04-05,8608
2018-04-06,8594
2018-04-07,8584
2018-04-08,8588
2018-04-09,8597
2018-04-10,8613
2018-04-11,8592
2018-04-12,8573
2018-04-13,8560
2018-04-14,8557
2018-04-15,8535
2018-04-16,8540
2018-04-17,8561
2018-04-18,8574
2018-04-19,8574
2018-04-20,8569
2018-04-21,8568
2018-04-22,8610
2018-04-23,8635
2018-04-24,8645
2018-04-25,8674
2018-04-26,8687
2018-04-27,8681
2018-04-28,8671
2018-04-29,8685
2018-04-30,8681
2018-05-01,8704
2018-05-02,8678
2018-05-03,8640
2018-05-04,8600
2018-05-05,8587
2018-05-06,8584
2018-05-07,8578
2018-05-08,8628
2018-05-09,8655
2018-05-10,8714
2018-05-11,8773
2018-05-12,8769
2018-05-13,8758
2018-05-14,8730
2018-05-15,8698
2018-05-16,8657
2018-05-17,8618
2018-05-18,8580
2018-05-19,8578
2018-05-20,8568
2018-05-21,8585
2018-05-22,8605
2018-05-23,8609
2018-05-24,8599
2018-05-25,8578
2018-05-26,8581
2018-05-27,8595
2018-05-28,8607
2018-05-29,8623
2018-05-30,8606
2018-05-31,8597
2018-06-01,8568
2018-06-02,8546
2018-06-03,8584
2018-06-04,8574
2018-06-05,8545
2018-06-06,8462
2018-06-07,8471
2018-06-08,8453
2018-06-09,8472
2018-06-10,8466
2018-06-11,8441
2018-06-12,8439
2018-06-13,8452
2018-06-14,8471
2018-06-15,8478
2018-06-16,8510
2018-06-17,8495
2018-06-18,8471
2018-06-19,8434
2018-06-20,8387
2018-06-21,8397
2018-06-22,8377
2018-06-23,8397
2018-06-24,8427
2018-06-25,8429
2018-06-26,8438
2018-06-27,8438
2018-06-28,8488
2018-06-29,8469
2018-06-30,8501
2018-07-01,8496
2018-07-02,8481
2018-07-03,8474
2018-07-04,8477
2018-07-05,8480
2018-07-06,8468
2018-07-07,8465
2018-07-08,8457
2018-07-09,8424
2018-07-10,8402
2018-07-11,8362
2018-07-12,8347
2018-07-13,8342
2018-07-14,8348
2018-07-15,8374
2018-07-16,8391
2018-07-17,8390
2018-07-18,8403
2018-07-19,8442
2018-07-20,8474
2018-07-21,8495
2018-07-22,8500
2018-07-23,8517
2018-07-24,8541
2018-07-25,8599
2018-07-26,8599
2018-07-27,8543
2018-07-28,8536
2018-07-29,8550
2018-07-30,8597
2018-07-31,8601
2018-08-01,8626
2018-08-02,8606
2018-08-03,8629
2018-08-04,8647
2018-08-05,8711
2018-08-06,8755
2018-08-07,8757
2018-08-08,8694
2018-08-09,8649
2018-08-10,8594
2018-08-11,8559
2018-08-12,8508
2018-08-14,8442
2018-08-16,8355
2018-08-17,8337
2018-08-18,8387
2018-08-19,8413
2018-08-20,8435
2018-08-21,8431
2018-08-22,8424
2018-08-23,8439
2018-08-24,8422
2018-08-25,8414
2018-08-26,8403
2018-08-27,8391
2018-08-28,8398
2018-08-29,8413
2018-08-30,8420
2018-08-31,8424
2018-09-01,8427
2018-09-02,8442
2018-09-03,8456
2018-09-04,8424
2018-09-05,8404
2018-09-06,8384
2018-09-07,8371
2018-09-08,8359
2018-09-09,8359
2018-09-10,8328
2018-09-11,8319
2018-09-12,8302
