date_obj,Battlestaff price
2018-09-13,8315
2018-09-14,8318
2018-09-15,8340
2018-09-16,8362
2018-09-17,8363
2018-09-18,8380
2018-09-19,8389
2018-09-20,8400
2018-09-21,8405
2018-09-22,8374
2018-09-23,8369
2018-09-24,8352
2018-09-25,8350
2018-09-26,8351
2018-09-27,8374
2018-09-28,8362
2018-09-29,8340
2018-09-30,8328
2018-10-01,8311
2018-10-02,8294
2018-10-03,8267
2018-10-04,8253
2018-10-05,8256
2018-10-06,8259
2018-10-07,8262
2018-10-08,8273
2018-10-09,8286
2018-10-10,8295
2018-10-11,8291
2018-10-12,8281
2018-10-13,8243
2018-10-14,8244
2018-10-15,8233
2018-10-16,8213
2018-10-17,8159
2018-10-18,8111
2018-10-19,8110
2018-10-20,8115
2018-10-21,8132
2018-10-22,8136
2018-10-23,8119
2018-10-24,8095
2018-10-25,8100
2018-10-26,8115
2018-10-27,8140
2018-10-28,8177
2018-10-29,8190
2018-10-30,8197
2018-10-31,8221
2018-11-01,8235
2018-11-03,8227
2018-11-04,8225
2018-11-05,8237
2018-11-06,8243
2018-11-07,8232
2018-11-08,8222
2018-11-09,8211
2018-11-10,8220
2018-11-11,8239
2018-11-12,8258
2018-11-13,8245
2018-11-15,8233
2018-11-16,8253
2018-11-17,8294
2018-11-18,8313
2018-11-19,8273
2018-11-20,8237
2018-11-21,8204
2018-11-22,8187
2018-11-23,8177
2018-11-24,8193
2018-11-25,8227
2018-11-26,8256
2018-11-27,8243
2018-11-28,8268
2018-11-29,8274
2018-12-01,8330
2018-12-02,8318
2018-12-03,8319
2018-12-04,8303
2018-12-05,8263
2018-12-07,8220
2018-12-09,8239
2018-12-10,8266
2018-12-11,8313
2018-12-12,8333
2018-12-13,8300
2018-12-14,8273
2018-12-15,8289
2018-12-16,8336
2018-12-17,8376
2018-12-18,8401
2018-12-19,8427
2018-12-20,8386
2018-12-21,8310
2018-12-22,8278
2018-12-23,8262
2018-12-24,8296
2018-12-25,8298
2018-12-26,8305
2018-12-27,8298
2018-12-28,8304
2018-12-29,8293
2018-12-30,8321
2018-12-31,8345
2019-01-01,8317
2019-01-02,8277
2019-01-03,8226
2019-01-04,8181
2019-01-05,8129
2019-01-06,8098
2019-01-08,8074
2019-01-10,7913
2019-01-11,7920
2019-01-12,7960
2019-01-13,7978
2019-01-14,8004
2019-01-15,8055
2019-01-16,8091
2019-01-17,8107
2019-01-18,8088
2019-01-19,8142
2019-01-20,8213
2019-01-21,8235
2019-01-22,8236
2019-01-23,8231
2019-01-24,8259
2019-01-25,8263
2019-01-26,8347
2019-01-27,8401
2019-01-28,8369
2019-01-29,8350
2019-01-30,8399
2019-01-31,8452
2019-02-01,8502
2019-02-02,8520
2019-02-03,8530
2019-02-04,8565
2019-02-05,8547
2019-02-06,8554
2019-02-07,8520
2019-02-08,8486
2019-02-09,8461
2019-02-10,8464
2019-02-11,8515
2019-02-12,8529
2019-02-13,8563
2019-02-14,8585
2019-02-15,8557
2019-02-16,8633
2019-02-17,8656
2019-02-18,8643
2019-02-19,8655
2019-02-20,8672
2019-02-21,8617
2019-02-22,8544
2019-02-23,8505
2019-02-24,8493
2019-02-25,8513
2019-02-26,8527
2019-02-27,8554
2019-02-28,8544
2019-03-01,8553
2019-03-02,8608
2019-03-03,8653
2019-03-04,8652
2019-03-05,8627
2019-03-06,8591
2019-03-07,8541
2019-03-08,8495
2019-03-09,8441
2019-03-10,8394
2019-03-11,8360
2019-03-12,8299
2019-03-13,8250
2019-03-14,8226
2019-03-15,8209
2019-03-16,8202
2019-03-17,8233
2019-03-18,8316
2019-03-19,8310
2019-03-20,8339
2019-03-21,8393
2019-03-22,8425
2019-03-23,8447
