date_obj,Ghorrock%20teleport%20(tablet) price
2015-09-12,2987
2015-09-13,3046
2015-09-14,3046
2015-09-15,2971
2015-09-16,2971
2015-09-17,2903
2015-09-18,2903
2015-09-19,2879
2015-09-20,2879
2015-09-21,2830
2015-09-22,2841
2015-09-23,2819
2015-09-24,2819
2015-09-25,2943
2015-09-27,3038
2015-09-28,3021
2015-09-29,3021
2015-09-30,3023
2015-10-05,3057
2015-10-06,2994
2015-10-07,2994
2015-10-08,2871
2015-10-09,2837
2015-10-10,2837
2015-10-11,2803
2015-10-12,2883
2015-10-13,2883
2015-10-14,2953
2015-10-15,2881
2015-10-16,2856
2015-10-17,2856
2015-10-18,2978
2015-10-19,3127
2015-10-20,3273
2015-10-22,3258
2015-10-23,3095
2015-10-24,3095
2015-10-25,2940
2015-10-26,2793
2015-10-27,2793
2015-10-29,2653
2015-10-30,2520
2015-10-31,2394
2015-11-01,2394
2015-11-02,2299
2015-11-03,2299
2015-11-04,2254
2015-11-05,2254
2015-11-06,2235
2015-11-07,2258
2015-11-08,2258
2015-11-09,2291
2015-11-10,2291
2015-11-11,2310
2015-11-12,2310
2015-11-13,2290
2015-11-14,2290
2015-11-15,2305
2015-11-16,2305
2015-11-17,2351
2015-11-18,2351
2015-11-19,2424
2015-11-20,2424
2015-11-21,2498
2015-11-22,2564
2015-11-23,2564
2015-11-24,2656
2015-11-25,2718
2015-11-26,2718
2015-11-27,2831
2015-11-28,2831
2015-11-29,2874
2015-11-30,2874
2015-12-01,2994
2015-12-02,2994
2015-12-03,3071
2015-12-04,3071
2015-12-05,3149
2015-12-06,3179
2015-12-07,3179
2015-12-08,3240
2015-12-09,3152
2015-12-10,3152
2015-12-11,3059
2015-12-12,3059
2015-12-13,2999
2015-12-14,2999
2015-12-15,2935
2015-12-16,2843
2015-12-17,2843
2015-12-18,2882
2015-12-19,2882
2015-12-20,2821
2015-12-21,2821
2015-12-22,2795
2015-12-23,2799
2015-12-24,2799
2015-12-25,2779
2015-12-26,2779
2015-12-27,2838
2015-12-28,2838
2015-12-29,2861
2015-12-30,2921
2015-12-31,2932
2016-01-01,2932
2016-01-02,2969
2016-01-03,3045
2016-01-04,3006
2016-01-05,3036
2016-01-06,3056
2016-01-07,3056
2016-01-08,2969
2016-01-09,2969
2016-01-10,2933
2016-01-11,2935
2016-01-12,3039
2016-01-13,3039
2016-01-14,2998
2016-01-15,2960
2016-01-16,2942
2016-01-17,2933
2016-01-18,2930
2016-01-19,2930
2016-01-20,2942
2016-01-21,2942
2016-01-22,2925
2016-01-23,2935
2016-01-24,2857
2016-01-25,2923
2016-01-26,2923
2016-01-27,3055
2016-01-28,3055
2016-01-29,3190
2016-01-30,3190
2016-01-31,3046
2016-02-01,2902
2016-02-02,2764
2016-02-03,2648
2016-02-04,2648
2016-02-05,2591
2016-02-06,2574
2016-02-07,2574
2016-02-08,2593
2016-02-09,2707
2016-02-10,2781
2016-02-11,2781
2016-02-12,2753
2016-02-13,2752
2016-02-14,2752
2016-02-15,2734
2016-02-16,2746
2016-02-17,2732
2016-02-18,2732
2016-02-19,2639
2016-02-20,2668
2016-02-21,2641
2016-02-22,2641
2016-02-23,2561
2016-02-24,2513
2016-02-25,2524
2016-02-26,2524
2016-02-27,2546
2016-02-28,2600
2016-02-29,2674
2016-03-01,2751
2016-03-02,2832
2016-03-03,2760
2016-03-04,2781
2016-03-05,2765
2016-03-06,2764
2016-03-07,2764
2016-03-08,2813
2016-03-09,2904
2016-03-10,2966
2016-03-11,2966
2016-03-12,3062
2016-03-13,3176
2016-03-14,3296
2016-03-15,3226
2016-03-16,3069
2016-03-17,2920
2016-03-18,2798
2016-03-19,2771
2016-03-20,2721
2016-03-21,2721
2016-03-22,2704
2016-03-23,2789
2016-03-24,2777
2016-03-25,2797
2016-03-26,2841
2016-03-27,2841
2016-03-28,2800
2016-03-29,2794
2016-03-30,2794
2016-03-31,2811
2016-04-01,2807
2016-04-02,2800
2016-04-03,2827
2016-04-04,2898
2016-04-05,2898
2016-04-06,2895
2016-04-07,2846
2016-04-08,2768
2016-04-09,2700
2016-04-10,2635
2016-04-11,2635
2016-04-12,2543
2016-04-13,2511
2016-04-14,2557
2016-04-15,2656
2016-04-16,2760
2016-04-17,2826
2016-04-18,2795
2016-04-19,2833
2016-04-20,2851
2016-04-21,2845
2016-04-22,2845
2016-04-23,2784
2016-04-24,2791
2016-04-25,2794
2016-04-26,2700
2016-04-27,2754
2016-04-28,2810
2016-04-29,2803
2016-04-30,2765
2016-05-01,2766
2016-05-02,2792
2016-05-03,2817
2016-05-04,2786
2016-05-05,2770
2016-05-06,2770
2016-05-07,2786
2016-05-08,2782
2016-05-09,2774
2016-05-10,2774
2016-05-11,2774
2016-05-12,2733
2016-05-13,2678
2016-05-14,2698
2016-05-15,2646
2016-05-16,2663
2016-05-17,2673
2016-05-18,2656
2016-05-19,2629
2016-05-22,2699
2016-05-23,2712
2016-05-24,2724
2016-05-25,2762
2016-05-26,2780
2016-05-27,2742
2016-05-28,2742
2016-05-29,2782
2016-05-30,2782
2016-05-31,2810
2016-06-01,2766
2016-06-02,2664
2016-06-03,2642
2016-06-04,2686
2016-06-05,2591
2016-06-06,2544
2016-06-07,2544
2016-06-08,2584
2016-06-09,2615
2016-06-10,2565
2016-06-11,2564
2016-06-12,2502
2016-06-13,2502
2016-06-14,2584
2016-06-15,2633
2016-06-16,2668
2016-06-17,2644
2016-06-18,2644
2016-06-19,2576
2016-06-20,2612
2016-06-21,2581
2016-06-22,2591
2016-06-23,2607
2016-06-24,2546
2016-06-25,2485
2016-06-26,2485
2016-06-27,2443
2016-06-28,2450
2016-06-29,2468
2016-06-30,2481
2016-07-01,2517
2016-07-02,2570
2016-07-03,2659
2016-07-04,2648
2016-07-05,2646
2016-07-06,2719
2016-07-07,2716
2016-07-08,2722
2016-07-09,2604
2016-07-10,2649
2016-07-11,2619
2016-07-12,2666
2016-07-13,2675
2016-07-14,2670
2016-07-15,2619
2016-07-16,2667
2016-07-17,2649
2016-07-18,2674
2016-07-23,2680
2016-07-24,2703
2016-07-25,2702
2016-07-26,2624
2016-07-27,2718
2016-07-28,2832
2016-07-29,2841
2016-07-30,2768
2016-07-31,2768
2016-08-01,2772
2016-08-02,2719
2016-08-03,2731
2016-08-04,2775
2016-08-05,2693
2016-08-06,2631
2016-08-07,2499
2016-08-08,2499
2016-08-09,2494
2016-08-10,2484
2016-08-11,2484
2016-08-12,2512
2016-08-13,2628
2016-08-14,2709
2016-08-15,2748
2016-08-16,2716
2016-08-17,2716
2016-08-18,2629
2016-08-19,2550
2016-08-20,2578
2016-08-21,2612
2016-08-22,2607
2016-08-23,2668
2016-08-24,2650
2016-08-25,2665
2016-08-26,2665
2016-08-28,2881
2016-08-31,3215
2016-09-01,3247
2016-09-02,3247
2016-09-03,3134
2016-09-04,2992
2016-09-05,2853
2016-09-06,2780
2016-09-07,2803
2016-09-08,2803
2016-09-09,2719
2016-09-10,2627
2016-09-11,2627
2016-09-12,2639
2016-09-13,2672
2016-09-14,2672
2016-09-15,2715
2016-09-16,2715
2016-09-17,2699
2016-09-18,2671
2016-09-19,2617
2016-09-20,2617
2016-09-21,2574
2016-09-22,2521
2016-09-23,2542
2016-09-24,2542
2016-09-25,2578
2016-09-26,2578
2016-09-27,2654
2016-09-28,2564
2016-09-29,2564
2016-09-30,2503
2016-10-01,2449
2016-10-02,2449
2016-10-03,2438
2016-10-04,2402
2016-10-05,2365
2016-10-06,2373
2016-10-07,2373
2016-10-08,2415
2016-10-09,2415
2016-10-10,2441
2016-10-11,2464
2016-10-12,2470
2016-10-13,2491
2016-10-14,2560
2016-10-15,2675
2016-10-16,2751
2016-10-17,2635
2016-10-18,2567
2016-10-19,2568
2016-10-20,2571
2016-10-21,2654
2016-10-22,2654
2016-10-23,2758
2016-10-24,2798
2016-10-25,2798
2016-10-26,2834
2016-10-27,2844
2016-10-28,2844
2016-10-29,2768
2016-10-30,2675
2016-10-31,2724
2016-11-01,2724
2016-11-02,2681
2016-11-03,2681
2016-11-04,2649
2016-11-05,2649
2016-11-06,2682
2016-11-07,2684
2016-11-08,2582
2016-11-09,2580
2016-11-10,2610
2016-11-11,2701
2016-11-12,2748
2016-11-13,2748
2016-11-14,2726
2016-11-15,2821
2016-12-07,2991
2016-12-08,2947
2016-12-09,2799
2016-12-10,2668
2016-12-11,2658
2016-12-12,2708
2016-12-13,2756
2016-12-14,2746
2016-12-15,2746
2016-12-16,2699
2016-12-17,2682
2016-12-18,2660
2016-12-19,2724
2016-12-20,2652
2016-12-21,2671
2016-12-22,2749
2016-12-23,2852
2016-12-24,2852
2016-12-25,2779
2016-12-26,2673
2016-12-27,2648
2016-12-28,2705
2016-12-29,2787
2016-12-30,2823
2016-12-31,2745
2017-01-01,2698
2017-01-02,2657
2017-01-03,2714
2017-01-04,2711
2017-01-05,2669
2017-01-06,2636
2017-01-07,2620
2017-01-08,2642
2017-01-09,2674
2017-01-10,2670
2017-01-11,2600
2017-01-12,2572
2017-01-13,2542
2017-01-14,2556
2017-01-15,2586
2017-01-16,2571
2017-01-17,2524
2017-01-18,2510
2017-01-19,2475
2017-01-20,2527
2017-01-21,2616
2017-01-22,2642
2017-01-23,2605
2017-01-27,2540
2017-01-28,2611
2017-01-29,2670
2017-01-30,2786
2017-01-31,2926
2017-02-01,2959
2017-02-02,3016
2017-02-03,2888
2017-02-04,2906
2017-02-05,2877
2017-02-06,2838
2017-02-07,2746
2017-02-08,2648
2017-02-09,2648
2017-02-10,2524
2017-02-11,2397
2017-02-12,2397
2017-02-13,2404
2017-02-14,2443
2017-02-15,2443
2017-02-16,2463
2017-02-18,2461
2017-02-19,2580
2017-02-20,2633
2017-02-21,2504
2017-02-22,2504
2017-02-23,2468
2017-02-24,2468
2017-02-25,2433
2017-02-26,2426
2017-02-27,2418
2017-02-28,2384
2017-03-01,2401
2017-03-02,2412
2017-03-03,2407
2017-03-04,2407
2017-03-05,2514
2017-03-06,2594
2017-03-07,2672
2017-03-08,2672
2017-03-09,2758
2017-03-10,2733
2017-03-11,2607
2017-03-12,2547
2017-03-13,2624
2017-03-14,2666
2017-03-15,2540
2017-03-16,2492
2017-03-17,2500
2017-03-18,2555
2017-03-19,2633
2017-03-20,2727
2017-03-21,2808
2017-03-22,2788
2017-03-23,2672
2017-03-24,2641
2017-03-25,2641
2017-03-26,2710
2017-03-27,2674
2017-03-28,2684
2017-03-29,2739
2017-03-30,2765
2017-03-31,2777
2017-04-01,2777
2017-04-02,2837
2017-04-03,2904
2017-04-04,2962
2017-04-12,2833
2017-04-13,2917
2017-04-14,2889
2017-04-15,2901
2017-04-16,3006
2017-04-17,2987
2017-04-18,3075
2017-04-19,3147
2017-04-20,3114
2017-04-21,3150
2017-04-22,3085
2017-04-23,3007
2017-04-24,2964
2017-04-25,3053
2017-04-26,3053
2017-04-27,3025
2017-04-28,2926
2017-04-29,2892
2017-04-30,2761
2017-05-01,2754
2017-05-02,2843
2017-05-03,2968
2017-05-04,3116
2017-05-05,3166
2017-05-06,3266
2017-05-07,3319
2017-05-08,3229
2017-05-09,3067
2017-05-10,2957
2017-05-11,2957
2017-05-12,2878
2017-05-13,2822
2017-05-14,2822
2017-05-15,2834
2017-05-16,2884
2017-05-17,2884
2017-05-18,2912
2017-05-19,2912
2017-05-20,2878
2017-05-21,2878
2017-05-22,2873
2017-05-23,2977
2017-05-24,3059
2017-05-25,3059
2017-05-26,2938
2017-05-27,2879
2017-05-28,2879
2017-05-29,2880
2017-05-30,2880
2017-05-31,2910
2017-06-01,2882
2017-06-02,2815
2017-06-03,2815
2017-06-04,2843
2017-06-05,2843
2017-06-06,2861
2017-06-07,2865
2017-06-08,2865
2017-06-09,2834
2017-06-10,2763
2017-06-11,2703
2017-06-12,2703
2017-06-13,2733
2017-06-14,2751
2017-06-15,2751
2017-06-16,2723
2017-06-17,2723
2017-06-18,2680
2017-06-19,2680
2017-06-20,2673
2017-06-21,2713
2017-06-22,2713
2017-06-23,2721
2017-06-24,2793
2017-06-25,2793
2017-06-26,2816
2017-06-27,2874
2017-06-28,2874
2017-06-29,2891
2017-06-30,2865
2017-07-01,2865
2017-07-02,2794
2017-07-03,2772
2017-07-04,2756
2017-07-05,2756
2017-07-06,2765
2017-07-07,2765
2017-07-08,2826
2017-07-13,2859
2017-07-14,2902
2017-07-15,2902
2017-07-16,2950
2017-07-17,3008
2017-07-18,3008
2017-07-19,2954
2017-07-20,3011
2017-07-21,3011
2017-07-22,3017
2017-07-23,3155
2017-07-24,3155
2017-07-25,3222
2017-07-26,3069
2017-07-27,2937
2017-07-28,2937
2017-07-29,2857
2017-07-30,2820
2017-07-31,2820
2017-08-01,2839
2017-08-02,2920
2017-08-03,2920
2017-08-04,2979
2017-08-05,3014
2017-08-06,3014
2017-08-09,3048
2017-08-10,2966
2017-08-11,2966
2017-08-12,3030
2017-08-13,3030
2017-08-14,2935
2017-08-15,2816
2017-08-16,2816
2017-08-17,2761
2017-08-18,2761
2017-08-19,2710
2017-08-20,2708
2017-08-21,2708
2017-08-22,2829
2017-08-23,2829
2017-08-24,2947
2017-08-25,2947
2017-08-26,2893
2017-08-27,2819
2017-08-28,2819
2017-08-29,2762
2017-08-30,2783
2017-08-31,2783
2017-09-01,2761
2017-09-02,2843
2017-09-03,2843
2017-09-04,2764
2017-09-05,2687
2017-09-06,2687
2017-09-07,2579
2017-09-08,2579
2017-09-09,2450
2017-09-10,2355
2017-09-11,2355
2017-09-12,2289
2017-09-13,2289
2017-09-14,2248
2017-09-15,2248
2017-09-16,2304
2017-09-17,2332
2017-09-18,2332
2017-09-19,2343
2017-09-20,2359
2017-09-21,2359
2017-09-22,2375
2017-09-23,2375
2017-09-24,2416
2017-09-25,2416
2017-09-26,2403
2017-09-27,2403
2017-09-28,2334
2017-09-29,2334
2017-09-30,2293
2017-10-01,2293
2017-10-02,2202
2017-10-03,2202
2017-10-04,2202
2017-10-05,2225
2017-10-06,2225
2017-10-07,2245
2017-10-08,2245
2017-10-09,2258
2017-10-10,2258
2017-10-11,2253
2017-10-12,2253
2017-10-13,2212
2017-10-14,2186
2017-10-15,2186
2017-10-16,2209
2017-10-17,2209
2017-10-18,2230
2017-10-19,2230
2017-10-20,2278
2017-10-21,2278
2017-10-22,2311
2017-10-23,2311
2017-10-24,2346
2017-10-25,2346
2017-10-26,2346
2017-10-27,2425
2017-10-28,2425
2017-10-29,2347
2017-10-30,2347
2017-10-31,2277
2017-11-01,2277
2017-11-02,2185
2017-11-03,2185
2017-11-04,2167
2017-11-05,2167
2017-11-06,2211
2017-11-07,2211
2017-11-08,2219
2017-11-09,2240
2017-11-10,2240
2017-11-11,2345
2017-11-12,2361
2017-11-13,2361
2017-11-14,2281
2017-11-15,2281
2017-11-16,2252
2017-11-17,2252
2017-11-18,2240
2017-11-19,2260
2017-11-20,2260
2017-11-21,2244
2017-11-22,2244
2017-11-23,2352
2017-11-24,2352
2017-11-25,2420
2017-11-26,2364
2017-11-27,2364
2017-11-28,2245
2017-11-29,2245
2017-11-30,2164
2017-12-01,2191
2017-12-02,2191
2017-12-03,2286
2017-12-04,2286
2017-12-05,2231
2017-12-06,2231
2017-12-07,2162
2017-12-08,2162
2017-12-09,2149
2017-12-10,2124
2017-12-11,2124
2017-12-12,2115
2017-12-13,2115
2017-12-14,2140
2017-12-15,2141
2017-12-16,2141
2017-12-17,2194
2017-12-18,2183
2017-12-19,2183
2017-12-20,2115
2017-12-21,2173
2017-12-22,2173
2017-12-23,2128
2017-12-24,2128
2017-12-25,2127
2017-12-26,2132
2017-12-27,2114
2017-12-28,2114
2017-12-29,2156
2017-12-30,2201
2017-12-31,2201
2018-01-01,2237
2018-01-02,2237
2018-01-03,2293
2018-01-04,2293
2018-01-05,2243
2018-01-06,2282
2018-01-07,2282
2018-01-08,2247
2018-01-09,2156
2018-01-10,2156
2018-01-11,2166
2018-01-12,2166
2018-01-13,2114
2018-01-14,2114
2018-01-15,2145
2018-01-16,2129
2018-01-17,2075
2018-01-18,2082
2018-01-19,2082
2018-01-20,2044
2018-01-21,2044
2018-01-22,2048
2018-01-23,2035
2018-01-24,2017
2018-01-25,2038
2018-01-26,1969
2018-01-27,1986
2018-01-28,2038
2018-01-29,2099
2018-01-30,2136
2018-01-31,2189
2018-02-01,2231
2018-02-02,2240
2018-02-03,2216
2018-02-04,2211
2018-02-05,2194
2018-02-06,2205
2018-02-07,2229
2018-02-08,2229
2018-02-09,2177
2018-02-10,2177
2018-02-11,2216
2018-02-12,2266
2018-02-13,2315
2018-02-14,2331
2018-02-15,2340
2018-02-16,2316
2018-02-17,2341
2018-02-18,2412
2018-02-19,2486
2018-02-20,2592
2018-02-21,2645
2018-02-22,2699
2018-02-23,2677
2018-02-24,2677
2018-02-25,2543
2018-02-26,2415
2018-02-27,2312
2018-02-28,2312
2018-03-01,2371
2018-03-02,2348
2018-03-03,2363
2018-03-04,2363
2018-03-05,2335
2018-03-06,2332
2018-03-07,2273
2018-03-08,2173
2018-03-09,2101
2018-03-10,2151
2018-03-11,2130
2018-03-12,2098
2018-03-13,2044
2018-03-14,2072
2018-03-15,2085
2018-03-16,2085
2018-03-17,2153
2018-03-18,2260
2018-03-20,2358
2018-03-21,2461
2018-03-23,2528
2018-03-24,2559
2018-03-25,2524
2018-03-26,2412
2018-03-27,2298
2018-03-28,2298
2018-03-29,2224
2018-03-30,2205
2018-03-31,2197
2018-04-01,2218
2018-04-02,2222
2018-04-03,2207
2018-04-04,2257
2018-04-05,2257
2018-04-06,2287
2018-04-07,2287
2018-04-08,2301
2018-04-09,2271
2018-04-10,2315
2018-04-11,2363
2018-04-12,2396
2018-04-13,2396
2018-04-14,2468
2018-04-15,2530
2018-04-16,2530
2018-04-17,2503
2018-04-18,2503
2018-04-19,2506
2018-04-20,2380
2018-04-21,2305
2018-04-22,2305
2018-04-23,2317
2018-04-24,2353
2018-04-25,2471
2018-04-26,2471
2018-04-27,2577
2018-04-28,2675
2018-04-29,2758
2018-04-30,2678
2018-05-01,2647
2018-05-02,2647
2018-05-03,2714
2018-05-04,2844
2018-05-05,2884
2018-05-06,2884
2018-05-07,2840
2018-05-08,2796
2018-05-09,2819
2018-05-10,2878
2018-05-11,2937
2018-05-12,2833
2018-05-13,2833
2018-05-14,2758
2018-05-15,2756
2018-05-16,2787
2018-05-17,2736
2018-05-18,2726
2018-05-19,2785
2018-05-20,2874
2018-05-21,2847
2018-05-22,2847
2018-05-23,2874
2018-05-24,2874
2018-05-25,2932
2018-05-26,2881
2018-05-27,2881
2018-05-28,2742
2018-05-29,2605
2018-05-30,2605
2018-05-31,2570
2018-06-01,2585
2018-06-02,2587
2018-06-03,2587
2018-06-04,2717
2018-06-05,2727
2018-06-06,2743
2018-06-07,2743
2018-06-08,2747
2018-06-09,2747
2018-06-10,2710
2018-06-11,2620
2018-06-12,2600
2018-06-13,2564
2018-06-14,2564
2018-06-15,2564
2018-06-16,2582
2018-06-17,2591
2018-06-18,2587
2018-06-19,2517
2018-06-20,2517
2018-06-21,2427
2018-06-22,2407
2018-06-23,2407
2018-06-24,2365
2018-06-25,2332
2018-06-26,2409
2018-06-27,2437
2018-06-28,2467
2018-06-29,2469
2018-06-30,2373
2018-07-01,2400
2018-07-02,2400
2018-07-03,2312
2018-07-04,2237
2018-07-05,2237
2018-07-06,2210
2018-07-07,2210
2018-07-08,2243
2018-07-09,2227
2018-07-10,2298
2018-07-11,2298
2018-07-12,2298
2018-07-13,2362
2018-07-14,2370
2018-07-15,2370
2018-07-16,2435
2018-07-17,2471
2018-07-18,2365
2018-07-19,2365
2018-07-20,2281
2018-07-21,2282
2018-07-22,2341
2018-07-23,2351
2018-07-24,2442
2018-07-25,2450
2018-07-26,2542
2018-07-27,2615
2018-07-28,2615
2018-07-29,2602
2018-07-30,2672
2018-07-31,2697
2018-08-01,2697
2018-08-02,2626
2018-08-03,2626
2018-08-04,2593
2018-08-05,2672
2018-08-06,2742
2018-08-07,2854
2018-08-08,2862
2018-08-09,2862
2018-08-10,2852
2018-08-11,2983
2018-08-12,2993
2018-08-14,3100
2018-08-16,2992
2018-08-17,3009
2018-08-18,3009
2018-08-19,2945
2018-08-20,2913
2018-08-21,2913
2018-08-22,2987
2018-08-23,3125
2018-08-24,3151
2018-08-25,3103
2018-08-26,3172
2018-08-27,3090
2018-08-28,3036
2018-08-29,3008
2018-08-30,2890
2018-08-31,2911
2018-09-01,2945
2018-09-02,2892
2018-09-03,2853
2018-09-04,2786
2018-09-05,2724
2018-09-06,2724
2018-09-07,2697
2018-09-08,2657
2018-09-09,2657
2018-09-10,2587
2018-09-11,2587
2018-09-12,2595
2018-09-13,2588
2018-09-14,2648
2018-09-15,2702
2018-09-16,2702
2018-09-17,2652
2018-09-18,2528
2018-09-19,2530
2018-09-20,2584
2018-09-21,2694
2018-09-22,2766
2018-09-23,2722
2018-09-24,2682
2018-09-25,2682
2018-09-26,2675
2018-09-27,2675
2018-09-28,2667
2018-09-29,2730
2018-09-30,2649
2018-10-01,2641
2018-10-02,2640
2018-10-03,2603
2018-10-04,2603
2018-10-05,2622
2018-10-06,2557
2018-10-07,2557
2018-10-08,2512
2018-10-09,2455
2018-10-10,2400
2018-10-11,2315
2018-10-12,2315
2018-10-13,2323
2018-10-14,2419
2018-10-15,2329
2018-10-16,2360
2018-10-17,2418
2018-10-18,2459
2018-10-19,2403
2018-10-20,2403
2018-10-21,2346
2018-10-22,2282
2018-10-23,2282
2018-10-24,2259
2018-10-25,2173
2018-10-26,2192
2018-10-27,2159
2018-10-28,2181
2018-10-29,2181
2018-10-30,2193
2018-10-31,2179
2018-11-01,2261
2018-11-03,2313
2018-11-04,2256
2018-11-05,2256
2018-11-06,2242
2018-11-07,2320
2018-11-08,2324
2018-11-09,2222
2018-11-10,2157
2018-11-11,2190
2018-11-12,2144
2018-11-13,2187
2018-11-14,2246
2018-11-15,2214
2018-11-16,2159
2018-11-17,2230
2018-11-18,2171
2018-11-19,2231
2018-11-20,2155
2018-11-21,2050
2018-11-22,2005
2018-11-23,1999
2018-11-24,2011
2018-11-25,1959
2018-11-26,1999
2018-11-27,2054
2018-11-28,2057
2018-11-29,2115
2018-12-01,2140
2018-12-02,2143
2018-12-03,2143
2018-12-04,2150
2018-12-05,2156
2018-12-07,2170
2018-12-09,2254
2018-12-10,2228
2018-12-11,2270
2018-12-12,2294
2018-12-13,2249
2018-12-14,2340
2018-12-15,2365
2018-12-16,2388
2018-12-17,2388
2018-12-18,2450
2018-12-19,2510
2018-12-20,2440
2018-12-21,2412
2018-12-22,2425
2018-12-23,2465
2018-12-24,2553
2018-12-25,2453
2018-12-26,2493
2018-12-27,2570
2018-12-28,2576
2018-12-29,2580
2018-12-30,2510
2018-12-31,2450
2019-01-01,2390
2019-01-02,2324
2019-01-03,2331
2019-01-04,2310
2019-01-05,2275
2019-01-06,2274
2019-01-08,2303
2019-01-10,2242
2019-01-11,2183
2019-01-12,2194
2019-01-13,2085
2019-01-14,2052
2019-01-15,2075
2019-01-16,2067
2019-01-17,2064
2019-01-18,2137
2019-01-19,2170
2019-01-20,2185
2019-01-22,2181
2019-01-23,2110
2019-01-24,2100
2019-01-25,2088
2019-01-26,2092
2019-01-27,2113
2019-01-28,2163
2019-01-29,2230
2019-01-30,2210
2019-01-31,2180
2019-02-01,2247
2019-02-02,2301
2019-02-03,2383
2019-02-04,2502
2019-02-05,2482
2019-02-06,2488
2019-02-07,2458
2019-02-08,2449
2019-02-09,2326
2019-02-10,2329
2019-02-11,2263
2019-02-12,2249
2019-02-13,2223
2019-02-14,2223
2019-02-15,2189
2019-02-16,2220
2019-02-17,2252
2019-02-18,2296
2019-02-19,2327
2019-02-20,2310
2019-02-21,2271
2019-02-22,2216
2019-02-23,2183
2019-02-24,2177
2019-02-25,2223
2019-02-26,2224
2019-02-27,2166
2019-02-28,2195
2019-03-01,2193
2019-03-02,2231
2019-03-03,2247
2019-03-04,2316
2019-03-05,2301
2019-03-06,2368
2019-03-07,2474
2019-03-08,2474
2019-03-09,2468
2019-03-10,2438
2019-03-11,2457
2019-03-12,2399
2019-03-13,2399
2019-03-14,2375
2019-03-15,2263
2019-03-16,2230
2019-03-17,2254
2019-03-18,2254
2019-03-19,2225
2019-03-20,2289
2019-03-21,2257
2019-03-22,2189
2019-03-23,2246
2019-03-24,2228
