date_obj,Red%20topaz%20machete price
2019-04-07,18994
2019-04-08,19168
2019-04-09,19314
2019-04-10,19356
2019-04-11,19931
2019-04-12,20415
2019-04-13,20898
2019-04-14,21048
2019-04-15,20394
2019-04-16,20329
2019-04-17,20337
2019-04-18,20147
2019-04-19,20034
2019-04-20,20128
2019-04-21,20349
2019-04-22,20078
2019-04-23,19758
2019-04-24,20225
2019-04-25,20681
2019-04-26,20982
2019-04-27,21578
2019-04-28,21700
2019-04-29,21643
2019-04-30,21591
2019-05-01,22384
2019-05-02,22967
2019-05-03,22785
2019-05-04,22299
2019-05-05,21457
2019-05-06,20384
2019-05-07,19653
2019-05-08,19351
2019-05-09,19061
2019-05-10,19038
2019-05-11,18301
2019-05-12,18506
2019-05-13,18782
2019-05-14,18726
2019-05-15,18991
2019-05-16,18840
2019-05-17,18788
2019-05-18,18540
2019-05-19,18637
2019-05-20,19262
2019-05-21,19669
2019-05-22,20424
2019-05-23,21302
2019-05-24,21542
2019-05-25,20553
2019-05-26,19857
2019-05-27,18920
2019-05-28,17981
2019-05-29,18110
2019-05-30,18471
2019-05-31,18345
2019-06-01,18538
2019-06-02,18466
2019-06-03,18234
2019-06-04,17798
2019-06-05,17380
2019-06-06,17381
2019-06-07,16601
2019-06-08,16655
2019-06-09,16867
2019-06-10,16867
2019-06-11,17562
2019-06-12,17900
2019-06-13,18148
2019-06-14,18512
2019-06-15,19074
2019-06-16,19693
2019-06-17,19676
2019-06-18,19317
2019-06-19,18533
2019-06-20,17852
2019-06-21,17394
2019-06-22,17121
2019-06-23,16304
2019-06-24,15835
2019-06-25,15566
2019-06-26,14808
2019-06-27,14315
2019-06-28,14315
2019-06-29,13660
2019-06-30,13399
2019-07-01,12879
2019-07-02,12924
2019-07-03,12911
2019-07-04,12832
2019-07-05,13115
2019-07-06,13284
2019-07-07,13842
2019-07-08,14207
2019-07-09,14887
2019-07-10,15607
2019-07-11,16361
2019-07-12,16886
2019-07-13,17297
2019-07-14,17779
2019-07-15,17779
2019-07-16,18655
2019-07-17,19485
2019-07-18,19906
2019-07-19,20736
2019-07-20,20680
2019-07-21,20863
2019-07-22,20982
2019-07-23,20174
2019-07-24,20203
2019-07-25,19980
2019-07-26,20218
2019-07-27,20338
2019-07-28,20547
2019-07-29,19996
2019-07-30,19343
2019-07-31,18720
2019-08-01,18150
2019-08-02,18070
2019-08-03,17991
2019-08-04,17991
2019-08-05,18232
2019-08-06,17911
2019-08-07,17088
2019-08-08,16337
2019-08-09,16337
2019-08-10,16012
2019-08-11,15227
2019-08-12,14465
2019-08-13,14082
2019-08-14,13899
2019-08-15,13850
2019-08-16,13853
2019-08-17,13853
2019-08-18,13932
2019-08-19,13561
2019-08-20,13186
2019-08-21,13250
2019-08-22,13333
2019-08-23,13989
2019-08-24,14667
2019-08-24,14667
2019-08-25,14667
2019-08-25,14667
2019-08-26,15401
2019-08-26,15401
2019-08-27,16038
2019-08-27,16038
2019-08-28,16161
2019-08-29,16277
2019-08-30,16846
2019-08-31,16846
2019-09-01,16546
2019-09-02,16546
2019-09-03,15939
2019-09-04,15541
2019-09-05,15573
2019-09-06,15573
2019-09-07,15425
2019-09-08,15005
2019-09-09,14931
2019-09-10,14931
2019-09-11,14862
2019-09-12,14891
2019-09-13,14891
2019-09-14,14551
2019-09-15,14432
2019-09-16,14610
2019-09-17,15111
2019-09-18,15624
2019-09-19,15624
2019-09-20,15404
2019-09-21,15469
2019-09-22,15575
2019-09-23,15470
2019-09-24,15470
2019-09-25,15090
2019-09-26,14893
2019-09-27,14893
2019-09-28,14634
2019-09-29,14535
2019-09-30,14607
2019-10-01,14663
2019-10-02,14663
2019-10-03,14894
2019-10-04,14786
2019-10-05,14584
2019-10-06,14837
2019-10-07,14837
2019-10-08,14961
2019-10-09,14961
2019-10-10,14793
2019-10-11,14793
2019-10-12,14854
2019-10-13,14931
2019-10-14,15004
2019-10-15,15004
2019-10-16,15126
2019-10-17,15126
2019-10-18,15096
2019-10-19,14750
2019-10-20,14996
2019-10-21,15134
2019-10-22,15017
2019-10-23,14749
2019-10-24,14128
2019-10-25,13762
2019-10-26,13542
2019-10-27,13481
2019-10-28,13471
2019-10-29,13471
2019-10-30,13521
2019-10-31,13602
2019-11-01,13625
2019-11-02,13745
2019-11-03,14041
2019-11-04,14619
2019-11-05,14619
2019-11-06,15066
2019-11-07,15103
2019-11-08,15070
2019-11-09,15196
2019-11-10,14928
2019-11-11,14959
2019-11-12,15060
2019-11-13,15060
2019-11-14,15242
2019-11-15,15574
2019-11-16,16168
2019-11-17,16168
2019-11-18,16418
2019-11-19,16418
2019-11-20,16898
2019-11-21,16898
2019-11-22,16992
2019-11-23,17005
2019-11-24,17005
2019-11-25,17553
2019-11-26,17713
2019-11-27,17713
2019-11-28,18072
2019-11-29,18072
2019-11-30,18580
2019-12-01,18892
2019-12-02,18875
2019-12-03,18934
2019-12-04,18894
2019-12-05,18894
2019-12-06,19044
2019-12-07,19292
2019-12-08,19292
2019-12-09,19223
2019-12-10,18872
2019-12-11,18872
2019-12-12,19087
2019-12-13,18675
2019-12-14,18537
2019-12-15,18523
2019-12-16,18523
2019-12-17,18210
2019-12-18,18210
2019-12-19,18293
2019-12-20,17845
2019-12-21,17094
2019-12-22,16367
2019-12-23,16367
2019-12-24,16413
2019-12-25,16141
2019-12-26,16141
2019-12-27,16306
2019-12-28,16312
2019-12-29,16312
2019-12-30,16120
2019-12-31,16194
2020-01-01,16397
2020-01-02,16044
2020-01-03,16044
2020-01-04,16083
2020-01-05,16216
2020-01-06,16255
2020-01-07,16338
2020-01-08,16338
2020-01-09,16554
2020-01-10,16619
2020-01-11,16310
2020-01-12,16222
2020-01-13,16222
2020-01-14,16145
2020-01-15,15831
2020-01-16,15212
2020-01-17,15013
2020-01-18,15013
2020-01-19,15172
2020-01-20,15465
2020-01-21,15465
2020-01-22,15188
2020-01-23,15313
2020-01-24,15902
2020-01-25,15958
2020-01-26,15680
2020-01-27,15676
2020-01-28,15430
2020-01-29,15216
2020-01-30,15413
2020-01-31,15454
2020-02-01,15569
2020-02-02,15699
2020-02-03,15816
2020-02-04,15692
2020-02-05,15429
2020-02-06,15291
2020-02-07,15319
2020-02-08,15373
2020-02-09,15496
2020-02-10,15282
2020-02-11,15390
2020-02-12,15457
2020-02-13,15457
2020-02-14,15350
2020-02-15,15246
2020-02-16,15236
2020-02-17,15262
2020-02-18,15587
2020-02-19,15640
2020-02-20,15498
2020-02-21,15498
2020-02-22,15426
2020-02-23,14880
2020-02-24,14553
2020-02-25,14328
2020-02-26,14377
2020-02-27,14296
2020-02-28,14530
2020-02-29,14530
2020-03-01,14941
2020-03-02,15366
2020-03-03,15769
2020-03-04,15769
2020-03-05,15884
2020-03-06,15740
2020-03-07,15911
2020-03-08,16123
2020-03-09,16213
2020-03-10,16429
2020-03-11,16504
2020-03-12,16702
2020-03-13,17044
2020-03-14,17716
2020-03-15,18105
2020-03-16,18318
2020-03-17,18537
2020-03-18,18954
2020-03-19,19517
2020-03-20,19189
2020-03-21,19764
2020-03-22,19532
2020-03-23,19371
2020-03-24,19290
2020-03-25,19354
2020-03-26,18981
2020-03-27,18918
2020-03-28,19291
2020-03-29,19651
2020-03-30,19394
2020-03-31,19211
2020-04-01,18700
2020-04-02,18312
2020-04-03,18252
2020-04-04,18408
2020-04-05,18492
2020-04-06,18304
2020-04-07,18610
2020-04-08,18987
2020-04-09,19486
2020-04-10,19527
2020-04-11,18964
2020-04-12,18883
2020-04-13,18429
2020-04-14,18321
2020-04-15,17529
2020-04-16,16652
2020-04-17,15819
2020-04-18,15028
2020-04-19,14982
2020-04-20,15178
2020-04-21,15249
2020-04-22,15732
2020-04-23,16317
2020-04-24,16751
2020-04-25,16547
2020-04-26,17103
2020-04-27,17665
2020-04-28,18165
2020-04-29,18465
2020-04-30,18495
2020-05-01,18069
2020-05-02,18119
2020-05-03,18022
2020-05-04,17792
2020-05-05,17605
2020-05-06,17735
2020-05-07,17973
2020-05-08,17659
2020-05-09,17488
2020-05-10,17392
2020-05-11,17201
2020-05-12,16820
2020-05-13,16449
