date_obj,Dwarf%20weed%20seed price
2015-08-19,1598
2015-08-20,1575
2015-08-21,1588
2015-08-22,1553
2015-08-23,1601
2015-08-24,1599
2015-08-25,1599
2015-08-26,1546
2015-08-27,1468
2015-08-28,1400
2015-08-29,1346
2015-08-30,1279
2015-08-31,1279
2015-09-02,1258
2015-09-07,1333
2015-09-08,1325
2015-09-10,1332
2015-09-14,1384
2015-09-16,1291
2015-09-22,1442
2015-09-23,1459
2015-09-24,1441
2015-09-25,1410
2015-09-27,1316
2015-09-28,1316
2015-09-29,1334
2015-09-30,1382
2015-10-05,1659
2015-10-06,1730
2015-10-07,1817
2015-10-08,1896
2015-10-09,1985
2015-10-10,1985
2015-10-11,2070
2015-10-12,2120
2015-10-13,2183
2015-10-14,2196
2015-10-15,2195
2015-10-16,2185
2015-10-17,2089
2015-10-18,1986
2015-10-19,1972
2015-10-20,1975
2015-10-22,2023
2015-10-23,2063
2015-10-24,1997
2015-10-25,1933
2015-10-26,2024
2015-10-27,2079
2015-10-29,2172
2015-10-30,2202
2015-10-31,2285
2015-11-01,2196
2015-11-02,2286
2015-11-03,2303
2015-11-04,2231
2015-11-05,2130
2015-11-06,2077
2015-11-07,2112
2015-11-08,2179
2015-11-09,2240
2015-11-10,2202
2015-11-11,2175
2015-11-12,2111
2015-11-13,2054
2015-11-14,1970
2015-11-15,1916
2015-11-16,1890
2015-11-17,1885
2015-11-18,1923
2015-11-19,1943
2015-11-20,2017
2015-11-21,2017
2015-11-22,2057
2015-11-23,2057
2015-11-24,2126
2015-11-25,2136
2015-11-26,2136
2015-11-27,2185
2015-11-28,2236
2015-11-29,2185
2015-11-30,2210
2015-12-01,2111
2015-12-02,2131
2015-12-03,2225
2015-12-04,2303
2015-12-05,2356
2015-12-06,2426
2015-12-07,2396
2015-12-08,2428
2015-12-09,2499
2015-12-10,2522
2015-12-11,2629
2015-12-12,2685
2015-12-13,2711
2015-12-14,2781
2015-12-15,2824
2015-12-16,2753
2015-12-17,2739
2015-12-18,2820
2015-12-19,2839
2015-12-20,2798
2015-12-21,2761
2015-12-22,2731
2015-12-23,2721
2015-12-24,2592
2015-12-25,2604
2015-12-26,2529
2015-12-27,2475
2015-12-28,2362
2015-12-29,2245
2015-12-30,2137
2015-12-31,2030
2016-01-01,1930
2016-01-02,1846
2016-01-03,1812
2016-01-04,1754
2016-01-05,1791
2016-01-06,1824
2016-01-07,1823
2016-01-08,1823
2016-01-09,1867
2016-01-10,1891
2016-01-11,1904
2016-01-12,1942
2016-01-13,2000
2016-01-14,2091
2016-01-15,2178
2016-01-16,2267
2016-01-17,2351
2016-01-18,2326
2016-01-19,2255
2016-01-20,2196
2016-01-21,2209
2016-01-22,2221
2016-01-23,2218
2016-01-24,2286
2016-01-25,2303
2016-01-26,2381
2016-01-27,2377
2016-01-28,2330
2016-01-29,2321
2016-01-30,2379
2016-01-31,2453
2016-02-01,2526
2016-02-02,2564
2016-02-03,2658
2016-02-04,2763
2016-02-05,2867
2016-02-06,2919
2016-02-07,2859
2016-02-08,2876
2016-02-09,2799
2016-02-10,2781
2016-02-11,2837
2016-02-12,2874
2016-02-13,2859
2016-02-14,2773
2016-02-15,2680
2016-02-16,2555
2016-02-17,2446
2016-02-18,2323
2016-02-19,2213
2016-02-20,2102
2016-02-21,2013
2016-02-22,1917
2016-02-23,1849
2016-02-24,1810
2016-02-25,1849
2016-02-26,1938
2016-02-27,1967
2016-02-28,1961
2016-02-29,1947
2016-03-01,1852
2016-03-02,1780
2016-03-03,1701
2016-03-04,1663
2016-03-05,1617
2016-03-06,1552
2016-03-07,1519
2016-03-08,1569
2016-03-09,1545
2016-03-10,1517
2016-03-11,1513
2016-03-12,1486
2016-03-13,1469
2016-03-14,1473
2016-03-15,1494
2016-03-16,1479
2016-03-17,1491
2016-03-18,1500
2016-03-19,1550
2016-03-20,1584
2016-03-21,1649
2016-03-22,1717
2016-03-23,1704
2016-03-24,1735
2016-03-25,1781
2016-03-26,1785
2016-03-27,1767
2016-03-28,1715
2016-03-29,1672
2016-03-30,1620
2016-03-31,1585
2016-04-01,1537
2016-04-02,1500
2016-04-03,1460
2016-04-04,1431
2016-04-05,1397
2016-04-06,1354
2016-04-07,1355
2016-04-08,1322
2016-04-09,1352
2016-04-10,1393
2016-04-11,1393
2016-04-12,1439
2016-04-13,1478
2016-04-14,1448
2016-04-15,1454
2016-04-16,1465
2016-04-17,1463
2016-04-18,1449
2016-04-19,1441
2016-04-20,1427
2016-04-21,1422
2016-04-22,1437
2016-04-23,1429
2016-04-24,1413
2016-04-25,1370
2016-04-26,1334
2016-04-27,1275
2016-04-28,1251
2016-04-29,1233
2016-04-30,1205
2016-05-01,1154
2016-05-02,1140
2016-05-03,1117
2016-05-04,1135
2016-05-05,1136
2016-05-06,1079
2016-05-07,1037
2016-05-08,999
2016-05-09,983
2016-05-10,954
2016-05-11,915
2016-05-12,872
2016-05-13,833
2016-05-14,816
2016-05-15,803
2016-05-16,791
2016-05-17,767
2016-05-18,738
2016-05-19,707
2016-05-22,639
2016-05-23,648
2016-05-24,635
2016-05-25,630
2016-05-26,644
2016-05-27,669
2016-05-28,695
2016-05-29,721
2016-05-30,724
2016-05-31,751
2016-06-01,766
2016-06-02,789
2016-06-03,776
2016-06-04,780
2016-06-05,787
2016-06-06,808
2016-06-07,841
2016-06-08,869
2016-06-09,892
2016-06-10,923
2016-06-11,961
2016-06-12,1000
2016-06-13,1017
2016-06-14,1026
2016-06-15,1042
2016-06-16,1047
2016-06-17,1036
2016-06-18,1014
2016-06-19,997
2016-06-20,1007
2016-06-21,1050
2016-06-22,1063
2016-06-23,1073
2016-06-24,1084
2016-06-25,1104
2016-06-26,1105
2016-06-27,1131
2016-06-28,1174
2016-06-29,1229
2016-06-30,1291
2016-07-01,1316
2016-07-02,1315
2016-07-03,1343
2016-07-04,1372
2016-07-05,1349
2016-07-06,1328
2016-07-07,1266
2016-07-08,1221
2016-07-09,1197
2016-07-10,1182
2016-07-11,1178
2016-07-12,1209
2016-07-13,1198
2016-07-14,1251
2016-07-15,1273
2016-07-16,1308
2016-07-17,1274
2016-07-18,1297
2016-07-23,1296
2016-07-24,1330
2016-07-25,1365
2016-07-26,1424
2016-07-27,1446
2016-07-28,1468
2016-07-29,1486
2016-07-30,1483
2016-07-31,1543
2016-08-01,1555
2016-08-02,1599
2016-08-03,1679
2016-08-04,1750
2016-08-05,1824
2016-08-06,1826
2016-08-07,1819
2016-08-08,1900
2016-08-09,1934
2016-08-10,1909
2016-08-11,1892
2016-08-12,1829
2016-08-13,1819
2016-08-14,1832
2016-08-15,1799
2016-08-16,1755
2016-08-17,1710
2016-08-18,1672
2016-08-19,1655
2016-08-20,1647
2016-08-21,1577
2016-08-22,1529
2016-08-23,1526
2016-08-24,1491
2016-08-25,1456
2016-08-26,1432
2016-08-28,1345
2016-08-31,1434
2016-09-01,1443
2016-09-02,1443
2016-09-03,1487
2016-09-04,1516
2016-09-05,1564
2016-09-06,1641
2016-09-07,1715
2016-09-08,1783
2016-09-09,1796
2016-09-10,1747
2016-09-11,1794
2016-09-12,1810
2016-09-13,1760
2016-09-14,1776
2016-09-15,1806
2016-09-16,1870
2016-09-17,1854
2016-09-18,1765
2016-09-19,1679
2016-09-20,1595
2016-09-21,1518
2016-09-22,1451
2016-09-23,1378
2016-09-24,1347
2016-09-25,1305
2016-09-26,1244
2016-09-27,1206
2016-09-28,1151
2016-09-29,1114
2016-09-30,1144
2016-10-01,1172
2016-10-02,1115
2016-10-03,1099
2016-10-04,1134
2016-10-05,1184
2016-10-06,1232
2016-10-07,1261
2016-10-08,1248
2016-10-09,1308
2016-10-10,1373
2016-10-11,1428
2016-10-12,1406
2016-10-13,1367
2016-10-14,1316
2016-10-15,1274
2016-10-16,1234
2016-10-17,1213
2016-10-18,1232
2016-10-19,1175
2016-10-20,1139
2016-10-21,1085
2016-10-22,1049
2016-10-23,1046
2016-10-24,1042
2016-10-25,1025
2016-10-26,1057
2016-10-27,1051
2016-10-28,1012
2016-10-29,1018
2016-10-30,980
2016-10-31,979
2016-11-01,940
2016-11-02,934
2016-11-03,925
2016-11-04,907
2016-11-05,935
2016-11-06,929
2016-11-07,939
2016-11-08,962
2016-11-09,989
2016-11-10,970
2016-11-11,984
2016-11-12,983
2016-11-13,991
2016-11-14,978
2016-11-15,967
2016-12-07,982
2016-12-08,1009
2016-12-09,1007
2016-12-10,1044
2016-12-11,1036
2016-12-12,1041
2016-12-13,999
2016-12-14,1010
2016-12-15,960
2016-12-16,914
2016-12-17,902
2016-12-18,880
2016-12-19,862
2016-12-20,869
2016-12-21,894
2016-12-22,918
2016-12-23,911
2016-12-24,891
2016-12-25,887
2016-12-26,853
2016-12-27,823
2016-12-28,834
2016-12-29,858
2016-12-30,889
2016-12-31,894
2017-01-01,860
2017-01-02,843
2017-01-03,834
2017-01-04,802
2017-01-05,768
2017-01-06,734
2017-01-07,704
2017-01-08,674
2017-01-09,649
2017-01-10,643
2017-01-11,631
2017-01-12,637
2017-01-13,643
2017-01-14,649
2017-01-15,643
2017-01-16,625
2017-01-17,629
2017-01-18,639
2017-01-19,664
2017-01-20,683
2017-01-21,673
2017-01-22,661
2017-01-23,663
2017-01-27,660
2017-01-28,640
2017-01-29,641
2017-01-30,624
2017-01-31,623
2017-02-01,600
2017-02-02,574
2017-02-03,547
2017-02-04,522
2017-02-05,495
2017-02-06,481
2017-02-07,466
2017-02-08,456
2017-02-09,443
2017-02-10,443
2017-02-11,434
2017-02-12,446
2017-02-13,462
2017-02-14,469
2017-02-15,481
2017-02-16,467
2017-02-18,449
2017-02-19,457
2017-02-20,455
2017-02-21,466
2017-02-22,459
2017-02-23,461
2017-02-24,472
2017-02-25,474
2017-02-26,461
2017-02-27,463
2017-02-28,475
2017-03-01,486
2017-03-02,492
2017-03-03,503
2017-03-04,497
2017-03-05,495
2017-03-06,478
2017-03-07,459
2017-03-08,436
2017-03-09,425
2017-03-10,418
2017-03-11,418
2017-03-12,423
2017-03-13,436
2017-03-14,436
2017-03-15,438
2017-03-16,441
2017-03-17,438
2017-03-18,440
2017-03-19,434
2017-03-20,423
2017-03-21,412
2017-03-22,405
2017-03-23,409
2017-03-24,409
2017-03-25,408
2017-03-26,405
2017-03-27,395
2017-03-28,390
2017-03-29,377
2017-03-30,365
2017-03-31,353
2017-04-01,360
2017-04-02,368
2017-04-03,380
2017-04-04,385
2017-04-12,421
2017-04-13,434
2017-04-14,452
2017-04-15,465
2017-04-16,464
2017-04-17,464
2017-04-18,485
2017-04-19,494
2017-04-20,480
2017-04-21,458
2017-04-22,459
2017-04-23,452
2017-04-24,461
2017-04-25,450
2017-04-26,442
2017-04-27,437
2017-04-28,436
2017-04-29,448
2017-04-30,464
2017-05-01,466
2017-05-02,481
2017-05-03,488
2017-05-04,478
2017-05-05,473
2017-05-06,481
2017-05-07,466
2017-05-08,447
2017-05-09,430
2017-05-10,418
2017-05-11,403
2017-05-12,407
2017-05-13,404
2017-05-14,411
2017-05-15,409
2017-05-16,411
2017-05-17,409
2017-05-18,407
2017-05-19,415
2017-05-20,406
2017-05-21,385
2017-05-22,365
2017-05-23,347
2017-05-24,336
2017-05-25,320
2017-05-26,308
2017-05-27,294
2017-05-28,286
2017-05-29,284
2017-05-30,278
2017-05-31,270
2017-06-01,266
2017-06-02,267
2017-06-03,274
2017-06-04,274
2017-06-05,267
2017-06-06,268
2017-06-07,275
2017-06-08,272
2017-06-09,273
2017-06-10,281
2017-06-11,278
2017-06-12,285
2017-06-13,295
2017-06-14,295
2017-06-15,297
2017-06-16,304
2017-06-17,305
2017-06-18,310
2017-06-19,310
2017-06-20,313
2017-06-21,307
2017-06-22,316
2017-06-23,319
2017-06-24,332
2017-06-25,335
2017-06-26,337
2017-06-27,342
2017-06-28,350
2017-06-29,356
2017-06-30,358
2017-07-01,357
2017-07-02,349
2017-07-03,351
2017-07-04,355
2017-07-05,361
2017-07-06,371
2017-07-07,367
2017-07-08,363
2017-07-13,359
2017-07-14,362
2017-07-15,369
2017-07-16,355
2017-07-17,365
2017-07-18,376
2017-07-19,380
2017-07-20,375
2017-07-21,373
2017-07-22,365
2017-07-23,359
2017-07-24,357
2017-07-25,349
2017-07-26,349
2017-07-27,361
2017-07-28,376
2017-07-29,385
2017-07-30,398
2017-07-31,410
2017-08-01,408
2017-08-02,395
2017-08-03,399
2017-08-04,397
2017-08-05,399
2017-08-06,402
2017-08-09,425
2017-08-10,421
2017-08-11,415
2017-08-12,417
2017-08-13,415
2017-08-14,406
2017-08-15,409
2017-08-16,419
2017-08-17,410
2017-08-18,424
2017-08-19,427
2017-08-20,426
2017-08-21,424
2017-08-22,432
2017-08-23,439
2017-08-24,450
2017-08-25,438
2017-08-26,440
2017-08-27,442
2017-08-28,428
2017-08-29,428
2017-08-30,439
2017-08-31,439
2017-09-01,431
2017-09-03,431
2017-09-04,433
2017-09-05,423
2017-09-06,421
2017-09-07,415
2017-09-08,402
2017-09-09,390
2017-09-10,380
2017-09-11,366
2017-09-12,369
2017-09-13,366
2017-09-14,367
2017-09-15,379
2017-09-16,375
2017-09-17,366
2017-09-18,367
2017-09-19,354
2017-09-20,358
2017-09-21,354
2017-09-22,351
2017-09-23,365
2017-09-24,366
2017-09-25,366
2017-09-26,369
2017-09-27,378
2017-09-28,380
2017-09-29,374
2017-09-30,382
2017-10-01,388
2017-10-02,397
2017-10-03,396
2017-10-04,399
2017-10-05,401
2017-10-06,395
2017-10-07,410
2017-10-08,409
2017-10-09,405
2017-10-10,400
2017-10-11,410
2017-10-12,427
2017-10-13,435
2017-10-14,433
2017-10-15,431
2017-10-16,435
2017-10-17,434
2017-10-18,427
2017-10-19,422
2017-10-20,424
2017-10-21,427
2017-10-22,432
2017-10-23,428
2017-10-24,435
2017-10-25,432
2017-10-26,410
2017-10-27,393
2017-10-28,400
2017-10-29,403
2017-10-30,391
2017-10-31,381
2017-11-01,369
2017-11-02,375
2017-11-03,377
2017-11-04,378
2017-11-05,378
2017-11-06,375
2017-11-07,385
2017-11-08,386
2017-11-09,374
2017-11-10,366
2017-11-11,371
2017-11-12,363
2017-11-13,350
2017-11-14,354
2017-11-15,348
2017-11-16,340
2017-11-17,333
2017-11-18,332
2017-11-19,340
2017-11-20,346
2017-11-21,348
2017-11-22,357
2017-11-23,366
2017-11-24,364
2017-11-25,352
2017-11-26,345
2017-11-27,348
2017-11-28,348
2017-11-29,355
2017-11-30,369
2017-12-01,362
2017-12-02,351
2017-12-03,345
2017-12-04,348
2017-12-05,346
2017-12-06,356
2017-12-07,360
2017-12-08,355
2017-12-09,354
2017-12-10,356
2017-12-11,365
2017-12-12,346
2017-12-13,333
2017-12-14,337
2017-12-15,349
2017-12-16,367
2017-12-17,386
2017-12-18,387
2017-12-19,391
2017-12-20,388
2017-12-21,391
2017-12-22,381
2017-12-23,377
2017-12-24,364
2017-12-25,358
2017-12-26,344
2017-12-27,332
2017-12-28,329
2017-12-29,327
2017-12-30,334
2017-12-31,335
2018-01-01,328
2018-01-02,329
2018-01-03,320
2018-01-04,319
2018-01-05,316
2018-01-06,311
2018-01-07,301
2018-01-08,289
2018-01-09,279
2018-01-10,278
2018-01-11,284
2018-01-12,280
2018-01-13,275
2018-01-14,277
2018-01-15,277
2018-01-16,276
2018-01-17,275
2018-01-18,281
2018-01-19,285
2018-01-20,280
2018-01-21,275
2018-01-22,286
2018-01-23,288
2018-01-25,292
2018-01-26,299
2018-01-27,299
2018-01-28,301
2018-01-29,303
2018-01-30,301
2018-01-31,302
2018-02-01,308
2018-02-02,315
2018-02-03,316
2018-02-04,313
2018-02-05,300
2018-02-06,301
2018-02-07,308
2018-02-08,303
2018-02-09,310
2018-02-10,322
2018-02-11,335
2018-02-12,348
2018-02-13,352
2018-02-14,366
2018-02-15,383
2018-02-16,388
2018-02-17,388
2018-02-18,380
2018-02-19,381
2018-02-20,365
2018-02-21,350
2018-02-22,344
2018-02-23,341
2018-02-24,336
2018-02-25,337
2018-02-26,335
2018-02-27,338
2018-02-28,351
2018-03-01,363
2018-03-02,381
2018-03-03,379
2018-03-04,367
2018-03-05,370
2018-03-06,388
2018-03-07,402
2018-03-09,418
2018-03-10,419
2018-03-11,418
2018-03-12,421
2018-03-13,426
2018-03-14,440
2018-03-15,444
2018-03-16,454
2018-03-17,453
2018-03-18,464
2018-03-20,496
2018-03-21,500
2018-03-23,494
2018-03-24,490
2018-03-25,475
2018-03-26,462
2018-03-27,438
2018-03-28,417
2018-03-29,400
2018-03-30,387
2018-03-31,372
2018-04-01,377
2018-04-02,373
2018-04-03,383
2018-04-04,386
2018-04-05,391
2018-04-06,394
2018-04-07,402
2018-04-08,408
2018-04-09,406
2018-04-10,394
2018-04-11,404
2018-04-12,399
2018-04-13,403
2018-04-14,405
2018-04-15,388
2018-04-16,368
2018-04-17,351
2018-04-18,356
2018-04-19,362
2018-04-20,354
2018-04-21,365
2018-04-22,374
2018-04-23,376
2018-04-24,386
2018-04-25,394
2018-04-26,406
2018-04-27,405
2018-04-28,408
2018-04-29,415
2018-04-30,423
2018-05-01,431
2018-05-03,450
2018-05-04,466
2018-05-05,467
2018-05-07,500
2018-05-08,506
2018-05-09,509
2018-05-10,519
2018-05-11,514
2018-05-12,523
2018-05-13,532
2018-05-14,517
2018-05-15,513
2018-05-16,519
2018-05-17,511
2018-05-18,511
2018-05-19,514
2018-05-20,519
2018-05-21,529
2018-05-22,549
2018-05-23,547
2018-05-24,556
2018-05-25,576
2018-05-26,588
2018-05-27,611
2018-05-28,625
2018-05-29,620
2018-05-30,601
2018-05-31,576
2018-06-01,592
2018-06-02,586
2018-06-03,556
2018-06-04,530
2018-06-05,512
2018-06-06,526
2018-06-07,521
2018-06-08,519
2018-06-09,529
2018-06-10,520
2018-06-11,513
2018-06-12,522
2018-06-13,506
2018-06-14,505
2018-06-15,514
2018-06-16,508
2018-06-17,514
2018-06-18,520
2018-06-19,534
2018-06-20,561
2018-06-21,567
2018-06-22,579
2018-06-23,589
2018-06-24,579
2018-06-25,554
2018-06-26,554
2018-06-27,543
2018-06-28,552
2018-06-29,565
2018-06-30,554
2018-07-01,566
2018-07-02,563
2018-07-03,568
2018-07-04,556
2018-07-05,556
2018-07-06,547
2018-07-07,520
2018-07-08,516
2018-07-09,504
2018-07-10,504
2018-07-11,503
2018-07-12,489
2018-07-13,481
2018-07-14,489
2018-07-15,483
2018-07-16,504
2018-07-17,519
2018-07-18,519
2018-07-19,503
2018-07-20,485
2018-07-21,484
2018-07-22,483
2018-07-23,489
2018-07-24,475
2018-07-25,490
2018-07-26,512
2018-07-27,520
2018-07-28,537
2018-07-29,543
2018-07-30,552
2018-07-31,559
2018-08-01,562
2018-08-02,570
2018-08-03,586
2018-08-04,596
2018-08-05,616
2018-08-06,593
2018-08-07,611
2018-08-08,620
2018-08-09,606
2018-08-10,600
2018-08-11,594
2018-08-12,603
2018-08-14,632
2018-08-16,630
2018-08-17,636
2018-08-18,617
2018-08-19,628
2018-08-20,614
2018-08-21,636
2018-08-22,654
2018-08-23,656
2018-08-24,665
2018-08-25,665
2018-08-26,675
2018-08-27,678
2018-08-28,668
2018-08-29,654
2018-08-30,645
2018-08-31,654
2018-09-01,644
2018-09-02,634
2018-09-03,663
2018-09-04,695
2018-09-05,723
2018-09-06,751
2018-09-07,785
2018-09-08,825
2018-09-09,867
2018-09-10,908
2018-09-11,954
2018-09-12,985
2018-09-13,1035
2018-09-14,1086
2018-09-15,1141
2018-09-16,1195
2018-09-17,1251
2018-09-18,1302
2018-09-19,1336
2018-09-20,1387
2018-09-21,1428
2018-09-22,1455
2018-09-23,1396
2018-09-24,1326
2018-09-25,1268
2018-09-26,1215
2018-09-27,1154
2018-09-28,1101
2018-09-29,1067
2018-09-30,1060
2018-10-01,1065
2018-10-02,1099
2018-10-03,1098
2018-10-04,1118
2018-10-05,1095
2018-10-06,1086
2018-10-07,1056
2018-10-08,1058
2018-10-09,1043
2018-10-10,1051
2018-10-11,1069
2018-10-12,1117
2018-10-13,1166
2018-10-14,1220
2018-10-15,1270
2018-10-16,1332
2018-10-17,1377
2018-10-18,1431
2018-10-19,1485
2018-10-20,1520
2018-10-21,1556
2018-10-22,1559
2018-10-23,1535
2018-10-24,1483
2018-10-25,1418
2018-10-26,1410
2018-10-27,1399
2018-10-28,1366
2018-10-29,1315
2018-10-30,1276
2018-10-31,1264
2018-11-01,1214
2018-11-03,1206
2018-11-04,1230
2018-11-05,1266
2018-11-06,1292
2018-11-07,1303
2018-11-08,1269
2018-11-09,1205
2018-11-10,1159
2018-11-11,1126
2018-11-12,1117
2018-11-13,1083
2018-11-14,1063
2018-11-15,1065
2018-11-16,1058
2018-11-17,1078
2018-11-18,1063
2018-11-19,1042
2018-11-20,1053
2018-11-21,1074
2018-11-22,1070
2018-11-23,1093
2018-11-24,1100
2018-11-25,1111
2018-11-26,1078
2018-11-27,1073
2018-11-28,1089
2018-11-29,1122
2018-12-01,1141
2018-12-02,1143
2018-12-03,1146
2018-12-04,1144
2018-12-05,1163
2018-12-07,1167
2018-12-09,1170
2018-12-10,1201
2018-12-11,1232
2018-12-12,1224
2018-12-13,1194
2018-12-14,1182
2018-12-15,1192
2018-12-16,1220
2018-12-17,1215
2018-12-18,1210
2018-12-19,1248
2018-12-20,1227
2018-12-21,1223
2018-12-22,1203
2018-12-23,1165
2018-12-24,1118
2018-12-25,1092
2018-12-26,1085
2018-12-27,1108
2018-12-28,1081
2018-12-29,1071
2018-12-30,1048
2018-12-31,1038
2019-01-01,1065
2019-01-02,1055
2019-01-03,1094
2019-01-04,1138
2019-01-05,1167
2019-01-06,1147
2019-01-08,1255
2019-01-10,1338
2019-01-11,1337
2019-01-12,1345
2019-01-13,1332
2019-01-14,1386
2019-01-15,1443
2019-01-16,1504
2019-01-17,1562
2019-01-18,1638
2019-01-19,1720
2019-01-20,1776
2019-01-21,1865
2019-01-22,1953
2019-01-23,2038
2019-01-24,2077
2019-01-25,2098
2019-01-26,2118
2019-01-27,2056
2019-01-28,1972
2019-01-29,1884
2019-01-30,1812
2019-01-31,1803
2019-02-01,1758
2019-02-02,1701
2019-02-03,1661
2019-02-04,1671
2019-02-05,1596
2019-02-06,1556
2019-02-07,1516
2019-02-08,1477
2019-02-09,1443
2019-02-10,1393
2019-02-11,1334
2019-02-12,1267
2019-02-13,1210
2019-02-14,1163
2019-02-15,1120
2019-02-16,1075
2019-02-17,1030
2019-02-18,1009
2019-02-19,997
2019-02-20,1021
2019-02-21,1018
2019-02-22,975
2019-02-23,955
2019-02-24,952
2019-02-25,906
2019-02-26,881
2019-02-27,879
2019-02-28,858
2019-03-01,828
2019-03-02,795
2019-03-03,786
2019-03-04,802
2019-03-05,818
2019-03-06,850
2019-03-07,870
2019-03-08,889
2019-03-09,900
2019-03-10,928
2019-03-11,961
2019-03-12,965
2019-03-13,966
2019-03-14,983
2019-03-15,977
2019-03-16,967
2019-03-17,945
2019-03-18,897
2019-03-19,876
2019-03-20,862
2019-03-21,855
2019-03-22,865
2019-03-23,843
2019-03-24,816
2019-03-25,792
2019-03-26,782
2019-03-27,770
2019-03-28,778
2019-03-29,778
2019-03-30,759
2019-03-31,785
2019-04-01,796
2019-04-02,822
2019-04-03,838
2019-04-04,844
2019-04-05,830
2019-04-06,822
2019-04-07,806
2019-04-08,789
2019-04-09,784
2019-04-10,802
2019-04-11,823
2019-04-12,824
2019-04-13,805
2019-04-14,815
2019-04-15,835
2019-04-16,867
2019-04-17,875
2019-04-18,849
2019-04-19,832
2019-04-20,810
2019-04-21,783
2019-04-22,773
2019-04-23,768
2019-04-24,786
2019-04-25,772
2019-04-26,759
2019-04-27,734
2019-04-28,713
2019-04-29,701
2019-04-30,699
2019-05-01,673
2019-05-02,667
2019-05-03,672
2019-05-04,670
2019-05-05,663
2019-05-06,658
2019-05-07,664
2019-05-08,660
2019-05-09,671
2019-05-10,650
2019-05-11,657
2019-05-12,669
2019-05-13,675
2019-05-14,684
2019-05-15,689
2019-05-16,667
2019-05-17,644
2019-05-18,622
2019-05-19,607
2019-05-20,593
2019-05-21,587
2019-05-22,587
2019-05-23,591
2019-05-24,585
2019-05-25,565
2019-05-26,544
2019-05-27,542
2019-05-28,556
2019-05-29,568
2019-05-30,590
2019-05-31,604
2019-06-01,599
2019-06-02,582
2019-06-03,557
2019-06-04,543
2019-06-05,556
2019-06-06,569
2019-06-07,566
2019-06-08,558
2019-06-09,561
2019-06-10,575
2019-06-11,573
2019-06-12,570
2019-06-13,571
2019-06-14,582
2019-06-15,589
