date_obj,Brown%20headband price
2016-05-31,13893
2016-06-01,13893
2016-06-02,13793
2016-06-03,13793
2016-06-04,13793
2016-06-05,13732
2016-06-06,13732
2016-06-07,13732
2016-06-08,13872
2016-06-09,13872
2016-06-10,14090
2016-06-11,14090
2016-06-12,14408
2016-06-13,14408
2016-06-14,14408
2016-06-15,14491
2016-06-16,14491
2016-06-17,14768
2016-06-18,14768
2016-06-19,14768
2016-06-20,15096
2016-06-21,15096
2016-06-22,15096
2016-06-23,15017
2016-06-24,15017
2016-06-25,15017
2016-06-26,15126
2016-06-27,15126
2016-06-28,15126
2016-06-29,14931
2016-06-30,14931
2016-07-01,14931
2016-07-02,14931
2016-07-03,14707
2016-07-04,14707
2016-07-05,14707
2016-07-06,14365
2016-07-07,14365
2016-07-08,14365
2016-07-09,14365
2016-07-10,13736
2016-07-11,13736
2016-07-12,13736
2016-07-13,13736
2016-07-14,13058
2016-07-15,13058
2016-07-16,13058
2016-07-17,13058
2016-07-18,12431
2016-07-23,11840
2016-07-24,11840
2016-07-25,11840
2016-07-26,11840
2016-07-27,11281
2016-07-28,11281
2016-07-29,11281
2016-07-30,11281
2016-07-31,11281
2016-08-01,10739
2016-08-02,10739
2016-08-03,10739
2016-08-04,10739
2016-08-05,10226
2016-08-06,10226
2016-08-07,10226
2016-08-08,10226
2016-08-09,9749
2016-08-10,9749
2016-08-11,9749
2016-08-12,9749
2016-08-13,9749
2016-08-14,9749
2016-08-15,9291
2016-08-16,9291
2016-08-17,9291
2016-08-18,9291
2016-08-19,9291
2016-08-20,8846
2016-08-21,8846
2016-08-22,8846
2016-08-23,8846
2016-08-24,8846
2016-08-25,8846
2016-08-26,8846
2016-08-28,8403
2016-08-31,8403
2016-09-01,8403
2016-09-02,8403
2016-09-03,7999
2016-09-04,7999
2016-09-05,7999
2016-09-06,7999
2016-09-07,7999
2016-09-08,7999
2016-09-09,7609
2016-09-10,7609
2016-09-11,7609
2016-09-12,7609
2016-09-13,7609
2016-09-14,7396
2016-09-15,7396
2016-09-16,7396
2016-09-17,7396
2016-09-18,7077
2016-09-19,7077
2016-09-20,7077
2016-09-21,7077
2016-09-22,6969
2016-09-23,6969
2016-09-24,6969
2016-09-25,6969
2016-09-26,7017
2016-09-27,7017
2016-09-28,7017
2016-09-29,7017
2016-09-30,7017
2016-10-01,7017
2016-10-02,6944
2016-10-03,6944
2016-10-04,6944
2016-10-05,6944
2016-10-06,6944
2016-10-07,6944
2016-10-08,6812
2016-10-09,6812
2016-10-10,6812
2016-10-11,6812
2016-10-12,6812
2016-10-13,6812
2016-10-14,6812
2016-10-15,6478
2016-10-16,6478
2016-10-17,6478
2016-10-18,6478
2016-10-19,6478
2016-10-20,6478
2016-10-21,6193
2016-10-22,6193
2016-10-23,6193
2016-10-24,6193
2016-10-25,6193
2016-10-26,6061
2016-10-27,6061
2016-10-28,6061
2016-10-29,6061
2016-10-30,6061
2016-10-31,5908
2016-11-01,5908
2016-11-02,5908
2016-11-03,5908
2016-11-04,5908
2016-11-05,5745
2016-11-06,5745
2016-11-07,5745
2016-11-08,5745
2016-11-09,5745
2016-11-10,5496
2016-11-11,5496
2016-11-12,5496
2016-11-13,5496
2016-11-14,5496
2016-11-15,5256
2016-12-07,4763
2016-12-08,4736
2016-12-09,4736
2016-12-10,4736
2016-12-11,4736
2016-12-12,4848
2016-12-13,4848
2016-12-14,4848
2016-12-15,4848
2016-12-16,4861
2016-12-17,4861
2016-12-18,4861
2016-12-19,4861
2016-12-20,4906
2016-12-21,4906
2016-12-22,4906
2016-12-23,4906
2016-12-24,4906
2016-12-25,4854
2016-12-26,4854
2016-12-27,4854
2016-12-28,4854
2016-12-29,4854
2016-12-30,4809
2016-12-31,4809
2017-01-01,4809
2017-01-02,4809
2017-01-03,4766
2017-01-04,4766
2017-01-05,4766
2017-01-06,4766
2017-01-07,4617
2017-01-08,4617
2017-01-09,4617
2017-01-10,4617
2017-01-11,4498
2017-01-12,4498
2017-01-13,4498
2017-01-14,4498
2017-01-15,4389
2017-01-16,4389
2017-01-17,4389
2017-01-18,4360
2017-01-19,4360
2017-01-20,4360
2017-01-21,4360
2017-01-22,4360
2017-01-23,4318
2017-01-27,4287
2017-01-28,4287
2017-01-29,4287
2017-01-30,4287
2017-01-31,4160
2017-02-01,4160
2017-02-02,4160
2017-02-03,4160
2017-02-04,4103
2017-02-05,4103
2017-02-06,4103
2017-02-07,4103
2017-02-08,3948
2017-02-09,3948
2017-02-10,3948
2017-02-11,3948
2017-02-12,3798
2017-02-13,3798
2017-02-14,3798
2017-02-15,3798
2017-02-16,3712
2017-02-18,3712
2017-02-19,3712
2017-02-20,3651
2017-02-21,3651
2017-02-22,3651
2017-02-23,3651
2017-02-24,3651
2017-02-25,3570
2017-02-26,3570
2017-02-27,3570
2017-02-28,3570
2017-03-01,3494
2017-03-02,3494
2017-03-03,3494
2017-03-04,3494
2017-03-05,3454
2017-03-06,3454
2017-03-07,3454
2017-03-08,3454
2017-03-09,3409
2017-03-10,3409
2017-03-11,3409
2017-03-12,3337
2017-03-13,3337
2017-03-14,3337
2017-03-15,3206
2017-03-16,3206
2017-03-17,3206
2017-03-18,3206
2017-03-19,3206
2017-03-20,3098
2017-03-21,3098
2017-03-22,3098
2017-03-23,3098
2017-03-24,3043
2017-03-25,3043
2017-03-26,3043
2017-03-27,3043
2017-03-28,3043
2017-03-29,2946
2017-03-30,2946
2017-03-31,2946
2017-04-01,2946
2017-04-02,2946
2017-04-03,2883
2017-04-04,2883
2017-04-12,2758
2017-04-13,2635
2017-04-14,2635
2017-04-15,2635
2017-04-16,2635
2017-04-17,2507
2017-04-18,2507
2017-04-19,2507
2017-04-20,2507
2017-04-21,2507
2017-04-22,2386
2017-04-23,2386
2017-04-24,2386
2017-04-25,2386
2017-04-26,2270
2017-04-27,2270
2017-04-28,2270
2017-04-29,2270
2017-04-30,2160
2017-05-01,2160
2017-05-02,2160
2017-05-03,2160
2017-05-04,2080
2017-05-05,2080
2017-05-06,2080
2017-05-07,2080
2017-05-08,2080
2017-05-09,2043
2017-05-10,2043
2017-05-11,2043
2017-05-12,2043
2017-05-13,2043
2017-05-14,1999
2017-05-15,1999
2017-05-16,1999
2017-05-17,1999
2017-05-18,1921
2017-05-19,1921
2017-05-20,1921
2017-05-21,1921
2017-05-22,1921
2017-05-23,1846
2017-05-24,1846
2017-05-25,1846
2017-05-26,1846
2017-05-27,1846
2017-05-28,1781
2017-05-29,1781
2017-05-30,1781
2017-05-31,1781
2017-06-01,1781
2017-06-02,1749
2017-06-03,1749
2017-06-04,1749
2017-06-05,1749
2017-06-06,1664
2017-06-07,1664
2017-06-08,1664
2017-06-09,1664
2017-06-10,1664
2017-06-11,1587
2017-06-12,1587
2017-06-13,1587
2017-06-14,1587
2017-06-15,1587
2017-06-16,1587
2017-06-17,1554
2017-06-18,1554
2017-06-19,1554
2017-06-20,1554
2017-06-21,1554
2017-06-22,1532
2017-06-23,1532
2017-06-24,1532
2017-06-25,1532
2017-06-26,1494
2017-06-27,1494
2017-06-28,1494
2017-06-29,1494
2017-06-30,1476
2017-07-01,1476
2017-07-02,1476
2017-07-03,1476
2017-07-04,1476
2017-07-05,1476
2017-07-06,1457
2017-07-07,1457
2017-07-08,1457
2017-07-13,1435
2017-07-14,1453
2017-07-15,1453
2017-07-16,1453
2017-07-17,1453
2017-07-18,1453
2017-07-19,1461
2017-07-20,1461
2017-07-21,1461
2017-07-22,1461
2017-07-23,1434
2017-07-24,1434
2017-07-25,1434
2017-07-26,1434
2017-07-27,1440
2017-07-28,1440
2017-07-29,1440
2017-07-30,1440
2017-07-31,1440
2017-08-01,1452
2017-08-02,1452
2017-08-03,1452
2017-08-04,1452
2017-08-05,1452
2017-08-06,1467
2017-08-09,1467
2017-08-10,1467
2017-08-11,1487
2017-08-12,1487
2017-08-13,1487
2017-08-14,1487
2017-08-15,1487
2017-08-16,1484
2017-08-17,1484
2017-08-18,1484
2017-08-19,1484
2017-08-20,1445
2017-08-21,1445
2017-08-22,1445
2017-08-23,1445
2017-08-24,1445
2017-08-25,1404
2017-08-26,1404
2017-08-27,1404
2017-08-28,1404
2017-08-29,1404
2017-08-30,1376
2017-08-31,1376
2017-09-01,1376
2017-09-02,1376
2017-09-03,1376
2017-09-04,1376
2017-09-05,1366
2017-09-06,1366
2017-09-07,1366
2017-09-08,1366
2017-09-09,1366
2017-09-10,1400
2017-09-11,1400
2017-09-12,1400
2017-09-13,1400
2017-09-14,1400
2017-09-15,1356
2017-09-16,1356
2017-09-17,1356
2017-09-18,1356
2017-09-19,1356
2017-09-20,1337
2017-09-21,1337
2017-09-22,1337
2017-09-23,1337
2017-09-24,1337
2017-09-25,1302
2017-09-26,1302
2017-09-27,1302
2017-09-28,1302
2017-09-29,1302
2017-09-30,1302
2017-10-01,1286
2017-10-02,1286
2017-10-03,1286
2017-10-04,1286
2017-10-05,1286
2017-10-06,1286
2017-10-07,1268
2017-10-08,1268
2017-10-09,1268
2017-10-10,1268
2017-10-11,1268
2017-10-12,1268
2017-10-13,1256
2017-10-14,1256
2017-10-15,1256
2017-10-16,1256
2017-10-17,1256
2017-10-18,1239
2017-10-19,1239
2017-10-20,1239
2017-10-21,1239
2017-10-22,1239
2017-10-23,1223
2017-10-24,1223
2017-10-25,1223
2017-10-26,1223
2017-10-27,1223
2017-10-28,1223
2017-10-29,1184
2017-10-30,1184
2017-10-31,1184
2017-11-01,1184
2017-11-02,1184
2017-11-03,1184
2017-11-04,1148
2017-11-05,1148
2017-11-06,1148
2017-11-07,1148
2017-11-08,1148
2017-11-09,1123
2017-11-10,1123
2017-11-11,1123
2017-11-12,1123
2017-11-13,1123
2017-11-14,1123
2017-11-15,1116
2017-11-16,1116
2017-11-17,1116
2017-11-18,1116
2017-11-19,1104
2017-11-20,1104
2017-11-21,1104
2017-11-22,1104
2017-11-23,1104
2017-11-24,1084
2017-11-25,1084
2017-11-26,1084
2017-11-27,1084
2017-11-28,1084
2017-11-29,1073
2017-11-30,1073
2017-12-01,1073
2017-12-02,1073
2017-12-03,1073
2017-12-04,1073
2017-12-05,1049
2017-12-06,1049
2017-12-07,1049
2017-12-08,1049
2017-12-09,1049
2017-12-10,1036
2017-12-11,1036
2017-12-12,1036
2017-12-13,1036
2017-12-14,1036
2017-12-15,1036
2017-12-16,1032
2017-12-17,1032
2017-12-18,1032
2017-12-19,1032
2017-12-20,1032
2017-12-21,1036
2017-12-22,1036
2017-12-23,1036
2017-12-24,1036
2017-12-25,1036
2017-12-26,1036
2017-12-27,1027
2017-12-28,1027
2017-12-29,1027
2017-12-30,1027
2017-12-31,1027
2018-01-01,1011
2018-01-02,1011
2018-01-03,1011
2018-01-04,1011
2018-01-05,1011
2018-01-06,989
2018-01-07,989
2018-01-08,989
2018-01-09,989
2018-01-10,989
2018-01-11,962
2018-01-12,962
2018-01-13,962
2018-01-14,962
2018-01-15,954
2018-01-16,954
2018-01-17,954
2018-01-18,954
2018-01-19,954
2018-01-20,949
2018-01-21,949
2018-01-22,949
2018-01-23,949
2018-01-24,963
2018-01-25,963
2018-01-26,963
2018-01-27,943
2018-01-28,943
2018-01-29,907
2018-01-30,907
2018-01-31,878
2018-02-01,878
2018-02-02,878
2018-02-03,843
2018-02-04,843
2018-02-05,818
2018-02-06,818
2018-02-07,803
2018-02-08,803
2018-02-09,808
2018-02-10,808
2018-02-11,820
2018-02-12,820
2018-02-13,812
2018-02-14,812
2018-02-15,815
2018-02-16,815
2018-02-17,808
2018-02-18,808
2018-02-19,809
2018-02-20,809
2018-02-21,809
2018-02-22,826
2018-02-23,826
2018-02-24,842
2018-02-25,842
2018-02-26,849
2018-02-27,849
2018-02-28,851
2018-03-01,851
2018-03-02,854
2018-03-03,854
2018-03-04,854
2018-03-05,850
2018-03-06,850
2018-03-07,878
2018-03-08,878
2018-03-09,878
2018-03-10,922
2018-03-11,922
2018-03-12,961
2018-03-13,961
2018-03-14,986
2018-03-15,986
2018-03-16,986
2018-03-17,962
2018-03-18,962
2018-03-19,962
2018-03-20,972
2018-03-21,972
2018-03-23,979
2018-03-24,979
2018-03-25,976
2018-03-26,976
2018-03-27,1005
2018-03-28,1005
2018-03-29,1007
2018-03-30,1007
2018-03-31,1007
2018-04-01,1001
2018-04-02,1001
2018-04-03,1006
2018-04-04,1006
2018-04-05,1006
2018-04-06,1025
2018-04-07,1025
2018-04-08,1025
2018-04-09,1031
2018-04-10,1031
2018-04-11,1031
2018-04-12,1029
2018-04-13,1029
2018-04-14,1029
2018-04-15,1013
2018-04-16,1013
2018-04-17,986
2018-04-18,986
2018-04-19,986
2018-04-20,970
2018-04-21,970
2018-04-22,976
2018-04-23,976
2018-04-24,989
2018-04-25,989
2018-04-26,989
2018-04-27,988
2018-04-28,988
2018-04-29,1018
2018-04-30,1018
2018-05-01,1048
2018-05-02,1048
2018-05-03,1048
2018-05-04,1025
2018-05-05,1025
2018-05-06,995
2018-05-07,995
2018-05-08,1007
2018-05-09,1007
2018-05-10,1005
2018-05-11,1005
2018-05-12,1000
2018-05-13,1000
2018-05-14,1009
2018-05-15,1009
2018-05-16,1039
2018-05-17,1039
2018-05-18,1081
2018-05-19,1081
2018-05-20,1073
2018-05-21,1073
2018-05-22,1057
2018-05-23,1072
2018-05-24,1072
2018-05-25,1081
2018-05-26,1081
2018-05-27,1081
2018-05-28,1103
2018-05-29,1103
2018-05-30,1118
2018-05-31,1118
2018-06-01,1123
2018-06-02,1103
2018-06-03,1103
2018-06-04,1084
2018-06-05,1084
2018-06-06,1066
2018-06-07,1066
2018-06-08,1049
2018-06-09,1049
2018-06-10,1024
2018-06-11,1024
2018-06-12,1020
2018-06-13,1002
2018-06-14,1002
2018-06-15,1009
2018-06-16,1009
2018-06-17,972
2018-06-18,972
2018-06-19,937
2018-06-20,937
2018-06-21,937
2018-06-22,936
2018-06-23,936
2018-06-24,936
2018-06-25,929
2018-06-26,929
2018-06-27,929
2018-06-28,895
2018-06-29,895
2018-06-30,909
2018-07-01,912
2018-07-02,912
2018-07-03,913
2018-07-04,913
2018-07-05,913
2018-07-06,902
2018-07-07,902
2018-07-08,898
2018-07-09,898
2018-07-10,908
2018-07-11,908
2018-07-12,908
2018-07-13,923
2018-07-14,923
2018-07-15,940
2018-07-16,940
2018-07-17,970
2018-07-18,970
2018-07-19,1008
2018-07-20,1008
2018-07-21,1030
2018-07-22,1030
2018-07-23,1038
2018-07-24,1038
2018-07-25,1038
2018-07-26,1020
2018-07-27,1020
2018-07-28,990
2018-07-29,990
2018-07-30,980
2018-07-31,976
2018-08-01,976
2018-08-02,989
2018-08-03,989
2018-08-04,985
2018-08-05,985
2018-08-06,963
2018-08-07,963
2018-08-08,980
2018-08-09,980
2018-08-10,1000
2018-08-11,1000
2018-08-12,1018
2018-08-14,972
2018-08-16,927
2018-08-17,883
2018-08-18,883
2018-08-19,838
2018-08-20,859
2018-08-21,859
2018-08-22,892
2018-08-23,892
2018-08-24,917
2018-08-25,917
2018-08-26,919
2018-08-27,919
2018-08-28,935
2018-08-29,935
2018-08-30,962
2018-08-31,977
2018-09-01,983
2018-09-02,983
2018-09-03,989
2018-09-04,989
2018-09-05,1012
2018-09-06,1012
2018-09-07,1056
2018-09-08,1056
2018-09-09,1076
2018-09-10,1084
2018-09-11,1084
2018-09-12,1094
2018-09-13,1094
2018-09-14,1084
2018-09-15,1084
2018-09-16,1057
2018-09-17,1057
2018-09-18,1035
2018-09-19,1035
2018-09-20,1028
2018-09-21,1028
2018-09-22,1027
2018-09-23,1027
2018-09-24,1036
2018-09-25,1036
2018-09-26,1044
2018-09-27,1044
2018-09-28,1045
2018-09-29,1045
2018-09-30,1021
2018-10-01,1021
2018-10-02,997
2018-10-03,1002
2018-10-04,1002
2018-10-05,1008
2018-10-06,1017
2018-10-07,1017
2018-10-08,1048
2018-10-09,1048
2018-10-10,1070
2018-10-11,1070
2018-10-12,1104
2018-10-13,1146
2018-10-14,1146
2018-10-15,1193
2018-10-16,1193
2018-10-17,1225
2018-10-18,1264
2018-10-19,1308
2018-10-20,1308
2018-10-21,1332
2018-10-22,1363
2018-10-23,1363
2018-10-24,1416
2018-10-25,1416
2018-10-26,1435
2018-10-27,1435
2018-10-28,1433
2018-10-29,1433
2018-10-30,1435
2018-10-31,1435
2018-11-01,1458
2018-11-03,1442
2018-11-04,1442
2018-11-05,1436
2018-11-06,1475
2018-11-07,1475
2018-11-08,1488
2018-11-09,1488
2018-11-10,1490
2018-11-11,1490
2018-11-12,1516
2018-11-13,1516
2018-11-15,1564
2018-11-16,1608
2018-11-17,1608
2018-11-18,1626
2018-11-19,1626
2018-11-20,1649
2018-11-21,1649
2018-11-22,1650
2018-11-23,1650
2018-11-24,1679
2018-11-25,1686
2018-11-26,1686
2018-11-27,1679
2018-11-28,1685
2018-11-29,1710
2018-12-01,1700
2018-12-02,1737
2018-12-03,1737
2018-12-04,1741
2018-12-05,1742
2018-12-07,1758
2018-12-09,1744
2018-12-10,1733
2018-12-11,1733
2018-12-12,1723
2018-12-13,1703
2018-12-14,1703
2018-12-15,1663
2018-12-16,1620
2018-12-17,1620
2018-12-18,1649
2018-12-19,1649
2018-12-20,1671
2018-12-21,1672
2018-12-22,1672
2018-12-23,1674
2018-12-24,1704
2018-12-25,1704
2018-12-26,1726
2018-12-27,1715
2018-12-28,1715
2018-12-29,1715
2018-12-30,1715
2018-12-31,1696
2019-01-01,1696
2019-01-02,1673
2019-01-03,1671
2019-01-04,1671
2019-01-05,1689
2019-01-06,1703
2019-01-08,1675
2019-01-10,1659
2019-01-11,1659
2019-01-12,1657
2019-01-13,1650
2019-01-14,1618
2019-01-15,1618
2019-01-16,1595
2019-01-17,1586
2019-01-18,1586
2019-01-19,1577
2019-01-20,1563
2019-01-21,1563
2019-01-22,1531
2019-01-23,1582
2019-01-24,1582
2019-01-25,1632
2019-01-26,1610
2019-01-27,1620
2019-01-28,1589
2019-01-29,1542
2019-01-30,1552
2019-01-31,1552
2019-02-01,1512
2019-02-02,1512
2019-02-03,1436
2019-02-04,1436
2019-02-05,1379
2019-02-06,1379
2019-02-07,1323
2019-02-08,1275
2019-02-09,1275
2019-02-10,1232
2019-02-11,1215
2019-02-12,1215
2019-02-13,1191
2019-02-14,1191
2019-02-15,1149
2019-02-16,1149
2019-02-17,1113
2019-02-18,1089
2019-02-19,1075
2019-02-20,1075
2019-02-21,1036
2019-02-22,1036
2019-02-23,1009
2019-02-24,977
2019-02-25,955
2019-02-26,955
2019-02-27,922
2019-02-28,922
2019-03-01,883
2019-03-02,873
2019-03-03,873
2019-03-04,849
2019-03-05,857
2019-03-06,849
2019-03-07,842
2019-03-08,842
2019-03-09,822
2019-03-10,809
2019-03-11,800
2019-03-12,790
2019-03-13,790
2019-03-14,781
2019-03-15,781
2019-03-16,785
2019-03-17,783
2019-03-18,783
2019-03-19,801
2019-03-20,810
2019-03-21,819
2019-03-22,819
2019-03-23,826
2019-03-24,840
2019-03-25,840
2019-03-26,859
2019-03-27,859
2019-03-28,867
2019-03-29,856
2019-03-30,856
2019-03-31,854
2019-04-01,865
2019-04-02,865
2019-04-03,874
2019-04-04,874
2019-04-05,878
2019-04-06,878
2019-04-07,874
2019-04-08,874
2019-04-09,878
2019-04-10,878
2019-04-11,860
2019-04-12,822
2019-04-13,783
2019-04-14,753
2019-04-15,753
