date_obj,Dragon%20platelegs price
2015-03-26,181132
2015-03-27,184921
2015-03-28,190963
2015-03-29,188472
2015-03-30,184673
2015-03-31,184490
2015-04-01,184178
2015-04-02,185722
2015-04-03,189221
2015-04-04,191360
2015-04-05,184888
2015-04-06,183748
2015-04-07,186563
2015-04-08,186081
2015-04-09,187210
2015-04-10,188282
2015-04-11,186952
2015-04-12,184666
2015-04-13,187021
2015-04-14,185606
2015-04-15,186967
2015-04-16,185933
2015-04-17,185765
2015-04-18,186564
2015-04-19,186693
2015-04-20,187818
2015-04-21,189818
2015-04-22,188241
2015-04-23,185357
2015-04-24,180599
2015-04-25,184759
2015-04-26,183979
2015-04-27,183029
2015-04-28,182781
2015-04-29,182852
2015-04-30,185715
2015-05-01,187116
2015-05-02,184445
2015-05-03,184944
2015-05-04,186007
2015-05-05,189209
2015-05-06,188933
2015-05-07,187504
2015-05-08,186958
2015-05-09,185916
2015-05-10,186783
2015-05-11,191188
2015-05-12,186539
2015-05-13,184832
2015-05-14,184801
2015-05-15,186047
2015-05-16,184456
2015-05-17,185165
2015-05-18,186493
2015-05-19,187835
2015-05-20,186932
2015-05-21,189863
2015-05-22,188971
2015-05-23,186849
2015-05-24,186211
2015-05-25,186347
2015-05-26,186240
2015-05-27,186395
2015-05-28,191552
2015-05-29,189707
2015-05-30,187887
2015-05-31,186115
2015-06-01,185846
2015-06-02,188408
2015-06-03,189078
2015-06-04,189142
2015-06-05,186955
2015-06-06,188201
2015-06-07,186066
2015-06-08,185409
2015-06-09,185255
2015-06-10,183524
2015-06-11,183595
2015-06-12,186632
2015-06-13,188011
2015-06-14,185599
2015-06-15,185610
2015-06-16,186290
2015-06-17,186396
2015-06-18,188064
2015-06-19,186745
2015-06-20,185949
2015-06-21,185301
2015-06-22,184745
2015-06-23,185097
2015-06-24,186599
2015-06-25,190025
2015-06-26,187085
2015-06-27,185086
2015-06-28,185784
2015-06-29,185135
2015-06-30,184939
2015-07-01,186054
2015-07-02,188705
2015-07-03,186698
2015-07-04,184120
2015-07-05,183346
2015-07-06,186468
2015-07-07,187156
2015-07-08,188281
2015-07-09,188579
2015-07-10,186888
2015-07-11,187244
2015-07-12,186285
2015-07-13,187258
2015-07-14,185316
2015-07-15,184417
2015-07-16,183473
2015-07-17,184654
2015-07-18,186298
2015-07-19,185714
2015-07-20,184334
2015-07-21,186322
2015-07-22,187588
2015-07-23,185661
2015-07-24,185845
2015-07-25,188242
2015-07-26,187489
2015-07-27,185864
2015-07-28,185933
2015-07-29,187305
2015-07-30,188579
2015-07-31,186583
2015-08-01,185529
2015-08-02,185625
2015-08-03,184451
2015-08-04,184910
2015-08-05,186189
2015-08-06,189195
2015-08-07,189738
2015-08-08,187177
2015-08-09,185232
2015-08-10,183767
2015-08-11,185559
2015-08-12,186972
2015-08-13,188272
2015-08-14,187889
2015-08-15,187534
2015-08-16,184459
2015-08-17,182387
2015-08-18,180795
2015-08-19,185918
2015-08-20,186077
2015-08-21,186766
2015-08-22,186470
2015-08-23,188457
2015-08-24,186416
2015-08-25,185571
2015-08-26,185634
2015-08-27,188425
2015-08-28,187586
2015-08-29,187474
2015-08-30,188092
2015-08-31,189064
2015-09-01,187277
2015-09-02,185941
2015-09-03,185076
2015-09-04,186236
2015-09-05,187088
2015-09-06,187979
2015-09-07,186361
2015-09-08,186136
2015-09-09,188153
2015-09-10,187279
2015-09-11,185764
2015-09-12,186022
2015-09-13,187007
2015-09-14,188187
2015-09-15,187328
2015-09-16,188285
2015-09-17,186604
2015-09-18,186820
2015-09-19,184517
2015-09-20,184985
2015-09-21,184172
2015-09-22,185056
2015-09-23,186774
2015-09-24,185400
2015-09-25,185448
2015-09-27,185890
2015-09-28,187577
2015-09-29,185338
2015-09-30,183539
2015-10-05,185466
2015-10-06,185558
2015-10-07,186743
2015-10-08,187445
2015-10-09,184343
2015-10-10,185124
2015-10-11,183487
2015-10-12,184901
2015-10-13,186246
2015-10-14,186243
2015-10-15,186974
2015-10-16,187008
2015-10-17,185513
2015-10-18,186041
2015-10-19,187395
2015-10-20,188476
2015-10-22,185709
2015-10-23,185795
2015-10-24,185334
2015-10-25,187105
2015-10-26,189733
2015-10-27,189187
2015-10-29,185753
2015-10-30,189052
2015-10-31,187493
2015-11-01,186940
2015-11-02,187751
2015-11-03,186231
2015-11-04,185447
2015-11-05,186222
2015-11-06,185526
2015-11-07,185926
2015-11-08,185957
2015-11-09,187789
2015-11-10,188401
2015-11-11,187677
2015-11-12,186460
2015-11-13,186067
2015-11-14,185300
2015-11-15,185673
2015-11-16,185699
2015-11-17,187325
2015-11-18,188081
2015-11-19,187737
2015-11-20,189762
2015-11-21,189520
2015-11-22,187665
2015-11-23,186532
2015-11-24,186204
2015-11-25,188932
2015-11-26,185433
2015-11-27,184031
2015-11-28,183029
2015-11-29,183800
2015-11-30,185431
2015-12-01,185775
2015-12-02,188548
2015-12-03,190992
2015-12-04,188554
2015-12-05,187418
2015-12-06,186959
2015-12-07,188333
2015-12-08,187772
2015-12-09,187422
2015-12-10,188230
2015-12-11,187904
2015-12-12,186866
2015-12-13,186938
2015-12-14,187786
2015-12-15,188558
2015-12-16,188584
2015-12-17,187406
2015-12-18,188547
2015-12-19,189070
2015-12-20,188148
2015-12-21,187764
2015-12-22,188016
2015-12-23,186625
2015-12-24,186735
2015-12-25,187766
2015-12-26,188573
2015-12-27,187016
2015-12-28,189008
2015-12-29,187868
2015-12-30,187844
2015-12-31,190377
2016-01-01,189644
2016-01-02,188058
2016-01-03,187695
2016-01-04,185522
2016-01-05,184402
2016-01-06,184010
2016-01-07,186120
2016-01-08,187183
2016-01-09,185862
2016-01-10,186117
2016-01-11,181896
2016-01-12,183193
2016-01-13,185141
2016-01-14,186516
2016-01-15,187275
2016-01-16,185677
2016-01-17,185744
2016-01-18,187023
2016-01-19,186726
2016-01-20,187130
2016-01-21,185710
2016-01-22,186419
2016-01-23,186295
2016-01-24,186556
2016-01-25,187002
2016-01-26,186250
2016-01-27,187313
2016-01-28,187892
2016-01-29,188921
2016-01-30,188793
2016-01-31,188621
2016-02-01,188430
2016-02-02,188405
2016-02-03,187350
2016-02-04,185789
2016-02-05,183724
2016-02-06,186991
2016-02-07,187313
2016-02-08,186533
2016-02-09,187312
2016-02-10,186133
2016-02-11,186088
2016-02-12,188406
2016-02-13,188852
2016-02-14,188374
2016-02-15,188249
2016-02-16,188340
2016-02-17,188726
2016-02-18,187119
2016-02-19,186388
2016-02-20,187316
2016-02-21,188410
2016-02-22,188283
2016-02-23,187947
2016-02-24,187716
2016-02-25,188201
2016-02-26,188294
2016-02-27,187745
2016-02-28,187240
2016-02-29,187109
2016-03-01,186516
2016-03-02,184939
2016-03-03,187055
2016-03-04,188709
2016-03-05,187889
2016-03-06,186760
2016-03-07,187280
2016-03-08,186946
2016-03-09,188288
2016-03-10,187148
2016-03-11,185877
2016-03-12,188756
2016-03-13,188402
2016-03-14,186870
2016-03-15,186662
2016-03-16,185335
2016-03-17,185677
2016-03-18,185242
2016-03-19,188292
2016-03-20,186782
2016-03-21,187733
2016-03-22,187422
2016-03-23,186604
2016-03-24,186287
2016-03-25,186492
2016-03-26,187105
2016-03-27,188689
2016-03-28,187218
2016-03-29,187219
2016-03-30,186054
2016-03-31,187461
2016-04-01,187225
2016-04-02,186636
2016-04-03,186593
2016-04-04,186631
2016-04-05,188063
2016-04-06,187565
2016-04-07,187211
2016-04-08,187331
2016-04-09,188070
2016-04-10,187214
2016-04-11,186298
2016-04-12,186852
2016-04-13,187315
2016-04-14,187062
2016-04-15,187190
2016-04-16,186891
2016-04-17,186855
2016-04-18,187564
2016-04-19,187867
2016-04-20,186975
2016-04-21,186991
2016-04-22,186825
2016-04-23,187015
2016-04-24,186602
2016-04-25,185223
2016-04-26,186124
2016-04-27,187820
2016-04-28,187090
2016-04-29,186097
2016-04-30,185886
2016-05-01,185909
2016-05-02,185803
2016-05-03,186737
2016-05-04,185457
2016-05-05,187079
2016-05-06,187334
2016-05-07,185963
2016-05-08,186573
2016-05-09,185759
2016-05-10,186451
2016-05-11,186551
2016-05-12,184165
2016-05-13,185386
2016-05-14,186325
2016-05-15,186606
2016-05-16,187118
2016-05-17,186936
2016-05-18,187309
2016-05-19,187567
2016-05-22,186169
2016-05-23,186619
2016-05-24,187249
2016-05-25,186796
2016-05-26,187424
2016-05-27,186532
2016-05-28,186213
2016-05-29,186607
2016-05-30,186437
2016-05-31,186033
2016-06-01,188978
2016-06-02,189452
2016-06-03,187117
2016-06-04,187140
2016-06-05,186703
2016-06-06,188210
2016-06-07,187422
2016-06-08,186694
2016-06-09,186380
2016-06-10,186706
2016-06-11,189243
2016-06-12,187104
2016-06-13,186556
2016-06-14,186591
2016-06-15,186476
2016-06-16,187004
2016-06-17,187623
2016-06-18,186458
2016-06-19,186037
2016-06-20,186163
2016-06-21,186323
2016-06-22,186851
2016-06-23,186437
2016-06-24,185960
2016-06-25,186179
2016-06-26,186267
2016-06-27,186706
2016-06-28,187706
2016-06-29,191766
2016-06-30,188018
2016-07-01,186762
2016-07-02,186325
2016-07-03,185945
2016-07-04,184844
2016-07-05,187367
2016-07-06,187039
2016-07-07,186859
2016-07-08,187803
2016-07-09,186905
2016-07-10,187172
2016-07-11,186179
2016-07-12,185824
2016-07-13,186600
2016-07-14,186757
2016-07-15,186993
2016-07-16,186756
2016-07-17,186992
2016-07-18,185982
2016-07-23,186436
2016-07-24,187159
2016-07-25,188732
2016-07-26,188232
2016-07-27,186798
2016-07-28,186710
2016-07-29,186912
2016-07-30,187196
2016-07-31,186852
2016-08-01,186828
2016-08-02,186446
2016-08-03,186350
2016-08-04,186703
2016-08-05,186589
2016-08-06,187155
2016-08-07,186563
2016-08-08,187488
2016-08-09,188161
2016-08-10,190386
2016-08-11,188438
2016-08-12,187905
2016-08-13,187630
2016-08-14,188558
2016-08-15,187485
2016-08-16,186488
2016-08-17,186966
2016-08-18,187735
2016-08-19,187177
2016-08-20,186682
2016-08-21,186268
2016-08-22,186799
2016-08-23,186773
2016-08-24,186892
2016-08-25,186533
2016-08-26,183115
2016-08-28,186227
2016-08-31,187304
2016-09-01,187017
2016-09-02,186752
2016-09-03,187288
2016-09-04,186837
2016-09-05,187919
2016-09-06,188698
2016-09-07,186823
2016-09-08,186432
2016-09-09,186764
2016-09-10,186386
2016-09-11,187686
2016-09-12,186897
2016-09-13,186723
2016-09-14,186516
2016-09-15,187064
2016-09-16,186418
2016-09-17,186831
2016-09-18,186766
2016-09-19,187212
2016-09-20,186572
2016-09-21,186508
2016-09-22,187082
2016-09-23,184972
2016-09-24,183898
2016-09-25,184915
2016-09-26,186399
2016-09-27,184188
2016-09-28,183513
2016-09-29,184587
2016-09-30,184838
2016-10-01,184593
2016-10-02,188079
2016-10-03,187319
2016-10-04,187092
2016-10-05,187564
2016-10-06,185640
2016-10-07,187071
2016-10-08,187540
2016-10-09,189870
2016-10-10,187029
2016-10-11,187079
2016-10-12,187309
2016-10-13,187278
2016-10-14,187726
2016-10-15,186691
2016-10-16,186900
2016-10-17,186762
2016-10-18,186719
2016-10-19,186642
2016-10-20,186557
2016-10-21,186508
2016-10-22,186536
2016-10-23,186414
2016-10-24,185953
2016-10-25,186875
2016-10-26,186316
2016-10-27,186162
2016-10-28,185877
2016-10-29,185169
2016-10-30,186287
2016-10-31,185654
2016-11-01,186356
2016-11-02,186082
2016-11-03,182514
2016-11-04,185568
2016-11-05,185392
2016-11-06,186190
2016-11-07,182938
2016-11-08,184619
2016-11-09,184981
2016-11-10,185136
2016-11-11,185944
2016-11-12,186047
2016-11-13,186064
2016-11-14,185206
2016-11-15,186050
2016-12-07,188150
2016-12-08,186500
2016-12-09,186531
2016-12-10,186226
2016-12-11,186034
2016-12-12,185877
2016-12-13,188465
2016-12-14,186726
2016-12-15,186297
2016-12-16,186068
2016-12-17,186231
2016-12-18,186414
2016-12-19,185441
2016-12-20,185137
2016-12-21,186097
2016-12-22,184694
2016-12-23,187413
2016-12-24,186773
2016-12-25,188329
2016-12-26,187210
2016-12-27,187577
2016-12-28,187759
2016-12-29,187223
2016-12-30,185994
2016-12-31,188006
2017-01-01,187757
2017-01-02,187766
2017-01-03,188113
2017-01-04,186915
2017-01-05,186136
2017-01-06,185026
2017-01-07,186048
2017-01-08,186812
2017-01-09,187948
2017-01-10,188388
2017-01-11,187139
2017-01-12,188138
2017-01-13,187768
2017-01-14,187489
2017-01-15,187877
2017-01-16,188886
2017-01-17,186931
2017-01-18,186578
2017-01-19,186482
2017-01-20,185302
2017-01-21,185918
2017-01-22,185288
2017-01-23,187321
2017-01-27,186215
2017-01-28,187625
2017-01-29,186719
2017-01-30,186477
2017-01-31,187262
2017-02-01,186829
2017-02-02,186834
2017-02-03,187217
2017-02-04,186523
2017-02-05,186009
2017-02-06,186156
2017-02-07,187055
2017-02-08,188220
2017-02-09,187254
2017-02-10,187551
2017-02-11,187287
2017-02-12,188156
2017-02-13,186142
2017-02-14,186813
2017-02-15,186406
2017-02-16,185929
2017-02-18,186073
2017-02-19,187927
2017-02-20,186981
2017-02-21,185527
2017-02-22,186828
2017-02-23,188052
2017-02-24,189570
2017-02-25,189310
2017-02-26,187745
2017-02-27,187992
2017-02-28,187632
2017-03-01,187995
2017-03-02,188207
2017-03-03,188238
2017-03-04,187785
2017-03-05,187724
2017-03-06,188107
2017-03-07,188779
2017-03-08,188051
2017-03-09,187880
2017-03-10,188343
2017-03-11,188235
2017-03-12,186783
2017-03-13,187051
2017-03-14,187147
2017-03-15,186978
2017-03-16,188007
2017-03-17,187747
2017-03-18,187303
2017-03-19,187187
2017-03-20,187046
2017-03-21,185839
2017-03-22,187080
2017-03-23,186771
2017-03-24,186427
2017-03-25,185767
2017-03-26,186812
2017-03-27,186731
2017-03-28,186418
2017-03-29,186820
2017-03-30,187116
2017-03-31,187274
2017-04-01,187740
2017-04-02,187761
2017-04-03,186195
2017-04-04,185292
2017-04-12,187044
2017-04-13,187199
2017-04-14,186707
2017-04-15,186842
2017-04-16,185741
2017-04-17,185598
2017-04-18,186171
2017-04-19,186378
2017-04-20,185969
2017-04-21,183514
2017-04-22,182674
2017-04-23,178825
2017-04-24,177347
2017-04-25,176502
2017-04-26,177929
2017-04-27,181585
2017-04-28,184428
2017-04-29,185420
2017-04-30,185875
2017-05-01,185444
2017-05-02,185432
2017-05-03,184845
2017-05-04,184761
2017-05-05,186180
2017-05-06,185312
2017-05-07,186900
2017-05-08,184171
2017-05-09,185593
2017-05-10,185404
2017-05-11,185479
2017-05-12,186133
2017-05-13,187212
2017-05-14,186477
2017-05-15,185878
2017-05-16,186970
2017-05-17,185907
2017-05-18,186819
2017-05-19,186741
2017-05-20,186794
2017-05-21,186380
2017-05-22,186629
2017-05-23,186066
2017-05-24,187730
2017-05-25,179830
2017-05-26,170855
2017-05-27,163357
2017-05-28,161876
2017-05-29,162036
2017-05-30,162192
2017-05-31,161666
2017-06-01,161503
2017-06-02,161696
2017-06-03,161482
2017-06-04,161461
2017-06-05,161727
2017-06-06,161568
2017-06-07,161818
2017-06-08,161493
2017-06-09,161682
2017-06-10,161575
2017-06-11,161592
2017-06-12,161609
2017-06-13,161489
2017-06-14,161468
2017-06-15,161592
2017-06-16,161595
2017-06-17,161618
2017-06-18,162811
2017-06-19,161991
2017-06-20,161695
2017-06-21,161583
2017-06-22,161772
2017-06-23,161524
2017-06-24,161616
2017-06-25,161644
2017-06-26,161526
2017-06-27,161640
2017-06-28,161584
2017-06-29,161469
2017-06-30,161608
2017-07-01,161625
2017-07-02,161530
2017-07-03,161530
2017-07-04,161573
2017-07-05,161601
2017-07-06,161580
2017-07-07,161748
2017-07-08,161556
2017-07-13,161360
2017-07-14,161558
2017-07-15,161604
2017-07-16,161564
2017-07-17,161583
2017-07-18,161624
2017-07-19,161675
2017-07-20,161710
2017-07-21,161711
2017-07-22,161719
2017-07-23,161615
2017-07-24,161772
2017-07-25,161622
2017-07-26,161667
2017-07-27,161676
2017-07-28,161793
2017-07-29,161706
2017-07-30,161665
2017-07-31,161693
2017-08-01,161668
2017-08-02,161772
2017-08-03,161812
2017-08-04,161623
2017-08-05,162173
2017-08-06,161978
2017-08-09,164050
2017-08-10,162863
2017-08-11,162119
2017-08-12,161884
2017-08-13,161586
2017-08-14,161644
2017-08-15,161605
2017-08-16,161625
2017-08-17,161574
2017-08-18,161764
2017-08-19,161752
2017-08-20,162030
2017-08-21,161723
2017-08-22,161656
2017-08-23,161658
2017-08-24,161747
2017-08-25,162450
2017-08-26,161918
2017-08-27,162400
2017-08-28,161638
2017-08-29,161702
2017-08-30,162207
2017-08-31,162227
2017-09-01,161947
2017-09-03,161707
2017-09-04,161874
2017-09-05,161533
2017-09-06,161556
2017-09-07,161720
2017-09-08,161720
2017-09-09,161501
2017-09-10,161531
2017-09-11,161495
2017-09-12,161563
2017-09-13,161612
2017-09-14,161568
2017-09-15,161517
2017-09-16,161556
2017-09-17,161584
2017-09-18,161533
