date_obj,Dragon%20platelegs price
2019-03-29,161392
2019-03-30,161449
2019-03-31,161415
2019-04-01,161410
2019-04-02,161419
2019-04-03,161411
2019-04-04,161320
2019-04-05,161296
2019-04-06,161373
2019-04-07,161350
2019-04-08,161419
2019-04-09,161348
2019-04-10,161408
2019-04-11,161346
2019-04-12,161316
2019-04-13,161365
2019-04-14,161392
2019-04-15,161415
2019-04-16,161401
2019-04-17,161445
2019-04-18,161450
2019-04-19,161220
2019-04-20,161341
2019-04-21,161385
2019-04-22,161392
2019-04-23,161411
2019-04-24,161355
2019-04-25,161341
2019-04-26,161389
2019-04-27,161419
2019-04-28,161437
2019-04-29,161427
2019-04-30,161435
2019-05-01,161444
2019-05-02,161352
2019-05-03,161382
2019-05-04,161397
2019-05-05,161410
2019-05-06,161399
2019-05-07,161343
2019-05-08,161172
2019-05-09,161336
2019-05-10,161325
2019-05-11,161311
2019-05-12,161371
2019-05-13,161374
2019-05-14,161389
2019-05-15,161318
2019-05-16,161327
2019-05-17,161164
2019-05-18,161310
2019-05-19,161382
2019-05-20,161395
2019-05-21,161431
2019-05-22,161377
2019-05-23,161422
2019-05-24,161358
2019-05-25,161297
2019-05-26,161364
2019-05-27,161312
2019-05-28,161350
2019-05-29,161383
2019-05-30,161337
2019-05-31,161367
2019-06-01,161393
2019-06-02,161384
2019-06-03,161349
2019-06-04,161347
2019-06-05,161382
2019-06-06,161373
2019-06-07,161369
2019-06-08,161366
2019-06-09,161396
2019-06-10,161374
2019-06-11,161372
2019-06-12,161398
2019-06-13,161388
2019-06-14,161341
2019-06-15,161369
2019-06-16,161377
2019-06-17,161376
2019-06-18,161417
2019-06-19,161384
2019-06-20,161371
2019-06-21,161379
2019-06-22,161374
2019-06-23,161359
2019-06-24,161372
2019-06-25,161236
2019-06-26,161302
2019-06-27,161354
2019-06-28,161390
2019-06-29,161363
2019-06-30,161342
2019-07-01,161390
2019-07-02,161341
2019-07-03,161343
2019-07-04,161367
2019-07-05,161361
2019-07-06,161393
2019-07-07,161385
2019-07-08,161376
2019-07-09,161370
2019-07-10,161397
2019-07-11,161406
2019-07-12,161363
2019-07-13,161374
2019-07-14,161378
2019-07-15,161414
2019-07-16,161358
2019-07-17,161326
2019-07-18,161326
2019-07-19,161341
2019-07-20,161333
2019-07-21,161337
2019-07-22,161317
2019-07-23,161332
2019-07-24,161360
2019-07-25,161316
2019-07-26,161300
2019-07-27,161206
2019-07-28,161137
2019-07-29,161194
2019-07-30,161260
2019-07-31,161265
2019-08-01,161267
2019-08-02,161288
2019-08-03,161250
2019-08-04,161236
2019-08-05,161246
2019-08-06,161272
2019-08-07,161279
2019-08-08,161279
2019-08-09,161289
2019-08-10,161226
2019-08-11,161210
2019-08-12,161273
2019-08-13,161288
2019-08-14,161322
2019-08-15,161358
2019-08-16,161343
2019-08-17,161327
2019-08-18,161336
2019-08-19,161374
2019-08-20,161555
2019-08-21,161437
2019-08-22,161427
2019-08-23,161313
2019-08-24,161295
2019-08-24,161295
2019-08-25,161414
2019-08-25,161414
2019-08-26,161312
2019-08-26,161312
2019-08-27,161329
2019-08-27,161329
2019-08-28,161387
2019-08-29,161369
2019-08-30,161183
2019-08-31,161254
2019-09-01,161313
2019-09-02,161308
2019-09-03,161316
2019-09-04,161326
2019-09-05,161318
2019-09-06,161275
2019-09-07,161380
2019-09-08,161386
2019-09-09,161327
2019-09-10,161319
2019-09-11,161486
2019-09-12,161457
2019-09-13,160764
2019-09-14,161156
2019-09-15,161275
2019-09-16,161332
2019-09-17,161345
2019-09-18,161334
2019-09-19,161295
2019-09-20,161246
2019-09-21,161260
2019-09-22,161222
2019-09-23,161293
2019-09-24,161306
2019-09-25,161320
2019-09-26,161108
2019-09-27,161088
2019-09-28,161143
2019-09-29,161161
2019-09-30,161187
2019-10-01,161233
2019-10-02,161255
2019-10-03,161320
2019-10-04,161314
2019-10-05,161323
2019-10-06,161185
2019-10-07,161222
2019-10-08,161246
2019-10-09,161292
2019-10-10,161262
2019-10-11,161219
2019-10-12,161248
2019-10-13,161158
2019-10-14,161207
2019-10-15,160879
2019-10-16,161126
2019-10-17,161256
2019-10-18,161283
2019-10-19,161288
2019-10-20,161313
2019-10-21,161285
2019-10-22,161316
2019-10-23,161312
2019-10-24,161258
2019-10-25,161142
2019-10-26,161149
2019-10-27,161261
2019-10-28,161263
2019-10-29,161254
2019-10-30,161283
2019-10-31,161292
2019-11-01,161390
2019-11-02,161579
2019-11-03,161113
2019-11-04,160861
2019-11-05,161219
2019-11-06,161316
2019-11-07,161527
2019-11-08,161190
2019-11-09,161194
2019-11-10,161266
2019-11-11,161297
2019-11-12,161324
2019-11-13,161287
2019-11-14,161193
2019-11-15,161150
2019-11-16,161025
2019-11-17,161131
2019-11-18,161106
2019-11-19,161187
2019-11-20,161025
2019-11-21,161098
2019-11-22,161142
2019-11-23,161205
2019-11-24,161138
2019-11-25,161243
2019-11-26,161249
2019-11-27,161224
2019-11-28,161146
2019-11-29,161045
2019-11-30,161047
2019-12-01,161132
2019-12-02,161150
2019-12-03,161171
2019-12-04,160904
2019-12-05,161072
2019-12-06,160944
2019-12-07,161098
2019-12-08,161050
2019-12-09,161057
2019-12-10,161126
2019-12-11,161124
2019-12-12,161132
2019-12-13,161195
2019-12-14,161521
2019-12-15,161152
2019-12-16,161206
2019-12-17,161210
2019-12-18,161200
2019-12-19,161159
2019-12-20,161165
2019-12-21,161418
2019-12-22,161214
2019-12-23,161159
2019-12-24,161880
2019-12-25,161295
2019-12-26,161276
2019-12-27,161257
2019-12-28,161257
2019-12-29,161292
2019-12-30,161253
2019-12-31,161247
2020-01-01,161303
2020-01-02,161310
2020-01-03,161283
2020-01-04,161265
2020-01-05,161220
2020-01-06,161193
2020-01-07,161194
2020-01-08,161187
2020-01-09,161206
2020-01-10,161218
2020-01-11,161245
2020-01-12,161223
2020-01-13,161262
2020-01-14,161240
2020-01-15,161225
2020-01-16,161206
2020-01-17,161226
2020-01-18,161271
2020-01-19,161225
2020-01-20,161226
2020-01-21,161199
2020-01-22,161232
2020-01-23,161253
2020-01-24,161236
2020-01-25,161067
2020-01-26,161168
2020-01-27,161169
2020-01-28,161228
2020-01-29,161245
2020-01-30,161250
2020-01-31,161239
2020-02-01,161227
2020-02-02,161190
2020-02-03,161210
2020-02-04,161222
2020-02-05,161184
2020-02-06,161063
2020-02-07,161049
2020-02-08,160985
2020-02-09,161297
2020-02-10,161189
2020-02-11,161190
2020-02-12,161189
2020-02-13,161225
2020-02-14,161251
2020-02-15,161424
2020-02-16,161139
2020-02-17,161194
2020-02-18,161244
2020-02-19,161263
2020-02-20,161216
2020-02-21,161219
2020-02-22,161230
2020-02-23,161411
2020-02-24,161203
2020-02-25,161246
2020-02-26,161195
2020-02-27,161154
2020-02-28,161149
2020-02-29,161166
2020-03-01,161204
2020-03-02,161245
2020-03-03,161326
2020-03-04,161447
2020-03-05,161250
2020-03-06,161184
2020-03-07,161205
2020-03-08,161217
2020-03-09,161344
2020-03-10,161308
2020-03-11,161231
2020-03-12,161238
2020-03-13,161209
2020-03-14,161289
2020-03-15,161270
2020-03-16,161293
2020-03-17,161275
2020-03-18,161292
2020-03-19,161266
2020-03-20,161250
2020-03-21,161325
2020-03-22,161331
2020-03-23,161300
2020-03-24,161224
2020-03-25,161278
2020-03-26,161279
2020-03-27,161216
2020-03-28,161347
2020-03-29,161264
2020-03-30,161242
2020-03-31,161297
2020-04-01,161441
2020-04-02,161309
2020-04-03,161409
2020-04-04,161396
2020-04-05,161263
2020-04-06,161266
2020-04-07,161303
2020-04-08,161348
2020-04-09,161336
2020-04-10,161276
2020-04-11,161277
2020-04-12,161281
2020-04-13,161266
2020-04-14,161284
2020-04-15,161367
2020-04-16,161367
2020-04-17,161300
2020-04-18,161300
2020-04-19,161377
2020-04-20,161428
2020-04-21,161354
2020-04-22,161372
2020-04-23,161344
2020-04-24,161220
2020-04-25,161182
2020-04-26,161245
2020-04-27,161273
2020-04-28,161283
2020-04-29,161291
2020-04-30,161301
2020-05-01,161287
2020-05-02,161285
2020-05-03,161288
2020-05-04,161259
2020-05-05,161288
2020-05-06,161312
2020-05-07,161331
2020-05-08,161316
2020-05-09,161313
2020-05-10,161296
2020-05-11,161329
2020-05-12,161320
2020-05-13,161301
