date_obj,Green%20dark%20bow%20paint price
2015-07-06,175616
2015-07-07,175616
2015-07-08,175616
2015-07-09,175616
2015-07-10,175616
2015-07-11,175616
2015-07-12,175616
2015-07-13,175616
2015-07-14,175616
2015-07-15,175616
2015-07-16,175616
2015-07-17,175616
2015-07-18,170773
2015-07-19,170773
2015-07-20,170773
2015-07-21,170773
2015-07-22,170773
2015-07-23,170773
2015-07-24,170773
2015-07-25,170773
2015-07-26,170773
2015-07-27,170773
2015-07-28,170773
2015-07-29,170773
2015-07-30,170773
2015-07-31,170773
2015-08-01,168221
2015-08-02,168221
2015-08-03,168221
2015-08-04,168221
2015-08-05,168221
2015-08-06,168221
2015-08-07,168221
2015-08-08,168221
2015-08-09,168221
2015-08-10,168221
2015-08-11,168221
2015-08-12,168221
2015-08-13,168221
2015-08-14,168221
2015-08-15,168221
2015-08-16,168221
2015-08-17,165122
2015-08-18,165122
2015-08-19,165122
2015-08-20,165122
2015-08-21,165122
2015-08-22,165122
2015-08-23,165122
2015-08-24,165122
2015-08-25,165122
2015-08-26,165122
2015-08-27,165122
2015-08-28,165122
2015-08-29,165122
2015-08-30,165122
2015-08-31,165122
2015-09-01,165122
2015-09-02,162600
2015-09-03,162600
2015-09-04,162600
2015-09-05,162600
2015-09-06,162600
2015-09-07,162600
2015-09-08,162600
2015-09-09,162600
2015-09-10,162600
2015-09-11,162600
2015-09-12,162600
2015-09-13,162600
2015-09-14,162600
2015-09-15,164384
2015-09-16,164384
2015-09-17,164384
2015-09-18,164384
2015-09-19,164384
2015-09-20,164384
2015-09-21,164384
2015-09-22,164384
2015-09-23,164384
2015-09-24,164384
2015-09-25,164384
2015-09-27,164384
2015-09-28,164384
2015-09-29,164384
2015-09-30,160630
2015-10-05,160630
2015-10-06,160630
2015-10-07,160630
2015-10-08,160630
2015-10-09,160630
2015-10-10,160630
2015-10-11,160630
2015-10-12,160630
2015-10-13,160630
2015-10-14,161803
2015-10-15,161803
2015-10-16,161803
2015-10-17,161803
2015-10-18,161803
2015-10-19,161803
2015-10-20,161803
2015-10-22,161803
2015-10-23,161803
2015-10-24,161803
2015-10-25,161803
2015-10-26,161803
2015-10-27,155420
2015-10-29,155420
2015-10-30,155420
2015-10-31,155420
2015-11-01,155420
2015-11-02,155420
2015-11-03,155420
2015-11-04,155420
2015-11-05,155420
2015-11-06,155420
2015-11-07,155420
2015-11-08,155420
2015-11-09,155420
2015-11-10,155420
2015-11-11,155420
2015-11-12,155420
2015-11-13,155420
2015-11-14,155420
2015-11-15,155420
2015-11-16,149933
2015-11-17,149933
2015-11-18,149933
2015-11-19,149933
2015-11-20,149933
2015-11-21,149933
2015-11-22,149933
2015-11-23,149933
2015-11-24,149933
2015-11-25,149933
2015-11-26,149933
2015-11-27,149933
2015-11-28,149933
2015-11-29,149933
2015-11-30,155235
2015-12-01,155235
2015-12-02,155235
2015-12-03,155235
2015-12-04,155235
2015-12-05,155235
2015-12-06,155235
2015-12-07,155235
2015-12-08,155235
2015-12-09,155235
2015-12-10,155235
2015-12-11,155235
2015-12-12,155235
2015-12-13,155235
2015-12-14,155235
2015-12-15,155235
2015-12-16,158880
2015-12-17,158880
2015-12-18,158880
2015-12-19,158880
2015-12-20,158880
2015-12-21,158880
2015-12-22,158880
2015-12-23,158880
2015-12-24,158880
2015-12-25,158880
2015-12-26,158880
2015-12-27,158880
2015-12-28,158880
2015-12-29,154693
2015-12-30,154693
2015-12-31,154693
2016-01-01,154693
2016-01-02,154693
2016-01-03,154693
2016-01-04,154693
2016-01-05,154693
2016-01-06,154693
2016-01-07,154693
2016-01-08,154693
2016-01-09,154693
2016-01-10,154693
2016-01-11,152123
2016-01-12,152123
2016-01-13,152123
2016-01-14,152123
2016-01-15,152123
2016-01-16,152123
2016-01-17,152123
2016-01-18,152123
2016-01-19,152123
2016-01-20,152123
2016-01-21,152123
2016-01-22,152123
2016-01-23,152123
2016-01-24,152476
2016-01-25,152476
2016-01-26,152476
2016-01-27,152476
2016-01-28,152476
2016-01-29,152476
2016-01-30,152476
2016-01-31,152476
2016-02-01,152476
2016-02-02,152476
2016-02-03,152476
2016-02-04,151135
2016-02-05,151135
2016-02-06,151135
2016-02-07,151135
2016-02-08,151135
2016-02-09,151135
2016-02-10,151135
2016-02-11,151135
2016-02-12,151135
2016-02-13,151135
2016-02-14,151135
2016-02-15,151135
2016-02-16,151135
2016-02-17,151135
2016-02-18,150628
2016-02-19,150628
2016-02-20,150628
2016-02-21,150628
2016-02-22,150628
2016-02-23,150628
2016-02-24,150628
2016-02-25,150628
2016-02-26,150628
2016-02-27,150628
2016-02-28,150628
2016-02-29,150628
2016-03-01,151407
2016-03-02,151407
2016-03-03,151407
2016-03-04,151407
2016-03-05,151407
2016-03-06,151407
2016-03-07,151407
2016-03-08,151407
2016-03-09,151407
2016-03-10,151407
2016-03-11,151407
2016-03-12,151407
2016-03-13,151407
2016-03-14,151100
2016-03-15,151100
2016-03-16,151100
2016-03-17,151100
2016-03-18,151100
2016-03-19,151100
2016-03-20,151100
2016-03-21,151100
2016-03-22,151100
2016-03-23,151100
2016-03-24,151100
2016-03-25,151100
2016-03-26,151100
2016-03-27,151100
2016-03-28,148876
2016-03-29,148876
2016-03-30,148876
2016-03-31,148876
2016-04-01,148876
2016-04-02,148876
2016-04-03,148876
2016-04-04,148876
2016-04-05,148876
2016-04-06,148876
2016-04-07,148876
2016-04-08,148876
2016-04-09,148876
2016-04-10,149724
2016-04-11,149724
2016-04-12,149724
2016-04-13,149724
2016-04-14,149724
2016-04-15,149724
2016-04-16,149724
2016-04-17,149724
2016-04-18,149724
2016-04-19,149724
2016-04-20,149724
2016-04-21,149724
2016-04-22,149724
2016-04-23,149724
2016-04-24,150959
2016-04-25,150959
2016-04-26,150959
2016-04-27,150959
2016-04-28,150959
2016-04-29,150959
2016-04-30,150959
2016-05-01,150959
2016-05-02,150959
2016-05-03,150959
2016-05-04,150959
2016-05-05,150959
2016-05-06,150959
2016-05-07,152482
2016-05-08,152482
2016-05-09,152482
2016-05-10,152482
2016-05-11,152482
2016-05-12,152482
2016-05-13,152482
2016-05-14,152482
2016-05-15,152482
2016-05-16,152482
2016-05-17,152482
2016-05-18,152482
2016-05-19,152482
2016-05-22,152482
2016-05-23,146216
2016-05-24,146216
2016-05-25,146216
2016-05-26,146216
2016-05-27,146216
2016-05-28,146216
2016-05-29,146216
2016-05-30,146216
2016-05-31,146216
2016-06-01,146216
2016-06-02,146216
2016-06-03,146216
2016-06-04,146216
2016-06-05,146216
2016-06-06,146216
2016-06-07,146216
2016-06-08,142975
2016-06-09,142975
2016-06-10,142975
2016-06-11,142975
2016-06-12,142975
2016-06-13,142975
2016-06-14,142975
2016-06-15,142975
2016-06-16,142975
2016-06-17,142975
2016-06-18,142975
2016-06-19,142975
2016-06-20,142975
2016-06-21,142975
2016-06-22,142109
2016-06-23,142109
2016-06-24,142109
2016-06-25,142109
2016-06-26,142109
2016-06-27,142109
2016-06-28,142109
2016-06-29,142109
2016-06-30,142109
2016-07-01,142109
2016-07-02,142109
2016-07-03,142109
2016-07-04,142109
2016-07-05,142109
2016-07-06,142109
2016-07-07,142109
2016-07-08,139095
2016-07-09,139095
2016-07-10,139095
2016-07-11,139095
2016-07-12,139095
2016-07-13,139095
2016-07-14,139095
2016-07-15,139095
2016-07-16,139095
2016-07-17,139095
2016-07-18,139095
2016-07-23,139095
2016-07-24,139095
2016-07-25,141248
2016-07-26,141248
2016-07-27,141248
2016-07-28,141248
2016-07-29,141248
2016-07-30,141248
2016-07-31,141248
2016-08-01,141248
2016-08-02,141248
2016-08-03,141248
2016-08-04,141248
2016-08-05,141248
2016-08-06,141248
2016-08-07,141248
2016-08-08,141248
2016-08-09,141248
2016-08-10,141248
2016-08-11,141248
2016-08-12,143408
2016-08-13,143408
2016-08-14,143408
2016-08-15,143408
2016-08-16,143408
2016-08-17,143408
2016-08-18,143408
2016-08-19,143408
2016-08-20,143408
2016-08-21,143408
2016-08-22,143408
2016-08-23,143408
2016-08-24,143408
2016-08-25,143408
2016-08-26,143408
2016-08-28,143408
2016-08-31,140465
2016-09-01,140465
2016-09-02,140465
2016-09-03,140465
2016-09-04,140465
2016-09-05,140465
2016-09-06,140465
2016-09-07,140465
2016-09-08,140465
2016-09-09,140465
2016-09-10,140465
2016-09-11,140465
2016-09-12,140465
2016-09-13,140465
2016-09-14,140465
2016-09-15,140465
2016-09-16,140465
2016-09-17,140149
2016-09-18,140149
2016-09-19,140149
2016-09-20,140149
2016-09-21,140149
2016-09-22,140149
2016-09-23,140149
2016-09-24,140149
2016-09-25,140149
2016-09-26,140149
2016-09-27,140149
2016-09-28,140149
2016-09-29,140149
2016-09-30,140149
2016-10-01,140149
2016-10-02,140149
2016-10-03,140149
2016-10-04,140149
2016-10-05,140149
2016-10-06,144289
2016-10-07,144289
2016-10-08,144289
2016-10-09,144289
2016-10-10,144289
2016-10-11,144289
2016-10-12,144289
2016-10-13,144289
2016-10-14,144289
2016-10-15,144289
2016-10-16,144289
2016-10-17,144289
2016-10-18,144289
2016-10-19,144289
2016-10-20,144289
2016-10-21,144289
2016-10-22,144289
2016-10-23,144289
2016-10-24,144289
2016-10-25,144289
2016-10-26,146468
2016-10-27,146468
2016-10-28,146468
2016-10-29,146468
2016-10-30,146468
2016-10-31,146468
2016-11-01,146468
2016-11-02,146468
2016-11-03,146468
2016-11-04,146468
2016-11-05,146468
2016-11-06,146468
2016-11-07,146468
2016-11-08,146468
2016-11-09,146468
2016-11-10,146468
2016-11-11,146468
2016-11-12,146468
2016-11-13,146468
2016-11-14,144961
2016-11-15,144961
2016-12-07,145807
2016-12-08,145807
2016-12-09,145807
2016-12-10,145807
2016-12-11,145807
2016-12-12,145807
2016-12-13,145807
2016-12-14,145807
2016-12-15,145807
2016-12-16,147242
2016-12-17,147242
2016-12-18,147242
2016-12-19,147242
2016-12-20,147242
2016-12-21,147242
2016-12-22,147242
2016-12-23,147242
2016-12-24,147242
2016-12-25,147242
2016-12-26,147242
2016-12-27,147242
2016-12-28,147242
2016-12-29,147242
2016-12-30,147242
2016-12-31,147242
2017-01-01,143539
2017-01-02,143539
2017-01-03,143539
2017-01-04,143539
2017-01-05,143539
2017-01-06,143539
2017-01-07,143539
2017-01-08,143539
2017-01-09,143539
2017-01-10,143539
2017-01-11,143539
2017-01-12,143539
2017-01-13,143539
2017-01-14,141940
2017-01-15,141940
2017-01-16,141940
2017-01-17,141940
2017-01-18,141940
2017-01-19,141940
2017-01-20,141940
2017-01-21,141940
2017-01-22,141940
2017-01-23,141940
2017-01-27,141940
2017-01-28,136658
2017-01-29,136658
2017-01-30,136658
2017-01-31,136658
2017-02-01,136658
2017-02-02,136658
2017-02-03,136658
2017-02-04,136658
2017-02-05,136658
2017-02-06,136658
2017-02-07,136658
2017-02-08,136658
2017-02-09,136658
2017-02-10,138481
2017-02-11,138481
2017-02-12,138481
2017-02-13,138481
2017-02-14,138481
2017-02-15,138481
2017-02-16,138481
2017-02-18,138481
2017-02-19,138481
2017-02-20,138481
2017-02-21,138481
2017-02-22,138481
2017-02-23,139868
2017-02-24,139868
2017-02-25,139868
2017-02-26,139868
2017-02-27,139868
2017-02-28,139868
2017-03-01,139868
2017-03-02,139868
2017-03-03,139868
2017-03-04,139868
2017-03-05,139868
2017-03-06,139868
2017-03-07,139868
2017-03-08,139868
2017-03-09,135968
2017-03-10,135968
2017-03-11,135968
2017-03-12,135968
2017-03-13,135968
2017-03-14,135968
2017-03-15,135968
2017-03-16,135968
2017-03-17,135968
2017-03-18,135968
2017-03-19,135968
2017-03-20,135968
2017-03-21,135968
2017-03-22,140829
2017-03-23,140829
2017-03-24,140829
2017-03-25,140829
2017-03-26,140829
2017-03-27,140829
2017-03-28,140829
2017-03-29,140829
2017-03-30,140829
2017-03-31,140829
2017-04-01,140829
2017-04-02,140829
2017-04-03,140829
2017-04-04,143739
2017-04-12,143739
2017-04-13,143739
2017-04-14,143739
2017-04-15,143739
2017-04-16,148244
2017-04-17,148244
2017-04-18,148244
2017-04-19,148244
2017-04-20,148244
2017-04-21,148244
2017-04-22,148244
2017-04-23,148244
2017-04-24,148244
2017-04-25,148244
2017-04-26,148244
2017-04-27,148244
2017-04-28,148244
2017-04-29,148244
2017-04-30,148244
2017-05-01,152796
2017-05-02,152796
2017-05-03,152796
2017-05-04,152796
2017-05-05,152796
2017-05-06,152796
2017-05-07,152796
2017-05-08,152796
2017-05-09,152796
2017-05-10,152796
2017-05-11,152796
2017-05-12,152796
2017-05-13,152796
2017-05-14,155267
2017-05-15,155267
2017-05-16,155267
2017-05-17,155267
2017-05-18,155267
2017-05-19,155267
2017-05-20,155267
2017-05-21,155267
2017-05-22,155267
2017-05-23,155267
2017-05-24,155267
2017-05-25,155267
2017-05-26,155267
2017-05-27,158471
2017-05-28,158471
2017-05-29,158471
2017-05-30,158471
2017-05-31,158471
2017-06-01,158471
2017-06-02,158471
2017-06-03,158471
2017-06-04,158471
2017-06-05,158471
2017-06-06,158471
2017-06-07,158471
2017-06-08,158471
2017-06-09,158471
2017-06-10,158471
2017-06-11,158471
2017-06-12,158471
2017-06-13,156902
2017-06-14,156902
2017-06-15,156902
2017-06-16,156902
2017-06-17,156902
2017-06-18,156902
2017-06-19,156902
2017-06-20,156902
2017-06-21,156902
2017-06-22,156902
2017-06-23,156902
2017-06-24,156902
2017-06-25,156902
2017-06-26,156902
2017-06-27,159775
2017-06-28,159775
2017-06-29,159775
2017-06-30,159775
2017-07-01,159775
2017-07-02,159775
2017-07-03,159775
2017-07-04,159775
2017-07-05,159775
2017-07-06,159775
2017-07-07,159775
2017-07-08,159775
2017-07-13,159775
2017-07-14,157426
2017-07-15,157426
2017-07-16,157426
2017-07-17,157426
2017-07-18,157426
2017-07-19,157426
2017-07-20,157426
2017-07-21,157426
2017-07-22,157426
2017-07-23,157426
2017-07-24,157426
2017-07-25,157426
2017-07-26,157426
2017-07-27,157426
2017-07-28,157426
2017-07-29,157426
2017-07-30,157426
2017-07-31,157426
2017-08-01,157426
2017-08-02,159429
2017-08-03,159429
2017-08-04,159429
2017-08-05,159429
2017-08-06,159429
2017-08-09,159429
2017-08-10,159429
2017-08-11,159429
2017-08-12,159429
2017-08-13,159429
2017-08-14,159429
2017-08-15,159429
2017-08-16,159429
2017-08-17,159429
2017-08-18,159429
2017-08-19,159429
2017-08-20,153672
2017-08-21,153672
2017-08-22,153672
2017-08-23,153672
2017-08-24,153672
2017-08-25,153672
2017-08-26,153672
2017-08-27,153672
2017-08-28,153672
2017-08-29,153672
2017-08-30,153672
2017-08-31,153672
2017-09-01,153672
2017-09-02,153672
2017-09-03,153672
2017-09-04,153672
2017-09-05,153672
2017-09-06,148393
2017-09-07,148393
2017-09-08,148393
2017-09-09,148393
2017-09-10,148393
2017-09-11,148393
2017-09-12,148393
2017-09-13,148393
2017-09-14,148393
2017-09-15,148393
2017-09-16,148393
2017-09-17,148393
2017-09-18,148393
2017-09-19,148393
2017-09-20,148393
2017-09-21,148393
2017-09-22,148393
2017-09-23,148393
2017-09-24,148393
2017-09-25,148393
2017-09-26,142338
2017-09-27,142338
2017-09-28,142338
2017-09-29,142338
2017-09-30,142338
2017-10-01,142338
2017-10-02,142338
2017-10-03,142338
2017-10-04,142338
2017-10-05,142338
2017-10-06,142338
2017-10-07,142338
2017-10-08,142338
2017-10-09,142338
2017-10-10,142338
2017-10-11,142338
2017-10-12,142338
2017-10-13,142338
2017-10-14,142338
2017-10-15,142338
2017-10-16,142338
2017-10-17,140604
2017-10-18,140604
2017-10-19,140604
2017-10-20,140604
2017-10-21,140604
2017-10-22,140604
2017-10-23,140604
2017-10-24,140604
2017-10-25,140604
2017-10-26,140604
2017-10-27,140604
2017-10-28,140604
2017-10-29,140604
2017-10-30,140604
2017-10-31,140604
2017-11-01,140604
2017-11-02,140604
2017-11-03,140604
2017-11-04,140604
2017-11-05,140604
2017-11-06,136755
2017-11-07,136755
2017-11-08,136755
2017-11-09,136755
2017-11-10,136755
2017-11-11,136755
2017-11-12,136755
2017-11-13,136755
2017-11-14,136755
2017-11-15,136755
2017-11-16,136755
2017-11-17,136755
2017-11-18,136755
2017-11-19,136755
2017-11-20,136755
2017-11-21,136755
2017-11-22,136755
2017-11-23,136755
2017-11-24,136755
2017-11-25,132766
2017-11-26,132766
2017-11-27,132766
2017-11-28,132766
2017-11-29,132766
2017-11-30,132766
2017-12-01,132766
2017-12-02,132766
2017-12-03,132766
2017-12-04,132766
2017-12-05,132766
2017-12-06,132766
2017-12-07,132766
2017-12-08,132766
2017-12-09,132766
2017-12-10,132766
2017-12-11,132766
2017-12-12,132766
2017-12-13,132766
2017-12-14,132766
2017-12-15,132766
2017-12-16,131224
2017-12-17,131224
2017-12-18,131224
2017-12-19,131224
2017-12-20,131224
2017-12-21,131224
2017-12-22,131224
2017-12-23,131224
2017-12-24,131224
2017-12-25,131224
2017-12-26,131224
2017-12-27,131224
2017-12-28,131224
2017-12-29,131224
2017-12-30,131224
2017-12-31,131224
2018-01-01,131224
2018-01-02,131740
2018-01-03,131740
2018-01-04,131740
2018-01-05,131740
2018-01-06,131740
2018-01-07,131740
2018-01-08,131740
2018-01-09,131740
2018-01-10,131740
2018-01-11,131740
2018-01-12,131740
2018-01-13,131740
2018-01-14,131740
2018-01-15,131740
2018-01-16,131740
2018-01-17,131740
2018-01-18,131740
2018-01-19,131740
2018-01-20,131740
2018-01-21,131740
2018-01-22,129881
2018-01-23,129881
2018-01-25,129881
2018-01-26,129881
2018-01-27,129881
2018-01-28,129881
2018-01-29,129881
2018-01-30,129881
2018-01-31,123886
2018-02-01,123886
2018-02-02,123886
2018-02-03,123886
2018-02-04,123886
2018-02-05,123886
2018-02-06,123886
2018-02-07,123886
2018-02-08,123886
2018-02-09,123886
2018-02-10,124249
2018-02-11,124249
2018-02-12,124249
2018-02-13,124249
2018-02-14,124249
2018-02-15,124249
2018-02-16,124249
2018-02-17,128724
2018-02-18,128724
2018-02-19,128724
2018-02-20,128724
2018-02-21,128724
2018-02-22,128724
2018-02-23,128724
2018-02-24,128724
2018-02-25,128724
2018-02-26,128950
2018-02-27,128950
2018-02-28,128950
2018-03-01,128950
2018-03-02,128950
2018-03-03,128950
2018-03-04,128950
2018-03-05,128950
2018-03-06,128950
2018-03-07,127955
2018-03-08,127955
2018-03-09,127955
2018-03-10,127955
2018-03-11,127955
2018-03-12,127955
2018-03-13,127955
2018-03-14,127955
2018-03-15,127955
2018-03-16,130565
2018-03-17,130565
2018-03-18,130565
2018-03-19,130565
2018-03-20,130565
2018-03-21,130565
2018-03-23,130565
2018-03-24,130565
2018-03-25,134852
2018-03-26,134852
2018-03-27,134852
2018-03-28,134852
2018-03-29,134852
2018-03-30,134852
2018-03-31,134852
2018-04-01,134852
2018-04-02,134852
2018-04-03,134852
2018-04-04,137200
2018-04-05,137200
2018-04-06,137200
2018-04-07,137200
2018-04-08,137200
2018-04-09,137200
2018-04-10,137200
2018-04-11,137200
2018-04-12,137332
2018-04-13,137332
2018-04-14,137332
2018-04-15,137332
2018-04-16,137332
2018-04-17,137332
2018-04-18,137332
2018-04-19,137332
2018-04-20,140838
2018-04-21,140838
2018-04-22,140838
2018-04-23,140838
2018-04-24,140838
2018-04-25,140838
2018-04-26,140838
2018-04-27,140838
2018-04-28,140838
2018-04-29,140838
2018-04-30,141016
2018-05-01,141016
2018-05-04,141016
2018-05-05,141016
2018-05-06,141016
2018-05-07,141016
2018-05-08,141016
2018-05-09,141016
2018-05-10,145772
2018-05-11,145772
2018-05-12,145772
2018-05-13,145772
2018-05-14,145772
2018-05-15,145772
2018-05-16,145772
2018-05-17,145772
2018-05-18,145772
2018-05-19,142465
2018-05-20,142465
2018-05-21,142465
2018-05-22,142465
2018-05-23,142465
2018-05-24,142465
2018-05-25,142465
2018-05-26,142465
2018-05-27,142465
2018-05-28,142465
2018-05-29,147854
2018-05-30,147854
2018-05-31,147854
2018-06-01,147854
2018-06-02,147854
2018-06-03,147854
2018-06-04,147854
2018-06-05,147854
2018-06-06,147854
2018-06-07,147854
2018-06-08,150146
2018-06-09,150146
2018-06-10,150146
2018-06-11,150146
2018-06-12,150146
2018-06-13,150146
2018-06-14,150146
2018-06-15,150146
2018-06-16,150146
2018-06-17,150146
2018-06-18,150146
2018-06-19,144417
2018-06-20,144417
2018-06-21,144417
2018-06-22,144417
2018-06-23,144417
2018-06-24,144417
2018-06-25,144417
2018-06-26,144417
2018-06-27,144417
2018-06-28,144417
2018-06-29,144417
2018-06-30,137222
2018-07-01,137222
2018-07-02,137222
2018-07-03,137222
2018-07-04,137222
2018-07-05,137222
2018-07-06,137222
2018-07-07,137222
2018-07-08,137222
2018-07-09,137222
2018-07-10,130590
2018-07-11,130590
2018-07-12,130590
2018-07-13,130590
2018-07-14,130590
2018-07-15,130590
2018-07-16,130590
2018-07-17,130590
2018-07-18,130590
2018-07-19,130590
2018-07-20,130590
2018-07-21,131051
2018-07-22,131051
2018-07-23,131051
2018-07-24,131051
2018-07-25,131051
2018-07-26,131051
2018-07-27,131051
2018-07-28,131715
2018-07-29,131715
2018-07-30,131715
2018-07-31,131715
2018-08-01,131715
2018-08-02,131715
2018-08-03,131715
2018-08-04,131715
2018-08-05,133363
2018-08-06,133363
2018-08-07,133363
2018-08-08,133363
2018-08-09,133363
2018-08-10,133363
2018-08-11,133363
2018-08-12,133363
2018-08-14,136882
2018-08-16,136882
2018-08-17,136882
2018-08-18,136882
2018-08-19,136882
2018-08-20,136882
2018-08-21,136882
2018-08-22,143470
2018-08-23,143470
2018-08-24,143470
2018-08-25,143470
2018-08-26,143470
2018-08-27,143470
2018-08-28,143470
2018-08-29,143470
2018-08-30,143470
2018-08-31,149806
2018-09-01,149806
2018-09-02,149806
2018-09-03,149806
2018-09-04,149806
2018-09-05,149806
2018-09-06,149806
2018-09-07,149806
2018-09-08,149806
2018-09-09,149806
2018-09-10,149806
2018-09-11,154583
2018-09-12,154583
2018-09-13,154583
2018-09-14,154583
2018-09-15,154583
2018-09-16,154583
2018-09-17,154583
2018-09-18,154583
2018-09-19,154583
2018-09-20,154402
2018-09-21,154402
2018-09-22,154402
2018-09-23,154402
2018-09-24,154402
2018-09-25,154402
2018-09-26,154402
2018-09-27,154402
2018-09-28,154402
2018-09-29,150191
2018-09-30,150191
2018-10-01,150191
2018-10-02,150191
2018-10-03,150191
2018-10-04,150191
2018-10-05,150191
2018-10-06,150191
2018-10-07,150191
2018-10-08,142681
2018-10-09,142681
2018-10-10,142681
2018-10-11,142681
2018-10-12,142681
2018-10-13,142681
2018-10-14,142681
2018-10-15,142681
2018-10-16,142681
2018-10-17,138655
2018-10-18,138655
2018-10-19,138655
2018-10-20,138655
2018-10-21,138655
2018-10-22,138655
2018-10-23,138655
2018-10-24,136587
2018-10-25,136587
2018-10-26,136587
2018-10-27,136587
2018-10-28,136587
2018-10-29,136587
2018-10-30,136587
2018-10-31,136587
2018-11-01,135709
2018-11-03,135709
2018-11-04,135709
2018-11-05,135709
2018-11-06,135709
2018-11-07,135709
2018-11-08,134690
2018-11-09,134690
2018-11-10,134690
2018-11-11,134690
2018-11-12,134690
2018-11-13,134690
2018-11-14,134690
2018-11-15,136226
2018-11-16,136226
2018-11-17,136226
2018-11-18,136226
2018-11-19,136226
2018-11-20,136226
2018-11-21,133069
2018-11-22,133069
2018-11-23,133069
2018-11-24,133069
2018-11-25,133069
2018-11-26,133069
2018-11-27,133069
2018-11-28,131096
2018-11-29,131096
2018-12-01,131096
2018-12-02,131096
2018-12-03,131096
2018-12-04,131096
2018-12-05,127178
2018-12-07,127178
2018-12-09,127178
2018-12-10,129459
2018-12-11,129459
2018-12-12,129459
2018-12-13,129459
2018-12-14,129459
2018-12-15,129459
2018-12-16,127321
2018-12-17,127321
2018-12-18,127321
2018-12-19,127321
2018-12-20,127321
2018-12-21,127321
2018-12-22,127321
2018-12-23,126683
2018-12-24,126683
2018-12-25,126683
2018-12-26,126683
2018-12-27,126683
2018-12-28,126683
2018-12-29,128671
2018-12-30,128671
2018-12-31,128671
2019-01-01,128671
2019-01-02,128671
2019-01-03,128671
2019-01-04,127761
2019-01-05,127761
2019-01-06,127761
2019-01-08,127761
2019-01-10,123800
2019-01-11,123800
2019-01-12,123800
2019-01-13,123800
2019-01-14,123800
2019-01-15,123800
2019-01-16,123800
2019-01-17,120500
2019-01-18,120500
2019-01-19,120500
2019-01-20,120500
2019-01-22,120500
2019-01-23,120471
2019-01-24,120471
2019-01-25,120471
2019-01-26,120471
2019-01-27,120471
2019-01-28,120471
2019-01-29,120471
2019-01-30,116469
2019-01-31,116469
2019-02-01,116469
2019-02-02,116469
2019-02-03,116469
2019-02-04,116469
2019-02-05,116469
2019-02-06,121537
2019-02-07,121537
2019-02-08,121537
2019-02-09,121537
2019-02-10,121537
2019-02-11,121537
2019-02-12,121537
2019-02-13,123214
2019-02-14,123214
2019-02-15,123214
2019-02-16,123214
2019-02-17,123214
2019-02-18,123214
2019-02-19,123214
2019-02-20,124606
2019-02-21,124606
2019-02-22,124606
2019-02-23,124606
2019-02-24,124606
2019-02-25,124606
2019-02-26,124606
2019-02-27,125946
2019-02-28,125946
2019-03-01,125946
2019-03-02,125946
2019-03-03,125946
2019-03-04,125946
2019-03-05,131272
2019-03-06,131272
2019-03-07,131272
2019-03-08,131272
2019-03-09,131272
2019-03-10,131272
2019-03-11,131272
2019-03-12,134476
2019-03-13,134476
2019-03-14,134476
2019-03-15,134476
2019-03-16,134476
2019-03-17,134476
2019-03-18,134476
2019-03-19,134476
2019-03-20,136617
2019-03-21,136617
2019-03-22,136617
2019-03-23,136617
2019-03-24,136617
2019-03-25,136617
2019-03-26,136617
