date_obj,Ranarr%20weed price
2019-04-06,6777
2019-04-07,6804
2019-04-08,6778
2019-04-09,6753
2019-04-10,6737
2019-04-11,6724
2019-04-12,6697
2019-04-13,6694
2019-04-14,6678
2019-04-15,6653
2019-04-16,6612
2019-04-17,6573
2019-04-18,6575
2019-04-19,6605
2019-04-20,6673
2019-04-21,6750
2019-04-22,6760
2019-04-23,6736
2019-04-24,6705
2019-04-25,6678
2019-04-26,6670
2019-04-27,6665
2019-04-28,6658
2019-04-29,6618
2019-04-30,6591
2019-05-01,6582
2019-05-02,6573
2019-05-03,6570
2019-05-04,6572
2019-05-05,6530
2019-05-06,6532
2019-05-07,6523
2019-05-08,6499
2019-05-09,6465
2019-05-10,6453
2019-05-11,6418
2019-05-12,6436
2019-05-13,6572
2019-05-14,6618
2019-05-15,6595
2019-05-16,6577
2019-05-17,6591
2019-05-18,6602
2019-05-19,6630
2019-05-20,6637
2019-05-21,6628
2019-05-22,6612
2019-05-23,6634
2019-05-24,6671
2019-05-25,6706
2019-05-26,6696
2019-05-27,6664
2019-05-28,6633
2019-05-29,6606
2019-05-30,6583
2019-05-31,6572
2019-06-01,6613
2019-06-02,6632
2019-06-03,6613
2019-06-04,6555
2019-06-05,6507
2019-06-06,6424
2019-06-07,6425
2019-06-08,6358
2019-06-09,6339
2019-06-10,6370
2019-06-11,6399
2019-06-12,6397
2019-06-13,6365
2019-06-14,6366
2019-06-15,6333
2019-06-16,6311
2019-06-17,6256
2019-06-18,6234
2019-06-19,6207
2019-06-20,6161
2019-06-21,6151
2019-06-22,6121
2019-06-23,6086
2019-06-24,6058
2019-06-25,6034
2019-06-26,6031
2019-06-27,6068
2019-06-28,6106
2019-06-29,6238
2019-06-30,6364
2019-07-01,6428
2019-07-02,6537
2019-07-03,6620
2019-07-04,6636
2019-07-05,6669
2019-07-06,6768
2019-07-07,6885
2019-07-08,6908
2019-07-09,6946
2019-07-10,6975
2019-07-11,7118
2019-07-12,7176
2019-07-13,7213
2019-07-14,7268
2019-07-15,7281
2019-07-16,7325
2019-07-17,7367
2019-07-18,7445
2019-07-19,7548
2019-07-20,7568
2019-07-21,7604
2019-07-22,7518
2019-07-23,7424
2019-07-24,7368
2019-07-25,7345
2019-07-26,7343
2019-07-27,7302
2019-07-28,7231
2019-07-29,7109
2019-07-30,7063
2019-07-31,7095
2019-08-01,7182
2019-08-02,7276
2019-08-03,7378
2019-08-04,7482
2019-08-05,7583
2019-08-06,7558
2019-08-07,7613
2019-08-08,7668
2019-08-09,7676
2019-08-10,7669
2019-08-11,7659
2019-08-12,7738
2019-08-13,7757
2019-08-14,7762
2019-08-15,7727
2019-08-16,7729
2019-08-17,7793
2019-08-18,7761
2019-08-19,7764
2019-08-20,7776
2019-08-21,7794
2019-08-22,7801
2019-08-23,7908
2019-08-24,7937
2019-08-24,7937
2019-08-25,7919
2019-08-25,7919
2019-08-26,7865
2019-08-26,7865
2019-08-27,7811
2019-08-27,7811
2019-08-28,7814
2019-08-29,7869
2019-08-30,7936
2019-08-31,7936
2019-09-01,7939
2019-09-02,7937
2019-09-03,8090
2019-09-04,8183
2019-09-05,8201
2019-09-06,8225
2019-09-07,8172
2019-09-08,8081
2019-09-09,8026
2019-09-10,8017
2019-09-11,8005
2019-09-12,7992
2019-09-13,7886
2019-09-14,7829
2019-09-15,7778
2019-09-16,7775
2019-09-17,7808
2019-09-18,7840
2019-09-19,7867
2019-09-20,7854
2019-09-21,7807
2019-09-22,7781
2019-09-23,7749
2019-09-24,7749
2019-09-25,7798
2019-09-26,7856
2019-09-27,7880
2019-09-28,8078
2019-09-29,8150
2019-09-30,8129
2019-10-01,8160
2019-10-02,8216
2019-10-03,8206
2019-10-04,8194
2019-10-05,8145
2019-10-06,8149
2019-10-07,8165
2019-10-08,8222
2019-10-09,8228
2019-10-10,8204
2019-10-11,8166
2019-10-12,8105
2019-10-13,8115
2019-10-14,8151
2019-10-15,8213
2019-10-16,8204
2019-10-17,8135
2019-10-18,8132
2019-10-19,8124
2019-10-20,8090
2019-10-21,8124
2019-10-22,8150
2019-10-23,8147
2019-10-24,8093
2019-10-25,8090
2019-10-26,8103
2019-10-27,8095
2019-10-28,8116
2019-10-29,8116
2019-10-30,8190
2019-10-31,8206
2019-11-01,8306
2019-11-02,8283
2019-11-03,8184
2019-11-04,8104
2019-11-05,8074
2019-11-06,8064
2019-11-07,8061
2019-11-08,8037
2019-11-09,7998
2019-11-10,7943
2019-11-11,7899
2019-11-12,7905
2019-11-13,7893
2019-11-14,7911
2019-11-15,7949
2019-11-16,7935
2019-11-17,7929
2019-11-18,7921
2019-11-19,7919
2019-11-20,7901
2019-11-21,7900
2019-11-22,7893
2019-11-23,7881
2019-11-24,7876
2019-11-25,7865
2019-11-26,7831
2019-11-27,7808
2019-11-28,7815
2019-11-29,7841
2019-11-30,7872
2019-12-01,7852
2019-12-02,7839
2019-12-03,7826
2019-12-04,7807
2019-12-05,7794
2019-12-06,7752
2019-12-07,7735
2019-12-08,7704
2019-12-09,7691
2019-12-10,7675
2019-12-11,7635
2019-12-12,7621
2019-12-13,7602
2019-12-14,7601
2019-12-15,7633
2019-12-16,7673
2019-12-17,7673
2019-12-18,7661
2019-12-19,7668
2019-12-20,7668
2019-12-21,7761
2019-12-22,7881
2019-12-23,8006
2019-12-24,8021
2019-12-25,7991
2019-12-26,8017
2019-12-27,8099
2019-12-28,8229
2019-12-29,8285
2019-12-30,8271
2019-12-31,8257
2020-01-01,8200
2020-01-02,8088
2020-01-03,7967
2020-01-04,7918
2020-01-05,7906
2020-01-06,7885
2020-01-07,7938
2020-01-08,7959
2020-01-09,7973
2020-01-10,7955
2020-01-11,7945
2020-01-12,8000
2020-01-13,8034
2020-01-14,8075
2020-01-15,8075
2020-01-16,8036
2020-01-17,8043
2020-01-18,8106
2020-01-19,8284
2020-01-20,8526
2020-01-21,8636
2020-01-22,8710
2020-01-23,8777
2020-01-24,9020
2020-01-25,9280
2020-01-26,9352
2020-01-27,9430
2020-01-28,9485
2020-01-29,9524
2020-01-30,9456
2020-01-31,9429
2020-02-01,9564
2020-02-02,9748
2020-02-03,9767
2020-02-04,9758
2020-02-05,9750
2020-02-06,9720
2020-02-07,9695
2020-02-08,9670
2020-02-09,9665
2020-02-10,9749
2020-02-11,10040
2020-02-12,10348
2020-02-13,10499
2020-02-14,10754
2020-02-15,10736
2020-02-16,10766
2020-02-17,10680
2020-02-18,10618
2020-02-19,10618
2020-02-20,10591
2020-02-21,10570
2020-02-22,10453
2020-02-23,10449
2020-02-24,10480
2020-02-25,10528
2020-02-26,10493
2020-02-27,10475
2020-02-28,10654
2020-02-29,10827
2020-03-01,10769
2020-03-02,10762
2020-03-03,10827
2020-03-04,10873
2020-03-05,10933
2020-03-06,10863
2020-03-07,10714
2020-03-08,10615
2020-03-09,10603
2020-03-10,10674
2020-03-11,10713
2020-03-12,10658
2020-03-13,10594
2020-03-14,10565
2020-03-15,10604
2020-03-16,10678
2020-03-17,10697
2020-03-18,10735
2020-03-19,10765
2020-03-20,10924
2020-03-21,11082
2020-03-22,11257
2020-03-23,11349
2020-03-24,11488
2020-03-25,11519
2020-03-26,11521
2020-03-27,11640
2020-03-28,11756
2020-03-29,11617
2020-03-30,11084
2020-03-31,10990
2020-04-01,11055
2020-04-02,10975
2020-04-03,10863
2020-04-04,10402
2020-04-05,10112
2020-04-06,10194
2020-04-07,10311
2020-04-08,10030
2020-04-09,9702
2020-04-10,9804
2020-04-11,10078
2020-04-12,10173
2020-04-13,10094
2020-04-14,10072
2020-04-15,10192
2020-04-16,10321
2020-04-17,10270
2020-04-18,10199
2020-04-19,10091
2020-04-20,10087
2020-04-21,10118
2020-04-22,10200
2020-04-23,10245
2020-04-24,10232
2020-04-25,10154
2020-04-26,10170
2020-04-27,10290
2020-04-28,10542
2020-04-29,10445
2020-04-30,10458
2020-05-01,10460
2020-05-02,10616
2020-05-03,10653
2020-05-04,10593
2020-05-05,10518
2020-05-06,10400
2020-05-07,10071
2020-05-08,9887
2020-05-09,9826
2020-05-10,9765
2020-05-11,9638
2020-05-12,9493
2020-05-13,9288
