date_obj,Lantadyme price
2015-12-28,1963
2015-12-29,1955
2015-12-30,1955
2015-12-31,1955
2016-01-01,1955
2016-01-02,1955
2016-01-03,1893
2016-01-04,1893
2016-01-05,1893
2016-01-06,1893
2016-01-07,1893
2016-01-08,1864
2016-01-09,1864
2016-01-10,1864
2016-01-11,1864
2016-01-12,1864
2016-01-13,1864
2016-01-14,1784
2016-01-15,1784
2016-01-16,1784
2016-01-17,1784
2016-01-18,1784
2016-01-19,1784
2016-01-20,1746
2016-01-21,1746
2016-01-22,1746
2016-01-23,1746
2016-01-24,1746
2016-01-25,1796
2016-01-26,1796
2016-01-27,1796
2016-01-28,1796
2016-01-29,1796
2016-01-30,1841
2016-01-31,1841
2016-02-01,1841
2016-02-02,1841
2016-02-03,1841
2016-02-04,1810
2016-02-05,1810
2016-02-06,1810
2016-02-07,1810
2016-02-08,1810
2016-02-09,1838
2016-02-10,1838
2016-02-11,1838
2016-02-12,1838
2016-02-13,1838
2016-02-14,1804
2016-02-15,1804
2016-02-16,1804
2016-02-17,1804
2016-02-18,1804
2016-02-19,1805
2016-02-20,1805
2016-02-21,1805
2016-02-22,1805
2016-02-23,1805
2016-02-24,1746
2016-02-25,1746
2016-02-26,1746
2016-02-27,1746
2016-02-28,1746
2016-02-29,1670
2016-03-01,1670
2016-03-02,1670
2016-03-03,1670
2016-03-04,1670
2016-03-05,1682
2016-03-06,1682
2016-03-07,1682
2016-03-08,1682
2016-03-09,1682
2016-03-10,1723
2016-03-11,1723
2016-03-12,1723
2016-03-13,1723
2016-03-14,1723
2016-03-15,1724
2016-03-16,1724
2016-03-17,1724
2016-03-18,1724
2016-03-19,1724
2016-03-20,1659
2016-03-21,1659
2016-03-22,1659
2016-03-23,1659
2016-03-24,1659
2016-03-25,1673
2016-03-26,1673
2016-03-27,1673
2016-03-28,1673
2016-03-29,1673
2016-03-30,1709
2016-03-31,1709
2016-04-01,1709
2016-04-02,1709
2016-04-03,1709
2016-04-04,1666
2016-04-05,1666
2016-04-06,1666
2016-04-07,1666
2016-04-08,1666
2016-04-09,1682
2016-04-10,1682
2016-04-11,1682
2016-04-12,1682
2016-04-13,1682
2016-04-14,1737
2016-04-15,1737
2016-04-16,1737
2016-04-17,1737
2016-04-18,1792
2016-04-19,1792
2016-04-20,1792
2016-04-21,1792
2016-04-22,1792
2016-04-23,1792
2016-04-24,1746
2016-04-25,1746
2016-04-26,1746
2016-04-27,1746
2016-04-28,1742
2016-04-29,1742
2016-04-30,1742
2016-05-01,1742
2016-05-02,1742
2016-05-03,1683
2016-05-04,1683
2016-05-05,1683
2016-05-06,1683
2016-05-07,1691
2016-05-08,1691
2016-05-09,1691
2016-05-10,1691
2016-05-11,1691
2016-05-12,1648
2016-05-13,1648
2016-05-14,1648
2016-05-15,1648
2016-05-16,1633
2016-05-17,1633
2016-05-18,1633
2016-05-19,1633
2016-05-22,1630
2016-05-23,1630
2016-05-24,1630
2016-05-25,1654
2016-05-26,1654
2016-05-27,1654
2016-05-28,1654
2016-05-29,1617
2016-05-30,1617
2016-05-31,1617
2016-06-01,1617
2016-06-02,1617
2016-06-03,1550
2016-06-04,1550
2016-06-05,1550
2016-06-06,1550
2016-06-07,1603
2016-06-08,1603
2016-06-09,1603
2016-06-10,1603
2016-06-11,1680
2016-06-12,1680
2016-06-13,1680
2016-06-14,1680
2016-06-15,1743
2016-06-16,1743
2016-06-17,1743
2016-06-18,1743
2016-06-19,1827
2016-06-20,1827
2016-06-21,1827
2016-06-22,1827
2016-06-23,1914
2016-06-24,1914
2016-06-25,1914
2016-06-26,1914
2016-06-27,1914
2016-06-28,1967
2016-06-29,1967
2016-06-30,1967
2016-07-01,1967
2016-07-02,1961
2016-07-03,1961
2016-07-04,1961
2016-07-05,1961
2016-07-06,1896
2016-07-07,1896
2016-07-08,1896
2016-07-09,1896
2016-07-10,1879
2016-07-11,1879
2016-07-12,1879
2016-07-13,1879
2016-07-14,1879
2016-07-15,1928
2016-07-16,1928
2016-07-17,1928
2016-07-18,1928
2016-07-23,1984
2016-07-24,1984
2016-07-25,2049
2016-07-26,2049
2016-07-27,2049
2016-07-28,2049
2016-07-29,2049
2016-07-30,2147
2016-07-31,2147
2016-08-01,2147
2016-08-02,2147
2016-08-03,2147
2016-08-04,2164
2016-08-05,2164
2016-08-06,2164
2016-08-07,2164
2016-08-08,2164
2016-08-09,2169
2016-08-10,2169
2016-08-11,2169
2016-08-12,2169
2016-08-13,2169
2016-08-14,2169
2016-08-15,2096
2016-08-16,2096
2016-08-17,2096
2016-08-18,2096
2016-08-19,2096
2016-08-20,2044
2016-08-21,2044
2016-08-22,2044
2016-08-23,2044
2016-08-24,2044
2016-08-25,1983
2016-08-26,1983
2016-08-28,1983
2016-08-31,1888
2016-09-01,1888
2016-09-02,1888
2016-09-03,1888
2016-09-04,1896
2016-09-05,1896
2016-09-06,1896
2016-09-07,1896
2016-09-08,1896
2016-09-09,1896
2016-09-10,1883
2016-09-11,1883
2016-09-12,1883
2016-09-13,1883
2016-09-14,1883
2016-09-15,1883
2016-09-16,1802
2016-09-17,1802
2016-09-18,1802
2016-09-19,1802
2016-09-20,1802
2016-09-21,1802
2016-09-22,1713
2016-09-23,1713
2016-09-24,1713
2016-09-25,1713
2016-09-26,1713
2016-09-27,1713
2016-09-28,1648
2016-09-29,1648
2016-09-30,1648
2016-10-01,1648
2016-10-02,1648
2016-10-03,1648
2016-10-04,1653
2016-10-05,1653
2016-10-06,1653
2016-10-07,1653
2016-10-08,1653
2016-10-09,1653
2016-10-10,1617
2016-10-11,1617
2016-10-12,1617
2016-10-13,1617
2016-10-14,1617
2016-10-15,1630
2016-10-16,1630
2016-10-17,1630
2016-10-18,1630
2016-10-19,1630
2016-10-20,1630
2016-10-21,1711
2016-10-22,1711
2016-10-23,1711
2016-10-24,1711
2016-10-25,1711
2016-10-26,1797
2016-10-27,1797
2016-10-28,1797
2016-10-29,1797
2016-10-30,1797
2016-10-31,1797
2016-11-01,1860
2016-11-02,1860
2016-11-03,1860
2016-11-04,1860
2016-11-05,1860
2016-11-06,1887
2016-11-07,1887
2016-11-08,1887
2016-11-09,1887
2016-11-10,1887
2016-11-11,1887
2016-11-12,1941
2016-11-13,1941
2016-11-14,1941
2016-12-07,2097
2016-12-08,2097
2016-12-09,2097
2016-12-10,2097
2016-12-11,2113
2016-12-12,2113
2016-12-13,2113
2016-12-14,2113
2016-12-15,2113
2016-12-16,2116
2016-12-17,2116
2016-12-18,2116
2016-12-19,2116
2016-12-20,2109
2016-12-21,2109
2016-12-22,2109
2016-12-23,2109
2016-12-24,2109
2016-12-25,2089
2016-12-26,2089
2016-12-27,2089
2016-12-28,2089
2016-12-29,2080
2016-12-30,2080
2016-12-31,2080
2017-01-01,2080
2017-01-02,2108
2017-01-03,2108
2017-01-04,2108
2017-01-05,2193
2017-01-06,2193
2017-01-07,2298
2017-01-08,2298
2017-01-09,2413
2017-01-10,2413
2017-01-11,2413
2017-01-12,2534
2017-01-13,2534
2017-01-14,2534
2017-01-15,2621
2017-01-16,2621
2017-01-17,2621
2017-01-18,2504
2017-01-19,2504
2017-01-20,2504
2017-01-21,2380
2017-01-22,2380
2017-01-27,2166
2017-01-28,2166
2017-01-29,2166
2017-01-30,2062
2017-01-31,2062
2017-02-01,2062
2017-02-02,1974
2017-02-03,1974
2017-02-04,1974
2017-02-05,2051
2017-02-06,2051
2017-02-07,2051
2017-02-08,2051
2017-02-09,2060
2017-02-10,2060
2017-02-11,2060
2017-02-12,1993
2017-02-13,1993
2017-02-14,1993
2017-02-15,1993
2017-02-16,1903
2017-02-18,1903
2017-02-19,1903
2017-02-20,1855
2017-02-21,1855
2017-02-22,1855
2017-02-23,1855
2017-02-24,1815
2017-02-25,1815
2017-02-26,1815
2017-02-27,1815
2017-02-28,1898
2017-03-01,1898
2017-03-02,1898
2017-03-03,1898
2017-03-04,1977
2017-03-05,1977
2017-03-06,1977
2017-03-07,1977
2017-03-08,1997
2017-03-09,1997
2017-03-10,1997
2017-03-11,1997
2017-03-12,1980
2017-03-13,1980
2017-03-14,1980
2017-03-15,1899
2017-03-16,1899
2017-03-17,1899
2017-03-18,1899
2017-03-19,1895
2017-03-20,1895
2017-03-21,1895
2017-03-22,1895
2017-03-23,1969
2017-03-24,1969
2017-03-25,1969
2017-03-26,1969
2017-03-27,2007
2017-03-28,2007
2017-03-29,2007
2017-03-30,2007
2017-03-31,1948
2017-04-01,1948
2017-04-02,1948
2017-04-03,1948
2017-04-04,1870
2017-04-12,1898
2017-04-13,1898
2017-04-14,1920
2017-04-15,1920
2017-04-16,1920
2017-04-17,1920
2017-04-18,1863
2017-04-19,1863
2017-04-20,1863
2017-04-21,1863
2017-04-22,1794
2017-04-23,1794
2017-04-24,1794
2017-04-25,1794
2017-04-26,1715
2017-04-27,1715
2017-04-28,1715
2017-04-29,1715
2017-04-30,1757
2017-05-01,1757
2017-05-02,1757
2017-05-03,1757
2017-05-04,1844
2017-05-05,1844
2017-05-06,1844
2017-05-07,1844
2017-05-08,1894
2017-05-09,1894
2017-05-10,1894
2017-05-11,1894
2017-05-12,1924
2017-05-13,1924
2017-05-14,1924
2017-05-15,1924
2017-05-16,1950
2017-05-17,1950
2017-05-18,1950
2017-05-19,1950
2017-05-20,2034
2017-05-21,2034
2017-05-22,2034
2017-05-23,2034
2017-05-24,2034
2017-05-25,2064
2017-05-26,2064
2017-05-27,2064
2017-05-28,2064
2017-05-29,2001
2017-05-30,2001
2017-05-31,2001
2017-06-01,2001
2017-06-02,1945
2017-06-03,1945
2017-06-04,1945
2017-06-06,1942
2017-06-07,1942
2017-06-08,1942
2017-06-09,1942
2017-06-10,1982
2017-06-11,1982
2017-06-12,1982
2017-06-13,1982
2017-06-14,1944
2017-06-15,1944
2017-06-16,1944
2017-06-17,1944
2017-06-18,1935
2017-06-19,1935
2017-06-20,1935
2017-06-21,1935
2017-06-22,1935
2017-06-23,1945
2017-06-24,1945
2017-06-25,1945
2017-06-26,1945
2017-06-27,2010
2017-06-28,2010
2017-06-29,2010
2017-06-30,2010
2017-07-01,2010
2017-07-02,2102
2017-07-03,2102
2017-07-04,2102
2017-07-05,2102
2017-07-06,2143
2017-07-07,2143
2017-07-08,2143
2017-07-13,2080
2017-07-14,2080
2017-07-15,2102
2017-07-16,2102
2017-07-17,2102
2017-07-18,2102
2017-07-19,2035
2017-07-20,2035
2017-07-21,2035
2017-07-22,2035
2017-07-23,2013
2017-07-24,2013
2017-07-25,2013
2017-07-26,2013
2017-07-27,2012
2017-07-28,2012
2017-07-29,2012
2017-07-30,2012
2017-07-31,2020
2017-08-01,2020
2017-08-02,2020
2017-08-03,2020
2017-08-04,2021
2017-08-05,2021
2017-08-06,2021
2017-08-09,2022
2017-08-10,2022
2017-08-11,2083
2017-08-12,2083
2017-08-13,2083
2017-08-14,2083
2017-08-15,2074
2017-08-17,2074
2017-08-18,2074
2017-08-19,2081
2017-08-20,2081
2017-08-21,2081
2017-08-22,2021
2017-08-23,2021
2017-08-24,2021
2017-08-25,2021
2017-08-26,1980
2017-08-27,1980
2017-08-28,1980
2017-08-29,1980
2017-08-30,1947
2017-08-31,1947
2017-09-01,1947
2017-09-02,1947
2017-09-03,1947
2017-09-04,1969
2017-09-05,1969
2017-09-06,1969
2017-09-07,1947
2017-09-08,1947
2017-09-09,1947
2017-09-10,1884
2017-09-11,1884
2017-09-12,1884
2017-09-13,1884
2017-09-14,1862
2017-09-15,1862
2017-09-16,1862
2017-09-17,1850
2017-09-19,1850
2017-09-20,1850
2017-09-21,1861
2017-09-22,1861
2017-09-23,1861
2017-09-24,1861
2017-09-25,1879
2017-09-26,1879
2017-09-27,1879
2017-09-28,1879
2017-09-29,1889
2017-09-30,1889
2017-10-01,1889
2017-10-02,1889
2017-10-03,1860
2017-10-04,1860
2017-10-05,1860
2017-10-06,1860
2017-10-07,1801
2017-10-08,1801
2017-10-09,1801
2017-10-10,1801
2017-10-11,1794
2017-10-12,1794
2017-10-13,1794
2017-10-14,1748
2017-10-15,1748
2017-10-16,1748
2017-10-17,1748
2017-10-18,1717
2017-10-19,1717
2017-10-20,1717
2017-10-21,1717
2017-10-22,1779
2017-10-23,1779
2017-10-24,1779
2017-10-25,1779
2017-10-26,1825
2017-10-27,1825
2017-10-28,1825
2017-10-29,1825
2017-10-30,1836
2017-10-31,1836
2017-11-01,1836
2017-11-02,1836
2017-11-03,1836
2017-11-04,1774
2017-11-05,1774
2017-11-06,1774
2017-11-07,1774
2017-11-08,1774
2017-11-09,1777
2017-11-10,1777
2017-11-11,1777
2017-11-12,1777
2017-11-13,1819
2017-11-14,1819
2017-11-15,1819
2017-11-16,1819
2017-11-17,1830
2017-11-18,1830
2017-11-19,1830
2017-11-20,1830
2017-11-21,1853
2017-11-22,1853
2017-11-23,1853
2017-11-24,1853
2017-11-25,1807
2017-11-26,1807
2017-11-27,1807
2017-11-28,1807
2017-11-29,1756
2017-11-30,1756
2017-12-01,1756
2017-12-02,1756
2017-12-03,1752
2017-12-04,1752
2017-12-05,1752
2017-12-06,1752
2017-12-07,1783
2017-12-08,1783
2017-12-09,1783
2017-12-10,1783
2017-12-11,1803
2017-12-12,1803
2017-12-14,1803
2017-12-15,1814
2017-12-16,1814
2017-12-17,1814
2017-12-18,1837
2017-12-19,1837
2017-12-20,1837
2017-12-21,1837
2017-12-22,1827
2017-12-23,1827
2017-12-24,1827
2017-12-25,1827
2017-12-26,1834
2017-12-27,1834
2017-12-28,1834
2017-12-29,1834
2017-12-30,1792
2017-12-31,1792
2018-01-01,1792
2018-01-02,1765
2018-01-03,1765
2018-01-04,1765
2018-01-05,1770
2018-01-06,1770
2018-01-07,1770
2018-01-08,1750
2018-01-09,1750
2018-01-10,1750
2018-01-11,1763
2018-01-12,1763
2018-01-13,1763
2018-01-14,1726
2018-01-15,1726
2018-01-16,1726
2018-01-17,1739
2018-01-18,1739
2018-01-19,1739
2018-01-20,1739
2018-01-21,1728
2018-01-22,1728
2018-01-23,1728
2018-01-25,1749
2018-01-26,1749
2018-01-27,1751
2018-01-28,1751
2018-01-29,1732
2018-01-31,1732
2018-02-01,1742
2018-02-02,1742
2018-02-03,1746
2018-02-04,1746
2018-02-05,1746
2018-02-06,1741
2018-02-07,1741
2018-02-08,1741
2018-02-09,1746
2018-02-10,1746
2018-02-11,1746
2018-02-12,1761
2018-02-13,1761
2018-02-14,1761
2018-02-15,1772
2018-02-16,1772
2018-02-17,1772
2018-02-18,1756
2018-02-19,1756
2018-02-20,1756
2018-02-21,1743
2018-02-22,1743
2018-02-23,1743
2018-02-24,1787
2018-02-25,1787
2018-02-26,1780
2018-02-27,1780
2018-02-28,1780
2018-03-01,1783
2018-03-02,1783
2018-03-03,1773
2018-03-04,1773
2018-03-05,1773
2018-03-06,1791
2018-03-07,1791
2018-03-08,1791
2018-03-09,1866
2018-03-10,1866
2018-03-11,1866
2018-03-12,1852
2018-03-13,1852
2018-03-14,1852
2018-03-15,1836
2018-03-16,1836
2018-03-17,1836
2018-03-18,1786
2018-03-19,1786
2018-03-20,1786
2018-03-21,1794
2018-03-23,1794
2018-03-24,1750
2018-03-25,1750
2018-03-26,1750
2018-03-27,1743
2018-03-28,1743
2018-03-29,1743
2018-03-30,1752
2018-03-31,1752
2018-04-01,1752
2018-04-02,1717
2018-04-03,1717
2018-04-04,1717
2018-04-05,1737
2018-04-06,1737
2018-04-07,1737
2018-04-08,1748
2018-04-09,1748
2018-04-10,1748
2018-04-11,1749
2018-04-12,1749
2018-04-13,1749
2018-04-14,1749
2018-04-15,1757
2018-04-16,1757
2018-04-17,1757
2018-04-18,1757
2018-04-19,1765
2018-04-20,1765
2018-04-21,1765
2018-04-22,1773
2018-04-23,1773
2018-04-24,1773
2018-04-25,1764
2018-04-26,1764
2018-04-27,1764
2018-04-28,1761
2018-04-29,1761
2018-04-30,1761
2018-05-01,1755
2018-05-04,1755
2018-05-05,1744
2018-05-06,1744
2018-05-08,1744
2018-05-09,1767
2018-05-10,1767
2018-05-11,1767
2018-05-12,1769
2018-05-13,1769
2018-05-14,1769
2018-05-15,1756
2018-05-16,1756
2018-05-17,1756
2018-05-18,1749
2018-05-19,1749
2018-05-20,1749
2018-05-21,1725
2018-05-22,1725
2018-05-23,1725
2018-05-24,1732
2018-05-25,1732
2018-05-26,1732
2018-05-27,1709
2018-05-28,1709
2018-05-29,1647
2018-05-30,1647
2018-05-31,1647
2018-06-01,1649
2018-06-02,1649
2018-06-03,1649
2018-06-04,1629
2018-06-05,1629
2018-06-06,1603
2018-06-07,1603
2018-06-08,1603
2018-06-09,1554
2018-06-10,1554
2018-06-11,1554
2018-06-12,1530
2018-06-13,1530
2018-06-14,1499
2018-06-15,1499
2018-06-16,1499
2018-06-17,1483
2018-06-18,1483
2018-06-19,1483
2018-06-20,1534
2018-06-21,1534
2018-06-22,1602
2018-06-23,1602
2018-06-24,1602
2018-06-25,1636
2018-06-26,1636
2018-06-27,1636
2018-06-28,1642
2018-06-29,1642
2018-06-30,1642
2018-07-01,1641
2018-07-02,1641
2018-07-03,1641
2018-07-04,1628
2018-07-05,1628
2018-07-06,1628
2018-07-07,1643
2018-07-08,1643
2018-07-09,1643
2018-07-10,1618
2018-07-11,1618
2018-07-12,1618
2018-07-13,1618
2018-07-14,1615
2018-07-15,1615
2018-07-16,1615
2018-07-17,1632
2018-07-18,1632
2018-07-19,1632
2018-07-20,1653
2018-07-21,1653
2018-07-22,1661
2018-07-23,1661
2018-07-24,1691
2018-07-25,1691
2018-07-26,1691
2018-07-27,1734
2018-07-28,1734
2018-07-29,1734
2018-07-30,1697
2018-07-31,1697
2018-08-01,1697
2018-08-02,1691
2018-08-03,1691
2018-08-04,1691
2018-08-05,1687
2018-08-06,1687
2018-08-07,1687
2018-08-08,1709
2018-08-09,1709
2018-08-10,1709
2018-08-11,1710
2018-08-12,1710
2018-08-14,1701
2018-08-16,1652
2018-08-17,1652
2018-08-18,1652
2018-08-19,1638
2018-08-20,1638
2018-08-21,1569
2018-08-22,1569
2018-08-23,1569
2018-08-24,1579
2018-08-25,1579
2018-08-26,1636
2018-08-27,1636
2018-08-28,1594
2018-08-29,1594
2018-08-30,1594
2018-08-31,1533
2018-09-01,1533
2018-09-02,1541
2018-09-03,1541
2018-09-04,1525
2018-09-05,1525
2018-09-06,1525
2018-09-07,1542
2018-09-08,1542
2018-09-09,1542
2018-09-10,1529
2018-09-11,1529
2018-09-12,1529
2018-09-13,1554
2018-09-14,1554
2018-09-15,1577
2018-09-16,1577
2018-09-17,1577
2018-09-18,1593
2018-09-19,1593
2018-09-20,1593
2018-09-21,1596
2018-09-22,1596
2018-09-23,1572
2018-09-24,1572
2018-09-25,1572
2018-09-26,1552
2018-09-27,1552
2018-09-28,1552
2018-09-29,1589
2018-09-30,1589
2018-10-02,1636
2018-10-03,1679
2018-10-04,1679
2018-10-05,1679
2018-10-06,1734
2018-10-07,1734
2018-10-08,1734
2018-10-09,1745
2018-10-10,1745
2018-10-11,1729
2018-10-12,1729
2018-10-13,1729
2018-10-14,1679
2018-10-15,1679
2018-10-16,1686
2018-10-17,1686
2018-10-18,1690
2018-10-19,1690
2018-10-20,1690
2018-10-21,1691
2018-10-22,1691
2018-10-23,1631
2018-10-24,1631
2018-10-25,1635
2018-10-26,1635
2018-10-27,1635
2018-10-28,1669
2018-10-29,1669
2018-10-30,1669
2018-10-31,1681
2018-11-01,1681
2018-11-03,1629
2018-11-04,1574
2018-11-05,1574
2018-11-06,1561
2018-11-07,1561
2018-11-08,1561
2018-11-09,1555
2018-11-10,1555
2018-11-11,1539
2018-11-12,1539
2018-11-13,1562
2018-11-14,1562
2018-11-15,1577
2018-11-16,1577
2018-11-17,1628
2018-11-18,1628
2018-11-19,1573
2018-11-20,1573
2018-11-21,1522
2018-11-22,1522
2018-11-23,1450
2018-11-24,1450
2018-11-25,1394
2018-11-26,1394
2018-11-27,1343
2018-11-28,1343
2018-11-29,1352
2018-12-01,1394
2018-12-02,1394
2018-12-03,1416
2018-12-04,1416
2018-12-05,1435
2018-12-07,1435
2018-12-09,1420
2018-12-10,1378
2018-12-11,1378
2018-12-12,1378
2018-12-13,1373
2018-12-14,1373
2018-12-15,1397
2018-12-16,1397
2018-12-17,1363
2018-12-18,1363
2018-12-19,1308
2018-12-20,1308
2018-12-21,1273
2018-12-22,1273
2018-12-23,1313
2018-12-24,1313
2018-12-25,1304
2018-12-26,1304
2018-12-27,1309
2018-12-28,1309
2018-12-29,1286
2018-12-30,1286
2018-12-31,1267
2019-01-01,1267
2019-01-02,1317
2019-01-03,1317
2019-01-04,1370
2019-01-05,1370
2019-01-06,1417
2019-01-08,1435
2019-01-10,1402
2019-01-11,1402
2019-01-12,1331
2019-01-13,1264
2019-01-14,1205
2019-01-15,1177
2019-01-16,1206
2019-01-17,1259
2019-01-18,1266
2019-01-19,1252
2019-01-20,1191
2019-01-21,1191
2019-01-22,1173
2019-01-23,1187
2019-01-24,1187
2019-01-25,1225
2019-01-26,1249
2019-01-27,1278
2019-01-28,1294
2019-01-29,1294
2019-01-30,1304
2019-01-31,1304
2019-02-01,1279
2019-02-02,1279
2019-02-03,1241
2019-02-04,1241
2019-02-05,1200
2019-02-06,1200
2019-02-07,1197
2019-02-08,1197
2019-02-09,1178
2019-02-10,1178
2019-02-11,1154
2019-02-12,1154
2019-02-13,1168
2019-02-14,1168
2019-02-15,1138
2019-02-16,1138
2019-02-17,1085
2019-02-18,1085
2019-02-19,1113
2019-02-20,1113
2019-02-21,1121
2019-02-22,1121
2019-02-23,1107
2019-02-24,1096
2019-02-25,1087
2019-02-26,1087
2019-02-27,1099
2019-02-28,1099
2019-03-01,1111
2019-03-02,1111
2019-03-03,1104
2019-03-04,1135
2019-03-05,1135
2019-03-06,1159
2019-03-07,1159
2019-03-08,1187
2019-03-09,1187
2019-03-10,1181
2019-03-11,1181
2019-03-12,1203
2019-03-13,1203
2019-03-14,1217
2019-03-15,1217
2019-03-16,1263
2019-03-17,1290
2019-03-18,1290
2019-03-19,1275
2019-03-20,1264
2019-03-21,1264
2019-03-22,1241
2019-03-23,1243
2019-03-24,1243
2019-03-25,1263
2019-03-26,1299
2019-03-27,1299
2019-03-28,1303
2019-03-29,1274
2019-03-30,1274
2019-03-31,1256
2019-04-01,1245
2019-04-02,1245
2019-04-03,1246
2019-04-04,1246
2019-04-05,1282
2019-04-06,1282
2019-04-07,1277
2019-04-08,1277
2019-04-09,1262
2019-04-10,1262
2019-04-11,1236
