date_obj,Nature%20rune price
2015-10-11,236
2015-10-12,237
2015-10-13,238
2015-10-14,238
2015-10-15,238
2015-10-16,236
2015-10-17,234
2015-10-18,232
2015-10-19,231
2015-10-20,233
2015-10-22,234
2015-10-23,234
2015-10-24,232
2015-10-25,229
2015-10-26,229
2015-10-27,231
2015-10-29,234
2015-10-30,234
2015-10-31,232
2015-11-01,231
2015-11-02,231
2015-11-03,232
2015-11-04,232
2015-11-05,231
2015-11-06,232
2015-11-07,233
2015-11-08,233
2015-11-09,234
2015-11-10,235
2015-11-11,237
2015-11-12,239
2015-11-13,242
2015-11-14,242
2015-11-15,242
2015-11-16,242
2015-11-17,245
2015-11-18,245
2015-11-19,246
2015-11-20,247
2015-11-21,248
2015-11-22,248
2015-11-23,252
2015-11-24,254
2015-11-25,255
2015-11-26,258
2015-11-27,257
2015-11-28,248
2015-11-29,244
2015-11-30,249
2015-12-01,256
2015-12-02,261
2015-12-03,268
2015-12-04,265
2015-12-05,267
2015-12-06,267
2015-12-07,272
2015-12-08,273
2015-12-09,271
2015-12-10,268
2015-12-11,263
2015-12-12,256
2015-12-13,254
2015-12-14,253
2015-12-15,258
2015-12-16,267
2015-12-17,271
2015-12-18,268
2015-12-19,265
2015-12-20,262
2015-12-21,263
2015-12-22,263
2015-12-23,264
2015-12-24,266
2015-12-25,265
2015-12-26,259
2015-12-27,254
2015-12-28,256
2015-12-29,255
2015-12-30,255
2015-12-31,250
2016-01-01,247
2016-01-02,248
2016-01-03,248
2016-01-04,254
2016-01-05,258
2016-01-06,260
2016-01-07,258
2016-01-08,254
2016-01-09,248
2016-01-10,244
2016-01-11,242
2016-01-12,241
2016-01-13,241
2016-01-14,244
2016-01-15,249
2016-01-16,249
2016-01-17,251
2016-01-18,253
2016-01-19,256
2016-01-20,258
2016-01-21,259
2016-01-22,260
2016-01-23,261
2016-01-24,262
2016-01-25,265
2016-01-26,266
2016-01-27,267
2016-01-28,266
2016-01-29,266
2016-01-30,269
2016-01-31,270
2016-02-01,274
2016-02-02,272
2016-02-03,270
2016-02-04,267
2016-02-05,269
2016-02-06,269
2016-02-07,270
2016-02-08,276
2016-02-09,286
2016-02-10,292
2016-02-11,296
2016-02-12,297
2016-02-13,290
2016-02-14,289
2016-02-15,292
2016-02-16,295
2016-02-17,295
2016-02-18,295
2016-02-19,296
2016-02-20,295
2016-02-21,296
2016-02-22,297
2016-02-23,297
2016-02-24,297
2016-02-25,296
2016-02-26,296
2016-02-27,295
2016-02-28,294
2016-02-29,295
2016-03-01,303
2016-03-02,308
2016-03-03,315
2016-03-04,311
2016-03-05,310
2016-03-06,310
2016-03-07,307
2016-03-08,310
2016-03-09,312
2016-03-10,319
2016-03-11,327
2016-03-12,324
2016-03-13,319
2016-03-14,313
2016-03-15,314
2016-03-16,316
2016-03-17,313
2016-03-18,305
2016-03-19,292
2016-03-20,292
2016-03-21,299
2016-03-22,305
2016-03-23,309
2016-03-24,314
2016-03-25,314
2016-03-26,312
2016-03-27,309
2016-03-28,304
2016-03-29,304
2016-03-30,306
2016-03-31,307
2016-04-01,305
2016-04-02,309
2016-04-03,311
2016-04-04,317
2016-04-05,323
2016-04-06,327
2016-04-07,328
2016-04-08,327
2016-04-09,325
2016-04-10,323
2016-04-11,326
2016-04-12,331
2016-04-13,331
2016-04-14,331
2016-04-15,329
2016-04-16,329
2016-04-17,324
2016-04-18,322
2016-04-19,320
2016-04-20,319
2016-04-21,317
2016-04-22,317
2016-04-23,314
2016-04-24,312
2016-04-25,311
2016-04-26,315
2016-04-27,319
2016-04-28,319
2016-04-29,318
2016-04-30,314
2016-05-01,314
2016-05-02,315
2016-05-03,315
2016-05-04,316
2016-05-05,318
2016-05-06,318
2016-05-07,317
2016-05-08,314
2016-05-09,311
2016-05-10,311
2016-05-11,313
2016-05-12,313
2016-05-13,315
2016-05-14,313
2016-05-15,308
2016-05-16,303
2016-05-17,301
2016-05-18,303
2016-05-19,304
2016-05-22,302
2016-05-23,303
2016-05-24,304
2016-05-25,304
2016-05-26,304
2016-05-27,305
2016-05-28,301
2016-05-29,300
2016-05-30,301
2016-05-31,304
2016-06-01,309
2016-06-02,311
2016-06-03,312
2016-06-04,309
2016-06-05,302
2016-06-06,300
2016-06-07,302
2016-06-08,304
2016-06-09,305
2016-06-10,306
2016-06-11,306
2016-06-12,304
2016-06-13,305
2016-06-14,309
2016-06-15,309
2016-06-16,308
2016-06-17,307
2016-06-18,306
2016-06-19,306
2016-06-20,307
2016-06-21,306
2016-06-22,306
2016-06-23,304
2016-06-24,302
2016-06-25,299
2016-06-26,298
2016-06-27,300
2016-06-28,303
2016-06-29,302
2016-06-30,301
2016-07-01,302
2016-07-02,302
2016-07-03,302
2016-07-04,304
2016-07-05,304
2016-07-06,304
2016-07-07,307
2016-07-08,308
2016-07-09,308
2016-07-10,308
2016-07-11,306
2016-07-12,307
2016-07-13,308
2016-07-14,305
2016-07-15,304
2016-07-16,304
2016-07-17,306
2016-07-18,306
2016-07-23,302
2016-07-24,300
2016-07-25,298
2016-07-26,298
2016-07-27,298
2016-07-28,298
2016-07-29,298
2016-07-30,298
2016-07-31,298
2016-08-01,298
2016-08-02,298
2016-08-03,298
2016-08-04,298
2016-08-05,298
2016-08-06,298
2016-08-07,298
2016-08-08,298
2016-08-09,297
2016-08-10,295
2016-08-11,293
2016-08-12,292
2016-08-13,287
2016-08-14,283
2016-08-15,281
2016-08-16,281
2016-08-17,282
2016-08-18,282
2016-08-19,282
2016-08-20,279
2016-08-21,273
2016-08-22,267
2016-08-23,260
2016-08-24,261
2016-08-25,260
2016-08-26,265
2016-08-28,277
2016-08-31,280
2016-09-01,277
2016-09-02,277
2016-09-03,276
2016-09-04,274
2016-09-05,272
2016-09-06,270
2016-09-07,268
2016-09-08,268
2016-09-09,268
2016-09-10,268
2016-09-11,268
2016-09-12,269
2016-09-13,271
2016-09-14,271
2016-09-15,270
2016-09-16,269
2016-09-17,269
2016-09-18,272
2016-09-19,274
2016-09-20,276
2016-09-21,277
2016-09-22,276
2016-09-23,277
2016-09-24,274
2016-09-25,273
2016-09-26,275
2016-09-27,275
2016-09-28,271
2016-09-29,271
2016-09-30,269
2016-10-01,268
2016-10-02,267
2016-10-03,267
2016-10-04,270
2016-10-05,271
2016-10-06,270
2016-10-07,271
2016-10-08,271
2016-10-09,269
2016-10-10,269
2016-10-11,271
2016-10-12,272
2016-10-13,273
2016-10-14,272
2016-10-15,272
2016-10-16,269
2016-10-17,270
2016-10-18,271
2016-10-19,272
2016-10-20,272
2016-10-21,272
2016-10-22,268
2016-10-23,271
2016-10-24,272
2016-10-25,273
2016-10-26,274
2016-10-27,273
2016-10-28,272
2016-10-29,270
2016-10-30,270
2016-10-31,270
2016-11-01,270
2016-11-02,269
2016-11-03,268
2016-11-04,268
2016-11-05,267
2016-11-06,265
2016-11-07,263
2016-11-08,262
2016-11-09,262
2016-11-10,256
2016-11-11,253
2016-11-12,252
2016-11-13,256
2016-11-14,259
2016-12-07,255
2016-12-08,254
2016-12-09,253
2016-12-10,251
2016-12-11,252
2016-12-12,252
2016-12-13,252
2016-12-14,251
2016-12-15,251
2016-12-16,250
2016-12-17,249
2016-12-18,249
2016-12-19,250
2016-12-20,251
2016-12-21,252
2016-12-22,252
2016-12-23,252
2016-12-24,253
2016-12-25,254
2016-12-26,253
2016-12-27,252
2016-12-28,251
2016-12-29,251
2016-12-30,251
2016-12-31,252
2017-01-01,255
2017-01-02,255
2017-01-03,253
2017-01-04,254
2017-01-05,251
2017-01-06,251
2017-01-07,251
2017-01-08,253
2017-01-09,255
2017-01-10,258
2017-01-11,260
2017-01-12,262
2017-01-13,262
2017-01-14,264
2017-01-15,265
2017-01-16,267
2017-01-17,272
2017-01-18,272
2017-01-19,269
2017-01-20,267
2017-01-21,266
2017-01-22,267
2017-01-27,260
2017-01-28,259
2017-01-29,261
2017-01-30,262
2017-01-31,262
2017-02-01,261
2017-02-02,259
2017-02-03,258
2017-02-04,258
2017-02-05,257
2017-02-06,256
2017-02-07,255
2017-02-08,253
2017-02-09,253
2017-02-10,253
2017-02-11,253
2017-02-12,254
2017-02-13,255
2017-02-14,255
2017-02-15,256
2017-02-16,256
2017-02-18,256
2017-02-19,256
2017-02-20,255
2017-02-21,255
2017-02-22,254
2017-02-23,252
2017-02-24,249
2017-02-25,249
2017-02-26,249
2017-02-27,250
2017-02-28,250
2017-03-01,250
2017-03-02,249
2017-03-03,248
2017-03-04,248
2017-03-05,248
2017-03-06,248
2017-03-07,247
2017-03-08,245
2017-03-09,239
2017-03-10,234
2017-03-11,232
2017-03-12,233
2017-03-13,236
2017-03-14,240
2017-03-15,243
2017-03-16,242
2017-03-17,241
2017-03-18,240
2017-03-19,238
2017-03-20,235
2017-03-21,234
2017-03-22,235
2017-03-23,236
2017-03-24,234
2017-03-25,234
2017-03-26,234
2017-03-27,236
2017-03-28,238
2017-03-29,239
2017-03-30,239
2017-03-31,238
2017-04-01,235
2017-04-02,235
2017-04-03,235
2017-04-04,235
2017-04-12,234
2017-04-13,233
2017-04-14,233
2017-04-15,233
2017-04-16,231
2017-04-17,229
2017-04-18,229
2017-04-19,228
2017-04-20,228
2017-04-21,228
2017-04-22,228
2017-04-23,228
2017-04-24,230
2017-04-25,228
2017-04-26,228
2017-04-27,226
2017-04-28,225
2017-04-29,226
2017-04-30,226
2017-05-01,228
2017-05-02,228
2017-05-03,230
2017-05-04,231
2017-05-05,231
2017-05-06,231
2017-05-07,231
2017-05-08,230
2017-05-09,230
2017-05-10,230
2017-05-11,230
2017-05-12,229
2017-05-13,229
2017-05-14,228
2017-05-15,228
2017-05-16,228
2017-05-17,228
2017-05-18,225
2017-05-19,221
2017-05-20,216
2017-05-21,213
2017-05-22,206
2017-05-23,207
2017-05-24,209
2017-05-25,211
2017-05-26,212
2017-05-27,212
2017-05-28,212
2017-05-29,211
2017-05-30,211
2017-05-31,210
2017-06-01,207
2017-06-02,206
2017-06-03,204
2017-06-06,204
2017-06-07,207
2017-06-08,210
2017-06-09,208
2017-06-10,208
2017-06-11,209
2017-06-12,208
2017-06-13,208
2017-06-14,207
2017-06-15,207
2017-06-16,206
2017-06-17,207
2017-06-18,207
2017-06-19,207
2017-06-20,207
2017-06-21,206
2017-06-22,205
2017-06-23,202
2017-06-24,202
2017-06-25,205
2017-06-26,206
2017-06-27,210
2017-06-28,212
2017-06-29,214
2017-06-30,215
2017-07-01,217
2017-07-02,219
2017-07-03,219
2017-07-04,219
2017-07-05,219
2017-07-06,218
2017-07-07,214
2017-07-08,213
2017-07-13,208
2017-07-14,206
2017-07-15,205
2017-07-16,207
2017-07-17,207
2017-07-18,208
2017-07-19,209
2017-07-20,208
2017-07-21,207
2017-07-22,208
2017-07-23,208
2017-07-24,207
2017-07-25,207
2017-07-26,207
2017-07-27,206
2017-07-28,206
2017-07-29,206
2017-07-30,208
2017-07-31,208
2017-08-01,209
2017-08-02,209
2017-08-03,209
2017-08-04,209
2017-08-05,209
2017-08-06,210
2017-08-09,209
2017-08-10,209
2017-08-11,209
2017-08-12,209
2017-08-13,211
2017-08-14,210
2017-08-15,208
2017-08-16,207
2017-08-17,205
2017-08-18,205
2017-08-19,206
2017-08-20,208
2017-08-22,206
2017-08-23,205
2017-08-24,205
2017-08-25,204
2017-08-26,203
2017-08-27,202
2017-08-28,202
2017-08-29,201
2017-08-30,200
2017-08-31,199
2017-09-01,198
2017-09-02,199
2017-09-03,199
2017-09-04,199
2017-09-05,200
2017-09-06,201
2017-09-07,200
2017-09-08,201
2017-09-09,204
2017-09-10,209
2017-09-11,209
2017-09-12,212
2017-09-13,216
2017-09-14,214
2017-09-15,213
2017-09-16,211
2017-09-17,215
2017-09-19,219
2017-09-20,224
2017-09-21,226
2017-09-22,225
2017-09-23,225
2017-09-24,226
2017-09-25,223
2017-09-26,219
2017-09-27,216
2017-09-28,215
2017-09-29,213
2017-09-30,211
2017-10-01,215
2017-10-02,216
2017-10-03,216
2017-10-04,215
2017-10-05,215
2017-10-06,214
2017-10-07,214
2017-10-08,218
2017-10-09,220
2017-10-10,221
2017-10-11,220
2017-10-12,218
2017-10-13,215
2017-10-14,214
2017-10-15,216
2017-10-16,215
2017-10-17,215
2017-10-18,214
2017-10-19,213
2017-10-20,212
2017-10-21,212
2017-10-22,214
2017-10-23,216
2017-10-24,217
2017-10-25,217
2017-10-26,216
2017-10-27,214
2017-10-28,213
2017-10-29,214
2017-10-30,214
2017-10-31,216
2017-11-01,215
2017-11-02,216
2017-11-03,215
2017-11-04,216
2017-11-05,217
2017-11-06,219
2017-11-07,220
2017-11-08,221
2017-11-09,222
2017-11-10,221
2017-11-11,221
2017-11-12,222
2017-11-13,223
2017-11-14,224
2017-11-15,226
2017-11-16,228
2017-11-17,227
2017-11-18,227
2017-11-19,226
2017-11-20,224
2017-11-21,223
2017-11-22,220
2017-11-23,218
2017-11-24,214
2017-11-25,211
2017-11-26,210
2017-11-27,210
2017-11-28,210
2017-11-29,210
2017-11-30,210
2017-12-01,210
2017-12-02,209
2017-12-03,209
2017-12-04,209
2017-12-05,210
2017-12-06,212
2017-12-07,210
2017-12-08,208
2017-12-09,206
2017-12-10,207
2017-12-11,207
2017-12-12,207
2017-12-14,205
2017-12-15,202
2017-12-17,196
2017-12-18,199
2017-12-19,202
2017-12-20,205
2017-12-21,211
2017-12-22,215
2017-12-23,217
2017-12-24,221
2017-12-25,224
2017-12-26,224
2017-12-27,223
2017-12-28,222
2017-12-29,221
2017-12-30,220
2017-12-31,223
2018-01-01,227
2018-01-02,231
2018-01-03,230
2018-01-04,227
2018-01-05,223
2018-01-06,221
2018-01-07,220
2018-01-08,220
2018-01-09,219
2018-01-10,218
2018-01-11,219
2018-01-12,219
2018-01-13,219
2018-01-14,219
2018-01-15,220
2018-01-16,220
2018-01-17,219
2018-01-18,218
2018-01-19,218
2018-01-20,218
2018-01-21,219
2018-01-22,219
2018-01-23,220
2018-01-24,220
2018-01-25,218
2018-01-26,218
2018-01-27,215
2018-01-28,214
2018-01-29,214
2018-01-31,212
2018-02-01,211
2018-02-02,210
2018-02-03,209
2018-02-04,210
2018-02-05,210
2018-02-06,212
2018-02-07,211
2018-02-08,209
2018-02-09,208
2018-02-10,206
2018-02-11,209
2018-02-12,211
2018-02-13,212
2018-02-14,211
2018-02-15,211
2018-02-16,211
2018-02-17,211
2018-02-18,213
2018-02-19,215
2018-02-20,216
2018-02-21,215
2018-02-22,217
2018-02-23,217
2018-02-24,216
2018-02-25,217
2018-02-26,216
2018-02-27,217
2018-03-01,215
2018-03-02,215
2018-03-03,215
2018-03-04,216
2018-03-05,216
2018-03-06,215
2018-03-07,214
2018-03-08,213
2018-03-09,212
2018-03-10,211
2018-03-11,211
2018-03-12,211
2018-03-13,211
2018-03-14,210
2018-03-15,208
2018-03-16,207
2018-03-17,205
2018-03-18,205
2018-03-19,205
2018-03-20,204
2018-03-21,203
2018-03-23,204
2018-03-24,203
2018-03-26,203
2018-03-27,203
2018-03-28,203
2018-03-29,203
2018-03-30,203
2018-03-31,203
2018-04-01,204
2018-04-02,203
2018-04-03,203
2018-04-04,202
2018-04-05,200
2018-04-06,199
2018-04-07,200
2018-04-08,201
2018-04-09,202
2018-04-10,203
2018-04-11,204
2018-04-12,204
2018-04-13,204
2018-04-14,202
2018-04-15,203
2018-04-16,201
2018-04-17,202
2018-04-18,203
2018-04-19,203
2018-04-20,202
2018-04-21,202
2018-04-22,202
2018-04-23,203
2018-04-24,203
2018-04-25,203
2018-04-26,202
2018-04-27,202
2018-04-28,202
2018-04-29,202
2018-04-30,202
2018-05-01,202
2018-05-02,202
2018-05-04,201
2018-05-05,200
2018-05-06,198
2018-05-07,200
2018-05-08,199
2018-05-09,199
2018-05-10,199
2018-05-11,198
2018-05-12,198
2018-05-13,198
2018-05-14,198
2018-05-15,197
2018-05-16,195
2018-05-17,193
2018-05-18,192
2018-05-19,191
2018-05-20,191
2018-05-21,190
2018-05-22,190
2018-05-23,189
2018-05-24,190
2018-05-25,190
2018-05-26,189
2018-05-27,188
2018-05-28,189
2018-05-29,190
2018-05-30,191
2018-05-31,193
2018-06-01,194
2018-06-02,196
2018-06-03,197
2018-06-04,197
2018-06-05,198
2018-06-06,198
2018-06-07,197
2018-06-08,194
2018-06-09,189
2018-06-10,189
2018-06-11,190
2018-06-12,191
2018-06-13,192
2018-06-14,192
2018-06-15,193
2018-06-16,194
2018-06-17,195
2018-06-18,195
2018-06-19,195
2018-06-20,193
2018-06-21,194
2018-06-22,192
2018-06-23,190
2018-06-24,191
2018-06-25,191
2018-06-26,191
2018-06-27,190
2018-06-28,189
2018-06-29,189
2018-06-30,189
2018-07-01,190
2018-07-02,190
2018-07-03,190
2018-07-04,188
2018-07-05,187
2018-07-06,187
2018-07-07,185
2018-07-08,184
2018-07-09,184
2018-07-10,185
2018-07-11,186
2018-07-12,186
2018-07-13,187
2018-07-14,187
2018-07-15,189
2018-07-16,190
2018-07-17,191
2018-07-18,191
2018-07-19,191
2018-07-20,192
2018-07-21,192
2018-07-22,192
2018-07-23,194
2018-07-24,194
2018-07-25,194
2018-07-26,194
2018-07-27,194
2018-07-28,194
2018-07-29,197
2018-07-30,199
2018-07-31,200
2018-08-01,200
2018-08-02,202
2018-08-03,202
2018-08-04,203
2018-08-05,206
2018-08-06,211
2018-08-07,217
2018-08-08,224
2018-08-09,226
2018-08-10,232
2018-08-11,239
2018-08-12,247
2018-08-14,250
2018-08-16,239
2018-08-17,234
2018-08-18,227
2018-08-19,231
2018-08-20,238
2018-08-21,237
2018-08-22,239
2018-08-23,241
2018-08-24,242
2018-08-25,243
2018-08-26,247
2018-08-27,250
2018-08-28,251
2018-08-29,254
2018-08-30,256
2018-08-31,257
2018-09-01,255
2018-09-02,253
2018-09-03,253
2018-09-04,252
2018-09-05,251
2018-09-06,244
2018-09-07,240
2018-09-08,234
2018-09-09,235
2018-09-10,233
2018-09-11,233
2018-09-12,232
2018-09-13,230
2018-09-14,230
2018-09-15,230
2018-09-16,236
2018-09-17,242
2018-09-18,244
2018-09-19,244
2018-09-20,245
2018-09-21,243
2018-09-22,242
2018-09-23,245
2018-09-24,245
2018-09-25,245
2018-09-26,245
2018-09-27,244
2018-09-28,244
2018-09-29,244
2018-09-30,247
2018-10-02,255
2018-10-03,257
2018-10-04,256
2018-10-05,255
2018-10-06,251
2018-10-07,250
2018-10-08,248
2018-10-09,250
2018-10-10,250
2018-10-11,249
2018-10-12,249
2018-10-13,250
2018-10-14,248
2018-10-15,253
2018-10-16,252
2018-10-17,251
2018-10-18,249
2018-10-19,246
2018-10-20,242
2018-10-21,239
2018-10-22,238
2018-10-23,236
2018-10-24,234
2018-10-25,231
2018-10-26,228
2018-10-27,224
2018-10-28,224
2018-10-29,222
2018-10-30,221
2018-10-31,220
2018-11-01,222
2018-11-03,230
2018-11-04,239
2018-11-05,248
2018-11-06,252
2018-11-07,253
2018-11-08,254
2018-11-09,254
2018-11-10,261
2018-11-11,274
2018-11-12,286
2018-11-13,295
2018-11-15,300
2018-11-16,298
2018-11-17,297
2018-11-18,298
2018-11-19,305
2018-11-20,303
2018-11-21,298
2018-11-22,292
2018-11-23,283
2018-11-24,272
2018-11-25,272
2018-11-26,277
2018-11-27,279
2018-11-28,278
2018-11-29,276
2018-12-01,273
2018-12-02,277
2018-12-03,280
2018-12-04,283
2018-12-05,279
2018-12-07,267
2018-12-09,262
2018-12-10,263
2018-12-11,262
2018-12-12,260
2018-12-13,255
2018-12-14,250
2018-12-15,244
2018-12-16,244
2018-12-17,247
2018-12-18,251
2018-12-19,252
2018-12-20,250
2018-12-21,248
2018-12-22,245
2018-12-23,243
2018-12-24,252
2018-12-25,264
2018-12-26,267
2018-12-27,270
2018-12-28,269
2018-12-29,264
2018-12-30,262
2018-12-31,271
2019-01-01,284
2019-01-02,290
2019-01-03,287
2019-01-04,285
2019-01-05,280
2019-01-06,281
2019-01-08,277
2019-01-10,259
2019-01-11,249
2019-01-12,247
2019-01-13,253
2019-01-14,258
2019-01-15,262
2019-01-16,259
2019-01-17,257
2019-01-18,256
2019-01-19,253
2019-01-20,258
2019-01-21,262
2019-01-22,264
2019-01-23,265
2019-01-24,264
2019-01-25,263
2019-01-26,258
2019-01-27,257
2019-01-29,255
2019-01-30,249
2019-01-31,244
2019-02-01,241
2019-02-02,234
2019-02-03,234
2019-02-04,235
2019-02-05,236
2019-02-06,231
2019-02-07,225
2019-02-08,217
2019-02-09,213
2019-02-10,218
2019-02-11,220
2019-02-12,221
2019-02-13,217
2019-02-14,209
2019-02-15,203
2019-02-16,200
2019-02-17,205
2019-02-18,211
2019-02-19,212
2019-02-20,210
2019-02-21,206
2019-02-22,204
2019-02-23,200
2019-02-24,200
2019-02-25,204
2019-02-26,203
2019-02-27,201
2019-02-28,199
2019-03-01,197
2019-03-02,194
2019-03-03,194
2019-03-04,197
2019-03-05,198
2019-03-06,197
2019-03-07,201
2019-03-08,210
2019-03-09,216
2019-03-10,224
2019-03-11,224
2019-03-12,216
2019-03-13,208
2019-03-14,203
2019-03-15,202
2019-03-16,202
2019-03-17,209
2019-03-18,208
2019-03-19,208
2019-03-20,208
2019-03-21,207
2019-03-22,205
2019-03-23,205
2019-03-24,209
2019-03-25,212
2019-03-26,220
2019-03-27,229
2019-03-28,224
2019-03-29,219
2019-03-30,222
2019-03-31,227
2019-04-01,236
2019-04-02,234
2019-04-03,231
2019-04-04,230
2019-04-05,231
2019-04-06,230
2019-04-07,231
2019-04-08,231
2019-04-09,231
2019-04-10,232
2019-04-11,232
2019-04-12,226
2019-04-13,223
2019-04-14,223
2019-04-15,224
2019-04-16,223
2019-04-17,220
2019-04-18,218
2019-04-19,216
2019-04-20,214
2019-04-21,218
2019-04-22,223
2019-04-23,223
2019-04-24,223
2019-04-25,221
2019-04-26,217
2019-04-27,213
2019-04-28,215
2019-04-29,218
2019-04-30,217
2019-05-01,216
2019-05-02,217
2019-05-03,218
2019-05-04,218
2019-05-05,220
2019-05-06,221
2019-05-07,221
2019-05-08,220
2019-05-09,218
2019-05-10,216
2019-05-11,213
2019-05-12,213
2019-05-13,217
2019-05-14,218
2019-05-15,216
2019-05-16,216
2019-05-17,217
2019-05-18,216
2019-05-19,218
2019-05-20,219
2019-05-21,218
2019-05-22,218
2019-05-23,218
2019-05-24,217
2019-05-25,213
2019-05-26,212
2019-05-27,209
2019-05-28,208
2019-05-29,206
2019-05-30,205
2019-05-31,203
2019-06-01,200
2019-06-02,200
2019-06-03,206
2019-06-04,211
2019-06-05,213
2019-06-06,213
2019-06-07,213
2019-06-08,209
2019-06-09,209
2019-06-10,211
2019-06-11,212
2019-06-12,213
2019-06-13,214
2019-06-14,212
2019-06-15,211
2019-06-16,211
2019-06-17,210
2019-06-18,211
2019-06-19,211
2019-06-20,212
2019-06-21,212
2019-06-22,210
2019-06-23,210
2019-06-24,208
2019-06-25,206
2019-06-26,205
2019-06-27,206
2019-06-28,205
2019-06-29,205
2019-06-30,207
2019-07-01,207
2019-07-02,208
2019-07-03,208
2019-07-04,205
2019-07-05,204
2019-07-06,202
2019-07-07,202
2019-07-08,203
2019-07-09,205
2019-07-10,206
2019-07-11,206
2019-07-12,206
2019-07-13,204
2019-07-14,205
2019-07-15,206
2019-07-16,208
2019-07-17,209
2019-07-18,210
2019-07-19,211
2019-07-20,210
2019-07-21,211
2019-07-22,214
2019-07-23,215
2019-07-24,214
2019-07-25,214
2019-07-26,214
2019-07-27,212
2019-07-28,211
2019-07-29,211
2019-07-30,211
2019-07-31,208
2019-08-01,206
2019-08-02,205
2019-08-03,205
2019-08-04,208
2019-08-05,208
2019-08-06,208
2019-08-07,208
2019-08-08,208
2019-08-09,209
2019-08-10,210
2019-08-11,211
2019-08-12,213
2019-08-13,212
2019-08-14,212
2019-08-15,211
2019-08-16,210
2019-08-17,210
2019-08-18,213
2019-08-19,213
2019-08-20,213
2019-08-21,213
2019-08-22,213
2019-08-23,213
2019-08-24,213
2019-08-24,213
2019-08-25,213
2019-08-25,213
2019-08-26,213
2019-08-26,213
2019-08-27,213
2019-08-27,213
2019-08-28,212
2019-08-29,211
2019-08-30,208
2019-08-31,204
2019-09-01,204
2019-09-02,204
2019-09-03,206
2019-09-04,209
2019-09-05,210
2019-09-06,209
