date_obj,Guthix%20page%203 price
2015-11-15,64694
2015-11-16,64694
2015-11-17,67575
2015-11-18,67575
2015-11-19,68179
2015-11-20,68179
2015-11-21,67598
2015-11-22,68559
2015-11-23,68559
2015-11-24,68967
2015-11-25,70040
2015-11-26,70040
2015-11-27,67844
2015-11-28,67844
2015-11-29,66528
2015-11-30,66528
2015-12-01,66205
2015-12-02,66205
2015-12-03,65997
2015-12-04,65997
2015-12-05,64570
2015-12-06,63199
2015-12-07,63199
2015-12-08,62368
2015-12-09,60155
2015-12-10,60155
2015-12-11,57970
2015-12-12,57970
2015-12-13,57822
2015-12-14,57822
2015-12-15,57461
2015-12-16,57461
2015-12-17,55277
2015-12-18,54010
2015-12-19,54010
2015-12-20,53261
2015-12-21,53261
2015-12-22,51079
2015-12-23,49516
2015-12-24,49516
2015-12-25,48743
2015-12-26,48743
2015-12-27,47691
2015-12-28,47691
2015-12-29,46423
2015-12-30,46423
2015-12-31,45604
2016-01-01,45604
2016-01-02,45524
2016-01-03,44867
2016-01-04,43919
2016-01-05,43919
2016-01-06,44712
2016-01-07,44712
2016-01-08,46563
2016-01-09,46563
2016-01-10,48193
2016-01-11,48193
2016-01-12,50464
2016-01-13,50464
2016-01-14,52054
2016-01-15,52054
2016-01-16,53007
2016-01-17,53007
2016-01-18,52193
2016-01-19,52193
2016-01-20,51138
2016-01-21,51138
2016-01-22,49374
2016-01-23,49374
2016-01-24,47849
2016-01-25,47782
2016-01-26,47782
2016-01-27,47356
2016-01-28,47356
2016-01-29,46412
2016-01-30,46412
2016-01-31,47224
2016-02-01,48115
2016-02-02,48115
2016-02-03,47132
2016-02-04,47132
2016-02-05,46235
2016-02-06,44744
2016-02-07,44744
2016-02-08,43062
2016-02-09,43062
2016-02-10,42967
2016-02-11,42967
2016-02-12,42740
2016-02-13,42223
2016-02-14,42223
2016-02-15,42925
2016-02-16,42925
2016-02-17,44822
2016-02-18,44822
2016-02-19,46797
2016-02-20,49081
2016-02-21,51536
2016-02-22,51536
2016-02-23,54113
2016-02-24,54113
2016-02-25,56767
2016-02-26,56767
2016-02-27,56897
2016-02-28,56897
2016-02-29,56642
2016-03-01,58456
2016-03-02,58456
2016-03-03,59597
2016-03-04,59597
2016-03-05,61703
2016-03-06,64379
2016-03-07,64379
2016-03-08,67395
2016-03-09,67395
2016-03-10,69847
2016-03-11,69847
2016-03-12,70292
2016-03-13,70292
2016-03-14,66824
2016-03-15,63820
2016-03-16,61066
2016-03-17,61066
2016-03-18,58136
2016-03-19,58136
2016-03-20,55449
2016-03-21,55449
2016-03-22,52765
2016-03-23,50126
2016-03-24,50126
2016-03-25,48188
2016-03-26,47218
2016-03-27,47218
2016-03-28,46212
2016-03-29,44310
2016-03-30,44310
2016-03-31,42871
2016-04-01,42871
2016-04-02,41673
2016-04-03,41317
2016-04-04,40525
2016-04-05,40525
2016-04-06,39680
2016-04-07,39680
2016-04-08,39091
2016-04-09,38935
2016-04-10,38196
2016-04-11,38196
2016-04-12,37267
2016-04-13,37267
2016-04-14,35807
2016-04-15,35807
2016-04-16,35288
2016-04-17,35288
2016-04-18,35201
2016-04-19,35201
2016-04-20,35769
2016-04-21,35769
2016-04-22,36899
2016-04-23,37341
2016-04-24,37764
2016-04-25,37042
2016-04-26,37042
2016-04-27,35520
2016-04-28,35520
2016-04-29,33996
2016-04-30,32589
2016-05-01,32589
2016-05-02,30959
2016-05-03,29411
2016-05-04,29411
2016-05-05,27940
2016-05-06,27940
2016-05-07,26603
2016-05-08,26603
2016-05-09,25406
2016-05-10,24135
2016-05-11,24135
2016-05-12,22929
2016-05-13,21782
2016-05-14,21782
2016-05-15,20868
2016-05-16,20868
2016-05-17,19871
2016-05-18,19426
2016-05-19,19426
2016-05-22,19196
2016-05-23,19734
2016-05-24,19641
2016-05-25,19641
2016-05-26,19588
2016-05-27,19866
2016-05-28,19866
2016-05-29,20207
2016-05-30,20207
2016-05-31,20610
2016-06-01,21012
2016-06-02,21012
2016-06-03,21799
2016-06-04,22720
2016-06-05,22720
2016-06-06,23807
2016-06-07,23807
2016-06-08,24702
2016-06-09,25431
2016-06-10,26536
2016-06-11,26536
2016-06-12,27827
2016-06-13,27827
2016-06-14,29156
2016-06-15,29156
2016-06-16,30166
2016-06-17,30895
2016-06-18,30895
2016-06-19,31092
2016-06-20,31092
2016-06-21,31316
2016-06-22,30920
2016-06-23,30161
2016-06-24,30161
2016-06-25,29529
2016-06-26,29529
2016-06-27,28912
2016-06-28,28752
2016-06-29,28752
2016-06-30,28653
2016-07-01,27919
2016-07-02,27919
2016-07-03,27057
2016-07-04,26101
2016-07-05,26101
2016-07-06,25315
2016-07-07,24071
2016-07-08,23358
2016-07-09,22752
2016-07-10,21901
2016-07-11,21513
2016-07-12,20456
2016-07-13,19469
2016-07-14,18495
2016-07-15,17635
2016-07-16,16756
2016-07-17,16756
2016-07-18,16121
2016-07-23,14806
2016-07-24,14144
2016-07-25,13487
2016-07-26,13487
2016-07-27,12883
2016-07-28,12883
2016-07-29,12502
2016-07-30,12502
2016-07-31,12357
2016-08-01,12357
2016-08-02,12545
2016-08-03,12545
2016-08-04,12763
2016-08-05,12763
2016-08-06,12754
2016-08-07,12754
2016-08-08,12465
2016-08-09,12228
2016-08-10,12228
2016-08-11,11998
2016-08-12,11998
2016-08-13,11819
2016-08-14,11819
2016-08-15,11533
2016-08-16,11533
2016-08-17,11261
2016-08-18,11261
2016-08-19,10733
2016-08-20,10196
2016-08-21,10196
2016-08-22,9737
2016-08-23,9737
2016-08-24,9507
2016-08-25,9507
2016-08-26,9507
2016-08-28,9408
2016-08-31,9668
2016-09-01,9668
2016-09-02,9901
2016-09-03,9901
2016-09-04,10110
2016-09-05,10110
2016-09-06,10420
2016-09-07,10420
2016-09-08,10822
2016-09-09,10822
2016-09-10,11341
2016-09-11,11341
2016-09-12,11110
2016-09-13,11110
2016-09-14,11576
2016-09-15,11576
2016-09-16,11334
2016-09-17,11334
2016-09-18,10870
2016-09-19,10870
2016-09-20,10585
2016-09-21,10585
2016-09-22,10148
2016-09-23,10148
2016-09-24,10148
2016-09-25,9709
2016-09-26,9709
2016-09-27,9475
2016-09-28,9475
2016-09-29,9120
2016-09-30,9120
2016-10-01,9012
2016-10-02,9012
2016-10-03,9012
2016-10-04,8928
2016-10-05,8928
2016-10-06,8836
2016-10-07,8836
2016-10-08,8719
2016-10-09,8719
2016-10-10,8749
2016-10-11,8749
2016-10-12,8731
2016-10-13,8731
2016-10-14,8979
2016-10-15,8979
2016-10-16,8915
2016-10-17,8915
2016-10-18,8973
2016-10-19,8973
2016-10-20,9270
2016-10-21,9270
2016-10-22,9688
2016-10-23,9688
2016-10-24,9866
2016-10-25,9866
2016-10-26,9724
2016-10-27,9724
2016-10-28,9724
2016-10-29,9438
2016-10-30,9438
2016-10-31,9009
2016-11-01,9009
2016-11-02,8832
2016-11-03,8832
2016-11-04,8475
2016-11-05,8475
2016-11-06,8249
2016-11-07,8249
2016-11-08,8050
2016-11-09,8050
2016-11-10,8220
2016-11-11,8220
2016-11-12,8206
2016-11-13,8206
2016-11-14,8100
2016-11-15,8100
2016-12-07,4813
2016-12-08,4782
2016-12-09,4782
2016-12-10,4721
2016-12-11,4721
2016-12-12,4586
2016-12-13,4586
2016-12-14,4388
2016-12-15,4388
2016-12-16,4284
2016-12-17,4213
2016-12-18,4213
2016-12-19,4246
2016-12-20,4246
2016-12-21,4401
2016-12-22,4401
2016-12-23,4604
2016-12-24,4604
2016-12-25,4834
2016-12-26,4834
2016-12-27,5058
2016-12-28,5058
2016-12-29,5130
2016-12-30,5130
2016-12-31,5170
2017-01-01,5170
2017-01-02,5143
2017-01-03,5143
2017-01-04,5087
2017-01-05,5087
2017-01-06,4917
2017-01-07,4923
2017-01-08,4923
2017-01-09,4931
2017-01-10,4931
2017-01-11,4781
2017-01-12,4658
2017-01-13,4658
2017-01-14,4638
2017-01-15,4640
2017-01-16,4640
2017-01-17,4635
2017-01-18,4503
2017-01-19,4503
2017-01-20,4381
2017-01-21,4328
2017-01-22,4328
2017-01-23,4264
2017-01-27,4312
2017-01-28,4431
2017-01-29,4427
2017-01-30,4427
2017-01-31,4420
2017-02-01,4485
2017-02-02,4485
2017-02-03,4622
2017-02-04,4706
2017-02-05,4706
2017-02-06,4856
2017-02-07,4856
2017-02-08,4867
2017-02-09,4867
2017-02-10,4935
2017-02-11,5140
2017-02-12,5140
2017-02-13,5393
2017-02-14,5650
2017-02-15,5650
2017-02-16,5881
2017-02-18,6132
2017-02-19,6258
2017-02-20,6258
2017-02-21,6458
2017-02-22,6458
2017-02-23,6698
2017-02-24,6698
2017-02-25,6715
2017-02-26,6715
2017-02-27,6709
2017-02-28,6688
2017-03-01,6688
2017-03-02,6707
2017-03-03,6707
2017-03-04,6770
2017-03-05,6770
2017-03-06,6985
2017-03-07,6985
2017-03-08,7160
2017-03-09,7160
2017-03-10,7379
2017-03-11,7566
2017-03-12,7566
2017-03-13,7584
2017-03-14,7496
2017-03-15,7461
2017-03-16,7461
2017-03-17,7365
2017-03-18,7365
2017-03-19,7177
2017-03-20,7044
2017-03-21,6742
2017-03-22,6742
2017-03-23,6572
2017-03-24,6547
2017-03-25,6547
2017-03-26,6481
2017-03-27,6481
2017-03-28,6481
2017-03-29,6554
2017-03-30,6464
2017-03-31,6385
2017-04-01,6385
2017-04-02,6485
2017-04-03,6505
2017-04-04,6505
2017-04-12,6153
2017-04-13,5950
2017-04-14,5950
2017-04-15,5863
2017-04-16,5887
2017-04-17,5895
2017-04-18,5895
2017-04-19,5923
2017-04-20,5923
2017-04-21,6083
2017-04-22,6083
2017-04-23,5966
2017-04-24,5966
2017-04-25,6111
2017-04-26,6111
2017-04-27,6072
2017-04-28,6072
2017-04-29,6165
2017-04-30,6392
2017-05-01,6392
2017-05-02,6619
2017-05-03,6619
2017-05-04,6571
2017-05-05,6571
2017-05-06,6571
2017-05-07,6512
2017-05-08,6512
2017-05-09,6651
2017-05-10,6651
2017-05-11,6656
2017-05-12,6568
2017-05-13,6531
2017-05-14,6531
2017-05-15,6643
2017-05-16,6797
2017-05-17,6797
2017-05-18,6891
2017-05-19,6891
2017-05-20,6867
2017-05-21,6867
2017-05-22,6926
2017-05-23,6926
2017-05-24,6920
2017-05-25,6920
2017-05-26,6731
2017-05-27,6731
2017-05-28,6600
2017-05-29,6600
2017-05-30,6359
2017-05-31,6194
2017-06-01,6194
2017-06-02,5953
2017-06-03,5953
2017-06-04,5825
2017-06-05,5825
2017-06-06,5698
2017-06-07,5698
2017-06-08,5470
2017-06-09,5470
2017-06-10,5268
2017-06-11,5176
2017-06-12,5176
2017-06-13,5122
2017-06-14,5122
2017-06-15,5080
2017-06-16,4998
2017-06-17,4998
2017-06-18,5021
2017-06-19,5021
2017-06-20,5150
2017-06-21,5150
2017-06-22,5305
2017-06-23,5305
2017-06-24,5453
2017-06-25,5453
2017-06-26,5478
2017-06-27,5478
2017-06-28,5485
2017-06-29,5485
2017-06-30,5443
2017-07-01,5443
2017-07-02,5431
2017-07-03,5430
2017-07-04,5430
2017-07-05,5295
2017-07-06,5198
2017-07-07,5198
2017-07-08,5153
2017-07-13,5180
2017-07-14,5184
2017-07-15,5184
2017-07-16,4928
2017-07-17,4922
2017-07-18,4922
2017-07-19,4893
2017-07-20,4893
2017-07-21,4890
2017-07-22,4890
2017-07-23,4816
2017-07-24,4816
2017-07-25,4837
2017-07-26,4837
2017-07-27,4868
2017-07-28,4868
2017-07-29,5045
2017-07-30,5190
2017-07-31,5190
2017-08-01,5332
2017-08-02,5364
2017-08-03,5364
2017-08-04,5498
2017-08-05,5416
2017-08-06,5416
2017-08-09,5460
2017-08-10,5433
2017-08-11,5433
2017-08-12,5357
2017-08-13,5357
2017-08-14,5364
2017-08-15,5364
2017-08-16,5366
2017-08-17,5463
2017-08-18,5463
2017-08-19,5523
2017-08-20,5564
2017-08-21,5564
2017-08-22,5450
2017-08-23,5450
2017-08-24,5408
2017-08-25,5408
2017-08-26,5465
2017-08-27,5465
2017-08-28,5402
2017-08-29,5402
2017-08-30,5304
2017-08-31,5304
2017-09-01,5093
2017-09-02,4889
2017-09-03,4889
2017-09-04,4739
2017-09-05,4695
2017-09-06,4695
2017-09-07,4650
2017-09-08,4650
2017-09-09,4454
2017-09-10,4454
2017-09-11,4261
2017-09-12,4261
2017-09-13,4218
2017-09-14,4194
2017-09-15,4194
2017-09-16,4030
2017-09-17,3910
2017-09-18,3910
2017-09-19,3724
2017-09-20,3548
2017-09-21,3548
2017-09-22,3377
2017-09-23,3377
2017-09-24,3238
2017-09-25,3238
2017-09-26,3112
2017-09-27,3112
2017-09-28,3057
2017-09-29,3000
2017-09-30,3000
2017-10-01,2981
2017-10-02,2982
2017-10-03,2982
2017-10-04,2982
2017-10-05,3020
2017-10-06,3020
2017-10-07,3004
2017-10-08,3004
2017-10-09,2982
2017-10-10,2982
2017-10-11,2984
2017-10-12,2882
2017-10-13,2882
2017-10-14,2754
2017-10-15,2754
2017-10-16,2622
2017-10-17,2622
2017-10-18,2506
2017-10-19,2506
2017-10-20,2433
2017-10-21,2433
2017-10-22,2357
2017-10-23,2357
2017-10-24,2320
2017-10-25,2268
2017-10-26,2268
2017-10-27,2205
2017-10-28,2205
2017-10-29,2217
2017-10-30,2217
2017-10-31,2244
2017-11-01,2244
2017-11-02,2222
2017-11-03,2222
2017-11-04,2200
2017-11-05,2200
2017-11-06,2244
2017-11-07,2244
2017-11-08,2286
2017-11-09,2321
2017-11-10,2321
2017-11-11,2305
2017-11-12,2305
2017-11-13,2397
2017-11-14,2397
2017-11-15,2288
2017-11-16,2288
2017-11-17,2291
2017-11-18,2291
2017-11-19,2311
2017-11-20,2311
2017-11-21,2347
2017-11-22,2347
2017-11-23,2387
2017-11-24,2387
2017-11-25,2386
2017-11-26,2386
2017-11-27,2385
2017-11-28,2385
2017-11-29,2364
2017-11-30,2364
2017-12-01,2371
2017-12-02,2371
2017-12-03,2284
2017-12-04,2284
2017-12-05,2246
2017-12-06,2246
2017-12-07,2335
2017-12-08,2335
2017-12-09,2403
2017-12-10,2403
2017-12-11,2467
2017-12-12,2467
2017-12-13,2580
2017-12-14,2580
2017-12-15,2701
2017-12-16,2701
2017-12-17,2797
2017-12-18,2925
2017-12-19,2925
2017-12-20,3062
2017-12-21,3062
2017-12-22,3210
2017-12-23,3210
2017-12-24,3355
2017-12-25,3355
2017-12-26,3520
2017-12-27,3694
2017-12-28,3694
2017-12-29,3832
2017-12-30,3920
2017-12-31,3920
2018-01-01,3887
2018-01-02,3887
2018-01-03,3740
2018-01-04,3740
2018-01-05,3583
2018-01-06,3499
2018-01-07,3499
2018-01-08,3464
2018-01-09,3468
2018-01-10,3468
2018-01-11,3527
2018-01-12,3527
2018-01-13,3507
2018-01-14,3360
2018-01-15,3214
2018-01-16,3227
2018-01-17,3219
2018-01-18,3219
2018-01-19,3137
2018-01-20,3125
2018-01-21,3125
2018-01-22,3155
2018-01-23,3281
2018-01-25,3455
2018-01-26,3459
2018-01-27,3470
2018-01-28,3448
2018-01-29,3416
2018-01-30,3287
2018-01-31,3199
2018-02-01,3145
2018-02-02,3168
2018-02-03,3154
2018-02-04,3178
2018-02-05,3191
2018-02-06,3233
2018-02-07,3206
2018-02-08,3063
2018-02-09,2978
2018-02-10,2978
2018-02-11,2867
2018-02-12,2723
2018-02-13,2586
2018-02-14,2511
2018-02-15,2504
2018-02-16,2492
2018-02-17,2414
2018-02-18,2362
2018-02-19,2302
2018-02-20,2330
2018-02-21,2328
2018-02-22,2309
2018-02-23,2317
2018-02-24,2339
2018-02-25,2424
2018-02-26,2522
2018-02-27,2623
2018-02-28,2675
2018-03-01,2728
2018-03-02,2750
2018-03-03,2834
2018-03-04,2834
2018-03-05,2895
2018-03-06,2950
2018-03-07,2964
2018-03-08,2971
2018-03-09,2981
2018-03-10,3017
2018-03-11,3053
2018-03-12,3077
2018-03-13,3041
2018-03-14,3020
2018-03-15,3115
2018-03-16,3080
2018-03-17,3123
2018-03-18,3209
2018-03-19,3120
2018-03-20,3257
2018-03-21,3187
2018-03-23,3438
2018-03-24,3428
2018-03-25,3543
2018-03-26,3612
2018-03-27,3702
2018-03-28,3702
2018-03-29,3824
2018-03-30,3936
2018-03-31,3969
2018-04-01,3977
2018-04-02,3939
2018-04-03,3891
2018-04-04,3922
2018-04-05,3922
2018-04-06,3892
2018-04-07,3892
2018-04-08,3858
2018-04-09,3781
2018-04-10,3727
2018-04-11,3709
2018-04-12,3639
2018-04-13,3574
2018-04-14,3426
2018-04-15,3379
2018-04-16,3379
2018-04-17,3313
2018-04-18,3313
2018-04-19,3350
2018-04-20,3441
2018-04-21,3529
2018-04-22,3624
2018-04-23,3693
2018-04-24,3809
2018-04-25,3930
2018-04-26,3930
2018-04-27,4014
2018-04-28,3951
2018-04-29,3818
2018-04-30,3810
2018-05-01,3722
2018-05-03,3417
2018-05-04,3274
2018-05-05,3193
2018-05-06,3193
2018-05-07,3210
2018-05-08,3225
2018-05-09,3220
2018-05-10,3124
2018-05-11,3142
2018-05-12,3091
2018-05-13,3091
2018-05-14,3092
2018-05-15,3120
2018-05-16,3173
2018-05-17,3244
2018-05-18,3402
2018-05-19,3410
2018-05-20,3264
2018-05-21,3144
2018-05-22,3144
2018-05-23,3052
2018-05-24,2927
2018-05-25,2891
2018-05-26,2879
2018-05-27,2937
2018-05-28,2990
2018-05-29,3072
2018-05-30,3129
2018-05-31,3162
2018-06-01,3149
2018-06-02,3118
2018-06-03,3009
2018-06-04,3122
2018-06-05,3159
2018-06-06,3155
2018-06-07,3155
2018-06-08,3077
2018-06-09,2946
2018-06-10,2819
2018-06-11,2719
2018-06-12,2609
2018-06-13,2482
2018-06-14,2369
2018-06-15,2264
2018-06-16,2170
2018-06-17,2102
2018-06-18,2079
2018-06-19,2077
2018-06-20,2077
2018-06-21,2056
2018-06-22,2061
2018-06-23,2061
2018-06-24,2038
2018-06-25,2009
2018-06-26,2029
2018-06-27,2072
2018-06-28,2143
2018-06-29,2190
2018-06-30,2212
2018-07-01,2229
2018-07-02,2180
2018-07-03,2238
2018-07-04,2302
2018-07-05,2276
2018-07-06,2266
2018-07-07,2249
2018-07-08,2182
2018-07-09,2177
2018-07-10,2133
2018-07-11,2090
2018-07-12,2104
2018-07-13,2110
2018-07-14,2037
2018-07-15,2015
2018-07-16,1998
2018-07-17,2031
2018-07-18,2079
2018-07-19,2168
2018-07-20,2267
2018-07-21,2340
2018-07-22,2425
2018-07-23,2524
2018-07-24,2651
2018-07-25,2784
2018-07-26,2916
2018-07-27,3011
2018-07-28,2973
2018-07-29,2946
2018-07-30,3062
2018-07-31,3113
2018-08-01,3113
2018-08-02,3210
2018-08-03,3227
2018-08-04,3108
2018-08-05,3009
2018-08-06,3046
2018-08-07,3018
2018-08-08,3048
2018-08-09,3086
2018-08-10,3037
2018-08-11,2897
2018-08-12,2793
2018-08-14,2793
2018-08-16,2785
2018-08-17,2815
2018-08-18,2808
2018-08-19,2840
2018-08-20,2901
2018-08-21,2989
2018-08-22,3041
2018-08-23,3106
2018-08-24,3134
2018-08-25,3034
2018-08-26,3000
2018-08-27,2969
2018-08-28,3019
2018-08-29,3090
2018-08-30,3111
2018-08-31,3083
2018-09-01,3047
2018-09-02,3061
2018-09-03,3013
2018-09-04,2979
2018-09-05,2988
2018-09-06,2988
2018-09-07,2916
2018-09-08,2829
2018-09-09,2796
2018-09-10,2786
2018-09-11,2813
2018-09-12,2888
2018-09-13,2965
2018-09-14,3023
2018-09-15,3003
2018-09-16,2996
2018-09-17,3000
2018-09-18,3055
2018-09-19,3115
2018-09-20,3139
2018-09-21,3254
2018-09-22,3385
2018-09-23,3472
2018-09-24,3492
2018-09-25,3443
2018-09-26,3374
2018-09-27,3241
2018-09-28,3235
2018-09-29,3279
2018-09-30,3274
2018-10-01,3289
2018-10-02,3374
2018-10-03,3457
2018-10-04,3419
2018-10-05,3438
2018-10-06,3512
2018-10-07,3585
2018-10-08,3636
2018-10-09,3724
2018-10-10,3814
2018-10-11,3935
2018-10-12,4014
2018-10-13,4094
2018-10-14,4207
2018-10-15,4348
2018-10-16,4424
2018-10-17,4527
2018-10-18,4667
2018-10-19,4843
2018-10-20,4843
2018-10-21,4885
2018-10-22,5022
2018-10-23,5098
2018-10-24,4917
2018-10-25,4697
2018-10-26,4851
2018-10-27,4831
2018-10-28,4734
2018-10-29,4666
2018-10-30,4699
2018-10-31,4821
2018-11-01,4857
2018-11-03,4875
2018-11-04,4839
2018-11-05,5010
2018-11-06,5053
2018-11-07,4907
2018-11-08,4793
2018-11-09,4825
2018-11-10,4941
2018-11-11,4794
2018-11-12,4735
2018-11-13,4875
2018-11-14,4993
2018-11-15,5087
2018-11-16,5281
2018-11-17,5488
2018-11-18,5652
2018-11-19,5832
2018-11-20,5897
2018-11-21,6017
2018-11-22,5986
2018-11-23,6142
2018-11-24,6250
2018-11-25,6442
2018-11-26,6713
2018-11-27,6781
2018-11-28,6983
2018-11-29,7089
2018-12-01,7020
2018-12-02,7204
2018-12-03,7357
2018-12-04,7473
2018-12-05,7429
2018-12-07,7188
2018-12-09,7188
2018-12-10,7332
2018-12-11,7421
2018-12-12,7506
2018-12-13,7622
2018-12-14,7835
2018-12-15,8055
2018-12-16,7977
2018-12-17,8197
2018-12-18,8419
2018-12-19,8508
2018-12-20,8523
2018-12-21,8471
2018-12-22,8258
2018-12-23,7951
2018-12-24,7619
2018-12-25,7337
2018-12-26,7083
2018-12-27,7103
2018-12-28,7114
2018-12-29,7079
2018-12-30,7013
2018-12-31,6812
2019-01-01,6532
2019-01-02,6338
2019-01-03,6228
2019-01-04,6100
2019-01-05,6144
2019-01-06,6008
2019-01-08,5697
2019-01-10,5302
2019-01-11,5080
2019-01-12,4866
2019-01-13,4623
2019-01-14,4403
2019-01-15,4188
2019-01-16,4015
2019-01-17,3912
2019-01-18,3828
2019-01-19,3740
2019-01-20,3596
2019-01-21,3425
2019-01-22,3262
2019-01-23,3127
2019-01-25,2955
2019-01-26,2891
2019-01-27,2901
2019-01-28,2932
2019-01-29,2956
2019-01-30,2966
2019-01-31,3009
2019-02-01,3008
2019-02-02,2978
2019-02-03,2975
2019-02-04,3010
2019-02-05,2995
2019-02-06,2968
2019-02-07,2981
2019-02-08,2977
2019-02-09,3022
2019-02-10,3057
2019-02-11,3092
2019-02-12,3179
2019-02-13,3248
2019-02-14,3282
2019-02-15,3321
2019-02-16,3423
2019-02-17,3531
2019-02-18,3684
2019-02-19,3820
2019-02-20,3989
2019-02-21,4160
2019-02-22,4323
2019-02-23,4483
2019-02-24,4459
2019-02-25,4429
2019-02-26,4623
2019-02-27,4734
2019-02-28,4743
2019-03-01,4906
2019-03-02,5030
2019-03-03,5047
2019-03-04,5204
2019-03-05,5359
2019-03-06,5404
2019-03-07,5290
2019-03-08,5377
2019-03-09,5389
2019-03-10,5295
2019-03-11,5368
2019-03-12,5464
2019-03-13,5603
2019-03-14,5786
2019-03-15,6007
2019-03-16,6136
2019-03-17,6320
2019-03-18,6392
2019-03-19,6531
2019-03-20,6670
2019-03-21,6826
2019-03-22,6954
2019-03-23,7075
2019-03-24,7103
2019-03-25,7268
2019-03-26,7352
