date_obj,Goblin%20mail price
2016-03-20,201
2016-03-21,204
2016-03-22,203
2016-03-23,204
2016-03-24,204
2016-03-25,207
2016-03-26,205
2016-03-27,199
2016-03-28,195
2016-03-29,189
2016-03-30,189
2016-03-31,189
2016-04-01,186
2016-04-02,189
2016-04-03,188
2016-04-04,189
2016-04-05,190
2016-04-06,190
2016-04-07,191
2016-04-08,189
2016-04-09,187
2016-04-10,183
2016-04-11,183
2016-04-12,174
2016-04-13,173
2016-04-14,175
2016-04-15,177
2016-04-16,176
2016-04-17,175
2016-04-18,177
2016-04-19,178
2016-04-20,180
2016-04-21,182
2016-04-22,182
2016-04-23,183
2016-04-24,186
2016-04-25,190
2016-04-26,195
2016-04-27,197
2016-04-28,199
2016-04-29,195
2016-04-30,197
2016-05-01,191
2016-05-02,195
2016-05-03,197
2016-05-04,200
2016-05-05,203
2016-05-06,204
2016-05-07,204
2016-05-08,206
2016-05-09,209
2016-05-10,212
2016-05-11,212
2016-05-12,208
2016-05-13,212
2016-05-14,218
2016-05-15,223
2016-05-16,230
2016-05-17,233
2016-05-18,233
2016-05-19,234
2016-05-22,221
2016-05-23,217
2016-05-24,211
2016-05-25,209
2016-05-26,207
2016-05-27,211
2016-05-28,214
2016-05-29,215
2016-05-30,209
2016-05-31,203
2016-06-01,199
2016-06-02,202
2016-06-03,203
2016-06-04,201
2016-06-05,199
2016-06-06,198
2016-06-07,194
2016-06-08,191
2016-06-09,193
2016-06-10,194
2016-06-11,197
2016-06-12,197
2016-06-13,196
2016-06-14,199
2016-06-15,201
2016-06-16,202
2016-06-17,203
2016-06-18,204
2016-06-19,205
2016-06-20,206
2016-06-21,208
2016-06-22,206
2016-06-23,204
2016-06-24,205
2016-06-25,202
2016-06-26,202
2016-06-27,202
2016-06-28,197
2016-06-29,192
2016-06-30,189
2016-07-01,188
2016-07-02,181
2016-07-03,171
2016-07-04,166
2016-07-05,163
2016-07-06,163
2016-07-07,159
2016-07-08,156
2016-07-09,155
2016-07-10,155
2016-07-11,156
2016-07-12,156
2016-07-13,154
2016-07-14,152
2016-07-15,152
2016-07-16,148
2016-07-17,149
2016-07-18,149
2016-07-23,150
2016-07-24,151
2016-07-25,154
2016-07-26,156
2016-07-27,161
2016-07-28,164
2016-07-29,168
2016-07-30,173
2016-07-31,173
2016-08-01,177
2016-08-02,182
2016-08-03,188
2016-08-04,196
2016-08-05,204
2016-08-06,212
2016-08-07,219
2016-08-08,224
2016-08-09,232
2016-08-10,238
2016-08-11,246
2016-08-12,253
2016-08-13,258
2016-08-14,266
2016-08-15,273
2016-08-16,280
2016-08-17,284
2016-08-18,294
2016-08-19,305
2016-08-20,316
2016-08-21,307
2016-08-22,305
2016-08-23,299
2016-08-24,302
2016-08-25,309
2016-08-26,309
2016-08-28,317
2016-08-31,313
2016-09-01,318
2016-09-02,318
2016-09-03,318
2016-09-04,318
2016-09-05,323
2016-09-06,325
2016-09-07,328
2016-09-08,330
2016-09-09,325
2016-09-10,328
2016-09-11,328
2016-09-12,335
2016-09-13,343
2016-09-14,343
2016-09-15,343
2016-09-16,343
2016-09-17,342
2016-09-18,339
2016-09-19,338
2016-09-20,338
2016-09-21,331
2016-09-22,325
2016-09-23,320
2016-09-24,320
2016-09-25,315
2016-09-26,315
2016-09-27,314
2016-09-28,310
2016-09-29,310
2016-09-30,308
2016-10-01,304
2016-10-02,304
2016-10-03,304
2016-10-04,306
2016-10-05,309
2016-10-06,304
2016-10-07,300
2016-10-08,288
2016-10-09,276
2016-10-10,265
2016-10-11,252
2016-10-12,245
2016-10-13,241
2016-10-14,237
2016-10-15,233
2016-10-16,234
2016-10-17,233
2016-10-18,234
2016-10-19,235
2016-10-20,237
2016-10-21,233
2016-10-22,233
2016-10-23,233
2016-10-24,236
2016-10-25,236
2016-10-26,235
2016-10-27,235
2016-10-28,233
2016-10-29,231
2016-10-30,228
2016-10-31,225
2016-11-01,225
2016-11-02,223
2016-11-03,227
2016-11-04,233
2016-11-05,233
2016-11-06,235
2016-11-07,233
2016-11-08,232
2016-11-09,230
2016-11-10,230
2016-11-11,228
2016-11-12,228
2016-11-13,222
2016-11-14,225
2016-11-15,226
2016-12-07,251
2016-12-08,251
2016-12-09,255
2016-12-10,254
2016-12-11,258
2016-12-12,261
2016-12-13,261
2016-12-14,261
2016-12-15,264
2016-12-16,266
2016-12-17,267
2016-12-18,258
2016-12-19,266
2016-12-20,272
2016-12-21,276
2016-12-22,279
2016-12-23,277
2016-12-24,281
2016-12-25,282
2016-12-26,280
2016-12-27,288
2016-12-28,294
2016-12-29,296
2016-12-30,295
2016-12-31,287
2017-01-01,284
2017-01-02,282
2017-01-03,280
2017-01-04,287
2017-01-05,287
2017-01-06,291
2017-01-07,294
2017-01-08,294
2017-01-09,298
2017-01-10,299
2017-01-11,301
2017-01-12,303
2017-01-13,298
2017-01-14,299
2017-01-15,294
2017-01-16,288
2017-01-17,288
2017-01-18,285
2017-01-19,284
2017-01-20,290
2017-01-21,289
2017-01-22,280
2017-01-23,281
2017-01-27,297
2017-01-28,301
2017-01-29,304
2017-01-30,312
2017-01-31,316
2017-02-01,317
2017-02-02,315
2017-02-03,323
2017-02-04,324
2017-02-05,321
2017-02-06,312
2017-02-07,308
2017-02-08,311
2017-02-09,311
2017-02-10,311
2017-02-11,308
2017-02-12,299
2017-02-13,298
2017-02-14,296
2017-02-15,286
2017-02-16,284
2017-02-18,286
2017-02-19,285
2017-02-20,285
2017-02-21,289
2017-02-22,295
2017-02-23,297
2017-02-24,283
2017-02-25,280
2017-02-26,277
2017-02-27,273
2017-02-28,273
2017-03-01,274
2017-03-02,276
2017-03-03,277
2017-03-04,274
2017-03-05,272
2017-03-06,272
2017-03-07,267
2017-03-08,264
2017-03-09,265
2017-03-10,265
2017-03-11,263
2017-03-12,258
2017-03-13,259
2017-03-14,264
2017-03-15,264
2017-03-16,262
2017-03-17,264
2017-03-18,264
2017-03-19,266
2017-03-20,265
2017-03-21,268
2017-03-22,272
2017-03-23,274
2017-03-24,279
2017-03-25,268
2017-03-26,271
2017-03-27,275
2017-03-28,277
2017-03-29,283
2017-03-30,285
2017-03-31,290
2017-04-01,294
2017-04-02,288
2017-04-03,291
2017-04-04,296
2017-04-12,287
2017-04-13,284
2017-04-14,281
2017-04-15,282
2017-04-16,284
2017-04-17,283
2017-04-18,286
2017-04-19,284
2017-04-20,278
2017-04-21,274
2017-04-22,268
2017-04-23,265
2017-04-24,260
2017-04-25,261
2017-04-26,260
2017-04-27,257
2017-04-28,255
2017-04-29,252
2017-04-30,253
2017-05-01,252
2017-05-02,250
2017-05-03,254
2017-05-04,256
2017-05-05,260
2017-05-06,259
2017-05-07,255
2017-05-08,256
2017-05-09,256
2017-05-10,259
2017-05-11,258
2017-05-12,259
2017-05-13,254
2017-05-14,258
2017-05-15,256
2017-05-16,258
2017-05-17,255
2017-05-18,258
2017-05-19,250
2017-05-20,246
2017-05-21,246
2017-05-22,240
2017-05-23,240
2017-05-24,242
2017-05-25,243
2017-05-26,240
2017-05-27,245
2017-05-28,245
2017-05-29,243
2017-05-30,246
2017-05-31,249
2017-06-01,251
2017-06-02,250
2017-06-03,246
2017-06-04,239
2017-06-05,233
2017-06-06,234
2017-06-07,233
2017-06-08,223
2017-06-09,224
2017-06-10,223
2017-06-11,225
2017-06-12,228
2017-06-13,232
2017-06-14,236
2017-06-15,234
2017-06-16,230
2017-06-17,230
2017-06-18,234
2017-06-19,234
2017-06-20,230
2017-06-21,225
2017-06-22,219
2017-06-23,216
2017-06-24,206
2017-06-25,202
2017-06-26,198
2017-06-27,197
2017-06-28,196
2017-06-29,198
2017-06-30,200
2017-07-01,201
2017-07-02,204
2017-07-03,204
2017-07-04,205
2017-07-05,201
2017-07-06,201
2017-07-07,199
2017-07-08,197
2017-07-13,179
2017-07-14,175
2017-07-15,169
2017-07-16,166
2017-07-17,165
2017-07-18,165
2017-07-19,164
2017-07-20,161
2017-07-21,159
2017-07-22,159
2017-07-23,159
2017-07-24,154
2017-07-25,152
2017-07-26,148
2017-07-27,147
2017-07-28,141
2017-07-29,139
2017-07-30,137
2017-07-31,138
2017-08-01,136
2017-08-02,135
2017-08-03,131
2017-08-04,127
2017-08-05,125
2017-08-06,123
2017-08-09,123
2017-08-10,122
2017-08-11,121
2017-08-12,122
2017-08-13,121
2017-08-14,121
2017-08-15,121
2017-08-16,119
2017-08-17,118
2017-08-18,113
2017-08-19,112
2017-08-20,111
2017-08-21,111
2017-08-22,111
2017-08-23,111
2017-08-24,109
2017-08-25,108
2017-08-26,108
2017-08-27,104
2017-08-28,102
2017-08-29,102
2017-08-30,104
2017-08-31,105
2017-09-01,107
2017-09-02,106
2017-09-03,104
2017-09-04,104
2017-09-05,104
2017-09-06,103
2017-09-07,103
2017-09-08,101
2017-09-09,102
2017-09-10,101
2017-09-11,102
2017-09-12,101
2017-09-13,99
2017-09-14,97
2017-09-15,94
2017-09-16,95
2017-09-17,97
2017-09-18,97
2017-09-19,99
2017-09-20,99
2017-09-21,98
2017-09-22,97
2017-09-23,95
2017-09-24,94
2017-09-25,93
2017-09-26,92
2017-09-27,88
2017-09-28,87
2017-09-29,87
2017-09-30,85
2017-10-01,82
2017-10-02,81
2017-10-03,80
2017-10-04,79
2017-10-05,79
2017-10-06,80
2017-10-07,81
2017-10-08,79
2017-10-09,77
2017-10-10,76
2017-10-11,76
2017-10-12,75
2017-10-13,74
2017-10-14,74
2017-10-15,74
2017-10-16,74
2017-10-17,74
2017-10-18,75
2017-10-19,73
2017-10-20,72
2017-10-21,70
2017-10-22,70
2017-10-23,69
2017-10-24,67
2017-10-25,67
2017-10-26,66
2017-10-27,66
2017-10-28,66
2017-10-29,67
2017-10-30,67
2017-10-31,67
2017-11-01,67
2017-11-02,68
2017-11-03,68
2017-11-04,69
2017-11-05,70
2017-11-06,70
2017-11-07,67
2017-11-08,66
2017-11-09,65
2017-11-10,66
2017-11-11,66
2017-11-12,67
2017-11-13,69
2017-11-14,72
2017-11-15,74
2017-11-16,76
2017-11-17,79
2017-11-18,81
2017-11-19,83
2017-11-20,86
2017-11-21,89
2017-11-22,89
2017-11-23,90
2017-11-24,89
2017-11-25,90
2017-11-26,91
2017-11-27,91
2017-11-28,91
2017-11-29,89
2017-11-30,89
2017-12-01,89
2017-12-02,90
2017-12-03,92
2017-12-04,91
2017-12-05,90
2017-12-06,90
2017-12-07,91
2017-12-08,93
2017-12-09,93
2017-12-10,95
2017-12-11,96
2017-12-12,97
2017-12-13,99
2017-12-14,101
2017-12-15,105
2017-12-16,108
2017-12-17,108
2017-12-18,110
2017-12-19,112
2017-12-20,110
2017-12-21,110
2017-12-22,109
2017-12-23,110
2017-12-24,112
2017-12-25,113
2017-12-26,115
2017-12-27,115
2017-12-28,115
2017-12-29,116
2017-12-30,116
2017-12-31,118
2018-01-01,118
2018-01-02,118
2018-01-03,119
2018-01-04,115
2018-01-05,113
2018-01-06,112
2018-01-07,110
2018-01-08,106
2018-01-09,106
2018-01-10,105
2018-01-11,105
2018-01-12,105
2018-01-13,105
2018-01-14,102
2018-01-15,101
2018-01-16,103
2018-01-17,101
2018-01-18,100
2018-01-19,98
2018-01-20,98
2018-01-21,97
2018-01-22,96
2018-01-23,98
2018-01-24,98
2018-01-25,99
2018-01-26,99
2018-01-27,101
2018-01-28,101
2018-01-29,99
2018-01-30,97
2018-01-31,95
2018-02-01,93
2018-02-02,92
2018-02-03,92
2018-02-04,92
2018-02-05,91
2018-02-06,91
2018-02-07,90
2018-02-08,89
2018-02-09,89
2018-02-10,87
2018-02-11,88
2018-02-12,87
2018-02-13,86
2018-02-14,85
2018-02-15,84
2018-02-16,82
2018-02-17,83
2018-02-18,83
2018-02-19,83
2018-02-20,84
2018-02-21,84
2018-02-22,86
2018-02-23,88
2018-02-24,88
2018-02-25,89
2018-02-26,86
2018-02-27,88
2018-02-28,87
2018-03-01,89
2018-03-02,91
2018-03-03,91
2018-03-04,90
2018-03-05,91
2018-03-06,90
2018-03-07,90
2018-03-08,93
2018-03-09,93
2018-03-10,95
2018-03-11,96
2018-03-12,98
2018-03-13,96
2018-03-14,98
2018-03-15,99
2018-03-16,99
2018-03-17,98
2018-03-18,99
2018-03-19,100
2018-03-20,100
2018-03-21,99
2018-03-23,99
2018-03-24,101
2018-03-25,100
2018-03-26,100
2018-03-27,98
2018-03-28,96
2018-03-29,96
2018-03-30,94
2018-03-31,94
2018-04-01,92
2018-04-02,91
2018-04-03,90
2018-04-04,89
2018-04-05,87
2018-04-06,87
2018-04-07,86
2018-04-08,85
2018-04-09,86
2018-04-10,84
2018-04-11,85
2018-04-12,86
2018-04-13,85
2018-04-14,82
2018-04-15,83
2018-04-16,84
2018-04-17,85
2018-04-18,82
2018-04-19,79
2018-04-20,79
2018-04-21,76
2018-04-22,75
2018-04-23,76
2018-04-24,78
2018-04-25,80
2018-04-26,81
2018-04-27,82
2018-04-28,84
2018-04-29,85
2018-04-30,85
2018-05-01,85
2018-05-03,82
2018-05-04,81
2018-05-05,81
2018-05-06,79
2018-05-07,79
2018-05-08,75
2018-05-09,76
2018-05-10,75
2018-05-11,76
2018-05-12,78
2018-05-13,77
2018-05-14,79
2018-05-15,80
2018-05-16,81
2018-05-17,83
2018-05-18,85
2018-05-19,84
2018-05-20,84
2018-05-21,85
2018-05-22,86
2018-05-23,88
2018-05-24,90
2018-05-25,92
2018-05-26,94
2018-05-27,91
2018-05-28,89
2018-05-29,91
2018-05-30,91
2018-05-31,90
2018-06-01,91
2018-06-02,92
2018-06-03,93
2018-06-04,92
2018-06-05,91
2018-06-06,93
2018-06-07,95
2018-06-08,96
2018-06-09,96
2018-06-10,97
2018-06-11,96
2018-06-12,96
2018-06-13,95
2018-06-14,94
2018-06-15,94
2018-06-16,94
2018-06-17,93
2018-06-18,92
2018-06-19,91
2018-06-20,90
2018-06-21,93
2018-06-22,94
2018-06-23,95
2018-06-24,95
2018-06-25,95
2018-06-26,94
2018-06-27,94
2018-06-28,91
2018-06-29,87
2018-06-30,86
2018-07-01,86
2018-07-02,87
2018-07-03,84
2018-07-04,84
2018-07-05,85
2018-07-06,86
2018-07-07,85
2018-07-08,85
2018-07-09,84
2018-07-10,84
2018-07-11,86
2018-07-12,86
2018-07-13,85
2018-07-14,86
2018-07-15,86
2018-07-16,87
2018-07-17,89
2018-07-18,91
2018-07-19,91
2018-07-20,94
2018-07-21,95
2018-07-22,96
2018-07-23,95
2018-07-24,95
2018-07-25,95
2018-07-26,95
2018-07-27,96
2018-07-28,96
2018-07-29,97
2018-07-30,97
2018-07-31,98
2018-08-01,97
2018-08-02,98
2018-08-03,97
2018-08-04,98
2018-08-05,98
2018-08-06,97
2018-08-07,95
2018-08-08,96
2018-08-09,95
2018-08-10,96
2018-08-11,97
2018-08-12,97
2018-08-14,98
2018-08-16,98
2018-08-17,96
2018-08-18,94
2018-08-19,94
2018-08-20,95
2018-08-21,96
2018-08-22,95
2018-08-23,96
2018-08-24,98
2018-08-25,98
2018-08-26,98
2018-08-27,98
2018-08-28,98
2018-08-29,97
2018-08-30,98
2018-08-31,99
2018-09-01,100
2018-09-02,99
2018-09-03,99
2018-09-04,100
2018-09-05,100
2018-09-06,97
2018-09-07,97
2018-09-08,97
2018-09-09,98
2018-09-10,98
2018-09-11,96
2018-09-12,97
2018-09-13,98
2018-09-14,99
2018-09-15,99
2018-09-16,99
2018-09-17,97
2018-09-18,96
2018-09-19,96
2018-09-20,97
2018-09-21,98
2018-09-22,99
2018-09-23,101
2018-09-24,103
2018-09-25,101
2018-09-26,101
2018-09-27,100
2018-09-28,100
2018-09-29,100
2018-09-30,101
2018-10-01,103
2018-10-02,104
2018-10-03,106
2018-10-04,108
2018-10-05,110
2018-10-06,111
2018-10-07,111
2018-10-08,112
2018-10-09,112
2018-10-10,113
2018-10-11,116
2018-10-12,117
2018-10-13,119
2018-10-14,119
2018-10-15,121
2018-10-16,120
2018-10-17,120
2018-10-18,122
2018-10-19,123
2018-10-20,121
2018-10-21,122
2018-10-22,123
2018-10-23,120
2018-10-24,120
2018-10-25,121
2018-10-26,123
2018-10-27,125
2018-10-28,127
2018-10-29,127
2018-10-30,123
2018-10-31,117
2018-11-01,111
2018-11-03,99
2018-11-04,95
2018-11-05,92
2018-11-06,88
2018-11-07,83
2018-11-08,81
2018-11-09,77
2018-11-10,75
2018-11-11,73
2018-11-12,73
2018-11-13,70
2018-11-14,68
2018-11-15,66
2018-11-16,64
2018-11-17,62
2018-11-18,61
2018-11-19,61
2018-11-20,61
2018-11-21,60
2018-11-22,61
2018-11-23,63
2018-11-24,64
2018-11-25,65
2018-11-26,66
2018-11-27,68
2018-11-28,69
2018-11-29,71
2018-12-01,76
2018-12-02,79
2018-12-03,81
2018-12-04,83
2018-12-05,86
2018-12-07,89
2018-12-09,93
2018-12-10,98
2018-12-11,103
2018-12-13,114
2018-12-14,116
2018-12-15,118
2018-12-16,119
2018-12-17,120
2018-12-18,120
2018-12-19,120
2018-12-20,121
2018-12-21,122
2018-12-22,123
2018-12-23,125
2018-12-24,125
2018-12-25,126
2018-12-26,124
2018-12-27,124
2018-12-28,122
2018-12-29,122
2018-12-30,119
2018-12-31,120
2019-01-01,118
2019-01-02,117
2019-01-03,117
2019-01-04,116
2019-01-05,116
2019-01-06,118
2019-01-08,122
2019-01-10,123
2019-01-11,123
2019-01-12,123
2019-01-13,123
2019-01-14,124
2019-01-15,125
2019-01-16,127
2019-01-17,130
2019-01-18,132
2019-01-19,134
2019-01-20,136
2019-01-21,136
2019-01-22,137
2019-01-23,139
2019-01-24,141
2019-01-25,145
2019-01-26,147
2019-01-27,148
2019-01-28,152
2019-01-29,154
2019-01-30,157
2019-01-31,160
2019-02-01,163
2019-02-02,166
2019-02-03,170
2019-02-04,169
2019-02-05,173
2019-02-06,172
2019-02-07,178
2019-02-08,182
2019-02-09,184
2019-02-10,188
2019-02-11,191
2019-02-12,193
2019-02-13,193
2019-02-14,193
2019-02-15,197
2019-02-16,200
2019-02-17,200
2019-02-18,202
2019-02-19,202
2019-02-20,203
2019-02-21,205
2019-02-22,206
2019-02-23,207
2019-02-24,209
2019-02-25,213
2019-02-26,217
2019-02-27,219
2019-02-28,219
2019-03-01,223
2019-03-02,224
2019-03-03,224
2019-03-04,227
2019-03-05,228
2019-03-06,230
2019-03-07,234
2019-03-08,237
2019-03-09,239
2019-03-10,243
2019-03-11,248
2019-03-12,250
2019-03-13,245
2019-03-14,247
2019-03-15,241
2019-03-16,240
2019-03-17,238
2019-03-18,234
2019-03-19,239
2019-03-20,245
2019-03-21,252
2019-03-22,255
2019-03-23,259
2019-03-24,266
2019-03-25,275
2019-03-26,285
2019-03-27,291
2019-03-28,299
2019-03-29,304
2019-03-30,305
2019-03-31,306
2019-04-01,314
2019-04-02,314
2019-04-03,315
2019-04-04,318
2019-04-05,319
2019-04-06,322
2019-04-07,320
2019-04-08,321
2019-04-09,325
2019-04-10,323
2019-04-11,320
2019-04-12,317
2019-04-13,307
2019-04-14,300
2019-04-15,296
2019-04-16,287
2019-04-17,279
2019-04-18,276
2019-04-19,270
2019-04-20,264
2019-04-21,255
2019-04-22,247
2019-04-23,237
2019-04-24,231
2019-04-25,227
2019-04-26,224
2019-04-27,221
2019-04-28,214
2019-04-29,211
2019-04-30,210
2019-05-01,204
2019-05-02,200
2019-05-03,197
2019-05-04,193
2019-05-05,190
2019-05-06,188
2019-05-07,188
2019-05-08,185
2019-05-09,183
2019-05-10,184
2019-05-11,184
2019-05-12,184
2019-05-13,187
2019-05-14,189
2019-05-15,188
2019-05-16,190
2019-05-17,185
2019-05-18,186
2019-05-19,187
2019-05-20,184
2019-05-21,180
2019-05-22,177
2019-05-23,176
2019-05-24,172
2019-05-25,168
2019-05-26,163
2019-05-27,162
2019-05-28,161
2019-05-29,158
2019-05-30,156
2019-05-31,148
2019-06-01,142
2019-06-02,140
2019-06-03,137
2019-06-04,134
2019-06-05,133
2019-06-06,130
2019-06-07,129
2019-06-08,129
2019-06-09,127
2019-06-10,123
2019-06-11,120
2019-06-12,121
2019-06-13,120
2019-06-14,120
2019-06-15,119
2019-06-16,117
2019-06-17,117
2019-06-18,116
2019-06-19,116
2019-06-20,113
2019-06-21,112
2019-06-22,109
2019-06-23,107
2019-06-24,106
2019-06-25,105
2019-06-26,105
2019-06-27,104
2019-06-28,103
2019-06-29,104
2019-06-30,105
2019-07-01,103
2019-07-02,104
2019-07-03,105
2019-07-04,104
2019-07-05,104
2019-07-06,104
2019-07-07,105
2019-07-08,106
2019-07-09,107
2019-07-10,107
2019-07-11,107
2019-07-12,107
2019-07-13,106
2019-07-14,107
2019-07-15,108
2019-07-16,106
2019-07-17,105
2019-07-18,104
2019-07-19,103
2019-07-20,102
2019-07-21,101
2019-07-22,102
2019-07-23,101
2019-07-24,101
2019-07-25,100
2019-07-26,100
2019-07-27,101
2019-07-28,101
2019-07-29,101
2019-07-30,102
2019-07-31,102
2019-08-01,102
2019-08-02,102
2019-08-03,104
2019-08-04,106
2019-08-05,107
2019-08-06,106
2019-08-07,106
2019-08-08,108
2019-08-09,107
2019-08-10,108
2019-08-11,109
2019-08-12,110
2019-08-13,111
2019-08-14,111
2019-08-15,112
2019-08-16,113
2019-08-17,113
2019-08-18,114
2019-08-19,116
2019-08-20,116
2019-08-21,116
2019-08-22,117
2019-08-23,117
2019-08-24,119
2019-08-24,119
2019-08-25,119
2019-08-25,119
2019-08-26,120
