date_obj,Admiral%20pie price
2019-07-07,139
2019-07-08,143
2019-07-09,143
2019-07-10,145
2019-07-11,148
2019-07-12,154
2019-07-13,160
2019-07-14,164
2019-07-15,173
2019-07-16,182
2019-07-17,192
2019-07-18,202
2019-07-19,200
2019-07-20,190
2019-07-21,197
2019-07-22,200
2019-07-23,207
2019-07-24,215
2019-07-25,219
2019-07-26,213
2019-07-27,214
2019-07-28,210
2019-07-29,217
2019-07-30,215
2019-07-31,212
2019-08-01,209
2019-08-02,199
2019-08-03,194
2019-08-04,194
2019-08-05,195
2019-08-06,202
2019-08-07,200
2019-08-08,195
2019-08-09,192
2019-08-10,187
2019-08-11,191
2019-08-12,199
2019-08-13,206
2019-08-14,215
2019-08-15,218
2019-08-16,217
2019-08-17,209
2019-08-18,207
2019-08-19,213
2019-08-20,224
2019-08-21,228
2019-08-22,240
2019-08-23,235
2019-08-24,245
2019-08-24,245
2019-08-25,241
2019-08-25,241
2019-08-26,235
2019-08-27,226
2019-08-27,226
2019-08-28,228
2019-08-29,224
2019-08-30,218
2019-08-31,213
2019-09-01,202
2019-09-02,197
2019-09-03,190
2019-09-04,186
2019-09-05,177
2019-09-06,173
2019-09-07,174
2019-09-08,165
2019-09-09,157
2019-09-10,156
2019-09-11,156
2019-09-12,153
2019-09-13,151
2019-09-14,148
2019-09-15,151
2019-09-16,152
2019-09-17,154
2019-09-18,152
2019-09-19,148
2019-09-20,146
2019-09-21,150
2019-09-22,145
2019-09-23,149
2019-09-24,148
2019-09-25,150
2019-09-26,150
2019-09-27,147
2019-09-28,141
2019-09-29,137
2019-09-30,142
2019-10-01,141
2019-10-02,149
2019-10-03,154
2019-10-04,153
2019-10-05,156
2019-10-06,162
2019-10-07,165
2019-10-08,174
2019-10-09,165
2019-10-10,158
2019-10-11,163
2019-10-12,168
2019-10-13,167
2019-10-14,164
2019-10-15,166
2019-10-16,163
2019-10-17,154
2019-10-18,151
2019-10-19,151
2019-10-20,151
2019-10-21,152
2019-10-22,152
2019-10-23,154
2019-10-24,155
2019-10-25,163
2019-10-26,172
2019-10-27,166
2019-10-28,159
2019-10-29,155
2019-10-30,159
2019-10-31,165
2019-11-01,168
2019-11-02,160
2019-11-03,156
2019-11-04,150
2019-11-05,144
2019-11-06,136
2019-11-07,132
2019-11-08,134
2019-11-09,138
2019-11-10,140
2019-11-11,146
2019-11-12,153
2019-11-13,147
2019-11-14,150
2019-11-15,147
2019-11-16,151
2019-11-17,159
2019-11-18,163
2019-11-19,165
2019-11-20,172
2019-11-21,165
2019-11-22,158
2019-11-23,155
2019-11-24,151
2019-11-25,149
2019-11-26,147
2019-11-27,148
2019-11-28,143
2019-11-29,140
2019-11-30,145
2019-12-01,149
2019-12-02,148
2019-12-03,141
2019-12-04,140
2019-12-05,144
2019-12-06,139
2019-12-07,136
2019-12-08,131
2019-12-09,129
2019-12-10,134
2019-12-11,135
2019-12-12,142
2019-12-13,143
2019-12-14,137
2019-12-15,136
2019-12-16,132
2019-12-17,126
2019-12-18,125
2019-12-19,125
2019-12-20,130
2019-12-21,131
2019-12-22,131
2019-12-23,130
2019-12-24,128
2019-12-25,125
2019-12-26,132
2019-12-27,130
2019-12-28,135
2019-12-29,138
2019-12-30,137
2019-12-31,136
2020-01-01,132
2020-01-02,139
2020-01-03,139
2020-01-04,146
2020-01-05,144
2020-01-06,146
2020-01-07,150
2020-01-08,148
2020-01-09,156
2020-01-10,154
2020-01-11,154
2020-01-12,151
2020-01-13,143
2020-01-14,146
2020-01-15,144
2020-01-16,147
2020-01-17,154
2020-01-18,157
2020-01-19,159
2020-01-20,158
2020-01-21,159
2020-01-22,162
2020-01-23,156
2020-01-24,157
2020-01-25,157
2020-01-26,164
2020-01-27,162
2020-01-28,153
2020-01-29,148
2020-01-30,140
2020-01-31,139
2020-02-01,146
2020-02-02,146
2020-02-03,142
2020-02-04,142
2020-02-05,147
2020-02-06,147
2020-02-07,145
2020-02-08,147
2020-02-09,145
2020-02-10,140
2020-02-11,136
2020-02-12,136
2020-02-13,141
2020-02-14,134
2020-02-15,129
2020-02-16,131
2020-02-17,135
2020-02-18,139
2020-02-19,143
2020-02-20,148
2020-02-21,146
2020-02-22,143
2020-02-23,137
2020-02-24,137
2020-02-25,138
2020-02-26,134
2020-02-27,129
2020-02-28,130
2020-02-29,132
2020-03-01,131
2020-03-02,130
2020-03-03,125
2020-03-04,127
2020-03-05,130
2020-03-06,126
2020-03-07,123
2020-03-08,118
2020-03-09,113
2020-03-10,109
2020-03-11,103
2020-03-12,98
2020-03-13,100
2020-03-14,98
2020-03-15,95
2020-03-16,94
2020-03-17,98
2020-03-18,97
2020-03-19,95
2020-03-20,94
2020-03-21,98
2020-03-22,101
2020-03-23,99
2020-03-24,100
2020-03-25,105
2020-03-26,111
2020-03-27,117
2020-03-28,119
2020-03-29,117
2020-03-30,115
2020-03-31,114
2020-04-01,111
2020-04-02,107
2020-04-03,106
2020-04-04,109
2020-04-05,109
2020-04-06,108
2020-04-07,109
2020-04-08,114
2020-04-09,116
2020-04-10,116
2020-04-11,119
2020-04-12,118
2020-04-13,120
2020-04-14,117
2020-04-15,117
2020-04-16,115
2020-04-17,121
2020-04-18,125
2020-04-19,124
2020-04-20,124
2020-04-21,122
2020-04-22,120
2020-04-23,124
2020-04-24,129
2020-04-25,133
2020-04-26,138
2020-04-27,144
2020-04-28,151
2020-04-29,152
2020-04-30,152
2020-05-01,160
2020-05-02,168
2020-05-03,174
2020-05-04,183
2020-05-05,193
2020-05-06,202
2020-05-07,194
2020-05-08,191
2020-05-09,186
2020-05-10,193
2020-05-11,184
2020-05-12,186
2020-05-13,190
