date_obj,Fremennik%20cyan%20cloak price
2015-11-09,2274
2015-11-10,2274
2015-11-11,2274
2015-11-12,2274
2015-11-13,2274
2015-11-14,2274
2015-11-15,2274
2015-11-16,2249
2015-11-17,2249
2015-11-18,2249
2015-11-19,2249
2015-11-20,2249
2015-11-21,2249
2015-11-22,2249
2015-11-23,2249
2015-11-24,2235
2015-11-25,2235
2015-11-26,2235
2015-11-27,2235
2015-11-28,2235
2015-11-29,2235
2015-11-30,2235
2015-12-01,2235
2015-12-02,2162
2015-12-03,2162
2015-12-04,2162
2015-12-05,2162
2015-12-06,2162
2015-12-07,2162
2015-12-08,2162
2015-12-09,2162
2015-12-10,2054
2015-12-11,2054
2015-12-12,2054
2015-12-13,2054
2015-12-14,2054
2015-12-15,2054
2015-12-16,1981
2015-12-17,1981
2015-12-18,1981
2015-12-19,1981
2015-12-20,1981
2015-12-21,1981
2015-12-22,1981
2015-12-23,1943
2015-12-24,1943
2015-12-25,1943
2015-12-26,1943
2015-12-27,1943
2015-12-28,1943
2015-12-29,1943
2015-12-30,1878
2015-12-31,1878
2016-01-01,1878
2016-01-02,1878
2016-01-03,1878
2016-01-04,1878
2016-01-05,1847
2016-01-06,1847
2016-01-07,1847
2016-01-08,1847
2016-01-09,1847
2016-01-10,1847
2016-01-11,1847
2016-01-12,1847
2016-01-13,1877
2016-01-14,1877
2016-01-15,1877
2016-01-16,1877
2016-01-17,1877
2016-01-18,1877
2016-01-19,1877
2016-01-20,1862
2016-01-21,1862
2016-01-22,1862
2016-01-23,1862
2016-01-24,1862
2016-01-25,1862
2016-01-26,1862
2016-01-27,1836
2016-01-28,1836
2016-01-29,1836
2016-01-30,1836
2016-01-31,1836
2016-02-01,1836
2016-02-02,1836
2016-02-03,1775
2016-02-04,1775
2016-02-05,1775
2016-02-06,1775
2016-02-07,1775
2016-02-08,1775
2016-02-09,1775
2016-02-10,1775
2016-02-11,1691
2016-02-12,1691
2016-02-13,1691
2016-02-14,1691
2016-02-15,1691
2016-02-16,1691
2016-02-17,1691
2016-02-18,1691
2016-02-19,1606
2016-02-20,1606
2016-02-21,1606
2016-02-22,1606
2016-02-23,1606
2016-02-24,1606
2016-02-25,1605
2016-02-26,1605
2016-02-27,1605
2016-02-28,1605
2016-02-29,1605
2016-03-01,1605
2016-03-02,1605
2016-03-03,1631
2016-03-04,1631
2016-03-05,1631
2016-03-06,1631
2016-03-07,1631
2016-03-08,1631
2016-03-09,1616
2016-03-10,1616
2016-03-11,1616
2016-03-12,1616
2016-03-13,1616
2016-03-14,1616
2016-03-15,1633
2016-03-16,1633
2016-03-17,1633
2016-03-18,1633
2016-03-19,1633
2016-03-20,1633
2016-03-21,1552
2016-03-22,1552
2016-03-23,1552
2016-03-24,1552
2016-03-25,1552
2016-03-26,1552
2016-03-27,1552
2016-03-28,1489
2016-03-29,1489
2016-03-30,1489
2016-03-31,1489
2016-04-01,1489
2016-04-02,1489
2016-04-03,1483
2016-04-04,1483
2016-04-05,1483
2016-04-06,1483
2016-04-07,1483
2016-04-08,1483
2016-04-09,1483
2016-04-10,1514
2016-04-11,1514
2016-04-12,1514
2016-04-13,1514
2016-04-14,1514
2016-04-15,1514
2016-04-16,1514
2016-04-17,1499
2016-04-18,1499
2016-04-19,1499
2016-04-20,1499
2016-04-21,1499
2016-04-22,1499
2016-04-23,1499
2016-04-24,1499
2016-04-25,1454
2016-04-26,1454
2016-04-27,1454
2016-04-28,1454
2016-04-29,1454
2016-04-30,1454
2016-05-01,1454
2016-05-02,1387
2016-05-03,1387
2016-05-04,1387
2016-05-05,1387
2016-05-06,1387
2016-05-07,1387
2016-05-08,1387
2016-05-09,1405
2016-05-10,1405
2016-05-11,1405
2016-05-12,1405
2016-05-13,1405
2016-05-14,1405
2016-05-15,1405
2016-05-16,1394
2016-05-17,1394
2016-05-18,1394
2016-05-19,1394
2016-05-22,1394
2016-05-23,1417
2016-05-24,1417
2016-05-25,1417
2016-05-26,1417
2016-05-27,1417
2016-05-28,1417
2016-05-29,1433
2016-05-30,1433
2016-05-31,1433
2016-06-01,1433
2016-06-02,1433
2016-06-03,1433
2016-06-04,1479
2016-06-05,1479
2016-06-06,1479
2016-06-07,1479
2016-06-08,1479
2016-06-09,1479
2016-06-10,1459
2016-06-11,1459
2016-06-12,1459
2016-06-13,1459
2016-06-14,1459
2016-06-15,1459
2016-06-16,1468
2016-06-17,1468
2016-06-18,1468
2016-06-19,1468
2016-06-20,1468
2016-06-21,1468
2016-06-22,1401
2016-06-23,1401
2016-06-24,1401
2016-06-25,1401
2016-06-26,1401
2016-06-27,1401
2016-06-28,1332
2016-06-29,1332
2016-06-30,1332
2016-07-01,1332
2016-07-02,1332
2016-07-03,1332
2016-07-04,1332
2016-07-05,1326
2016-07-06,1326
2016-07-07,1326
2016-07-08,1326
2016-07-09,1326
2016-07-10,1326
2016-07-11,1326
2016-07-12,1301
2016-07-13,1301
2016-07-14,1301
2016-07-15,1301
2016-07-16,1301
2016-07-17,1301
2016-07-18,1301
2016-07-23,1255
2016-07-24,1255
2016-07-25,1255
2016-07-26,1255
2016-07-27,1282
2016-07-28,1282
2016-07-29,1282
2016-07-30,1282
2016-07-31,1282
2016-08-01,1282
2016-08-02,1282
2016-08-03,1282
2016-08-04,1282
2016-08-05,1268
2016-08-06,1268
2016-08-07,1268
2016-08-08,1268
2016-08-09,1268
2016-08-10,1268
2016-08-11,1268
2016-08-12,1268
2016-08-13,1288
2016-08-14,1288
2016-08-15,1288
2016-08-16,1288
2016-08-17,1288
2016-08-18,1288
2016-08-19,1288
2016-08-20,1288
2016-08-21,1299
2016-08-22,1299
2016-08-23,1299
2016-08-24,1299
2016-08-25,1299
2016-08-26,1299
2016-08-28,1299
2016-08-31,1314
2016-09-01,1314
2016-09-02,1314
2016-09-03,1314
2016-09-04,1314
2016-09-05,1314
2016-09-06,1349
2016-09-07,1349
2016-09-08,1349
2016-09-09,1349
2016-09-10,1349
2016-09-11,1349
2016-09-12,1349
2016-09-13,1349
2016-09-14,1349
2016-09-15,1349
2016-09-16,1372
2016-09-17,1372
2016-09-18,1372
2016-09-19,1372
2016-09-20,1372
2016-09-21,1372
2016-09-22,1372
2016-09-23,1372
2016-09-24,1372
2016-09-25,1372
2016-09-26,1401
2016-09-27,1401
2016-09-28,1401
2016-09-29,1401
2016-09-30,1401
2016-10-01,1401
2016-10-02,1401
2016-10-03,1401
2016-10-04,1401
2016-10-05,1391
2016-10-06,1391
2016-10-07,1391
2016-10-08,1391
2016-10-09,1391
2016-10-10,1391
2016-10-11,1391
2016-10-12,1391
2016-10-13,1429
2016-10-14,1429
2016-10-15,1429
2016-10-16,1429
2016-10-17,1429
2016-10-18,1429
2016-10-19,1429
2016-10-20,1414
2016-10-21,1414
2016-10-22,1414
2016-10-23,1414
2016-10-24,1414
2016-10-25,1414
2016-10-26,1414
2016-10-27,1420
2016-10-28,1420
2016-10-29,1420
2016-10-30,1420
2016-10-31,1420
2016-11-01,1420
2016-11-02,1420
2016-11-03,1420
2016-11-04,1442
2016-11-05,1442
2016-11-06,1442
2016-11-07,1442
2016-11-08,1442
2016-11-09,1442
2016-11-10,1442
2016-11-11,1456
2016-11-12,1456
2016-11-13,1456
2016-11-14,1456
2016-11-15,1456
2016-12-07,1433
2016-12-08,1433
2016-12-09,1433
2016-12-10,1433
2016-12-11,1433
2016-12-12,1433
2016-12-13,1433
2016-12-14,1423
2016-12-15,1423
2016-12-16,1423
2016-12-17,1423
2016-12-18,1423
2016-12-19,1423
2016-12-20,1423
2016-12-21,1423
2016-12-22,1423
2016-12-23,1414
2016-12-24,1414
2016-12-25,1414
2016-12-26,1414
2016-12-27,1414
2016-12-28,1414
2016-12-29,1414
2016-12-30,1414
2016-12-31,1388
2017-01-01,1388
2017-01-02,1388
2017-01-03,1388
2017-01-04,1388
2017-01-05,1388
2017-01-06,1388
2017-01-07,1367
2017-01-08,1367
2017-01-09,1367
2017-01-10,1367
2017-01-11,1367
2017-01-12,1367
2017-01-13,1367
2017-01-14,1365
2017-01-15,1365
2017-01-16,1365
2017-01-17,1365
2017-01-18,1365
2017-01-19,1365
2017-01-20,1365
2017-01-21,1301
2017-01-22,1301
2017-01-23,1301
2017-01-27,1236
2017-01-28,1236
2017-01-29,1236
2017-01-30,1236
2017-01-31,1236
2017-02-01,1176
2017-02-02,1176
2017-02-03,1176
2017-02-04,1176
2017-02-05,1176
2017-02-06,1176
2017-02-07,1176
2017-02-08,1118
2017-02-09,1118
2017-02-10,1118
2017-02-11,1118
2017-02-12,1118
2017-02-13,1118
2017-02-14,1063
2017-02-15,1063
2017-02-16,1063
2017-02-18,1063
2017-02-19,1063
2017-02-20,1063
2017-02-21,1018
2017-02-22,1018
2017-02-23,1018
2017-02-24,1018
2017-02-25,1018
2017-02-26,1018
2017-02-27,1018
2017-02-28,1018
2017-03-01,1029
2017-03-02,1029
2017-03-03,1029
2017-03-04,1029
2017-03-05,1029
2017-03-06,1029
2017-03-07,1029
2017-03-08,1018
2017-03-09,1018
2017-03-10,1018
2017-03-11,1018
2017-03-12,1018
2017-03-13,1018
2017-03-14,1014
2017-03-15,1014
2017-03-16,1014
2017-03-17,1014
2017-03-18,1014
2017-03-19,1014
2017-03-20,1014
2017-03-21,1050
2017-03-22,1050
2017-03-23,1050
2017-03-24,1050
2017-03-25,1050
2017-03-26,1050
2017-03-27,1050
2017-03-28,1050
2017-03-29,1050
2017-03-30,1050
2017-03-31,1050
2017-04-01,1050
2017-04-02,1050
2017-04-03,1050
2017-04-04,1050
2017-04-12,1062
2017-04-13,1062
2017-04-14,1062
2017-04-15,1037
2017-04-16,1037
2017-04-17,1037
2017-04-18,1037
2017-04-19,1037
2017-04-20,1037
2017-04-21,1037
2017-04-22,1037
2017-04-23,1041
2017-04-24,1041
2017-04-25,1041
2017-04-26,1041
2017-04-27,1041
2017-04-28,1041
2017-04-29,1041
2017-04-30,1064
2017-05-01,1064
2017-05-02,1064
2017-05-03,1064
2017-05-04,1064
2017-05-05,1064
2017-05-06,1064
2017-05-07,1071
2017-05-08,1071
2017-05-09,1071
2017-05-10,1071
2017-05-11,1071
2017-05-12,1071
2017-05-13,1071
2017-05-14,1073
2017-05-15,1073
2017-05-16,1073
2017-05-17,1073
2017-05-18,1073
2017-05-19,1073
2017-05-20,1073
2017-05-21,1073
2017-05-22,1080
2017-05-23,1080
2017-05-24,1080
2017-05-25,1080
2017-05-26,1080
2017-05-27,1080
2017-05-28,1080
2017-05-29,1080
2017-05-30,1080
2017-05-31,1091
2017-06-01,1091
2017-06-02,1091
2017-06-03,1091
2017-06-04,1091
2017-06-05,1091
2017-06-06,1091
2017-06-07,1091
2017-06-08,1087
2017-06-09,1087
2017-06-10,1087
2017-06-11,1087
2017-06-12,1087
2017-06-13,1097
2017-06-14,1097
2017-06-15,1097
2017-06-16,1097
2017-06-17,1097
2017-06-18,1097
2017-06-19,1097
2017-06-20,1097
2017-06-21,1106
2017-06-22,1106
2017-06-23,1106
2017-06-24,1106
2017-06-25,1106
2017-06-26,1106
2017-06-27,1106
2017-06-28,1106
2017-06-29,1124
2017-06-30,1124
2017-07-01,1124
2017-07-02,1124
2017-07-03,1124
2017-07-04,1124
2017-07-05,1124
2017-07-06,1124
2017-07-07,1124
2017-07-08,1124
2017-07-13,1118
2017-07-14,1118
2017-07-15,1118
2017-07-16,1118
2017-07-17,1125
2017-07-18,1125
2017-07-19,1125
2017-07-20,1125
2017-07-21,1125
2017-07-22,1125
2017-07-23,1125
2017-07-24,1125
2017-07-25,1104
2017-07-26,1104
2017-07-27,1104
2017-07-28,1104
2017-07-29,1104
2017-07-30,1104
2017-07-31,1104
2017-08-01,1104
2017-08-02,1100
2017-08-03,1100
2017-08-04,1100
2017-08-05,1100
2017-08-06,1100
2017-08-09,1100
2017-08-10,1066
2017-08-11,1066
2017-08-12,1066
2017-08-13,1066
2017-08-14,1066
2017-08-15,1066
2017-08-16,1066
2017-08-17,1066
2017-08-18,1066
2017-08-19,1055
2017-08-20,1055
2017-08-21,1055
2017-08-22,1055
2017-08-23,1055
2017-08-24,1055
2017-08-25,1055
2017-08-26,1055
2017-08-27,1049
2017-08-28,1049
2017-08-29,1049
2017-08-30,1049
2017-08-31,1049
2017-09-01,1049
2017-09-02,1044
2017-09-03,1044
2017-09-04,1044
2017-09-05,1044
2017-09-06,1044
2017-09-07,1044
2017-09-08,1044
2017-09-09,1044
2017-09-10,1038
2017-09-11,1038
2017-09-12,1038
2017-09-13,1038
2017-09-14,1038
2017-09-15,1038
2017-09-16,1038
2017-09-17,1060
2017-09-18,1060
2017-09-19,1060
2017-09-20,1060
2017-09-21,1060
2017-09-22,1060
2017-09-23,1060
2017-09-24,1060
2017-09-25,1060
2017-09-26,1066
2017-09-27,1066
2017-09-28,1066
2017-09-29,1066
2017-09-30,1066
2017-10-01,1066
2017-10-02,1066
2017-10-03,1066
2017-10-04,1066
2017-10-05,1053
2017-10-06,1053
2017-10-07,1053
2017-10-08,1053
2017-10-09,1053
2017-10-10,1053
2017-10-11,1053
2017-10-12,1053
2017-10-13,1053
2017-10-14,1059
2017-10-15,1059
2017-10-16,1059
2017-10-17,1059
2017-10-18,1059
2017-10-19,1059
2017-10-20,1065
2017-10-21,1065
2017-10-22,1065
2017-10-23,1065
2017-10-24,1065
2017-10-25,1065
2017-10-26,1061
2017-10-27,1061
2017-10-28,1061
2017-10-29,1061
2017-10-30,1061
2017-10-31,1061
2017-11-01,1061
2017-11-02,1043
2017-11-03,1043
2017-11-04,1043
2017-11-05,1043
2017-11-06,1043
2017-11-07,1043
2017-11-08,1043
2017-11-09,1025
2017-11-10,1025
2017-11-11,1025
2017-11-12,1025
2017-11-13,1025
2017-11-14,1025
2017-11-15,1025
2017-11-16,1025
2017-11-17,1025
2017-11-18,1012
2017-11-19,1012
2017-11-20,1012
2017-11-21,1012
2017-11-22,1012
2017-11-23,1012
2017-11-24,1012
2017-11-25,1012
2017-11-26,1012
2017-11-27,1012
2017-11-28,1035
2017-11-29,1035
2017-11-30,1035
2017-12-01,1035
2017-12-02,1035
2017-12-03,1035
2017-12-04,1035
2017-12-05,1035
2017-12-06,1035
2017-12-07,1037
2017-12-08,1037
2017-12-09,1037
2017-12-10,1037
2017-12-11,1037
2017-12-12,1037
2017-12-13,1037
2017-12-14,1037
2017-12-15,1039
2017-12-16,1039
2017-12-17,1039
2017-12-18,1039
2017-12-19,1039
2017-12-20,1039
2017-12-21,1039
2017-12-22,1039
2017-12-23,1048
2017-12-24,1048
2017-12-25,1048
2017-12-26,1048
2017-12-27,1048
2017-12-28,1048
2017-12-29,1048
2017-12-30,1048
2017-12-31,1048
2018-01-01,1033
2018-01-02,1033
2018-01-03,1033
2018-01-04,1033
2018-01-05,1033
2018-01-06,1033
2018-01-07,1033
2018-01-08,1033
2018-01-09,1027
2018-01-10,1027
2018-01-11,1027
2018-01-12,1027
2018-01-13,1027
2018-01-14,1027
2018-01-15,1027
2018-01-16,1027
2018-01-17,1027
2018-01-18,1046
2018-01-19,1046
2018-01-20,1046
2018-01-21,1046
2018-01-22,1046
2018-01-23,1046
2018-01-24,1032
2018-01-25,1032
2018-01-26,1032
2018-01-27,1032
2018-01-28,1034
2018-01-29,1034
2018-01-30,1034
2018-01-31,1034
2018-02-01,1033
2018-02-02,1033
2018-02-03,1033
2018-02-04,1033
2018-02-05,1041
2018-02-06,1041
2018-02-07,1041
2018-02-08,1041
2018-02-09,1057
2018-02-10,1057
2018-02-11,1057
2018-02-12,1057
2018-02-13,1057
2018-02-14,1068
2018-02-15,1068
2018-02-16,1068
2018-02-17,1056
2018-02-18,1056
2018-02-19,1056
2018-02-20,1056
2018-02-21,1090
2018-02-22,1090
2018-02-23,1090
2018-02-24,1090
2018-02-25,1062
2018-02-26,1062
2018-02-27,1062
2018-02-28,1062
2018-03-01,1077
2018-03-02,1077
2018-03-03,1077
2018-03-04,1077
2018-03-05,1084
2018-03-06,1084
2018-03-07,1084
2018-03-08,1084
2018-03-09,1084
2018-03-10,1084
2018-03-11,1084
2018-03-12,1084
2018-03-13,1079
2018-03-14,1079
2018-03-15,1079
2018-03-16,1079
2018-03-17,1092
2018-03-18,1092
2018-03-20,1092
2018-03-21,1092
2018-03-23,1113
2018-03-24,1113
2018-03-25,1113
2018-03-26,1113
2018-03-27,1072
2018-03-28,1072
2018-03-29,1072
2018-03-30,1072
2018-03-31,1072
2018-04-01,1084
2018-04-02,1084
2018-04-03,1084
2018-04-04,1084
2018-04-05,1084
2018-04-06,1031
2018-04-07,1031
2018-04-08,1031
2018-04-09,1031
2018-04-10,1031
2018-04-11,1023
2018-04-12,1023
2018-04-13,1023
2018-04-14,1023
2018-04-15,1023
2018-04-16,1021
2018-04-17,1021
2018-04-18,1021
2018-04-19,1021
2018-04-20,1034
2018-04-21,1034
2018-04-22,1034
2018-04-23,1034
2018-04-24,1034
2018-04-25,1022
2018-04-26,1022
2018-04-27,1022
2018-04-28,1022
2018-04-29,1022
2018-04-30,1006
2018-05-01,1006
2018-05-02,1006
2018-05-03,1006
2018-05-04,1006
2018-05-05,1033
2018-05-06,1033
2018-05-07,1033
2018-05-08,1033
2018-05-09,1033
2018-05-10,1044
2018-05-11,1044
2018-05-12,1044
2018-05-13,1044
2018-05-14,1048
2018-05-15,1048
2018-05-16,1048
2018-05-17,1048
2018-05-18,1048
2018-05-19,1027
2018-05-20,1027
2018-05-21,1027
2018-05-22,1027
2018-05-23,1027
2018-05-24,1026
2018-05-25,1026
2018-05-26,1026
2018-05-27,1026
2018-05-28,1026
2018-05-29,1026
2018-05-30,1035
2018-05-31,1035
2018-06-01,1035
2018-06-02,1035
2018-06-03,1061
2018-06-04,1061
2018-06-05,1061
2018-06-06,1061
2018-06-07,1034
2018-06-08,1034
2018-06-09,1034
2018-06-10,1034
2018-06-11,1037
2018-06-12,1037
2018-06-13,1037
2018-06-14,1037
2018-06-15,1037
2018-06-16,997
2018-06-17,997
2018-06-18,997
2018-06-19,997
2018-06-20,997
2018-06-21,1027
2018-06-22,1027
2018-06-23,1027
2018-06-24,1027
2018-06-25,1027
2018-06-26,1029
2018-06-27,1029
2018-06-28,1029
2018-06-29,1029
2018-06-30,1029
2018-07-01,1026
2018-07-02,1026
2018-07-03,1026
2018-07-04,1026
2018-07-05,1026
2018-07-06,1026
2018-07-07,1026
2018-07-08,1063
2018-07-09,1063
2018-07-10,1063
2018-07-11,1063
2018-07-12,1063
2018-07-13,1063
2018-07-14,1063
2018-07-15,1069
2018-07-16,1069
2018-07-17,1069
2018-07-18,1069
2018-07-19,1057
2018-07-20,1057
2018-07-21,1057
2018-07-22,1057
2018-07-23,1055
2018-07-24,1055
2018-07-25,1055
2018-07-26,1055
2018-07-27,1040
2018-07-28,1040
2018-07-29,1040
2018-07-30,1040
2018-07-31,1038
2018-08-01,1038
2018-08-02,1038
2018-08-03,1038
2018-08-04,1036
2018-08-05,1036
2018-08-06,1036
2018-08-07,1036
2018-08-08,1022
2018-08-09,1022
2018-08-10,1022
2018-08-11,1022
2018-08-12,1024
2018-08-14,1024
2018-08-16,1055
2018-08-17,1055
2018-08-18,1055
2018-08-19,1055
2018-08-20,1066
2018-08-21,1066
2018-08-22,1066
2018-08-23,1066
2018-08-24,1043
2018-08-25,1043
2018-08-26,1043
2018-08-27,1055
2018-08-28,1055
2018-08-29,1055
2018-08-30,1093
2018-08-31,1093
2018-09-01,1093
2018-09-02,1126
2018-09-03,1126
2018-09-04,1126
2018-09-05,1139
2018-09-06,1139
2018-09-07,1139
2018-09-08,1125
2018-09-09,1125
2018-09-10,1125
2018-09-11,1125
2018-09-12,1144
2018-09-13,1144
2018-09-14,1144
2018-09-15,1144
2018-09-16,1186
2018-09-17,1186
2018-09-18,1186
2018-09-19,1186
2018-09-20,1181
2018-09-21,1181
2018-09-22,1181
2018-09-23,1181
2018-09-24,1136
2018-09-25,1136
2018-09-26,1136
2018-09-27,1136
2018-09-28,1141
2018-09-29,1141
2018-09-30,1141
2018-10-01,1141
2018-10-02,1141
2018-10-03,1185
2018-10-04,1185
2018-10-05,1185
2018-10-06,1185
2018-10-07,1171
2018-10-08,1171
2018-10-09,1171
2018-10-10,1163
2018-10-11,1163
2018-10-12,1163
2018-10-13,1163
2018-10-14,1163
2018-10-15,1159
2018-10-16,1159
2018-10-17,1159
2018-10-18,1159
2018-10-19,1178
2018-10-20,1178
2018-10-21,1178
2018-10-22,1178
2018-10-23,1178
2018-10-24,1175
2018-10-25,1175
2018-10-26,1175
2018-10-27,1175
2018-10-28,1191
2018-10-29,1191
2018-10-30,1191
2018-10-31,1191
2018-11-01,1243
2018-11-03,1243
2018-11-04,1257
2018-11-05,1257
2018-11-06,1267
2018-11-07,1267
2018-11-08,1315
2018-11-09,1315
2018-11-10,1295
2018-11-11,1295
2018-11-12,1238
2018-11-13,1238
2018-11-14,1176
2018-11-15,1176
2018-11-16,1117
2018-11-17,1117
2018-11-18,1108
2018-11-19,1108
2018-11-20,1134
2018-11-21,1134
2018-11-22,1177
2018-11-23,1177
2018-11-24,1186
2018-11-25,1180
2018-11-26,1180
2018-11-27,1211
2018-11-28,1211
2018-11-29,1152
2018-12-01,1131
2018-12-02,1131
2018-12-03,1131
2018-12-04,1175
2018-12-05,1175
2018-12-07,1139
2018-12-09,1162
2018-12-10,1147
2018-12-11,1147
2018-12-12,1160
2018-12-13,1160
2018-12-14,1160
2018-12-15,1216
2018-12-16,1216
2018-12-17,1249
2018-12-18,1249
2018-12-19,1239
2018-12-20,1239
2018-12-21,1239
2018-12-22,1261
2018-12-23,1261
2018-12-24,1270
2018-12-25,1270
2018-12-26,1270
2018-12-27,1299
2018-12-28,1299
2018-12-29,1299
2018-12-30,1252
2018-12-31,1252
2019-01-01,1193
2019-01-02,1193
2019-01-03,1221
2019-01-04,1221
2019-01-05,1221
2019-01-06,1160
2019-01-08,1160
2019-01-10,1102
2019-01-11,1046
2019-01-12,1046
2019-01-13,993
2019-01-14,993
2019-01-15,946
2019-01-16,946
2019-01-17,903
2019-01-18,903
2019-01-19,903
2019-01-20,857
2019-01-21,857
2019-01-22,838
2019-01-23,838
2019-01-24,843
2019-01-25,843
2019-01-26,843
2019-01-27,849
2019-01-28,849
2019-01-29,874
2019-01-30,874
2019-01-31,874
2019-02-01,869
2019-02-02,869
2019-02-03,869
2019-02-04,845
2019-02-05,845
2019-02-06,805
2019-02-07,805
2019-02-08,773
2019-02-09,773
2019-02-10,769
2019-02-11,769
2019-02-12,769
2019-02-13,772
2019-02-14,772
2019-02-15,743
2019-02-16,743
2019-02-17,743
2019-02-18,739
2019-02-19,739
2019-02-20,739
2019-02-21,734
2019-02-22,734
2019-02-23,734
2019-02-24,756
2019-02-25,756
2019-02-26,756
2019-02-27,768
2019-02-28,768
2019-03-01,768
2019-03-02,762
2019-03-03,762
2019-03-04,770
2019-03-05,770
2019-03-06,770
2019-03-07,789
2019-03-08,789
2019-03-09,789
2019-03-10,789
2019-03-11,803
2019-03-12,803
2019-03-13,803
2019-03-14,793
2019-03-15,793
2019-03-16,793
2019-03-17,765
2019-03-18,765
2019-03-19,765
2019-03-20,765
2019-03-21,766
2019-03-22,766
2019-03-23,766
2019-03-24,804
