date_obj,Beanie price
2015-07-17,18272
2015-07-18,18272
2015-07-19,18272
2015-07-20,18272
2015-07-21,18292
2015-07-22,18292
2015-07-23,18292
2015-07-24,18292
2015-07-25,18415
2015-07-26,18415
2015-07-27,18415
2015-07-28,18415
2015-07-29,18564
2015-07-30,18564
2015-07-31,18564
2015-08-01,18564
2015-08-02,18861
2015-08-03,18861
2015-08-04,18861
2015-08-05,18861
2015-08-06,18861
2015-08-07,19475
2015-08-08,19475
2015-08-09,19475
2015-08-10,18963
2015-08-11,18963
2015-08-12,18963
2015-08-13,18963
2015-08-14,18602
2015-08-15,18602
2015-08-16,18602
2015-08-17,18602
2015-08-18,18602
2015-08-19,18135
2015-08-20,18135
2015-08-21,18135
2015-08-22,18135
2015-08-23,18100
2015-08-24,18100
2015-08-25,18100
2015-08-26,18100
2015-08-27,18225
2015-08-28,18225
2015-08-29,18225
2015-08-30,18225
2015-08-31,18225
2015-09-01,18911
2015-09-02,18911
2015-09-03,18911
2015-09-04,18911
2015-09-05,18911
2015-09-06,18911
2015-09-07,19152
2015-09-08,19152
2015-09-09,19152
2015-09-10,19152
2015-09-11,19348
2015-09-12,19348
2015-09-13,19348
2015-09-14,19348
2015-09-15,20130
2015-09-16,20130
2015-09-17,20130
2015-09-18,20130
2015-09-19,20130
2015-09-20,20924
2015-09-21,20924
2015-09-22,20924
2015-09-23,20924
2015-09-24,20924
2015-09-25,21259
2015-09-27,21259
2015-09-28,21259
2015-09-29,20897
2015-09-30,20897
2015-10-05,20636
2015-10-06,20636
2015-10-07,20636
2015-10-08,20636
2015-10-09,20802
2015-10-10,20802
2015-10-11,20802
2015-10-12,20802
2015-10-13,20802
2015-10-14,20547
2015-10-15,20547
2015-10-16,20547
2015-10-17,20547
2015-10-18,20547
2015-10-19,20242
2015-10-20,20242
2015-10-22,20242
2015-10-23,20242
2015-10-24,20477
2015-10-25,20477
2015-10-26,20477
2015-10-27,20477
2015-10-28,20477
2015-10-29,21391
2015-10-30,21391
2015-10-31,21391
2015-11-01,21391
2015-11-02,21391
2015-11-03,21391
2015-11-04,21391
2015-11-05,20685
2015-11-06,20685
2015-11-07,20685
2015-11-08,20685
2015-11-09,20685
2015-11-10,20685
2015-11-11,19829
2015-11-12,19829
2015-11-13,19829
2015-11-14,19829
2015-11-15,19829
2015-11-16,19829
2015-11-17,18915
2015-11-18,18915
2015-11-19,18915
2015-11-20,18915
2015-11-21,18915
2015-11-22,17969
2015-11-23,17969
2015-11-24,17969
2015-11-25,17969
2015-11-26,17167
2015-11-27,17167
2015-11-28,17167
2015-11-29,17167
2015-11-30,16825
2015-12-01,16825
2015-12-02,16825
2015-12-03,16825
2015-12-04,16825
2015-12-05,16825
2015-12-06,16430
2015-12-07,16430
2015-12-08,16430
2015-12-09,16430
2015-12-10,16354
2015-12-11,16354
2015-12-12,16354
2015-12-13,16354
2015-12-14,16354
2015-12-15,16723
2015-12-16,16723
2015-12-17,16723
2015-12-18,16723
2015-12-19,16723
2015-12-20,16470
2015-12-21,16470
2015-12-22,16470
2015-12-23,16470
2015-12-24,16470
2015-12-25,17250
2015-12-26,17250
2015-12-27,17250
2015-12-28,17250
2015-12-29,17986
2015-12-30,17986
2015-12-31,17986
2016-01-01,17986
2016-01-02,17986
2016-01-03,18833
2016-01-04,18833
2016-01-05,18833
2016-01-06,18833
2016-01-07,18833
2016-01-08,18758
2016-01-09,18758
2016-01-10,18758
2016-01-11,18758
2016-01-12,18758
2016-01-13,19043
2016-01-14,19043
2016-01-15,19043
2016-01-16,19043
2016-01-17,19043
2016-01-18,18362
2016-01-19,18362
2016-01-20,18362
2016-01-21,18362
2016-01-22,17807
2016-01-23,17807
2016-01-24,17807
2016-01-25,17807
2016-01-26,17807
2016-01-27,17022
2016-01-28,17022
2016-01-29,17022
2016-01-30,17022
2016-01-31,16208
2016-02-01,16208
2016-02-02,16208
2016-02-03,16066
2016-02-04,16066
2016-02-05,16066
2016-02-06,16066
2016-02-07,15632
2016-02-08,15632
2016-02-09,15632
2016-02-10,15632
2016-02-11,15632
2016-02-12,15882
2016-02-13,15882
2016-02-14,15882
2016-02-15,15882
2016-02-16,15757
2016-02-17,15757
2016-02-18,15757
2016-02-19,15757
2016-02-20,15757
2016-02-21,15265
2016-02-22,15265
2016-02-23,15265
2016-02-24,15265
2016-02-25,14570
2016-02-26,14570
2016-02-27,14570
2016-02-28,14570
2016-02-29,14123
2016-03-01,14123
2016-03-02,14123
2016-03-03,14317
2016-03-04,14317
2016-03-05,14317
2016-03-06,14317
2016-03-07,13968
2016-03-08,13968
2016-03-09,13968
2016-03-10,14123
2016-03-11,14123
2016-03-12,14123
2016-03-13,14123
2016-03-14,14123
2016-03-15,14312
2016-03-16,14312
2016-03-17,14312
2016-03-18,14398
2016-03-19,14398
2016-03-20,14398
2016-03-21,14398
2016-03-22,14604
2016-03-23,14604
2016-03-24,14604
2016-03-25,14604
2016-03-26,14294
2016-03-27,14294
2016-03-28,14294
2016-03-29,14294
2016-03-30,14030
2016-03-31,14030
2016-04-01,14030
2016-04-02,14030
2016-04-03,14030
2016-04-04,13837
2016-04-05,13837
2016-04-06,13837
2016-04-07,13837
2016-04-08,13970
2016-04-09,13970
2016-04-10,13970
2016-04-11,13970
2016-04-12,14485
2016-04-13,14485
2016-04-14,14485
2016-04-15,14485
2016-04-16,14357
2016-04-17,14357
2016-04-18,14357
2016-04-19,14357
2016-04-20,14850
2016-04-21,14850
2016-04-22,14850
2016-04-23,14850
2016-04-24,14850
2016-04-25,15025
2016-04-26,15025
2016-04-27,15025
2016-04-28,15025
2016-04-29,15025
2016-04-30,14839
2016-05-01,14839
2016-05-02,14839
2016-05-03,14839
2016-05-04,14271
2016-05-05,14271
2016-05-06,14271
2016-05-07,14271
2016-05-08,13626
2016-05-09,13626
2016-05-10,13626
2016-05-11,13571
2016-05-12,13571
2016-05-13,13571
2016-05-14,13571
2016-05-15,13783
2016-05-16,13783
2016-05-17,13783
2016-05-18,13783
2016-05-19,13960
2016-05-22,13960
2016-05-23,14403
2016-05-24,14403
2016-05-25,14403
2016-05-26,14403
2016-05-27,14957
2016-05-28,14957
2016-05-29,14957
2016-05-30,14957
2016-05-31,15606
2016-06-01,15606
2016-06-02,15606
2016-06-03,15606
2016-06-04,16123
2016-06-05,16123
2016-06-06,16123
2016-06-07,16123
2016-06-08,16123
2016-06-09,16395
2016-06-10,16395
2016-06-11,16395
2016-06-12,16395
2016-06-13,16572
2016-06-14,16572
2016-06-15,16572
2016-06-16,16572
2016-06-17,16685
2016-06-18,16685
2016-06-19,16685
2016-06-20,16685
2016-06-21,16662
2016-06-22,16662
2016-06-23,16662
2016-06-24,16662
2016-06-25,17013
2016-06-26,17013
2016-06-27,17013
2016-06-28,17013
2016-06-29,17013
2016-06-30,17216
2016-07-01,17216
2016-07-02,17216
2016-07-03,17216
2016-07-04,17920
2016-07-05,17920
2016-07-06,17920
2016-07-07,17159
2016-07-08,17159
2016-07-09,16404
2016-07-10,16404
2016-07-11,15903
2016-07-12,15903
2016-07-13,15903
2016-07-14,15810
2016-07-15,15810
2016-07-16,15810
2016-07-17,16231
2016-07-18,16231
2016-07-23,15430
2016-07-24,14679
2016-07-25,14679
2016-07-26,14679
2016-07-27,13988
2016-07-28,13988
2016-07-29,13988
2016-07-30,13353
2016-07-31,13353
2016-08-01,13353
2016-08-02,12764
2016-08-03,12764
2016-08-04,12764
2016-08-05,12764
2016-08-06,12200
2016-08-07,12200
2016-08-08,12200
2016-08-09,12200
2016-08-10,11623
2016-08-11,11623
2016-08-12,11623
2016-08-13,11623
2016-08-14,11079
2016-08-15,11079
2016-08-16,11079
2016-08-17,11079
2016-08-18,10563
2016-08-19,10563
2016-08-20,10563
2016-08-21,10563
2016-08-22,10034
2016-08-23,10034
2016-08-24,10034
2016-08-25,10034
2016-08-26,10034
2016-08-28,9763
2016-08-31,9763
2016-09-01,10039
2016-09-02,10039
2016-09-03,10039
2016-09-04,10039
2016-09-05,10039
2016-09-06,10350
2016-09-07,10350
2016-09-08,10350
2016-09-09,10350
2016-09-10,10350
2016-09-11,10350
2016-09-12,10649
2016-09-13,10649
2016-09-14,10649
2016-09-15,10649
2016-09-16,10649
2016-09-17,10592
2016-09-18,10592
2016-09-19,10592
2016-09-20,10592
2016-09-21,10592
2016-09-22,10708
2016-09-23,10708
2016-09-24,10708
2016-09-25,10708
2016-09-26,10708
2016-09-27,10708
2016-09-28,10742
2016-09-29,10742
2016-09-30,10742
2016-10-01,10742
2016-10-02,10742
2016-10-03,10744
2016-10-04,10744
2016-10-05,10744
2016-10-06,10744
2016-10-07,10744
2016-10-08,10693
2016-10-09,10693
2016-10-10,10693
2016-10-11,10693
2016-10-12,10693
2016-10-13,10693
2016-10-14,10902
2016-10-15,10902
2016-10-16,10902
2016-10-17,10902
2016-10-18,10902
2016-10-19,11240
2016-10-20,11240
2016-10-21,11240
2016-10-22,11240
2016-10-23,11240
2016-10-24,11607
2016-10-25,11607
2016-10-26,11607
2016-10-27,11607
2016-10-28,11607
2016-10-29,11607
2016-10-30,12158
2016-10-31,12158
2016-11-01,12158
2016-11-02,12158
2016-11-03,12158
2016-11-04,12304
2016-11-05,12304
2016-11-06,12304
2016-11-07,12304
2016-11-08,12304
2016-11-09,12551
2016-11-10,12551
2016-11-11,12551
2016-11-12,12551
2016-11-13,12551
2016-11-14,12754
2016-11-15,12754
2016-12-07,13679
2016-12-08,13679
2016-12-09,13679
2016-12-10,13482
2016-12-11,13482
2016-12-12,13482
2016-12-13,13482
2016-12-14,13509
2016-12-15,13509
2016-12-16,13509
2016-12-17,13509
2016-12-18,13509
2016-12-19,13509
2016-12-20,13509
2016-12-21,13670
2016-12-22,13670
2016-12-23,13670
2016-12-24,13670
2016-12-25,13670
2016-12-26,13670
2016-12-27,13670
2016-12-28,13865
2016-12-29,13865
2016-12-30,13865
2016-12-31,13865
2017-01-01,13865
2017-01-02,13767
2017-01-03,13767
2017-01-04,13767
2017-01-05,13767
2017-01-06,13767
2017-01-07,13519
2017-01-08,13519
2017-01-09,13519
2017-01-10,13519
2017-01-11,13519
2017-01-12,13108
2017-01-13,13108
2017-01-14,13108
2017-01-15,13108
2017-01-16,13108
2017-01-17,12688
2017-01-18,12688
2017-01-19,12688
2017-01-20,12688
2017-01-21,12688
2017-01-23,12294
2017-01-27,12004
2017-01-28,12004
2017-01-29,12004
2017-01-30,12004
2017-01-31,12004
2017-02-01,11734
2017-02-02,11734
2017-02-03,11734
2017-02-04,11734
2017-02-05,11734
2017-02-06,11495
2017-02-07,11495
2017-02-08,11495
2017-02-09,11495
2017-02-10,11495
2017-02-11,10994
2017-02-12,10994
2017-02-13,10994
2017-02-14,10994
2017-02-15,10779
2017-02-16,10779
2017-02-18,10779
2017-02-19,10275
2017-02-20,10275
2017-02-21,10275
2017-02-22,10275
2017-02-23,10275
2017-02-24,10275
2017-02-25,9787
2017-02-26,9787
2017-02-27,9787
2017-02-28,9787
2017-03-01,9787
2017-03-02,9348
2017-03-03,9348
2017-03-04,9348
2017-03-05,9348
2017-03-06,8907
2017-03-07,8907
2017-03-08,8907
2017-03-09,8907
2017-03-10,8473
2017-03-11,8473
2017-03-12,8473
2017-03-13,8082
2017-03-14,8082
2017-03-15,8082
2017-03-16,8082
2017-03-17,7714
2017-03-18,7714
2017-03-19,7714
2017-03-20,7714
2017-03-21,7362
2017-03-22,7362
2017-03-23,7362
2017-03-24,7090
2017-03-25,7090
2017-03-26,7090
2017-03-27,7090
2017-03-28,6808
2017-03-29,6808
2017-03-30,6808
2017-03-31,6955
2017-04-01,6955
2017-04-02,6955
2017-04-03,6955
2017-04-04,6955
2017-04-12,7150
2017-04-13,7150
2017-04-14,7114
2017-04-15,7114
2017-04-16,7114
2017-04-17,7114
2017-04-18,7114
2017-04-19,7078
2017-04-20,7078
2017-04-21,7078
2017-04-22,7078
2017-04-23,7078
2017-04-24,7001
2017-04-25,7001
2017-04-26,7001
2017-04-27,7001
2017-04-28,7055
2017-04-29,7055
2017-04-30,7055
2017-05-01,7055
2017-05-02,7220
2017-05-03,7220
2017-05-04,7220
2017-05-05,7220
2017-05-06,7284
2017-05-07,7284
2017-05-08,7284
2017-05-09,7122
2017-05-10,7122
2017-05-11,7122
2017-05-12,7122
2017-05-13,7082
2017-05-14,7082
2017-05-15,7082
2017-05-16,7082
2017-05-17,6935
2017-05-18,6935
2017-05-19,6935
2017-05-20,6935
2017-05-21,6935
2017-05-22,6831
2017-05-23,6831
2017-05-24,6831
2017-05-25,6831
2017-05-26,6831
2017-05-27,6490
2017-05-28,6490
2017-05-29,6490
2017-05-30,6490
2017-05-31,6490
2017-06-01,6360
2017-06-02,6360
2017-06-03,6360
2017-06-04,6360
2017-06-05,6360
2017-06-06,6331
2017-06-07,6331
2017-06-08,6331
2017-06-09,6353
2017-06-10,6353
2017-06-11,6353
2017-06-12,6353
2017-06-13,6425
2017-06-14,6425
2017-06-15,6425
2017-06-16,6425
2017-06-17,6425
2017-06-18,6425
2017-06-19,6247
2017-06-20,6247
2017-06-21,6247
2017-06-22,6247
2017-06-23,6247
2017-06-24,6247
2017-06-25,6167
2017-06-26,6167
2017-06-27,6167
2017-06-28,6167
2017-06-29,6167
2017-06-30,6074
2017-07-01,6074
2017-07-02,6074
2017-07-03,6074
2017-07-04,6074
2017-07-05,6074
2017-07-06,6147
2017-07-07,6147
2017-07-08,6147
2017-07-09,6147
2017-07-13,6054
2017-07-14,6054
2017-07-15,6054
2017-07-16,6054
2017-07-17,6084
2017-07-18,6084
2017-07-19,6084
2017-07-20,6084
2017-07-21,6084
2017-07-22,6084
2017-07-23,6316
2017-07-24,6316
2017-07-25,6316
2017-07-26,6316
2017-07-27,6316
2017-07-28,6316
2017-07-29,6187
2017-07-30,6187
2017-07-31,6187
2017-08-01,6187
2017-08-02,6187
2017-08-03,5990
2017-08-04,5990
2017-08-05,5990
2017-08-06,5990
2017-08-07,5990
2017-08-08,5990
2017-08-09,5819
2017-08-10,5819
2017-08-11,5819
2017-08-12,5819
2017-08-13,5819
2017-08-14,5701
2017-08-15,5701
2017-08-16,5701
2017-08-17,5701
2017-08-18,5701
2017-08-19,5701
2017-08-20,5895
2017-08-21,5895
2017-08-22,5895
2017-08-23,5895
2017-08-24,5895
2017-08-25,5886
2017-08-26,5886
2017-08-27,5886
2017-08-28,5886
2017-08-29,5886
2017-08-30,5886
2017-08-31,5643
2017-09-01,5643
2017-09-02,5643
2017-09-03,5643
2017-09-04,5389
2017-09-05,5389
2017-09-06,5389
2017-09-07,5389
2017-09-08,5389
2017-09-09,5395
2017-09-10,5395
2017-09-11,5395
2017-09-12,5395
2017-09-13,5395
2017-09-14,5585
2017-09-15,5585
2017-09-16,5585
2017-09-17,5585
2017-09-18,5585
2017-09-19,5585
2017-09-20,5740
2017-09-22,5740
2017-09-23,5740
2017-09-24,5740
2017-09-25,5740
2017-09-26,5488
2017-09-27,5488
2017-09-28,5488
2017-09-29,5488
2017-09-30,5488
2017-10-01,5488
2017-10-02,5269
2017-10-03,5269
2017-10-04,5269
2017-10-05,5269
2017-10-06,5269
2017-10-07,5269
2017-10-08,5038
2017-10-09,5038
2017-10-10,5038
2017-10-11,5038
2017-10-12,5038
2017-10-13,4883
2017-10-14,4883
2017-10-15,4883
2017-10-16,4883
2017-10-17,4883
2017-10-18,4883
2017-10-19,4806
2017-10-20,4806
2017-10-21,4806
2017-10-22,4806
2017-10-23,4806
2017-10-24,4940
2017-10-25,4940
2017-10-26,4940
2017-10-27,4940
2017-10-28,4940
2017-10-29,5081
2017-10-30,5081
2017-10-31,5081
2017-11-01,5081
2017-11-02,5081
2017-11-03,5081
2017-11-04,5038
2017-11-05,5038
2017-11-06,5038
2017-11-07,5038
2017-11-08,5038
2017-11-09,5038
2017-11-10,5038
2017-11-11,5154
2017-11-12,5154
2017-11-13,5154
2017-11-14,5154
2017-11-15,5154
2017-11-16,5154
2017-11-17,5063
2017-11-18,5063
2017-11-19,5063
2017-11-20,5063
2017-11-21,5063
2017-11-22,5063
2017-11-23,4907
2017-11-24,4907
2017-11-25,4907
2017-11-26,4907
2017-11-27,4907
2017-11-28,4737
2017-11-29,4737
2017-11-30,4737
2017-12-01,4737
2017-12-02,4737
2017-12-03,4734
2017-12-04,4734
2017-12-05,4734
2017-12-06,4734
2017-12-07,4734
2017-12-08,4734
2017-12-09,4780
2017-12-10,4780
2017-12-11,4780
2017-12-12,4780
2017-12-13,4780
2017-12-14,4940
2017-12-15,4940
2017-12-16,4940
2017-12-17,4940
2017-12-18,4940
2017-12-19,4940
2017-12-20,4940
2017-12-21,4785
2017-12-22,4785
2017-12-23,4785
2017-12-24,4785
2017-12-25,4785
2017-12-26,4785
2017-12-27,4726
2017-12-28,4726
2017-12-29,4726
2017-12-30,4726
2017-12-31,4726
2018-01-01,4595
2018-01-02,4595
2018-01-03,4595
2018-01-04,4595
2018-01-05,4595
2018-01-06,4419
2018-01-07,4419
2018-01-08,4419
2018-01-09,4419
2018-01-10,4419
2018-01-11,4207
2018-01-12,4207
2018-01-13,4207
2018-01-14,4207
2018-01-15,4002
2018-01-16,4002
2018-01-17,4002
2018-01-18,4002
2018-01-19,3827
2018-01-20,3827
2018-01-21,3827
2018-01-22,3827
2018-01-23,3827
2018-01-24,3716
2018-01-25,3716
2018-01-26,3716
2018-01-27,3716
2018-01-28,3716
2018-01-29,3550
2018-01-30,3550
2018-01-31,3550
2018-02-01,3550
2018-02-02,3550
2018-02-03,3405
2018-02-04,3405
2018-02-05,3405
2018-02-06,3405
2018-02-07,3405
2018-02-08,3405
2018-02-09,3421
2018-02-10,3421
2018-02-11,3421
2018-02-12,3421
2018-02-13,3331
2018-02-14,3331
2018-02-15,3331
2018-02-16,3331
2018-02-17,3363
2018-02-18,3363
2018-02-19,3363
2018-02-20,3363
2018-02-21,3488
2018-02-22,3488
2018-02-23,3488
2018-02-24,3488
2018-02-25,3488
2018-02-26,3655
2018-02-27,3655
2018-02-28,3655
2018-03-01,3655
2018-03-02,3838
2018-03-03,3838
2018-03-04,3838
2018-03-05,3838
2018-03-06,3838
2018-03-07,4023
2018-03-08,4023
2018-03-09,4023
2018-03-10,4023
2018-03-11,4023
2018-03-12,4218
2018-03-13,4218
2018-03-14,4218
2018-03-15,4218
2018-03-16,4218
2018-03-17,4384
2018-03-18,4384
2018-03-20,4384
2018-03-21,4384
2018-03-22,4384
2018-03-23,4384
2018-03-24,4384
2018-03-25,4604
2018-03-26,4604
2018-03-27,4604
2018-03-28,4604
2018-03-29,4805
2018-03-30,4805
2018-03-31,4805
2018-04-01,4805
2018-04-02,4805
2018-04-03,4805
2018-04-04,5040
2018-04-05,5040
2018-04-06,5040
2018-04-07,5040
2018-04-08,5040
2018-04-09,5040
2018-04-10,5118
2018-04-11,5118
2018-04-12,5118
2018-04-13,5118
2018-04-14,5118
2018-04-15,5118
2018-04-16,5366
2018-04-17,5366
2018-04-18,5366
2018-04-19,5366
2018-04-20,5366
2018-04-21,5366
2018-04-22,5366
2018-04-23,5620
2018-04-24,5620
2018-04-25,5620
2018-04-26,5620
2018-04-27,5620
2018-04-28,5620
2018-04-29,5525
2018-04-30,5525
2018-05-01,5525
2018-05-02,5525
2018-05-03,5525
2018-05-04,5525
2018-05-05,5559
2018-05-06,5559
2018-05-07,5559
2018-05-08,5559
2018-05-09,5559
2018-05-10,5577
2018-05-11,5577
2018-05-12,5577
2018-05-13,5577
2018-05-14,5577
2018-05-15,5488
2018-05-16,5488
2018-05-17,5488
2018-05-18,5488
2018-05-19,5488
2018-05-20,5485
2018-05-21,5485
2018-05-22,5485
2018-05-23,5485
2018-05-24,5485
2018-05-25,5485
2018-05-26,5615
2018-05-27,5615
2018-05-28,5615
2018-05-29,5615
2018-05-30,5615
2018-05-31,5834
2018-06-01,5834
2018-06-02,5834
2018-06-03,5834
2018-06-04,5834
2018-06-05,5752
2018-06-06,5752
2018-06-07,5752
2018-06-08,5752
2018-06-09,5752
2018-06-10,5752
2018-06-11,5568
2018-06-12,5568
2018-06-13,5568
2018-06-14,5568
2018-06-15,5586
2018-06-16,5586
2018-06-17,5586
2018-06-18,5586
2018-06-19,5568
2018-06-20,5568
2018-06-21,5568
2018-06-22,5568
2018-06-23,5568
2018-06-24,5568
2018-06-25,5568
2018-06-26,5842
2018-06-27,5842
2018-06-28,5842
2018-06-29,5842
2018-06-30,5842
2018-07-01,6133
2018-07-02,6133
2018-07-03,6133
2018-07-04,6133
2018-07-05,6133
2018-07-06,6133
2018-07-07,6213
2018-07-08,6213
2018-07-09,6213
2018-07-10,6213
2018-07-11,6213
2018-07-12,6213
2018-07-13,6213
2018-07-14,6213
2018-07-15,6213
2018-07-16,6375
2018-07-17,6375
2018-07-18,6375
2018-07-19,6375
2018-07-20,6375
2018-07-21,6439
2018-07-22,6439
2018-07-23,6439
2018-07-24,6439
2018-07-25,6439
2018-07-26,6337
2018-07-27,6337
2018-07-28,6337
2018-07-29,6337
2018-07-30,6337
2018-07-31,6208
2018-08-01,6208
2018-08-02,6208
2018-08-03,6208
2018-08-04,6208
2018-08-05,5995
2018-08-06,5995
2018-08-07,5995
2018-08-08,5729
2018-08-09,5729
2018-08-10,5729
2018-08-11,5729
2018-08-12,5729
2018-08-14,5651
2018-08-16,5651
2018-08-17,5651
2018-08-18,5490
2018-08-19,5490
2018-08-20,5490
2018-08-21,5490
2018-08-22,5406
2018-08-23,5406
2018-08-24,5406
2018-08-25,5334
2018-08-26,5334
2018-08-27,5334
2018-08-28,5334
2018-08-29,5352
2018-08-30,5352
2018-08-31,5352
2018-09-01,5352
2018-09-02,5352
2018-09-03,5560
2018-09-04,5560
2018-09-05,5560
2018-09-06,5560
2018-09-07,5777
2018-09-08,5777
2018-09-09,5777
2018-09-10,5777
2018-09-11,5777
2018-09-12,6037
2018-09-13,6037
2018-09-14,6037
2018-09-15,6037
2018-09-16,6037
2018-09-17,6126
2018-09-18,6126
2018-09-19,6126
2018-09-20,6126
2018-09-21,6126
2018-09-22,6156
2018-09-23,6156
2018-09-24,6156
2018-09-25,6156
2018-09-26,6156
2018-09-27,6156
2018-09-28,6251
2018-09-29,6251
2018-09-30,6251
2018-10-01,6251
2018-10-02,6251
2018-10-03,6310
2018-10-04,6310
2018-10-05,6310
2018-10-06,6310
2018-10-07,6310
2018-10-08,6391
2018-10-09,6391
2018-10-10,6391
2018-10-11,6391
2018-10-12,6391
2018-10-13,6469
2018-10-14,6469
2018-10-15,6469
2018-10-16,6469
2018-10-17,6469
2018-10-18,6225
2018-10-19,6225
2018-10-20,6225
2018-10-21,6225
2018-10-22,6225
2018-10-23,6469
2018-10-24,6469
2018-10-25,6469
2018-10-26,6469
2018-10-27,6674
2018-10-28,6674
2018-10-29,6674
2018-10-30,6674
2018-10-31,6674
2018-11-01,6667
2018-11-03,6667
2018-11-04,6667
2018-11-05,6441
2018-11-06,6441
2018-11-07,6441
2018-11-08,6441
2018-11-09,6491
2018-11-10,6491
2018-11-11,6491
2018-11-12,6450
2018-11-13,6450
2018-11-15,6559
2018-11-16,6559
2018-11-17,6559
2018-11-18,6561
2018-11-19,6561
2018-11-20,6561
2018-11-21,6561
2018-11-22,6560
2018-11-23,6560
2018-11-24,6560
2018-11-25,6626
2018-11-26,6626
2018-11-27,6626
2018-11-28,6626
2018-11-29,6559
2018-12-01,6559
2018-12-02,6611
2018-12-03,6611
2018-12-04,6611
2018-12-05,6611
2018-12-07,6578
2018-12-09,6578
2018-12-10,6585
2018-12-11,6585
2018-12-12,6585
2018-12-13,6585
2018-12-14,6564
2018-12-15,6564
2018-12-16,6564
2018-12-17,6564
2018-12-18,6512
2018-12-19,6512
2018-12-20,6512
2018-12-21,6512
2018-12-22,6794
2018-12-23,6794
2018-12-24,6794
2018-12-25,7078
2018-12-26,7078
2018-12-27,7078
2018-12-28,7078
2018-12-29,7094
2018-12-30,7094
2018-12-31,7094
2019-01-01,7094
2019-01-02,7371
2019-01-03,7371
2019-01-04,7371
2019-01-05,7371
2019-01-06,7522
2019-01-08,7522
2019-01-10,7626
2019-01-11,7626
2019-01-12,7626
2019-01-13,7626
2019-01-14,7682
2019-01-15,7682
2019-01-16,7682
2019-01-17,7655
2019-01-18,7655
2019-01-19,7655
2019-01-20,7655
2019-01-21,7698
2019-01-22,7698
2019-01-23,7698
2019-01-24,7545
2019-01-25,7545
2019-01-26,7545
2019-01-27,7205
2019-01-28,7205
2019-01-29,7205
2019-01-30,7072
2019-01-31,7072
2019-02-01,7072
2019-02-02,7072
2019-02-03,7126
2019-02-04,7126
2019-02-05,7126
2019-02-06,7126
2019-02-07,7001
2019-02-08,7001
2019-02-09,7001
2019-02-10,7001
2019-02-11,7324
2019-02-12,7324
2019-02-13,7324
2019-02-14,7324
2019-02-15,7324
2019-02-16,7485
2019-02-17,7485
2019-02-18,7485
2019-02-19,7485
2019-02-20,7485
2019-02-21,7388
2019-02-22,7388
2019-02-23,7388
2019-02-24,7388
2019-02-25,7262
2019-02-26,7262
2019-02-27,7262
2019-02-28,7262
2019-03-01,7262
2019-03-02,7262
2019-03-03,7257
2019-03-04,7257
2019-03-05,7257
2019-03-06,7257
2019-03-07,7158
2019-03-08,7158
2019-03-09,7158
2019-03-10,7158
2019-03-11,7308
2019-03-12,7308
2019-03-13,7308
2019-03-14,7308
2019-03-15,7081
2019-03-16,7081
2019-03-17,7173
2019-03-18,7173
2019-03-19,7173
2019-03-20,7173
2019-03-21,7367
2019-03-22,7367
2019-03-23,7367
