date_obj,Charge%20dragonstone%20jewellery%20scroll price
2017-09-06,491
2017-09-07,483
2017-09-08,483
2017-09-09,473
2017-09-10,473
2017-09-11,454
2017-09-12,454
2017-09-13,431
2017-09-14,431
2017-09-15,410
2017-09-16,410
2017-09-17,396
2017-09-18,396
2017-09-19,378
2017-09-20,378
2017-09-21,385
2017-09-22,385
2017-09-23,401
2017-09-24,401
2017-09-25,393
2017-09-26,393
2017-09-27,393
2017-09-28,385
2017-09-29,385
2017-09-30,385
2017-10-01,385
2017-10-02,394
2017-10-03,394
2017-10-04,394
2017-10-05,398
2017-10-06,398
2017-10-07,399
2017-10-08,399
2017-10-09,402
2017-10-10,402
2017-10-11,416
2017-10-12,416
2017-10-13,428
2017-10-14,428
2017-10-15,449
2017-10-16,449
2017-10-17,468
2017-10-18,468
2017-10-19,470
2017-10-20,470
2017-10-21,471
2017-10-22,471
2017-10-23,484
2017-10-24,484
2017-10-25,496
2017-10-26,496
2017-10-27,506
2017-10-28,506
2017-10-29,530
2017-10-30,530
2017-10-31,547
2017-11-01,547
2017-11-02,527
2017-11-03,527
2017-11-04,528
2017-11-05,528
2017-11-06,513
2017-11-07,513
2017-11-08,507
2017-11-09,507
2017-11-10,499
2017-11-11,499
2017-11-12,497
2017-11-13,497
2017-11-14,480
2017-11-15,480
2017-11-16,482
2017-11-17,482
2017-11-18,476
2017-11-19,476
2017-11-20,497
2017-11-21,497
2017-11-22,487
2017-11-23,487
2017-11-24,471
2017-11-25,471
2017-11-26,480
2017-11-27,480
2017-11-28,483
2017-11-29,483
2017-11-30,484
2017-12-01,488
2017-12-02,488
2017-12-03,480
2017-12-04,480
2017-12-05,486
2017-12-06,486
2017-12-07,476
2017-12-08,476
2017-12-09,480
2017-12-10,480
2017-12-11,502
2017-12-12,502
2017-12-13,509
2017-12-14,509
2017-12-15,512
2017-12-16,512
2017-12-17,506
2017-12-18,504
2017-12-19,504
2017-12-20,481
2017-12-21,481
2017-12-22,471
2017-12-23,471
2017-12-24,461
2017-12-25,461
2017-12-26,463
2017-12-27,463
2017-12-28,456
2017-12-29,456
2017-12-30,450
2017-12-31,450
2018-01-01,452
2018-01-02,452
2018-01-03,455
2018-01-04,455
2018-01-05,444
2018-01-06,426
2018-01-07,426
2018-01-08,409
2018-01-09,409
2018-01-10,390
2018-01-11,390
2018-01-12,396
2018-01-13,396
2018-01-14,414
2018-01-15,414
2018-01-16,414
2018-01-17,398
2018-01-18,398
2018-01-19,394
2018-01-20,394
2018-01-21,383
2018-01-22,383
2018-01-23,372
2018-01-24,375
2018-01-25,367
2018-01-26,373
2018-01-27,367
2018-01-28,369
2018-01-29,365
2018-01-30,355
2018-01-31,338
2018-02-01,330
2018-02-02,330
2018-02-03,328
2018-02-04,321
2018-02-05,321
2018-02-06,313
2018-02-07,302
2018-02-08,302
2018-02-09,287
2018-02-10,287
2018-02-11,280
2018-02-12,279
2018-02-13,282
2018-02-14,292
2018-02-15,278
2018-02-16,266
2018-02-17,266
2018-02-18,277
2018-02-19,289
2018-02-20,289
2018-02-21,304
2018-02-22,304
2018-02-23,320
2018-02-24,320
2018-02-25,336
2018-02-26,353
2018-02-27,348
2018-02-28,348
2018-03-01,338
2018-03-02,336
2018-03-03,353
2018-03-04,353
2018-03-05,365
2018-03-06,355
2018-03-07,353
2018-03-08,353
2018-03-09,366
2018-03-10,385
2018-03-11,404
2018-03-12,398
2018-03-13,388
2018-03-14,373
2018-03-15,373
2018-03-16,364
2018-03-17,353
2018-03-18,336
2018-03-20,319
2018-03-21,319
2018-03-23,311
2018-03-24,309
2018-03-25,312
2018-03-26,312
2018-03-27,311
2018-03-28,311
2018-03-29,302
2018-03-30,302
2018-03-31,293
2018-04-01,287
2018-04-02,279
2018-04-03,271
2018-04-04,262
2018-04-05,262
2018-04-06,258
2018-04-07,258
2018-04-08,267
2018-04-09,271
2018-04-10,271
2018-04-11,273
2018-04-12,275
2018-04-13,275
2018-04-14,274
2018-04-15,275
2018-04-16,275
2018-04-17,277
2018-04-18,277
2018-04-19,267
2018-04-20,263
2018-04-21,265
2018-04-22,265
2018-04-23,268
2018-04-24,268
2018-04-25,270
2018-04-26,270
2018-04-27,265
2018-04-28,270
2018-04-29,274
2018-04-30,265
2018-05-01,260
2018-05-03,261
2018-05-04,261
2018-05-05,262
2018-05-07,275
2018-05-08,275
2018-05-09,289
2018-05-10,304
2018-05-11,304
2018-05-12,315
2018-05-13,315
2018-05-14,320
2018-05-15,320
2018-05-16,312
2018-05-17,312
2018-05-18,308
2018-05-19,313
2018-05-20,313
2018-05-21,303
2018-05-22,303
2018-05-23,312
2018-05-24,312
2018-05-25,327
2018-05-26,344
2018-05-27,344
2018-05-28,348
2018-05-29,332
2018-05-30,332
2018-05-31,330
2018-06-01,330
2018-06-02,323
2018-06-03,323
2018-06-04,340
2018-06-05,356
2018-06-06,357
2018-06-07,357
2018-06-08,360
2018-06-09,360
2018-06-10,359
2018-06-11,359
2018-06-12,356
2018-06-13,373
2018-06-14,392
2018-06-15,392
2018-06-16,412
2018-06-17,433
2018-06-18,450
2018-06-19,450
2018-06-20,450
2018-06-21,459
2018-06-22,457
2018-06-23,457
2018-06-24,451
2018-06-25,441
2018-06-26,427
2018-06-27,414
2018-06-28,398
2018-06-29,395
2018-06-30,389
2018-07-01,378
2018-07-02,378
2018-07-03,371
2018-07-04,371
2018-07-05,379
2018-07-06,375
2018-07-07,375
2018-07-08,372
2018-07-09,371
2018-07-10,369
2018-07-11,362
2018-07-12,362
2018-07-13,365
2018-07-14,367
2018-07-15,367
2018-07-16,386
2018-07-17,388
2018-07-18,394
2018-07-19,394
2018-07-20,397
2018-07-21,401
2018-07-22,387
2018-07-23,376
2018-07-24,376
2018-07-25,371
2018-07-26,369
2018-07-27,364
2018-07-28,364
2018-07-29,362
2018-07-30,377
2018-07-31,367
2018-08-01,367
2018-08-02,355
2018-08-03,355
2018-08-04,363
2018-08-05,375
2018-08-06,388
2018-08-07,389
2018-08-08,383
2018-08-09,383
2018-08-10,376
2018-08-11,367
2018-08-12,367
2018-08-14,376
2018-08-16,391
2018-08-17,393
2018-08-18,393
2018-08-19,379
2018-08-20,377
2018-08-21,377
2018-08-22,373
2018-08-23,373
2018-08-24,368
2018-08-25,370
2018-08-26,370
2018-08-27,379
2018-08-28,386
2018-08-29,400
2018-08-30,414
2018-08-31,414
2018-09-01,416
2018-09-02,416
2018-09-03,401
2018-09-04,391
2018-09-05,380
2018-09-06,380
2018-09-07,370
2018-09-08,367
2018-09-09,367
2018-09-10,355
2018-09-11,355
2018-09-12,349
2018-09-13,336
2018-09-14,319
2018-09-15,322
2018-09-16,322
2018-09-17,339
2018-09-18,352
2018-09-19,352
2018-09-20,359
2018-09-21,359
2018-09-22,362
2018-09-23,359
2018-09-24,362
2018-09-25,362
2018-09-26,377
2018-09-27,377
2018-09-28,378
2018-09-29,382
2018-09-30,400
2018-10-01,408
2018-10-02,405
2018-10-03,389
2018-10-04,389
2018-10-05,382
2018-10-06,368
2018-10-07,368
2018-10-08,364
2018-10-09,355
2018-10-10,347
2018-10-11,342
2018-10-12,342
2018-10-13,333
2018-10-14,321
2018-10-15,311
2018-10-16,315
2018-10-17,325
2018-10-18,342
2018-10-19,355
2018-10-20,355
2018-10-21,357
2018-10-22,358
2018-10-23,358
2018-10-24,356
2018-10-25,346
2018-10-26,335
2018-10-27,337
2018-10-28,329
2018-10-29,329
2018-10-30,330
2018-10-31,347
2018-11-01,353
2018-11-03,359
2018-11-04,357
2018-11-05,360
2018-11-06,352
2018-11-07,355
2018-11-08,357
2018-11-09,363
2018-11-10,351
2018-11-11,353
2018-11-12,342
2018-11-13,338
2018-11-14,340
2018-11-15,335
2018-11-16,328
2018-11-17,324
2018-11-18,322
2018-11-19,328
2018-11-20,330
2018-11-21,321
2018-11-22,332
2018-11-23,349
2018-11-24,359
2018-11-25,363
2018-11-26,382
2018-11-27,380
2018-11-28,374
2018-11-29,365
2018-12-01,377
2018-12-02,367
2018-12-03,367
2018-12-04,360
2018-12-05,354
2018-12-07,347
2018-12-09,354
2018-12-10,344
2018-12-11,328
2018-12-12,313
2018-12-13,308
2018-12-14,301
2018-12-15,298
2018-12-16,295
2018-12-17,310
2018-12-18,323
2018-12-19,330
2018-12-20,344
2018-12-21,359
2018-12-22,367
2018-12-23,378
2018-12-24,395
2018-12-25,408
2018-12-26,424
2018-12-27,432
2018-12-28,422
2018-12-29,416
2018-12-30,406
2018-12-31,408
2019-01-01,410
2019-01-02,396
2019-01-03,393
2019-01-04,383
2019-01-05,390
2019-01-06,405
2019-01-08,412
2019-01-10,406
2019-01-11,388
2019-01-12,394
2019-01-13,378
2019-01-14,365
2019-01-15,368
2019-01-16,381
2019-01-17,394
2019-01-18,401
2019-01-19,411
2019-01-20,422
2019-01-21,440
2019-01-22,431
2019-01-23,426
2019-01-24,418
2019-01-25,401
2019-01-26,391
2019-01-27,398
2019-01-28,380
2019-01-29,380
2019-01-30,381
2019-01-31,365
2019-02-01,359
2019-02-02,363
2019-02-03,362
2019-02-04,366
2019-02-05,376
2019-02-06,386
2019-02-07,382
2019-02-08,383
2019-02-09,402
2019-02-10,400
2019-02-11,399
2019-02-12,396
2019-02-13,385
2019-02-14,385
2019-02-15,380
2019-02-16,385
2019-02-17,403
2019-02-18,408
2019-02-19,396
2019-02-20,386
2019-02-21,378
2019-02-22,369
2019-02-23,368
2019-02-24,387
2019-02-25,378
2019-02-26,382
2019-02-27,385
2019-02-28,381
2019-03-01,372
2019-03-02,383
2019-03-03,378
2019-03-04,370
2019-03-05,369
2019-03-06,379
2019-03-07,398
2019-03-08,414
2019-03-09,434
2019-03-10,431
2019-03-11,420
2019-03-12,406
2019-03-13,397
2019-03-14,395
2019-03-15,389
2019-03-16,390
2019-03-17,400
2019-03-18,398
2019-03-19,386
2019-03-20,382
2019-03-21,372
2019-03-22,358
2019-03-23,347
2019-03-24,348
2019-03-25,340
2019-03-26,334
2019-03-27,331
2019-03-28,336
2019-03-29,327
2019-03-30,327
2019-03-31,319
2019-04-01,319
2019-04-02,323
2019-04-03,338
2019-04-04,341
2019-04-05,337
2019-04-06,337
2019-04-07,343
2019-04-08,338
2019-04-09,332
2019-04-10,331
2019-04-11,325
2019-04-12,312
2019-04-13,305
2019-04-14,308
2019-04-15,308
2019-04-16,317
2019-04-17,328
2019-04-18,325
2019-04-19,315
2019-04-20,315
2019-04-21,306
2019-04-22,303
2019-04-23,303
2019-04-24,298
2019-04-25,297
2019-04-26,299
2019-04-27,294
2019-04-28,295
2019-04-29,296
2019-04-30,294
2019-05-01,293
2019-05-02,284
2019-05-03,275
2019-05-04,266
2019-05-05,265
2019-05-06,262
2019-05-07,262
2019-05-08,266
2019-05-09,256
2019-05-10,255
2019-05-11,255
2019-05-12,254
2019-05-13,258
2019-05-14,259
2019-05-15,259
2019-05-16,263
2019-05-17,261
2019-05-18,258
2019-05-19,258
2019-05-20,262
2019-05-21,272
2019-05-22,278
2019-05-23,281
2019-05-24,280
2019-05-25,293
2019-05-26,300
2019-05-27,305
2019-05-28,310
2019-05-29,312
2019-05-30,326
2019-05-31,324
2019-06-01,339
2019-06-02,341
2019-06-03,352
2019-06-04,359
2019-06-05,361
2019-06-06,344
2019-06-07,332
2019-06-08,326
2019-06-09,316
2019-06-10,316
2019-06-11,312
2019-06-12,305
2019-06-13,299
2019-06-14,297
2019-06-15,310
2019-06-16,319
2019-06-17,310
2019-06-18,322
2019-06-19,327
2019-06-20,311
2019-06-21,300
2019-06-22,293
2019-06-23,291
2019-06-24,287
2019-06-25,284
2019-06-26,287
2019-06-27,278
2019-06-28,278
2019-06-29,273
2019-06-30,266
2019-07-01,257
2019-07-02,258
2019-07-03,256
2019-07-04,256
2019-07-05,255
2019-07-06,249
2019-07-07,242
2019-07-08,237
2019-07-09,239
2019-07-10,244
2019-07-11,247
2019-07-12,246
2019-07-13,246
2019-07-14,242
2019-07-15,242
2019-07-16,233
2019-07-17,233
2019-07-18,228
2019-07-19,219
2019-07-20,219
2019-07-21,223
2019-07-22,225
2019-07-23,231
2019-07-24,226
2019-07-25,222
2019-07-26,219
2019-07-27,222
2019-07-28,223
2019-07-29,214
2019-07-30,207
2019-07-31,198
2019-08-01,192
2019-08-02,182
2019-08-03,185
2019-08-04,190
2019-08-05,196
2019-08-06,204
2019-08-07,210
2019-08-08,211
2019-08-09,212
2019-08-10,205
2019-08-11,201
2019-08-12,209
2019-08-13,211
2019-08-14,211
2019-08-15,217
2019-08-16,210
2019-08-17,210
2019-08-18,214
2019-08-19,223
2019-08-20,233
2019-08-21,240
2019-08-22,242
2019-08-23,246
2019-08-24,253
2019-08-24,253
2019-08-25,252
2019-08-25,252
2019-08-26,243
2019-08-27,242
2019-08-27,242
2019-08-28,231
2019-08-29,230
2019-08-30,237
2019-08-31,237
2019-09-01,243
2019-09-02,243
2019-09-03,252
2019-09-04,262
2019-09-05,261
2019-09-06,261
2019-09-07,269
2019-09-08,282
2019-09-09,274
2019-09-10,262
2019-09-11,256
2019-09-12,251
2019-09-13,247
2019-09-14,241
2019-09-15,236
2019-09-16,233
2019-09-17,245
2019-09-18,240
2019-09-19,238
2019-09-20,238
2019-09-21,240
2019-09-22,247
2019-09-23,243
2019-09-24,243
2019-09-25,233
2019-09-26,232
2019-09-27,232
2019-09-28,224
2019-09-29,231
2019-09-30,239
2019-10-01,234
2019-10-02,234
2019-10-03,228
2019-10-04,221
2019-10-05,221
2019-10-06,215
2019-10-07,210
2019-10-08,207
2019-10-09,207
2019-10-10,209
2019-10-11,201
2019-10-12,202
2019-10-13,206
2019-10-14,206
2019-10-15,206
2019-10-16,211
2019-10-17,211
2019-10-18,210
2019-10-19,211
2019-10-20,212
2019-10-21,208
2019-10-22,219
2019-10-23,226
2019-10-24,233
2019-10-25,238
2019-10-26,244
2019-10-27,249
2019-10-28,246
2019-10-29,246
2019-10-30,241
2019-10-31,245
2019-11-01,244
2019-11-02,252
2019-11-03,261
2019-11-04,256
2019-11-05,256
2019-11-06,265
2019-11-07,279
2019-11-08,292
2019-11-09,306
2019-11-10,312
2019-11-11,316
2019-11-12,325
2019-11-13,323
2019-11-14,306
2019-11-15,291
2019-11-16,288
2019-11-17,288
2019-11-18,278
2019-11-19,278
2019-11-20,269
2019-11-21,269
2019-11-22,261
2019-11-23,256
2019-11-24,243
2019-11-25,230
2019-11-26,218
2019-11-27,218
2019-11-28,207
2019-11-29,198
2019-11-30,189
2019-12-01,184
2019-12-02,179
2019-12-03,180
2019-12-04,187
2019-12-05,187
2019-12-06,184
2019-12-07,185
2019-12-08,187
2019-12-09,186
2019-12-10,187
2019-12-11,183
2019-12-12,187
2019-12-13,191
2019-12-14,197
2019-12-15,207
2019-12-16,218
2019-12-17,229
2019-12-18,229
2019-12-19,241
2019-12-20,254
2019-12-21,267
2019-12-22,274
2019-12-23,272
2019-12-24,278
2019-12-25,283
2019-12-26,283
2019-12-27,295
2019-12-28,305
2019-12-29,297
2019-12-30,294
2019-12-31,284
2020-01-01,269
2020-01-02,260
2020-01-03,249
2020-01-04,238
2020-01-05,234
2020-01-06,239
2020-01-07,233
2020-01-08,233
2020-01-09,223
2020-01-10,211
2020-01-11,215
2020-01-12,215
2020-01-13,215
2020-01-14,216
2020-01-15,221
2020-01-16,210
2020-01-17,206
2020-01-18,206
2020-01-19,206
2020-01-20,200
2020-01-21,200
2020-01-22,194
2020-01-23,203
2020-01-24,214
2020-01-25,218
2020-01-26,224
2020-01-27,226
2020-01-28,227
2020-01-29,227
2020-01-30,239
2020-01-31,247
2020-02-01,247
2020-02-02,235
2020-02-03,228
2020-02-04,239
2020-02-05,236
2020-02-06,231
2020-02-07,224
2020-02-08,218
2020-02-09,213
2020-02-10,217
2020-02-11,214
2020-02-12,205
2020-02-13,194
2020-02-14,196
2020-02-15,199
2020-02-16,197
2020-02-17,193
2020-02-18,188
2020-02-19,181
2020-02-20,173
2020-02-21,173
2020-02-22,172
2020-02-23,168
2020-02-24,168
2020-02-25,164
2020-02-26,164
2020-02-27,158
2020-02-28,162
2020-02-29,162
2020-03-01,162
2020-03-02,163
2020-03-03,155
2020-03-04,163
2020-03-05,167
2020-03-06,170
2020-03-07,163
2020-03-08,166
2020-03-09,159
2020-03-10,153
2020-03-11,152
2020-03-12,157
2020-03-13,158
2020-03-14,156
2020-03-15,152
2020-03-16,151
2020-03-17,146
2020-03-18,143
2020-03-19,141
2020-03-20,149
2020-03-21,157
2020-03-22,164
2020-03-23,173
2020-03-24,179
2020-03-25,180
2020-03-26,181
2020-03-27,181
2020-03-28,180
2020-03-29,179
2020-03-30,179
2020-03-31,188
2020-04-01,198
2020-04-02,204
2020-04-03,197
2020-04-04,202
2020-04-05,210
2020-04-06,215
2020-04-07,224
2020-04-08,225
2020-04-09,213
2020-04-10,202
2020-04-11,196
2020-04-12,200
2020-04-13,208
2020-04-14,212
2020-04-15,215
2020-04-16,219
2020-04-17,224
2020-04-18,226
2020-04-19,231
2020-04-20,233
2020-04-21,245
2020-04-22,253
2020-04-23,257
2020-04-24,257
2020-04-25,260
2020-04-26,261
2020-04-27,275
2020-04-28,274
2020-04-29,283
2020-04-30,298
2020-05-01,313
2020-05-02,328
2020-05-03,332
2020-05-04,328
2020-05-05,315
2020-05-06,300
2020-05-07,285
2020-05-08,280
2020-05-09,281
2020-05-10,277
2020-05-11,277
2020-05-12,276
2020-05-13,273
