date_obj,Maple%20shortbow price
2017-03-26,179
2017-03-27,172
2017-03-28,168
2017-03-29,175
2017-03-30,179
2017-03-31,186
2017-04-01,195
2017-04-02,191
2017-04-03,192
2017-04-04,189
2017-04-12,204
2017-04-13,208
2017-04-14,211
2017-04-15,218
2017-04-16,223
2017-04-17,231
2017-04-18,227
2017-04-19,224
2017-04-20,224
2017-04-21,227
2017-04-22,230
2017-04-23,234
2017-04-24,236
2017-04-25,232
2017-04-26,239
2017-04-27,247
2017-04-28,257
2017-04-29,259
2017-04-30,257
2017-05-01,256
2017-05-02,255
2017-05-03,257
2017-05-04,259
2017-05-05,256
2017-05-06,249
2017-05-07,238
2017-05-08,242
2017-05-09,235
2017-05-10,223
2017-05-11,215
2017-05-12,210
2017-05-13,200
2017-05-14,190
2017-05-15,181
2017-05-16,172
2017-05-17,170
2017-05-18,172
2017-05-19,174
2017-05-20,180
2017-05-21,189
2017-05-22,199
2017-05-23,209
2017-05-24,218
2017-05-25,218
2017-05-26,226
2017-05-27,226
2017-05-28,215
2017-05-29,207
2017-05-30,199
2017-05-31,189
2017-06-01,190
2017-06-02,187
2017-06-03,186
2017-06-06,182
2017-06-07,186
2017-06-08,185
2017-06-09,188
2017-06-10,184
2017-06-11,185
2017-06-12,190
2017-06-13,187
2017-06-14,186
2017-06-15,181
2017-06-16,182
2017-06-17,181
2017-06-18,185
2017-06-19,186
2017-06-20,190
2017-06-21,192
2017-06-22,196
2017-06-23,198
2017-06-24,196
2017-06-25,191
2017-06-26,193
2017-06-27,195
2017-06-28,197
2017-06-29,202
2017-06-30,197
2017-07-01,191
2017-07-02,190
2017-07-03,191
2017-07-04,183
2017-07-05,175
2017-07-06,182
2017-07-07,192
2017-07-08,196
2017-07-13,200
2017-07-14,205
2017-07-15,205
2017-07-16,195
2017-07-17,191
2017-07-18,183
2017-07-19,177
2017-07-20,181
2017-07-21,182
2017-07-22,184
2017-07-23,180
2017-07-24,185
2017-07-25,190
2017-07-26,194
2017-07-27,190
2017-07-28,187
2017-07-29,188
2017-07-30,184
2017-07-31,182
2017-08-01,185
2017-08-02,188
2017-08-03,187
2017-08-04,189
2017-08-05,181
2017-08-06,174
2017-08-09,168
2017-08-10,176
2017-08-11,178
2017-08-12,177
2017-08-13,174
2017-08-14,173
2017-08-15,165
2017-08-16,161
2017-08-17,167
2017-08-18,169
2017-08-19,167
2017-08-20,170
2017-08-21,177
2017-08-22,179
2017-08-23,184
2017-08-24,187
2017-08-25,185
2017-08-26,179
2017-08-27,176
2017-08-28,177
2017-08-29,182
2017-08-30,180
2017-08-31,183
2017-09-01,190
2017-09-02,192
2017-09-03,192
2017-09-04,193
2017-09-05,190
2017-09-06,185
2017-09-07,192
2017-09-08,190
2017-09-09,186
2017-09-10,182
2017-09-11,187
2017-09-12,189
2017-09-13,182
2017-09-14,177
2017-09-15,184
2017-09-16,176
2017-09-17,176
2017-09-19,183
2017-09-20,183
2017-09-21,187
2017-09-22,186
2017-09-23,181
2017-09-24,188
2017-09-25,192
2017-09-26,189
2017-09-27,184
2017-09-28,178
2017-09-29,180
2017-09-30,179
2017-10-01,182
2017-10-02,176
2017-10-03,170
2017-10-04,167
2017-10-05,161
2017-10-06,158
2017-10-07,162
2017-10-08,163
2017-10-09,164
2017-10-10,168
2017-10-11,173
2017-10-12,181
2017-10-13,187
2017-10-14,193
2017-10-15,195
2017-10-16,193
2017-10-17,192
2017-10-18,198
2017-10-19,200
2017-10-20,206
2017-10-21,212
2017-10-22,206
2017-10-23,196
2017-10-24,188
2017-10-25,189
2017-10-26,190
2017-10-27,187
2017-10-28,184
2017-10-29,189
2017-10-30,189
2017-10-31,192
2017-11-02,196
2017-11-03,195
2017-11-04,202
2017-11-05,208
2017-11-06,217
2017-11-07,227
2017-11-08,227
2017-11-09,225
2017-11-10,234
2017-11-11,235
2017-11-12,230
2017-11-13,229
2017-11-14,223
2017-11-15,223
2017-11-16,225
2017-11-17,221
2017-11-18,219
2017-11-19,213
2017-11-20,207
2017-11-21,201
2017-11-22,198
2017-11-23,190
2017-11-24,188
2017-11-25,191
2017-11-26,191
2017-11-27,187
2017-11-28,187
2017-11-29,188
2017-11-30,197
2017-12-01,201
2017-12-02,203
2017-12-03,202
2017-12-04,206
2017-12-05,203
2017-12-06,201
2017-12-07,199
2017-12-08,199
2017-12-09,198
2017-12-10,195
2017-12-11,197
2017-12-12,193
2017-12-14,182
2017-12-15,182
2017-12-17,188
2017-12-18,183
2017-12-19,184
2017-12-20,190
2017-12-21,191
2017-12-22,185
2017-12-23,180
2017-12-24,178
2017-12-25,178
2017-12-26,170
2017-12-27,165
2017-12-28,166
2017-12-29,166
2017-12-30,169
2017-12-31,174
2018-01-01,178
2018-01-02,180
2018-01-03,181
2018-01-04,180
2018-01-05,178
2018-01-06,181
2018-01-07,173
2018-01-08,172
2018-01-09,172
2018-01-10,176
2018-01-11,172
2018-01-12,173
2018-01-13,169
2018-01-14,167
2018-01-15,165
2018-01-16,172
2018-01-17,174
2018-01-18,173
2018-01-19,174
2018-01-20,179
2018-01-21,179
2018-01-22,184
2018-01-23,184
2018-01-25,184
2018-01-26,193
2018-01-27,189
2018-01-28,196
2018-01-29,196
2018-01-31,198
2018-02-01,205
2018-02-02,205
2018-02-03,202
2018-02-04,204
2018-02-05,195
2018-02-06,193
2018-02-07,190
2018-02-08,189
2018-02-09,196
2018-02-10,203
2018-02-11,200
2018-02-12,201
2018-02-13,206
2018-02-14,197
2018-02-15,196
2018-02-16,204
2018-02-17,202
2018-02-18,204
2018-02-19,194
2018-02-20,187
2018-02-21,194
2018-02-22,194
2018-02-23,203
2018-02-24,205
2018-02-25,198
2018-02-26,188
2018-02-27,187
2018-03-01,194
2018-03-02,200
2018-03-03,197
2018-03-04,197
2018-03-05,205
2018-03-06,205
2018-03-07,209
2018-03-08,216
2018-03-09,216
2018-03-10,206
2018-03-11,198
2018-03-12,199
2018-03-13,197
2018-03-14,199
2018-03-15,193
2018-03-16,195
2018-03-17,196
2018-03-18,194
2018-03-19,191
2018-03-20,196
2018-03-21,194
2018-03-23,199
2018-03-24,200
2018-03-26,192
2018-03-27,193
2018-03-28,199
2018-03-29,197
2018-03-30,196
2018-03-31,196
2018-04-01,189
2018-04-02,193
2018-04-03,192
2018-04-04,196
2018-04-05,198
2018-04-06,204
2018-04-07,210
2018-04-08,208
2018-04-09,205
2018-04-10,207
2018-04-11,209
2018-04-12,218
2018-04-13,213
2018-04-14,213
2018-04-15,213
2018-04-16,221
2018-04-17,219
2018-04-18,215
2018-04-19,211
2018-04-20,213
2018-04-21,214
2018-04-22,219
2018-04-23,219
2018-04-24,227
2018-04-25,221
2018-04-26,218
2018-04-27,218
2018-04-28,221
2018-04-29,225
2018-04-30,226
2018-05-01,225
2018-05-04,220
2018-05-05,219
2018-05-06,221
2018-05-07,219
2018-05-08,217
2018-05-09,216
2018-05-10,214
2018-05-11,214
2018-05-12,216
2018-05-13,215
2018-05-14,212
2018-05-15,214
2018-05-16,208
2018-05-17,201
2018-05-18,203
2018-05-19,210
2018-05-20,221
2018-05-21,220
2018-05-22,222
2018-05-23,211
2018-05-24,208
2018-05-25,211
2018-05-26,216
2018-05-27,223
2018-05-28,224
2018-05-29,225
2018-05-30,220
2018-05-31,217
2018-06-01,212
2018-06-02,210
2018-06-03,212
2018-06-04,202
2018-06-05,202
2018-06-06,208
2018-06-07,215
2018-06-08,220
2018-06-09,222
2018-06-10,217
2018-06-11,217
2018-06-12,225
2018-06-13,224
2018-06-14,229
2018-06-15,237
2018-06-16,242
2018-06-17,236
2018-06-18,228
2018-06-19,218
2018-06-20,216
2018-06-21,215
2018-06-22,216
2018-06-23,214
2018-06-24,214
2018-06-25,216
2018-06-26,218
2018-06-27,213
2018-06-28,214
2018-06-29,220
2018-06-30,221
2018-07-01,218
2018-07-02,217
2018-07-03,227
2018-07-04,238
2018-07-05,237
2018-07-06,230
2018-07-07,219
2018-07-08,216
2018-07-09,215
2018-07-10,218
2018-07-11,215
2018-07-12,211
2018-07-13,205
2018-07-14,202
2018-07-15,195
2018-07-16,186
2018-07-17,185
2018-07-18,190
2018-07-19,193
2018-07-20,201
2018-07-21,212
2018-07-22,220
2018-07-23,217
2018-07-24,218
2018-07-25,215
2018-07-26,207
2018-07-27,204
2018-07-28,202
2018-07-29,201
2018-07-30,205
2018-07-31,201
2018-08-01,198
2018-08-02,200
2018-08-03,199
2018-08-04,205
2018-08-05,208
2018-08-06,205
2018-08-07,202
2018-08-08,194
2018-08-09,186
2018-08-10,190
2018-08-11,182
2018-08-12,173
2018-08-14,175
2018-08-16,181
2018-08-17,181
2018-08-18,185
2018-08-19,182
2018-08-20,182
2018-08-21,185
2018-08-22,182
2018-08-23,176
2018-08-24,173
2018-08-25,169
2018-08-26,171
2018-08-27,173
2018-08-28,177
2018-08-29,178
2018-08-30,179
2018-08-31,185
2018-09-01,192
2018-09-02,195
2018-09-03,195
2018-09-04,196
2018-09-05,198
2018-09-06,203
2018-09-07,208
2018-09-08,198
2018-09-09,195
2018-09-10,187
2018-09-11,190
2018-09-12,197
2018-09-13,202
2018-09-14,203
2018-09-15,199
2018-09-16,192
2018-09-17,187
2018-09-18,187
2018-09-19,189
2018-09-20,190
2018-09-21,188
2018-09-22,190
2018-09-23,193
2018-09-24,184
2018-09-25,184
2018-09-26,185
2018-09-27,192
2018-09-28,188
2018-09-29,189
2018-09-30,189
2018-10-02,186
2018-10-03,190
2018-10-04,190
2018-10-05,191
2018-10-06,192
2018-10-07,191
2018-10-08,191
2018-10-09,194
2018-10-10,194
2018-10-11,198
2018-10-12,200
2018-10-13,208
2018-10-14,201
2018-10-15,195
2018-10-16,193
2018-10-17,195
2018-10-18,191
2018-10-19,196
2018-10-20,194
2018-10-21,195
2018-10-22,193
2018-10-23,190
2018-10-24,193
2018-10-25,193
2018-10-26,191
2018-10-27,193
2018-10-28,193
2018-10-29,191
2018-10-30,188
2018-10-31,190
2018-11-01,195
2018-11-03,202
2018-11-04,201
2018-11-05,196
2018-11-06,191
2018-11-07,188
2018-11-08,188
2018-11-09,185
2018-11-10,190
2018-11-11,187
2018-11-12,186
2018-11-13,185
2018-11-14,185
2018-11-15,185
2018-11-16,189
2018-11-17,185
2018-11-18,183
2018-11-19,180
2018-11-20,176
2018-11-21,179
2018-11-22,182
2018-11-23,192
2018-11-24,198
2018-11-25,200
2018-11-26,197
2018-11-27,196
2018-11-28,194
2018-11-29,189
2018-12-01,185
2018-12-02,189
2018-12-03,193
2018-12-04,195
2018-12-05,196
2018-12-07,191
2018-12-09,171
2018-12-10,164
2018-12-11,166
2018-12-12,172
2018-12-13,175
2018-12-14,180
2018-12-15,180
2018-12-16,171
2018-12-17,164
2018-12-18,163
2018-12-19,168
2018-12-20,171
2018-12-21,169
2018-12-22,173
2018-12-23,167
2018-12-24,160
2018-12-25,154
2018-12-26,157
2018-12-27,164
2018-12-28,163
2018-12-29,162
2018-12-30,158
2018-12-31,154
2019-01-01,155
2019-01-02,153
2019-01-03,150
2019-01-04,152
2019-01-05,156
2019-01-06,152
2019-01-08,160
2019-01-10,173
2019-01-11,177
2019-01-12,175
2019-01-13,178
2019-01-14,176
2019-01-15,175
2019-01-16,175
2019-01-17,173
2019-01-18,168
2019-01-19,163
2019-01-20,157
2019-01-21,153
2019-01-22,155
2019-01-23,153
2019-01-24,160
2019-01-25,166
2019-01-26,172
2019-01-27,180
2019-01-28,185
2019-01-29,189
2019-01-30,194
2019-01-31,197
2019-02-01,202
2019-02-02,192
2019-02-03,184
2019-02-04,177
2019-02-05,182
2019-02-06,192
2019-02-07,199
2019-02-08,200
2019-02-09,192
2019-02-10,186
2019-02-11,182
2019-02-12,180
2019-02-13,187
2019-02-14,192
2019-02-15,195
2019-02-16,194
2019-02-17,188
2019-02-18,183
2019-02-19,184
2019-02-20,182
2019-02-21,180
2019-02-22,185
2019-02-23,186
2019-02-24,184
2019-02-25,184
2019-02-26,185
2019-02-27,191
2019-02-28,195
2019-03-01,195
2019-03-02,197
2019-03-03,200
2019-03-04,204
2019-03-05,208
2019-03-06,209
2019-03-07,203
2019-03-08,202
2019-03-09,204
2019-03-10,197
2019-03-11,192
2019-03-12,200
2019-03-13,206
2019-03-14,209
2019-03-15,204
2019-03-16,207
2019-03-17,206
2019-03-18,205
2019-03-19,213
2019-03-20,211
2019-03-21,211
2019-03-22,208
2019-03-23,210
2019-03-24,208
2019-03-25,201
2019-03-26,202
2019-03-27,199
2019-03-28,202
2019-03-29,205
2019-03-30,198
2019-03-31,199
2019-04-01,198
2019-04-02,198
2019-04-03,202
2019-04-04,205
2019-04-05,207
2019-04-06,206
2019-04-07,205
2019-04-08,204
2019-04-09,209
2019-04-10,215
2019-04-11,208
2019-04-12,208
2019-04-13,209
2019-04-14,208
2019-04-15,206
2019-04-16,203
2019-04-17,204
2019-04-18,207
2019-04-19,212
2019-04-20,212
2019-04-21,212
2019-04-22,211
2019-04-23,209
2019-04-24,215
2019-04-25,221
2019-04-26,215
2019-04-27,206
2019-04-28,205
2019-04-29,203
2019-04-30,205
2019-05-01,205
2019-05-02,210
2019-05-03,210
2019-05-04,208
2019-05-05,208
2019-05-06,211
2019-05-07,216
2019-05-08,215
2019-05-09,213
2019-05-10,210
2019-05-11,211
2019-05-12,213
2019-05-13,210
2019-05-14,209
2019-05-15,208
2019-05-16,208
2019-05-17,208
2019-05-18,210
2019-05-19,214
2019-05-20,212
2019-05-21,209
2019-05-22,210
2019-05-23,212
2019-05-24,211
2019-05-25,211
2019-05-26,210
2019-05-27,209
2019-05-28,206
2019-05-29,207
2019-05-30,211
2019-05-31,211
2019-06-01,213
2019-06-02,213
2019-06-03,210
2019-06-04,209
2019-06-05,209
2019-06-06,208
2019-06-07,208
2019-06-08,208
2019-06-09,207
2019-06-10,207
2019-06-11,207
2019-06-12,208
2019-06-13,210
2019-06-14,212
2019-06-15,217
2019-06-16,219
2019-06-17,220
2019-06-18,218
2019-06-19,215
2019-06-20,216
2019-06-21,214
2019-06-22,215
2019-06-23,219
2019-06-24,214
2019-06-25,208
2019-06-26,207
2019-06-27,207
2019-06-28,208
2019-06-29,209
2019-06-30,207
2019-07-01,204
2019-07-02,204
2019-07-03,200
2019-07-04,201
2019-07-05,200
2019-07-06,198
2019-07-07,197
2019-07-08,192
2019-07-09,188
2019-07-10,185
2019-07-11,184
2019-07-12,189
2019-07-13,192
2019-07-14,198
2019-07-15,205
2019-07-16,207
2019-07-17,209
2019-07-18,212
2019-07-19,212
2019-07-20,213
2019-07-21,213
2019-07-22,211
2019-07-23,212
2019-07-24,213
2019-07-25,217
2019-07-26,214
2019-07-27,211
2019-07-28,208
2019-07-29,200
2019-07-30,203
2019-07-31,207
2019-08-01,209
2019-08-02,208
2019-08-03,206
2019-08-04,203
2019-08-05,202
2019-08-06,204
2019-08-07,203
2019-08-08,206
2019-08-09,209
2019-08-10,211
2019-08-11,208
2019-08-12,206
2019-08-13,204
2019-08-14,202
2019-08-15,203
2019-08-16,209
2019-08-17,212
2019-08-18,214
2019-08-19,215
2019-08-20,214
2019-08-21,212
2019-08-22,210
2019-08-23,208
2019-08-24,207
2019-08-24,207
2019-08-25,200
2019-08-25,200
2019-08-26,198
2019-08-26,198
2019-08-27,197
2019-08-27,197
2019-08-28,200
2019-08-29,202
2019-08-30,203
2019-08-31,203
2019-09-01,202
2019-09-02,202
2019-09-03,203
2019-09-04,203
2019-09-05,201
2019-09-06,202
