date_obj,Twisted%20trousers%20(t3) price
2020-01-13,1000000
2020-01-14,1000000
2020-01-15,1044583
2020-01-16,1096813
2020-01-17,1149263
2020-01-18,1149263
2020-01-19,1202569
2020-01-20,1202569
2020-01-21,1202569
2020-01-22,1202569
2020-01-23,1202569
2020-01-24,1259368
2020-01-25,1259368
2020-01-26,1259368
2020-01-27,1259368
2020-01-28,1259368
2020-01-29,1259368
2020-01-30,1259368
2020-01-31,1259368
2020-02-01,1259368
2020-02-02,1259368
2020-02-03,1259368
2020-02-04,1319386
2020-02-05,1319386
2020-02-06,1319386
2020-02-07,1319386
2020-02-08,1319386
2020-02-09,1319386
2020-02-10,1319386
2020-02-11,1319386
2020-02-12,1319386
2020-02-13,1319386
2020-02-14,1319386
2020-02-15,1319386
2020-02-16,1319386
2020-02-17,1319386
2020-02-18,1319386
2020-02-19,1319386
2020-02-20,1319386
2020-02-21,1319386
2020-02-22,1381280
2020-02-23,1381280
2020-02-24,1381280
2020-02-25,1381280
2020-02-26,1381280
2020-02-27,1381280
2020-02-28,1381280
2020-02-29,1381280
2020-03-01,1381280
2020-03-02,1381280
2020-03-03,1381280
2020-03-04,1381280
2020-03-05,1381280
2020-03-06,1381280
2020-03-07,1381280
2020-03-08,1381280
2020-03-09,1381280
2020-03-10,1381280
2020-03-11,1381280
2020-03-12,1381280
2020-03-13,1445970
2020-03-14,1445970
2020-03-15,1445970
2020-03-16,1445970
2020-03-17,1445970
2020-03-18,1445970
2020-03-19,1445970
2020-03-20,1445970
2020-03-21,1445970
2020-03-22,1445970
2020-03-23,1445970
2020-03-24,1445970
2020-03-25,1445970
2020-03-26,1445970
2020-03-27,1445970
2020-03-28,1445970
2020-03-29,1445970
2020-03-30,1445970
2020-03-31,1445970
2020-04-01,1445970
2020-04-02,1445970
2020-04-03,1445970
2020-04-04,1505284
2020-04-05,1505284
2020-04-06,1505284
2020-04-07,1505284
2020-04-08,1505284
2020-04-09,1505284
2020-04-10,1505284
2020-04-11,1505284
2020-04-12,1505284
2020-04-13,1505284
2020-04-14,1505284
2020-04-15,1505284
2020-04-16,1505284
2020-04-17,1505284
2020-04-18,1505284
2020-04-19,1505284
2020-04-20,1505284
2020-04-21,1505284
2020-04-22,1505284
2020-04-23,1577167
2020-04-24,1577167
2020-04-25,1577167
2020-04-26,1577167
2020-04-27,1577167
2020-04-28,1577167
2020-04-29,1577167
2020-04-30,1577167
2020-05-01,1577167
2020-05-02,1577167
2020-05-03,1577167
2020-05-04,1577167
2020-05-05,1577167
2020-05-06,1577167
2020-05-07,1577167
2020-05-08,1577167
2020-05-09,1577167
2020-05-10,1577167
2020-05-11,1577167
2020-05-12,1577167
2020-05-13,1577167
