date_obj,Saradomin%20sword price
2019-01-20,1666962
2019-01-21,1691532
2019-01-22,1709860
2019-01-23,1706833
2019-01-24,1693387
2019-01-25,1678810
2019-01-26,1645847
2019-01-27,1628025
2019-01-28,1604790
2019-01-29,1581787
2019-01-30,1570609
2019-01-31,1564555
2019-02-01,1558865
2019-02-02,1540085
2019-02-03,1527254
2019-02-04,1519194
2019-02-05,1502787
2019-02-06,1501679
2019-02-07,1499573
2019-02-08,1488307
2019-02-09,1471691
2019-02-10,1454087
2019-02-11,1429410
2019-02-12,1402011
2019-02-13,1373754
2019-02-14,1348586
2019-02-15,1361956
2019-02-16,1337211
2019-02-17,1315608
2019-02-18,1310925
2019-02-19,1303135
2019-02-20,1297974
2019-02-21,1268135
2019-02-22,1244862
2019-02-23,1231018
2019-02-24,1207286
2019-02-25,1195038
2019-02-26,1181310
2019-02-27,1166986
2019-02-28,1147980
2019-03-01,1136841
2019-03-02,1129953
2019-03-03,1142676
2019-03-04,1146952
2019-03-05,1186009
2019-03-06,1224301
2019-03-07,1279325
2019-03-08,1295920
2019-03-09,1313320
2019-03-10,1340514
2019-03-11,1357479
2019-03-12,1354836
2019-03-13,1354084
2019-03-14,1343350
2019-03-15,1332008
2019-03-16,1327273
2019-03-17,1314866
2019-03-18,1312098
2019-03-19,1294714
2019-03-20,1288504
2019-03-21,1283398
2019-03-22,1270576
2019-03-23,1255130
2019-03-24,1235583
2019-03-25,1199254
2019-03-26,1170964
2019-03-27,1157004
2019-03-28,1146235
2019-03-29,1130453
2019-03-30,1118137
2019-03-31,1113531
2019-04-01,1129766
2019-04-02,1130727
2019-04-03,1124258
2019-04-04,1126337
2019-04-05,1127821
2019-04-06,1143915
2019-04-07,1161301
2019-04-08,1163044
2019-04-09,1167515
2019-04-10,1179581
2019-04-11,1187799
2019-04-12,1191630
2019-04-13,1178329
2019-04-14,1161609
2019-04-15,1143702
2019-04-16,1125256
2019-04-17,1114985
2019-04-18,1116462
2019-04-19,1128821
2019-04-20,1139740
2019-04-21,1122067
2019-04-22,1103946
2019-04-23,1095714
2019-04-24,1087306
2019-04-25,1070327
2019-04-26,1060820
2019-04-27,1050006
2019-04-28,1046393
2019-04-29,1044443
2019-04-30,1035802
2019-05-01,1032797
2019-05-02,1047874
2019-05-03,1041451
2019-05-04,1050422
2019-05-05,1049006
2019-05-06,1054858
2019-05-07,1047885
2019-05-08,1071069
2019-05-09,1071054
2019-05-10,1066642
2019-05-11,1072029
2019-05-12,1078686
2019-05-13,1114371
2019-05-14,1151138
2019-05-15,1151328
2019-05-16,1178124
2019-05-17,1175900
2019-05-18,1168091
2019-05-19,1166594
2019-05-20,1171696
2019-05-21,1158863
2019-05-22,1139660
2019-05-23,1126262
2019-05-24,1113315
2019-05-25,1106487
2019-05-26,1095935
2019-05-27,1081983
2019-05-28,1067204
2019-05-29,1057930
2019-05-30,1047401
2019-05-31,1041468
2019-06-01,1034753
2019-06-02,1027790
2019-06-03,1016739
2019-06-04,1012819
2019-06-05,1005765
2019-06-06,998748
2019-06-07,989727
2019-06-08,974386
2019-06-09,962989
2019-06-10,953295
2019-06-11,938606
2019-06-12,930138
2019-06-13,911097
2019-06-14,896616
2019-06-15,879948
2019-06-16,864150
2019-06-17,863975
2019-06-18,855695
2019-06-19,849802
2019-06-20,851168
2019-06-21,841379
2019-06-22,832502
2019-06-23,824729
2019-06-24,818471
2019-06-25,816990
2019-06-26,842935
2019-06-27,881069
2019-06-28,911096
2019-06-29,944932
2019-06-30,949259
2019-07-01,991268
2019-07-02,1003386
2019-07-03,1009379
2019-07-04,997092
2019-07-05,982229
2019-07-06,976499
2019-07-07,966338
2019-07-08,950457
2019-07-09,951830
2019-07-10,963705
2019-07-11,956269
2019-07-12,948831
2019-07-13,938285
2019-07-14,923651
2019-07-15,918500
2019-07-16,908068
2019-07-17,890938
2019-07-18,891381
2019-07-19,890772
2019-07-20,880338
2019-07-21,867434
2019-07-22,862266
2019-07-23,849876
2019-07-24,845693
2019-07-25,835737
2019-07-26,847487
2019-07-27,834843
2019-07-28,830199
2019-07-29,829558
2019-07-30,821760
2019-07-31,814268
2019-08-01,806337
2019-08-02,796132
2019-08-03,796417
2019-08-04,806961
2019-08-05,809561
2019-08-06,816516
2019-08-07,807786
2019-08-08,810258
2019-08-09,811076
2019-08-10,808816
2019-08-11,808209
2019-08-12,810228
2019-08-13,843786
2019-08-14,885976
2019-08-15,930210
2019-08-16,976715
2019-08-17,1023863
2019-08-18,1074371
2019-08-19,1128090
2019-08-20,1182407
2019-08-21,1169005
2019-08-22,1159473
2019-08-23,1174477
2019-08-24,1178085
2019-08-24,1178085
2019-08-25,1174148
2019-08-25,1174148
2019-08-26,1207408
2019-08-26,1207408
2019-08-27,1240441
2019-08-27,1240441
2019-08-28,1297970
2019-08-29,1353735
2019-08-30,1395117
2019-08-31,1426447
2019-09-01,1443667
2019-09-02,1484035
2019-09-03,1441927
2019-09-04,1403575
2019-09-05,1338682
2019-09-06,1272267
2019-09-07,1214550
2019-09-08,1168474
2019-09-09,1144559
2019-09-10,1165704
2019-09-11,1213277
2019-09-12,1214628
2019-09-13,1209726
2019-09-14,1207822
2019-09-15,1173166
2019-09-16,1124304
2019-09-17,1068088
2019-09-18,1034969
2019-09-19,1029856
2019-09-20,1016041
2019-09-21,1000820
2019-09-22,974184
2019-09-23,955451
2019-09-24,948889
2019-09-25,949659
2019-09-26,984415
2019-09-27,1033636
2019-09-28,1085318
2019-09-29,1139584
2019-09-30,1196564
2019-10-01,1212098
2019-10-02,1151493
2019-10-03,1094097
2019-10-04,1040357
2019-10-05,1010696
2019-10-06,975517
2019-10-07,952292
2019-10-08,946727
2019-10-09,940503
2019-10-10,956659
2019-10-11,973726
2019-10-12,971448
2019-10-13,973046
2019-10-14,948556
2019-10-15,934903
2019-10-16,924956
2019-10-17,910903
2019-10-18,907581
2019-10-19,919801
2019-10-20,923805
2019-10-21,903652
2019-10-22,895523
2019-10-23,880942
2019-10-24,857563
2019-10-25,841973
2019-10-26,816401
2019-10-27,808514
2019-10-28,804975
2019-10-29,800514
2019-10-30,790223
2019-10-31,787980
2019-11-01,797893
2019-11-02,805139
2019-11-03,822763
2019-11-04,810183
2019-11-05,804933
2019-11-06,801089
2019-11-07,791920
2019-11-08,783262
2019-11-09,783798
2019-11-10,775935
2019-11-11,778696
2019-11-12,780551
2019-11-13,780124
2019-11-14,782860
2019-11-15,786530
2019-11-16,785548
2019-11-17,780533
2019-11-18,771917
2019-11-19,759378
2019-11-20,750811
2019-11-21,749128
2019-11-22,762244
2019-11-23,762890
2019-11-24,773497
2019-11-25,772469
2019-11-26,772043
2019-11-27,771257
2019-11-28,775806
2019-11-29,770534
2019-11-30,757516
2019-12-01,754169
2019-12-02,747215
2019-12-03,743161
2019-12-04,747169
2019-12-05,743756
2019-12-06,737717
2019-12-07,736282
2019-12-08,716720
2019-12-09,705842
2019-12-10,700866
2019-12-11,707175
2019-12-12,696754
2019-12-13,717575
2019-12-14,741512
2019-12-15,775824
2019-12-16,761611
2019-12-17,779899
2019-12-18,794861
2019-12-19,808322
2019-12-20,791772
2019-12-21,773706
2019-12-22,755698
2019-12-23,746630
2019-12-24,740517
2019-12-25,735223
2019-12-26,736126
2019-12-27,738467
2019-12-28,737527
2019-12-29,744110
2019-12-30,734156
2019-12-31,731804
2020-01-01,729941
2020-01-02,730344
2020-01-03,731899
2020-01-04,737065
2020-01-05,734321
2020-01-06,737647
2020-01-07,744326
2020-01-08,754782
2020-01-09,759962
2020-01-10,769085
2020-01-11,773152
2020-01-12,809016
2020-01-13,813079
2020-01-14,825686
2020-01-15,835067
2020-01-16,802049
2020-01-17,769138
2020-01-18,773336
2020-01-19,750730
2020-01-20,740087
2020-01-21,738365
2020-01-22,734889
2020-01-23,745408
2020-01-24,740273
2020-01-25,732480
2020-01-26,720595
2020-01-27,717879
2020-01-28,715686
2020-01-29,718148
2020-01-30,735806
2020-01-31,738421
2020-02-01,768402
2020-02-02,756898
2020-02-03,753604
2020-02-04,765991
2020-02-05,757823
2020-02-06,754730
2020-02-07,744836
2020-02-08,740949
2020-02-09,704133
2020-02-10,702651
2020-02-11,727548
2020-02-12,735625
2020-02-13,742366
2020-02-14,750497
2020-02-15,746953
2020-02-16,739270
2020-02-17,735106
2020-02-18,727451
2020-02-19,722659
2020-02-20,712343
2020-02-21,708974
2020-02-22,694863
2020-02-23,687037
2020-02-24,691370
2020-02-25,694897
2020-02-26,707151
2020-02-27,703275
2020-02-28,703633
2020-02-29,697209
2020-03-01,696727
2020-03-02,688921
2020-03-03,693724
2020-03-04,688376
2020-03-05,687933
2020-03-06,682773
2020-03-07,673765
2020-03-08,670721
2020-03-09,681459
2020-03-10,675532
2020-03-11,675465
2020-03-12,676248
2020-03-13,676983
2020-03-14,700712
2020-03-15,699418
2020-03-16,707727
2020-03-17,708486
2020-03-18,701417
2020-03-19,688624
2020-03-20,679838
2020-03-21,679927
2020-03-22,685138
2020-03-23,682201
2020-03-24,694295
2020-03-25,710123
2020-03-26,726426
2020-03-27,733849
2020-03-28,734427
2020-03-29,756335
2020-03-30,762423
2020-03-31,771540
2020-04-01,764468
2020-04-02,755959
2020-04-03,747692
2020-04-04,735364
2020-04-05,722340
2020-04-06,712022
2020-04-07,709929
2020-04-08,725749
2020-04-09,726999
2020-04-10,712366
2020-04-11,703580
2020-04-12,696680
2020-04-13,687545
2020-04-14,681770
2020-04-15,673773
2020-04-16,671192
2020-04-17,664470
2020-04-18,655890
2020-04-19,648673
2020-04-20,645530
2020-04-21,661532
2020-04-22,676248
2020-04-23,686662
2020-04-24,687023
2020-04-25,682762
2020-04-26,666518
2020-04-27,663228
2020-04-28,661537
2020-04-29,658713
2020-04-30,666664
2020-05-01,673733
2020-05-02,664711
2020-05-03,655934
2020-05-04,650478
2020-05-05,654817
2020-05-06,647024
2020-05-07,638103
2020-05-08,632920
2020-05-09,619847
2020-05-10,616896
2020-05-11,619666
2020-05-12,615588
2020-05-13,612868
