date_obj,Green%20d'hide%20chaps price
2016-10-11,2139
2016-10-12,2158
2016-10-13,2162
2016-10-14,2196
2016-10-15,2165
2016-10-16,2156
2016-10-17,2174
2016-10-18,2158
2016-10-19,2192
2016-10-20,2196
2016-10-21,2186
2016-10-22,2207
2016-10-23,2196
2016-10-24,2179
2016-10-25,2184
2016-10-26,2179
2016-10-27,2154
2016-10-28,2163
2016-10-29,2160
2016-10-30,2153
2016-10-31,2167
2016-11-01,2168
2016-11-02,2184
2016-11-03,2165
2016-11-04,2193
2016-11-05,2218
2016-11-06,2205
2016-11-07,2188
2016-11-08,2198
2016-11-09,2188
2016-11-10,2186
2016-11-11,2199
2016-11-12,2223
2016-11-13,2220
2016-11-14,2184
2016-11-15,2197
2016-12-07,2172
2016-12-08,2177
2016-12-09,2180
2016-12-10,2172
2016-12-11,2169
2016-12-12,2147
2016-12-13,2154
2016-12-14,2159
2016-12-15,2186
2016-12-16,2182
2016-12-17,2179
2016-12-18,2168
2016-12-19,2163
2016-12-20,2179
2016-12-21,2174
2016-12-22,2163
2016-12-23,2155
2016-12-24,2159
2016-12-25,2165
2016-12-26,2174
2016-12-27,2166
2016-12-28,2152
2016-12-29,2161
2016-12-30,2171
2016-12-31,2166
2017-01-01,2174
2017-01-02,2156
2017-01-03,2145
2017-01-04,2125
2017-01-05,2140
2017-01-06,2159
2017-01-07,2162
2017-01-08,2153
2017-01-09,2163
2017-01-10,2180
2017-01-11,2186
2017-01-12,2196
2017-01-13,2184
2017-01-14,2199
2017-01-15,2175
2017-01-16,2187
2017-01-17,2186
2017-01-18,2203
2017-01-19,2220
2017-01-20,2198
2017-01-21,2177
2017-01-22,2189
2017-01-23,2189
2017-01-27,2225
2017-01-28,2242
2017-01-29,2242
2017-01-30,2272
2017-01-31,2232
2017-02-01,2204
2017-02-02,2197
2017-02-03,2186
2017-02-04,2189
2017-02-05,2174
2017-02-06,2174
2017-02-07,2167
2017-02-08,2161
2017-02-09,2127
2017-02-10,2170
2017-02-11,2182
2017-02-12,2152
2017-02-13,2187
2017-02-14,2168
2017-02-15,2166
2017-02-16,2169
2017-02-18,2158
2017-02-19,2158
2017-02-20,2182
2017-02-21,2180
2017-02-22,2175
2017-02-23,2172
2017-02-24,2157
2017-02-25,2142
2017-02-26,2154
2017-02-27,2153
2017-02-28,2178
2017-03-01,2168
2017-03-02,2175
2017-03-03,2181
2017-03-04,2173
2017-03-05,2174
2017-03-06,2167
2017-03-07,2200
2017-03-08,2186
2017-03-09,2183
2017-03-10,2176
2017-03-11,2177
2017-03-12,2165
2017-03-13,2165
2017-03-14,2170
2017-03-15,2182
2017-03-16,2182
2017-03-17,2184
2017-03-18,2186
2017-03-19,2172
2017-03-20,2170
2017-03-21,2166
2017-03-22,2194
2017-03-23,2174
2017-03-24,2182
2017-03-25,2177
2017-03-26,2188
2017-03-27,2192
2017-03-28,2166
2017-03-29,2167
2017-03-30,2154
2017-03-31,2168
2017-04-01,2162
2017-04-02,2192
2017-04-03,2176
2017-04-04,2156
2017-04-12,2192
2017-04-13,2213
2017-04-14,2210
2017-04-15,2197
2017-04-16,2217
2017-04-17,2217
2017-04-18,2224
2017-04-19,2247
2017-04-20,2189
2017-04-21,2176
2017-04-22,2216
2017-04-23,2200
2017-04-24,2178
2017-04-25,2164
2017-04-26,2178
2017-04-27,2178
2017-04-28,2183
2017-04-29,2197
2017-04-30,2173
2017-05-01,2167
2017-05-02,2158
2017-05-03,2174
2017-05-04,2177
2017-05-05,2175
2017-05-06,2179
2017-05-07,2169
2017-05-08,2153
2017-05-09,2161
2017-05-10,2162
2017-05-11,2163
2017-05-12,2164
2017-05-13,2167
2017-05-14,2167
2017-05-15,2171
2017-05-16,2158
2017-05-17,2158
2017-05-18,2151
2017-05-19,2144
2017-05-20,2172
2017-05-21,2153
2017-05-22,2148
2017-05-23,2162
2017-05-24,2174
2017-05-25,2125
2017-05-26,2159
2017-05-27,2185
2017-05-28,2177
2017-05-29,2159
2017-05-30,2180
2017-05-31,2171
2017-06-01,2180
2017-06-02,2173
2017-06-03,2162
2017-06-04,2172
2017-06-05,2175
2017-06-06,2169
2017-06-07,2172
2017-06-08,2163
2017-06-09,2149
2017-06-10,2155
2017-06-11,2149
2017-06-12,2135
2017-06-13,2149
2017-06-14,2173
2017-06-15,2205
2017-06-16,2223
2017-06-17,2209
2017-06-18,2216
2017-06-19,2222
2017-06-20,2222
2017-06-21,2248
2017-06-22,2251
2017-06-23,2234
2017-06-24,2207
2017-06-25,2160
2017-06-26,2145
2017-06-27,2169
2017-06-28,2157
2017-06-29,2136
2017-06-30,2139
2017-07-01,2157
2017-07-02,2172
2017-07-03,2173
2017-07-04,2173
2017-07-05,2165
2017-07-06,2185
2017-07-07,2175
2017-07-08,2188
2017-07-13,2154
2017-07-14,2164
2017-07-15,2185
2017-07-16,2172
2017-07-17,2177
2017-07-18,2201
2017-07-19,2194
2017-07-20,2183
2017-07-21,2201
2017-07-22,2221
2017-07-23,2207
2017-07-24,2207
2017-07-25,2255
2017-07-26,2249
2017-07-27,2222
2017-07-28,2207
2017-07-29,2214
2017-07-30,2191
2017-07-31,2200
2017-08-01,2204
2017-08-02,2209
2017-08-03,2182
2017-08-04,2194
2017-08-05,2202
2017-08-06,2218
2017-08-09,2225
2017-08-10,2199
2017-08-11,2172
2017-08-12,2191
2017-08-13,2247
2017-08-14,2219
2017-08-15,2219
2017-08-16,2202
2017-08-17,2227
2017-08-18,2234
2017-08-19,2278
2017-08-20,2259
2017-08-21,2266
2017-08-22,2253
2017-08-23,2249
2017-08-24,2253
2017-08-25,2235
2017-08-26,2197
2017-08-27,2210
2017-08-28,2186
2017-08-29,2188
2017-08-30,2200
2017-08-31,2167
2017-09-01,2183
2017-09-02,2176
2017-09-03,2142
2017-09-04,2149
2017-09-05,2187
2017-09-06,2195
2017-09-07,2225
2017-09-08,2216
2017-09-09,2220
2017-09-10,2216
2017-09-11,2206
2017-09-12,2209
2017-09-13,2188
2017-09-14,2190
2017-09-15,2160
2017-09-16,2191
2017-09-17,2182
2017-09-18,2200
2017-09-19,2203
2017-09-20,2190
2017-09-21,2189
2017-09-22,2208
2017-09-23,2178
2017-09-24,2190
2017-09-25,2169
2017-09-26,2167
2017-09-27,2137
2017-09-28,2156
2017-09-29,2171
2017-09-30,2177
2017-10-01,2193
2017-10-02,2183
2017-10-03,2164
2017-10-04,2169
2017-10-05,2177
2017-10-06,2161
2017-10-07,2159
2017-10-08,2169
2017-10-09,2168
2017-10-10,2180
2017-10-11,2179
2017-10-12,2183
2017-10-13,2200
2017-10-14,2169
2017-10-15,2138
2017-10-16,2154
2017-10-17,2163
2017-10-18,2168
2017-10-19,2167
2017-10-20,2176
2017-10-21,2166
2017-10-22,2161
2017-10-23,2151
2017-10-24,2154
2017-10-25,2158
2017-10-26,2161
2017-10-27,2123
2017-10-28,2135
2017-10-29,2134
2017-10-30,2123
2017-10-31,2161
2017-11-01,2172
2017-11-02,2182
2017-11-03,2159
2017-11-04,2163
2017-11-05,2141
2017-11-06,2186
2017-11-07,2147
2017-11-08,2182
2017-11-09,2189
2017-11-10,2177
2017-11-11,2175
2017-11-12,2161
2017-11-13,2173
2017-11-14,2191
2017-11-15,2215
2017-11-16,2243
2017-11-17,2241
2017-11-18,2237
2017-11-19,2205
2017-11-20,2216
2017-11-21,2214
2017-11-22,2238
2017-11-23,2209
2017-11-24,2188
2017-11-25,2169
2017-11-26,2165
2017-11-27,2169
2017-11-28,2175
2017-11-29,2180
2017-11-30,2151
2017-12-01,2158
2017-12-02,2166
2017-12-03,2168
2017-12-04,2147
2017-12-05,2167
2017-12-06,2180
2017-12-07,2207
2017-12-08,2185
2017-12-09,2190
2017-12-10,2175
2017-12-11,2179
2017-12-12,2149
2017-12-13,2170
2017-12-14,2170
2017-12-15,2160
2017-12-16,2153
2017-12-17,2140
2017-12-18,2153
2017-12-19,2150
2017-12-20,2160
2017-12-21,2156
2017-12-22,2169
2017-12-23,2158
2017-12-24,2156
2017-12-25,2156
2017-12-26,2165
2017-12-27,2150
2017-12-28,2112
2017-12-29,2151
2017-12-30,2152
2017-12-31,2150
2018-01-01,2147
2018-01-02,2128
2018-01-03,2111
2018-01-04,2144
2018-01-05,2157
2018-01-06,2166
2018-01-07,2153
2018-01-08,2163
2018-01-09,2150
2018-01-10,2168
2018-01-11,2177
2018-01-12,2202
2018-01-13,2201
2018-01-14,2191
2018-01-15,2157
2018-01-16,2161
2018-01-17,2161
2018-01-18,2167
2018-01-19,2171
2018-01-20,2144
2018-01-21,2177
2018-01-22,2175
2018-01-23,2191
2018-01-25,2163
2018-01-26,2175
2018-01-27,2222
2018-01-28,2212
2018-01-29,2175
2018-01-30,2158
2018-01-31,2148
2018-02-01,2161
2018-02-02,2143
2018-02-03,2164
2018-02-04,2154
2018-02-05,2186
2018-02-06,2181
2018-02-07,2173
2018-02-08,2201
2018-02-09,2204
2018-02-10,2211
2018-02-11,2181
2018-02-12,2174
2018-02-13,2167
2018-02-14,2216
2018-02-15,2188
2018-02-16,2192
2018-02-17,2181
2018-02-18,2190
2018-02-19,2177
2018-02-20,2150
2018-02-21,2173
2018-02-22,2177
2018-02-23,2157
2018-02-24,2154
2018-02-25,2174
2018-02-26,2165
2018-02-27,2183
2018-02-28,2209
2018-03-01,2209
2018-03-02,2194
2018-03-03,2162
2018-03-04,2187
2018-03-05,2209
2018-03-06,2203
2018-03-07,2217
2018-03-08,2208
2018-03-09,2200
2018-03-10,2169
2018-03-11,2159
2018-03-12,2160
2018-03-13,2150
2018-03-14,2146
2018-03-15,2146
2018-03-16,2162
2018-03-17,2142
2018-03-18,2133
2018-03-19,2133
2018-03-20,2147
2018-03-21,2181
2018-03-23,2191
2018-03-24,2163
2018-03-25,2157
2018-03-26,2126
2018-03-27,2136
2018-03-28,2143
2018-03-29,2158
2018-03-30,2154
2018-03-31,2174
2018-04-01,2162
2018-04-02,2171
2018-04-03,2160
2018-04-04,2168
2018-04-05,2181
2018-04-06,2210
2018-04-07,2224
2018-04-08,2261
2018-04-09,2262
2018-04-10,2286
2018-04-11,2273
2018-04-12,2226
2018-04-13,2261
2018-04-14,2209
2018-04-15,2217
2018-04-16,2285
2018-04-17,2231
2018-04-18,2218
2018-04-19,2225
2018-04-20,2250
2018-04-21,2247
2018-04-22,2258
2018-04-23,2224
2018-04-24,2188
2018-04-25,2155
2018-04-26,2128
2018-04-27,2158
2018-04-28,2170
2018-04-29,2143
2018-04-30,2157
2018-05-01,2152
2018-05-04,2161
2018-05-05,2155
2018-05-06,2160
2018-05-07,2154
2018-05-08,2128
2018-05-09,2154
2018-05-10,2153
2018-05-11,2175
2018-05-12,2166
2018-05-13,2123
2018-05-14,2145
2018-05-15,2176
2018-05-16,2179
2018-05-17,2173
2018-05-18,2194
2018-05-19,2213
2018-05-20,2185
2018-05-21,2224
2018-05-22,2219
2018-05-23,2243
2018-05-24,2240
2018-05-25,2187
2018-05-26,2164
2018-05-27,2172
2018-05-28,2155
2018-05-29,2127
2018-05-30,2172
2018-05-31,2167
2018-06-01,2213
2018-06-02,2179
2018-06-03,2137
2018-06-04,2156
2018-06-05,2162
2018-06-06,2183
2018-06-07,2162
2018-06-08,2182
2018-06-09,2169
2018-06-10,2160
2018-06-11,2158
2018-06-12,2150
2018-06-13,2166
2018-06-14,2174
2018-06-15,2177
2018-06-16,2188
2018-06-17,2188
2018-06-18,2196
2018-06-19,2170
2018-06-20,2194
2018-06-21,2154
2018-06-22,2172
2018-06-23,2201
2018-06-24,2150
2018-06-25,2141
2018-06-26,2173
2018-06-27,2167
2018-06-28,2150
2018-06-29,2152
2018-06-30,2162
2018-07-01,2167
2018-07-02,2156
2018-07-03,2167
2018-07-04,2173
2018-07-05,2184
2018-07-06,2170
2018-07-07,2193
2018-07-08,2206
2018-07-09,2210
2018-07-10,2180
2018-07-11,2197
2018-07-12,2177
2018-07-13,2215
2018-07-14,2227
2018-07-15,2258
2018-07-16,2215
2018-07-17,2186
2018-07-18,2127
2018-07-19,2161
2018-07-20,2156
2018-07-21,2148
2018-07-22,2131
2018-07-23,2171
2018-07-24,2162
2018-07-25,2163
2018-07-26,2148
2018-07-27,2169
2018-07-28,2148
2018-07-29,2145
2018-07-30,2137
2018-07-31,2161
2018-08-01,2126
2018-08-02,2120
2018-08-03,2147
2018-08-04,2154
2018-08-05,2066
2018-08-06,2109
2018-08-07,2106
2018-08-08,2131
2018-08-09,2159
2018-08-10,2151
2018-08-11,2149
2018-08-12,2128
2018-08-14,2102
2018-08-16,2120
2018-08-17,2118
2018-08-18,2112
2018-08-19,2110
2018-08-20,2109
2018-08-21,2138
2018-08-22,2114
2018-08-23,2069
2018-08-24,2093
2018-08-25,2092
2018-08-26,2107
2018-08-27,2104
2018-08-28,2128
2018-08-29,2122
2018-08-30,2132
2018-08-31,2134
2018-09-01,2132
2018-09-02,2130
2018-09-03,2102
2018-09-04,2110
2018-09-05,2117
2018-09-06,2076
2018-09-07,2104
2018-09-08,2104
2018-09-09,2070
2018-09-10,2112
2018-09-11,2122
2018-09-12,2120
2018-09-13,2134
2018-09-14,2114
2018-09-15,2130
2018-09-16,2155
2018-09-17,2144
2018-09-18,2132
2018-09-19,2122
2018-09-20,2136
2018-09-21,2121
2018-09-22,2136
2018-09-23,2125
2018-09-24,2125
2018-09-25,2135
2018-09-26,2138
2018-09-27,2153
2018-09-28,2145
2018-09-29,2101
2018-09-30,2124
2018-10-01,2147
2018-10-02,2136
2018-10-03,2146
2018-10-04,2159
2018-10-05,2159
2018-10-06,2147
2018-10-07,2186
2018-10-08,2164
2018-10-09,2142
2018-10-10,2153
2018-10-11,2143
2018-10-12,2140
2018-10-13,2145
2018-10-14,2142
2018-10-15,2162
2018-10-16,2138
2018-10-17,2107
2018-10-18,2098
2018-10-19,2133
2018-10-20,2139
2018-10-21,2157
2018-10-22,2152
2018-10-23,2115
2018-10-24,2130
2018-10-25,2127
2018-10-26,2109
2018-10-27,2106
2018-10-28,2148
2018-10-29,2155
2018-10-30,2186
2018-10-31,2206
2018-11-01,2184
2018-11-03,2180
2018-11-04,2200
2018-11-05,2197
2018-11-06,2195
2018-11-07,2250
2018-11-08,2247
2018-11-09,2211
2018-11-10,2215
2018-11-11,2174
2018-11-12,2152
2018-11-13,2153
2018-11-14,2167
2018-11-15,2135
2018-11-16,2139
2018-11-17,2133
2018-11-18,2138
2018-11-19,2151
2018-11-20,2152
2018-11-21,2119
2018-11-22,2127
2018-11-23,2114
2018-11-24,2097
2018-11-25,2106
2018-11-26,2105
2018-11-27,2108
2018-11-28,2119
2018-11-29,2129
2018-12-01,2119
2018-12-02,2117
2018-12-03,2105
2018-12-04,2090
2018-12-05,2107
2018-12-07,2110
2018-12-09,2129
2018-12-10,2118
2018-12-11,2134
2018-12-12,2131
2018-12-13,2118
2018-12-14,2152
2018-12-15,2129
2018-12-16,2122
2018-12-17,2138
2018-12-18,2139
2018-12-19,2127
2018-12-20,2147
2018-12-21,2134
2018-12-22,2112
2018-12-23,2107
2018-12-24,2121
2018-12-25,2125
2018-12-26,2132
2018-12-27,2112
2018-12-28,2104
2018-12-29,2103
2018-12-30,2095
2018-12-31,2075
2019-01-01,2058
2019-01-02,2072
2019-01-03,2082
2019-01-04,2097
2019-01-05,2131
2019-01-06,2121
2019-01-08,2121
2019-01-10,2116
2019-01-11,2115
2019-01-12,2118
2019-01-13,2100
2019-01-14,2106
2019-01-15,2118
2019-01-16,2116
2019-01-17,2128
2019-01-18,2138
2019-01-19,2138
2019-01-20,2105
2019-01-21,2115
2019-01-22,2133
2019-01-23,2125
2019-01-24,2119
2019-01-25,2120
2019-01-26,2161
2019-01-27,2125
2019-01-28,2097
2019-01-29,2096
2019-01-30,2108
2019-01-31,2135
2019-02-01,2132
2019-02-02,2135
2019-02-03,2122
2019-02-04,2123
2019-02-05,2140
2019-02-06,2118
2019-02-07,2144
2019-02-08,2161
2019-02-09,2140
2019-02-10,2138
2019-02-11,2153
2019-02-12,2155
2019-02-13,2161
2019-02-14,2200
2019-02-15,2163
2019-02-16,2133
2019-02-17,2130
2019-02-18,2151
2019-02-19,2151
2019-02-20,2144
2019-02-21,2141
2019-02-22,2148
2019-02-23,2140
2019-02-24,2145
2019-02-25,2147
2019-02-26,2144
2019-02-27,2141
2019-02-28,2143
2019-03-01,2148
2019-03-02,2144
2019-03-03,2130
2019-03-04,2143
2019-03-05,2142
2019-03-06,2171
2019-03-07,2171
2019-03-08,2231
2019-03-09,2252
2019-03-10,2250
2019-03-11,2244
2019-03-12,2202
2019-03-13,2212
2019-03-14,2175
2019-03-15,2165
2019-03-16,2168
2019-03-17,2152
2019-03-18,2125
2019-03-19,2141
2019-03-20,2138
2019-03-21,2139
2019-03-22,2133
2019-03-23,2144
2019-03-24,2148
2019-03-25,2130
2019-03-26,2149
