date_obj,Mithril%20dragon%20mask price
2015-12-17,26415
2015-12-18,26415
2015-12-19,26415
2015-12-20,26225
2015-12-21,26225
2015-12-22,26225
2015-12-23,26225
2015-12-24,26225
2015-12-25,26273
2015-12-26,26273
2015-12-27,26273
2015-12-28,26273
2015-12-29,26249
2015-12-30,26249
2015-12-31,26249
2016-01-01,26249
2016-01-02,26249
2016-01-03,26228
2016-01-04,26228
2016-01-05,26228
2016-01-06,26228
2016-01-07,26064
2016-01-08,26064
2016-01-09,26064
2016-01-10,26064
2016-01-11,25833
2016-01-12,25833
2016-01-13,25833
2016-01-14,25833
2016-01-15,25940
2016-01-16,25940
2016-01-17,25940
2016-01-18,25940
2016-01-19,25724
2016-01-20,25724
2016-01-21,25724
2016-01-22,25724
2016-01-23,25386
2016-01-24,25386
2016-01-25,25386
2016-01-26,25386
2016-01-27,24795
2016-01-28,24795
2016-01-29,24795
2016-01-30,24795
2016-01-31,24795
2016-02-01,24611
2016-02-02,24611
2016-02-03,24611
2016-02-04,24611
2016-02-05,24447
2016-02-06,24447
2016-02-07,24447
2016-02-08,24447
2016-02-09,23687
2016-02-10,23687
2016-02-11,23687
2016-02-12,23687
2016-02-13,23558
2016-02-14,23558
2016-02-15,23558
2016-02-16,23558
2016-02-17,23558
2016-02-18,23138
2016-02-19,23138
2016-02-20,23138
2016-02-21,22266
2016-02-22,22266
2016-02-23,22266
2016-02-24,22266
2016-02-25,23025
2016-02-26,23025
2016-02-27,23025
2016-02-28,23025
2016-02-29,23025
2016-03-01,23937
2016-03-02,23937
2016-03-03,23937
2016-03-04,23937
2016-03-05,23937
2016-03-06,25021
2016-03-07,25021
2016-03-08,25021
2016-03-09,25021
2016-03-10,26079
2016-03-11,26079
2016-03-12,26079
2016-03-13,26079
2016-03-14,26079
2016-03-15,26527
2016-03-16,26527
2016-03-17,26527
2016-03-18,26527
2016-03-19,26527
2016-03-20,26834
2016-03-21,26834
2016-03-22,26834
2016-03-23,26834
2016-03-24,26834
2016-03-25,27063
2016-03-26,27063
2016-03-27,27063
2016-03-28,27063
2016-03-29,26705
2016-03-30,26705
2016-03-31,26705
2016-04-01,26705
2016-04-02,26705
2016-04-03,26351
2016-04-04,26351
2016-04-05,26351
2016-04-06,26351
2016-04-07,26151
2016-04-08,26151
2016-04-09,26151
2016-04-10,25373
2016-04-11,25373
2016-04-12,25373
2016-04-13,25373
2016-04-14,25373
2016-04-15,25109
2016-04-16,25109
2016-04-17,25109
2016-04-18,24815
2016-04-19,24815
2016-04-20,24815
2016-04-21,24815
2016-04-22,24815
2016-04-23,24922
2016-04-24,24922
2016-04-25,24922
2016-04-26,24922
2016-04-27,25534
2016-04-28,25534
2016-04-29,25534
2016-04-30,25534
2016-05-01,25534
2016-05-02,25855
2016-05-03,25855
2016-05-04,25855
2016-05-05,25855
2016-05-06,25608
2016-05-07,25608
2016-05-08,25608
2016-05-09,25608
2016-05-10,25591
2016-05-11,25591
2016-05-12,25591
2016-05-13,25591
2016-05-14,25591
2016-05-15,24998
2016-05-16,24998
2016-05-17,24998
2016-05-18,24998
2016-05-19,24751
2016-05-22,24751
2016-05-23,24686
2016-05-24,24686
2016-05-25,24686
2016-05-26,24686
2016-05-27,24254
2016-05-28,24254
2016-05-29,24254
2016-05-30,24254
2016-05-31,24146
2016-06-01,24146
2016-06-02,24146
2016-06-03,24146
2016-06-04,23695
2016-06-05,23695
2016-06-06,23695
2016-06-07,23445
2016-06-08,23445
2016-06-09,23445
2016-06-10,23127
2016-06-11,23127
2016-06-12,23127
2016-06-13,23127
2016-06-14,22552
2016-06-15,22552
2016-06-16,22552
2016-06-17,22552
2016-06-18,22326
2016-06-19,22326
2016-06-20,22326
2016-06-21,22326
2016-06-22,21998
2016-06-23,21998
2016-06-24,21998
2016-06-25,21998
2016-06-26,21998
2016-06-27,21591
2016-06-28,21591
2016-06-29,21591
2016-06-30,21591
2016-07-01,21116
2016-07-02,21116
2016-07-03,21116
2016-07-04,21116
2016-07-05,20887
2016-07-06,20887
2016-07-07,20887
2016-07-08,20887
2016-07-09,20293
2016-07-10,20293
2016-07-11,20293
2016-07-12,20293
2016-07-13,20293
2016-07-14,20328
2016-07-15,20328
2016-07-16,20328
2016-07-17,20328
2016-07-18,20328
2016-07-23,20512
2016-07-24,20678
2016-07-25,20678
2016-07-26,20678
2016-07-27,20678
2016-07-28,20678
2016-07-29,20877
2016-07-30,20877
2016-07-31,20877
2016-08-01,20877
2016-08-02,20877
2016-08-03,21073
2016-08-04,21073
2016-08-05,21073
2016-08-06,21073
2016-08-07,21073
2016-08-08,21073
2016-08-09,20759
2016-08-10,20759
2016-08-11,20759
2016-08-12,20759
2016-08-13,20759
2016-08-14,20759
2016-08-15,20249
2016-08-16,20249
2016-08-17,20249
2016-08-18,20249
2016-08-19,20249
2016-08-20,19679
2016-08-21,19679
2016-08-22,19679
2016-08-23,19679
2016-08-24,19679
2016-08-25,19679
2016-08-26,19457
2016-08-28,19457
2016-08-31,19113
2016-09-01,19113
2016-09-02,19113
2016-09-03,19113
2016-09-04,19113
2016-09-05,19457
2016-09-06,19457
2016-09-07,19457
2016-09-08,19457
2016-09-09,19457
2016-09-10,19457
2016-09-11,19457
2016-09-12,19294
2016-09-13,19294
2016-09-14,19294
2016-09-15,19294
2016-09-16,19294
2016-09-17,19294
2016-09-18,18551
2016-09-19,18551
2016-09-20,18551
2016-09-21,18551
2016-09-22,18551
2016-09-23,17974
2016-09-24,17974
2016-09-25,17974
2016-09-26,17974
2016-09-27,17974
2016-09-28,17974
2016-09-29,17974
2016-09-30,17628
2016-10-01,17628
2016-10-02,17628
2016-10-03,17628
2016-10-04,17628
2016-10-05,17628
2016-10-06,17628
2016-10-07,17628
2016-10-08,16807
2016-10-09,16807
2016-10-10,16807
2016-10-11,16807
2016-10-12,16807
2016-10-13,16807
2016-10-14,16316
2016-10-15,16316
2016-10-16,16316
2016-10-17,16316
2016-10-18,16316
2016-10-19,16316
2016-10-20,16365
2016-10-21,16365
2016-10-22,16365
2016-10-23,16365
2016-10-24,16365
2016-10-25,16365
2016-10-26,16210
2016-10-27,16210
2016-10-28,16210
2016-10-29,16210
2016-10-30,16210
2016-10-31,16210
2016-11-01,16210
2016-11-02,15917
2016-11-03,15917
2016-11-04,15917
2016-11-05,15917
2016-11-06,15917
2016-11-07,15917
2016-11-08,15906
2016-11-09,15906
2016-11-10,15906
2016-11-11,15906
2016-11-12,15906
2016-11-13,15906
2016-11-14,15354
2016-12-07,14759
2016-12-08,14570
2016-12-09,14570
2016-12-10,14570
2016-12-11,14570
2016-12-12,14570
2016-12-13,14240
2016-12-14,14240
2016-12-15,14240
2016-12-16,14240
2016-12-17,14240
2016-12-18,13840
2016-12-19,13840
2016-12-20,13840
2016-12-21,13840
2016-12-22,13840
2016-12-23,13612
2016-12-24,13612
2016-12-25,13612
2016-12-26,13612
2016-12-27,13612
2016-12-28,13581
2016-12-29,13581
2016-12-30,13581
2016-12-31,13581
2017-01-01,13581
2017-01-02,13119
2017-01-03,13119
2017-01-04,13119
2017-01-05,13119
2017-01-06,13119
2017-01-07,13008
2017-01-08,13008
2017-01-09,13008
2017-01-10,13008
2017-01-11,13008
2017-01-12,13403
2017-01-13,13403
2017-01-14,13403
2017-01-15,13403
2017-01-16,13060
2017-01-17,13060
2017-01-18,13060
2017-01-19,12776
2017-01-20,12776
2017-01-21,12776
2017-01-22,12776
2017-01-27,12653
2017-01-28,12608
2017-01-29,12608
2017-01-30,12608
2017-01-31,12608
2017-02-01,12484
2017-02-02,12484
2017-02-03,12484
2017-02-04,12484
2017-02-05,11884
2017-02-06,11884
2017-02-07,11884
2017-02-08,11884
2017-02-09,11506
2017-02-10,11506
2017-02-11,11506
2017-02-12,11506
2017-02-13,11250
2017-02-14,11250
2017-02-15,11250
2017-02-16,11250
2017-02-18,11116
2017-02-19,11116
2017-02-20,11116
2017-02-21,11116
2017-02-22,11050
2017-02-23,11050
2017-02-24,11050
2017-02-25,11050
2017-02-26,11050
2017-02-27,10927
2017-02-28,10927
2017-03-01,10927
2017-03-02,10624
2017-03-03,10624
2017-03-04,10624
2017-03-05,10624
2017-03-06,10658
2017-03-07,10658
2017-03-08,10658
2017-03-09,10658
2017-03-10,10596
2017-03-11,10596
2017-03-12,10596
2017-03-13,10596
2017-03-14,10586
2017-03-15,10586
2017-03-16,10586
2017-03-17,10586
2017-03-18,10586
2017-03-19,10319
2017-03-20,10319
2017-03-21,10319
2017-03-22,10319
2017-03-23,10412
2017-03-24,10412
2017-03-25,10412
2017-03-26,10412
2017-03-27,10353
2017-03-28,10353
2017-03-29,10353
2017-03-30,10353
2017-03-31,10266
2017-04-01,10266
2017-04-02,10266
2017-04-03,10266
2017-04-04,10524
2017-04-12,10794
2017-04-13,10794
2017-04-14,11102
2017-04-15,11102
2017-04-16,11102
2017-04-17,11102
2017-04-18,11501
2017-04-19,11501
2017-04-20,11501
2017-04-21,11501
2017-04-22,11501
2017-04-23,11814
2017-04-24,11814
2017-04-25,11814
2017-04-26,11814
2017-04-27,11233
2017-04-28,11233
2017-04-29,11233
2017-04-30,10847
2017-05-01,10847
2017-05-02,10847
2017-05-03,10847
2017-05-04,10598
2017-05-05,10598
2017-05-06,10598
2017-05-07,10598
2017-05-08,10598
2017-05-09,10341
2017-05-10,10341
2017-05-11,10341
2017-05-12,10341
2017-05-13,10243
2017-05-14,10243
2017-05-15,10243
2017-05-16,10243
2017-05-17,10292
2017-05-18,10292
2017-05-19,10292
2017-05-20,10292
2017-05-21,10292
2017-05-22,10151
2017-05-23,10151
2017-05-24,10151
2017-05-25,10151
2017-05-26,10151
2017-05-27,10013
2017-05-28,10013
2017-05-29,10013
2017-05-30,10013
2017-05-31,10013
2017-06-01,9825
2017-06-02,9825
2017-06-03,9825
2017-06-06,9918
2017-06-07,9918
2017-06-08,9761
2017-06-09,9761
2017-06-10,9761
2017-06-11,9756
2017-06-12,9756
2017-06-13,9756
2017-06-14,9756
2017-06-15,9756
2017-06-16,9754
2017-06-17,9754
2017-06-18,9754
2017-06-19,9754
2017-06-20,9826
2017-06-21,9826
2017-06-22,9826
2017-06-23,9826
2017-06-24,9826
2017-06-25,9826
2017-06-26,10279
2017-06-27,10279
2017-06-28,10279
2017-06-29,10279
2017-06-30,10279
2017-07-01,10279
2017-07-02,10149
2017-07-03,10149
2017-07-04,10149
2017-07-05,10149
2017-07-06,10149
2017-07-07,10149
2017-07-08,10104
2017-07-13,9929
2017-07-14,9929
2017-07-15,9929
2017-07-16,9929
2017-07-17,9941
2017-07-18,9941
2017-07-19,9941
2017-07-20,9941
2017-07-21,9837
2017-07-22,9837
2017-07-23,9837
2017-07-24,9837
2017-07-25,9862
2017-07-26,9862
2017-07-27,9862
2017-07-28,9862
2017-07-29,9849
2017-07-30,9849
2017-07-31,9849
2017-08-01,9849
2017-08-02,9874
2017-08-03,9874
2017-08-04,9874
2017-08-05,9874
2017-08-06,9817
2017-08-09,9817
2017-08-10,9817
2017-08-11,9843
2017-08-12,9843
2017-08-13,9843
2017-08-14,9843
2017-08-15,9843
2017-08-16,9657
2017-08-17,9657
2017-08-18,9657
2017-08-19,9657
2017-08-20,9468
2017-08-21,9468
2017-08-22,9468
2017-08-23,9468
2017-08-24,9389
2017-08-25,9389
2017-08-26,9389
2017-08-27,9389
2017-08-28,9185
2017-08-29,9185
2017-08-30,9185
2017-08-31,9185
2017-09-01,9185
2017-09-02,8953
2017-09-03,8953
2017-09-04,8953
2017-09-05,8953
2017-09-06,8910
2017-09-07,8910
2017-09-08,8910
2017-09-09,8910
2017-09-10,8708
2017-09-11,8708
2017-09-12,8708
2017-09-13,8708
2017-09-14,8708
2017-09-15,8679
2017-09-16,8679
2017-09-17,8679
2017-09-19,8679
2017-09-20,8607
2017-09-21,8607
2017-09-22,8607
2017-09-23,8607
2017-09-24,8607
2017-09-25,8772
2017-09-26,8772
2017-09-27,8772
2017-09-28,8772
2017-09-29,8502
2017-09-30,8502
2017-10-01,8502
2017-10-02,8502
2017-10-03,8502
2017-10-04,8428
2017-10-05,8428
2017-10-06,8428
2017-10-07,8428
2017-10-08,8317
2017-10-09,8317
2017-10-10,8317
2017-10-11,8317
2017-10-12,8345
2017-10-13,8345
2017-10-14,8345
2017-10-15,8345
2017-10-16,8345
2017-10-17,8345
2017-10-18,8217
2017-10-19,8217
2017-10-20,8217
2017-10-21,8217
2017-10-22,8107
2017-10-23,8107
2017-10-24,8107
2017-10-25,8107
2017-10-26,8107
2017-10-27,7959
2017-10-28,7959
2017-10-29,7959
2017-10-30,7959
2017-10-31,7959
2017-11-02,7841
2017-11-03,7841
2017-11-04,7841
2017-11-05,7775
2017-11-06,7775
2017-11-07,7775
2017-11-08,7775
2017-11-09,7729
2017-11-10,7729
2017-11-11,7729
2017-11-12,7729
2017-11-13,7729
2017-11-14,7409
2017-11-15,7409
2017-11-16,7409
2017-11-17,7409
2017-11-18,7409
2017-11-19,7087
2017-11-20,7087
2017-11-21,7087
2017-11-22,7087
2017-11-23,7087
2017-11-24,7000
2017-11-25,7000
2017-11-26,7000
2017-11-27,7000
2017-11-28,7000
2017-11-29,7000
2017-11-30,6833
2017-12-01,6833
2017-12-02,6833
2017-12-03,6731
2017-12-04,6731
2017-12-05,6731
2017-12-06,6731
2017-12-07,6731
2017-12-08,6682
2017-12-09,6682
2017-12-10,6682
2017-12-11,6682
2017-12-12,6735
2017-12-14,6735
2017-12-15,6735
2017-12-17,6735
2017-12-18,6580
2017-12-19,6580
2017-12-20,6580
2017-12-21,6580
2017-12-22,6580
2017-12-23,6573
2017-12-24,6573
2017-12-25,6573
2017-12-26,6573
2017-12-27,6440
2017-12-28,6440
2017-12-29,6440
2017-12-30,6318
2017-12-31,6318
2018-01-01,6318
2018-01-02,6318
2018-01-03,6279
2018-01-04,6279
2018-01-05,6279
2018-01-06,6279
2018-01-07,6225
2018-01-08,6225
2018-01-09,6225
2018-01-10,6225
2018-01-11,6137
2018-01-12,6137
2018-01-13,6137
2018-01-14,6076
2018-01-15,6076
2018-01-16,6076
2018-01-17,6085
2018-01-18,6085
2018-01-19,6085
2018-01-20,6085
2018-01-21,6049
2018-01-22,6049
2018-01-23,6049
2018-01-25,6174
2018-01-26,6174
2018-01-27,6174
2018-01-28,6174
2018-01-29,6170
2018-01-31,6170
2018-02-01,6170
2018-02-02,6104
2018-02-03,6104
2018-02-04,6104
2018-02-05,6160
2018-02-06,6160
2018-02-07,6160
2018-02-08,6160
2018-02-09,6303
2018-02-10,6303
2018-02-11,6303
2018-02-12,6303
2018-02-13,6153
2018-02-14,6153
2018-02-15,6153
2018-02-16,6153
2018-02-17,6153
2018-02-18,6161
2018-02-19,6161
2018-02-20,6161
2018-02-21,6173
2018-02-22,6173
2018-02-23,6173
2018-02-24,6173
2018-02-25,6059
2018-02-26,6059
2018-02-27,6059
2018-03-01,6059
2018-03-02,5927
2018-03-03,5927
2018-03-04,5927
2018-03-05,5927
2018-03-06,5859
2018-03-07,5859
2018-03-08,5859
2018-03-09,5859
2018-03-10,5774
2018-03-11,5774
2018-03-12,5774
2018-03-13,5774
2018-03-14,5745
2018-03-15,5745
2018-03-16,5745
2018-03-17,5745
2018-03-18,5868
2018-03-19,5868
2018-03-20,5868
2018-03-21,5868
2018-03-23,5867
2018-03-24,5867
2018-03-26,5867
2018-03-27,6027
2018-03-28,6027
2018-03-29,6027
2018-03-30,6027
2018-03-31,6027
2018-04-01,6138
2018-04-02,6138
2018-04-03,6138
2018-04-04,6138
2018-04-05,6224
2018-04-06,6224
2018-04-07,6224
2018-04-08,6224
2018-04-09,6104
2018-04-10,6104
2018-04-11,6104
2018-04-12,6104
2018-04-13,5891
2018-04-14,5891
2018-04-15,5891
2018-04-16,5891
2018-04-17,5815
2018-04-18,5815
2018-04-19,5815
2018-04-20,5815
2018-04-21,5746
2018-04-22,5746
2018-04-23,5746
2018-04-24,5746
2018-04-25,5809
2018-04-26,5809
2018-04-27,5809
2018-04-28,5809
2018-04-29,5809
2018-04-30,5973
2018-05-01,5973
2018-05-04,5973
2018-05-05,5922
2018-05-06,5922
2018-05-07,5922
2018-05-08,5922
2018-05-09,5708
2018-05-10,5708
2018-05-11,5708
2018-05-12,5740
2018-05-13,5740
2018-05-14,5740
2018-05-15,5740
2018-05-16,5740
2018-05-17,5616
2018-05-18,5616
2018-05-19,5651
2018-05-20,5651
2018-05-21,5651
2018-05-22,5651
2018-05-23,5714
2018-05-24,5714
2018-05-25,5714
2018-05-26,5714
2018-05-27,5768
2018-05-28,5768
2018-05-29,5768
2018-05-30,5768
2018-05-31,5781
2018-06-01,5781
2018-06-02,5781
2018-06-03,5771
2018-06-04,5771
2018-06-05,5771
2018-06-06,5771
2018-06-07,5771
2018-06-08,5749
2018-06-09,5749
2018-06-10,5749
2018-06-11,5749
2018-06-12,5749
2018-06-13,5836
2018-06-14,5836
2018-06-15,5836
2018-06-16,5836
2018-06-17,5866
2018-06-18,5866
2018-06-19,5866
2018-06-20,5866
2018-06-21,5866
2018-06-22,5810
2018-06-23,5810
2018-06-24,5810
2018-06-25,5810
2018-06-26,5835
2018-06-27,5835
2018-06-28,5835
2018-06-29,5835
2018-06-30,5820
2018-07-01,5820
2018-07-02,5820
2018-07-03,5820
2018-07-04,5820
2018-07-05,5911
2018-07-06,5911
2018-07-07,5911
2018-07-08,5911
2018-07-09,5859
2018-07-10,5859
2018-07-11,5859
2018-07-12,5859
2018-07-13,5859
2018-07-14,5848
2018-07-15,5848
2018-07-16,5848
2018-07-17,5965
2018-07-18,5965
2018-07-19,5965
2018-07-20,5965
2018-07-21,6059
2018-07-22,6059
2018-07-23,6059
2018-07-24,6059
2018-07-25,6092
2018-07-26,6092
2018-07-27,6092
2018-07-28,6092
2018-07-29,6152
2018-07-30,6152
2018-07-31,6152
2018-08-01,6152
2018-08-02,6089
2018-08-03,6089
2018-08-04,6089
2018-08-05,6231
2018-08-06,6231
2018-08-07,6231
2018-08-08,6324
2018-08-09,6324
2018-08-10,6324
2018-08-11,6324
2018-08-12,6473
2018-08-14,6473
2018-08-16,6716
2018-08-17,6716
2018-08-18,7037
2018-08-19,7037
2018-08-20,7240
2018-08-21,7240
2018-08-22,7240
2018-08-23,7240
2018-08-24,7439
2018-08-25,7439
2018-08-26,7439
2018-08-27,7385
2018-08-28,7385
2018-08-29,7385
2018-08-30,7385
2018-08-31,7633
2018-09-01,7633
2018-09-02,7633
2018-09-03,7795
2018-09-04,7795
2018-09-05,7928
2018-09-06,7928
2018-09-07,7928
2018-09-08,8097
2018-09-09,8097
2018-09-10,8097
2018-09-11,8016
2018-09-12,8016
2018-09-13,8016
2018-09-14,8032
2018-09-15,8032
2018-09-16,8032
2018-09-17,7904
2018-09-18,7904
2018-09-19,7875
2018-09-20,7875
2018-09-21,7875
2018-09-22,7875
2018-09-23,7875
2018-09-24,7875
2018-09-25,7875
2018-09-26,8018
2018-09-27,8018
2018-09-28,8018
2018-09-29,8018
2018-09-30,8062
2018-10-02,8062
2018-10-03,7953
2018-10-04,7953
2018-10-05,7953
2018-10-06,7828
2018-10-07,7828
2018-10-08,7828
2018-10-09,8096
2018-10-10,8096
2018-10-11,8096
2018-10-12,8096
2018-10-13,8453
2018-10-14,8453
2018-10-15,8453
2018-10-16,8803
2018-10-17,8803
2018-10-18,8803
2018-10-19,9207
2018-10-20,9207
2018-10-21,9207
2018-10-22,9207
2018-10-23,9598
2018-10-24,9598
2018-10-25,9598
2018-10-26,9755
2018-10-27,9755
2018-10-28,10019
2018-10-29,10019
2018-10-30,10019
2018-10-31,10013
2018-11-01,10013
2018-11-03,10044
2018-11-04,10383
2018-11-05,10615
2018-11-06,10861
2018-11-07,10861
2018-11-08,11017
2018-11-09,11017
2018-11-10,11308
2018-11-11,11598
2018-11-12,11985
2018-11-13,12217
2018-11-14,12217
2018-11-15,12626
2018-11-16,12843
2018-11-17,12843
2018-11-18,13379
2018-11-19,13379
2018-11-20,13909
2018-11-21,13909
2018-11-22,14172
2018-11-23,14172
2018-11-24,14747
2018-11-25,15022
2018-11-26,15022
2018-11-27,15413
2018-11-28,15413
2018-11-29,15532
2018-12-01,15398
2018-12-02,15410
2018-12-03,15410
2018-12-05,15039
2018-12-07,14329
2018-12-09,13744
2018-12-10,13173
2018-12-11,13173
2018-12-12,12514
2018-12-13,12514
2018-12-14,11985
2018-12-15,11985
2018-12-16,11518
2018-12-17,11518
2018-12-18,11053
2018-12-19,11053
2018-12-20,10545
2018-12-21,10545
2018-12-22,10017
2018-12-23,9720
2018-12-24,9720
2018-12-25,9515
2018-12-26,9515
2018-12-27,9358
2018-12-28,9358
2018-12-29,9587
2018-12-30,9587
2018-12-31,9442
2019-01-01,9442
2019-01-02,9119
2019-01-03,9119
2019-01-04,9119
2019-01-05,8864
2019-01-06,8813
2019-01-08,8813
2019-01-10,8746
2019-01-11,8536
2019-01-12,8536
2019-01-13,8266
2019-01-14,8266
2019-01-15,8099
2019-01-16,8099
2019-01-17,7804
2019-01-18,7804
2019-01-19,7662
2019-01-20,7662
2019-01-22,7607
2019-01-23,7582
2019-01-24,7582
2019-01-25,7473
2019-01-26,7473
2019-01-27,7300
2019-01-28,7300
2019-01-29,6946
2019-01-30,6946
2019-01-31,6946
2019-02-01,6630
2019-02-02,6630
2019-02-03,6460
2019-02-04,6460
2019-02-05,6305
2019-02-06,6305
2019-02-07,6137
2019-02-08,6137
2019-02-09,6080
2019-02-10,6080
2019-02-11,6058
2019-02-12,6058
2019-02-13,5959
2019-02-14,5959
2019-02-15,5918
2019-02-16,5918
2019-02-17,5918
2019-02-18,5836
2019-02-19,5836
2019-02-20,5825
2019-02-21,5825
2019-02-22,5757
2019-02-23,5757
2019-02-24,5648
2019-02-25,5648
2019-02-26,5653
2019-02-27,5653
2019-02-28,5653
2019-03-01,5653
2019-03-02,5692
2019-03-03,5692
2019-03-04,5667
2019-03-05,5667
2019-03-06,5672
2019-03-07,5672
2019-03-08,5672
2019-03-09,5694
2019-03-10,5694
2019-03-11,5785
2019-03-12,5785
2019-03-13,5785
2019-03-14,5777
2019-03-15,5777
2019-03-16,5777
2019-03-17,5772
2019-03-18,5772
2019-03-19,5772
2019-03-20,5726
2019-03-21,5726
2019-03-22,5726
2019-03-23,5712
2019-03-24,5712
2019-03-25,5712
2019-03-26,5712
2019-03-27,5713
2019-03-28,5713
2019-03-29,5713
2019-03-30,5744
2019-03-31,5744
2019-04-01,5744
2019-04-02,5544
2019-04-03,5544
2019-04-04,5544
2019-04-05,5749
2019-04-06,5749
2019-04-07,5749
2019-04-08,5839
2019-04-09,5839
