date_obj,Steel%20bar price
2019-09-06,369
2019-09-07,376
2019-09-08,392
2019-09-09,400
2019-09-10,391
2019-09-11,391
2019-09-12,386
2019-09-13,378
2019-09-14,378
2019-09-15,382
2019-09-16,386
2019-09-17,401
2019-09-18,416
2019-09-19,424
2019-09-20,405
2019-09-21,385
2019-09-22,374
2019-09-23,377
2019-09-24,376
2019-09-25,394
2019-09-26,408
2019-09-27,387
2019-09-28,373
2019-09-29,360
2019-09-30,365
2019-10-01,378
2019-10-02,382
2019-10-03,385
2019-10-04,385
2019-10-05,382
2019-10-06,386
2019-10-07,393
2019-10-08,390
2019-10-09,388
2019-10-10,397
2019-10-11,390
2019-10-12,389
2019-10-13,397
2019-10-14,399
2019-10-15,403
2019-10-16,399
2019-10-17,390
2019-10-18,382
2019-10-19,383
2019-10-20,383
2019-10-21,386
2019-10-22,391
2019-10-23,398
2019-10-24,402
2019-10-25,387
2019-10-26,385
2019-10-27,383
2019-10-28,382
2019-10-29,377
2019-10-30,375
2019-10-31,378
2019-11-01,373
2019-11-02,368
2019-11-03,355
2019-11-04,363
2019-11-05,361
2019-11-06,374
2019-11-07,382
2019-11-08,376
2019-11-09,366
2019-11-10,359
2019-11-11,372
2019-11-12,383
2019-11-13,386
2019-11-14,377
2019-11-15,387
2019-11-16,377
2019-11-17,364
2019-11-18,371
2019-11-19,381
2019-11-20,381
2019-11-21,377
2019-11-22,378
2019-11-23,369
2019-11-24,360
2019-11-25,358
2019-11-26,357
2019-11-27,351
2019-11-28,353
2019-11-29,350
2019-11-30,347
2019-12-01,350
2019-12-02,351
2019-12-03,352
2019-12-04,362
2019-12-05,365
2019-12-06,374
2019-12-07,381
2019-12-08,384
2019-12-09,382
2019-12-10,385
2019-12-11,392
2019-12-12,394
2019-12-13,397
2019-12-14,398
2019-12-15,400
2019-12-16,394
2019-12-17,395
2019-12-18,396
2019-12-19,414
2019-12-20,432
2019-12-21,425
2019-12-22,409
2019-12-23,388
2019-12-24,368
2019-12-25,356
2019-12-26,358
2019-12-27,374
2019-12-28,392
2019-12-29,390
2019-12-30,404
2019-12-31,402
2020-01-01,423
2020-01-02,443
2020-01-03,442
2020-01-04,421
2020-01-05,402
2020-01-06,391
2020-01-07,390
2020-01-08,397
2020-01-09,411
2020-01-10,427
2020-01-11,442
2020-01-12,457
2020-01-13,480
2020-01-14,500
2020-01-15,505
2020-01-16,500
2020-01-17,486
2020-01-18,461
2020-01-19,442
2020-01-20,434
2020-01-21,435
2020-01-22,435
2020-01-23,426
2020-01-24,405
2020-01-25,390
2020-01-26,391
2020-01-27,394
2020-01-28,397
2020-01-29,408
2020-01-30,427
2020-01-31,420
2020-02-01,408
2020-02-02,406
2020-02-03,400
2020-02-04,402
2020-02-05,407
2020-02-06,415
2020-02-07,408
2020-02-08,397
2020-02-09,390
2020-02-10,396
2020-02-11,406
2020-02-12,421
2020-02-13,422
2020-02-14,408
2020-02-15,387
2020-02-16,367
2020-02-17,377
2020-02-18,395
2020-02-19,408
2020-02-20,410
2020-02-21,396
2020-02-22,378
2020-02-23,367
2020-02-24,383
2020-02-25,398
2020-02-26,404
2020-02-27,405
2020-02-28,386
2020-02-29,371
2020-03-01,368
2020-03-02,383
2020-03-03,394
2020-03-04,396
2020-03-05,398
2020-03-06,386
2020-03-07,367
2020-03-08,366
2020-03-09,380
2020-03-10,397
2020-03-11,399
2020-03-12,396
2020-03-13,378
2020-03-14,378
2020-03-15,384
2020-03-16,398
2020-03-17,412
2020-03-18,433
2020-03-19,455
2020-03-20,449
2020-03-21,426
2020-03-22,404
2020-03-23,407
2020-03-24,422
2020-03-25,439
2020-03-26,458
2020-03-27,437
2020-03-28,415
2020-03-29,406
2020-03-30,427
2020-03-31,446
2020-04-01,459
2020-04-02,458
2020-04-03,447
2020-04-04,428
2020-04-05,433
2020-04-06,451
2020-04-07,474
2020-04-08,496
2020-04-09,511
2020-04-10,501
2020-04-11,475
2020-04-12,454
2020-04-13,472
2020-04-14,487
2020-04-15,493
2020-04-16,484
2020-04-17,465
2020-04-18,442
2020-04-19,454
2020-04-20,477
2020-04-21,495
2020-04-22,505
2020-04-23,491
2020-04-24,466
2020-04-25,448
2020-04-26,453
2020-04-27,472
2020-04-28,475
2020-04-29,453
2020-04-30,452
2020-05-01,440
2020-05-02,429
2020-05-03,436
2020-05-04,457
2020-05-05,471
2020-05-06,481
2020-05-07,487
2020-05-08,467
2020-05-09,452
2020-05-10,464
2020-05-11,478
2020-05-12,488
2020-05-13,493
