date_obj,Light%20ballista price
2016-10-14,10534401
2016-10-15,10534401
2016-10-16,10534401
2016-10-17,10534401
2016-10-18,10534401
2016-10-19,10534401
2016-10-20,10534401
2016-10-21,10534401
2016-10-22,10534401
2016-10-23,10534401
2016-10-24,10534401
2016-10-25,10534401
2016-10-26,10534401
2016-10-27,10534401
2016-10-28,10534401
2016-10-29,10534401
2016-10-30,10009125
2016-10-31,10009125
2016-11-01,10009125
2016-11-02,10009125
2016-11-03,10009125
2016-11-04,10009125
2016-11-05,10009125
2016-11-06,10009125
2016-11-07,10009125
2016-11-08,10009125
2016-11-09,9508668
2016-11-10,9508668
2016-11-11,9508668
2016-11-12,9508668
2016-11-13,9508668
2016-11-14,9508668
2016-12-07,6659797
2016-12-08,6326807
2016-12-09,6326807
2016-12-10,6010466
2016-12-11,5716776
2016-12-12,5716776
2016-12-13,5430937
2016-12-14,5161276
2016-12-15,5161276
2016-12-16,4903212
2016-12-17,4658051
2016-12-18,4658051
2016-12-19,4425148
2016-12-20,4205792
2016-12-21,3998211
2016-12-22,3998211
2016-12-23,3798300
2016-12-24,3798300
2016-12-25,3608385
2016-12-26,3608385
2016-12-27,3427965
2016-12-28,3258206
2016-12-29,3258206
2016-12-30,3095295
2016-12-31,2943369
2017-01-01,2798849
2017-01-02,2658906
2017-01-03,2658906
2017-01-04,2525960
2017-01-05,2525960
2017-01-06,2399662
2017-01-07,2279678
2017-01-08,2165694
2017-01-09,2057409
2017-01-10,1954538
2017-01-11,1856811
2017-01-12,1763970
2017-01-13,1676268
2017-01-14,1592564
2017-01-15,1513121
2017-01-16,1438018
2017-01-17,1369566
2017-01-18,1325589
2017-01-19,1274734
2017-01-20,1222036
2017-01-21,1205760
2017-01-22,1145720
2017-01-27,1000681
2017-01-28,1004647
2017-01-29,1019210
2017-01-30,1022883
2017-01-31,1039411
2017-02-01,1031081
2017-02-02,1015672
2017-02-03,1016544
2017-02-04,1013441
2017-02-05,1018068
2017-02-06,1029035
2017-02-07,1036481
2017-02-08,1068934
2017-02-09,1068934
2017-02-10,1098835
2017-02-11,1113138
2017-02-12,1116370
2017-02-13,1114938
2017-02-14,1105075
2017-02-15,1096325
2017-02-16,1070384
2017-02-18,1068633
2017-02-19,1066622
2017-02-20,1061212
2017-02-21,1057935
2017-02-22,1054388
2017-02-23,1038613
2017-02-24,1027317
2017-02-25,996087
2017-02-26,993812
2017-02-27,985359
2017-02-28,986410
2017-03-01,998727
2017-03-02,1001894
2017-03-03,1011931
2017-03-04,1012797
2017-03-05,1030830
2017-03-06,1021648
2017-03-07,1021966
2017-03-08,1023401
2017-03-09,1025481
2017-03-10,1024138
2017-03-11,1031815
2017-03-12,1045201
2017-03-13,1034122
2017-03-14,1011275
2017-03-15,996747
2017-03-16,992095
2017-03-17,978019
2017-03-18,970676
2017-03-19,938712
2017-03-20,920647
2017-03-21,917394
2017-03-22,922507
2017-03-23,917891
2017-03-24,920982
2017-03-25,907133
2017-03-26,896451
2017-03-27,877272
2017-03-28,852015
2017-03-29,821806
2017-03-30,798396
2017-03-31,815071
2017-04-01,836726
2017-04-02,855702
2017-04-03,892712
2017-04-04,913046
2017-04-12,1006949
2017-04-13,985807
2017-04-14,1009532
2017-04-15,1034605
2017-04-16,1042039
2017-04-17,1062175
2017-04-18,1072227
2017-04-19,1105516
2017-04-20,1121697
2017-04-21,1143506
2017-04-22,1154997
2017-04-23,1176565
2017-04-24,1208658
2017-04-25,1206204
2017-04-26,1184623
2017-04-27,1185947
2017-04-28,1186047
2017-04-29,1154733
2017-04-30,1133466
2017-05-01,1119448
2017-05-02,1160328
2017-05-03,1152483
2017-05-04,1131936
2017-05-05,1097319
2017-05-06,1066004
2017-05-07,1032995
2017-05-08,1012491
2017-05-09,999379
2017-05-10,995638
2017-05-11,985597
2017-05-12,998657
2017-05-13,976134
2017-05-14,975087
2017-05-15,975630
2017-05-16,1003277
2017-05-17,1038043
2017-05-18,1052252
2017-05-19,1076070
2017-05-20,1052216
2017-05-21,1052216
2017-05-22,1043617
2017-05-23,1047390
2017-05-24,1045272
2017-05-25,1007034
2017-05-26,957173
2017-05-27,909622
2017-05-28,864900
2017-05-29,830818
2017-05-30,804941
2017-05-31,769851
2017-06-01,736079
2017-06-02,699808
2017-06-03,679978
2017-06-04,685006
2017-06-06,730511
2017-06-07,727206
2017-06-08,750011
2017-06-09,764977
2017-06-10,782287
2017-06-11,782486
2017-06-12,779615
2017-06-13,775531
2017-06-14,763203
2017-06-15,768572
2017-06-16,769163
2017-06-17,766335
2017-06-18,765457
2017-06-19,765457
2017-06-20,766055
2017-06-21,766853
2017-06-22,767242
2017-06-23,764112
2017-06-24,763147
2017-06-25,759540
2017-06-26,757522
2017-06-27,753094
2017-06-28,752478
2017-06-29,745724
2017-06-30,730181
2017-07-01,730181
2017-07-02,720659
2017-07-03,711089
2017-07-04,690754
2017-07-05,690754
2017-07-06,669553
2017-07-07,669553
2017-07-08,655216
2017-07-13,651541
2017-07-14,653433
2017-07-15,653433
2017-07-16,651161
2017-07-17,678168
2017-07-18,687944
2017-07-19,694347
2017-07-20,700864
2017-07-21,701684
2017-07-22,692388
2017-07-23,706022
2017-07-24,715155
2017-07-25,708622
2017-07-26,708500
2017-07-27,713775
2017-07-28,738236
2017-07-29,743130
2017-07-30,775957
2017-07-31,775957
2017-08-01,811957
2017-08-02,839932
2017-08-03,831450
2017-08-04,834549
2017-08-05,825098
2017-08-06,829911
2017-08-09,845428
2017-08-10,837758
2017-08-11,840734
2017-08-12,820447
2017-08-13,805849
2017-08-14,798431
2017-08-15,789328
2017-08-17,760515
2017-08-18,760515
2017-08-19,736344
2017-08-20,715579
2017-08-21,694697
2017-08-22,681881
2017-08-23,675842
2017-08-24,675877
2017-08-25,679170
2017-08-26,684242
2017-08-27,683790
2017-08-28,673064
2017-08-29,679166
2017-08-30,684606
2017-08-31,676494
2017-09-01,678018
2017-09-02,660719
2017-09-03,660719
2017-09-04,650179
2017-09-05,632272
2017-09-06,622647
2017-09-07,612344
2017-09-08,595454
2017-09-09,588934
2017-09-10,609879
2017-09-11,623372
2017-09-12,621715
2017-09-13,626595
2017-09-14,622349
2017-09-15,622349
2017-09-16,620198
2017-09-17,630850
2017-09-19,640662
2017-09-20,650810
2017-09-21,648400
2017-09-22,649265
2017-09-23,649265
2017-09-24,644520
2017-09-25,638478
2017-09-26,637223
2017-09-27,637223
2017-09-28,631509
2017-09-29,633326
2017-09-30,627827
2017-10-01,632577
2017-10-02,619981
2017-10-03,619981
2017-10-04,609344
2017-10-05,602743
2017-10-06,591254
2017-10-07,598798
2017-10-08,610555
2017-10-09,607281
2017-10-10,610451
2017-10-11,610451
2017-10-12,607002
2017-10-13,614158
2017-10-14,635156
2017-10-15,635156
2017-10-16,653449
2017-10-17,653449
2017-10-18,665124
2017-10-19,666435
2017-10-20,648531
2017-10-21,652448
2017-10-22,675881
2017-10-23,694101
2017-10-24,682488
2017-10-25,677815
2017-10-26,680567
2017-10-27,672187
2017-10-28,672187
2017-10-29,686189
2017-10-30,680559
2017-10-31,694383
2017-11-01,694383
2017-11-02,707146
2017-11-03,722299
2017-11-04,748115
2017-11-05,728033
2017-11-06,733721
2017-11-07,739012
2017-11-08,732746
2017-11-09,737475
2017-11-10,747961
2017-11-11,745248
2017-11-12,743539
2017-11-13,734854
2017-11-14,723335
2017-11-15,728436
2017-11-16,724041
2017-11-17,708558
2017-11-18,682354
2017-11-19,669852
2017-11-20,682941
2017-11-21,701885
2017-11-22,729994
2017-11-23,756248
2017-11-24,770921
2017-11-25,805457
2017-11-26,840921
2017-11-27,840921
2017-11-28,857988
2017-11-29,873535
2017-11-30,911339
2017-12-01,948813
2017-12-02,958478
2017-12-03,987163
2017-12-04,1018780
2017-12-05,1009910
2017-12-06,995625
2017-12-07,971890
2017-12-08,932997
2017-12-09,895708
2017-12-10,854971
2017-12-11,817030
2017-12-12,807524
2017-12-14,827752
2017-12-15,828536
2017-12-16,847156
2017-12-17,859494
2017-12-18,886953
2017-12-19,895056
2017-12-20,901361
2017-12-21,923507
2017-12-22,894104
2017-12-23,877804
2017-12-24,872106
2017-12-25,869945
2017-12-26,855485
2017-12-27,839373
2017-12-28,847375
2017-12-29,857290
2017-12-30,876459
2017-12-31,900376
2018-01-01,868236
2018-01-02,837590
2018-01-03,827265
2018-01-04,787684
2018-01-05,758040
2018-01-06,746469
2018-01-07,726821
2018-01-08,712560
2018-01-09,679368
2018-01-10,658913
2018-01-11,647578
2018-01-12,652117
2018-01-13,647720
2018-01-14,656649
2018-01-15,672848
2018-01-16,694282
2018-01-17,712331
2018-01-18,731463
2018-01-19,731463
2018-01-20,755007
2018-01-21,774100
2018-01-22,750393
2018-01-23,729700
2018-01-25,707635
2018-01-26,680314
2018-01-27,676146
2018-01-28,677160
2018-01-29,676698
2018-01-31,690089
2018-02-01,698189
2018-02-02,700144
2018-02-03,683179
2018-02-04,671546
2018-02-05,652636
2018-02-06,651574
2018-02-07,650290
2018-02-08,649507
2018-02-09,655986
2018-02-10,665047
2018-02-11,671288
2018-02-12,689292
2018-02-13,716735
2018-02-14,751452
2018-02-15,780532
2018-02-16,817242
2018-02-17,836203
2018-02-18,874658
2018-02-19,910971
2018-02-20,904869
2018-02-21,873421
2018-02-22,832745
2018-02-23,796696
2018-02-24,757886
2018-02-25,726600
2018-02-26,711121
2018-02-27,700130
2018-02-28,678781
2018-03-01,685253
2018-03-02,681644
2018-03-03,676221
2018-03-04,682428
2018-03-05,695517
2018-03-06,714585
2018-03-07,703199
2018-03-08,692097
2018-03-09,682352
2018-03-10,674093
2018-03-11,670595
2018-03-12,666794
2018-03-13,672977
2018-03-14,669068
2018-03-15,667603
2018-03-16,673548
2018-03-17,673771
2018-03-18,669922
2018-03-19,669885
2018-03-20,667178
2018-03-21,660532
2018-03-23,652123
2018-03-24,650759
2018-03-25,655491
2018-03-26,658773
2018-03-27,662032
2018-03-28,661396
2018-03-29,669508
2018-03-30,682161
2018-03-31,672449
2018-04-01,685170
2018-04-02,694413
2018-04-03,692044
2018-04-04,705525
2018-04-05,698736
2018-04-06,690324
2018-04-07,682773
2018-04-08,674937
2018-04-09,666760
2018-04-10,671525
2018-04-11,681204
2018-04-12,676272
2018-04-13,678616
2018-04-14,681128
2018-04-15,687976
2018-04-16,687897
2018-04-17,689694
2018-04-18,683207
2018-04-19,686352
2018-04-20,692106
2018-04-21,685416
2018-04-22,687215
2018-04-23,682600
2018-04-24,690417
2018-04-25,688163
2018-04-26,687365
2018-04-27,704123
2018-04-28,710481
2018-04-29,725369
2018-04-30,747176
2018-05-01,774560
2018-05-04,746769
2018-05-05,728283
2018-05-06,717145
2018-05-08,682010
2018-05-09,669479
2018-05-10,656148
2018-05-11,645432
2018-05-12,637253
2018-05-13,638002
2018-05-14,640891
2018-05-15,644606
2018-05-16,654410
2018-05-17,659079
2018-05-18,666349
2018-05-19,677022
2018-05-20,703808
2018-05-21,693070
2018-05-22,693599
2018-05-23,699181
2018-05-24,688065
2018-05-25,677879
2018-05-26,680510
2018-05-27,676679
2018-05-28,698474
2018-05-29,688271
2018-05-30,680584
2018-05-31,678258
2018-06-01,678098
2018-06-02,681635
2018-06-03,692879
2018-06-04,698634
2018-06-05,709438
2018-06-06,705589
2018-06-07,681540
2018-06-08,655489
2018-06-09,629589
2018-06-10,620841
2018-06-11,624224
2018-06-12,621963
2018-06-13,603203
2018-06-14,599111
2018-06-15,601197
2018-06-16,615009
2018-06-17,642665
2018-06-18,648256
2018-06-19,672705
2018-06-20,682106
2018-06-21,660245
2018-06-22,646346
2018-06-23,650915
2018-06-24,641696
2018-06-25,643469
2018-06-26,642408
2018-06-27,639675
2018-06-28,646497
2018-06-29,647673
2018-06-30,641202
2018-07-01,641589
2018-07-02,646233
2018-07-03,655282
2018-07-04,644206
2018-07-05,650075
2018-07-06,664276
2018-07-07,664729
2018-07-08,659859
2018-07-09,671652
2018-07-10,680249
2018-07-11,676964
2018-07-12,692680
2018-07-13,714376
2018-07-14,748404
2018-07-15,782212
2018-07-16,808878
2018-07-17,809824
2018-07-18,807857
2018-07-19,793662
2018-07-20,779111
2018-07-21,787062
2018-07-22,780018
2018-07-23,777268
2018-07-24,776400
2018-07-25,777304
2018-07-26,806764
2018-07-27,816850
2018-07-28,822393
2018-07-29,823992
2018-07-30,823414
2018-07-31,838054
2018-08-01,852732
2018-08-02,847930
2018-08-03,838452
2018-08-04,822591
2018-08-05,786811
2018-08-06,751732
2018-08-07,724848
2018-08-08,698544
2018-08-09,690170
2018-08-10,685847
2018-08-11,689140
2018-08-12,705933
2018-08-14,721491
2018-08-16,729632
2018-08-17,717950
2018-08-18,706796
2018-08-19,715166
2018-08-20,729597
2018-08-21,735853
2018-08-22,747443
2018-08-23,748439
2018-08-24,758087
2018-08-25,770313
2018-08-26,796571
2018-08-27,819255
2018-08-28,846198
2018-08-29,857254
2018-08-30,860971
2018-08-31,863749
2018-09-01,861611
2018-09-02,857313
2018-09-03,848518
2018-09-04,845016
2018-09-05,828457
2018-09-06,827396
2018-09-07,811037
2018-09-08,797982
2018-09-09,786217
2018-09-10,768361
2018-09-11,751625
2018-09-12,741295
2018-09-13,725663
2018-09-14,725306
2018-09-15,732382
2018-09-16,735904
2018-09-17,743399
2018-09-18,750557
2018-09-19,771829
2018-09-20,776202
2018-09-21,772476
2018-09-22,765670
2018-09-23,781246
2018-09-24,790944
2018-09-25,788041
2018-09-26,776930
2018-09-27,773528
2018-09-28,771134
2018-09-29,782889
2018-09-30,796066
2018-10-02,807326
2018-10-03,792467
2018-10-04,778209
2018-10-05,772725
2018-10-06,767753
2018-10-07,767622
2018-10-08,766838
2018-10-09,759534
2018-10-10,760016
2018-10-11,755326
2018-10-12,740431
2018-10-13,717523
2018-10-14,716869
2018-10-15,714022
2018-10-16,725886
2018-10-17,724669
2018-10-18,712380
2018-10-19,700557
2018-10-20,697335
2018-10-21,692528
2018-10-22,695500
2018-10-23,709631
2018-10-24,710781
2018-10-25,726650
2018-10-26,729573
2018-10-27,738261
2018-10-28,739747
2018-10-29,734407
2018-10-30,726511
2018-10-31,718643
2018-11-01,709497
2018-11-03,679893
2018-11-04,664219
2018-11-05,655260
2018-11-06,657876
2018-11-07,670957
2018-11-08,670065
2018-11-09,666389
2018-11-10,661065
2018-11-11,655916
2018-11-12,646599
2018-11-13,643146
2018-11-14,653786
2018-11-15,664262
2018-11-16,662016
2018-11-17,665630
2018-11-18,683145
2018-11-19,694091
2018-11-20,689271
2018-11-21,684180
2018-11-22,676248
2018-11-23,669372
2018-11-24,667750
2018-11-25,666619
2018-11-26,660017
2018-11-27,658228
2018-11-28,667317
2018-11-29,689761
2018-12-01,711700
2018-12-02,724265
2018-12-03,738908
2018-12-04,748943
2018-12-05,736717
2018-12-07,720683
2018-12-09,710665
2018-12-10,704469
2018-12-11,699019
2018-12-12,692586
2018-12-13,685063
2018-12-14,677427
2018-12-15,668166
2018-12-16,667659
2018-12-17,672964
2018-12-18,678744
2018-12-19,679464
2018-12-20,680503
2018-12-21,689681
2018-12-22,686706
2018-12-23,678441
2018-12-24,671380
2018-12-25,663872
2018-12-26,657067
2018-12-27,651332
2018-12-28,644216
2018-12-29,641193
2018-12-30,639675
2018-12-31,649770
2019-01-01,650449
2019-01-02,647039
2019-01-03,645545
2019-01-04,642279
2019-01-05,640340
2019-01-06,647195
2019-01-08,652294
2019-01-10,641648
2019-01-11,628784
2019-01-12,624802
2019-01-13,623168
2019-01-14,625422
2019-01-15,630949
2019-01-16,636147
2019-01-17,641340
2019-01-18,654379
2019-01-19,662846
2019-01-20,659166
2019-01-21,654650
2019-01-22,656979
2019-01-23,655415
2019-01-24,661286
2019-01-25,663932
2019-01-26,666998
2019-01-28,673661
2019-01-29,664128
2019-01-30,653006
2019-01-31,646955
2019-02-01,639303
2019-02-02,633090
2019-02-03,618382
2019-02-04,615771
2019-02-05,621071
2019-02-06,623430
2019-02-07,622044
2019-02-08,618158
2019-02-09,613663
2019-02-10,608600
2019-02-11,604403
2019-02-12,596280
2019-02-13,587865
2019-02-14,580686
2019-02-15,570144
2019-02-16,565282
2019-02-17,560664
2019-02-18,577423
2019-02-19,585059
2019-02-20,583426
2019-02-21,594716
2019-02-22,613860
2019-02-23,628540
2019-02-24,626051
2019-02-25,614062
2019-02-26,609911
2019-02-27,619758
2019-02-28,643376
2019-03-01,633675
2019-03-02,621409
2019-03-03,612244
2019-03-04,602280
2019-03-05,598051
2019-03-06,599244
2019-03-07,601152
2019-03-08,596804
2019-03-09,588134
2019-03-10,585772
2019-03-11,588699
2019-03-12,600054
2019-03-13,607088
2019-03-14,615236
2019-03-15,614571
2019-03-16,610089
2019-03-17,606190
2019-03-18,610920
2019-03-19,612835
2019-03-20,609976
2019-03-21,602827
2019-03-22,600331
2019-03-23,605797
2019-03-24,606006
2019-03-25,607744
2019-03-26,600911
2019-03-27,593881
2019-03-28,586258
2019-03-29,581020
2019-03-30,577833
2019-03-31,577303
2019-04-01,573820
2019-04-02,570447
2019-04-03,569889
2019-04-04,574900
2019-04-05,584703
2019-04-06,584962
2019-04-07,594661
2019-04-08,592607
2019-04-09,594291
2019-04-10,600181
2019-04-11,592428
2019-04-12,577764
2019-04-13,565566
2019-04-14,560283
2019-04-15,551023
2019-04-16,557454
2019-04-17,556356
2019-04-18,550868
2019-04-19,554818
2019-04-20,563297
2019-04-21,570200
2019-04-22,575297
2019-04-23,579750
2019-04-24,579863
2019-04-25,589781
2019-04-26,598744
2019-04-27,602072
2019-04-28,599180
2019-04-29,595807
2019-04-30,593057
2019-05-01,590031
2019-05-02,590875
2019-05-03,589249
2019-05-04,585368
2019-05-05,583934
2019-05-06,581637
2019-05-07,583488
2019-05-08,577940
2019-05-09,576269
2019-05-10,571563
2019-05-11,569941
2019-05-12,570911
2019-05-13,578627
2019-05-14,580587
2019-05-15,580596
2019-05-16,580747
2019-05-17,581303
2019-05-18,581013
2019-05-19,584636
2019-05-20,581725
2019-05-21,577378
2019-05-22,570925
2019-05-23,572766
2019-05-24,572533
2019-05-25,580635
2019-05-26,582978
2019-05-27,585183
2019-05-28,589165
2019-05-29,607895
2019-05-30,594421
2019-05-31,617184
2019-06-01,647637
2019-06-02,647930
2019-06-03,676991
2019-06-04,656905
2019-06-05,640436
2019-06-06,653385
2019-06-07,647984
2019-06-08,661025
2019-06-09,665518
2019-06-10,653696
2019-06-11,643804
2019-06-12,627004
2019-06-13,607842
2019-06-14,603251
2019-06-15,610041
2019-06-16,613770
2019-06-17,622126
2019-06-18,613701
2019-06-19,620714
2019-06-20,643099
2019-06-21,632375
2019-06-22,624801
2019-06-23,618924
2019-06-24,603810
2019-06-25,590383
2019-06-26,579392
2019-06-27,577976
2019-06-28,604958
2019-06-29,616475
2019-06-30,603293
2019-07-01,603921
2019-07-02,623522
2019-07-03,616682
2019-07-04,615933
2019-07-05,614920
2019-07-06,613339
2019-07-07,608241
2019-07-08,608817
2019-07-09,618660
2019-07-10,624243
2019-07-11,626263
2019-07-12,622073
2019-07-13,611554
2019-07-14,600749
2019-07-15,599602
2019-07-16,593822
2019-07-17,587589
2019-07-18,583831
2019-07-19,583411
2019-07-20,573322
2019-07-21,565294
2019-07-22,562621
2019-07-23,578051
2019-07-24,582982
2019-07-25,600349
2019-07-26,593421
2019-07-27,595045
2019-07-28,593701
2019-07-29,597352
2019-07-30,605370
2019-07-31,621797
2019-08-01,607162
2019-08-02,608159
2019-08-03,604089
2019-08-04,604739
2019-08-05,600949
2019-08-06,590740
2019-08-07,585501
2019-08-08,576167
2019-08-09,577119
2019-08-10,592313
2019-08-11,586439
2019-08-12,579392
2019-08-13,575621
2019-08-14,568287
2019-08-15,570543
2019-08-16,565768
2019-08-17,562023
2019-08-18,571743
2019-08-19,563820
2019-08-20,569727
2019-08-21,567269
2019-08-22,573925
2019-08-23,566836
2019-08-24,559294
2019-08-24,559294
2019-08-25,557056
2019-08-25,557056
2019-08-26,572285
2019-08-26,572285
2019-08-27,572980
2019-08-27,572980
2019-08-28,586430
2019-08-29,572376
2019-08-30,559554
2019-08-31,544406
2019-09-01,549956
2019-09-02,542635
2019-09-03,558694
2019-09-04,572773
2019-09-05,569442
2019-09-06,573128
2019-09-07,572935
2019-09-08,570850
2019-09-09,559717
2019-09-10,552244
2019-09-11,570287
2019-09-12,592149
2019-09-13,596807
2019-09-14,594847
2019-09-15,579372
2019-09-16,575205
2019-09-17,577991
2019-09-18,568664
2019-09-19,569367
2019-09-20,592332
2019-09-21,613820
2019-09-22,637294
2019-09-23,611810
2019-09-24,598210
2019-09-25,582927
2019-09-26,585794
2019-09-27,586282
2019-09-28,585679
2019-09-29,573595
2019-09-30,573591
2019-10-01,585010
2019-10-02,580531
2019-10-03,579234
2019-10-04,570097
2019-10-05,580333
2019-10-06,592419
2019-10-07,587075
2019-10-08,584303
2019-10-09,586310
2019-10-10,588827
2019-10-11,613606
2019-10-12,639502
2019-10-13,624853
2019-10-14,608744
2019-10-15,596027
2019-10-16,591018
2019-10-17,575961
2019-10-18,575560
2019-10-19,574701
2019-10-20,583733
2019-10-21,582467
2019-10-22,583217
2019-10-23,584361
2019-10-24,587288
2019-10-25,591815
2019-10-26,587385
2019-10-27,586746
2019-10-28,585107
2019-10-29,576944
2019-10-30,574143
2019-10-31,573874
2019-11-01,584269
2019-11-02,588658
2019-11-03,584930
2019-11-04,585802
2019-11-05,586702
2019-11-06,582836
2019-11-07,584116
2019-11-08,583111
2019-11-09,590437
2019-11-10,592232
2019-11-11,588849
2019-11-12,591401
2019-11-13,591168
2019-11-14,591960
2019-11-15,593997
2019-11-16,615384
2019-11-17,645108
2019-11-18,643521
2019-11-19,636351
2019-11-20,627579
2019-11-21,616766
2019-11-22,614132
2019-11-23,612647
2019-11-24,616109
2019-11-25,612621
2019-11-26,605654
2019-11-27,603592
2019-11-28,600864
2019-11-29,603453
2019-11-30,602721
2019-12-01,601769
2019-12-02,603056
2019-12-03,596832
2019-12-04,592542
2019-12-05,594573
2019-12-06,601038
2019-12-07,623264
2019-12-08,649963
2019-12-09,642327
2019-12-10,635967
2019-12-11,624492
2019-12-12,625658
2019-12-13,630265
2019-12-14,615803
2019-12-15,618637
2019-12-16,613227
2019-12-17,614378
2019-12-18,612362
2019-12-19,627981
2019-12-20,635138
2019-12-21,657420
2019-12-22,660023
2019-12-23,662206
2019-12-24,657685
2019-12-25,644980
2019-12-26,652171
2019-12-27,655805
2019-12-28,662603
2019-12-29,654062
2019-12-30,646677
2019-12-31,643923
2020-01-01,641909
2020-01-02,632347
2020-01-03,619600
2020-01-04,621495
2020-01-05,619737
2020-01-06,611337
2020-01-07,603778
2020-01-08,599816
2020-01-09,605978
2020-01-10,606505
2020-01-11,600955
2020-01-12,598842
2020-01-13,589078
2020-01-14,586014
2020-01-15,583674
2020-01-16,566053
2020-01-17,564420
2020-01-18,563115
2020-01-19,567084
2020-01-20,565097
2020-01-21,559945
2020-01-22,557138
2020-01-23,553277
2020-01-24,547124
2020-01-25,539403
2020-01-26,537881
2020-01-27,527670
2020-01-28,521111
2020-01-29,501311
2020-01-30,493942
2020-01-31,485540
2020-02-01,476926
2020-02-02,477639
2020-02-03,479731
2020-02-04,472377
2020-02-05,468900
2020-02-06,458236
2020-02-07,453130
2020-02-08,443386
2020-02-09,441308
2020-02-10,459218
2020-02-11,468416
2020-02-12,476868
2020-02-13,482432
2020-02-14,491978
2020-02-15,508799
2020-02-16,528889
2020-02-17,535652
2020-02-18,550698
2020-02-19,559244
2020-02-20,552096
2020-02-21,542651
2020-02-22,536802
2020-02-23,534772
2020-02-24,532068
2020-02-25,534275
2020-02-26,535320
2020-02-27,541687
2020-02-28,552372
2020-02-29,562666
2020-03-01,576964
2020-03-02,565723
2020-03-03,565050
2020-03-04,562258
2020-03-05,562264
2020-03-06,562389
2020-03-07,558127
2020-03-08,566983
2020-03-09,563773
2020-03-10,566474
2020-03-11,563110
2020-03-12,559378
2020-03-13,555516
2020-03-14,550231
2020-03-15,545859
2020-03-16,538709
2020-03-17,539521
2020-03-18,534416
2020-03-19,539059
2020-03-20,538988
2020-03-21,535375
2020-03-22,538216
2020-03-23,539481
2020-03-24,542108
2020-03-25,543405
2020-03-26,547885
2020-03-27,544509
2020-03-28,547530
2020-03-29,556828
2020-03-30,547451
2020-03-31,551502
2020-04-01,547554
2020-04-02,546383
2020-04-03,555344
2020-04-04,562304
