date_obj,Ruby%20harvest%20(item) price
2015-03-05,800
2015-03-06,800
2015-03-07,800
2015-03-08,800
2015-03-09,800
2015-03-10,800
2015-03-11,800
2015-03-12,800
2015-03-13,800
2015-03-14,800
2015-03-15,800
2015-03-16,800
2015-03-17,800
2015-03-18,800
2015-03-19,800
2015-03-20,800
2015-03-21,800
2015-03-22,800
2015-03-23,800
2015-03-24,800
2015-03-25,800
2015-03-26,800
2015-03-27,800
2015-03-28,800
2015-03-29,800
2015-03-30,800
2015-03-31,800
2015-04-01,800
2015-04-02,800
2015-04-03,800
2015-04-04,800
2015-04-05,800
2015-04-06,800
2015-04-07,800
2015-04-08,800
2015-04-09,800
2015-04-10,800
2015-04-11,800
2015-04-12,800
2015-04-13,800
2015-04-14,800
2015-04-15,800
2015-04-16,800
2015-04-17,800
2015-04-18,800
2015-04-19,800
2015-04-20,800
2015-04-21,800
2015-04-22,800
2015-04-23,800
2015-04-24,800
2015-04-25,800
2015-04-26,818
2015-04-27,818
2015-04-28,818
2015-04-29,818
2015-04-30,818
2015-05-01,818
2015-05-02,818
2015-05-03,818
2015-05-04,818
2015-05-05,818
2015-05-06,818
2015-05-07,818
2015-05-08,818
2015-05-09,818
2015-05-10,818
2015-05-11,818
2015-05-12,818
2015-05-13,818
2015-05-14,818
2015-05-15,818
2015-05-16,818
2015-05-17,818
2015-05-18,818
2015-05-19,818
2015-05-20,818
2015-05-21,818
2015-05-22,818
2015-05-23,818
2015-05-24,818
2015-05-25,818
2015-05-26,818
2015-05-27,818
2015-05-28,818
2015-05-29,818
2015-05-30,818
2015-05-31,818
2015-06-01,818
2015-06-02,818
2015-06-03,818
2015-06-04,818
2015-06-05,818
2015-06-06,818
2015-06-07,818
2015-06-08,818
2015-06-09,818
2015-06-10,835
2015-06-11,835
2015-06-12,835
2015-06-13,835
2015-06-14,835
2015-06-15,835
2015-06-16,835
2015-06-17,835
2015-06-18,835
2015-06-19,835
2015-06-20,835
2015-06-21,835
2015-06-22,835
2015-06-23,835
2015-06-24,835
2015-06-25,835
2015-06-26,835
2015-06-27,835
2015-06-28,835
2015-06-29,835
2015-06-30,835
2015-07-01,835
2015-07-02,835
2015-07-03,835
2015-07-04,835
2015-07-05,835
2015-07-06,835
2015-07-07,835
2015-07-08,835
2015-07-09,835
2015-07-10,835
2015-07-11,835
2015-07-12,835
2015-07-13,835
2015-07-14,835
2015-07-15,835
2015-07-16,835
2015-07-17,835
2015-07-18,835
2015-07-19,835
2015-07-20,835
2015-07-21,835
2015-07-22,835
2015-07-23,835
2015-07-24,835
2015-07-25,835
2015-07-26,828
2015-07-27,828
2015-07-28,828
2015-07-29,828
2015-07-30,828
2015-07-31,828
2015-08-01,828
2015-08-02,828
2015-08-03,828
2015-08-04,828
2015-08-05,828
2015-08-06,828
2015-08-07,828
2015-08-08,828
2015-08-09,828
2015-08-10,828
2015-08-11,828
2015-08-12,828
2015-08-13,828
2015-08-14,828
2015-08-15,828
2015-08-16,828
2015-08-17,828
2015-08-18,828
2015-08-19,828
2015-08-20,828
2015-08-21,828
2015-08-22,828
2015-08-23,828
2015-08-24,828
2015-08-25,828
2015-08-26,828
2015-08-27,828
2015-08-28,828
2015-08-29,828
2015-08-30,828
2015-08-31,828
2015-09-01,828
2015-09-02,828
2015-09-07,828
2015-09-08,828
2015-09-10,828
2015-09-14,828
2015-09-16,828
2015-09-22,828
2015-09-23,828
2015-09-24,828
2015-09-25,828
2015-09-27,828
2015-09-28,828
2015-09-29,828
2015-09-30,828
2015-10-05,828
2015-10-06,828
2015-10-07,828
2015-10-08,828
2015-10-09,828
2015-10-10,828
2015-10-11,822
2015-10-12,822
2015-10-13,822
2015-10-14,822
2015-10-15,822
2015-10-16,822
2015-10-17,822
2015-10-18,822
2015-10-19,822
2015-10-20,822
2015-10-22,822
2015-10-23,822
2015-10-24,822
2015-10-25,822
2015-10-26,822
2015-10-27,822
2015-10-29,822
2015-10-30,822
2015-10-31,822
2015-11-01,822
2015-11-02,822
2015-11-03,822
2015-11-04,822
2015-11-05,822
2015-11-06,822
2015-11-07,822
2015-11-08,822
2015-11-09,822
2015-11-10,822
2015-11-11,822
2015-11-12,822
2015-11-13,822
2015-11-14,822
2015-11-15,822
2015-11-16,822
2015-11-17,822
2015-11-18,822
2015-11-19,822
2015-11-20,822
2015-11-21,822
2015-11-22,822
2015-11-23,822
2015-11-24,822
2015-11-25,822
2015-11-26,822
2015-11-27,822
2015-11-28,822
2015-11-29,822
2015-11-30,822
2015-12-01,822
2015-12-02,822
2015-12-03,822
2015-12-04,822
2015-12-05,822
2015-12-06,822
2015-12-07,822
2015-12-08,822
2015-12-09,822
2015-12-10,822
2015-12-11,822
2015-12-12,822
2015-12-13,822
2015-12-14,822
2015-12-15,822
2015-12-16,822
2015-12-17,822
2015-12-18,822
2015-12-19,822
2015-12-20,822
2015-12-21,822
2015-12-22,822
2015-12-23,822
2015-12-24,822
2015-12-25,844
2015-12-26,844
2015-12-27,844
2015-12-28,844
2015-12-29,844
2015-12-30,844
2015-12-31,844
2016-01-01,844
2016-01-02,844
2016-01-03,844
2016-01-04,844
2016-01-05,844
2016-01-06,844
2016-01-07,844
2016-01-08,844
2016-01-09,844
2016-01-10,844
2016-01-11,844
2016-01-12,844
2016-01-13,844
2016-01-14,844
2016-01-15,844
2016-01-16,844
2016-01-17,844
2016-01-18,844
2016-01-19,844
2016-01-20,844
2016-01-21,844
2016-01-22,844
2016-01-23,844
2016-01-24,844
2016-01-25,844
2016-01-26,844
2016-01-27,844
2016-01-28,844
2016-01-29,844
2016-01-30,844
2016-01-31,844
2016-02-01,844
2016-02-02,844
2016-02-03,844
2016-02-04,844
2016-02-05,844
2016-02-06,844
2016-02-07,844
2016-02-08,844
2016-02-09,844
2016-02-10,844
2016-02-11,878
2016-02-12,878
2016-02-13,878
2016-02-14,878
2016-02-15,878
2016-02-16,878
2016-02-17,878
2016-02-18,878
2016-02-19,878
2016-02-20,878
2016-02-21,878
2016-02-22,878
2016-02-23,878
2016-02-24,878
2016-02-25,878
2016-02-26,878
2016-02-27,878
2016-02-28,878
2016-02-29,878
2016-03-01,878
2016-03-02,878
2016-03-03,878
2016-03-04,878
2016-03-05,878
2016-03-06,878
2016-03-07,878
2016-03-08,878
2016-03-09,878
2016-03-10,878
2016-03-11,878
2016-03-12,878
2016-03-13,878
2016-03-14,878
2016-03-15,878
2016-03-16,878
2016-03-17,878
2016-03-18,878
2016-03-19,878
2016-03-20,878
2016-03-21,907
2016-03-22,907
2016-03-23,907
2016-03-24,907
2016-03-25,907
2016-03-26,907
2016-03-27,907
2016-03-28,907
2016-03-29,907
2016-03-30,907
2016-03-31,907
2016-04-01,907
2016-04-02,907
2016-04-03,907
2016-04-04,907
2016-04-05,907
2016-04-06,907
2016-04-07,907
2016-04-08,907
2016-04-09,907
2016-04-10,907
2016-04-11,907
2016-04-12,907
2016-04-13,907
2016-04-14,907
2016-04-15,907
2016-04-16,907
2016-04-17,907
2016-04-18,907
2016-04-19,907
2016-04-20,907
