date_obj,Dragon%202h%20sword price
2016-03-18,153235
2016-03-19,148276
2016-03-20,146908
2016-03-21,147927
2016-03-22,148691
2016-03-23,149617
2016-03-24,151087
2016-03-25,152540
2016-03-26,151170
2016-03-27,151699
2016-03-28,152537
2016-03-29,152293
2016-03-30,152293
2016-03-31,152018
2016-04-01,152496
2016-04-02,150965
2016-04-03,152692
2016-04-04,150615
2016-04-05,152374
2016-04-06,153170
2016-04-07,152610
2016-04-08,151989
2016-04-09,153551
2016-04-10,152338
2016-04-11,152338
2016-04-12,151450
2016-04-13,151679
2016-04-14,149790
2016-04-15,150450
2016-04-16,151099
2016-04-17,151132
2016-04-18,153042
2016-04-19,152140
2016-04-20,150951
2016-04-21,152061
2016-04-22,151182
2016-04-23,147518
2016-04-24,148038
2016-04-25,148331
2016-04-26,151291
2016-04-27,150783
2016-04-28,149928
2016-04-29,149863
2016-04-30,149135
2016-05-01,151485
2016-05-02,151406
2016-05-03,151717
2016-05-04,150976
2016-05-05,151127
2016-05-06,151629
2016-05-07,150741
2016-05-08,148862
2016-05-09,149912
2016-05-10,150027
2016-05-11,150935
2016-05-12,151765
2016-05-13,151395
2016-05-14,151662
2016-05-15,151760
2016-05-16,152356
2016-05-17,152085
2016-05-18,151481
2016-05-19,150748
2016-05-22,149614
2016-05-23,151695
2016-05-24,156035
2016-05-25,160431
2016-05-26,163300
2016-05-27,162159
2016-05-28,159865
2016-05-29,156421
2016-05-30,153940
2016-05-31,153606
2016-06-01,155133
2016-06-02,157873
2016-06-03,156285
2016-06-04,153524
2016-06-05,153111
2016-06-06,153162
2016-06-07,149930
2016-06-08,150145
2016-06-09,148807
2016-06-10,151805
2016-06-11,153578
2016-06-12,152447
2016-06-13,151269
2016-06-14,153920
2016-06-15,154179
2016-06-16,153883
2016-06-17,152875
2016-06-18,152663
2016-06-19,152629
2016-06-20,151745
2016-06-21,151352
2016-06-22,149918
2016-06-23,150170
2016-06-24,150542
2016-06-25,147500
2016-06-26,147903
2016-06-27,148362
2016-06-28,150520
2016-06-29,150746
2016-06-30,151923
2016-07-01,151640
2016-07-02,152485
2016-07-03,151656
2016-07-04,151515
2016-07-05,151949
2016-07-06,151213
2016-07-07,151422
2016-07-08,154227
2016-07-09,154978
2016-07-10,155012
2016-07-11,153388
2016-07-12,151971
2016-07-13,151566
2016-07-14,153027
2016-07-15,153465
2016-07-16,154488
2016-07-17,153107
2016-07-18,152730
2016-07-23,147413
2016-07-24,148600
2016-07-25,152128
2016-07-26,150667
2016-07-27,149394
2016-07-28,149831
2016-07-29,151685
2016-07-30,153771
2016-07-31,157896
2016-08-01,160703
2016-08-02,155576
2016-08-03,153116
2016-08-04,155041
2016-08-05,157332
2016-08-06,154390
2016-08-07,151093
2016-08-08,149512
2016-08-09,151118
2016-08-10,152852
2016-08-11,153119
2016-08-12,155028
2016-08-13,156199
2016-08-14,153387
2016-08-15,155639
2016-08-16,155867
2016-08-17,154779
2016-08-18,153485
2016-08-19,154035
2016-08-20,157959
2016-08-21,153173
2016-08-22,152535
2016-08-23,152687
2016-08-24,153247
2016-08-25,151900
2016-08-26,151900
2016-08-28,151713
2016-08-31,152159
2016-09-01,152397
2016-09-02,152397
2016-09-03,151237
2016-09-04,150604
2016-09-05,153231
2016-09-06,154097
2016-09-07,153798
2016-09-08,155190
2016-09-09,153589
2016-09-10,153444
2016-09-11,153444
2016-09-12,153307
2016-09-13,152312
2016-09-14,153298
2016-09-15,152075
2016-09-16,152205
2016-09-17,151947
2016-09-18,151659
2016-09-19,152397
2016-09-20,152521
2016-09-21,151936
2016-09-22,151677
2016-09-23,152190
2016-09-24,152190
2016-09-25,151873
2016-09-26,151873
2016-09-27,152467
2016-09-28,154323
2016-09-29,154132
2016-09-30,152805
2016-10-01,153581
2016-10-02,154050
2016-10-03,153726
2016-10-04,154106
2016-10-05,152570
2016-10-06,152803
2016-10-07,152366
2016-10-08,152568
2016-10-09,154136
2016-10-10,153217
2016-10-11,152882
2016-10-12,152292
2016-10-13,152526
2016-10-14,153130
2016-10-15,154395
2016-10-16,152469
2016-10-17,152225
2016-10-18,151605
2016-10-19,152703
2016-10-20,152378
2016-10-21,152159
2016-10-22,152159
2016-10-23,152822
2016-10-24,152466
2016-10-25,152337
2016-10-26,153129
2016-10-27,151875
2016-10-28,150664
2016-10-29,150621
2016-10-30,150116
2016-10-31,151972
2016-11-01,151972
2016-11-02,151975
2016-11-03,152543
2016-11-04,152031
2016-11-05,152031
2016-11-06,151982
2016-11-07,150986
2016-11-08,151692
2016-11-09,151610
2016-11-10,151312
2016-11-11,150636
2016-11-12,152190
2016-11-13,151410
2016-11-14,152475
2016-11-15,152350
2016-12-07,164784
2016-12-08,164048
2016-12-09,162644
2016-12-10,158369
2016-12-11,156029
2016-12-12,153527
2016-12-13,151106
2016-12-14,150785
2016-12-15,149483
2016-12-16,149279
2016-12-17,148578
2016-12-18,149727
2016-12-19,151127
2016-12-20,151796
2016-12-21,151549
2016-12-22,151670
2016-12-23,152802
2016-12-24,153447
2016-12-25,154154
2016-12-26,153283
2016-12-27,154815
2016-12-28,157674
2016-12-29,159370
2016-12-30,156647
2016-12-31,155467
2017-01-01,152362
2017-01-02,150485
2017-01-03,150168
2017-01-04,148949
2017-01-05,148667
2017-01-06,149159
2017-01-07,148248
2017-01-08,149309
2017-01-09,150372
2017-01-10,150769
2017-01-11,152193
2017-01-12,151826
2017-01-13,154573
2017-01-14,156253
2017-01-15,158796
2017-01-16,159273
2017-01-17,158204
2017-01-18,158238
2017-01-19,158688
2017-01-20,160049
2017-01-21,159515
2017-01-22,160167
2017-01-23,161183
2017-01-27,160948
2017-01-28,160064
2017-01-29,159646
2017-01-30,158967
2017-01-31,157892
2017-02-01,158892
2017-02-02,159937
2017-02-03,160213
2017-02-04,160690
2017-02-05,158976
2017-02-06,158765
2017-02-07,159757
2017-02-08,159052
2017-02-09,156506
2017-02-10,156993
2017-02-11,157495
2017-02-12,158574
2017-02-13,158953
2017-02-14,157955
2017-02-15,159265
2017-02-16,158180
2017-02-18,157064
2017-02-19,153091
2017-02-20,149703
2017-02-21,151231
2017-02-22,149574
2017-02-23,149844
2017-02-24,150427
2017-02-25,149608
2017-02-26,149015
2017-02-27,150850
2017-02-28,151889
2017-03-01,151142
2017-03-02,151534
2017-03-03,152119
2017-03-04,152514
2017-03-05,154156
2017-03-06,155460
2017-03-07,156019
2017-03-08,156049
2017-03-09,155381
2017-03-10,156573
2017-03-11,154336
2017-03-12,153902
2017-03-13,150787
2017-03-14,150703
2017-03-15,150987
2017-03-16,149718
2017-03-17,151171
2017-03-18,150947
2017-03-19,150988
2017-03-20,151678
2017-03-21,152338
2017-03-22,152777
2017-03-23,153253
2017-03-24,152527
2017-03-25,153319
2017-03-26,153086
2017-03-27,152165
2017-03-28,152396
2017-03-29,152743
2017-03-30,152730
2017-03-31,154908
2017-04-01,154005
2017-04-02,153431
2017-04-03,154617
2017-04-04,154904
2017-04-12,151002
2017-04-13,151393
2017-04-14,150135
2017-04-15,151819
2017-04-16,150279
2017-04-17,151339
2017-04-18,152096
2017-04-19,153566
2017-04-20,152247
2017-04-21,150680
2017-04-22,150869
2017-04-23,151396
2017-04-24,149632
2017-04-25,148344
2017-04-26,144373
2017-04-27,144602
2017-04-28,146521
2017-04-29,148046
2017-04-30,148200
2017-05-01,150238
2017-05-02,149987
2017-05-03,151028
2017-05-04,151396
2017-05-05,150897
2017-05-06,149842
2017-05-07,149109
2017-05-08,148946
2017-05-09,149641
2017-05-10,150576
2017-05-11,149657
2017-05-12,148444
2017-05-13,149950
2017-05-14,150549
2017-05-15,151844
2017-05-16,152730
2017-05-17,154295
2017-05-18,155785
2017-05-19,157678
2017-05-20,159739
2017-05-21,158949
2017-05-22,161990
2017-05-23,163557
2017-05-24,162429
2017-05-25,158132
2017-05-26,158155
2017-05-27,156569
2017-05-28,157120
2017-05-29,153337
2017-05-30,152258
2017-05-31,150070
2017-06-01,145398
2017-06-02,140079
2017-06-03,136063
2017-06-04,134878
2017-06-05,133449
2017-06-06,133302
2017-06-07,133204
2017-06-08,135523
2017-06-09,134783
2017-06-10,136600
2017-06-11,136490
2017-06-12,134805
2017-06-13,133209
2017-06-14,133908
2017-06-15,134709
2017-06-16,135667
2017-06-17,136835
2017-06-18,135925
2017-06-19,135369
2017-06-20,134001
2017-06-21,134260
2017-06-22,134446
2017-06-23,133782
2017-06-24,133939
2017-06-25,134574
2017-06-26,134739
2017-06-27,134561
2017-06-28,133616
2017-06-29,134095
2017-06-30,135457
2017-07-01,133755
2017-07-02,133712
2017-07-03,134959
2017-07-04,135511
2017-07-05,135578
2017-07-06,136894
2017-07-07,137747
2017-07-08,140325
2017-07-13,135647
2017-07-14,135679
2017-07-15,135531
2017-07-16,135227
2017-07-17,135310
2017-07-18,135967
2017-07-19,135955
2017-07-20,135087
2017-07-21,134827
2017-07-22,133960
2017-07-23,134054
2017-07-24,133731
2017-07-25,133770
2017-07-26,133150
2017-07-27,133894
2017-07-28,133806
2017-07-29,134540
2017-07-30,134972
2017-07-31,136012
2017-08-01,134435
2017-08-02,133683
2017-08-03,132795
2017-08-04,132951
2017-08-05,133381
2017-08-06,134168
2017-08-09,134060
2017-08-10,134040
2017-08-11,133413
2017-08-12,133291
2017-08-13,132945
2017-08-14,132814
2017-08-15,132532
2017-08-16,132922
2017-08-17,133096
2017-08-18,132025
2017-08-19,131926
2017-08-20,131813
2017-08-21,132120
2017-08-22,132809
2017-08-23,132717
2017-08-24,133230
2017-08-25,134241
2017-08-26,135883
2017-08-27,134849
2017-08-28,133859
2017-08-29,134380
2017-08-30,133846
2017-08-31,133939
2017-09-01,133410
2017-09-03,133348
2017-09-04,133132
2017-09-05,133111
2017-09-06,133488
2017-09-07,132838
2017-09-08,132562
2017-09-09,132757
2017-09-10,132455
2017-09-11,132229
2017-09-12,131674
2017-09-13,132211
2017-09-14,132256
2017-09-15,132592
2017-09-16,132572
2017-09-17,132737
2017-09-18,132997
2017-09-19,132947
2017-09-20,133707
2017-09-21,134162
2017-09-22,134374
2017-09-23,135237
2017-09-24,134128
2017-09-25,133815
2017-09-26,134681
2017-09-27,133928
2017-09-28,134494
2017-09-29,134311
2017-09-30,134615
2017-10-01,134153
2017-10-02,133345
2017-10-03,133355
2017-10-04,132641
2017-10-05,133087
2017-10-06,133050
2017-10-07,132077
2017-10-08,133286
2017-10-09,134452
2017-10-10,134076
2017-10-11,134085
2017-10-12,134098
2017-10-13,134474
2017-10-14,134093
2017-10-15,132361
2017-10-16,131663
2017-10-17,131919
2017-10-18,132454
2017-10-19,132142
2017-10-20,132329
2017-10-21,132459
2017-10-22,132864
2017-10-23,132449
2017-10-24,133223
2017-10-25,133077
2017-10-26,132977
2017-10-27,132364
2017-10-28,132774
2017-10-29,135963
2017-10-30,138889
2017-10-31,137697
2017-11-01,134920
2017-11-02,135143
2017-11-03,135973
2017-11-04,136508
2017-11-05,135892
2017-11-06,135383
2017-11-07,133534
2017-11-08,133851
2017-11-09,134261
2017-11-10,134155
2017-11-11,134136
2017-11-12,136946
2017-11-13,135834
2017-11-14,136483
2017-11-15,134747
2017-11-16,135643
2017-11-17,135342
2017-11-18,135645
2017-11-19,135892
2017-11-20,136244
2017-11-21,135260
2017-11-22,134671
2017-11-23,134007
2017-11-24,133509
2017-11-25,130697
2017-11-26,133546
2017-11-27,133060
2017-11-28,134048
2017-11-29,133401
2017-11-30,134134
2017-12-01,134320
2017-12-02,134151
2017-12-03,134482
2017-12-04,133996
2017-12-05,134232
2017-12-06,134279
2017-12-07,134094
2017-12-08,133600
2017-12-09,133567
2017-12-10,133541
2017-12-11,133813
2017-12-12,133729
2017-12-13,133192
2017-12-14,133634
2017-12-15,132834
2017-12-16,133121
2017-12-17,132293
2017-12-18,131989
2017-12-19,132360
2017-12-20,132203
2017-12-21,132684
2017-12-22,134470
2017-12-23,134348
2017-12-24,134403
2017-12-25,134452
2017-12-26,133499
2017-12-27,134165
2017-12-28,134476
2017-12-29,133825
2017-12-30,133156
2017-12-31,134607
2018-01-01,133244
2018-01-02,133883
2018-01-03,133481
2018-01-04,133267
2018-01-05,132705
2018-01-06,132886
2018-01-07,132001
2018-01-08,131668
2018-01-09,132069
2018-01-10,131551
2018-01-11,132662
2018-01-12,132237
2018-01-13,132374
2018-01-14,132712
2018-01-15,132596
2018-01-16,132899
2018-01-17,133880
2018-01-18,137036
2018-01-19,140525
2018-01-20,142189
2018-01-21,143947
2018-01-22,141696
2018-01-23,139954
2018-01-25,136694
2018-01-26,136431
2018-01-27,135993
2018-01-28,134506
2018-01-29,133917
2018-01-30,134320
2018-01-31,133708
2018-02-01,133923
2018-02-02,133388
2018-02-03,132112
2018-02-04,132846
2018-02-05,133404
2018-02-06,132978
2018-02-07,132763
2018-02-08,132220
2018-02-09,132232
2018-02-10,132909
2018-02-11,132471
2018-02-12,132862
2018-02-13,132951
2018-02-14,132630
2018-02-15,132445
2018-02-16,132804
2018-02-17,132693
2018-02-18,132084
2018-02-19,132412
2018-02-20,133039
2018-02-21,132742
2018-02-22,132490
2018-02-23,132056
2018-02-24,132280
2018-02-25,131714
2018-02-26,132013
2018-02-27,132211
2018-02-28,132136
2018-03-01,132158
2018-03-02,132368
2018-03-03,133004
2018-03-04,132229
2018-03-05,132351
2018-03-06,132632
2018-03-07,133693
2018-03-08,133070
2018-03-09,132940
2018-03-10,132248
2018-03-11,132309
2018-03-12,133458
2018-03-13,135376
2018-03-14,136414
2018-03-15,133925
2018-03-16,134579
2018-03-17,133303
2018-03-18,133374
2018-03-19,133654
2018-03-20,132946
2018-03-21,133032
2018-03-23,133374
2018-03-24,133558
2018-03-25,133956
2018-03-26,133547
2018-03-27,134654
2018-03-28,135004
2018-03-29,134791
2018-03-30,136556
2018-03-31,137741
2018-04-01,136045
2018-04-02,137032
2018-04-03,138561
2018-04-04,135874
2018-04-05,136125
2018-04-06,134235
2018-04-07,132846
2018-04-08,133646
2018-04-09,134309
2018-04-10,134351
2018-04-11,134766
2018-04-12,135326
2018-04-13,135046
2018-04-14,134713
2018-04-15,134952
2018-04-16,134143
2018-04-17,133715
2018-04-18,133765
2018-04-19,133586
2018-04-20,133168
2018-04-21,133488
2018-04-22,133709
2018-04-23,134765
2018-04-24,135172
2018-04-25,136050
2018-04-26,136709
2018-04-27,135293
2018-04-28,133920
2018-04-29,135959
2018-04-30,136490
2018-05-01,136573
2018-05-03,135815
2018-05-04,136102
2018-05-05,135576
2018-05-07,135986
2018-05-08,135807
2018-05-09,135089
2018-05-10,134460
2018-05-11,133645
2018-05-12,133569
2018-05-13,133618
2018-05-14,133953
2018-05-15,134419
2018-05-16,135905
2018-05-17,134751
2018-05-18,137036
2018-05-19,135866
2018-05-20,135410
2018-05-21,134684
2018-05-22,135074
2018-05-23,134552
2018-05-24,134511
2018-05-25,134533
2018-05-26,134160
2018-05-27,133389
2018-05-28,133651
2018-05-29,133964
2018-05-30,134216
2018-05-31,134335
2018-06-01,134600
2018-06-02,133759
2018-06-03,134032
2018-06-04,133237
2018-06-05,133848
2018-06-06,133208
2018-06-07,133240
2018-06-08,133247
2018-06-09,132902
2018-06-10,132350
2018-06-11,133081
2018-06-12,132856
2018-06-13,132857
2018-06-14,133200
2018-06-15,132784
2018-06-16,132964
2018-06-17,132274
2018-06-18,132516
2018-06-19,130799
2018-06-20,131490
2018-06-21,132133
2018-06-22,132252
2018-06-23,132058
2018-06-24,131422
2018-06-25,132025
2018-06-26,131963
2018-06-27,131565
2018-06-28,132072
2018-06-29,132120
2018-06-30,132194
2018-07-01,131693
2018-07-02,132136
2018-07-03,131785
2018-07-04,130999
2018-07-05,131702
2018-07-06,131558
2018-07-07,131583
2018-07-08,131884
2018-07-09,131962
2018-07-10,132411
2018-07-11,133178
2018-07-12,133266
2018-07-13,133177
2018-07-14,132935
2018-07-15,133092
2018-07-16,132634
2018-07-17,132677
2018-07-18,133324
2018-07-19,132717
2018-07-20,133225
2018-07-21,133136
2018-07-22,133738
2018-07-23,134622
2018-07-24,133973
2018-07-25,134563
2018-07-26,134322
2018-07-27,134327
2018-07-28,134582
2018-07-29,135851
2018-07-30,134797
2018-07-31,134844
2018-08-01,133944
2018-08-02,133557
2018-08-03,133036
2018-08-04,133156
2018-08-05,133295
2018-08-06,133283
2018-08-07,133770
2018-08-08,133433
2018-08-09,133645
2018-08-10,133700
2018-08-11,134022
2018-08-12,133593
2018-08-14,133480
2018-08-16,132645
2018-08-17,132920
2018-08-18,132828
2018-08-19,133436
2018-08-20,133266
2018-08-21,133485
2018-08-22,133471
2018-08-23,133888
2018-08-24,134368
2018-08-25,135318
2018-08-26,136332
2018-08-27,133649
2018-08-28,132947
2018-08-29,133034
2018-08-30,133710
2018-08-31,134153
2018-09-01,135751
2018-09-02,135655
2018-09-03,134820
2018-09-04,133758
2018-09-05,133631
2018-09-06,133284
2018-09-07,133471
2018-09-08,133562
2018-09-09,133352
2018-09-10,133140
2018-09-11,132367
2018-09-12,133185
2018-09-13,132879
2018-09-14,132710
2018-09-15,132943
2018-09-16,133268
2018-09-17,132946
2018-09-18,133384
2018-09-19,132890
2018-09-20,133367
2018-09-21,133218
2018-09-22,133335
2018-09-23,133664
2018-09-24,133546
2018-09-25,133806
2018-09-26,133355
2018-09-27,133575
2018-09-28,133282
2018-09-29,133061
2018-09-30,132953
2018-10-01,133186
2018-10-02,133497
2018-10-03,132878
2018-10-04,133397
2018-10-05,133799
2018-10-06,133690
2018-10-07,134246
2018-10-08,133991
2018-10-09,133127
2018-10-10,133140
2018-10-11,133238
2018-10-12,133285
2018-10-13,133955
2018-10-14,134018
2018-10-15,133732
2018-10-16,134269
2018-10-17,133970
2018-10-18,133785
2018-10-19,134511
2018-10-20,135044
2018-10-21,135293
2018-10-22,135700
2018-10-23,136198
2018-10-24,137222
2018-10-25,137315
2018-10-26,138938
2018-10-27,138130
2018-10-28,138861
2018-10-29,138691
2018-10-30,137884
2018-10-31,138055
2018-11-01,136327
2018-11-03,134437
2018-11-04,132862
2018-11-05,133151
2018-11-06,133485
2018-11-07,133665
2018-11-08,133643
2018-11-09,133587
2018-11-10,134000
2018-11-11,133833
2018-11-12,133657
2018-11-13,133988
2018-11-14,134972
2018-11-15,134488
2018-11-16,134414
2018-11-17,134914
2018-11-18,134351
2018-11-19,134389
2018-11-20,134419
2018-11-21,134516
2018-11-22,134372
2018-11-23,134349
2018-11-24,134443
2018-11-25,135053
2018-11-26,135597
2018-11-27,135279
2018-11-28,134923
2018-11-29,134329
2018-12-01,133725
2018-12-02,133121
2018-12-03,133568
2018-12-04,133706
2018-12-05,133557
2018-12-07,133690
2018-12-09,133202
2018-12-10,133524
2018-12-11,133528
2018-12-12,133668
2018-12-13,133646
2018-12-14,133870
2018-12-15,133891
2018-12-16,133825
2018-12-17,133243
2018-12-18,133288
2018-12-19,133198
2018-12-20,133838
2018-12-21,133664
2018-12-22,133805
2018-12-23,133744
2018-12-24,133552
2018-12-25,133630
2018-12-26,133726
2018-12-27,133680
2018-12-28,133789
2018-12-29,133708
2018-12-30,133892
2018-12-31,133586
2019-01-01,133941
2019-01-02,133478
2019-01-03,133568
2019-01-04,132831
2019-01-05,133547
2019-01-06,133716
2019-01-08,133525
2019-01-10,133417
2019-01-11,133109
2019-01-12,133535
2019-01-13,133698
2019-01-14,133139
2019-01-15,133654
2019-01-16,133783
2019-01-17,133822
2019-01-18,133434
2019-01-19,133644
2019-01-20,133631
2019-01-21,133361
2019-01-22,133417
2019-01-23,133572
2019-01-24,133662
2019-01-25,133183
2019-01-26,133563
2019-01-27,133216
2019-01-28,132928
2019-01-29,133330
2019-01-30,133179
2019-01-31,132716
2019-02-01,133217
2019-02-02,133279
2019-02-03,133371
2019-02-04,133350
2019-02-05,133514
2019-02-06,133452
2019-02-07,133392
2019-02-08,133284
2019-02-09,133891
2019-02-10,133789
2019-02-11,133683
2019-02-12,133644
2019-02-13,133534
2019-02-14,133393
2019-02-15,133592
2019-02-16,133084
2019-02-17,132697
2019-02-18,133351
2019-02-19,133530
2019-02-20,133150
2019-02-21,133639
2019-02-22,133707
2019-02-23,133291
2019-02-24,133210
2019-02-25,133227
2019-02-26,133580
2019-02-27,133447
2019-02-28,133076
2019-03-01,133347
2019-03-02,133568
2019-03-03,133381
2019-03-04,133390
2019-03-05,133307
2019-03-06,133317
2019-03-07,133138
2019-03-08,133229
2019-03-09,133007
2019-03-10,133184
2019-03-11,132995
2019-03-12,132742
2019-03-13,133259
2019-03-14,133003
2019-03-15,132933
2019-03-16,132989
2019-03-17,132946
2019-03-18,132927
2019-03-19,132933
2019-03-20,132853
2019-03-21,132795
2019-03-22,132659
2019-03-23,132547
2019-03-24,132776
2019-03-25,133089
2019-03-26,132709
2019-03-27,132890
