date_obj,Crude%20chair%20(flatpack) price
2015-03-05,300
2015-03-06,286
2015-03-07,286
2015-03-08,286
2015-03-09,286
2015-03-10,286
2015-03-11,286
2015-03-12,286
2015-03-13,286
2015-03-14,286
2015-03-15,286
2015-03-16,271
2015-03-17,271
2015-03-18,271
2015-03-19,271
2015-03-20,271
2015-03-21,271
2015-03-22,271
2015-03-23,271
2015-03-24,271
2015-03-25,258
2015-03-26,258
2015-03-27,258
2015-03-28,258
2015-03-29,258
2015-03-30,258
2015-03-31,258
2015-04-01,258
2015-04-02,258
2015-04-03,246
2015-04-04,246
2015-04-05,246
2015-04-06,246
2015-04-07,246
2015-04-08,246
2015-04-09,246
2015-04-10,246
2015-04-11,246
2015-04-12,233
2015-04-13,233
2015-04-14,233
2015-04-15,233
2015-04-16,233
2015-04-17,233
2015-04-18,233
2015-04-19,233
2015-04-20,233
2015-04-21,233
2015-04-22,221
2015-04-23,221
2015-04-24,221
2015-04-25,221
2015-04-26,221
2015-04-27,221
2015-04-28,221
2015-04-29,221
2015-04-30,209
2015-05-01,209
2015-05-02,209
2015-05-03,209
2015-05-04,209
2015-05-05,209
2015-05-06,209
2015-05-07,209
2015-05-08,209
2015-05-09,198
2015-05-10,198
2015-05-11,198
2015-05-12,198
2015-05-13,198
2015-05-14,198
2015-05-15,198
2015-05-16,198
2015-05-17,198
2015-05-18,198
2015-05-19,189
2015-05-20,189
2015-05-21,189
2015-05-22,189
2015-05-23,189
2015-05-24,189
2015-05-25,189
2015-05-26,189
2015-05-27,189
2015-05-28,179
2015-05-29,179
2015-05-30,179
2015-05-31,179
2015-06-01,179
2015-06-02,179
2015-06-03,171
2015-06-04,171
2015-06-05,171
2015-06-06,171
2015-06-07,171
2015-06-08,171
2015-06-09,163
2015-06-10,163
2015-06-11,163
2015-06-12,163
2015-06-13,163
2015-06-14,163
2015-06-15,163
2015-06-16,155
2015-06-17,155
2015-06-18,155
2015-06-19,155
2015-06-20,155
2015-06-21,155
2015-06-22,155
2015-06-23,148
2015-06-24,148
2015-06-25,148
2015-06-26,148
2015-06-27,148
2015-06-28,148
2015-06-29,148
2015-06-30,148
2015-07-01,140
2015-07-02,140
2015-07-03,140
2015-07-04,140
2015-07-05,140
2015-07-06,140
2015-07-07,140
2015-07-08,140
2015-07-09,134
2015-07-10,134
2015-07-11,134
2015-07-12,134
2015-07-13,134
2015-07-14,134
2015-07-15,134
2015-07-16,127
2015-07-17,127
2015-07-18,127
2015-07-19,127
2015-07-20,127
2015-07-21,127
2015-07-22,120
2015-07-23,120
2015-07-24,120
2015-07-25,120
2015-07-26,120
2015-07-27,120
2015-07-28,114
2015-07-29,114
2015-07-30,114
2015-07-31,114
2015-08-01,114
2015-08-02,114
2015-08-03,108
2015-08-04,108
2015-08-05,108
2015-08-06,108
2015-08-07,108
2015-08-08,108
2015-08-09,102
2015-08-10,102
2015-08-11,102
2015-08-12,102
2015-08-13,102
2015-08-14,102
2015-08-15,96
2015-08-16,96
2015-08-17,96
2015-08-18,96
2015-08-19,96
2015-08-20,96
2015-08-21,91
2015-08-22,91
2015-08-23,91
2015-08-24,91
2015-08-25,91
2015-08-26,91
2015-08-27,91
2015-08-28,86
2015-08-29,86
2015-08-30,86
2015-08-31,86
2015-09-02,86
2015-09-07,81
2015-09-08,81
2015-09-10,76
2015-09-14,72
2015-09-16,72
2015-09-22,68
2015-09-23,68
2015-09-24,68
2015-09-25,68
2015-09-27,68
2015-09-28,68
2015-09-29,68
2015-09-30,64
2015-10-05,64
2015-10-06,64
2015-10-07,64
2015-10-08,60
2015-10-09,60
2015-10-10,60
2015-10-11,60
2015-10-12,60
2015-10-13,60
2015-10-14,60
2015-10-15,57
2015-10-16,57
2015-10-17,57
2015-10-18,57
2015-10-19,57
2015-10-20,57
2015-10-22,57
2015-10-23,54
2015-10-24,54
2015-10-25,54
2015-10-26,54
2015-10-27,54
2015-10-29,54
2015-10-30,54
2015-10-31,54
2015-11-01,55
2015-11-02,55
2015-11-03,55
2015-11-04,55
2015-11-05,55
2015-11-06,55
2015-11-07,55
2015-11-08,55
2015-11-09,55
2015-11-10,55
2015-11-11,55
2015-11-12,55
2015-11-13,55
2015-11-14,58
2015-11-15,58
2015-11-16,58
2015-11-17,58
2015-11-18,58
2015-11-19,58
2015-11-20,58
2015-11-21,58
2015-11-22,58
2015-11-23,58
2015-11-24,58
2015-11-25,60
2015-11-26,60
2015-11-27,60
2015-11-28,60
2015-11-29,60
2015-11-30,60
2015-12-01,60
2015-12-02,60
2015-12-03,60
2015-12-04,60
2015-12-05,60
2015-12-06,60
2015-12-07,60
2015-12-08,60
2015-12-09,60
2015-12-10,60
2015-12-11,60
2015-12-12,60
2015-12-13,60
2015-12-14,60
2015-12-15,60
2015-12-16,60
2015-12-17,60
2015-12-18,60
2015-12-19,60
2015-12-20,60
2015-12-21,60
2015-12-22,59
2015-12-23,59
2015-12-24,59
2015-12-25,59
2015-12-26,59
2015-12-27,59
2015-12-28,59
2015-12-29,59
2015-12-30,59
2015-12-31,59
2016-01-01,59
2016-01-02,59
2016-01-03,59
2016-01-04,59
2016-01-05,59
2016-01-06,59
2016-01-07,58
2016-01-08,58
2016-01-09,58
2016-01-10,58
2016-01-11,58
2016-01-12,58
2016-01-13,58
2016-01-14,55
2016-01-15,55
2016-01-16,55
2016-01-17,55
2016-01-18,55
2016-01-19,55
2016-01-20,55
2016-01-21,55
2016-01-22,55
2016-01-23,56
2016-01-24,56
2016-01-25,56
2016-01-26,56
2016-01-27,56
2016-01-28,56
2016-01-29,56
2016-01-30,56
2016-01-31,56
2016-02-01,54
2016-02-02,54
2016-02-03,54
2016-02-04,54
2016-02-05,54
2016-02-06,54
2016-02-07,54
2016-02-08,54
2016-02-09,52
2016-02-10,52
2016-02-11,52
2016-02-12,52
2016-02-13,52
2016-02-14,52
2016-02-15,52
2016-02-16,52
2016-02-17,54
2016-02-18,54
2016-02-19,54
2016-02-20,54
2016-02-21,54
2016-02-22,54
2016-02-23,54
2016-02-24,54
2016-02-25,54
2016-02-26,57
2016-02-27,57
2016-02-28,57
2016-03-01,57
2016-03-02,57
2016-03-03,57
2016-03-04,57
2016-03-05,60
2016-03-06,60
2016-03-07,60
2016-03-08,60
2016-03-09,60
2016-03-10,60
2016-03-11,60
2016-03-12,60
2016-03-13,60
2016-03-14,60
2016-03-15,60
2016-03-16,60
2016-03-17,60
2016-03-18,60
2016-03-19,60
2016-03-20,60
2016-03-21,60
2016-03-22,60
2016-03-23,59
2016-03-24,59
2016-03-25,59
2016-03-26,59
2016-03-27,59
2016-03-28,59
2016-03-29,59
2016-03-30,59
2016-03-31,59
2016-04-01,59
2016-04-02,60
2016-04-03,60
2016-04-04,60
2016-04-05,60
2016-04-06,60
2016-04-07,60
2016-04-08,60
2016-04-09,60
2016-04-10,59
2016-04-11,59
2016-04-12,59
2016-04-13,59
2016-04-14,59
2016-04-15,59
2016-04-16,59
2016-04-17,59
2016-04-18,59
2016-04-19,59
2016-04-20,59
2016-04-21,59
2016-04-22,59
2016-04-23,59
2016-04-24,59
2016-04-25,59
2016-04-26,59
2016-04-27,62
2016-04-28,62
2016-04-29,62
2016-04-30,62
2016-05-01,62
2016-05-02,62
2016-05-03,65
2016-05-04,65
2016-05-05,65
2016-05-06,65
2016-05-07,65
2016-05-08,65
2016-05-09,68
2016-05-10,68
2016-05-11,68
2016-05-12,68
2016-05-13,68
2016-05-14,70
2016-05-15,70
2016-05-16,70
2016-05-17,70
2016-05-18,70
2016-05-19,71
2016-05-22,71
2016-05-23,71
2016-05-24,69
2016-05-25,69
2016-05-26,69
2016-05-27,69
2016-05-28,69
2016-05-29,70
2016-05-30,70
2016-05-31,70
2016-06-01,70
2016-06-02,70
2016-06-03,70
2016-06-04,70
2016-06-05,70
2016-06-06,70
2016-06-07,70
2016-06-08,70
2016-06-09,70
2016-06-10,70
2016-06-11,70
2016-06-12,70
2016-06-13,70
2016-06-14,70
2016-06-15,71
2016-06-16,71
2016-06-17,71
2016-06-18,71
2016-06-19,71
2016-06-20,71
2016-06-21,71
2016-06-22,71
2016-06-23,71
2016-06-24,71
2016-06-25,71
2016-06-26,70
2016-06-27,70
2016-06-28,70
2016-06-29,70
2016-06-30,70
2016-07-01,71
2016-07-02,71
2016-07-03,71
2016-07-04,71
2016-07-05,71
2016-07-06,71
2016-07-07,71
2016-07-08,71
2016-07-09,71
2016-07-10,69
2016-07-11,69
2016-07-12,69
2016-07-13,69
2016-07-14,69
2016-07-15,67
2016-07-16,67
2016-07-17,67
2016-07-18,67
2016-07-23,67
2016-07-24,67
2016-07-25,67
2016-07-26,67
2016-07-27,63
2016-07-28,63
2016-07-29,63
2016-07-30,63
2016-07-31,63
2016-08-01,59
2016-08-02,59
2016-08-03,59
2016-08-04,59
2016-08-05,59
2016-08-06,59
2016-08-07,61
2016-08-08,61
2016-08-09,61
2016-08-10,61
2016-08-11,61
2016-08-12,61
2016-08-13,61
2016-08-14,60
2016-08-15,60
2016-08-16,60
2016-08-17,60
2016-08-18,60
2016-08-19,57
2016-08-20,57
2016-08-21,57
2016-08-22,57
2016-08-23,57
2016-08-24,57
2016-08-25,54
2016-08-26,54
2016-08-28,54
2016-08-31,51
2016-09-01,51
2016-09-02,51
2016-09-03,51
2016-09-04,51
2016-09-05,51
2016-09-06,51
2016-09-07,48
2016-09-08,48
2016-09-09,48
2016-09-10,48
2016-09-11,48
2016-09-12,48
2016-09-13,48
2016-09-14,45
2016-09-15,45
2016-09-16,45
2016-09-17,45
2016-09-18,45
2016-09-19,45
2016-09-20,45
2016-09-21,45
2016-09-22,42
2016-09-23,42
2016-09-24,42
2016-09-25,42
2016-09-26,42
2016-09-27,42
2016-09-28,42
2016-09-29,42
2016-09-30,40
2016-10-01,40
2016-10-02,40
2016-10-03,40
2016-10-04,40
2016-10-05,40
2016-10-06,40
2016-10-07,39
2016-10-08,39
2016-10-09,39
2016-10-10,39
2016-10-11,39
2016-10-12,39
2016-10-13,39
2016-10-14,39
2016-10-15,39
2016-10-16,39
2016-10-17,39
2016-10-18,39
2016-10-19,38
2016-10-20,38
2016-10-21,38
2016-10-22,38
2016-10-23,38
2016-10-24,38
2016-10-25,36
2016-10-26,36
2016-10-27,36
2016-10-28,36
2016-10-29,36
2016-10-30,36
2016-10-31,34
2016-11-01,34
2016-11-02,34
2016-11-03,34
2016-11-04,34
2016-11-05,34
2016-11-06,32
2016-11-07,32
2016-11-08,32
2016-11-09,32
2016-11-10,32
2016-11-11,32
2016-11-12,32
2016-11-13,34
2016-11-14,34
2016-11-15,34
2016-12-07,32
2016-12-08,33
2016-12-09,33
2016-12-10,33
2016-12-11,33
2016-12-12,33
2016-12-13,33
2016-12-14,35
2016-12-15,35
2016-12-16,35
