date_obj,Lemon%20chunks price
2015-09-30,13000
2015-10-05,13000
2015-10-06,13000
2015-10-07,13000
2015-10-08,13000
2015-10-09,13000
2015-10-10,13000
2015-10-11,13000
2015-10-12,13000
2015-10-13,13000
2015-10-14,13000
2015-10-15,13000
2015-10-16,13000
2015-10-17,13000
2015-10-18,13000
2015-10-19,13000
2015-10-20,13000
2015-10-22,13000
2015-10-23,13000
2015-10-24,13000
2015-10-25,13000
2015-10-26,13000
2015-10-27,13000
2015-10-29,13000
2015-10-30,13000
2015-10-31,13000
2015-11-01,13000
2015-11-02,13000
2015-11-03,13000
2015-11-04,13000
2015-11-05,13000
2015-11-06,13000
2015-11-07,13000
2015-11-08,13000
2015-11-09,13000
2015-11-10,13000
2015-11-11,13000
2015-11-12,13000
2015-11-13,13000
2015-11-14,13000
2015-11-15,13000
2015-11-16,13000
2015-11-17,13000
2015-11-18,13000
2015-11-20,13000
2015-11-21,13000
2015-11-22,13000
2015-11-23,13000
2015-11-24,13000
2015-11-25,13000
2015-11-26,13000
2015-11-27,13000
2015-11-28,13000
2015-11-29,13000
2015-11-30,13000
2015-12-01,13000
2015-12-02,13000
2015-12-03,13000
2015-12-04,13000
2015-12-05,13000
2015-12-06,13000
2015-12-07,13000
2015-12-08,13000
2015-12-09,13000
2015-12-10,13000
2015-12-11,13000
2015-12-12,13000
2015-12-13,13000
2015-12-14,13000
2015-12-15,13000
2015-12-16,13000
2015-12-17,13000
2015-12-18,13000
2015-12-19,12378
2015-12-20,12378
2015-12-21,12378
2015-12-22,12378
2015-12-23,12378
2015-12-24,12378
2015-12-25,12378
2015-12-26,12378
2015-12-27,12378
2015-12-28,12378
2015-12-29,12378
2015-12-30,12378
2015-12-31,12378
2016-01-01,12378
2016-01-02,12378
2016-01-03,12378
2016-01-04,12378
2016-01-05,12378
2016-01-06,12378
2016-01-07,12378
2016-01-08,12378
2016-01-09,12378
2016-01-10,12378
2016-01-11,12378
2016-01-12,12378
2016-01-13,12378
2016-01-14,12378
2016-01-15,12378
2016-01-16,12378
2016-01-17,12378
2016-01-18,12378
2016-01-19,12378
2016-01-20,12378
2016-01-21,12378
2016-01-22,12378
2016-01-23,12378
2016-01-24,12378
2016-01-25,12378
2016-01-26,11768
2016-01-27,11768
2016-01-28,11768
2016-01-29,11768
2016-01-30,11768
2016-01-31,11768
2016-02-01,11768
2016-02-02,11768
2016-02-03,11768
2016-02-04,11768
2016-02-05,11768
2016-02-06,11768
2016-02-07,11768
2016-02-08,11768
2016-02-09,11768
2016-02-10,145
2016-02-11,145
2016-02-12,145
2016-02-13,145
2016-02-14,145
2016-02-15,145
2016-02-16,145
2016-02-17,145
2016-02-18,145
2016-02-19,145
2016-02-20,145
2016-02-21,145
2016-02-22,145
2016-02-23,145
2016-02-24,145
2016-02-25,145
2016-02-26,145
2016-02-27,145
2016-02-28,145
2016-02-29,145
2016-03-01,145
2016-03-02,145
2016-03-03,145
2016-03-04,145
2016-03-05,145
2016-03-06,145
2016-03-07,145
2016-03-08,145
2016-03-09,145
2016-03-10,145
2016-03-11,145
2016-03-12,145
2016-03-13,145
2016-03-14,145
2016-03-15,145
2016-03-16,145
2016-03-17,145
2016-03-18,145
2016-03-19,145
2016-03-20,145
2016-03-21,145
2016-03-22,145
2016-03-23,145
2016-03-24,145
2016-03-25,145
2016-03-26,145
2016-03-27,145
2016-03-28,145
2016-03-29,145
2016-03-30,145
2016-03-31,145
2016-04-01,145
2016-04-02,145
2016-04-03,145
2016-04-04,145
2016-04-05,145
2016-04-06,145
2016-04-07,145
2016-04-08,145
2016-04-09,145
2016-04-10,145
2016-04-11,145
2016-04-12,145
2016-04-13,145
2016-04-14,145
2016-04-15,145
2016-04-16,145
2016-04-17,145
2016-04-18,145
2016-04-19,145
2016-04-20,145
2016-04-21,145
2016-04-22,145
2016-04-23,145
2016-04-24,145
2016-04-25,145
2016-04-26,145
2016-04-27,145
2016-04-28,145
2016-04-29,145
2016-04-30,145
2016-05-01,145
2016-05-02,145
2016-05-03,145
2016-05-04,145
2016-05-05,145
2016-05-06,145
2016-05-07,145
2016-05-08,145
2016-05-09,145
2016-05-10,145
2016-05-11,145
2016-05-12,145
2016-05-13,145
2016-05-14,145
2016-05-15,145
2016-05-16,145
2016-05-17,145
2016-05-18,145
2016-05-19,145
2016-05-22,145
2016-05-23,145
2016-05-24,145
2016-05-25,145
2016-05-26,145
2016-05-27,145
2016-05-28,145
2016-05-29,145
2016-05-30,145
2016-05-31,145
2016-06-01,145
2016-06-02,145
2016-06-03,145
2016-06-04,145
2016-06-05,145
2016-06-06,145
2016-06-07,145
2016-06-08,145
2016-06-09,145
2016-06-10,145
2016-06-11,145
2016-06-12,145
2016-06-13,145
2016-06-14,145
2016-06-15,145
2016-06-16,145
2016-06-17,145
2016-06-18,145
2016-06-19,145
2016-06-20,145
2016-06-21,145
2016-06-22,145
2016-06-23,145
2016-06-24,145
2016-06-25,145
2016-06-26,145
2016-06-27,145
2016-06-28,145
2016-06-29,145
2016-06-30,145
2016-07-01,145
2016-07-02,145
2016-07-03,145
2016-07-04,145
2016-07-05,145
2016-07-06,145
2016-07-07,145
2016-07-08,145
2016-07-09,145
2016-07-10,145
2016-07-11,145
2016-07-12,145
2016-07-13,145
2016-07-14,145
2016-07-15,145
2016-07-16,145
2016-07-17,145
2016-07-18,145
2016-07-23,145
2016-07-24,145
2016-07-25,145
2016-07-26,145
2016-07-27,145
2016-07-28,145
2016-07-29,145
2016-07-30,145
2016-07-31,145
2016-08-01,145
2016-08-02,145
2016-08-03,145
2016-08-04,145
2016-08-05,145
2016-08-06,145
2016-08-07,145
2016-08-08,145
2016-08-09,145
2016-08-10,145
2016-08-11,145
2016-08-12,145
2016-08-13,145
2016-08-14,145
2016-08-15,145
2016-08-16,145
2016-08-17,145
2016-08-18,145
2016-08-19,145
2016-08-20,145
2016-08-21,145
2016-08-22,145
2016-08-23,145
2016-08-24,145
2016-08-25,145
2016-08-26,145
2016-08-28,145
2016-08-31,145
2016-09-01,145
2016-09-02,145
2016-09-03,145
2016-09-04,145
2016-09-05,145
2016-09-06,145
2016-09-07,145
2016-09-08,145
2016-09-09,145
2016-09-10,145
2016-09-11,145
2016-09-12,145
2016-09-13,145
2016-09-14,145
2016-09-15,145
2016-09-16,145
2016-09-17,145
2016-09-18,145
2016-09-19,145
2016-09-20,145
2016-09-21,145
2016-09-22,138
2016-09-23,138
2016-09-24,138
2016-09-25,138
2016-09-26,138
2016-09-27,138
2016-09-28,138
2016-09-29,138
2016-09-30,138
2016-10-01,138
2016-10-02,138
2016-10-03,138
2016-10-04,138
2016-10-05,138
2016-10-06,138
2016-10-07,138
2016-10-08,138
2016-10-09,138
2016-10-10,138
2016-10-11,138
2016-10-12,138
2016-10-13,138
2016-10-14,138
2016-10-15,138
2016-10-16,138
2016-10-17,138
2016-10-18,138
2016-10-19,138
2016-10-20,138
2016-10-21,138
2016-10-22,138
2016-10-23,138
2016-10-24,138
2016-10-25,138
2016-10-26,138
2016-10-27,138
2016-10-28,138
2016-10-29,138
2016-10-30,138
2016-10-31,138
2016-11-01,138
2016-11-02,138
2016-11-03,138
2016-11-04,138
2016-11-05,138
2016-11-06,138
2016-11-07,138
2016-11-08,138
2016-11-09,138
2016-11-10,138
2016-11-11,138
2016-11-12,138
2016-11-13,138
2016-11-14,138
2016-12-07,138
2016-12-08,138
2016-12-09,138
2016-12-10,138
2016-12-11,138
2016-12-12,138
2016-12-13,138
2016-12-14,138
2016-12-15,138
2016-12-16,138
2016-12-17,138
2016-12-18,138
2016-12-19,138
2016-12-20,138
2016-12-21,138
2016-12-22,138
2016-12-23,138
2016-12-24,138
2016-12-25,138
2016-12-26,138
2016-12-27,138
2016-12-28,138
2016-12-29,138
2016-12-30,138
2016-12-31,138
2017-01-01,138
2017-01-02,138
2017-01-03,138
2017-01-04,138
2017-01-05,138
2017-01-06,138
2017-01-07,138
2017-01-08,138
2017-01-09,138
2017-01-10,138
2017-01-11,138
2017-01-12,138
2017-01-13,138
2017-01-14,138
2017-01-15,138
2017-01-16,138
2017-01-17,138
2017-01-18,138
2017-01-19,138
2017-01-20,138
2017-01-21,138
2017-01-22,138
2017-01-27,138
2017-01-28,138
2017-01-29,138
2017-01-30,138
2017-01-31,138
2017-02-01,138
2017-02-02,138
2017-02-03,138
2017-02-04,138
2017-02-05,138
2017-02-06,138
2017-02-07,138
2017-02-08,138
2017-02-09,138
2017-02-10,138
2017-02-11,138
2017-02-12,138
2017-02-13,138
2017-02-14,138
2017-02-15,138
2017-02-16,138
2017-02-18,138
2017-02-19,138
2017-02-20,138
2017-02-21,138
2017-02-22,138
2017-02-23,138
2017-02-24,138
2017-02-25,138
2017-02-26,138
2017-02-27,138
2017-02-28,138
2017-03-01,138
2017-03-02,138
2017-03-03,138
2017-03-04,138
2017-03-05,138
2017-03-06,138
2017-03-07,138
2017-03-08,138
2017-03-09,138
2017-03-10,138
2017-03-11,138
2017-03-12,138
2017-03-13,138
2017-03-14,138
2017-03-15,138
2017-03-16,138
2017-03-17,138
2017-03-18,138
2017-03-19,138
2017-03-20,138
2017-03-21,138
2017-03-22,138
2017-03-23,138
2017-03-24,138
2017-03-25,138
2017-03-26,138
2017-03-27,138
2017-03-28,138
2017-03-29,138
2017-03-30,138
2017-03-31,138
2017-04-01,138
2017-04-02,138
2017-04-03,138
2017-04-04,138
2017-04-12,138
2017-04-13,138
2017-04-14,138
2017-04-15,138
2017-04-16,138
2017-04-17,138
2017-04-18,138
2017-04-19,138
2017-04-20,138
2017-04-21,138
2017-04-22,138
2017-04-23,138
2017-04-24,138
2017-04-25,138
2017-04-26,138
2017-04-27,138
2017-04-28,138
2017-04-29,138
2017-04-30,138
2017-05-01,138
2017-05-02,138
2017-05-03,138
2017-05-04,138
2017-05-05,138
2017-05-06,138
2017-05-07,138
2017-05-08,138
2017-05-09,138
2017-05-10,138
2017-05-11,138
2017-05-12,138
2017-05-13,138
2017-05-14,138
2017-05-15,138
2017-05-16,138
2017-05-17,138
2017-05-18,138
2017-05-19,138
2017-05-20,138
2017-05-21,138
2017-05-22,138
2017-05-23,138
2017-05-24,138
2017-05-25,138
2017-05-26,138
2017-05-27,138
2017-05-28,138
2017-05-29,138
2017-05-30,138
2017-05-31,138
2017-06-01,138
2017-06-02,138
2017-06-03,138
2017-06-04,138
2017-06-06,138
2017-06-07,138
2017-06-08,138
2017-06-09,138
2017-06-10,138
2017-06-11,138
2017-06-12,138
2017-06-13,138
2017-06-14,138
2017-06-15,138
2017-06-16,138
2017-06-17,138
2017-06-18,138
2017-06-19,138
2017-06-20,138
2017-06-21,138
2017-06-22,138
2017-06-23,138
2017-06-24,138
2017-06-25,138
2017-06-26,138
2017-06-27,138
2017-06-28,138
2017-06-29,138
2017-06-30,138
2017-07-01,138
2017-07-02,138
2017-07-03,138
2017-07-04,138
2017-07-05,138
2017-07-06,138
2017-07-07,138
2017-07-08,138
2017-07-13,138
2017-07-14,138
2017-07-15,138
2017-07-16,138
2017-07-17,138
2017-07-18,138
2017-07-19,138
2017-07-20,138
2017-07-21,138
2017-07-22,138
2017-07-23,138
2017-07-24,138
2017-07-25,138
2017-07-26,138
2017-07-27,138
2017-07-28,138
2017-07-29,138
2017-07-30,138
2017-07-31,138
2017-08-01,138
2017-08-02,138
2017-08-03,138
2017-08-04,138
2017-08-05,138
2017-08-06,138
2017-08-09,138
2017-08-10,138
2017-08-11,138
2017-08-12,138
2017-08-13,134
2017-08-14,134
2017-08-15,134
2017-08-17,134
2017-08-18,134
2017-08-19,134
2017-08-20,134
2017-08-21,134
2017-08-22,134
2017-08-23,134
2017-08-24,134
2017-08-25,134
2017-08-26,134
2017-08-27,134
2017-08-28,134
2017-08-29,134
2017-08-30,134
2017-08-31,134
2017-09-01,134
2017-09-02,134
2017-09-03,134
2017-09-04,134
2017-09-05,134
2017-09-06,134
2017-09-07,134
2017-09-08,134
2017-09-09,134
2017-09-10,134
2017-09-11,134
2017-09-12,134
2017-09-13,134
2017-09-14,134
2017-09-15,134
2017-09-16,134
2017-09-17,134
2017-09-19,134
2017-09-20,134
2017-09-21,134
2017-09-22,134
2017-09-23,134
2017-09-24,134
2017-09-25,134
2017-09-26,134
2017-09-27,134
2017-09-28,134
2017-09-29,134
2017-09-30,134
2017-10-01,134
2017-10-02,134
2017-10-03,134
2017-10-04,134
2017-10-05,134
2017-10-06,134
2017-10-07,134
2017-10-08,134
2017-10-09,134
2017-10-10,134
2017-10-11,134
2017-10-12,134
2017-10-13,134
2017-10-14,134
2017-10-15,134
2017-10-16,134
2017-10-17,134
2017-10-18,134
2017-10-19,134
2017-10-20,134
2017-10-21,134
2017-10-22,134
2017-10-23,134
2017-10-24,134
2017-10-25,134
2017-10-26,134
2017-10-27,134
2017-10-28,134
2017-10-29,134
2017-10-30,134
2017-10-31,134
2017-11-01,134
2017-11-02,134
2017-11-03,134
2017-11-04,134
2017-11-05,134
2017-11-06,134
2017-11-07,134
2017-11-08,134
2017-11-09,134
2017-11-10,134
2017-11-11,134
2017-11-12,134
2017-11-13,134
2017-11-14,134
2017-11-15,134
2017-11-16,134
2017-11-17,134
2017-11-18,134
2017-11-19,134
2017-11-20,134
2017-11-21,134
2017-11-22,134
2017-11-23,134
2017-11-24,134
2017-11-25,134
2017-11-26,134
2017-11-27,134
2017-11-28,134
2017-11-29,134
2017-11-30,134
2017-12-01,134
2017-12-02,134
2017-12-03,134
2017-12-04,134
2017-12-05,134
2017-12-06,134
2017-12-07,134
2017-12-08,134
2017-12-09,134
2017-12-10,134
2017-12-11,134
2017-12-12,134
2017-12-14,134
2017-12-15,134
2017-12-16,134
2017-12-17,134
2017-12-18,134
2017-12-19,134
2017-12-20,134
2017-12-21,134
2017-12-22,134
2017-12-23,134
2017-12-24,134
2017-12-25,134
2017-12-26,134
2017-12-27,134
2017-12-28,134
2017-12-29,134
2017-12-30,134
2017-12-31,134
2018-01-01,134
2018-01-02,134
2018-01-03,134
2018-01-04,134
2018-01-05,134
2018-01-06,134
2018-01-07,134
2018-01-08,134
2018-01-09,134
2018-01-10,134
2018-01-11,134
2018-01-12,134
2018-01-13,134
2018-01-14,134
2018-01-15,134
2018-01-16,134
2018-01-17,134
2018-01-18,134
2018-01-19,134
2018-01-20,134
2018-01-21,134
2018-01-22,134
2018-01-23,134
2018-01-25,134
2018-01-26,134
2018-01-27,134
2018-01-28,134
2018-01-29,134
2018-01-31,134
2018-02-01,134
2018-02-02,134
2018-02-03,134
2018-02-04,134
2018-02-05,134
2018-02-06,134
2018-02-07,134
2018-02-08,134
2018-02-09,134
2018-02-10,134
2018-02-11,134
2018-02-12,134
2018-02-13,134
2018-02-14,134
2018-02-15,134
2018-02-16,134
2018-02-17,134
2018-02-18,134
2018-02-19,134
2018-02-20,134
2018-02-21,134
2018-02-22,134
2018-02-23,134
2018-02-24,134
2018-02-25,134
2018-02-26,134
2018-02-27,134
2018-02-28,134
2018-03-01,134
2018-03-02,134
2018-03-03,134
2018-03-04,134
2018-03-05,134
2018-03-06,134
2018-03-07,134
2018-03-08,134
2018-03-09,134
2018-03-10,134
2018-03-11,134
2018-03-12,134
2018-03-13,134
2018-03-14,134
2018-03-15,134
2018-03-16,134
2018-03-17,134
2018-03-18,134
2018-03-19,134
2018-03-20,134
2018-03-21,134
2018-03-23,134
2018-03-24,134
2018-03-25,134
2018-03-26,134
2018-03-27,134
2018-03-28,134
2018-03-29,134
2018-03-30,134
2018-03-31,134
2018-04-01,134
2018-04-02,134
2018-04-03,134
2018-04-04,134
2018-04-05,134
2018-04-06,134
2018-04-07,134
2018-04-08,134
2018-04-09,134
2018-04-10,134
2018-04-11,134
2018-04-12,134
2018-04-13,134
2018-04-14,134
2018-04-15,134
2018-04-16,134
2018-04-17,134
2018-04-18,134
2018-04-19,134
2018-04-20,134
2018-04-21,134
2018-04-22,134
2018-04-23,134
2018-04-24,134
2018-04-25,134
2018-04-26,134
2018-04-27,134
2018-04-28,134
2018-04-29,134
2018-04-30,134
2018-05-01,134
2018-05-04,134
2018-05-05,134
2018-05-06,134
2018-05-08,134
2018-05-09,134
2018-05-10,134
2018-05-11,134
2018-05-12,134
2018-05-13,134
2018-05-14,134
2018-05-15,134
2018-05-16,134
2018-05-17,134
2018-05-18,134
2018-05-19,134
2018-05-20,134
2018-05-21,134
2018-05-22,134
2018-05-23,134
2018-05-24,134
2018-05-25,134
2018-05-26,134
2018-05-27,134
2018-05-28,134
2018-05-29,134
2018-05-30,134
2018-05-31,134
2018-06-01,134
2018-06-02,134
2018-06-03,134
2018-06-04,134
2018-06-05,134
2018-06-06,134
2018-06-07,134
2018-06-08,134
2018-06-09,134
2018-06-10,134
2018-06-11,134
2018-06-12,134
2018-06-13,134
2018-06-14,134
2018-06-15,134
2018-06-16,134
2018-06-17,134
2018-06-18,134
2018-06-19,134
2018-06-20,134
2018-06-21,134
2018-06-22,134
2018-06-23,134
2018-06-24,134
2018-06-25,134
2018-06-26,134
2018-06-27,134
2018-06-28,134
2018-06-29,134
2018-06-30,134
2018-07-01,134
2018-07-02,134
2018-07-03,134
2018-07-04,134
2018-07-05,134
2018-07-06,134
2018-07-07,134
2018-07-08,134
2018-07-09,134
2018-07-10,134
2018-07-11,134
2018-07-12,134
2018-07-13,134
2018-07-14,134
2018-07-15,134
2018-07-16,134
2018-07-17,134
2018-07-18,134
2018-07-19,134
2018-07-20,134
2018-07-21,134
2018-07-22,134
2018-07-23,134
2018-07-24,134
2018-07-25,134
2018-07-26,134
2018-07-27,134
2018-07-28,134
2018-07-29,134
2018-07-30,134
2018-07-31,134
2018-08-01,134
2018-08-02,134
2018-08-03,134
2018-08-04,134
2018-08-05,134
2018-08-06,134
2018-08-07,134
2018-08-08,134
2018-08-09,134
2018-08-10,134
2018-08-11,134
2018-08-12,134
2018-08-14,134
2018-08-16,134
2018-08-17,134
2018-08-18,134
2018-08-19,134
2018-08-20,134
2018-08-21,134
2018-08-22,134
2018-08-23,134
2018-08-24,134
2018-08-25,134
2018-08-26,134
2018-08-27,134
2018-08-28,134
2018-08-29,134
2018-08-30,134
2018-08-31,134
2018-09-01,134
2018-09-02,134
2018-09-03,134
2018-09-04,134
2018-09-05,134
2018-09-06,134
2018-09-07,134
2018-09-08,134
2018-09-09,134
2018-09-10,134
2018-09-11,134
2018-09-12,134
2018-09-13,134
2018-09-14,134
2018-09-15,134
2018-09-16,134
2018-09-17,134
2018-09-18,134
2018-09-19,134
2018-09-20,134
2018-09-21,134
2018-09-22,134
2018-09-23,134
2018-09-24,134
2018-09-25,134
2018-09-26,134
2018-09-27,134
2018-09-28,134
2018-09-29,134
2018-09-30,134
2018-10-02,134
2018-10-03,134
2018-10-04,134
2018-10-05,134
2018-10-06,134
2018-10-07,134
2018-10-08,134
2018-10-09,134
2018-10-10,134
2018-10-11,134
2018-10-12,134
2018-10-13,134
2018-10-14,134
2018-10-15,134
2018-10-16,134
2018-10-17,134
2018-10-18,134
2018-10-19,134
2018-10-20,134
2018-10-21,134
2018-10-22,134
2018-10-23,134
2018-10-24,134
2018-10-25,134
2018-10-26,134
2018-10-27,134
2018-10-28,134
2018-10-29,134
2018-10-30,134
2018-10-31,134
2018-11-01,134
2018-11-03,134
2018-11-04,134
2018-11-05,134
2018-11-06,134
2018-11-07,134
2018-11-08,134
2018-11-09,134
2018-11-10,134
2018-11-11,134
2018-11-12,134
2018-11-13,134
2018-11-14,134
2018-11-15,134
2018-11-16,134
2018-11-17,134
2018-11-18,134
2018-11-19,134
2018-11-20,134
2018-11-21,134
2018-11-22,134
2018-11-23,134
2018-11-24,134
2018-11-25,134
2018-11-26,134
2018-11-27,134
2018-11-28,134
2018-11-29,134
2018-12-01,134
2018-12-02,134
2018-12-03,134
2018-12-04,134
2018-12-05,134
2018-12-07,134
2018-12-09,134
2018-12-10,134
2018-12-11,134
2018-12-12,134
2018-12-13,134
2018-12-14,134
2018-12-15,134
2018-12-16,134
2018-12-17,134
2018-12-18,134
2018-12-19,134
2018-12-20,134
2018-12-21,134
2018-12-22,129
2018-12-23,129
2018-12-24,129
2018-12-25,129
2018-12-26,129
2018-12-27,129
2018-12-28,129
2018-12-29,129
2018-12-30,129
2018-12-31,129
2019-01-01,129
2019-01-02,129
2019-01-03,129
2019-01-04,129
2019-01-05,129
2019-01-06,129
2019-01-08,129
2019-01-10,129
2019-01-11,129
2019-01-12,129
2019-01-13,129
2019-01-14,129
2019-01-15,129
2019-01-16,129
2019-01-17,129
2019-01-18,129
2019-01-19,129
2019-01-20,129
2019-01-21,129
2019-01-22,129
2019-01-23,129
2019-01-24,129
2019-01-25,129
2019-01-26,129
2019-01-27,129
2019-01-28,129
2019-01-29,129
2019-01-30,129
2019-01-31,129
2019-02-01,129
2019-02-02,129
2019-02-03,129
2019-02-04,129
2019-02-05,129
2019-02-06,129
2019-02-07,129
2019-02-08,129
2019-02-09,129
2019-02-10,129
2019-02-11,129
2019-02-12,129
2019-02-13,129
2019-02-14,129
2019-02-15,129
2019-02-16,129
2019-02-17,129
2019-02-18,129
2019-02-19,129
2019-02-20,129
2019-02-21,129
2019-02-22,129
2019-02-23,129
2019-02-24,129
2019-02-25,129
2019-02-26,129
2019-02-27,129
2019-02-28,129
2019-03-01,129
2019-03-02,129
2019-03-03,129
2019-03-04,129
2019-03-05,129
2019-03-06,129
2019-03-07,129
2019-03-08,129
2019-03-09,129
2019-03-10,129
2019-03-11,129
2019-03-12,129
2019-03-13,129
2019-03-14,129
2019-03-15,129
2019-03-16,129
2019-03-17,129
2019-03-18,129
2019-03-19,129
2019-03-20,129
2019-03-21,129
2019-03-22,129
2019-03-23,129
2019-03-24,129
2019-03-25,129
2019-03-26,129
2019-03-27,129
2019-03-28,129
2019-03-29,129
2019-03-30,129
2019-03-31,129
2019-04-01,129
2019-04-02,129
2019-04-03,129
2019-04-04,129
2019-04-05,129
2019-04-06,129
2019-04-07,129
2019-04-08,129
2019-04-09,129
2019-04-10,129
2019-04-11,129
2019-04-12,129
2019-04-13,129
2019-04-14,129
2019-04-15,129
2019-04-16,129
2019-04-17,129
2019-04-18,129
2019-04-19,129
2019-04-20,129
2019-04-21,129
2019-04-22,129
2019-04-23,129
2019-04-24,129
2019-04-25,129
2019-04-26,129
2019-04-27,129
2019-04-28,129
2019-04-29,129
2019-04-30,129
2019-05-01,129
2019-05-02,129
2019-05-03,129
2019-05-04,129
2019-05-05,129
2019-05-06,129
2019-05-07,129
2019-05-08,129
2019-05-09,129
2019-05-10,129
2019-05-11,129
2019-05-12,129
2019-05-13,129
2019-05-14,129
2019-05-15,129
2019-05-16,129
2019-05-17,129
2019-05-18,129
2019-05-19,129
2019-05-20,129
2019-05-21,129
2019-05-22,129
2019-05-23,129
2019-05-24,129
2019-05-25,129
2019-05-26,129
2019-05-27,129
2019-05-28,129
2019-05-29,129
2019-05-30,129
2019-05-31,129
2019-06-01,129
2019-06-02,129
2019-06-03,129
2019-06-04,129
2019-06-05,129
2019-06-06,129
2019-06-07,129
2019-06-08,129
2019-06-09,129
2019-06-10,129
2019-06-11,129
2019-06-12,129
2019-06-13,129
2019-06-14,129
2019-06-15,129
2019-06-16,129
2019-06-17,129
2019-06-18,129
2019-06-19,129
2019-06-20,129
2019-06-21,129
2019-06-22,129
2019-06-23,129
2019-06-24,129
2019-06-25,129
2019-06-26,129
2019-06-27,129
2019-06-28,129
2019-06-29,129
2019-06-30,129
2019-07-01,129
2019-07-02,129
2019-07-03,129
2019-07-04,129
2019-07-05,129
2019-07-06,129
2019-07-07,129
2019-07-08,129
2019-07-09,129
2019-07-10,129
2019-07-11,129
2019-07-12,129
2019-07-13,129
2019-07-14,129
2019-07-15,129
2019-07-16,129
2019-07-17,123
2019-07-18,123
2019-07-19,123
2019-07-20,123
2019-07-21,123
2019-07-22,123
2019-07-23,123
2019-07-24,123
2019-07-25,123
2019-07-26,123
2019-07-27,123
2019-07-28,123
2019-07-29,123
2019-07-30,123
2019-07-31,123
2019-08-01,123
2019-08-02,123
2019-08-03,123
2019-08-04,123
