date_obj,Armadyl%20bracers price
2019-03-21,97267
2019-03-22,97178
2019-03-23,96941
2019-03-24,97851
2019-03-25,97435
2019-03-26,97220
2019-03-27,96799
2019-03-28,98111
2019-03-29,97055
2019-03-30,95895
2019-03-31,96086
2019-04-01,97548
2019-04-02,97206
2019-04-03,96097
2019-04-04,94199
2019-04-05,92302
2019-04-06,92029
2019-04-07,91748
2019-04-08,92643
2019-04-09,93226
2019-04-10,94091
2019-04-11,93534
2019-04-12,92467
2019-04-13,92358
2019-04-14,92953
2019-04-15,93793
2019-04-16,93829
2019-04-17,92328
2019-04-18,89108
2019-04-19,86976
2019-04-20,85075
2019-04-21,81957
2019-04-22,79204
2019-04-23,77969
2019-04-24,75679
2019-04-25,75132
2019-04-26,72641
2019-04-27,73065
2019-04-28,69931
2019-04-29,69625
2019-04-30,68083
2019-05-01,67001
2019-05-02,65780
2019-05-03,65541
2019-05-04,67084
2019-05-05,67558
2019-05-06,70037
2019-05-07,70745
2019-05-08,73736
2019-05-09,77197
2019-05-10,80712
2019-05-11,80933
2019-05-12,81191
2019-05-13,81430
2019-05-14,79238
2019-05-15,77998
2019-05-16,78259
2019-05-17,77216
2019-05-18,76159
2019-05-19,77744
2019-05-20,78350
2019-05-21,76935
2019-05-22,76477
2019-05-23,75569
2019-05-24,76509
2019-05-25,78176
2019-05-26,78547
2019-05-27,78676
2019-05-28,78882
2019-05-29,80306
2019-05-30,80630
2019-05-31,79795
2019-06-01,80119
2019-06-02,80253
2019-06-03,79249
2019-06-04,78296
2019-06-05,77539
2019-06-06,76129
2019-06-07,74360
2019-06-08,72661
2019-06-09,71014
2019-06-10,69488
2019-06-11,67254
2019-06-12,67762
2019-06-13,66213
2019-06-14,64491
2019-06-15,62495
2019-06-16,62042
2019-06-17,62858
2019-06-18,61274
2019-06-19,61143
2019-06-20,63675
2019-06-21,65184
2019-06-22,65431
2019-06-23,64219
2019-06-24,63546
2019-06-25,62550
2019-06-26,62793
2019-06-27,63043
2019-06-28,62597
2019-06-29,63435
2019-06-30,65260
2019-07-01,65439
2019-07-02,66320
2019-07-03,67072
2019-07-04,67635
2019-07-05,68629
2019-07-06,69482
2019-07-07,69824
2019-07-08,71272
2019-07-09,70350
2019-07-10,70376
2019-07-11,69480
2019-07-12,68875
2019-07-13,69544
2019-07-14,70068
2019-07-15,68476
2019-07-16,68092
2019-07-17,67490
2019-07-18,67907
2019-07-19,68131
2019-07-20,69822
2019-07-21,68786
2019-07-22,67060
2019-07-23,66420
2019-07-24,67261
2019-07-25,66564
2019-07-26,65387
2019-07-27,64664
2019-07-28,64542
2019-07-29,65386
2019-07-30,63508
2019-07-31,62847
2019-08-01,62638
2019-08-02,62490
2019-08-03,62608
2019-08-04,62607
2019-08-05,61341
2019-08-06,61628
2019-08-07,61105
2019-08-08,61411
2019-08-09,62340
2019-08-10,61412
2019-08-11,60815
2019-08-12,61257
2019-08-13,59935
2019-08-14,60150
2019-08-15,60504
2019-08-16,60753
2019-08-17,61516
2019-08-18,61968
2019-08-19,62396
2019-08-20,63913
2019-08-21,65924
2019-08-22,68252
2019-08-23,67393
2019-08-24,68048
2019-08-24,68048
2019-08-25,69117
2019-08-25,69117
2019-08-26,70205
2019-08-27,71566
2019-08-27,71566
2019-08-28,71621
2019-08-29,71806
2019-08-30,72694
2019-08-31,73505
2019-09-01,73160
2019-09-02,73360
2019-09-03,73948
2019-09-04,75387
2019-09-05,74763
2019-09-06,74506
2019-09-07,74227
2019-09-08,73750
2019-09-09,72876
2019-09-10,73439
2019-09-11,73297
2019-09-12,73979
2019-09-13,74561
2019-09-14,74732
2019-09-15,73827
2019-09-16,73759
2019-09-17,72108
2019-09-18,71777
2019-09-19,71298
2019-09-20,70731
2019-09-21,69907
2019-09-22,69350
2019-09-23,69053
2019-09-24,67762
2019-09-25,68300
2019-09-26,67989
2019-09-27,68102
2019-09-28,67898
2019-09-29,69890
2019-09-30,69843
2019-10-01,70545
2019-10-02,69703
2019-10-03,68574
2019-10-04,68249
2019-10-05,67174
2019-10-06,65570
2019-10-07,65789
2019-10-08,64840
2019-10-09,62796
2019-10-10,61858
2019-10-11,61336
2019-10-12,61930
2019-10-13,62408
2019-10-14,62805
2019-10-15,63477
2019-10-16,64411
2019-10-17,64839
2019-10-18,64441
2019-10-19,64122
2019-10-20,63917
2019-10-21,64241
2019-10-22,65131
2019-10-23,64633
2019-10-24,64719
2019-10-25,64206
2019-10-26,65408
2019-10-27,65471
2019-10-28,63829
2019-10-29,62982
2019-10-30,63421
2019-10-31,61797
2019-11-01,61066
2019-11-02,60309
2019-11-03,60388
2019-11-04,60998
2019-11-05,60883
2019-11-06,60135
2019-11-07,59649
2019-11-08,58969
2019-11-09,58986
2019-11-10,58329
2019-11-11,59304
2019-11-12,60438
2019-11-13,59577
2019-11-14,59433
2019-11-15,58601
2019-11-16,58904
2019-11-17,60676
2019-11-18,60610
2019-11-19,62395
2019-11-20,62296
2019-11-21,63530
2019-11-22,62814
2019-11-23,61579
2019-11-24,60460
2019-11-25,60763
2019-11-26,61695
2019-11-27,62132
2019-11-28,63132
2019-11-29,63283
2019-11-30,64795
2019-12-01,66182
2019-12-02,68305
2019-12-03,68740
2019-12-04,67165
2019-12-05,65801
2019-12-06,63766
2019-12-07,62992
2019-12-08,62869
2019-12-09,63325
2019-12-10,65684
2019-12-11,64490
2019-12-12,63498
2019-12-13,64235
2019-12-14,63308
2019-12-15,63035
2019-12-16,62467
2019-12-17,61956
2019-12-18,62358
2019-12-19,62929
2019-12-20,62462
2019-12-21,62252
2019-12-22,62544
2019-12-23,61679
2019-12-24,61048
2019-12-25,61829
2019-12-26,62314
2019-12-27,62271
2019-12-28,62468
2019-12-29,64025
2019-12-30,63837
2019-12-31,62446
2020-01-01,63207
2020-01-02,63521
2020-01-03,62608
2020-01-04,61531
2020-01-05,61945
2020-01-06,63225
2020-01-07,65076
2020-01-08,67158
2020-01-09,67227
2020-01-10,66291
2020-01-11,67114
2020-01-12,66688
2020-01-13,66252
2020-01-14,66822
2020-01-15,66882
2020-01-16,65696
2020-01-17,65035
2020-01-18,64638
2020-01-19,65612
2020-01-20,67762
2020-01-21,69462
2020-01-22,68970
2020-01-23,68492
2020-01-24,67859
2020-01-25,67167
2020-01-26,66446
2020-01-27,65905
2020-01-28,65536
2020-01-29,67031
2020-01-30,67075
2020-01-31,64337
2020-02-01,64827
2020-02-02,64400
2020-02-03,63448
2020-02-04,63313
2020-02-05,63947
2020-02-06,64323
2020-02-07,64677
2020-02-08,64510
2020-02-09,64268
2020-02-10,65027
2020-02-11,65583
2020-02-12,66833
2020-02-13,67031
2020-02-14,68326
2020-02-15,68908
2020-02-16,70018
2020-02-17,69206
2020-02-18,67882
2020-02-19,67350
2020-02-20,66741
2020-02-21,66565
2020-02-22,66713
2020-02-23,67071
2020-02-24,68097
2020-02-25,68414
2020-02-26,67911
2020-02-27,67349
2020-02-28,69407
2020-02-29,71247
2020-03-01,70392
2020-03-02,70269
2020-03-03,68974
2020-03-04,69202
2020-03-05,68577
2020-03-06,69078
2020-03-07,69335
2020-03-08,68097
2020-03-09,68802
2020-03-10,69420
2020-03-11,69128
2020-03-12,69138
2020-03-13,69118
2020-03-14,68670
2020-03-15,67382
2020-03-16,67796
2020-03-17,66422
2020-03-18,66388
2020-03-19,66310
2020-03-20,65644
2020-03-21,65405
2020-03-22,66158
2020-03-23,66898
2020-03-24,67323
2020-03-25,67615
2020-03-26,67661
2020-03-27,67086
2020-03-28,68642
2020-03-29,68777
2020-03-30,68966
2020-03-31,69607
2020-04-01,71188
2020-04-02,72319
2020-04-03,73399
2020-04-04,75911
2020-04-05,76351
2020-04-06,77006
2020-04-07,76292
2020-04-08,75021
2020-04-09,74183
2020-04-10,73180
2020-04-11,72592
2020-04-12,71911
2020-04-13,72651
2020-04-14,73436
2020-04-15,74074
2020-04-16,74369
2020-04-17,74357
2020-04-18,75898
2020-04-19,76639
2020-04-20,78341
2020-04-21,77947
2020-04-22,77052
2020-04-23,77276
2020-04-24,77028
2020-04-25,77631
2020-04-26,77030
2020-04-27,77803
2020-04-28,77136
2020-04-29,77338
2020-04-30,77060
2020-05-01,76366
2020-05-02,76301
2020-05-03,75800
2020-05-04,75435
2020-05-05,76179
2020-05-06,76420
2020-05-07,76127
2020-05-08,75591
2020-05-09,75692
2020-05-10,74910
2020-05-11,74136
2020-05-12,73112
2020-05-13,72805
