date_obj,Pink%20cape price
2015-03-05,1035
2015-03-06,1035
2015-03-07,1035
2015-03-08,1072
2015-03-09,1072
2015-03-10,1072
2015-03-11,1072
2015-03-12,1072
2015-03-13,1072
2015-03-14,1072
2015-03-15,1108
2015-03-16,1108
2015-03-17,1108
2015-03-18,1108
2015-03-19,1108
2015-03-20,1108
2015-03-21,1108
2015-03-22,1141
2015-03-23,1141
2015-03-24,1141
2015-03-25,1141
2015-03-26,1141
2015-03-27,1141
2015-03-28,1141
2015-03-29,1141
2015-03-30,1184
2015-03-31,1184
2015-04-01,1184
2015-04-02,1184
2015-04-03,1184
2015-04-04,1184
2015-04-05,1184
2015-04-06,1232
2015-04-07,1232
2015-04-08,1232
2015-04-09,1232
2015-04-10,1232
2015-04-11,1232
2015-04-12,1232
2015-04-13,1286
2015-04-14,1286
2015-04-15,1286
2015-04-16,1286
2015-04-17,1286
2015-04-18,1286
2015-04-19,1286
2015-04-20,1286
2015-04-21,1337
2015-04-22,1337
2015-04-23,1337
2015-04-24,1337
2015-04-25,1337
2015-04-26,1337
2015-04-27,1337
2015-04-28,1337
2015-04-29,1337
2015-04-30,1398
2015-05-01,1398
2015-05-02,1398
2015-05-03,1398
2015-05-04,1398
2015-05-05,1398
2015-05-06,1398
2015-05-07,1398
2015-05-08,1398
2015-05-09,1464
2015-05-10,1464
2015-05-11,1464
2015-05-12,1464
2015-05-13,1464
2015-05-14,1464
2015-05-15,1464
2015-05-16,1464
2015-05-17,1464
2015-05-18,1530
2015-05-19,1530
2015-05-20,1530
2015-05-21,1530
2015-05-22,1530
2015-05-23,1530
2015-05-24,1530
2015-05-25,1530
2015-05-26,1530
2015-05-27,1530
2015-05-28,1602
2015-05-29,1602
2015-05-30,1602
2015-05-31,1602
2015-06-01,1602
2015-06-02,1602
2015-06-03,1680
2015-06-04,1680
2015-06-05,1680
2015-06-06,1680
2015-06-07,1680
2015-06-08,1680
2015-06-09,1754
2015-06-10,1754
2015-06-11,1754
2015-06-12,1754
2015-06-13,1754
2015-06-14,1754
2015-06-15,1754
2015-06-16,1831
2015-06-17,1831
2015-06-18,1831
2015-06-19,1831
2015-06-20,1831
2015-06-21,1831
2015-06-22,1907
2015-06-23,1907
2015-06-24,1907
2015-06-25,1907
2015-06-26,1907
2015-06-27,1907
2015-06-28,1985
2015-06-29,1985
2015-06-30,1985
2015-07-01,1985
2015-07-02,1985
2015-07-03,1985
2015-07-04,1985
2015-07-05,2078
2015-07-06,2078
2015-07-07,2078
2015-07-08,2078
2015-07-09,2078
2015-07-10,2078
2015-07-11,2078
2015-07-12,2144
2015-07-13,2144
2015-07-14,2144
2015-07-15,2144
2015-07-16,2144
2015-07-17,2144
2015-07-18,2214
2015-07-19,2214
2015-07-20,2214
2015-07-21,2214
2015-07-22,2214
2015-07-23,2214
2015-07-24,2293
2015-07-25,2293
2015-07-26,2293
2015-07-27,2293
2015-07-28,2293
2015-07-29,2293
2015-07-30,2396
2015-07-31,2396
2015-08-01,2396
2015-08-02,2396
2015-08-03,2396
2015-08-04,2396
2015-08-05,2499
2015-08-06,2499
2015-08-07,2499
2015-08-08,2499
2015-08-09,2499
2015-08-10,2499
2015-08-11,2601
2015-08-12,2601
2015-08-13,2601
2015-08-14,2601
2015-08-15,2601
2015-08-16,2601
2015-08-17,2693
2015-08-18,2693
2015-08-19,2693
2015-08-20,2693
2015-08-21,2693
2015-08-22,2693
2015-08-23,2693
2015-08-24,2787
2015-08-25,2787
2015-08-26,2787
2015-08-27,2787
2015-08-28,2787
2015-08-29,2787
2015-08-30,2787
2015-08-31,2787
2015-09-02,2882
2015-09-07,2882
2015-09-08,2882
2015-09-10,2998
2015-09-14,2998
2015-09-16,3015
2015-09-22,3015
2015-09-23,3015
2015-09-24,3114
2015-09-25,3114
2015-09-27,3114
2015-09-28,3114
2015-09-29,3114
2015-09-30,3114
2015-10-05,3225
2015-10-06,3225
2015-10-07,3225
2015-10-08,3225
2015-10-09,3225
2015-10-10,3339
2015-10-11,3339
2015-10-12,3339
2015-10-13,3339
2015-10-14,3339
2015-10-15,3339
2015-10-16,3339
2015-10-17,3339
2015-10-18,3339
2015-10-19,3429
2015-10-20,3429
2015-10-22,3429
2015-10-23,3429
2015-10-24,3429
2015-10-25,3429
2015-10-26,3429
2015-10-27,3429
2015-10-29,3580
2015-10-30,3580
2015-10-31,3580
2015-11-01,3580
2015-11-02,3580
2015-11-03,3580
2015-11-04,3580
2015-11-05,3580
2015-11-06,3580
2015-11-07,3731
2015-11-08,3731
2015-11-09,3731
2015-11-10,3731
2015-11-11,3731
2015-11-12,3731
2015-11-13,3731
2015-11-14,3731
2015-11-15,3731
2015-11-16,3731
2015-11-17,3891
2015-11-18,3891
2015-11-19,3891
2015-11-20,3891
2015-11-21,3891
2015-11-22,3891
2015-11-23,3891
2015-11-24,3891
2015-11-25,4053
2015-11-26,4053
2015-11-27,4053
2015-11-28,4053
2015-11-29,4053
2015-11-30,4053
2015-12-01,4053
2015-12-02,4053
2015-12-03,4053
2015-12-04,4053
2015-12-05,4205
2015-12-06,4205
2015-12-07,4205
2015-12-08,4205
2015-12-09,4205
2015-12-10,4205
2015-12-11,4205
2015-12-12,4205
2015-12-13,4364
2015-12-14,4364
2015-12-15,4364
2015-12-16,4364
2015-12-17,4364
2015-12-18,4364
2015-12-19,4364
2015-12-20,4364
2015-12-21,4364
2015-12-22,4555
2015-12-23,4555
2015-12-24,4555
2015-12-25,4555
2015-12-26,4555
2015-12-27,4555
2015-12-28,4555
2015-12-29,4555
2015-12-30,4555
2015-12-31,4734
2016-01-01,4734
2016-01-02,4734
2016-01-03,4734
2016-01-04,4734
2016-01-05,4734
2016-01-06,4734
2016-01-07,4837
2016-01-08,4837
2016-01-09,4837
2016-01-10,4837
2016-01-11,4837
2016-01-12,4837
2016-01-13,4837
2016-01-14,4837
2016-01-15,4978
2016-01-16,4978
2016-01-17,4978
2016-01-18,4978
2016-01-19,4978
2016-01-20,4978
2016-01-21,4978
2016-01-22,4840
2016-01-23,4840
2016-01-24,4840
2016-01-25,4840
2016-01-26,4840
2016-01-27,4840
2016-01-28,4840
2016-01-29,4598
2016-01-30,4598
2016-01-31,4598
2016-02-01,4598
2016-02-02,4598
2016-02-03,4598
2016-02-04,4598
2016-02-05,4475
2016-02-06,4475
2016-02-07,4475
2016-02-08,4475
2016-02-09,4475
2016-02-10,4475
2016-02-11,4306
2016-02-12,4306
