date_obj,Rune%20longsword price
2019-03-30,18726
2019-03-31,18726
2019-04-01,18731
2019-04-02,18760
2019-04-03,18770
2019-04-04,18733
2019-04-05,18715
2019-04-06,18728
2019-04-07,18742
2019-04-08,18758
2019-04-09,18754
2019-04-10,18761
2019-04-11,18711
2019-04-12,18701
2019-04-13,18715
2019-04-14,18736
2019-04-15,18754
2019-04-16,18753
2019-04-17,18744
2019-04-18,18750
2019-04-19,18768
2019-04-20,18773
2019-04-21,18759
2019-04-22,18753
2019-04-23,18753
2019-04-24,18774
2019-04-25,18752
2019-04-26,18756
2019-04-27,18767
2019-04-28,18736
2019-04-29,18763
2019-04-30,18767
2019-05-01,18765
2019-05-02,18767
2019-05-03,18748
2019-05-04,18759
2019-05-05,18770
2019-05-06,18783
2019-05-07,18773
2019-05-08,18779
2019-05-09,18793
2019-05-10,18756
2019-05-11,18752
2019-05-12,18717
2019-05-13,18756
2019-05-14,18769
2019-05-15,18786
2019-05-16,18777
2019-05-17,18763
2019-05-18,18755
2019-05-19,18743
2019-05-20,18713
2019-05-21,18750
2019-05-22,18762
2019-05-23,18753
2019-05-24,18692
2019-05-25,18722
2019-05-26,18738
2019-05-27,18753
2019-05-28,18767
2019-05-29,18771
2019-05-30,18764
2019-05-31,18761
2019-06-01,18761
2019-06-02,18740
2019-06-03,18760
2019-06-04,18782
2019-06-05,18779
2019-06-06,18783
2019-06-07,18763
2019-06-08,18745
2019-06-09,18724
2019-06-10,18684
2019-06-11,18731
2019-06-12,18756
2019-06-13,18757
2019-06-14,18761
2019-06-15,18763
2019-06-16,18760
2019-06-17,18772
2019-06-18,18769
2019-06-19,18757
2019-06-20,18725
2019-06-21,18718
2019-06-22,18744
2019-06-23,18729
2019-06-24,18723
2019-06-25,18730
2019-06-26,18731
2019-06-27,18752
2019-06-28,18770
2019-06-29,18766
2019-06-30,18753
2019-07-01,18770
2019-07-02,18768
2019-07-03,18739
2019-07-04,18742
2019-07-05,18738
2019-07-06,18722
2019-07-07,18724
2019-07-08,18748
2019-07-09,18754
2019-07-10,18769
2019-07-11,18780
2019-07-12,18745
2019-07-13,18763
2019-07-14,18735
2019-07-15,18767
2019-07-16,18775
2019-07-17,18781
2019-07-18,18769
2019-07-19,18755
2019-07-20,18758
2019-07-21,18729
2019-07-22,18697
2019-07-23,18722
2019-07-24,18725
2019-07-25,18746
2019-07-26,18733
2019-07-27,18713
2019-07-28,18632
2019-07-29,18655
2019-07-30,18683
2019-07-31,18698
2019-08-01,18714
2019-08-02,18647
2019-08-03,18652
2019-08-04,18641
2019-08-05,18644
2019-08-06,18675
2019-08-07,18679
2019-08-08,18670
2019-08-09,18650
2019-08-10,18618
2019-08-11,18617
2019-08-12,18633
2019-08-13,18636
2019-08-14,18680
2019-08-15,18707
2019-08-16,18702
2019-08-17,18697
2019-08-18,18690
2019-08-19,18698
2019-08-20,18722
2019-08-21,18721
2019-08-22,18721
2019-08-23,18720
2019-08-24,18708
2019-08-24,18708
2019-08-25,18708
2019-08-25,18708
2019-08-26,18705
2019-08-26,18705
2019-08-27,18728
2019-08-27,18728
2019-08-28,18747
2019-08-29,18752
2019-08-30,18708
2019-08-31,18674
2019-09-01,18662
2019-09-02,18696
2019-09-03,18715
2019-09-04,18737
2019-09-05,18740
2019-09-06,18705
2019-09-07,18707
2019-09-08,18702
2019-09-09,18722
2019-09-10,18743
2019-09-11,18749
2019-09-12,18748
2019-09-13,18712
2019-09-14,18712
2019-09-15,18693
2019-09-16,18704
2019-09-17,18737
2019-09-18,18684
2019-09-19,18693
2019-09-20,18698
2019-09-21,18714
2019-09-22,18705
2019-09-23,18679
2019-09-24,18658
2019-09-25,18700
2019-09-26,18702
2019-09-27,18693
2019-09-28,18680
2019-09-29,18686
2019-09-30,18657
2019-10-01,18662
2019-10-02,18670
2019-10-03,18676
2019-10-04,18627
2019-10-05,18665
2019-10-06,18645
2019-10-07,18666
2019-10-08,18648
2019-10-09,18643
2019-10-10,18654
2019-10-11,18659
2019-10-12,18661
2019-10-13,18660
2019-10-14,18679
2019-10-15,18699
2019-10-16,18688
2019-10-17,18703
2019-10-18,18683
2019-10-19,18627
2019-10-20,18595
2019-10-21,18656
2019-10-22,18686
2019-10-23,18684
2019-10-24,18692
2019-10-25,18691
2019-10-26,18650
2019-10-27,18685
2019-10-28,18694
2019-10-29,18716
2019-10-30,18715
2019-10-31,18727
2019-11-01,18645
2019-11-02,18673
2019-11-03,18667
2019-11-04,18690
2019-11-05,18680
2019-11-06,18656
2019-11-07,18676
2019-11-08,18640
2019-11-09,18646
2019-11-10,18636
2019-11-11,18685
2019-11-12,18704
2019-11-13,18683
2019-11-14,18672
2019-11-15,18669
2019-11-16,18672
2019-11-17,18657
2019-11-18,18659
2019-11-19,18666
2019-11-20,18686
2019-11-21,18697
2019-11-22,18695
2019-11-23,18685
2019-11-24,18630
2019-11-25,18657
2019-11-26,18668
2019-11-27,18677
2019-11-28,18665
2019-11-29,18657
2019-11-30,18629
2019-12-01,18620
2019-12-02,18581
2019-12-03,18602
2019-12-04,18566
2019-12-05,18629
2019-12-06,18653
2019-12-07,18653
2019-12-08,18637
2019-12-09,18653
2019-12-10,18665
2019-12-11,18653
2019-12-12,18684
2019-12-13,18680
2019-12-14,18607
2019-12-15,18643
2019-12-16,18648
2019-12-17,18663
2019-12-18,18668
2019-12-19,18678
2019-12-20,18655
2019-12-21,18684
2019-12-22,18632
2019-12-23,18644
2019-12-24,18688
2019-12-25,18686
2019-12-26,18690
2019-12-27,18700
2019-12-28,18676
2019-12-29,18621
2019-12-30,18647
2019-12-31,18649
2020-01-01,18648
2020-01-02,18643
2020-01-03,18567
2020-01-04,18579
2020-01-05,18597
2020-01-06,18621
2020-01-07,18637
2020-01-08,18631
2020-01-09,18653
2020-01-10,18654
2020-01-11,18651
2020-01-12,18659
2020-01-13,18676
2020-01-14,18681
2020-01-15,18677
2020-01-16,18656
2020-01-17,18634
2020-01-18,18661
2020-01-19,18640
2020-01-20,18659
2020-01-21,18669
2020-01-22,18664
2020-01-23,18656
2020-01-24,18599
2020-01-25,18588
2020-01-26,18608
2020-01-27,18635
2020-01-28,18653
2020-01-29,18656
2020-01-30,18655
2020-01-31,18641
2020-02-01,18651
2020-02-02,18639
2020-02-03,18665
2020-02-04,18626
2020-02-05,18587
2020-02-06,18584
2020-02-07,18599
2020-02-08,18524
2020-02-09,18577
2020-02-10,18604
2020-02-11,18632
2020-02-12,18625
2020-02-13,18641
2020-02-14,18644
2020-02-15,18635
2020-02-16,18621
2020-02-17,18626
2020-02-18,18631
2020-02-19,18637
2020-02-20,18645
2020-02-21,18647
2020-02-22,18664
2020-02-23,18667
2020-02-24,18672
2020-02-25,18647
2020-02-26,18639
2020-02-27,18650
2020-02-28,18595
2020-02-29,18624
2020-03-01,18621
2020-03-02,18641
2020-03-03,18658
2020-03-04,18645
2020-03-05,18659
2020-03-06,18647
2020-03-07,18648
2020-03-08,18671
2020-03-09,18680
2020-03-10,18698
2020-03-11,18696
2020-03-12,18683
2020-03-13,18681
2020-03-14,18652
2020-03-15,18614
2020-03-16,18684
2020-03-17,18679
2020-03-18,18673
2020-03-19,18661
2020-03-20,18642
2020-03-21,18644
2020-03-22,18652
2020-03-23,18668
2020-03-24,18647
2020-03-25,18652
2020-03-26,18669
2020-03-27,18658
2020-03-28,18657
2020-03-29,18655
2020-03-30,18682
2020-03-31,18693
2020-04-01,18710
2020-04-02,18687
2020-04-03,18661
2020-04-04,18674
2020-04-05,18674
2020-04-06,18691
2020-04-07,18707
2020-04-08,18688
2020-04-09,18693
2020-04-10,18688
2020-04-11,18682
2020-04-12,18640
2020-04-13,18661
2020-04-14,18646
2020-04-15,18667
2020-04-16,18676
2020-04-17,18690
2020-04-18,18681
2020-04-19,18685
2020-04-20,18682
2020-04-21,18687
2020-04-22,18707
2020-04-23,18710
2020-04-24,18697
2020-04-25,18653
2020-04-26,18680
2020-04-27,18685
2020-04-28,18685
2020-04-29,18677
2020-04-30,18680
2020-05-01,18697
2020-05-02,18684
2020-05-03,18694
2020-05-04,18702
2020-05-05,18690
2020-05-06,18700
2020-05-07,18708
2020-05-08,18689
2020-05-09,18685
2020-05-10,18692
2020-05-11,18712
2020-05-12,18735
2020-05-13,18728
