date_obj,Iron%20trimmed%20set%20(lg) price
2016-04-16,649326
2016-04-17,649326
2016-04-18,649326
2016-04-19,649326
2016-04-20,649326
2016-04-21,649326
2016-04-22,628476
2016-04-23,628476
2016-04-24,628476
2016-04-25,628476
2016-04-26,628476
2016-04-27,628476
2016-04-28,607703
2016-04-29,607703
2016-04-30,607703
2016-05-01,607703
2016-05-02,607703
2016-05-03,607703
2016-05-04,607703
2016-05-05,583690
2016-05-06,583690
2016-05-07,583690
2016-05-08,583690
2016-05-09,583690
2016-05-10,583690
2016-05-11,583690
2016-05-12,570944
2016-05-13,570944
2016-05-14,570944
2016-05-15,570944
2016-05-16,570944
2016-05-17,573556
2016-05-18,573556
2016-05-19,573556
2016-05-22,555928
2016-05-23,555928
2016-05-24,555928
2016-05-25,555928
2016-05-26,576818
2016-05-27,576818
2016-05-28,576818
2016-05-29,576818
2016-05-30,576818
2016-05-31,596093
2016-06-01,596093
2016-06-02,596093
2016-06-03,596093
2016-06-04,604404
2016-06-05,604404
2016-06-06,604404
2016-06-07,604404
2016-06-08,604404
2016-06-09,617949
2016-06-10,617949
2016-06-11,617949
2016-06-12,617949
2016-06-13,617949
2016-06-14,624517
2016-06-15,624517
2016-06-16,624517
2016-06-17,624517
2016-06-18,624517
2016-06-19,629776
2016-06-20,629776
2016-06-21,629776
2016-06-22,629776
2016-06-23,629776
2016-06-24,629776
2016-06-25,620342
2016-06-26,620342
2016-06-27,620342
2016-06-28,620342
2016-06-29,620342
2016-06-30,620342
2016-07-01,613859
2016-07-02,613859
2016-07-03,613859
2016-07-04,613859
2016-07-05,613859
2016-07-06,613859
2016-07-07,620613
2016-07-08,620613
2016-07-09,620613
2016-07-10,620613
2016-07-11,620613
2016-07-12,601007
2016-07-13,601007
2016-07-14,601007
2016-07-15,601007
2016-07-16,601007
2016-07-17,601007
2016-07-18,570956
2016-07-23,570956
2016-07-24,542408
2016-07-25,542408
2016-07-26,542408
2016-07-27,542408
2016-07-28,542408
2016-07-29,515573
2016-07-30,515573
2016-07-31,515573
2016-08-01,515573
2016-08-02,515573
2016-08-03,515573
2016-08-04,490081
2016-08-05,490081
2016-08-06,490081
2016-08-07,490081
2016-08-08,490081
2016-08-09,465576
2016-08-10,465576
2016-08-11,465576
2016-08-12,465576
2016-08-13,465576
2016-08-14,465576
2016-08-15,449320
2016-08-16,449320
2016-08-17,449320
2016-08-18,449320
2016-08-19,449320
2016-08-20,427261
2016-08-21,427261
2016-08-22,427261
2016-08-23,427261
2016-08-24,427261
2016-08-25,427261
2016-08-26,427261
2016-08-28,410825
2016-08-31,410825
2016-09-01,410825
2016-09-02,399894
2016-09-03,399894
2016-09-04,399894
2016-09-05,399894
2016-09-06,399894
2016-09-07,388725
2016-09-08,388725
2016-09-09,388725
2016-09-10,388725
2016-09-11,388725
2016-09-12,388725
2016-09-13,384889
2016-09-14,384889
2016-09-15,384889
2016-09-16,384889
2016-09-17,384889
2016-09-18,384889
2016-09-19,386209
2016-09-20,386209
2016-09-21,386209
2016-09-22,386209
2016-09-23,386209
2016-09-24,386209
2016-09-25,391285
2016-09-26,391285
2016-09-27,391285
2016-09-28,391285
2016-09-29,391285
2016-09-30,391285
2016-10-01,399453
2016-10-02,399453
2016-10-03,399453
2016-10-04,399453
2016-10-05,399453
2016-10-06,399453
2016-10-07,399453
2016-10-08,404427
2016-10-09,404427
2016-10-10,404427
2016-10-11,404427
2016-10-12,404427
2016-10-13,404427
2016-10-14,411551
2016-10-15,411551
2016-10-16,411551
2016-10-17,411551
2016-10-18,411551
2016-10-19,426765
2016-10-20,426765
2016-10-21,426765
2016-10-22,426765
2016-10-23,426765
2016-10-24,446390
2016-10-25,446390
2016-10-26,446390
2016-10-27,446390
2016-10-28,446390
2016-10-29,446390
2016-10-30,463138
2016-10-31,463138
2016-11-01,463138
2016-11-02,463138
2016-11-03,463138
2016-11-04,463138
2016-11-05,478636
2016-11-06,478636
2016-11-07,478636
2016-11-08,478636
2016-11-09,478636
2016-11-10,478636
2016-11-11,494699
2016-11-12,494699
2016-11-13,494699
2016-11-14,494699
2016-12-07,513148
2016-12-08,513148
2016-12-09,513148
2016-12-10,513148
2016-12-11,513148
2016-12-12,513082
2016-12-13,513082
2016-12-14,513082
2016-12-15,513082
2016-12-16,513082
2016-12-17,513082
2016-12-18,503894
2016-12-19,503894
2016-12-20,503894
2016-12-21,503894
2016-12-22,503894
2016-12-23,495438
2016-12-24,495438
2016-12-25,495438
2016-12-26,495438
2016-12-27,495438
2016-12-28,495438
2016-12-29,494470
2016-12-30,494470
2016-12-31,494470
2017-01-01,494470
2017-01-02,494470
2017-01-03,494470
2017-01-04,508265
2017-01-05,508265
2017-01-06,508265
2017-01-07,508265
2017-01-08,508265
2017-01-09,489239
2017-01-10,489239
2017-01-11,489239
2017-01-12,489239
2017-01-13,489239
2017-01-14,472994
2017-01-15,472994
2017-01-16,472994
2017-01-17,472994
2017-01-18,464095
2017-01-19,464095
2017-01-20,464095
2017-01-21,464095
2017-01-22,464095
2017-01-27,454967
2017-01-28,454967
2017-01-29,454967
2017-01-30,454967
2017-01-31,454699
2017-02-01,454699
2017-02-02,454699
2017-02-03,454699
2017-02-04,459805
2017-02-05,459805
2017-02-06,459805
2017-02-07,459805
2017-02-08,459805
2017-02-09,455561
2017-02-10,455561
2017-02-11,455561
2017-02-12,455561
2017-02-13,462018
2017-02-14,462018
2017-02-15,462018
2017-02-16,462018
2017-02-18,462018
2017-02-19,469608
2017-02-20,469608
2017-02-21,469608
2017-02-22,469608
2017-02-23,469608
2017-02-24,469608
2017-02-25,470720
2017-02-26,470720
2017-02-27,470720
2017-02-28,470720
2017-03-01,470720
2017-03-02,470720
2017-03-03,461944
2017-03-04,461944
2017-03-05,461944
2017-03-06,461944
2017-03-07,461944
2017-03-08,461630
2017-03-09,461630
2017-03-10,461630
2017-03-11,461630
2017-03-12,461630
2017-03-13,462307
2017-03-14,462307
2017-03-15,462307
2017-03-16,462307
2017-03-17,462307
2017-03-18,462307
2017-03-19,458708
2017-03-20,458708
2017-03-21,458708
2017-03-22,458708
2017-03-23,458708
2017-03-24,444902
2017-03-25,444902
2017-03-26,444902
2017-03-27,444902
2017-03-28,444902
2017-03-29,437164
2017-03-30,437164
2017-03-31,437164
2017-04-01,437164
2017-04-02,437164
2017-04-03,425573
2017-04-04,425573
2017-04-12,429548
2017-04-13,429548
2017-04-14,429548
2017-04-15,429548
2017-04-16,437912
2017-04-17,437912
2017-04-18,437912
2017-04-19,437912
2017-04-20,437912
2017-04-21,434769
2017-04-22,434769
2017-04-23,434769
2017-04-24,434769
2017-04-25,434769
2017-04-26,421500
2017-04-27,421500
2017-04-28,421500
2017-04-29,421500
2017-04-30,421500
2017-05-01,409414
2017-05-02,409414
2017-05-03,409414
2017-05-04,409414
2017-05-05,409414
2017-05-06,413668
2017-05-07,413668
2017-05-08,413668
2017-05-09,413668
2017-05-10,413668
2017-05-11,419295
2017-05-12,419295
2017-05-13,419295
2017-05-14,419295
2017-05-15,419295
2017-05-16,419075
2017-05-17,419075
2017-05-18,419075
2017-05-19,419075
2017-05-20,419075
2017-05-21,419075
2017-05-22,415693
2017-05-23,415693
2017-05-24,415693
2017-05-25,415693
2017-05-26,415693
2017-05-27,412651
2017-05-28,412651
2017-05-29,412651
2017-05-30,412651
2017-05-31,412651
2017-06-01,400513
2017-06-02,400513
2017-06-03,400513
2017-06-04,400513
2017-06-06,394173
2017-06-07,394173
2017-06-08,394173
2017-06-09,394173
2017-06-10,394173
2017-06-11,397149
2017-06-12,397149
2017-06-13,397149
2017-06-14,397149
2017-06-15,397149
2017-06-16,400311
2017-06-17,400311
2017-06-18,400311
2017-06-19,400311
2017-06-20,400311
2017-06-21,411253
2017-06-22,411253
2017-06-23,411253
2017-06-24,411253
2017-06-25,411253
2017-06-26,411253
2017-06-27,423338
2017-06-28,423338
2017-06-29,423338
2017-06-30,423338
2017-07-01,423338
2017-07-02,423338
2017-07-03,433945
2017-07-04,433945
2017-07-05,433945
2017-07-06,433945
2017-07-07,433945
2017-07-08,433945
2017-07-13,444914
2017-07-14,444914
2017-07-15,444914
2017-07-16,451698
2017-07-17,451698
2017-07-18,451698
2017-07-19,451698
2017-07-20,454643
2017-07-21,454643
2017-07-22,454643
2017-07-23,454643
2017-07-24,454643
2017-07-25,454643
2017-07-26,458524
2017-07-27,458524
2017-07-28,458524
2017-07-29,458524
2017-07-30,458524
2017-07-31,458524
2017-08-01,461174
2017-08-02,461174
2017-08-03,461174
2017-08-04,461174
2017-08-05,464252
2017-08-06,464252
2017-08-09,464252
2017-08-10,464252
2017-08-11,473720
2017-08-12,473720
2017-08-13,473720
2017-08-14,473720
2017-08-15,473720
2017-08-16,473720
2017-08-17,485060
2017-08-18,485060
2017-08-19,485060
2017-08-20,485060
2017-08-21,485060
2017-08-22,480523
2017-08-23,480523
2017-08-24,480523
2017-08-25,480523
2017-08-26,480523
2017-08-27,489405
2017-08-28,489405
2017-08-29,489405
2017-08-30,489405
2017-08-31,489405
2017-09-01,489405
2017-09-02,505302
2017-09-03,505302
2017-09-04,505302
2017-09-05,505302
2017-09-06,505302
2017-09-07,505302
2017-09-08,518781
2017-09-09,518781
2017-09-10,518781
2017-09-11,518781
2017-09-12,518781
2017-09-13,533456
2017-09-14,533456
2017-09-15,533456
2017-09-16,533456
2017-09-17,533456
2017-09-19,546402
2017-09-20,546402
2017-09-21,546402
2017-09-22,546402
2017-09-23,546402
2017-09-24,546402
2017-09-25,545908
2017-09-26,545908
2017-09-27,545908
2017-09-28,545908
2017-09-29,545908
2017-09-30,545908
2017-10-01,541930
2017-10-02,541930
2017-10-03,541930
2017-10-04,541930
2017-10-05,541930
2017-10-06,541930
2017-10-07,534853
2017-10-08,534853
2017-10-09,534853
2017-10-10,534853
2017-10-11,534853
2017-10-12,534853
2017-10-13,534853
2017-10-14,517257
2017-10-15,517257
2017-10-16,517257
2017-10-17,517257
2017-10-18,517257
2017-10-19,517257
2017-10-20,517257
2017-10-21,517257
2017-10-22,492258
2017-10-23,492258
2017-10-24,492258
2017-10-25,492258
2017-10-26,492258
2017-10-27,469111
2017-10-28,469111
2017-10-29,469111
2017-10-30,469111
2017-10-31,469111
2017-11-01,469111
2017-11-02,453437
2017-11-03,453437
2017-11-04,453437
2017-11-05,453437
2017-11-06,453437
2017-11-07,453437
2017-11-08,433337
2017-11-09,433337
2017-11-10,433337
2017-11-11,433337
2017-11-12,433337
2017-11-13,415740
2017-11-14,415740
2017-11-15,415740
2017-11-16,415740
2017-11-17,415740
2017-11-18,415740
2017-11-19,410054
2017-11-20,410054
2017-11-21,410054
2017-11-22,410054
2017-11-23,410054
2017-11-24,410054
2017-11-25,398157
2017-11-26,398157
2017-11-27,398157
2017-11-28,398157
2017-11-29,398157
2017-11-30,398157
2017-12-01,389546
2017-12-02,389546
2017-12-03,389546
2017-12-04,389546
2017-12-05,387394
2017-12-06,387394
2017-12-07,387394
2017-12-08,387394
2017-12-09,387394
2017-12-10,388674
2017-12-11,388674
2017-12-12,388674
2017-12-14,388674
2017-12-15,397421
2017-12-16,397421
2017-12-17,397421
2017-12-18,397421
2017-12-19,397421
2017-12-20,407073
2017-12-21,407073
2017-12-22,407073
2017-12-23,407073
2017-12-24,407073
2017-12-25,415906
2017-12-26,415906
2017-12-27,415906
2017-12-28,415906
2017-12-29,415906
2017-12-30,425514
2017-12-31,425514
2018-01-01,425514
2018-01-02,425514
2018-01-03,425514
2018-01-04,425514
2018-01-05,430480
2018-01-06,430480
2018-01-07,430480
2018-01-08,430480
2018-01-09,430480
2018-01-10,430842
2018-01-11,430842
2018-01-12,430842
2018-01-13,430842
2018-01-14,430842
2018-01-15,444345
2018-01-16,444345
2018-01-17,444345
2018-01-18,444345
2018-01-19,444345
2018-01-20,456382
2018-01-21,456382
2018-01-22,456382
2018-01-23,456382
2018-01-25,451870
2018-01-26,451870
2018-01-27,440303
2018-01-28,440303
2018-01-29,444253
2018-01-30,444253
2018-01-31,444253
2018-02-01,443430
2018-02-02,443430
2018-02-03,443430
2018-02-04,433582
2018-02-05,433582
2018-02-06,433582
2018-02-07,426967
2018-02-08,426967
2018-02-09,426967
2018-02-10,427709
2018-02-11,427709
2018-02-12,427709
2018-02-13,422529
2018-02-14,422529
2018-02-15,422529
2018-02-16,413343
2018-02-17,413343
2018-02-18,422371
2018-02-19,422371
2018-02-20,417804
2018-02-21,417804
2018-02-22,417804
2018-02-23,414095
2018-02-24,414095
2018-02-25,414095
2018-02-26,418156
2018-02-27,418156
2018-02-28,418156
2018-03-01,415594
2018-03-02,415594
2018-03-03,430850
2018-03-04,430850
2018-03-05,430850
2018-03-06,443069
2018-03-07,443069
2018-03-08,443069
2018-03-09,445738
2018-03-10,445738
2018-03-11,445738
2018-03-12,447096
2018-03-13,447096
2018-03-14,447096
2018-03-15,449986
2018-03-16,449986
2018-03-17,449986
2018-03-18,451659
2018-03-19,451659
2018-03-20,451659
2018-03-21,451542
2018-03-23,451542
2018-03-24,453493
2018-03-25,453493
2018-03-26,453493
2018-03-27,452313
2018-03-28,452313
2018-03-29,452313
2018-03-30,452313
2018-03-31,450857
2018-04-01,450857
2018-04-02,450857
2018-04-03,455459
2018-04-04,455459
2018-04-05,455459
2018-04-06,457568
2018-04-07,457568
2018-04-08,457568
2018-04-09,457056
2018-04-10,457056
2018-04-11,457056
2018-04-12,453963
2018-04-13,453963
2018-04-14,453963
2018-04-15,448929
2018-04-16,448929
2018-04-17,448929
2018-04-18,448929
2018-04-19,451165
2018-04-20,451165
2018-04-21,451165
2018-04-22,453948
2018-04-23,453948
2018-04-24,453948
2018-04-25,454378
2018-04-26,454378
2018-04-27,454378
2018-04-28,461129
2018-04-29,461129
2018-04-30,463397
2018-05-01,463397
2018-05-04,468685
2018-05-05,468685
2018-05-06,470380
2018-05-07,470380
2018-05-08,470380
2018-05-09,485157
2018-05-10,485157
2018-05-11,485157
2018-05-12,504171
2018-05-13,504171
2018-05-14,504171
2018-05-15,520707
2018-05-16,520707
2018-05-17,520707
2018-05-18,523066
2018-05-19,523066
2018-05-20,523066
2018-05-21,533634
2018-05-22,533634
2018-05-23,533634
2018-05-24,541407
2018-05-25,541407
2018-05-26,541407
2018-05-27,549305
2018-05-28,549305
2018-05-29,549305
2018-05-30,544787
2018-05-31,544787
2018-06-01,544787
2018-06-02,535377
2018-06-03,535377
2018-06-04,535377
2018-06-05,533775
2018-06-06,533775
2018-06-07,533775
2018-06-08,521635
2018-06-09,521635
2018-06-10,521635
2018-06-11,510563
2018-06-12,510563
2018-06-13,510563
2018-06-14,497190
2018-06-15,497190
2018-06-16,497190
2018-06-17,489717
2018-06-18,489717
2018-06-19,489717
2018-06-20,489717
2018-06-21,469436
2018-06-22,469436
2018-06-23,469436
2018-06-24,462333
2018-06-25,462333
2018-06-26,462333
2018-06-27,450442
2018-06-28,450442
2018-06-29,442129
2018-06-30,442129
2018-07-01,431874
2018-07-02,431874
2018-07-03,431874
2018-07-04,431874
2018-07-05,420948
2018-07-06,420948
2018-07-07,420650
2018-07-08,420650
2018-07-09,420650
2018-07-10,421612
2018-07-11,421612
2018-07-12,421612
2018-07-13,421612
2018-07-14,419611
2018-07-15,419611
2018-07-16,419611
2018-07-17,415276
2018-07-18,415276
2018-07-19,415276
2018-07-20,418731
2018-07-21,418731
2018-07-22,418731
2018-07-23,426129
2018-07-24,426129
2018-07-25,426129
2018-07-26,425940
2018-07-27,425940
2018-07-28,425940
2018-07-29,425216
2018-07-30,425216
2018-07-31,422041
2018-08-01,422041
2018-08-02,422041
2018-08-03,423170
2018-08-04,423170
2018-08-05,425929
2018-08-06,425929
2018-08-07,425929
2018-08-08,428550
2018-08-09,428550
2018-08-10,428550
2018-08-11,436146
2018-08-12,436146
2018-08-14,425300
2018-08-16,423754
2018-08-17,423754
2018-08-18,423754
2018-08-19,419885
2018-08-20,419885
2018-08-21,411273
2018-08-22,411273
2018-08-23,411273
2018-08-24,412177
2018-08-25,412177
2018-08-26,418537
2018-08-27,418537
2018-08-28,415782
2018-08-29,415782
2018-08-30,415782
2018-08-31,418324
2018-09-01,418324
2018-09-02,425650
2018-09-03,425650
2018-09-05,433343
2018-09-06,433343
2018-09-07,436337
2018-09-08,436337
2018-09-09,440715
2018-09-10,440715
2018-09-11,440715
2018-09-12,437350
2018-09-13,437350
2018-09-14,425949
2018-09-15,425949
2018-09-16,422324
2018-09-17,422324
2018-09-18,419370
2018-09-19,419370
2018-09-20,419370
2018-09-21,425935
2018-09-22,425935
2018-09-23,428116
2018-09-24,428116
2018-09-25,428116
2018-09-26,426438
2018-09-27,426438
2018-09-28,426438
2018-09-29,435324
2018-09-30,435324
2018-10-02,430911
2018-10-03,430911
2018-10-04,430911
2018-10-05,435299
2018-10-06,435299
2018-10-07,439534
2018-10-08,439534
2018-10-09,439534
2018-10-10,439187
2018-10-11,439187
2018-10-12,439187
2018-10-13,435489
2018-10-14,435489
2018-10-15,435489
2018-10-16,451539
2018-10-17,451539
2018-10-18,451539
2018-10-19,471824
2018-10-20,471824
2018-10-21,471824
2018-10-22,494217
2018-10-23,494217
2018-10-24,494217
2018-10-25,511954
2018-10-26,511954
2018-10-27,511954
2018-10-28,532354
2018-10-29,532354
2018-10-30,551228
2018-10-31,572688
2018-11-01,580265
2018-11-03,603934
2018-11-04,625910
2018-11-05,653242
2018-11-06,678593
2018-11-07,678593
2018-11-08,708815
2018-11-09,708815
2018-11-10,744256
2018-11-11,744256
2018-11-12,781376
2018-11-13,809403
2018-11-14,809403
2018-11-15,838918
2018-11-16,847293
2018-11-17,847293
2018-11-18,835042
2018-11-19,835042
2018-11-20,850718
2018-11-21,850718
2018-11-22,842105
2018-11-23,842105
2018-11-24,823783
2018-11-25,799879
2018-11-26,799879
2018-11-27,769498
2018-11-28,769498
2018-11-29,739803
2018-12-01,708769
2018-12-02,680918
2018-12-03,680918
2018-12-04,652992
2018-12-05,652992
2018-12-07,647745
2018-12-09,622601
2018-12-10,593308
2018-12-11,593308
2018-12-12,573460
2018-12-13,573460
2018-12-14,559417
2018-12-15,559417
2018-12-16,542331
2018-12-17,542331
2018-12-18,530422
2018-12-19,530422
2018-12-20,512666
2018-12-21,512666
2018-12-22,497192
2018-12-23,499300
2018-12-24,499300
2018-12-25,491377
2018-12-26,491377
2018-12-27,480030
2018-12-28,480030
2018-12-29,474389
2018-12-30,474389
2018-12-31,471784
2019-01-01,471784
2019-01-02,473576
2019-01-03,473576
2019-01-04,465909
2019-01-05,459714
2019-01-06,455118
2019-01-08,455137
2019-01-10,449071
2019-01-11,449071
2019-01-12,443603
2019-01-13,443603
2019-01-14,441664
2019-01-15,441664
2019-01-16,444179
2019-01-17,444179
2019-01-18,439863
2019-01-19,439863
2019-01-20,435788
2019-01-21,435788
2019-01-22,429554
2019-01-23,429554
2019-01-24,425218
2019-01-25,425218
2019-01-26,420199
2019-01-27,420199
2019-01-29,416642
2019-01-30,420014
2019-01-31,420014
2019-02-01,420706
2019-02-02,420706
2019-02-03,412924
2019-02-04,412924
2019-02-05,405317
2019-02-06,405317
2019-02-07,402941
2019-02-08,402941
2019-02-09,409891
2019-02-10,409891
2019-02-11,406752
2019-02-12,406752
2019-02-13,395695
2019-02-14,395695
2019-02-15,389164
2019-02-16,389164
2019-02-17,386291
2019-02-18,386291
2019-02-19,376967
2019-02-20,376967
2019-02-21,367067
2019-02-22,367067
2019-02-23,363945
2019-02-24,363945
2019-02-25,364844
2019-02-26,364844
2019-02-27,366639
2019-02-28,366639
2019-03-01,372212
2019-03-02,372212
2019-03-03,378054
2019-03-04,378054
2019-03-05,374578
2019-03-06,374578
2019-03-07,372120
2019-03-08,372120
2019-03-09,376796
2019-03-10,376796
2019-03-11,371008
2019-03-12,371008
2019-03-13,366781
2019-03-14,364788
2019-03-15,364788
2019-03-16,364788
2019-03-17,370009
2019-03-18,370009
2019-03-19,373456
2019-03-20,373456
2019-03-21,369776
2019-03-22,369776
2019-03-23,373901
2019-03-24,373901
2019-03-25,373779
2019-03-26,373779
2019-03-27,373023
2019-03-28,373023
2019-03-29,373710
2019-03-30,373710
2019-03-31,373710
2019-04-01,377177
2019-04-02,377177
