date_obj,Saradomin%20chaps price
2019-04-04,360967
2019-04-05,362942
2019-04-06,369780
2019-04-07,377493
2019-04-08,379358
2019-04-09,373929
2019-04-10,379178
2019-04-11,382458
2019-04-12,376452
2019-04-13,360000
2019-04-14,347526
2019-04-15,342361
2019-04-16,340648
2019-04-17,350560
2019-04-18,338526
2019-04-19,325991
2019-04-20,329772
2019-04-21,339500
2019-04-22,330269
2019-04-23,317178
2019-04-24,302965
2019-04-25,296873
2019-04-26,294315
2019-04-27,306165
2019-04-28,317723
2019-04-29,310796
2019-04-30,305579
2019-05-01,304309
2019-05-02,296517
2019-05-03,299373
2019-05-04,304560
2019-05-05,310649
2019-05-06,310744
2019-05-07,321267
2019-05-08,317641
2019-05-09,312683
2019-05-10,310795
2019-05-11,306849
2019-05-12,300760
2019-05-13,301664
2019-05-14,303238
2019-05-15,304119
2019-05-16,296903
2019-05-17,283597
2019-05-18,284883
2019-05-19,278481
2019-05-20,277192
2019-05-21,271407
2019-05-22,266470
2019-05-23,267693
2019-05-24,272922
2019-05-25,277294
2019-05-26,282360
2019-05-27,287608
2019-05-28,288864
2019-05-29,290382
2019-05-30,296472
2019-05-31,296945
2019-06-01,297468
2019-06-02,299760
2019-06-03,303677
2019-06-04,311177
2019-06-05,317915
2019-06-06,319459
2019-06-07,316283
2019-06-08,312719
2019-06-09,306565
2019-06-10,303136
2019-06-11,296038
2019-06-12,295747
2019-06-13,292552
2019-06-14,287423
2019-06-15,280474
2019-06-16,280215
2019-06-17,278759
2019-06-18,280229
2019-06-19,278192
2019-06-20,277824
2019-06-21,271943
2019-06-22,269637
2019-06-23,266588
2019-06-24,263406
2019-06-25,258686
2019-06-26,261135
2019-06-27,269915
2019-06-28,269290
2019-06-29,274358
2019-06-30,285750
2019-07-01,297799
2019-07-02,303267
2019-07-03,300601
2019-07-04,297364
2019-07-05,293673
2019-07-06,296756
2019-07-07,300333
2019-07-08,307941
2019-07-09,298306
2019-07-10,289945
2019-07-11,291357
2019-07-12,291872
2019-07-13,303031
2019-07-14,303627
2019-07-15,305343
2019-07-16,305330
2019-07-17,303652
2019-07-18,305097
2019-07-19,300765
2019-07-20,301086
2019-07-21,300135
2019-07-22,303634
2019-07-23,303830
2019-07-24,302555
2019-07-25,306387
2019-07-26,301930
2019-07-27,299322
2019-07-28,298490
2019-07-29,294676
2019-07-30,288431
2019-07-31,285338
2019-08-01,283550
2019-08-02,278205
2019-08-03,276885
2019-08-04,274605
2019-08-05,271700
2019-08-06,269925
2019-08-07,276772
2019-08-08,281811
2019-08-09,274043
2019-08-10,279381
2019-08-11,290037
2019-08-12,288682
2019-08-13,283282
2019-08-14,285673
2019-08-15,291680
2019-08-16,288611
2019-08-17,290704
2019-08-18,302206
2019-08-19,310529
2019-08-20,306184
2019-08-21,304084
2019-08-22,303178
2019-08-23,305624
2019-08-24,303021
2019-08-24,303021
2019-08-25,297828
2019-08-25,297828
2019-08-26,296459
2019-08-26,296459
2019-08-27,300237
2019-08-27,300237
2019-08-28,299548
2019-08-29,298457
2019-08-30,293612
2019-08-31,296966
2019-09-01,292371
2019-09-02,293702
2019-09-03,294145
2019-09-04,294976
2019-09-05,292637
2019-09-06,291411
2019-09-07,292137
2019-09-08,294205
2019-09-09,287062
2019-09-10,282778
2019-09-11,285050
2019-09-12,287154
2019-09-13,286779
2019-09-14,285433
2019-09-15,284764
2019-09-16,283915
2019-09-17,291329
2019-09-18,290177
2019-09-19,286102
2019-09-20,287208
2019-09-21,286341
2019-09-22,278757
2019-09-23,275582
2019-09-24,279674
2019-09-25,277478
2019-09-26,276516
2019-09-27,273944
2019-09-28,275653
2019-09-29,276845
2019-09-30,279682
2019-10-01,281296
2019-10-02,285364
2019-10-03,286689
2019-10-04,282507
2019-10-05,278601
2019-10-06,282857
2019-10-07,283634
2019-10-08,290573
2019-10-09,293541
2019-10-10,293640
2019-10-11,289330
2019-10-12,290662
2019-10-13,295060
2019-10-14,296604
2019-10-15,297921
2019-10-16,294146
2019-10-17,298026
2019-10-18,296279
2019-10-19,296272
2019-10-20,295420
2019-10-21,293194
2019-10-22,294052
2019-10-23,294928
2019-10-24,294937
2019-10-25,290367
2019-10-26,289265
2019-10-27,288435
2019-10-28,287360
2019-10-29,288646
2019-10-30,287893
2019-10-31,285509
2019-11-01,285262
2019-11-02,284134
2019-11-03,281199
2019-11-04,280166
2019-11-05,281470
2019-11-06,280260
2019-11-07,275635
2019-11-08,274566
2019-11-09,268929
2019-11-10,268153
2019-11-11,267144
2019-11-12,263842
2019-11-13,261889
2019-11-14,261648
2019-11-15,257072
2019-11-16,251752
2019-11-17,246672
2019-11-18,241793
2019-11-19,244115
2019-11-20,240251
2019-11-21,240387
2019-11-22,239530
2019-11-23,241623
2019-11-24,245155
2019-11-25,254990
2019-11-26,263634
2019-11-27,261888
2019-11-28,262929
2019-11-29,265353
2019-11-30,272269
2019-12-01,283546
2019-12-02,285200
2019-12-03,296348
2019-12-04,306714
2019-12-05,311034
2019-12-06,306244
2019-12-07,309616
2019-12-08,318210
2019-12-09,304297
2019-12-10,299919
2019-12-11,303091
2019-12-12,304085
2019-12-13,305506
2019-12-14,313350
2019-12-15,308264
2019-12-16,308846
2019-12-17,316699
2019-12-18,315769
2019-12-19,324939
2019-12-20,320872
2019-12-21,316155
2019-12-22,316763
2019-12-23,328587
2019-12-24,326655
2019-12-25,327456
2019-12-26,327376
2019-12-27,329448
2019-12-28,326146
2019-12-29,330397
2019-12-30,323558
2019-12-31,324054
2020-01-01,334423
2020-01-02,329100
2020-01-03,333371
2020-01-04,346215
2020-01-05,349428
2020-01-06,348527
2020-01-07,341380
2020-01-08,333915
2020-01-09,337172
2020-01-10,340089
2020-01-11,347438
2020-01-12,342608
2020-01-13,341602
2020-01-14,344297
2020-01-15,346688
2020-01-16,340993
2020-01-17,345096
2020-01-18,334795
2020-01-19,337310
2020-01-20,337854
2020-01-21,335011
2020-01-22,334208
2020-01-23,338650
2020-01-24,336314
2020-01-25,335335
2020-01-26,339166
2020-01-27,344267
2020-01-28,349999
2020-01-29,342389
2020-01-30,341657
2020-01-31,339700
2020-02-01,337404
2020-02-02,334228
2020-02-03,330233
2020-02-04,328358
2020-02-05,324094
2020-02-06,312692
2020-02-07,308348
2020-02-08,303306
2020-02-09,299642
2020-02-10,303756
2020-02-11,297154
2020-02-12,299794
2020-02-13,302218
2020-02-14,295608
2020-02-15,293298
2020-02-16,290769
2020-02-17,290828
2020-02-18,287557
2020-02-19,286080
2020-02-20,286324
2020-02-21,294661
2020-02-22,290819
2020-02-23,300656
2020-02-24,307112
2020-02-25,312071
2020-02-26,316305
2020-02-27,318219
2020-02-28,315607
2020-02-29,315027
2020-03-01,315860
2020-03-02,310602
2020-03-03,311829
2020-03-04,316043
2020-03-05,313189
2020-03-06,312754
2020-03-07,314032
2020-03-08,319294
2020-03-09,323519
2020-03-10,323074
2020-03-11,323174
2020-03-12,319472
2020-03-13,312902
2020-03-14,313302
2020-03-15,312864
2020-03-16,311395
2020-03-17,308877
2020-03-18,311336
2020-03-19,316555
2020-03-20,324498
2020-03-21,322163
2020-03-22,319931
2020-03-23,315794
2020-03-24,316964
2020-03-25,320166
2020-03-26,322708
2020-03-27,317733
2020-03-28,319443
2020-03-29,331143
2020-03-30,334520
2020-03-31,328537
2020-04-01,328365
2020-04-02,333013
2020-04-03,339191
2020-04-04,339899
2020-04-05,338276
2020-04-06,344111
2020-04-07,348516
2020-04-08,362093
2020-04-09,363476
2020-04-10,366749
2020-04-11,372500
2020-04-12,366041
2020-04-13,366057
2020-04-14,376033
2020-04-15,372248
2020-04-16,374248
2020-04-17,383249
2020-04-18,398200
2020-04-19,415094
2020-04-20,428699
2020-04-21,433203
2020-04-22,442718
2020-04-23,423853
2020-04-24,424744
2020-04-25,440097
2020-04-26,433174
2020-04-27,429554
2020-04-28,426671
2020-04-29,425689
2020-04-30,415109
2020-05-01,417306
2020-05-02,425069
2020-05-03,439065
2020-05-04,435199
2020-05-05,436665
2020-05-06,439914
2020-05-07,448440
2020-05-08,462405
2020-05-09,452711
2020-05-10,449397
2020-05-11,448226
2020-05-12,441545
2020-05-13,434664
