date_obj,Sapphire%20bolts price
2015-03-26,147
2015-03-27,147
2015-03-28,147
2015-03-29,147
2015-03-30,147
2015-03-31,147
2015-04-01,140
2015-04-02,140
2015-04-03,140
2015-04-04,140
2015-04-05,140
2015-04-06,140
2015-04-07,140
2015-04-08,140
2015-04-09,140
2015-04-10,140
2015-04-11,140
2015-04-12,135
2015-04-13,135
2015-04-14,135
2015-04-15,135
2015-04-16,135
2015-04-17,135
2015-04-18,135
2015-04-19,135
2015-04-20,135
2015-04-21,135
2015-04-22,135
2015-04-23,135
2015-04-24,135
2015-04-25,132
2015-04-26,132
2015-04-27,132
2015-04-28,132
2015-04-29,132
2015-04-30,132
2015-05-01,132
2015-05-02,132
2015-05-03,132
2015-05-04,132
2015-05-05,132
2015-05-06,132
2015-05-07,132
2015-05-08,132
2015-05-09,132
2015-05-10,126
2015-05-11,126
2015-05-12,126
2015-05-13,126
2015-05-14,126
2015-05-15,126
2015-05-16,126
2015-05-17,126
2015-05-18,126
2015-05-19,126
2015-05-20,126
2015-05-21,126
2015-05-22,126
2015-05-23,126
2015-05-24,126
2015-05-25,126
2015-05-26,126
2015-05-27,121
2015-05-28,121
2015-05-29,121
2015-05-30,121
2015-05-31,121
2015-06-01,121
2015-06-02,121
2015-06-03,121
2015-06-04,121
2015-06-05,118
2015-06-06,118
2015-06-07,118
2015-06-08,118
2015-06-09,118
2015-06-10,118
2015-06-11,118
2015-06-12,118
2015-06-13,118
2015-06-14,118
2015-06-15,118
2015-06-16,119
2015-06-17,119
2015-06-18,119
2015-06-19,119
2015-06-20,119
2015-06-21,119
2015-06-22,119
2015-06-23,119
2015-06-24,119
2015-06-25,119
2015-06-26,116
2015-06-27,116
2015-06-28,116
2015-06-29,116
2015-06-30,116
2015-07-01,116
2015-07-02,116
2015-07-03,116
2015-07-04,116
2015-07-05,116
2015-07-06,116
2015-07-07,116
2015-07-08,120
2015-07-09,120
2015-07-10,120
2015-07-11,120
2015-07-12,120
2015-07-13,120
2015-07-14,120
2015-07-15,120
2015-07-16,120
2015-07-17,120
2015-07-18,120
2015-07-19,120
2015-07-20,120
2015-07-21,120
2015-07-22,123
2015-07-23,123
2015-07-24,123
2015-07-25,123
2015-07-26,123
2015-07-27,123
2015-07-28,123
2015-07-29,123
2015-07-30,123
2015-07-31,123
2015-08-01,123
2015-08-02,123
2015-08-03,123
2015-08-04,123
2015-08-05,125
2015-08-06,125
2015-08-07,125
2015-08-08,125
2015-08-09,125
2015-08-10,125
2015-08-11,125
2015-08-12,125
2015-08-13,125
2015-08-14,125
2015-08-15,125
2015-08-16,125
2015-08-17,125
2015-08-18,125
2015-08-19,125
2015-08-20,125
2015-08-21,125
2015-08-22,125
2015-08-23,125
2015-08-24,125
2015-08-25,125
2015-08-26,125
2015-08-27,125
2015-08-28,125
2015-08-29,125
2015-08-30,125
2015-08-31,125
2015-09-01,125
2015-09-02,125
2015-09-03,125
2015-09-04,125
2015-09-05,125
2015-09-06,125
2015-09-07,125
2015-09-08,125
2015-09-09,125
2015-09-10,125
2015-09-11,125
2015-09-12,125
2015-09-13,125
2015-09-14,125
2015-09-15,125
2015-09-16,125
2015-09-17,125
2015-09-18,125
2015-09-19,125
2015-09-20,125
2015-09-21,125
2015-09-22,125
2015-09-23,125
2015-09-24,125
2015-09-25,125
2015-09-27,125
2015-09-28,125
2015-09-29,125
2015-09-30,125
2015-10-05,125
2015-10-06,125
2015-10-07,125
2015-10-08,127
2015-10-09,127
2015-10-10,127
2015-10-11,127
2015-10-12,127
2015-10-13,127
2015-10-14,127
2015-10-15,127
2015-10-16,127
2015-10-17,127
2015-10-18,127
2015-10-19,127
2015-10-20,127
2015-10-22,127
2015-10-23,127
2015-10-24,127
2015-10-25,125
2015-10-26,125
2015-10-27,125
2015-10-29,125
2015-10-30,125
2015-10-31,125
2015-11-01,125
2015-11-02,125
2015-11-03,125
2015-11-04,125
2015-11-05,125
2015-11-06,125
2015-11-07,125
2015-11-08,125
2015-11-09,125
2015-11-10,125
2015-11-11,125
2015-11-12,125
2015-11-13,125
2015-11-14,125
2015-11-15,125
2015-11-16,125
2015-11-17,125
2015-11-18,125
2015-11-19,125
2015-11-20,125
2015-11-21,125
2015-11-22,125
2015-11-23,125
2015-11-24,125
2015-11-25,125
2015-11-26,125
2015-11-27,125
2015-11-28,123
2015-11-29,123
2015-11-30,123
2015-12-01,123
2015-12-02,123
2015-12-03,123
2015-12-04,123
2015-12-05,123
2015-12-06,123
2015-12-07,123
2015-12-08,123
2015-12-09,123
2015-12-10,123
2015-12-11,123
2015-12-12,123
2015-12-13,123
2015-12-14,123
2015-12-15,123
2015-12-16,123
2015-12-17,123
2015-12-18,123
2015-12-19,123
2015-12-20,123
2015-12-21,123
2015-12-22,123
2015-12-23,123
2015-12-24,123
2015-12-25,123
2015-12-26,123
2015-12-27,123
2015-12-28,123
2015-12-29,123
2015-12-30,123
2015-12-31,123
2016-01-01,124
2016-01-02,124
2016-01-03,124
2016-01-04,124
2016-01-05,124
2016-01-06,124
2016-01-07,124
2016-01-08,124
2016-01-09,124
2016-01-10,124
2016-01-11,124
2016-01-12,124
2016-01-13,124
2016-01-14,124
2016-01-15,124
2016-01-16,124
2016-01-17,124
2016-01-18,124
2016-01-19,124
2016-01-20,124
2016-01-21,124
2016-01-22,124
2016-01-23,124
2016-01-24,124
2016-01-25,124
2016-01-26,124
2016-01-27,124
2016-01-28,124
2016-01-29,124
2016-01-30,127
2016-01-31,127
2016-02-01,127
2016-02-02,127
2016-02-03,127
2016-02-04,127
2016-02-05,127
2016-02-06,127
2016-02-07,127
2016-02-08,127
2016-02-09,127
2016-02-10,127
2016-02-11,127
2016-02-12,131
2016-02-13,131
2016-02-14,131
2016-02-15,131
2016-02-16,131
2016-02-17,131
2016-02-18,131
2016-02-19,131
2016-02-20,131
2016-02-21,131
2016-02-22,131
2016-02-23,131
2016-02-24,131
2016-02-25,133
2016-02-26,133
2016-02-27,133
2016-02-28,133
2016-02-29,133
2016-03-01,133
2016-03-02,133
2016-03-03,133
2016-03-04,133
2016-03-05,133
2016-03-06,133
2016-03-07,133
2016-03-08,133
2016-03-09,135
2016-03-10,135
2016-03-11,135
2016-03-12,135
2016-03-13,135
2016-03-14,135
2016-03-15,135
2016-03-16,135
2016-03-17,135
2016-03-18,135
2016-03-19,135
2016-03-20,135
2016-03-21,135
2016-03-22,135
2016-03-23,135
2016-03-24,141
2016-03-25,141
2016-03-26,141
2016-03-27,141
2016-03-28,141
2016-03-29,141
2016-03-30,141
2016-03-31,141
2016-04-01,141
2016-04-02,141
2016-04-03,141
2016-04-04,141
2016-04-05,141
2016-04-06,147
2016-04-07,147
2016-04-08,147
2016-04-09,147
2016-04-10,147
2016-04-11,147
2016-04-12,147
2016-04-13,147
2016-04-14,147
2016-04-15,147
2016-04-16,147
2016-04-17,147
2016-04-18,153
2016-04-19,153
2016-04-20,153
2016-04-21,153
2016-04-22,153
2016-04-23,153
2016-04-24,153
2016-04-25,153
2016-04-26,153
2016-04-27,153
2016-04-28,153
2016-04-29,153
2016-04-30,158
2016-05-01,158
2016-05-02,158
2016-05-03,158
2016-05-04,158
2016-05-05,158
2016-05-06,158
2016-05-07,158
2016-05-08,158
2016-05-09,158
2016-05-10,158
2016-05-11,158
2016-05-12,158
2016-05-13,164
2016-05-14,164
2016-05-15,164
2016-05-16,164
2016-05-17,164
2016-05-18,164
2016-05-19,164
2016-05-22,164
2016-05-23,164
2016-05-24,171
2016-05-25,171
2016-05-26,171
2016-05-27,171
2016-05-28,171
2016-05-29,171
2016-05-30,171
2016-05-31,171
2016-06-01,171
2016-06-02,171
2016-06-03,171
2016-06-04,171
2016-06-05,177
2016-06-06,177
2016-06-07,177
2016-06-08,177
2016-06-09,177
2016-06-10,177
2016-06-11,177
2016-06-12,177
2016-06-13,177
2016-06-14,183
2016-06-15,183
2016-06-16,183
2016-06-17,183
2016-06-18,183
2016-06-19,183
2016-06-20,183
2016-06-21,183
2016-06-22,183
2016-06-23,183
2016-06-24,188
2016-06-25,188
2016-06-26,188
2016-06-27,188
2016-06-28,188
2016-06-29,188
2016-06-30,188
2016-07-01,188
2016-07-02,196
2016-07-03,196
2016-07-04,196
2016-07-05,196
2016-07-06,196
2016-07-07,196
2016-07-08,196
2016-07-09,196
2016-07-10,196
2016-07-11,196
2016-07-12,196
2016-07-13,200
2016-07-14,200
2016-07-15,200
2016-07-16,200
2016-07-17,200
2016-07-18,200
2016-07-23,200
2016-07-24,200
2016-07-25,200
2016-07-26,200
2016-07-27,209
2016-07-28,209
2016-07-29,209
2016-07-30,209
2016-07-31,209
2016-08-01,209
2016-08-02,209
2016-08-03,209
2016-08-04,209
2016-08-05,209
2016-08-06,209
2016-08-07,209
2016-08-08,209
2016-08-09,209
2016-08-10,209
2016-08-11,209
2016-08-12,215
2016-08-13,215
2016-08-14,215
2016-08-15,215
2016-08-16,215
2016-08-17,215
2016-08-18,215
2016-08-19,215
2016-08-20,215
2016-08-21,215
2016-08-22,215
2016-08-23,215
2016-08-24,215
2016-08-25,215
2016-08-26,215
2016-08-28,223
2016-08-31,223
2016-09-01,223
2016-09-02,223
2016-09-03,223
2016-09-04,223
2016-09-05,223
2016-09-06,223
2016-09-07,223
2016-09-08,223
2016-09-09,223
2016-09-10,223
2016-09-11,223
2016-09-12,223
2016-09-13,223
2016-09-14,223
2016-09-15,223
2016-09-16,223
2016-09-17,223
2016-09-18,223
2016-09-19,223
2016-09-20,223
2016-09-21,223
2016-09-22,214
2016-09-23,214
2016-09-24,214
2016-09-25,214
2016-09-26,214
2016-09-27,214
2016-09-28,214
2016-09-29,214
2016-09-30,204
2016-10-01,204
2016-10-02,204
2016-10-03,204
2016-10-04,204
2016-10-05,204
2016-10-06,204
2016-10-07,204
2016-10-08,193
2016-10-09,193
2016-10-10,193
2016-10-11,193
2016-10-12,193
2016-10-13,193
2016-10-14,193
2016-10-15,193
2016-10-16,188
2016-10-17,188
2016-10-18,188
2016-10-19,188
2016-10-20,188
2016-10-21,188
2016-10-22,188
2016-10-23,188
2016-10-24,183
2016-10-25,183
2016-10-26,183
2016-10-27,183
2016-10-28,183
2016-10-29,183
2016-10-30,183
2016-10-31,183
2016-11-01,183
2016-11-02,183
2016-11-03,183
2016-11-04,183
2016-11-05,183
2016-11-06,183
2016-11-07,183
2016-11-08,183
2016-11-09,183
2016-11-10,186
2016-11-11,186
2016-11-12,186
2016-11-13,186
2016-11-14,186
2016-12-08,187
2016-12-09,187
2016-12-10,187
2016-12-11,188
2016-12-12,188
2016-12-13,188
2016-12-14,188
2016-12-15,188
2016-12-16,188
2016-12-17,188
2016-12-18,188
2016-12-19,183
2016-12-20,183
2016-12-21,183
2016-12-22,183
2016-12-23,183
2016-12-24,183
2016-12-25,183
2016-12-26,176
2016-12-27,176
2016-12-28,176
2016-12-29,176
2016-12-30,176
2016-12-31,176
2017-01-01,176
2017-01-02,174
2017-01-03,174
2017-01-04,174
2017-01-05,174
2017-01-06,174
2017-01-07,174
2017-01-08,176
2017-01-09,176
2017-01-10,176
2017-01-11,176
2017-01-12,176
2017-01-13,173
2017-01-14,173
2017-01-15,173
2017-01-16,173
2017-01-17,173
2017-01-18,172
2017-01-19,172
2017-01-20,172
2017-01-21,172
2017-01-22,172
2017-01-27,178
2017-01-28,178
2017-01-29,178
2017-01-30,178
2017-01-31,178
2017-02-01,181
2017-02-02,181
2017-02-03,181
2017-02-04,181
2017-02-05,181
2017-02-06,181
2017-02-07,179
2017-02-08,179
2017-02-09,179
2017-02-10,179
2017-02-11,179
2017-02-12,175
2017-02-13,175
2017-02-14,175
2017-02-15,175
2017-02-16,175
2017-02-18,175
2017-02-19,175
2017-02-20,175
2017-02-21,175
2017-02-22,175
2017-02-23,175
2017-02-24,175
2017-02-25,175
2017-02-26,175
2017-02-27,175
2017-02-28,175
2017-03-01,172
2017-03-02,172
2017-03-03,172
2017-03-04,172
2017-03-05,172
2017-03-06,172
2017-03-07,171
2017-03-08,171
2017-03-09,171
2017-03-10,171
2017-03-11,171
2017-03-12,171
2017-03-13,171
2017-03-14,174
2017-03-15,174
2017-03-16,174
2017-03-17,174
2017-03-18,174
2017-03-19,174
2017-03-20,177
2017-03-21,177
2017-03-22,177
2017-03-23,177
2017-03-24,177
2017-03-25,177
2017-03-26,179
2017-03-27,179
2017-03-28,179
2017-03-29,179
2017-03-30,179
2017-03-31,179
2017-04-01,179
2017-04-02,177
2017-04-03,177
2017-04-04,177
2017-04-12,174
2017-04-13,174
2017-04-14,174
2017-04-15,176
2017-04-16,176
2017-04-17,176
2017-04-18,176
2017-04-19,176
2017-04-20,178
2017-04-21,178
2017-04-22,178
2017-04-23,178
2017-04-24,178
2017-04-25,178
2017-04-26,179
2017-04-27,179
2017-04-28,179
2017-04-29,179
2017-04-30,179
2017-05-01,179
2017-05-02,178
2017-05-03,178
2017-05-04,178
2017-05-05,178
2017-05-06,178
2017-05-07,178
2017-05-08,177
2017-05-09,177
2017-05-10,177
2017-05-11,177
2017-05-12,177
2017-05-13,177
2017-05-14,175
2017-05-15,175
2017-05-16,175
2017-05-17,175
2017-05-18,175
2017-05-19,175
2017-05-20,175
2017-05-21,170
2017-05-22,170
2017-05-23,170
2017-05-24,170
2017-05-25,170
2017-05-26,170
2017-05-27,169
2017-05-28,169
2017-05-29,169
2017-05-30,169
2017-05-31,169
2017-06-01,169
2017-06-02,167
2017-06-03,167
2017-06-06,167
2017-06-07,167
2017-06-08,165
2017-06-09,165
2017-06-10,165
2017-06-11,165
2017-06-12,165
2017-06-13,162
2017-06-14,162
2017-06-15,162
2017-06-16,162
2017-06-17,162
2017-06-18,157
2017-06-19,157
2017-06-20,157
2017-06-21,157
2017-06-22,157
2017-06-23,157
2017-06-24,152
2017-06-25,152
2017-06-26,152
2017-06-27,152
2017-06-28,152
2017-06-29,147
2017-06-30,147
2017-07-01,147
2017-07-02,147
2017-07-03,147
2017-07-04,147
2017-07-05,145
2017-07-06,145
2017-07-07,145
2017-07-08,145
2017-07-13,140
2017-07-14,140
2017-07-15,140
2017-07-16,140
2017-07-17,140
2017-07-18,140
2017-07-19,140
2017-07-20,140
2017-07-21,140
2017-07-22,142
2017-07-23,142
2017-07-24,142
2017-07-25,142
2017-07-26,142
2017-07-27,142
2017-07-28,143
2017-07-29,143
2017-07-30,143
2017-07-31,143
2017-08-01,143
2017-08-02,143
2017-08-03,143
2017-08-04,143
2017-08-05,143
2017-08-06,143
2017-08-09,143
