date_obj,Topiary%20hedge%20(bagged) price
2015-10-22,20500
2015-10-23,20500
2015-10-24,20500
2015-10-25,20500
2015-10-26,20500
2015-10-27,20500
2015-10-29,20500
2015-10-30,20500
2015-10-31,20500
2015-11-01,20500
2015-11-02,20500
2015-11-03,20500
2015-11-04,20500
2015-11-05,20500
2015-11-06,20500
2015-11-07,20500
2015-11-08,20500
2015-11-09,20500
2015-11-10,20500
2015-11-11,20500
2015-11-12,20500
2015-11-13,20500
2015-11-14,20500
2015-11-15,20500
2015-11-16,20500
2015-11-17,20500
2015-11-18,20500
2015-11-19,20500
2015-11-20,20500
2015-11-21,20500
2015-11-22,20500
2015-11-23,20500
2015-11-24,20500
2015-11-25,20500
2015-11-26,20500
2015-11-27,20500
2015-11-28,20500
2015-11-29,20500
2015-11-30,20500
2015-12-01,20500
2015-12-02,20500
2015-12-03,20500
2015-12-04,20500
2015-12-05,20500
2015-12-06,20500
2015-12-07,20500
2015-12-08,20500
2015-12-09,20500
2015-12-10,20500
2015-12-11,20500
2015-12-13,20500
2015-12-14,20500
2015-12-15,20500
2015-12-16,20500
2015-12-17,20500
2015-12-18,20500
2015-12-19,20500
2015-12-20,20500
2015-12-21,20500
2015-12-22,20500
2015-12-23,20500
2015-12-24,20500
2015-12-25,20500
2015-12-26,20500
2015-12-27,20500
2015-12-28,20500
2015-12-29,20500
2015-12-30,20500
2015-12-31,20500
2016-01-01,20500
2016-01-02,20500
2016-01-03,20500
2016-01-04,20500
2016-01-05,20500
2016-01-06,20500
2016-01-07,20500
2016-01-08,20500
2016-01-09,20500
2016-01-10,20500
2016-01-11,20500
2016-01-12,20500
2016-01-13,20500
2016-01-14,20500
2016-01-15,20500
2016-01-16,20500
2016-01-17,20500
2016-01-18,20500
2016-01-19,20500
2016-01-20,20500
2016-01-21,20500
2016-01-22,20500
2016-01-23,20500
2016-01-24,20500
2016-01-25,20500
2016-01-26,20500
2016-01-27,20500
2016-01-28,20500
2016-01-29,20500
2016-01-30,20500
2016-01-31,20500
2016-02-01,20500
2016-02-02,20500
2016-02-03,20500
2016-02-04,20500
2016-02-05,20500
2016-02-06,20500
2016-02-07,20500
2016-02-08,20500
2016-02-09,20500
2016-02-10,20500
2016-02-11,20500
2016-02-12,20500
2016-02-13,20500
2016-02-14,20500
2016-02-15,20500
2016-02-16,20500
2016-02-17,20500
2016-02-18,20500
2016-02-19,20500
2016-02-20,20500
2016-02-21,20500
2016-02-22,20500
2016-02-23,20500
2016-02-24,20500
2016-02-25,20500
2016-02-26,20500
2016-02-27,20500
2016-02-28,20500
2016-02-29,20500
2016-03-01,20500
2016-03-02,20500
2016-03-03,20500
2016-03-04,20500
2016-03-05,20500
2016-03-06,20500
2016-03-07,20500
2016-03-08,20500
2016-03-09,20500
2016-03-10,20500
2016-03-11,20500
2016-03-12,20500
2016-03-13,20500
2016-03-14,20500
2016-03-15,20500
2016-03-16,20500
2016-03-17,20500
2016-03-18,20500
2016-03-19,20500
2016-03-20,20500
2016-03-21,20500
2016-03-22,20500
2016-03-23,20500
2016-03-24,20500
2016-03-25,20500
2016-03-26,20500
2016-03-27,20500
2016-03-28,20500
2016-03-29,20500
2016-03-30,20500
2016-03-31,20500
2016-04-01,20500
2016-04-02,20500
2016-04-03,20500
2016-04-04,20500
2016-04-05,20500
2016-04-06,20500
2016-04-07,20500
2016-04-08,20500
2016-04-09,20500
2016-04-10,20500
2016-04-11,20500
2016-04-12,20500
2016-04-13,20500
2016-04-14,20500
2016-04-15,20500
2016-04-16,20500
2016-04-17,20500
2016-04-18,20500
2016-04-19,20500
2016-04-20,20500
2016-04-21,20500
2016-04-22,20500
2016-04-23,20500
2016-04-24,20500
2016-04-25,20500
2016-04-26,20500
2016-04-27,20500
2016-04-28,20500
2016-04-29,20500
2016-04-30,20500
2016-05-01,20500
2016-05-02,20500
2016-05-03,20500
2016-05-04,20500
2016-05-05,20500
2016-05-06,20500
2016-05-07,20500
2016-05-08,20500
2016-05-09,20500
2016-05-10,20500
2016-05-11,20500
2016-05-12,20500
2016-05-13,20500
2016-05-14,20500
2016-05-15,20500
2016-05-16,20500
2016-05-17,20500
2016-05-18,20500
2016-05-19,20500
2016-05-22,20500
2016-05-23,20500
2016-05-24,20500
2016-05-25,20500
2016-05-26,20500
2016-05-27,20500
2016-05-28,20500
2016-05-29,20500
2016-05-30,20500
2016-05-31,20500
2016-06-01,20500
2016-06-02,20500
2016-06-03,20500
2016-06-04,20500
2016-06-05,20500
2016-06-06,20500
2016-06-07,20500
2016-06-08,20500
2016-06-09,20500
2016-06-10,20500
2016-06-11,20500
2016-06-12,20500
2016-06-13,20500
2016-06-14,20500
2016-06-15,20500
2016-06-16,20500
2016-06-17,20500
2016-06-18,20500
2016-06-19,20500
2016-06-20,20500
2016-06-21,20500
2016-06-22,20500
2016-06-23,20500
2016-06-24,20500
2016-06-25,20500
2016-06-26,20500
2016-06-27,20500
2016-06-28,20500
2016-06-29,20500
2016-06-30,20500
2016-07-01,20500
2016-07-02,20500
2016-07-03,20500
2016-07-04,20500
2016-07-05,20500
2016-07-06,20500
2016-07-07,20500
2016-07-08,20500
2016-07-09,20500
2016-07-10,20500
2016-07-11,20500
2016-07-12,20500
2016-07-13,20500
2016-07-14,20500
2016-07-15,20500
2016-07-16,20500
2016-07-17,20500
2016-07-18,20500
2016-07-24,20500
2016-07-25,20500
2016-07-26,20500
2016-07-27,20500
2016-07-28,20500
2016-07-29,20500
2016-07-30,20500
2016-07-31,20500
2016-08-01,20500
2016-08-02,20500
2016-08-03,20500
2016-08-04,20500
2016-08-05,20500
2016-08-06,20500
2016-08-07,20500
2016-08-08,20500
2016-08-09,20500
2016-08-10,20500
2016-08-11,20500
2016-08-12,20500
2016-08-13,20500
2016-08-14,20500
2016-08-15,20500
2016-08-16,20500
2016-08-17,20500
2016-08-18,20500
2016-08-19,20500
2016-08-20,20500
2016-08-21,20500
2016-08-22,20500
2016-08-23,20500
2016-08-24,20747
2016-08-25,20747
2016-08-26,20747
2016-08-28,20747
2016-08-31,21638
2016-09-01,21638
2016-09-02,21638
2016-09-03,21638
2016-09-04,21638
2016-09-05,21638
2016-09-06,21638
2016-09-07,21638
2016-09-08,21638
2016-09-09,21638
2016-09-10,21638
2016-09-11,21638
2016-09-12,21638
2016-09-13,21638
2016-09-14,21638
2016-09-15,21638
2016-09-16,21638
2016-09-17,21638
2016-09-18,21638
2016-09-19,22550
2016-09-20,22550
2016-09-21,22550
2016-09-22,22550
2016-09-23,22550
2016-09-24,22550
2016-09-25,22550
2016-09-26,22550
2016-09-27,22550
2016-09-28,22550
2016-09-29,22550
2016-09-30,22550
2016-10-01,22550
2016-10-02,22550
2016-10-03,22550
2016-10-04,22550
2016-10-05,22550
2016-10-06,22550
2016-10-07,22550
2016-10-08,22550
2016-10-09,22550
2016-10-10,22550
2016-10-11,22550
2016-10-12,22550
2016-10-13,22550
2016-10-14,22550
2016-10-15,22550
2016-10-16,22550
2016-10-17,23383
2016-10-18,23383
2016-10-19,23383
2016-10-20,23383
2016-10-21,23383
2016-10-22,23383
2016-10-23,23383
2016-10-24,23383
2016-10-25,23383
2016-10-26,23383
2016-10-27,23383
2016-10-28,23383
2016-10-29,23383
2016-10-30,23383
2016-10-31,23383
2016-11-01,23383
2016-11-02,23383
2016-11-03,23383
2016-11-04,23383
2016-11-05,23383
2016-11-06,23383
2016-11-07,23383
2016-11-08,23383
2016-11-09,23383
2016-11-10,23383
2016-11-11,23383
2016-11-12,23383
2016-11-13,23383
2016-11-14,24296
2016-12-08,24296
2016-12-09,24296
2016-12-10,24296
2016-12-11,24296
2016-12-12,24296
2016-12-13,24296
2016-12-14,25131
2016-12-15,25131
2016-12-16,25131
2016-12-17,25131
2016-12-18,25131
2016-12-19,25131
2016-12-20,25131
2016-12-21,25131
2016-12-22,25131
2016-12-23,25131
2016-12-24,25131
2016-12-25,25131
2016-12-26,25131
2016-12-27,25131
2016-12-28,25131
2016-12-29,25131
2016-12-30,25131
2016-12-31,25131
2017-01-01,25131
2017-01-02,25131
2017-01-03,25131
2017-01-04,25131
2017-01-05,25131
2017-01-06,25131
2017-01-07,25131
2017-01-08,25131
2017-01-09,25131
2017-01-10,25131
2017-01-11,25869
2017-01-12,25869
2017-01-13,25869
2017-01-14,25869
2017-01-15,25869
2017-01-16,25869
2017-01-17,25869
2017-01-18,25869
2017-01-19,25869
2017-01-20,25869
2017-01-21,25869
2017-01-22,25869
2017-01-27,25869
2017-01-28,25869
2017-01-29,25869
2017-01-30,25869
2017-01-31,25869
2017-02-01,25869
2017-02-02,25869
2017-02-03,25708
2017-02-04,25708
2017-02-05,25708
2017-02-06,25708
2017-02-07,25708
2017-02-08,25708
2017-02-09,25708
2017-02-10,25708
2017-02-11,25708
2017-02-12,25708
2017-02-13,25708
2017-02-14,25708
2017-02-15,25708
2017-02-16,25708
2017-02-18,25708
2017-02-19,25708
2017-02-20,25708
2017-02-21,25708
2017-02-22,25708
2017-02-23,25708
2017-02-24,25708
2017-02-25,25708
2017-02-26,25708
2017-02-27,25708
2017-02-28,25177
2017-03-01,25177
2017-03-02,25177
2017-03-03,25177
2017-03-04,25177
2017-03-05,25177
2017-03-06,25177
2017-03-07,25177
2017-03-08,25177
2017-03-09,25177
2017-03-10,25177
2017-03-11,25177
2017-03-12,25177
2017-03-13,25177
2017-03-14,25177
2017-03-15,25177
2017-03-16,25177
2017-03-17,25177
2017-03-18,25177
2017-03-19,25177
2017-03-20,25177
2017-03-21,25177
2017-03-22,25579
2017-03-23,25579
2017-03-24,25579
2017-03-25,25579
2017-03-26,25579
2017-03-27,25579
2017-03-28,25579
2017-03-29,25579
2017-03-30,25579
2017-03-31,25579
2017-04-01,25579
2017-04-02,25579
2017-04-03,25579
2017-04-04,25579
2017-04-12,25579
2017-04-13,25579
2017-04-14,25579
2017-04-15,25736
2017-04-16,25736
2017-04-17,25736
2017-04-18,25736
2017-04-19,25736
2017-04-20,25736
2017-04-21,25736
2017-04-22,25736
2017-04-23,25736
2017-04-24,25736
2017-04-25,25736
2017-04-26,25736
2017-04-27,25736
2017-04-28,25736
2017-04-29,25736
2017-04-30,25736
2017-05-01,25736
2017-05-02,25736
2017-05-03,25736
2017-05-04,25736
2017-05-05,25736
2017-05-06,25489
2017-05-07,25489
2017-05-08,25489
2017-05-09,25489
2017-05-10,25489
2017-05-11,25489
2017-05-12,25489
2017-05-13,25489
2017-05-14,25489
2017-05-15,25489
2017-05-16,25489
2017-05-17,25489
2017-05-18,25489
2017-05-19,25489
2017-05-20,25489
2017-05-21,25489
2017-05-22,25489
2017-05-23,25489
2017-05-24,25489
2017-05-25,25489
2017-05-26,25489
2017-05-27,24886
2017-05-28,24886
2017-05-29,24886
2017-05-30,24886
2017-05-31,24886
2017-06-01,24886
2017-06-02,24886
2017-06-03,24886
2017-06-06,24886
2017-06-07,24886
2017-06-08,24886
2017-06-09,24886
2017-06-10,24886
2017-06-11,24886
2017-06-12,24886
2017-06-13,24886
2017-06-14,24886
2017-06-15,24886
2017-06-16,24886
2017-06-17,24886
2017-06-18,24886
2017-06-19,24886
2017-06-20,24886
2017-06-21,24886
2017-06-22,24886
2017-06-23,24886
2017-06-24,24886
2017-06-25,24886
2017-06-26,24886
2017-06-27,24886
2017-06-28,24886
2017-06-29,24886
2017-06-30,24886
2017-07-01,24886
2017-07-02,24886
2017-07-03,24886
2017-07-04,24886
2017-07-05,24886
2017-07-06,24886
2017-07-07,24886
2017-07-08,24886
2017-07-13,24886
2017-07-14,24886
2017-07-15,24886
2017-07-16,24886
2017-07-17,25196
2017-07-18,25196
2017-07-19,25196
2017-07-20,25196
2017-07-21,25196
2017-07-22,25196
2017-07-23,25196
2017-07-24,25196
2017-07-25,25196
2017-07-26,25196
2017-07-27,25196
2017-07-28,25196
2017-07-29,25196
2017-07-30,25196
2017-07-31,25196
2017-08-01,25196
2017-08-02,25196
2017-08-03,25196
2017-08-04,25196
2017-08-05,25196
2017-08-06,25196
2017-08-09,25196
2017-08-10,25050
2017-08-11,25050
2017-08-12,25050
2017-08-13,25050
2017-08-14,25050
2017-08-15,25050
2017-08-16,25050
2017-08-17,25050
2017-08-18,25050
2017-08-19,25050
2017-08-20,25050
2017-08-21,25050
2017-08-22,25050
2017-08-23,25050
2017-08-24,25050
2017-08-25,25050
2017-08-26,25050
2017-08-27,25050
2017-08-28,25050
2017-08-29,25050
2017-08-30,25050
2017-08-31,25050
2017-09-01,25050
2017-09-02,24733
2017-09-03,24733
2017-09-04,24733
2017-09-05,24733
2017-09-06,24733
2017-09-07,24733
2017-09-08,24733
2017-09-09,24733
2017-09-10,24733
2017-09-11,24733
2017-09-12,24733
2017-09-13,24733
2017-09-14,24733
2017-09-15,24733
2017-09-16,24733
2017-09-17,24733
2017-09-19,24733
2017-09-20,24733
2017-09-21,24733
2017-09-22,24733
2017-09-23,24733
2017-09-24,24733
2017-09-25,24733
2017-09-26,24733
2017-09-27,24733
2017-09-28,24733
2017-09-29,24611
2017-09-30,24611
2017-10-01,24611
2017-10-02,24611
2017-10-03,24611
2017-10-04,24611
2017-10-05,24611
2017-10-06,24611
2017-10-07,24611
2017-10-08,24611
2017-10-09,24611
2017-10-10,24611
2017-10-11,24611
2017-10-12,24611
2017-10-13,24611
2017-10-14,24611
2017-10-15,24611
2017-10-16,24611
2017-10-17,24611
2017-10-18,24611
2017-10-19,24611
2017-10-20,24611
2017-10-21,24611
2017-10-22,24611
2017-10-23,24611
2017-10-24,24611
2017-10-25,24305
2017-10-26,24305
2017-10-27,24305
2017-10-28,24305
2017-10-29,24305
2017-10-30,24305
2017-10-31,24305
2017-11-01,24305
2017-11-02,24305
2017-11-03,24305
2017-11-04,24305
2017-11-05,24305
2017-11-06,24305
2017-11-07,24305
2017-11-08,24305
2017-11-09,24305
2017-11-10,24305
2017-11-11,24305
2017-11-12,24305
2017-11-13,24305
2017-11-14,24305
2017-11-15,24305
2017-11-16,24305
2017-11-17,24305
2017-11-18,24305
2017-11-19,24305
2017-11-20,23376
2017-11-21,23376
2017-11-22,23376
2017-11-23,23376
2017-11-24,23376
2017-11-25,23376
2017-11-26,23376
2017-11-27,23376
2017-11-28,23376
2017-11-29,23376
2017-11-30,23376
2017-12-01,23376
2017-12-02,23376
2017-12-03,23376
2017-12-04,23376
2017-12-05,23376
2017-12-06,23376
2017-12-07,23376
2017-12-08,23376
2017-12-09,23376
2017-12-10,23376
2017-12-11,23376
2017-12-12,23376
2017-12-13,23376
2017-12-14,23376
2017-12-15,22924
2017-12-16,22924
2017-12-17,22924
2017-12-18,22924
2017-12-19,22924
2017-12-20,22924
2017-12-21,22924
2017-12-22,22924
2017-12-23,22924
2017-12-24,22924
2017-12-25,22924
2017-12-26,22924
2017-12-27,22924
2017-12-28,22924
2017-12-29,22924
2017-12-30,22924
2017-12-31,22924
2018-01-01,22924
2018-01-02,22924
2018-01-03,22924
2018-01-04,22924
2018-01-05,22924
2018-01-06,22924
2018-01-07,22924
2018-01-08,22867
2018-01-09,22867
2018-01-10,22867
2018-01-11,22867
2018-01-12,22867
2018-01-13,22867
2018-01-14,22867
2018-01-15,22867
2018-01-16,22867
2018-01-17,22867
2018-01-18,22867
2018-01-19,22867
2018-01-20,22867
2018-01-21,22867
2018-01-22,22867
2018-01-23,22867
2018-01-24,23417
2018-01-25,23417
2018-01-26,23417
2018-01-27,23417
2018-01-28,23417
2018-01-29,23417
2018-01-30,23417
2018-02-01,23417
2018-02-02,23417
2018-02-03,23417
2018-02-04,23417
2018-02-05,23417
2018-02-06,23417
2018-02-07,23417
2018-02-08,23417
2018-02-09,23919
2018-02-10,23919
2018-02-11,23919
2018-02-12,23919
2018-02-13,23919
2018-02-14,23919
2018-02-15,23919
2018-02-16,23919
2018-02-17,23919
2018-02-18,23919
2018-02-19,23919
2018-02-20,23919
2018-02-21,23919
2018-02-22,23919
2018-02-23,23919
2018-02-24,23919
2018-02-25,24523
2018-02-26,24523
2018-02-27,24523
2018-02-28,24523
2018-03-01,24523
2018-03-02,24523
2018-03-03,24523
2018-03-04,24523
2018-03-05,24523
2018-03-06,24523
2018-03-07,24523
2018-03-08,24523
2018-03-09,24523
2018-03-10,24523
2018-03-11,24523
2018-03-12,25326
2018-03-13,25326
2018-03-14,25326
2018-03-15,25326
2018-03-16,25326
2018-03-17,25326
2018-03-18,25326
2018-03-19,25326
2018-03-20,25326
2018-03-21,25326
2018-03-23,25326
2018-03-24,25326
2018-03-26,25326
2018-03-27,25326
2018-03-28,25326
2018-03-29,25326
2018-03-30,25326
2018-03-31,24860
2018-04-01,24860
2018-04-02,24860
2018-04-03,24860
2018-04-04,24860
2018-04-05,24860
2018-04-06,24860
2018-04-08,24860
2018-04-09,24860
2018-04-10,24860
2018-04-11,24860
2018-04-12,24860
2018-04-13,24860
2018-04-14,24860
2018-04-16,24860
2018-04-17,24860
2018-04-18,24915
2018-04-19,24915
2018-04-20,24915
2018-04-21,24915
2018-04-22,24915
2018-04-23,24915
2018-04-24,24915
2018-04-25,24915
2018-04-26,24915
2018-04-27,24915
2018-04-28,24915
2018-04-29,24915
2018-04-30,24915
2018-05-01,24915
2018-05-02,24915
2018-05-03,24915
2018-05-04,24915
2018-05-05,24915
2018-05-06,24626
2018-05-07,24626
2018-05-08,24626
2018-05-09,24626
2018-05-10,24626
2018-05-11,24626
2018-05-12,24626
2018-05-13,24626
2018-05-14,24626
2018-05-15,24626
2018-05-16,24626
2018-05-17,24626
2018-05-18,24626
2018-05-19,24626
2018-05-20,24626
2018-05-21,24626
2018-05-22,24626
2018-05-23,24743
2018-05-24,24743
2018-05-25,24743
2018-05-26,24743
2018-05-27,24743
2018-05-28,24743
2018-05-29,24743
2018-05-30,24743
2018-05-31,24743
2018-06-01,24743
2018-06-02,24743
2018-06-03,24743
2018-06-04,24743
2018-06-05,24743
2018-06-06,24743
2018-06-07,24743
2018-06-08,24743
2018-06-09,24086
2018-06-10,24086
2018-06-11,24086
2018-06-12,24086
2018-06-13,24086
2018-06-14,24086
2018-06-15,24086
2018-06-16,24086
2018-06-17,24086
2018-06-18,24086
2018-06-19,24086
2018-06-20,24086
2018-06-21,24086
2018-06-22,24086
2018-06-23,24086
2018-06-24,24086
2018-06-25,24086
2018-06-26,24314
2018-06-27,24314
2018-06-28,24314
2018-06-29,24314
2018-06-30,24314
2018-07-01,24314
2018-07-02,24314
2018-07-03,24314
2018-07-04,24314
2018-07-05,24314
2018-07-06,24314
2018-07-07,24314
2018-07-08,24314
2018-07-09,24314
2018-07-10,24314
2018-07-11,24314
2018-07-12,24314
2018-07-13,24314
2018-07-14,24314
2018-07-15,24314
2018-07-16,24314
2018-07-17,24314
2018-07-18,24314
2018-07-19,24314
2018-07-20,24314
2018-07-21,24314
2018-07-22,24314
2018-07-23,24314
2018-07-24,24314
2018-07-25,24314
2018-07-26,24314
2018-07-27,24314
2018-07-28,24928
2018-07-29,24928
2018-07-30,24928
2018-07-31,24928
2018-08-01,24928
2018-08-02,24928
2018-08-03,24928
2018-08-04,24928
2018-08-05,24928
2018-08-06,24928
2018-08-07,24928
2018-08-08,24928
2018-08-09,24928
2018-08-10,24928
2018-08-11,24928
2018-08-12,24928
2018-08-14,25477
2018-08-16,25477
2018-08-17,25477
2018-08-18,25477
2018-08-19,25477
2018-08-20,25477
2018-08-21,25477
2018-08-22,25477
2018-08-23,25477
2018-08-24,25477
2018-08-25,25477
2018-08-26,25477
2018-08-27,25477
2018-08-28,25477
2018-08-29,26244
2018-08-30,26244
2018-08-31,26244
2018-09-01,26244
2018-09-02,26244
2018-09-03,26244
2018-09-04,26244
2018-09-05,26244
2018-09-06,26244
2018-09-07,26244
2018-09-08,26244
2018-09-09,26244
2018-09-10,26244
2018-09-11,26244
2018-09-12,26244
2018-09-13,26244
2018-09-14,26963
2018-09-15,26963
2018-09-16,26963
2018-09-17,26963
2018-09-18,26963
2018-09-19,26963
2018-09-20,26963
2018-09-21,26963
2018-09-22,26963
2018-09-23,26963
2018-09-24,26963
2018-09-25,26963
2018-09-26,26963
2018-09-27,26963
2018-09-28,26963
2018-09-29,26963
2018-09-30,26963
2018-10-02,27076
2018-10-03,27076
2018-10-04,27076
2018-10-05,27076
2018-10-06,27076
2018-10-07,27076
2018-10-08,27076
2018-10-09,27076
2018-10-10,27076
2018-10-11,27076
2018-10-12,27076
2018-10-13,27076
2018-10-14,27076
2018-10-15,27076
2018-10-16,27076
2018-10-17,27076
2018-10-18,27076
2018-10-19,26272
2018-10-20,26272
2018-10-21,26272
2018-10-22,26272
2018-10-23,26272
2018-10-24,26272
2018-10-25,26272
2018-10-26,26272
2018-10-27,26272
2018-10-28,26272
2018-10-29,26272
2018-10-30,26272
2018-10-31,26272
2018-11-01,26272
2018-11-03,26272
2018-11-04,26272
2018-11-05,25989
2018-11-06,25989
2018-11-07,25989
2018-11-08,25989
2018-11-09,25989
2018-11-10,25989
2018-11-11,25989
2018-11-12,25989
2018-11-13,25989
2018-11-14,25989
2018-11-15,25280
2018-11-16,25280
2018-11-17,25280
2018-11-18,25280
2018-11-19,25280
2018-11-20,25280
2018-11-21,25280
2018-11-22,25280
2018-11-23,25280
2018-11-24,25280
2018-11-25,25280
2018-11-26,25280
2018-11-27,25280
2018-11-28,25280
2018-11-29,25497
2018-12-01,25497
2018-12-02,25497
2018-12-03,25497
2018-12-04,25497
2018-12-05,25497
2018-12-07,25497
2018-12-09,25497
2018-12-10,25497
2018-12-11,25497
2018-12-12,25497
2018-12-13,24264
2018-12-14,24264
2018-12-15,24264
2018-12-16,24264
2018-12-17,24264
2018-12-18,24264
2018-12-19,24264
2018-12-20,24264
2018-12-21,24264
2018-12-22,24264
2018-12-23,24264
2018-12-24,24264
2018-12-25,24264
2018-12-26,24386
2018-12-27,24386
2018-12-28,24386
2018-12-29,24386
2018-12-30,24386
2018-12-31,24386
2019-01-01,24386
2019-01-02,24386
2019-01-03,24386
2019-01-04,24386
2019-01-05,24386
2019-01-06,24406
2019-01-08,24406
2019-01-10,24406
2019-01-11,24406
2019-01-12,24406
2019-01-13,24406
2019-01-14,24406
2019-01-15,24406
2019-01-16,24406
2019-01-17,24406
2019-01-18,24806
2019-01-19,24806
2019-01-20,24806
2019-01-21,24806
2019-01-22,24806
2019-01-23,24806
2019-01-24,24806
2019-01-25,24806
2019-01-26,24806
2019-01-27,24806
2019-01-29,24638
2019-01-30,24638
2019-01-31,24638
2019-02-01,24638
2019-02-02,24638
2019-02-03,24638
2019-02-04,24638
2019-02-05,24638
2019-02-06,24638
2019-02-07,24638
2019-02-08,24638
2019-02-09,25073
2019-02-10,25073
2019-02-11,25073
2019-02-12,25073
2019-02-13,25073
2019-02-14,25073
2019-02-15,25073
2019-02-16,25073
2019-02-17,25073
2019-02-18,25073
2019-02-19,25073
2019-02-20,25073
2019-02-21,25683
2019-02-22,25683
2019-02-23,25683
2019-02-24,25683
2019-02-25,25683
2019-02-26,25683
2019-02-27,25683
2019-02-28,25683
2019-03-01,25683
2019-03-02,25683
2019-03-03,25683
2019-03-04,25683
2019-03-05,25683
2019-03-06,25683
2019-03-07,25683
2019-03-08,25683
2019-03-09,25683
2019-03-10,25320
2019-03-11,25320
2019-03-12,25320
2019-03-13,25320
2019-03-14,25320
2019-03-15,25320
2019-03-16,25320
2019-03-17,25320
2019-03-18,25320
2019-03-19,25320
2019-03-20,25320
2019-03-21,24095
2019-03-22,24095
2019-03-23,24095
2019-03-24,24095
2019-03-25,24095
2019-03-26,24095
2019-03-27,24095
2019-03-28,24095
2019-03-29,24095
2019-03-30,24095
