date_obj,Blue%20elegant%20shirt price
2015-08-18,106745
2015-08-19,108333
2015-08-20,108333
2015-08-21,108964
2015-08-22,108964
2015-08-23,108964
2015-08-24,110747
2015-08-25,110747
2015-08-26,110747
2015-08-27,114673
2015-08-28,114673
2015-08-29,116233
2015-08-30,116233
2015-08-31,120775
2015-09-01,120775
2015-09-02,120775
2015-09-03,125442
2015-09-04,125442
2015-09-05,125442
2015-09-06,128363
2015-09-07,128363
2015-09-08,134298
2015-09-09,134298
2015-09-10,140085
2015-09-11,140085
2015-09-12,145946
2015-09-13,145946
2015-09-14,151865
2015-09-15,151865
2015-09-16,157798
2015-09-17,157798
2015-09-18,161648
2015-09-19,161648
2015-09-20,161648
2015-09-21,167281
2015-09-22,167281
2015-09-23,167281
2015-09-24,170637
2015-09-25,170637
2015-09-27,174487
2015-09-28,174487
2015-09-29,179787
2015-09-30,179787
2015-10-05,183862
2015-10-06,183862
2015-10-07,188045
2015-10-08,188045
2015-10-09,185402
2015-10-10,185402
2015-10-11,185402
2015-10-12,183563
2015-10-13,183563
2015-10-14,183563
2015-10-15,176986
2015-10-16,176986
2015-10-17,176986
2015-10-18,176986
2015-10-19,169277
2015-10-20,169277
2015-10-22,164331
2015-10-23,164331
2015-10-24,158707
2015-10-25,158707
2015-10-26,154035
2015-10-27,154035
2015-10-29,152402
2015-10-30,152402
2015-10-31,152402
2015-11-01,152132
2015-11-02,152132
2015-11-03,150710
2015-11-04,150710
2015-11-05,150710
2015-11-06,149943
2015-11-07,149943
2015-11-08,149943
2015-11-09,144886
2015-11-10,144886
2015-11-11,141971
2015-11-12,141971
2015-11-13,141971
2015-11-14,143214
2015-11-15,143214
2015-11-16,143214
2015-11-17,142035
2015-11-18,142035
2015-11-19,143165
2015-11-20,143165
2015-11-21,143165
2015-11-22,142572
2015-11-23,142572
2015-11-24,142572
2015-11-25,142558
2015-11-26,142558
2015-11-27,142558
2015-11-28,142560
2015-11-29,142560
2015-11-30,139057
2015-12-01,139057
2015-12-02,139057
2015-12-03,140635
2015-12-04,140635
2015-12-05,140635
2015-12-06,140502
2015-12-07,140502
2015-12-08,140502
2015-12-09,141970
2015-12-10,141970
2015-12-11,141970
2015-12-12,146707
2015-12-13,146707
2015-12-14,146707
2015-12-15,149556
2015-12-16,149556
2015-12-17,149556
2015-12-18,156807
2015-12-19,156807
2015-12-20,164230
2015-12-21,164230
2015-12-22,164230
2015-12-23,167016
2015-12-24,167016
2015-12-25,167016
2015-12-26,163225
2015-12-27,163225
2015-12-28,163225
2015-12-29,157604
2015-12-30,157604
2015-12-31,150932
2016-01-01,150932
2016-01-02,150932
2016-01-03,143385
2016-01-04,143385
2016-01-05,136241
2016-01-06,136241
2016-01-07,129687
2016-01-08,129687
2016-01-09,129687
2016-01-10,124583
2016-01-11,124583
2016-01-12,119071
2016-01-13,119071
2016-01-14,113641
2016-01-15,113641
2016-01-16,108425
2016-01-17,108425
2016-01-18,103664
2016-01-19,103664
2016-01-20,101832
2016-01-21,101832
2016-01-22,98477
2016-01-23,98477
2016-01-24,94695
2016-01-25,94695
2016-01-26,91626
2016-01-27,91626
2016-01-28,91626
2016-01-29,89696
2016-01-30,89696
2016-01-31,91084
2016-02-01,91084
2016-02-02,89733
2016-02-03,89733
2016-02-04,90301
2016-02-05,90301
2016-02-06,92783
2016-02-07,92783
2016-02-08,92783
2016-02-09,95968
2016-02-10,95968
2016-02-11,98805
2016-02-12,98805
2016-02-13,99998
2016-02-14,99998
2016-02-15,102132
2016-02-16,102132
2016-02-17,102132
2016-02-18,100454
2016-02-19,100454
2016-02-20,98295
2016-02-21,97895
2016-02-22,97895
2016-02-23,97895
2016-02-24,96655
2016-02-25,96655
2016-02-26,99048
2016-02-27,99048
2016-02-28,102221
2016-02-29,102221
2016-03-01,103569
2016-03-02,103569
2016-03-03,103038
2016-03-04,103038
2016-03-05,103838
2016-03-06,103838
2016-03-07,107141
2016-03-08,107141
2016-03-09,102856
2016-03-10,102856
2016-03-11,99295
2016-03-12,99295
2016-03-13,97971
2016-03-14,97971
2016-03-15,98301
2016-03-16,98301
2016-03-17,97165
2016-03-18,97165
2016-03-19,96316
2016-03-20,96316
2016-03-21,95917
2016-03-22,95917
2016-03-23,97452
2016-03-24,97452
2016-03-25,97664
2016-03-26,97664
2016-03-27,98089
2016-03-28,98089
2016-03-29,97165
2016-03-30,97165
2016-03-31,97165
2016-04-01,97165
2016-04-02,97767
2016-04-03,97767
2016-04-04,99236
2016-04-05,99236
2016-04-06,99236
2016-04-07,100744
2016-04-08,100744
2016-04-09,104014
2016-04-10,104014
2016-04-11,104014
2016-04-12,105306
2016-04-13,105306
2016-04-14,105306
2016-04-15,108732
2016-04-16,108732
2016-04-17,108732
2016-04-18,113769
2016-04-19,113769
2016-04-20,113769
2016-04-21,118485
2016-04-22,118485
2016-04-23,118485
2016-04-24,122653
2016-04-25,122653
2016-04-26,124343
2016-04-27,124343
2016-04-28,124343
2016-04-29,124390
2016-04-30,124390
2016-05-01,120966
2016-05-02,120966
2016-05-03,116643
2016-05-04,116643
2016-05-05,116396
2016-05-06,116396
2016-05-07,116396
2016-05-08,112619
2016-05-09,112619
2016-05-10,106988
2016-05-11,106988
2016-05-12,106988
2016-05-13,102820
2016-05-14,102820
2016-05-15,102820
2016-05-16,99609
2016-05-17,99609
2016-05-18,95560
2016-05-19,95560
2016-05-22,94887
2016-05-23,95964
2016-05-24,95964
2016-05-25,97603
2016-05-26,97603
2016-05-27,97696
2016-05-28,97696
2016-05-29,98107
2016-05-30,98107
2016-05-31,98107
2016-06-01,97147
2016-06-02,97147
2016-06-03,99900
2016-06-04,99900
2016-06-05,103744
2016-06-06,103744
2016-06-07,104121
2016-06-08,104121
2016-06-09,102422
2016-06-10,102422
2016-06-11,100675
2016-06-12,100675
2016-06-13,100675
2016-06-14,97030
2016-06-15,97030
2016-06-16,97030
2016-06-17,96073
2016-06-18,96073
2016-06-19,96265
2016-06-20,96265
2016-06-21,96265
2016-06-22,98585
2016-06-23,98585
2016-06-24,101493
2016-06-25,101493
2016-06-26,101493
2016-06-27,104932
2016-06-28,104932
2016-06-29,109106
2016-06-30,109106
2016-07-01,108520
2016-07-02,108520
2016-07-03,108520
2016-07-04,108435
2016-07-05,108435
2016-07-06,107211
2016-07-07,107211
2016-07-08,103147
2016-07-09,103147
2016-07-10,101412
2016-07-11,101412
2016-07-12,100549
2016-07-13,100549
2016-07-14,100549
2016-07-15,99760
2016-07-16,99760
2016-07-17,96656
2016-07-18,96656
2016-07-23,90796
2016-07-24,86826
2016-07-25,86826
2016-07-26,86826
2016-07-27,83346
2016-07-28,83346
2016-07-29,79309
2016-07-30,79309
2016-07-31,79309
2016-08-01,75772
2016-08-02,75772
2016-08-03,72211
2016-08-04,72211
2016-08-05,72211
2016-08-06,69621
2016-08-07,69621
2016-08-08,68069
2016-08-09,68069
2016-08-10,65844
2016-08-11,65844
2016-08-12,65844
2016-08-13,65844
2016-08-14,62577
2016-08-15,62577
2016-08-16,62577
2016-08-17,59518
2016-08-18,59518
2016-08-19,59518
2016-08-20,56978
2016-08-21,56978
2016-08-22,56978
2016-08-23,54831
2016-08-24,54831
2016-08-25,54831
2016-08-26,53439
2016-08-28,53439
2016-08-31,53449
2016-09-01,54003
2016-09-02,54003
2016-09-03,54003
2016-09-04,54765
2016-09-05,54765
2016-09-06,54198
2016-09-07,54198
2016-09-08,54198
2016-09-09,55781
2016-09-10,55781
2016-09-11,57502
2016-09-12,57502
2016-09-13,57988
2016-09-14,57988
2016-09-15,57988
2016-09-16,57988
2016-09-17,56044
2016-09-18,56044
2016-09-19,56044
2016-09-20,54064
2016-09-21,54064
2016-09-22,54064
2016-09-23,55720
2016-09-24,55720
2016-09-25,55720
2016-09-26,56626
2016-09-27,56626
2016-09-28,56626
2016-09-29,57417
2016-09-30,57417
2016-10-01,57417
2016-10-02,57419
2016-10-03,57419
2016-10-04,57419
2016-10-05,57419
2016-10-06,57026
2016-10-07,57026
2016-10-08,57026
2016-10-09,58977
2016-10-10,58977
2016-10-11,58977
2016-10-12,60638
2016-10-13,60638
2016-10-14,60638
2016-10-15,60986
2016-10-16,60986
2016-10-17,60986
2016-10-18,61080
2016-10-19,61080
2016-10-20,61080
2016-10-21,60645
2016-10-22,60645
2016-10-23,60645
2016-10-24,61285
2016-10-25,61285
2016-10-26,61285
2016-10-27,61412
2016-10-28,61412
2016-10-29,61412
2016-10-30,59300
2016-10-31,59300
2016-11-01,59300
2016-11-02,59835
2016-11-03,59835
2016-11-04,59835
2016-11-05,60117
2016-11-06,60117
2016-11-07,60117
2016-11-08,60768
2016-11-09,60768
2016-11-10,60768
2016-11-11,62129
2016-11-12,62129
2016-11-13,62129
2016-11-14,62129
2016-11-15,63070
2016-12-07,67385
2016-12-08,67385
2016-12-09,68104
2016-12-10,68104
2016-12-11,68104
2016-12-12,69884
2016-12-13,69884
2016-12-14,69884
2016-12-15,69232
2016-12-16,69232
2016-12-17,69232
2016-12-18,66986
2016-12-19,66986
2016-12-20,66986
2016-12-21,66654
2016-12-22,66654
2016-12-23,66654
2016-12-24,65876
2016-12-25,65876
2016-12-26,65876
2016-12-27,66983
2016-12-28,66983
2016-12-29,66983
2016-12-30,66983
2016-12-31,64612
2017-01-01,64612
2017-01-02,64612
2017-01-03,64612
2017-01-04,65147
2017-01-05,65147
2017-01-06,65147
2017-01-07,65503
2017-01-08,65503
2017-01-09,66079
2017-01-10,66079
2017-01-11,66079
2017-01-12,65519
2017-01-13,65519
2017-01-14,65519
2017-01-15,64855
2017-01-16,64855
2017-01-17,63374
2017-01-18,63374
2017-01-19,63374
2017-01-20,64166
2017-01-21,64166
2017-01-22,64376
2017-01-23,64376
2017-01-27,66390
2017-01-28,66390
2017-01-29,67732
2017-01-30,67732
2017-01-31,67732
2017-02-01,67100
2017-02-02,67100
2017-02-03,67100
2017-02-04,68825
2017-02-05,68825
2017-02-06,68825
2017-02-07,70472
2017-02-08,70472
2017-02-09,72138
2017-02-10,72937
2017-02-11,72937
2017-02-12,72937
2017-02-13,75980
2017-02-14,75980
2017-02-15,75980
2017-02-16,76920
2017-02-18,76920
2017-02-19,74930
2017-02-20,74930
2017-02-21,74930
2017-02-22,72716
2017-02-23,72716
2017-02-24,72716
2017-02-25,70584
2017-02-26,70584
2017-02-27,70584
2017-02-28,68748
2017-03-01,68748
2017-03-02,68748
2017-03-03,66642
2017-03-04,66642
2017-03-05,63771
2017-03-06,63771
2017-03-07,63300
2017-03-08,63300
2017-03-09,63300
2017-03-10,62951
2017-03-11,62951
2017-03-12,62951
2017-03-13,62533
2017-03-14,62533
2017-03-15,63290
2017-03-16,63290
2017-03-17,63290
2017-03-18,62914
2017-03-19,62914
2017-03-20,61300
2017-03-21,61300
2017-03-22,61300
2017-03-23,60520
2017-03-24,60520
2017-03-25,60520
2017-03-26,59115
2017-03-27,59115
2017-03-28,59115
2017-03-29,58420
2017-03-30,58420
2017-03-31,57828
2017-04-01,57828
2017-04-02,57828
2017-04-03,57499
2017-04-04,57499
2017-04-12,57440
2017-04-13,57440
2017-04-14,57440
2017-04-15,56041
2017-04-16,56041
2017-04-17,54215
2017-04-18,54215
2017-04-19,52709
2017-04-20,52709
2017-04-21,52709
2017-04-22,53305
2017-04-23,53305
2017-04-24,53609
2017-04-25,53609
2017-04-26,53609
2017-04-27,51835
2017-04-28,51835
2017-04-29,51371
2017-04-30,51371
2017-05-01,51371
2017-05-02,51155
2017-05-03,51155
2017-05-04,51155
2017-05-05,51589
2017-05-06,51589
2017-05-07,51589
2017-05-08,53121
2017-05-09,53121
2017-05-10,55697
2017-05-11,55697
2017-05-12,55697
2017-05-13,58116
2017-05-14,58116
2017-05-15,58116
2017-05-16,60749
2017-05-17,60749
2017-05-18,60749
2017-05-19,62452
2017-05-20,62452
2017-05-21,62452
2017-05-22,63179
2017-05-23,63179
2017-05-24,63179
2017-05-25,62912
2017-05-26,62912
2017-05-27,62710
2017-05-28,62710
2017-05-29,62710
2017-05-30,62140
2017-05-31,62140
2017-06-01,62140
2017-06-02,60435
2017-06-03,60435
2017-06-04,60435
2017-06-05,60207
2017-06-06,60207
2017-06-07,58760
2017-06-08,58760
2017-06-09,58760
2017-06-10,59235
2017-06-11,59235
2017-06-12,59099
2017-06-13,59099
2017-06-14,59099
2017-06-15,59936
2017-06-16,59936
2017-06-17,59936
2017-06-18,60628
2017-06-19,60628
2017-06-20,60628
2017-06-21,60747
2017-06-22,60747
2017-06-23,60747
2017-06-24,60747
2017-06-25,61579
2017-06-26,61579
2017-06-27,61579
2017-06-28,62417
2017-06-29,62417
2017-06-30,62417
2017-07-01,63411
2017-07-02,63411
2017-07-03,63411
2017-07-04,64048
2017-07-05,64048
2017-07-06,64048
2017-07-07,64048
2017-07-08,65579
2017-07-13,67987
2017-07-14,69552
2017-07-15,69552
2017-07-16,69552
2017-07-17,70956
2017-07-18,70956
2017-07-19,70956
2017-07-20,70316
2017-07-21,70316
2017-07-22,70316
2017-07-23,72011
2017-07-24,72011
2017-07-25,72011
2017-07-26,74148
2017-07-27,74148
2017-07-28,76441
2017-07-29,76441
2017-07-30,76441
2017-07-31,77764
2017-08-01,77764
2017-08-02,77764
2017-08-03,79876
2017-08-04,79876
2017-08-05,82579
2017-08-06,82579
2017-08-09,86244
2017-08-10,86244
2017-08-11,90045
2017-08-12,90045
2017-08-13,90045
2017-08-14,90045
2017-08-15,93711
2017-08-16,93711
2017-08-17,95697
2017-08-18,95697
2017-08-19,95697
2017-08-20,97555
2017-08-21,97555
2017-08-22,97555
2017-08-23,98275
2017-08-24,98275
2017-08-25,98275
2017-08-26,98275
2017-08-27,100407
2017-08-28,100407
2017-08-29,100407
2017-08-30,99466
2017-08-31,99466
2017-09-01,99466
2017-09-02,97868
2017-09-03,97868
2017-09-04,97868
2017-09-05,97524
2017-09-06,97524
2017-09-07,97524
2017-09-08,97524
2017-09-09,96995
2017-09-10,96995
2017-09-11,96995
2017-09-12,93630
2017-09-13,93630
2017-09-14,93630
2017-09-15,91729
2017-09-16,91729
2017-09-17,91729
2017-09-18,89089
2017-09-19,89089
2017-09-20,89089
2017-09-22,87057
2017-09-23,87057
2017-09-24,84477
2017-09-25,84477
2017-09-26,84477
2017-09-27,83153
2017-09-28,83153
2017-09-29,83153
2017-09-30,82115
2017-10-01,82115
2017-10-02,82115
2017-10-03,82115
2017-10-04,82498
2017-10-05,82498
2017-10-06,82498
2017-10-07,83826
2017-10-08,83826
2017-10-09,83826
2017-10-10,83009
2017-10-11,83009
2017-10-12,83009
2017-10-13,83009
2017-10-14,83616
2017-10-15,83616
2017-10-16,83616
2017-10-17,83616
2017-10-18,83671
2017-10-19,83671
2017-10-20,83671
2017-10-21,86290
2017-10-22,86290
2017-10-23,86290
2017-10-24,88628
2017-10-25,88628
2017-10-26,88628
2017-10-27,87996
2017-10-28,87996
2017-10-29,87996
2017-10-30,87996
2017-10-31,87078
2017-11-01,87078
2017-11-02,87078
2017-11-03,87078
2017-11-04,83718
2017-11-05,83718
2017-11-06,83718
2017-11-07,83718
2017-11-08,82794
2017-11-09,82794
2017-11-10,82794
2017-11-11,82794
2017-11-12,83072
2017-11-13,83072
2017-11-14,83072
2017-11-15,83072
2017-11-16,80572
2017-11-17,80572
2017-11-18,80572
2017-11-19,77867
2017-11-20,77867
2017-11-21,77867
2017-11-22,75498
2017-11-23,75498
2017-11-24,75498
2017-11-25,74129
2017-11-26,74129
2017-11-27,74129
2017-11-28,73649
2017-11-29,73649
2017-11-30,73649
2017-12-01,72667
2017-12-02,72667
2017-12-03,72667
2017-12-04,72667
2017-12-05,70596
2017-12-06,70596
2017-12-07,70596
2017-12-08,71248
2017-12-09,71248
2017-12-10,71248
2017-12-11,71137
2017-12-12,71137
2017-12-13,71137
2017-12-14,74076
2017-12-15,74076
2017-12-16,74076
2017-12-17,74076
2017-12-18,75163
2017-12-19,75163
2017-12-20,75163
2017-12-21,76355
2017-12-22,76355
2017-12-23,76355
2017-12-24,78258
2017-12-25,78258
2017-12-26,78258
2017-12-27,80010
2017-12-28,80010
2017-12-29,80010
2017-12-30,82079
2017-12-31,82079
2018-01-01,82079
2018-01-02,84584
2018-01-03,84584
2018-01-04,84584
2018-01-05,86652
2018-01-06,86652
2018-01-07,86652
2018-01-08,88541
2018-01-09,88541
2018-01-10,88541
2018-01-11,88541
2018-01-12,90757
2018-01-13,90757
2018-01-14,90757
2018-01-15,92222
2018-01-16,92222
2018-01-17,92222
2018-01-18,92147
2018-01-19,92147
2018-01-20,92147
2018-01-21,92147
2018-01-22,91860
2018-01-23,91860
2018-01-24,91860
2018-01-25,91893
2018-01-26,91893
2018-01-27,91893
2018-01-28,93011
2018-01-29,93011
2018-01-30,93011
2018-01-31,95072
2018-02-01,95072
2018-02-02,95072
2018-02-03,95153
2018-02-04,95153
2018-02-05,95153
2018-02-06,91101
2018-02-07,91101
2018-02-08,91101
2018-02-09,88342
2018-02-10,88342
2018-02-11,88342
2018-02-12,85559
2018-02-13,85559
2018-02-14,85559
2018-02-15,87987
2018-02-16,87987
2018-02-17,87987
2018-02-18,87903
2018-02-19,87903
2018-02-20,87889
2018-02-21,87889
2018-02-22,87889
2018-02-23,86974
2018-02-24,86974
2018-02-25,88421
2018-02-26,88421
2018-02-27,89369
2018-02-28,89369
2018-03-01,89369
2018-03-02,88004
2018-03-03,88004
2018-03-04,88004
2018-03-05,86859
2018-03-06,86859
2018-03-07,86859
2018-03-08,88035
2018-03-09,88035
2018-03-10,88035
2018-03-11,89234
2018-03-12,89234
2018-03-13,89234
2018-03-14,89234
2018-03-15,87871
2018-03-16,87871
2018-03-17,87871
2018-03-18,85829
2018-03-20,85829
2018-03-21,83431
2018-03-22,83431
2018-03-23,83431
2018-03-24,83431
2018-03-25,81441
2018-03-26,81441
2018-03-27,81441
2018-03-28,80952
2018-03-29,80952
2018-03-30,80952
2018-03-31,80952
2018-04-01,81709
2018-04-02,81709
2018-04-03,81709
2018-04-04,81709
2018-04-05,82495
2018-04-06,82495
2018-04-07,82495
2018-04-08,83045
2018-04-09,83045
2018-04-10,83045
2018-04-11,83045
2018-04-12,82651
2018-04-13,82651
2018-04-14,82651
2018-04-15,82651
2018-04-16,82782
2018-04-17,82782
2018-04-18,82782
2018-04-19,82782
2018-04-20,83774
2018-04-21,83774
2018-04-22,83774
2018-04-23,85581
2018-04-24,85581
2018-04-25,85581
2018-04-26,85581
2018-04-27,87620
2018-04-28,87620
2018-04-29,91525
2018-04-30,91525
2018-05-01,91525
2018-05-02,95820
2018-05-03,95820
2018-05-04,95820
2018-05-05,95820
2018-05-06,100052
2018-05-07,100052
2018-05-08,100052
2018-05-09,104446
2018-05-10,104446
2018-05-11,104446
2018-05-12,106262
2018-05-13,106262
2018-05-14,106262
2018-05-15,106262
2018-05-16,107017
2018-05-17,107017
2018-05-18,107017
2018-05-19,106001
2018-05-20,106001
2018-05-21,106001
2018-05-22,106001
2018-05-23,105360
2018-05-24,105360
2018-05-25,105360
2018-05-26,105360
2018-05-27,105360
2018-05-28,102347
2018-05-29,102347
2018-05-30,102347
2018-05-31,102347
2018-06-01,102198
2018-06-02,102198
2018-06-03,102198
2018-06-04,100296
2018-06-05,100296
2018-06-06,98505
2018-06-07,98505
2018-06-08,98505
2018-06-09,98505
2018-06-10,95842
2018-06-11,95842
2018-06-12,95842
2018-06-13,93659
2018-06-14,93659
2018-06-15,93659
2018-06-16,93659
2018-06-17,91777
2018-06-18,91777
2018-06-19,91777
2018-06-20,91777
2018-06-21,90329
2018-06-22,90329
2018-06-23,90329
2018-06-24,89321
2018-06-25,89321
2018-06-26,89321
2018-06-27,89321
2018-06-28,88682
2018-06-29,88682
2018-06-30,88682
2018-07-01,87815
2018-07-02,87815
2018-07-03,87815
2018-07-04,87815
2018-07-05,87917
2018-07-06,87917
2018-07-07,87917
2018-07-08,85473
2018-07-09,85473
2018-07-10,85473
2018-07-11,84333
2018-07-12,84333
2018-07-13,84333
2018-07-14,84149
2018-07-15,84149
2018-07-16,84149
2018-07-17,82021
2018-07-18,82021
2018-07-19,82021
2018-07-20,82021
2018-07-21,83622
2018-07-22,83622
2018-07-23,86731
2018-07-24,86731
2018-07-25,86731
2018-07-26,88853
2018-07-27,88853
2018-07-28,88853
2018-07-29,88217
2018-07-30,88217
2018-07-31,90483
2018-08-01,90483
2018-08-02,90483
2018-08-03,90483
2018-08-04,90804
2018-08-05,90804
2018-08-06,90804
2018-08-07,90804
2018-08-08,90647
2018-08-09,90647
2018-08-10,90647
2018-08-11,91612
2018-08-12,91612
2018-08-14,92785
2018-08-16,92061
2018-08-17,92061
2018-08-18,92061
2018-08-19,91710
2018-08-20,91710
2018-08-21,91710
2018-08-22,89189
2018-08-23,89189
2018-08-24,89189
2018-08-25,88060
2018-08-26,88060
2018-08-27,88060
2018-08-28,87434
2018-08-29,87434
2018-08-30,87434
2018-08-31,88603
2018-09-01,88603
2018-09-02,88603
2018-09-03,88365
2018-09-04,88365
2018-09-05,88496
2018-09-06,88496
2018-09-07,89898
2018-09-08,89898
2018-09-09,89898
2018-09-10,90281
2018-09-11,90281
2018-09-12,90281
2018-09-13,90307
2018-09-14,90307
2018-09-15,90103
2018-09-16,90103
2018-09-17,90103
2018-09-18,90899
2018-09-19,90899
2018-09-20,90899
2018-09-21,91987
2018-09-22,91987
2018-09-23,93214
2018-09-24,93214
2018-09-25,93214
2018-09-26,96833
2018-09-27,96833
2018-09-28,96833
2018-09-29,99578
2018-09-30,99578
2018-10-01,99578
2018-10-02,101042
2018-10-03,101042
2018-10-04,101042
2018-10-05,102647
2018-10-06,102647
2018-10-07,100355
2018-10-08,100355
2018-10-09,100355
2018-10-10,98354
2018-10-11,98354
2018-10-12,98354
2018-10-13,97318
2018-10-14,97318
2018-10-15,97318
2018-10-16,95943
2018-10-17,95943
2018-10-18,95943
2018-10-19,93028
2018-10-20,93028
2018-10-21,93028
2018-10-22,91250
2018-10-23,91250
2018-10-24,91250
2018-10-25,88147
2018-10-26,88147
2018-10-27,88147
2018-10-28,85129
2018-10-29,85129
2018-10-30,85129
2018-10-31,84658
2018-11-01,84658
2018-11-03,87206
2018-11-04,89703
2018-11-05,91974
2018-11-06,91974
2018-11-07,91558
2018-11-08,91558
2018-11-09,91681
2018-11-10,94658
2018-11-11,94658
2018-11-12,96408
2018-11-13,96408
2018-11-15,101045
2018-11-16,100970
2018-11-17,100970
2018-11-18,99827
2018-11-19,99827
2018-11-20,97796
2018-11-21,97796
2018-11-22,95226
2018-11-23,95226
2018-11-24,93008
2018-11-25,89208
2018-11-26,89208
2018-11-27,87320
2018-11-28,87670
2018-11-29,87670
2018-12-01,87558
2018-12-02,88623
2018-12-03,88623
2018-12-04,89427
2018-12-05,89427
2018-12-07,89474
2018-12-09,86824
2018-12-10,85368
2018-12-11,85368
2018-12-12,85368
2018-12-13,84345
2018-12-14,84345
2018-12-15,83314
2018-12-16,82344
2018-12-17,82344
2018-12-18,79946
2018-12-19,79946
2018-12-20,76726
2018-12-21,76726
2018-12-22,73248
2018-12-23,73248
2018-12-24,71578
2018-12-25,71578
2018-12-26,71578
2018-12-27,68381
2018-12-28,68381
2018-12-29,65960
2018-12-30,65960
2018-12-31,64315
2019-01-01,64315
2019-01-02,63031
2019-01-03,63031
2019-01-04,62433
2019-01-05,62433
2019-01-06,62162
2019-01-08,62496
2019-01-10,61403
2019-01-11,61403
2019-01-12,60570
2019-01-13,60570
2019-01-14,58664
2019-01-15,58664
2019-01-16,57219
2019-01-17,57219
2019-01-18,58997
2019-01-19,58997
2019-01-20,60983
2019-01-21,60983
2019-01-22,62953
2019-01-23,62953
2019-01-24,62953
2019-01-25,62312
2019-01-26,62312
2019-01-27,60734
2019-01-28,60734
2019-01-29,60145
2019-01-30,60145
2019-01-31,60145
2019-02-01,59552
2019-02-02,59552
2019-02-03,57976
2019-02-04,57976
2019-02-05,55686
2019-02-06,55686
2019-02-07,55686
2019-02-08,56095
2019-02-09,56095
2019-02-10,55313
2019-02-11,55313
2019-02-12,52857
2019-02-13,52857
2019-02-14,53146
2019-02-15,53146
2019-02-16,54630
2019-02-17,54630
2019-02-18,54630
2019-02-19,56994
2019-02-20,56994
2019-02-21,59171
2019-02-22,59171
2019-02-23,59171
2019-02-24,58683
2019-02-25,58683
2019-02-26,57934
2019-02-27,57934
2019-02-28,57934
2019-03-01,57934
2019-03-02,56856
2019-03-03,56856
2019-03-04,56710
2019-03-05,56710
2019-03-06,55582
2019-03-07,55582
2019-03-08,55582
2019-03-09,53542
2019-03-10,53542
2019-03-11,51874
2019-03-12,51874
2019-03-13,49299
2019-03-14,49299
2019-03-15,48190
2019-03-16,48190
2019-03-17,46991
2019-03-18,46991
2019-03-19,46991
2019-03-20,45841
2019-03-21,45841
2019-03-22,45841
2019-03-23,45581
2019-03-24,45581
2019-03-25,45581
