date_obj,Super%20potion%20set price
2016-04-08,11498
2016-04-09,11218
2016-04-10,11218
2016-04-11,11218
2016-04-12,11052
2016-04-13,11052
2016-04-14,11052
2016-04-15,11087
2016-04-16,11087
2016-04-17,11232
2016-04-18,11232
2016-04-19,11034
2016-04-20,11034
2016-04-21,10851
2016-04-22,10851
2016-04-23,10851
2016-04-24,10675
2016-04-25,10675
2016-04-26,10587
2016-04-27,10587
2016-04-28,10514
2016-04-29,10514
2016-04-30,10732
2016-05-01,10732
2016-05-02,10618
2016-05-03,10618
2016-05-04,10534
2016-05-05,10534
2016-05-06,10586
2016-05-07,10586
2016-05-08,10681
2016-05-09,10681
2016-05-10,10838
2016-05-11,10838
2016-05-12,10838
2016-05-13,10716
2016-05-14,10716
2016-05-15,10562
2016-05-16,10562
2016-05-17,10117
2016-05-18,10117
2016-05-19,9996
2016-05-22,10235
2016-05-23,9974
2016-05-24,9974
2016-05-25,9845
2016-05-26,9845
2016-05-27,9804
2016-05-28,9804
2016-05-29,10098
2016-05-30,10098
2016-05-31,10098
2016-06-01,9871
2016-06-02,9871
2016-06-03,9871
2016-06-04,9716
2016-06-05,9716
2016-06-06,9676
2016-06-07,9676
2016-06-08,9676
2016-06-09,9667
2016-06-10,9667
2016-06-11,9564
2016-06-12,9564
2016-06-13,9362
2016-06-14,9362
2016-06-15,9243
2016-06-16,9243
2016-06-17,9387
2016-06-18,9387
2016-06-19,9380
2016-06-20,9380
2016-06-21,9482
2016-06-22,9482
2016-06-23,9663
2016-06-24,9663
2016-06-25,9670
2016-06-26,9670
2016-06-27,9670
2016-06-28,9697
2016-06-29,9697
2016-06-30,9883
2016-07-01,9883
2016-07-02,9755
2016-07-03,9755
2016-07-04,9583
2016-07-05,9583
2016-07-06,9646
2016-07-07,9646
2016-07-08,9685
2016-07-09,9685
2016-07-10,9514
2016-07-11,9514
2016-07-12,9515
2016-07-13,9515
2016-07-14,9515
2016-07-15,9313
2016-07-16,9313
2016-07-17,9313
2016-07-18,9126
2016-07-24,9214
2016-07-25,8998
2016-07-26,8998
2016-07-27,8998
2016-07-28,8926
2016-07-29,8926
2016-07-30,8917
2016-07-31,8917
2016-08-01,8917
2016-08-02,8823
2016-08-03,8823
2016-08-04,8702
2016-08-05,8702
2016-08-06,8702
2016-08-07,8725
2016-08-08,8725
2016-08-09,8750
2016-08-10,8750
2016-08-11,8750
2016-08-12,8637
2016-08-13,8637
2016-08-14,8637
2016-08-15,8363
2016-08-16,8363
2016-08-17,8363
2016-08-18,8345
2016-08-19,8345
2016-08-20,8265
2016-08-21,8265
2016-08-22,8265
2016-08-23,8004
2016-08-24,8004
2016-08-25,8004
2016-08-26,7693
2016-08-28,7533
2016-08-31,7587
2016-09-01,7587
2016-09-02,7587
2016-09-03,7886
2016-09-04,7886
2016-09-05,7877
2016-09-06,7877
2016-09-07,7877
2016-09-08,8035
2016-09-09,8035
2016-09-10,8035
2016-09-11,7773
2016-09-12,7773
2016-09-13,7664
2016-09-14,7664
2016-09-15,7664
2016-09-16,7523
2016-09-17,7523
2016-09-18,7434
2016-09-19,7434
2016-09-20,7434
2016-09-21,7340
2016-09-22,7340
2016-09-23,7160
2016-09-24,7160
2016-09-25,7160
2016-09-26,7101
2016-09-27,7101
2016-09-28,6930
2016-09-29,6930
2016-09-30,6930
2016-10-01,6937
2016-10-02,6937
2016-10-03,6937
2016-10-04,7095
2016-10-05,7095
2016-10-06,7095
2016-10-07,7395
2016-10-08,7395
2016-10-09,7709
2016-10-10,7709
2016-10-11,7860
2016-10-12,7860
2016-10-13,7860
2016-10-14,8102
2016-10-15,8102
2016-10-16,8102
2016-10-17,8380
2016-10-18,8380
2016-10-19,8380
2016-10-20,8535
2016-10-21,8535
2016-10-22,8535
2016-10-23,8938
2016-10-24,8938
2016-10-25,8938
2016-10-26,9222
2016-10-27,9222
2016-10-28,9222
2016-10-29,9336
2016-10-30,9336
2016-10-31,9486
2016-11-01,9486
2016-11-02,9486
2016-11-03,9841
2016-11-04,9841
2016-11-05,10193
2016-11-06,10193
2016-11-07,10492
2016-11-08,10492
2016-11-09,10807
2016-11-10,10807
2016-11-11,10807
2016-11-12,10780
2016-11-13,10780
2016-11-14,10780
2016-12-08,9442
2016-12-09,9442
2016-12-10,9442
2016-12-11,9420
2016-12-12,9420
2016-12-13,9420
2016-12-14,9330
2016-12-15,9330
2016-12-16,9330
2016-12-17,9023
2016-12-18,9023
2016-12-19,9023
2016-12-20,9015
2016-12-21,9015
2016-12-22,9015
2016-12-23,9006
2016-12-24,9006
2016-12-25,9006
2016-12-26,8834
2016-12-27,8834
2016-12-28,8569
2016-12-29,8569
2016-12-30,8212
2016-12-31,8212
2017-01-01,7937
2017-01-02,7937
2017-01-03,7578
2017-01-04,7578
2017-01-05,7389
2017-01-06,7389
2017-01-07,7026
2017-01-08,7026
2017-01-09,6674
2017-01-10,6674
2017-01-11,6348
2017-01-12,6348
2017-01-13,6210
2017-01-14,6210
2017-01-15,6070
2017-01-16,6070
2017-01-17,6124
2017-01-18,6124
2017-01-19,6349
2017-01-20,6349
2017-01-21,6533
2017-01-22,6533
2017-01-27,5848
2017-01-28,5848
2017-01-29,6078
2017-01-30,6078
2017-01-31,6078
2017-02-01,5799
2017-02-02,5799
2017-02-03,5799
2017-02-04,5727
2017-02-05,5727
2017-02-06,5640
2017-02-07,5640
2017-02-08,5373
2017-02-09,5373
2017-02-10,5371
2017-02-11,5371
2017-02-12,5395
2017-02-13,5395
2017-02-14,5144
2017-02-15,5144
2017-02-16,5242
2017-02-18,5242
2017-02-19,5069
2017-02-20,5069
2017-02-21,4877
2017-02-22,4877
2017-02-23,4877
2017-02-24,4633
2017-02-25,4633
2017-02-26,4401
2017-02-27,4401
2017-02-28,4322
2017-03-01,4322
2017-03-02,4322
2017-03-03,4343
2017-03-04,4343
2017-03-05,4304
2017-03-06,4304
2017-03-07,4508
2017-03-08,4508
2017-03-09,4508
2017-03-10,4631
2017-03-11,4631
2017-03-12,4521
2017-03-13,4521
2017-03-14,4455
2017-03-15,4455
2017-03-16,4455
2017-03-17,4473
2017-03-18,4473
2017-03-19,4364
2017-03-20,4364
2017-03-21,4169
2017-03-22,4169
2017-03-23,4169
2017-03-24,4221
2017-03-25,4221
2017-03-26,4221
2017-03-27,4309
2017-03-28,4309
2017-03-29,4197
2017-03-30,4197
2017-03-31,4286
2017-04-01,4286
2017-04-02,4286
2017-04-03,4386
2017-04-04,4386
2017-04-12,4537
2017-04-13,4537
2017-04-14,4537
2017-04-15,4637
2017-04-16,4637
2017-04-17,4640
2017-04-18,4640
2017-04-19,4640
2017-04-20,4528
2017-04-21,4528
2017-04-22,4528
2017-04-23,4483
2017-04-24,4483
2017-04-25,4382
2017-04-26,4382
2017-04-27,4382
2017-04-28,4539
2017-04-29,4539
2017-04-30,4420
2017-05-01,4420
2017-05-02,4420
2017-05-03,4329
2017-05-04,4329
2017-05-05,4522
2017-05-06,4522
2017-05-07,4522
2017-05-08,4571
2017-05-09,4571
2017-05-10,4571
2017-05-11,4714
2017-05-12,4714
2017-05-13,4503
2017-05-14,4503
2017-05-15,4503
2017-05-16,4407
2017-05-17,4407
2017-05-18,4407
2017-05-19,4407
2017-05-20,4556
2017-05-21,4556
2017-05-22,4556
2017-05-23,4556
2017-05-24,4668
2017-05-25,4668
2017-05-26,4668
2017-05-27,4781
2017-05-28,4781
2017-05-29,4781
2017-05-30,4708
2017-05-31,4708
2017-06-01,4708
2017-06-02,4723
2017-06-03,4723
2017-06-06,4552
2017-06-07,4680
2017-06-08,4680
2017-06-09,4680
2017-06-10,4725
2017-06-11,4725
2017-06-12,4725
2017-06-13,4536
2017-06-14,4536
2017-06-15,4536
2017-06-16,4607
2017-06-17,4607
2017-06-18,4607
2017-06-19,4607
2017-06-20,4682
2017-06-21,4682
2017-06-22,4682
2017-06-23,4682
2017-06-24,4802
2017-06-25,4802
2017-06-26,4802
2017-06-27,4930
2017-06-28,4930
2017-06-29,4930
2017-06-30,4727
2017-07-01,4727
2017-07-02,4727
2017-07-03,4727
2017-07-04,4710
2017-07-05,4710
2017-07-06,4710
2017-07-07,4710
2017-07-08,4630
2017-07-13,4612
2017-07-14,4502
2017-07-15,4502
2017-07-16,4502
2017-07-17,4489
2017-07-18,4489
2017-07-19,4489
2017-07-20,4576
2017-07-21,4576
2017-07-22,4576
2017-07-23,4525
2017-07-24,4525
2017-07-25,4525
2017-07-26,4538
2017-07-27,4538
2017-07-28,4538
2017-07-29,4499
2017-07-30,4499
2017-07-31,4499
2017-08-01,4352
2017-08-02,4352
2017-08-03,4352
2017-08-04,4321
2017-08-05,4321
2017-08-06,4356
2017-08-09,4477
2017-08-10,4477
2017-08-11,4477
2017-08-12,4408
2017-08-13,4408
2017-08-14,4408
2017-08-15,4202
2017-08-16,4202
2017-08-17,4202
2017-08-18,4149
2017-08-19,4149
2017-08-20,4149
2017-08-21,4087
2017-08-22,4087
2017-08-23,4087
2017-08-24,4076
2017-08-25,4076
2017-08-26,4076
2017-08-27,4164
2017-08-28,4164
2017-08-29,4164
2017-08-30,4164
2017-08-31,4351
2017-09-01,4351
2017-09-02,4351
2017-09-03,4497
2017-09-04,4497
2017-09-05,4497
2017-09-06,4291
2017-09-07,4291
2017-09-08,4291
2017-09-09,4454
2017-09-10,4454
2017-09-11,4454
2017-09-12,4396
2017-09-13,4396
2017-09-14,4435
2017-09-15,4435
2017-09-16,4435
2017-09-17,4390
2017-09-19,4390
2017-09-20,4268
2017-09-21,4268
2017-09-22,4268
2017-09-23,4303
2017-09-24,4303
2017-09-25,4303
2017-09-26,4447
2017-09-27,4447
2017-09-28,4447
2017-09-29,4411
2017-09-30,4411
2017-10-01,4411
2017-10-02,4380
2017-10-03,4380
2017-10-04,4380
2017-10-05,4380
2017-10-06,4301
2017-10-07,4301
2017-10-08,4301
2017-10-09,4209
2017-10-10,4209
2017-10-11,4209
2017-10-12,4209
2017-10-13,4174
2017-10-14,4174
2017-10-15,4174
2017-10-16,4174
2017-10-17,4216
2017-10-18,4216
2017-10-19,4216
2017-10-20,4216
2017-10-21,4280
2017-10-22,4280
2017-10-23,4280
2017-10-24,4080
2017-10-25,4080
2017-10-26,4080
2017-10-27,4056
2017-10-28,4056
2017-10-29,4056
2017-10-30,4041
2017-10-31,4041
2017-11-01,4041
2017-11-02,4041
2017-11-03,4195
2017-11-04,4195
2017-11-05,4195
2017-11-06,4359
2017-11-07,4359
2017-11-08,4359
2017-11-09,4359
2017-11-10,4517
2017-11-11,4517
2017-11-12,4517
2017-11-13,4547
2017-11-14,4547
2017-11-15,4547
2017-11-16,4562
2017-11-17,4562
2017-11-18,4562
2017-11-19,4763
2017-11-20,4763
2017-11-21,4763
2017-11-22,4763
2017-11-23,4849
2017-11-24,4849
2017-11-25,4849
2017-11-26,4898
2017-11-27,4898
2017-11-28,4898
2017-11-29,4898
2017-11-30,5088
2017-12-01,5088
2017-12-02,5088
2017-12-03,5122
2017-12-04,5122
2017-12-05,5122
2017-12-06,5167
2017-12-07,5167
2017-12-08,5167
2017-12-09,5167
2017-12-10,4957
2017-12-11,4957
2017-12-12,4957
2017-12-13,4957
2017-12-14,4710
2017-12-15,4710
2017-12-16,4710
2017-12-17,4515
2017-12-18,4515
2017-12-19,4515
2017-12-20,4319
2017-12-21,4319
2017-12-22,4319
2017-12-23,4296
2017-12-24,4296
2017-12-25,4296
2017-12-26,4412
2017-12-27,4412
2017-12-28,4412
2017-12-29,4547
2017-12-30,4547
2017-12-31,4547
2018-01-01,4497
2018-01-02,4497
2018-01-03,4497
2018-01-04,4400
2018-01-05,4400
2018-01-06,4207
2018-01-07,4207
2018-01-08,4207
2018-01-09,4274
2018-01-10,4274
2018-01-11,4274
2018-01-12,4469
2018-01-13,4469
2018-01-14,4469
2018-01-15,4579
2018-01-16,4579
2018-01-17,4579
2018-01-18,4580
2018-01-19,4580
2018-01-20,4580
2018-01-21,4671
2018-01-22,4671
2018-01-23,4671
2018-01-24,4594
2018-01-25,4594
2018-01-26,4484
2018-01-27,4484
2018-01-28,4577
2018-01-29,4577
2018-01-30,4692
2018-02-01,4706
2018-02-02,4706
2018-02-03,4521
2018-02-04,4521
2018-02-05,4455
2018-02-06,4455
2018-02-07,4573
2018-02-08,4573
2018-02-09,4730
2018-02-10,4730
2018-02-11,4957
2018-02-12,4957
2018-02-13,5145
2018-02-14,5145
2018-02-15,5067
2018-02-16,5067
2018-02-17,4922
2018-02-18,4922
2018-02-19,4775
2018-02-20,4775
2018-02-21,4540
2018-02-22,4540
2018-02-23,4508
2018-02-24,4508
2018-02-25,4469
2018-02-26,4469
2018-02-27,4544
2018-02-28,4544
2018-03-01,4647
2018-03-02,4647
2018-03-03,4577
2018-03-04,4577
2018-03-05,4677
2018-03-06,4677
2018-03-07,4489
2018-03-08,4489
2018-03-09,4523
2018-03-10,4523
2018-03-11,4490
2018-03-12,4490
2018-03-13,4446
2018-03-14,4446
2018-03-15,4377
2018-03-16,4377
2018-03-17,4333
2018-03-18,4333
2018-03-19,4333
2018-03-20,4317
2018-03-21,4317
2018-03-23,4252
2018-03-24,4252
2018-03-26,4408
2018-03-27,4503
2018-03-28,4503
2018-03-29,4630
2018-03-30,4630
2018-03-31,4630
2018-04-01,4715
2018-04-02,4715
2018-04-03,4596
2018-04-04,4596
2018-04-05,4596
2018-04-06,4522
2018-04-08,4522
2018-04-09,4378
2018-04-10,4378
2018-04-11,4244
2018-04-12,4244
2018-04-13,4171
2018-04-14,4171
2018-04-16,4082
2018-04-17,3952
2018-04-18,3952
2018-04-19,3952
2018-04-20,4010
2018-04-21,4010
2018-04-22,4010
2018-04-23,3871
2018-04-24,3871
2018-04-25,3871
2018-04-26,3929
2018-04-27,3929
2018-04-28,3855
2018-04-29,3855
2018-04-30,3793
2018-05-02,3793
2018-05-03,3842
2018-05-04,3842
2018-05-05,3855
2018-05-06,3855
2018-05-07,3855
2018-05-08,3701
2018-05-09,3701
2018-05-10,3807
2018-05-11,3807
2018-05-12,3766
2018-05-13,3766
2018-05-14,3726
2018-05-15,3726
2018-05-16,3691
2018-05-17,3691
2018-05-18,3724
2018-05-19,3724
2018-05-20,3830
2018-05-21,3830
2018-05-22,3867
2018-05-23,3867
2018-05-24,3867
2018-05-25,3867
2018-05-26,3993
2018-05-27,3993
2018-05-28,4029
2018-05-29,4029
2018-05-30,3931
2018-05-31,3931
2018-06-01,4020
2018-06-02,4020
2018-06-03,4011
2018-06-04,4011
2018-06-05,4183
2018-06-06,4183
2018-06-07,4224
2018-06-08,4224
2018-06-09,4169
2018-06-10,4169
2018-06-11,4051
2018-06-12,4051
2018-06-13,3871
2018-06-14,3871
2018-06-15,3692
2018-06-16,3692
2018-06-17,3585
2018-06-18,3585
2018-06-19,3658
2018-06-20,3658
2018-06-21,3658
2018-06-22,3783
2018-06-23,3783
2018-06-24,3783
2018-06-25,3702
2018-06-26,3702
2018-06-27,3702
2018-06-28,3522
2018-06-29,3522
2018-06-30,3469
2018-07-01,3469
2018-07-02,3337
2018-07-03,3337
2018-07-04,3350
2018-07-05,3350
2018-07-06,3414
2018-07-07,3414
2018-07-08,3573
2018-07-09,3573
2018-07-10,3693
2018-07-11,3693
2018-07-12,3693
2018-07-13,3698
2018-07-14,3698
2018-07-15,3714
2018-07-16,3714
2018-07-17,3619
2018-07-18,3619
2018-07-19,3619
2018-07-20,3586
2018-07-21,3586
2018-07-22,3615
2018-07-23,3615
2018-07-24,3710
2018-07-25,3710
2018-07-26,3681
2018-07-27,3681
2018-07-28,3553
2018-07-29,3553
2018-07-30,3684
2018-07-31,3838
2018-08-01,3838
2018-08-02,4024
2018-08-03,4024
2018-08-04,4217
2018-08-05,4217
2018-08-06,4398
2018-08-07,4398
2018-08-08,4268
2018-08-09,4268
2018-08-10,4057
2018-08-11,4057
2018-08-12,4210
2018-08-14,4168
2018-08-16,4259
2018-08-17,4259
2018-08-18,4251
2018-08-19,4251
2018-08-20,4277
2018-08-21,4277
2018-08-22,4305
2018-08-23,4305
2018-08-24,4241
2018-08-25,4241
2018-08-26,4195
2018-08-27,4195
2018-08-28,4360
2018-08-29,4360
2018-08-30,4548
2018-08-31,4548
2018-09-01,4700
2018-09-02,4700
2018-09-03,4728
2018-09-04,4728
2018-09-05,4763
2018-09-06,4763
2018-09-07,4784
2018-09-08,4784
2018-09-09,4678
2018-09-10,4678
2018-09-11,4497
2018-09-12,4497
2018-09-13,4352
2018-09-14,4352
2018-09-15,4313
2018-09-16,4313
2018-09-17,4437
2018-09-18,4437
2018-09-19,4318
2018-09-20,4318
2018-09-21,4334
2018-09-22,4447
2018-09-23,4447
2018-09-24,4386
2018-09-25,4386
2018-09-26,4400
2018-09-27,4400
2018-09-28,4440
2018-09-29,4440
2018-09-30,4357
2018-10-02,4272
2018-10-03,4272
2018-10-04,4266
2018-10-05,4266
2018-10-06,4293
2018-10-07,4293
2018-10-08,4117
2018-10-09,4117
2018-10-10,4088
2018-10-11,4088
2018-10-12,3939
2018-10-13,3978
2018-10-14,3978
2018-10-15,3942
2018-10-16,3942
2018-10-17,3879
2018-10-18,3879
2018-10-19,3814
2018-10-20,3814
2018-10-21,3643
2018-10-22,3643
2018-10-23,3713
2018-10-24,3713
2018-10-25,3799
2018-10-26,3799
2018-10-27,3820
2018-10-28,3820
2018-10-29,3802
2018-10-30,3802
2018-10-31,3712
2018-11-01,3712
2018-11-03,3597
2018-11-04,3597
2018-11-05,3568
2018-11-06,3617
2018-11-07,3617
2018-11-08,3592
2018-11-09,3592
2018-11-10,3584
2018-11-11,3584
2018-11-12,3494
2018-11-13,3389
2018-11-14,3389
2018-11-15,3364
2018-11-16,3425
2018-11-17,3425
2018-11-18,3514
2018-11-19,3514
2018-11-20,3572
2018-11-21,3572
2018-11-22,3637
2018-11-23,3637
2018-11-24,3581
2018-11-25,3550
2018-11-26,3550
2018-11-27,3689
2018-11-28,3678
2018-11-29,3719
2018-12-01,3805
2018-12-02,3866
2018-12-03,3866
2018-12-04,3923
2018-12-05,3840
2018-12-07,3782
2018-12-09,3829
2018-12-10,3879
2018-12-11,3879
2018-12-12,3932
2018-12-13,3920
2018-12-14,3920
2018-12-15,3938
2018-12-16,4048
2018-12-17,4048
2018-12-18,4205
2018-12-19,4205
2018-12-20,4197
2018-12-21,4032
2018-12-22,4032
2018-12-23,3984
2018-12-24,3976
2018-12-25,3976
2018-12-26,4049
2018-12-27,4062
2018-12-28,4062
2018-12-29,4017
2018-12-30,4017
2018-12-31,3969
2019-01-01,3969
2019-01-02,3907
2019-01-03,3919
2019-01-04,3919
2019-01-05,3864
2019-01-06,3856
2019-01-08,3910
2019-01-10,3985
2019-01-11,4051
2019-01-12,4034
2019-01-13,4068
2019-01-14,4002
2019-01-15,3927
2019-01-16,3874
2019-01-17,3869
2019-01-18,3836
2019-01-19,3793
2019-01-20,3826
2019-01-21,3826
2019-01-22,3802
2019-01-23,3780
2019-01-24,3780
2019-01-25,3664
2019-01-26,3495
2019-01-27,3408
2019-01-28,3408
2019-01-29,3331
2019-01-30,3299
2019-01-31,3299
2019-02-01,3141
2019-02-02,3141
2019-02-03,3242
2019-02-04,3242
2019-02-05,3271
2019-02-06,3271
2019-02-07,3276
2019-02-08,3276
2019-02-09,3124
2019-02-10,3124
2019-02-11,3050
2019-02-12,3050
2019-02-13,3089
2019-02-14,3089
2019-02-15,3057
2019-02-16,3057
2019-02-17,2950
2019-02-18,2950
2019-02-19,2856
2019-02-20,2856
2019-02-21,2847
2019-02-22,2847
2019-02-23,2904
2019-02-24,2860
2019-02-25,2860
2019-02-26,2791
2019-02-27,2791
2019-02-28,2791
2019-03-01,2741
2019-03-02,2741
2019-03-03,2751
2019-03-04,2724
2019-03-05,2724
2019-03-06,2741
2019-03-07,2741
2019-03-08,2687
2019-03-09,2687
2019-03-10,2685
2019-03-11,2685
2019-03-12,2666
2019-03-13,2666
2019-03-14,2697
2019-03-15,2697
2019-03-16,2666
2019-03-17,2617
2019-03-18,2617
2019-03-19,2590
2019-03-20,2606
2019-03-21,2606
2019-03-22,2603
2019-03-23,2614
2019-03-24,2614
2019-03-25,2607
2019-03-26,2607
2019-03-27,2683
2019-03-28,2683
2019-03-29,2647
2019-03-30,2647
2019-03-31,2647
2019-04-01,2648
2019-04-02,2648
2019-04-03,2581
2019-04-04,2581
2019-04-05,2640
2019-04-06,2640
