date_obj,Bronze%20platelegs%20(g) price
2019-03-24,41751
2019-03-25,41542
2019-03-26,41955
2019-03-27,41955
2019-03-28,41549
2019-03-29,41271
2019-03-30,41271
2019-03-31,41377
2019-04-01,41611
2019-04-02,41611
2019-04-03,41805
2019-04-04,41427
2019-04-05,40749
2019-04-06,40749
2019-04-07,39579
2019-04-08,39645
2019-04-09,39645
2019-04-10,40357
2019-04-11,40072
2019-04-12,38657
2019-04-13,37988
2019-04-14,37551
2019-04-15,37179
2019-04-16,37435
2019-04-17,38082
2019-04-18,38426
2019-04-19,38117
2019-04-20,37623
2019-04-21,37623
2019-04-22,37288
2019-04-23,37462
2019-04-24,37462
2019-04-25,37798
2019-04-26,36209
2019-04-27,34926
2019-04-28,33437
2019-04-29,33437
2019-04-30,31787
2019-05-01,31787
2019-05-02,30197
2019-05-03,28853
2019-05-04,27582
2019-05-05,27582
2019-05-06,26552
2019-05-07,25805
2019-05-08,25805
2019-05-09,25077
2019-05-10,24395
2019-05-11,24395
2019-05-12,23529
2019-05-13,22698
2019-05-14,22392
2019-05-15,22392
2019-05-16,22574
2019-05-17,22574
2019-05-18,22939
2019-05-19,22939
2019-05-20,23945
2019-05-21,23945
2019-05-22,25053
2019-05-23,25053
2019-05-24,25214
2019-05-25,25210
2019-05-26,25210
2019-05-27,25104
2019-05-28,25104
2019-05-29,25541
2019-05-30,25541
2019-05-31,26306
2019-06-01,26306
2019-06-02,26915
2019-06-03,26469
2019-06-04,27174
2019-06-05,27762
2019-06-06,28904
2019-06-07,28904
2019-06-08,29645
2019-06-09,30062
2019-06-10,30062
2019-06-11,29807
2019-06-12,29807
2019-06-13,29248
2019-06-14,29248
2019-06-15,29043
2019-06-16,29209
2019-06-17,29209
2019-06-18,28816
2019-06-19,28816
2019-06-20,28261
2019-06-21,28261
2019-06-22,28118
2019-06-23,27996
2019-06-24,27996
2019-06-25,26982
2019-06-26,26982
2019-06-27,26795
2019-06-28,26795
2019-06-29,26371
2019-06-30,26371
2019-07-01,26566
2019-07-02,26566
2019-07-03,26054
2019-07-04,26054
2019-07-05,26348
2019-07-06,26348
2019-07-07,25667
2019-07-08,25667
2019-07-09,26273
2019-07-10,26273
2019-07-11,26577
2019-07-12,27085
2019-07-13,27085
2019-07-14,27443
2019-07-15,27443
2019-07-16,28368
2019-07-17,28368
2019-07-18,27777
2019-07-19,27777
2019-07-20,26415
2019-07-21,25459
2019-07-22,25459
2019-07-23,24186
2019-07-24,24186
2019-07-25,23139
2019-07-26,23139
2019-07-27,23004
2019-07-28,23004
2019-07-29,22654
2019-07-30,22654
2019-07-31,21692
2019-08-01,21692
2019-08-02,20672
2019-08-03,20406
2019-08-04,20406
2019-08-05,20366
2019-08-06,20366
2019-08-07,19774
2019-08-08,19774
2019-08-09,19774
2019-08-10,19468
2019-08-11,19468
2019-08-12,19224
2019-08-13,19224
2019-08-14,19996
2019-08-15,19996
2019-08-16,19774
2019-08-17,19774
2019-08-18,20178
2019-08-19,20178
2019-08-20,20540
2019-08-21,20540
2019-08-22,20911
2019-08-23,20911
2019-08-24,20754
2019-08-24,20754
2019-08-25,20754
2019-08-25,20754
2019-08-26,21261
2019-08-27,21261
2019-08-27,21261
2019-08-28,21117
2019-08-29,21117
2019-08-30,21403
2019-08-31,21403
2019-09-01,21183
2019-09-02,21183
2019-09-03,20521
2019-09-04,20521
2019-09-05,20691
2019-09-06,20691
2019-09-07,21312
2019-09-08,21312
2019-09-09,22092
2019-09-10,22092
2019-09-11,23197
2019-09-12,23197
2019-09-13,23740
2019-09-14,23740
2019-09-15,24702
2019-09-16,24702
2019-09-17,25764
2019-09-18,25764
2019-09-19,26509
2019-09-20,26509
2019-09-21,27493
2019-09-22,27493
2019-09-23,27663
2019-09-24,27663
2019-09-25,26989
2019-09-26,26989
2019-09-27,26940
2019-09-28,26940
2019-09-29,27403
2019-09-30,27403
2019-10-01,26492
2019-10-02,26492
2019-10-03,25544
2019-10-04,25544
2019-10-05,25037
2019-10-06,25467
2019-10-07,25467
2019-10-08,26512
2019-10-09,26512
2019-10-10,26569
2019-10-11,26569
2019-10-12,27455
2019-10-13,28498
2019-10-14,28498
2019-10-15,28685
2019-10-16,28685
2019-10-17,27583
2019-10-18,27583
2019-10-19,28067
2019-10-20,28067
2019-10-21,28635
2019-10-22,28635
2019-10-23,29443
2019-10-24,29443
2019-10-25,30567
2019-10-26,30567
2019-10-27,31475
2019-10-28,31475
2019-10-29,32609
2019-10-30,32609
2019-10-31,33411
2019-11-01,33411
2019-11-02,34984
2019-11-03,34984
2019-11-04,35569
2019-11-05,35569
2019-11-06,35569
2019-11-07,36612
2019-11-08,36612
2019-11-09,37175
2019-11-10,37175
2019-11-11,37880
2019-11-12,37880
2019-11-13,37880
2019-11-14,37961
2019-11-15,37961
2019-11-16,37781
2019-11-17,37781
2019-11-18,37781
2019-11-19,37410
2019-11-20,37410
2019-11-21,35968
2019-11-22,35968
2019-11-23,35708
2019-11-24,35708
2019-11-25,36641
2019-11-26,36641
2019-11-27,37277
2019-11-28,37277
2019-11-29,37252
2019-11-30,37252
2019-12-01,36470
2019-12-02,36470
2019-12-03,36003
2019-12-04,36003
2019-12-05,36987
2019-12-06,36987
2019-12-07,37953
2019-12-08,37953
2019-12-09,38171
2019-12-10,38171
2019-12-11,38977
2019-12-12,38977
2019-12-13,38977
2019-12-14,39733
2019-12-15,39733
2019-12-16,40122
2019-12-17,40122
2019-12-18,39744
2019-12-19,39744
2019-12-20,38080
2019-12-21,38080
2019-12-22,37228
2019-12-23,37228
2019-12-24,36734
2019-12-25,36734
2019-12-26,35679
2019-12-27,35679
2019-12-28,35675
2019-12-29,35675
2019-12-30,36040
2019-12-31,36040
2020-01-01,34974
2020-01-02,34974
2020-01-03,34821
2020-01-04,34821
2020-01-05,35076
2020-01-06,35076
2020-01-07,33935
2020-01-08,33935
2020-01-09,32474
2020-01-10,32474
2020-01-11,32950
2020-01-12,32950
2020-01-13,32830
2020-01-14,32830
2020-01-15,33540
2020-01-16,33540
2020-01-17,34340
2020-01-18,34340
2020-01-19,34709
2020-01-20,34709
2020-01-21,35054
2020-01-22,35054
2020-01-23,34692
2020-01-24,34692
2020-01-25,34300
2020-01-26,34300
2020-01-27,34860
2020-01-28,34860
2020-01-29,34672
2020-01-30,34672
2020-01-31,34672
2020-02-01,36021
2020-02-02,36021
2020-02-03,36444
2020-02-04,36444
2020-02-05,37009
2020-02-06,37009
2020-02-07,37840
2020-02-08,37840
2020-02-09,38921
2020-02-10,40429
2020-02-11,40429
2020-02-12,41813
2020-02-13,41813
2020-02-14,42275
2020-02-15,42275
2020-02-16,42275
2020-02-17,42498
2020-02-18,42498
2020-02-19,42650
2020-02-20,42650
2020-02-21,43449
2020-02-22,43269
2020-02-23,43269
2020-02-24,43570
2020-02-25,43570
2020-02-26,43067
2020-02-27,43067
2020-02-28,40913
2020-02-29,40913
2020-03-01,38867
2020-03-02,38867
2020-03-03,37880
2020-03-04,37880
2020-03-05,38998
2020-03-06,38998
2020-03-07,40171
2020-03-08,40171
2020-03-09,41455
2020-03-10,41455
2020-03-11,42999
2020-03-12,42999
2020-03-13,43768
2020-03-14,43768
2020-03-15,44187
2020-03-16,44187
2020-03-17,46012
2020-03-18,46012
2020-03-19,44802
2020-03-20,45157
2020-03-21,45157
2020-03-22,43924
2020-03-23,43924
2020-03-24,42259
2020-03-25,42259
2020-03-26,40243
2020-03-27,38611
2020-03-28,37306
2020-03-29,36384
2020-03-30,36122
2020-03-31,36122
2020-04-01,35363
2020-04-02,34402
2020-04-03,34402
2020-04-04,33975
2020-04-05,33975
2020-04-06,32900
2020-04-07,32900
2020-04-08,31673
2020-04-09,31673
2020-04-10,30702
2020-04-11,29334
2020-04-12,28472
2020-04-13,28472
2020-04-14,27228
2020-04-15,26143
2020-04-16,26143
2020-04-17,26326
2020-04-18,26753
2020-04-19,26571
2020-04-20,25910
2020-04-21,25910
2020-04-22,26921
2020-04-23,26921
2020-04-24,27728
2020-04-25,27728
2020-04-26,27202
2020-04-27,26109
2020-04-28,24999
2020-04-29,24999
2020-04-30,24259
2020-05-01,24259
2020-05-02,23589
2020-05-03,22409
2020-05-04,22409
2020-05-05,21813
2020-05-06,21079
2020-05-07,21079
2020-05-08,20855
2020-05-09,20126
2020-05-10,20126
2020-05-11,19373
2020-05-12,19373
2020-05-13,18903
