date_obj,Saradomin%20stole price
2016-02-03,7414
2016-02-04,7414
2016-02-05,7210
2016-02-06,7027
2016-02-07,7027
2016-02-08,7020
2016-02-09,6849
2016-02-10,6748
2016-02-11,6748
2016-02-12,6902
2016-02-13,7229
2016-02-14,7229
2016-02-15,7381
2016-02-16,7257
2016-02-17,7076
2016-02-18,7076
2016-02-19,6928
2016-02-20,6928
2016-02-21,7069
2016-02-22,7069
2016-02-23,7314
2016-02-24,7641
2016-02-25,7995
2016-02-26,7995
2016-02-27,8333
2016-02-28,8582
2016-02-29,8415
2016-03-01,8116
2016-03-02,8055
2016-03-03,7936
2016-03-04,7937
2016-03-05,7806
2016-03-06,7855
2016-03-07,7952
2016-03-08,7867
2016-03-09,8059
2016-03-10,7931
2016-03-11,7854
2016-03-12,7796
2016-03-13,7483
2016-03-14,7286
2016-03-15,7270
2016-03-16,7181
2016-03-17,7251
2016-03-18,7256
2016-03-19,7196
2016-03-20,7259
2016-03-21,7259
2016-03-22,7249
2016-03-23,7481
2016-03-24,7651
2016-03-25,7911
2016-03-26,8076
2016-03-27,8076
2016-03-28,7995
2016-03-29,7938
2016-03-30,7938
2016-03-31,7802
2016-04-01,7802
2016-04-02,7553
2016-04-03,7231
2016-04-04,7319
2016-04-05,7319
2016-04-06,7319
2016-04-07,7101
2016-04-08,6860
2016-04-09,6720
2016-04-10,6676
2016-04-11,6676
2016-04-12,6586
2016-04-13,6586
2016-04-14,6311
2016-04-15,6178
2016-04-16,6090
2016-04-17,5809
2016-04-18,5551
2016-04-19,5551
2016-04-20,5273
2016-04-21,5009
2016-04-22,5009
2016-04-23,4886
2016-04-24,4669
2016-04-25,4464
2016-04-26,4265
2016-04-27,4242
2016-04-28,4150
2016-04-29,4188
2016-04-30,4251
2016-05-01,4434
2016-05-02,4501
2016-05-03,4384
2016-05-04,4281
2016-05-05,4282
2016-05-06,4282
2016-05-07,4422
2016-05-08,4429
2016-05-09,4575
2016-05-10,4738
2016-05-11,4738
2016-05-12,4909
2016-05-13,5054
2016-05-14,5228
2016-05-15,5429
2016-05-16,5643
2016-05-17,5906
2016-05-18,6074
2016-05-19,6074
2016-05-22,6072
2016-05-23,6006
2016-05-24,6074
2016-05-25,5994
2016-05-26,5921
2016-05-27,5877
2016-05-28,5877
2016-05-29,5658
2016-05-30,5658
2016-05-31,5601
2016-06-01,5685
2016-06-02,5793
2016-06-03,5927
2016-06-04,6166
2016-06-05,6344
2016-06-06,6405
2016-06-07,6405
2016-06-08,6508
2016-06-09,6590
2016-06-10,6745
2016-06-11,6745
2016-06-12,6818
2016-06-13,6818
2016-06-14,7103
2016-06-15,7127
2016-06-16,7428
2016-06-17,7296
2016-06-18,7296
2016-06-19,6960
2016-06-20,6680
2016-06-21,6376
2016-06-22,6066
2016-06-23,5990
2016-06-24,5831
2016-06-25,5589
2016-06-26,5589
2016-06-27,5416
2016-06-28,5151
2016-06-29,5054
2016-06-30,4976
2016-07-01,4814
2016-07-02,4592
2016-07-03,4388
2016-07-04,4279
2016-07-05,4199
2016-07-06,4212
2016-07-07,4181
2016-07-08,4197
2016-07-09,4210
2016-07-10,4297
2016-07-11,4414
2016-07-12,4575
2016-07-13,4800
2016-07-14,4992
2016-07-15,5230
2016-07-16,5489
2016-07-17,5757
2016-07-18,6042
2016-07-23,6805
2016-07-24,6799
2016-07-25,7008
2016-07-26,7158
2016-07-27,7193
2016-07-28,7107
2016-07-29,7055
2016-07-30,6974
2016-07-31,6974
2016-08-01,6964
2016-08-02,6959
2016-08-03,6954
2016-08-04,6976
2016-08-05,6976
2016-08-06,6901
2016-08-07,6879
2016-08-08,6879
2016-08-09,6729
2016-08-10,6718
2016-08-11,6718
2016-08-12,6648
2016-08-13,6630
2016-08-14,6532
2016-08-15,6424
2016-08-16,6349
2016-08-17,6349
2016-08-18,6101
2016-08-19,5944
2016-08-20,5821
2016-08-21,5787
2016-08-22,5639
2016-08-23,5522
2016-08-24,5522
2016-08-25,5358
2016-08-26,5358
2016-08-28,5039
2016-08-31,4550
2016-09-01,4576
2016-09-02,4576
2016-09-03,4574
2016-09-04,4508
2016-09-05,4434
2016-09-06,4583
2016-09-07,4583
2016-09-08,4621
2016-09-09,4784
2016-09-10,4788
2016-09-11,4788
2016-09-12,4738
2016-09-13,4679
2016-09-14,4679
2016-09-15,4575
2016-09-16,4575
2016-09-17,4649
2016-09-18,4649
2016-09-19,4652
2016-09-20,4652
2016-09-21,4853
2016-09-22,5073
2016-09-23,5304
2016-09-24,5304
2016-09-25,5555
2016-09-26,5555
2016-09-27,5833
2016-09-28,6125
2016-09-29,6352
2016-09-30,6500
2016-10-01,6664
2016-10-02,6664
2016-10-03,6775
2016-10-04,6846
2016-10-05,6960
2016-10-06,7068
2016-10-07,7068
2016-10-08,7273
2016-10-09,7273
2016-10-11,7813
2016-10-12,8156
2016-10-13,7901
2016-10-14,7911
2016-10-15,8226
2016-10-16,8617
2016-10-17,8897
2016-10-18,9211
2016-10-19,9135
2016-10-20,9404
2016-10-21,9462
2016-10-22,9462
2016-10-23,9538
2016-10-24,9735
2016-10-25,9735
2016-10-26,10095
2016-10-27,10095
2016-10-28,10396
2016-10-29,10343
2016-10-30,10352
2016-10-31,10634
2016-11-01,10634
2016-11-02,10667
2016-11-03,10667
2016-11-04,10721
2016-11-05,10721
2016-11-06,10795
2016-11-07,10920
2016-11-08,11029
2016-11-09,11079
2016-11-10,11198
2016-11-11,11198
2016-11-12,11112
2016-11-13,11112
2016-11-14,10977
2016-12-08,7693
2016-12-09,7571
2016-12-10,7544
2016-12-11,7295
2016-12-12,7061
2016-12-13,6945
2016-12-14,6841
2016-12-15,6841
2016-12-16,6819
2016-12-17,6807
2016-12-18,6608
2016-12-19,6458
2016-12-20,6417
2016-12-21,6558
2016-12-22,6690
2016-12-23,6737
2016-12-24,6632
2016-12-25,6570
2016-12-26,6490
2016-12-27,6477
2016-12-28,6481
2016-12-29,6443
2016-12-30,6407
2016-12-31,6271
2017-01-01,6152
2017-01-02,6019
2017-01-03,5885
2017-01-04,5789
2017-01-05,5789
2017-01-06,5714
2017-01-07,5657
2017-01-08,5632
2017-01-09,5565
2017-01-10,5561
2017-01-11,5554
2017-01-12,5375
2017-01-13,5375
2017-01-14,5312
2017-01-15,5215
2017-01-16,5202
2017-01-17,5117
2017-01-18,5037
2017-01-19,4964
2017-01-20,4893
2017-01-21,4812
2017-01-22,4674
2017-01-27,5360
2017-01-28,5484
2017-01-29,5524
2017-01-30,5524
2017-01-31,5656
2017-02-01,5748
2017-02-02,5846
2017-02-03,5994
2017-02-04,6209
2017-02-05,6274
2017-02-06,6282
2017-02-07,6425
2017-02-08,6422
2017-02-09,6422
2017-02-10,6579
2017-02-11,6740
2017-02-12,6945
2017-02-13,7122
2017-02-14,7193
2017-02-15,7236
2017-02-16,7453
2017-02-18,7787
2017-02-19,8072
2017-02-20,8320
2017-02-21,8498
2017-02-22,8752
2017-02-23,8878
2017-02-24,9055
2017-02-25,9263
2017-02-26,9373
2017-02-27,9444
2017-02-28,9305
2017-03-01,8867
2017-03-02,8658
2017-03-03,8326
2017-03-04,7922
2017-03-05,7870
2017-03-06,7705
2017-03-07,7438
2017-03-08,7369
2017-03-09,7203
2017-03-10,6977
2017-03-11,6826
2017-03-12,6661
2017-03-13,6447
2017-03-14,6265
2017-03-15,6241
2017-03-16,6242
2017-03-17,6143
2017-03-18,6065
2017-03-19,6100
2017-03-20,6129
2017-03-21,6153
2017-03-22,6138
2017-03-23,6303
2017-03-24,6438
2017-03-25,6438
2017-03-26,6306
2017-03-27,6252
2017-03-28,6186
2017-03-29,6009
2017-03-30,6067
2017-03-31,6243
2017-04-01,6547
2017-04-02,6844
2017-04-03,7167
2017-04-04,7495
2017-04-12,8267
2017-04-13,8273
2017-04-14,8115
2017-04-15,8041
2017-04-16,7943
2017-04-17,7821
2017-04-18,7784
2017-04-19,7693
2017-04-20,7410
2017-04-21,7041
2017-04-22,6770
2017-04-23,6508
2017-04-24,6294
2017-04-25,6089
2017-04-26,6089
2017-04-27,5946
2017-04-28,6134
2017-04-29,6379
2017-04-30,6568
2017-05-01,6599
2017-05-02,6833
2017-05-03,6767
2017-05-04,6605
2017-05-05,6470
2017-05-06,6470
2017-05-07,6212
2017-05-08,6011
2017-05-09,5846
2017-05-10,5668
2017-05-11,5494
2017-05-12,5546
2017-05-13,5454
2017-05-14,5246
2017-05-15,5278
2017-05-16,5354
2017-05-17,5420
2017-05-18,5603
2017-05-19,5812
2017-05-20,5912
2017-05-21,5912
2017-05-22,6096
2017-05-23,6380
2017-05-24,6682
2017-05-25,6980
2017-05-26,7203
2017-05-27,7397
2017-05-28,7318
2017-05-29,7392
2017-05-30,7145
2017-05-31,7045
2017-06-01,6833
2017-06-02,6813
2017-06-03,6769
2017-06-06,6522
2017-06-07,6541
2017-06-08,6541
2017-06-09,6563
2017-06-10,6471
2017-06-11,6352
2017-06-12,6253
2017-06-13,6165
2017-06-14,6073
2017-06-15,6058
2017-06-16,6064
2017-06-17,6204
2017-06-18,6223
2017-06-19,6223
2017-06-20,6245
2017-06-21,6223
2017-06-22,6126
2017-06-23,6126
2017-06-24,6037
2017-06-25,5812
2017-06-26,5524
2017-06-27,5325
2017-06-28,5070
2017-06-29,4968
2017-06-30,4922
2017-07-01,4922
2017-07-02,4848
2017-07-03,4741
2017-07-04,4700
2017-07-05,4700
2017-07-06,4709
2017-07-07,4552
2017-07-08,4627
2017-07-13,5012
2017-07-14,5243
2017-07-15,5404
2017-07-16,5520
2017-07-17,5744
2017-07-18,5720
2017-07-19,5940
2017-07-20,6078
2017-07-21,6100
2017-07-22,6332
2017-07-23,6565
2017-07-24,6662
2017-07-25,6408
2017-07-26,6438
2017-07-27,6643
2017-07-28,6896
2017-07-29,7177
2017-07-30,7307
2017-07-31,7307
2017-08-01,7405
2017-08-02,7524
2017-08-03,7218
2017-08-04,7149
2017-08-05,7264
2017-08-06,7599
2017-08-09,7662
2017-08-10,7449
2017-08-11,7372
2017-08-12,7332
2017-08-13,7126
2017-08-14,7064
2017-08-15,7055
2017-08-17,6772
2017-08-18,6772
2017-08-19,6638
2017-08-20,6718
2017-08-21,6725
2017-08-22,6388
2017-08-23,6068
2017-08-24,5772
2017-08-25,5625
2017-08-26,5653
2017-08-27,5743
2017-08-28,6002
2017-08-29,6212
2017-08-30,6513
2017-08-31,6816
2017-09-01,7157
2017-09-02,7426
2017-09-03,7768
2017-09-04,8055
2017-09-05,8412
2017-09-06,8833
2017-09-07,9275
2017-09-08,9275
2017-09-09,9696
2017-09-10,10050
2017-09-11,10546
2017-09-12,10546
2017-09-13,10880
2017-09-14,10802
2017-09-15,10802
2017-09-16,10645
2017-09-17,10397
2017-09-19,9682
2017-09-20,9412
2017-09-21,9412
2017-09-22,9027
2017-09-23,9027
2017-09-24,8716
2017-09-25,8578
2017-09-26,8414
2017-09-27,8414
2017-09-28,8405
2017-09-29,8401
2017-09-30,8523
2017-10-01,8477
2017-10-02,8497
2017-10-03,8497
2017-10-04,8167
2017-10-05,7968
2017-10-06,7569
2017-10-07,7190
2017-10-08,6830
2017-10-09,6488
2017-10-10,6199
2017-10-11,6199
2017-10-12,5994
2017-10-13,6015
2017-10-14,6087
2017-10-15,6087
2017-10-16,6253
2017-10-17,6253
2017-10-18,6187
2017-10-19,6380
2017-10-20,6385
2017-10-21,6332
2017-10-22,6373
2017-10-23,6368
2017-10-24,6306
2017-10-25,6148
2017-10-26,5844
2017-10-27,5598
2017-10-28,5598
2017-10-29,5469
2017-10-30,5347
2017-10-31,5577
2017-11-01,5577
2017-11-02,5851
2017-11-03,6063
2017-11-04,6216
2017-11-05,6527
2017-11-06,6776
2017-11-07,6776
2017-11-08,6846
2017-11-09,6921
2017-11-10,7104
2017-11-11,7183
2017-11-12,7243
2017-11-13,7304
2017-11-14,7304
2017-11-15,7315
2017-11-16,7637
2017-11-17,7925
2017-11-18,7925
2017-11-19,7951
2017-11-20,7712
2017-11-21,7707
2017-11-22,7687
2017-11-23,7567
2017-11-24,7381
2017-11-25,7311
2017-11-26,7373
2017-11-27,7373
2017-11-28,7331
2017-11-29,7215
2017-11-30,7019
2017-12-01,6794
2017-12-02,6500
2017-12-03,6315
2017-12-04,6150
2017-12-05,5954
2017-12-06,5900
2017-12-07,5791
2017-12-08,5791
2017-12-09,5640
2017-12-10,5426
2017-12-11,5357
2017-12-12,5261
2017-12-13,5141
2017-12-14,4945
2017-12-15,4744
2017-12-16,4606
2017-12-17,4451
2017-12-18,4533
2017-12-19,4666
2017-12-20,4730
2017-12-21,4888
2017-12-22,5055
2017-12-23,5021
2017-12-24,5016
2017-12-25,5016
2017-12-26,4936
2017-12-27,4976
2017-12-28,5205
2017-12-29,5276
2017-12-30,5311
2017-12-31,5479
2018-01-01,5610
2018-01-02,5746
2018-01-03,5867
2018-01-04,5781
2018-01-05,5746
2018-01-06,5701
2018-01-07,5538
2018-01-08,5277
2018-01-09,5168
2018-01-10,5176
2018-01-11,4980
2018-01-12,4738
2018-01-13,4584
2018-01-14,4495
2018-01-15,4469
2018-01-16,4531
2018-01-17,4758
2018-01-18,4958
2018-01-19,4958
2018-01-20,5042
2018-01-21,5154
2018-01-22,5292
2018-01-23,5555
2018-01-24,5833
2018-01-25,6079
2018-01-26,6210
2018-01-27,6283
2018-01-28,6421
2018-01-29,6344
2018-01-30,6605
2018-02-01,6700
2018-02-02,6525
2018-02-03,6583
2018-02-04,6644
2018-02-05,6706
2018-02-06,6759
2018-02-07,6536
2018-02-08,6536
2018-02-09,6354
2018-02-10,6354
2018-02-11,6333
2018-02-12,6433
2018-02-13,6326
2018-02-14,6392
2018-02-15,6303
2018-02-16,6207
2018-02-17,6453
2018-02-18,6641
2018-02-19,6906
2018-02-20,7078
2018-02-21,7237
2018-02-22,7405
2018-02-23,7259
2018-02-24,7259
2018-02-25,7061
2018-02-26,6887
2018-02-27,6783
2018-02-28,6783
2018-03-01,6598
2018-03-02,6521
2018-03-03,6430
2018-03-04,6430
2018-03-05,6314
2018-03-06,6354
2018-03-07,6185
2018-03-08,6114
2018-03-09,5996
2018-03-10,5868
2018-03-11,5901
2018-03-12,5997
2018-03-13,6100
2018-03-14,6080
2018-03-15,6080
2018-03-16,6109
2018-03-17,6185
2018-03-18,6351
2018-03-19,6351
2018-03-20,6455
2018-03-21,6552
2018-03-23,7033
2018-03-24,7083
2018-03-26,6797
2018-03-27,6552
2018-03-28,6447
2018-03-29,6394
2018-03-30,6408
2018-03-31,6380
2018-04-01,6343
2018-04-02,6313
2018-04-03,6264
2018-04-04,6262
2018-04-05,6262
2018-04-06,6165
2018-04-08,6151
2018-04-09,6063
2018-04-10,6063
2018-04-11,5996
2018-04-12,5835
2018-04-13,5835
2018-04-14,5682
2018-04-15,5530
2018-04-16,5429
2018-04-17,5637
2018-04-18,5680
2018-04-19,5754
2018-04-20,5860
2018-04-21,5994
2018-04-22,5994
2018-04-23,6294
2018-04-24,6587
2018-04-25,6917
2018-04-26,6917
2018-04-27,6913
2018-04-28,7166
2018-04-29,7102
2018-04-30,7413
2018-05-01,7519
2018-05-02,7519
2018-05-03,7477
2018-05-04,7367
2018-05-05,7288
2018-05-06,7288
2018-05-07,7258
2018-05-08,7170
2018-05-09,6963
2018-05-10,6788
2018-05-11,6574
2018-05-12,6565
2018-05-13,6565
2018-05-14,6397
2018-05-15,6397
2018-05-16,6204
2018-05-17,6155
2018-05-18,6017
2018-05-19,5880
2018-05-20,5857
2018-05-21,5866
2018-05-22,5866
2018-05-23,5724
2018-05-24,5713
2018-05-25,5666
2018-05-26,5528
2018-05-27,5528
2018-05-28,5543
2018-05-29,5511
2018-05-30,5446
2018-05-31,5399
2018-06-01,5316
2018-06-02,5248
2018-06-03,5106
2018-06-04,5147
2018-06-05,5122
2018-06-06,5053
2018-06-07,5053
2018-06-08,5290
2018-06-09,5434
2018-06-10,5454
2018-06-11,5472
2018-06-12,5447
2018-06-13,5320
2018-06-14,5073
2018-06-15,4841
2018-06-16,4819
2018-06-17,4651
2018-06-18,4538
2018-06-19,4652
2018-06-20,4652
2018-06-21,4770
2018-06-22,4763
2018-06-23,4763
2018-06-24,4892
2018-06-25,4934
2018-06-26,5060
2018-06-27,5265
2018-06-28,5438
2018-06-29,5666
2018-06-30,5933
2018-07-01,6194
2018-07-02,6491
2018-07-03,6816
2018-07-04,7157
2018-07-05,7482
2018-07-06,7855
2018-07-07,8120
2018-07-08,8266
2018-07-09,8280
2018-07-10,8502
2018-07-11,8776
2018-07-12,9178
2018-07-13,9268
2018-07-14,9127
2018-07-15,9088
2018-07-16,9035
2018-07-17,8958
2018-07-18,8711
2018-07-19,8367
2018-07-20,8203
2018-07-21,8178
2018-07-22,8154
2018-07-23,7937
2018-07-24,7638
2018-07-25,7572
2018-07-26,7564
2018-07-27,7388
2018-07-28,7337
2018-07-29,7433
2018-07-30,7468
2018-07-31,7630
2018-08-01,7630
2018-08-02,7715
2018-08-03,8024
2018-08-04,8349
2018-08-05,8542
2018-08-06,8632
2018-08-07,8601
2018-08-08,8541
2018-08-09,8602
2018-08-10,8626
2018-08-11,8610
2018-08-12,8784
2018-08-14,8850
2018-08-16,8650
2018-08-17,8443
2018-08-18,8068
2018-08-19,7800
2018-08-20,7735
2018-08-21,7695
2018-08-22,7678
2018-08-23,7704
2018-08-24,7866
2018-08-25,8053
2018-08-26,8456
2018-08-27,8879
2018-08-28,9084
2018-08-29,9274
2018-08-30,9666
2018-08-31,9774
2018-09-01,9964
2018-09-02,10333
2018-09-03,10320
2018-09-04,10388
2018-09-05,10387
2018-09-06,10387
2018-09-07,10429
2018-09-08,10430
2018-09-09,10440
2018-09-10,10560
2018-09-11,11062
2018-09-12,11447
2018-09-13,11720
2018-09-14,11943
2018-09-15,12134
2018-09-16,12134
2018-09-17,12143
2018-09-18,12274
2018-09-19,12329
2018-09-20,12438
2018-09-21,12401
2018-09-22,12379
2018-09-23,11878
2018-09-24,11928
2018-09-25,11844
2018-09-26,11659
2018-09-27,11372
2018-09-28,11205
2018-09-29,10813
2018-09-30,10272
2018-10-02,9711
2018-10-03,9616
2018-10-04,9409
2018-10-05,9219
2018-10-06,9027
2018-10-07,9001
2018-10-08,9392
2018-10-09,9829
2018-10-10,10297
2018-10-11,10812
2018-10-12,10812
2018-10-13,11275
2018-10-14,11463
2018-10-15,11768
2018-10-16,12092
2018-10-17,12521
2018-10-18,12781
2018-10-19,13261
2018-10-20,13674
2018-10-21,14205
2018-10-22,14183
2018-10-23,14230
2018-10-24,14024
2018-10-25,13905
2018-10-26,13571
2018-10-27,13389
2018-10-28,13218
2018-10-29,12571
2018-10-30,12163
2018-10-31,11943
2018-11-01,11453
2018-11-03,11123
2018-11-04,11525
2018-11-05,11980
2018-11-06,12563
2018-11-07,13154
2018-11-08,13501
2018-11-09,13913
2018-11-10,14597
2018-11-11,15327
2018-11-12,15771
2018-11-13,15084
2018-11-14,14455
2018-11-15,14038
2018-11-16,13853
2018-11-17,13817
2018-11-18,13679
2018-11-19,13568
2018-11-20,13354
2018-11-21,13076
2018-11-22,12927
2018-11-23,12992
2018-11-24,13524
2018-11-25,13715
2018-11-26,14120
2018-11-27,14484
2018-11-28,14940
2018-11-29,15423
2018-12-01,15936
2018-12-02,16206
2018-12-03,16574
2018-12-04,16681
2018-12-05,16258
2018-12-07,15628
2018-12-09,14860
2018-12-10,14352
2018-12-11,13848
2018-12-13,12946
2018-12-14,13026
2018-12-15,12901
2018-12-16,12997
2018-12-17,12766
2018-12-18,12902
2018-12-19,13291
2018-12-20,13453
2018-12-21,12976
2018-12-22,12513
2018-12-23,12076
2018-12-24,11737
2018-12-25,11597
2018-12-26,11410
2018-12-27,11085
2018-12-28,10996
2018-12-29,11009
2018-12-30,10893
2018-12-31,11010
2019-01-01,10887
2019-01-02,11086
2019-01-03,11125
2019-01-04,11385
2019-01-05,11525
2019-01-06,11478
2019-01-08,11245
2019-01-10,11016
2019-01-11,10688
2019-01-12,10363
2019-01-13,10197
2019-01-14,10061
2019-01-15,9908
2019-01-16,9827
2019-01-17,9834
2019-01-18,9788
2019-01-19,9900
2019-01-20,10089
2019-01-21,10175
2019-01-22,10347
2019-01-23,10604
2019-01-24,10778
2019-01-25,11066
2019-01-26,11337
2019-01-27,11630
2019-01-28,11897
2019-01-29,12128
2019-01-30,12422
2019-01-31,12651
2019-02-01,12658
2019-02-02,12550
2019-02-03,12501
2019-02-04,12114
2019-02-05,12065
2019-02-06,11970
2019-02-07,11884
2019-02-08,11797
2019-02-09,12016
2019-02-10,12234
2019-02-11,12051
2019-02-12,12084
2019-02-13,11934
2019-02-14,11625
2019-02-15,11547
2019-02-16,11417
2019-02-17,11119
2019-02-18,11562
2019-02-19,11745
2019-02-20,11854
2019-02-21,11660
2019-02-22,11351
2019-02-23,11160
2019-02-24,10916
2019-02-25,10622
2019-02-26,10416
2019-02-27,10279
2019-02-28,9973
2019-03-01,10142
2019-03-02,10361
2019-03-03,10218
2019-03-04,9965
2019-03-05,9635
2019-03-06,9441
2019-03-07,9174
2019-03-08,8778
2019-03-09,8701
2019-03-10,8556
2019-03-11,8663
2019-03-12,8828
2019-03-13,8659
2019-03-14,8544
2019-03-15,8283
2019-03-16,7982
2019-03-17,7971
2019-03-18,7783
2019-03-19,7818
2019-03-20,7880
2019-03-21,7882
2019-03-22,7840
2019-03-23,7797
2019-03-24,7946
2019-03-25,8071
2019-03-26,8182
2019-03-27,8164
2019-03-28,8100
2019-03-29,8088
2019-03-30,8088
2019-03-31,8213
2019-04-01,8166
2019-04-02,8115
2019-04-03,8123
2019-04-04,8010
2019-04-05,8095
