date_obj,Cosmic%20talisman price
2015-09-01,199
2015-09-02,199
2015-09-03,198
2015-09-04,198
2015-09-05,198
2015-09-06,202
2015-09-07,202
2015-09-08,203
2015-09-09,203
2015-09-10,207
2015-09-11,207
2015-09-12,209
2015-09-13,209
2015-09-14,215
2015-09-15,215
2015-09-16,215
2015-09-17,212
2015-09-18,212
2015-09-19,219
2015-09-20,219
2015-09-21,219
2015-09-22,219
2015-09-23,219
2015-09-24,219
2015-09-25,219
2015-09-27,214
2015-09-28,214
2015-09-29,210
2015-09-30,210
2015-10-05,218
2015-10-06,226
2015-10-07,226
2015-10-08,229
2015-10-09,229
2015-10-10,229
2015-10-11,223
2015-10-12,223
2015-10-13,223
2015-10-14,226
2015-10-15,226
2015-10-16,238
2015-10-17,238
2015-10-18,238
2015-10-19,250
2015-10-20,250
2015-10-22,258
2015-10-23,258
2015-10-24,249
2015-10-25,249
2015-10-26,252
2015-10-27,252
2015-10-29,241
2015-10-30,241
2015-10-31,241
2015-11-01,243
2015-11-02,243
2015-11-03,241
2015-11-04,241
2015-11-05,241
2015-11-06,245
2015-11-07,245
2015-11-08,245
2015-11-09,250
2015-11-10,250
2015-11-11,250
2015-11-12,245
2015-11-13,245
2015-11-14,245
2015-11-15,246
2015-11-16,246
2015-11-17,246
2015-11-18,246
2015-11-19,246
2015-11-20,247
2015-11-21,247
2015-11-22,247
2015-11-23,251
2015-11-24,251
2015-11-25,262
2015-11-26,262
2015-11-27,262
2015-11-28,256
2015-11-29,256
2015-11-30,266
2015-12-01,266
2015-12-02,266
2015-12-03,278
2015-12-04,278
2015-12-05,278
2015-12-06,292
2015-12-07,292
2015-12-08,292
2015-12-09,307
2015-12-10,307
2015-12-11,307
2015-12-12,323
2015-12-13,323
2015-12-14,323
2015-12-15,340
2015-12-16,340
2015-12-17,340
2015-12-18,357
2015-12-19,357
2015-12-20,375
2015-12-21,375
2015-12-22,375
2015-12-23,394
2015-12-24,394
2015-12-25,394
2015-12-26,414
2015-12-27,414
2015-12-28,435
2015-12-29,435
2015-12-30,448
2015-12-31,448
2016-01-01,448
2016-01-02,438
2016-01-03,438
2016-01-04,452
2016-01-05,452
2016-01-06,454
2016-01-07,454
2016-01-08,466
2016-01-09,466
2016-01-10,466
2016-01-11,468
2016-01-12,468
2016-01-13,463
2016-01-14,463
2016-01-15,469
2016-01-16,469
2016-01-17,469
2016-01-18,473
2016-01-19,473
2016-01-20,460
2016-01-21,460
2016-01-22,465
2016-01-23,465
2016-01-24,465
2016-01-25,463
2016-01-26,463
2016-01-27,443
2016-01-28,443
2016-01-29,432
2016-01-30,432
2016-01-31,425
2016-02-01,425
2016-02-02,431
2016-02-03,431
2016-02-04,423
2016-02-05,423
2016-02-06,425
2016-02-07,425
2016-02-08,425
2016-02-09,437
2016-02-10,437
2016-02-11,446
2016-02-12,446
2016-02-13,433
2016-02-14,433
2016-02-15,421
2016-02-16,421
2016-02-17,411
2016-02-18,411
2016-02-19,411
2016-02-20,396
2016-02-21,416
2016-02-22,416
2016-02-23,416
2016-02-24,415
2016-02-25,415
2016-02-26,402
2016-02-27,402
2016-02-28,405
2016-02-29,405
2016-03-01,408
2016-03-02,408
2016-03-03,402
2016-03-04,402
2016-03-05,406
2016-03-06,406
2016-03-07,408
2016-03-08,408
2016-03-09,399
2016-03-10,399
2016-03-11,383
2016-03-12,383
2016-03-13,388
2016-03-14,388
2016-03-15,381
2016-03-16,381
2016-03-17,363
2016-03-18,363
2016-03-19,352
2016-03-20,352
2016-03-21,335
2016-03-22,335
2016-03-23,338
2016-03-24,338
2016-03-25,341
2016-03-26,341
2016-03-27,325
2016-03-28,313
2016-03-29,313
2016-03-30,313
2016-03-31,311
2016-04-01,311
2016-04-02,298
2016-04-03,298
2016-04-04,297
2016-04-05,297
2016-04-06,304
2016-04-07,304
2016-04-08,302
2016-04-09,302
2016-04-10,305
2016-04-11,305
2016-04-12,305
2016-04-13,304
2016-04-14,304
2016-04-15,305
2016-04-16,305
2016-04-17,311
2016-04-18,311
2016-04-19,320
2016-04-20,320
2016-04-21,325
2016-04-22,325
2016-04-23,325
2016-04-24,330
2016-04-25,330
2016-04-26,331
2016-04-27,331
2016-04-28,318
2016-04-29,318
2016-04-30,325
2016-05-01,325
2016-05-02,314
2016-05-03,314
2016-05-04,304
2016-05-05,304
2016-05-06,292
2016-05-07,292
2016-05-08,283
2016-05-09,283
2016-05-10,269
2016-05-11,269
2016-05-12,260
2016-05-13,261
2016-05-14,261
2016-05-15,249
2016-05-16,249
2016-05-17,237
2016-05-18,237
2016-05-19,226
2016-05-22,218
2016-05-23,218
2016-05-24,218
2016-05-25,229
2016-05-26,229
2016-05-27,217
2016-05-28,217
2016-05-29,210
2016-05-30,210
2016-05-31,210
2016-06-01,207
2016-06-02,207
2016-06-03,205
2016-06-04,205
2016-06-05,198
2016-06-06,198
2016-06-07,199
2016-06-08,199
2016-06-09,196
2016-06-10,196
2016-06-11,191
2016-06-12,191
2016-06-13,195
2016-06-14,195
2016-06-15,188
2016-06-16,188
2016-06-17,183
2016-06-18,183
2016-06-19,178
2016-06-20,178
2016-06-21,172
2016-06-22,172
2016-06-23,164
2016-06-24,164
2016-06-25,167
2016-06-26,167
2016-06-27,167
2016-06-28,161
2016-06-29,161
2016-06-30,163
2016-07-01,163
2016-07-02,172
2016-07-03,172
2016-07-04,181
2016-07-05,181
2016-07-06,191
2016-07-07,191
2016-07-08,200
2016-07-09,200
2016-07-10,210
2016-07-11,210
2016-07-12,221
2016-07-13,221
2016-07-14,233
2016-07-15,233
2016-07-16,245
2016-07-17,245
2016-07-18,258
2016-07-23,260
2016-07-24,260
2016-07-25,261
2016-07-26,261
2016-07-27,261
2016-07-28,256
2016-07-29,256
2016-07-30,265
2016-07-31,265
2016-08-01,265
2016-08-02,269
2016-08-03,269
2016-08-04,269
2016-08-05,268
2016-08-06,268
2016-08-07,265
2016-08-08,265
2016-08-09,275
2016-08-10,275
2016-08-11,275
2016-08-12,283
2016-08-13,283
2016-08-14,283
2016-08-15,272
2016-08-16,272
2016-08-17,272
2016-08-18,281
2016-08-19,281
2016-08-20,296
2016-08-21,296
2016-08-22,311
2016-08-23,311
2016-08-24,299
2016-08-25,299
2016-08-26,299
2016-08-28,293
2016-08-31,295
2016-09-01,298
2016-09-02,298
2016-09-03,298
2016-09-04,313
2016-09-05,313
2016-09-06,329
2016-09-07,329
2016-09-08,329
2016-09-09,346
2016-09-10,346
2016-09-11,364
2016-09-12,364
2016-09-13,383
2016-09-14,383
2016-09-15,383
2016-09-16,403
2016-09-17,403
2016-09-18,415
2016-09-19,415
2016-09-20,415
2016-09-21,405
2016-09-22,405
2016-09-23,390
2016-09-24,390
2016-09-25,390
2016-09-26,371
2016-09-27,371
2016-09-28,361
2016-09-29,361
2016-09-30,345
2016-10-01,345
2016-10-02,345
2016-10-03,332
2016-10-04,332
2016-10-05,332
2016-10-06,316
2016-10-07,316
2016-10-08,314
2016-10-09,314
2016-10-10,314
2016-10-11,329
2016-10-12,329
2016-10-13,329
2016-10-14,338
2016-10-15,338
2016-10-16,339
2016-10-17,339
2016-10-18,340
2016-10-19,340
2016-10-20,340
2016-10-21,324
2016-10-22,324
2016-10-23,325
2016-10-24,325
2016-10-25,325
2016-10-26,318
2016-10-27,318
2016-10-28,318
2016-10-29,303
2016-10-30,303
2016-10-31,293
2016-11-01,293
2016-11-02,293
2016-11-03,279
2016-11-04,279
2016-11-05,268
2016-11-06,268
2016-11-07,260
2016-11-08,260
2016-11-09,259
2016-11-10,259
2016-11-11,246
2016-11-12,246
2016-11-13,234
2016-11-14,234
2016-11-15,222
2016-12-07,208
2016-12-08,219
2016-12-09,219
2016-12-10,219
2016-12-11,230
2016-12-12,230
2016-12-13,242
2016-12-14,242
2016-12-15,255
2016-12-16,255
2016-12-17,266
2016-12-18,266
2016-12-19,274
2016-12-20,274
2016-12-21,287
2016-12-22,287
2016-12-23,302
2016-12-24,302
2016-12-25,318
2016-12-26,318
2016-12-27,334
2016-12-28,334
2016-12-29,350
2016-12-30,350
2016-12-31,355
2017-01-01,355
2017-01-02,364
2017-01-03,364
2017-01-04,383
2017-01-05,383
2017-01-06,401
2017-01-07,414
2017-01-08,414
2017-01-09,406
2017-01-10,406
2017-01-11,421
2017-01-12,426
2017-01-13,426
2017-01-14,447
2017-01-15,447
2017-01-16,470
2017-01-17,494
2017-01-18,519
2017-01-19,519
2017-01-20,545
2017-01-21,573
2017-01-22,573
2017-01-23,602
2017-01-27,665
2017-01-28,691
2017-01-29,691
2017-01-30,707
2017-01-31,707
2017-02-01,743
2017-02-02,743
2017-02-03,714
2017-02-04,703
2017-02-05,703
2017-02-06,724
2017-02-07,724
2017-02-08,741
2017-02-09,741
2017-02-10,779
2017-02-11,791
2017-02-12,791
2017-02-13,755
2017-02-14,723
2017-02-15,723
2017-02-16,718
2017-02-18,690
2017-02-19,717
2017-02-20,717
2017-02-21,747
2017-02-22,747
2017-02-23,785
2017-02-24,785
2017-02-25,796
2017-02-26,796
2017-02-27,764
2017-02-28,728
2017-03-01,728
2017-03-02,695
2017-03-03,695
2017-03-04,668
2017-03-05,668
2017-03-06,635
2017-03-07,635
2017-03-08,615
2017-03-09,615
2017-03-10,586
2017-03-11,586
2017-03-12,583
2017-03-13,598
2017-03-14,598
2017-03-15,576
2017-03-16,576
2017-03-17,589
2017-03-18,589
2017-03-19,589
2017-03-20,602
2017-03-21,602
2017-03-22,572
2017-03-23,554
2017-03-24,527
2017-03-25,527
2017-03-26,502
2017-03-27,478
2017-03-28,470
2017-03-29,494
2017-03-30,494
2017-03-31,519
2017-04-01,519
2017-04-02,545
2017-04-03,573
2017-04-04,573
2017-04-12,699
2017-04-13,726
2017-04-14,726
2017-04-15,693
2017-04-16,663
2017-04-17,668
2017-04-18,668
2017-04-19,635
2017-04-20,635
2017-04-21,605
2017-04-22,605
2017-04-23,622
2017-04-24,622
2017-04-25,640
2017-04-26,640
2017-04-27,672
2017-04-28,672
2017-04-29,703
2017-04-30,703
2017-05-01,670
2017-05-02,649
2017-05-03,649
2017-05-04,617
2017-05-05,601
2017-05-06,601
2017-05-07,570
2017-05-08,544
2017-05-09,518
2017-05-10,512
2017-05-11,512
2017-05-12,514
2017-05-13,497
2017-05-14,497
2017-05-15,488
2017-05-16,486
2017-05-17,486
2017-05-18,494
2017-05-19,494
2017-05-20,484
2017-05-21,484
2017-05-22,479
2017-05-23,479
2017-05-24,457
2017-05-25,457
2017-05-26,442
2017-05-27,442
2017-05-28,420
2017-05-29,420
2017-05-30,400
2017-05-31,381
2017-06-01,377
2017-06-02,377
2017-06-03,368
2017-06-04,362
2017-06-05,362
2017-06-06,348
2017-06-07,348
2017-06-08,331
2017-06-09,331
2017-06-10,315
2017-06-11,308
2017-06-12,308
2017-06-13,305
2017-06-14,305
2017-06-15,301
2017-06-16,301
2017-06-17,302
2017-06-18,302
2017-06-19,287
2017-06-20,282
2017-06-21,282
2017-06-22,270
2017-06-23,270
2017-06-24,258
2017-06-25,258
2017-06-26,248
2017-06-27,248
2017-06-28,248
2017-06-29,248
2017-06-30,251
2017-07-01,251
2017-07-02,251
2017-07-03,254
2017-07-04,254
2017-07-05,254
2017-07-06,254
2017-07-07,252
2017-07-08,252
2017-07-13,261
2017-07-14,265
2017-07-15,265
2017-07-16,265
2017-07-17,279
2017-07-18,279
2017-07-19,293
2017-07-20,293
2017-07-21,308
2017-07-22,308
2017-07-23,324
2017-07-24,324
2017-07-25,341
2017-07-26,341
2017-07-27,359
2017-07-28,359
2017-07-29,377
2017-07-30,396
2017-07-31,396
2017-08-01,416
2017-08-02,437
2017-08-03,437
2017-08-04,458
2017-08-05,481
2017-08-06,481
2017-08-09,532
2017-08-10,532
2017-08-11,559
2017-08-12,559
2017-08-13,587
2017-08-14,587
2017-08-15,591
2017-08-16,566
2017-08-17,588
2017-08-18,588
2017-08-19,618
2017-08-20,649
2017-08-21,649
2017-08-22,682
2017-08-23,682
2017-08-24,717
2017-08-25,717
2017-08-26,753
2017-08-27,791
2017-08-28,791
2017-08-29,830
2017-08-30,871
2017-08-31,871
2017-09-01,901
2017-09-03,941
2017-09-04,924
2017-09-05,883
2017-09-06,883
2017-09-07,922
2017-09-08,922
2017-09-09,922
2017-09-10,922
2017-09-11,909
2017-09-12,909
2017-09-13,863
2017-09-14,820
2017-09-15,820
2017-09-16,793
2017-09-17,780
2017-09-18,780
2017-09-19,749
2017-09-20,720
2017-09-21,720
2017-09-22,694
2017-09-23,694
2017-09-24,678
2017-09-25,678
2017-09-26,649
2017-09-27,649
2017-09-28,629
2017-09-29,629
2017-09-30,619
2017-10-01,619
2017-10-02,619
2017-10-03,619
2017-10-04,619
2017-10-05,616
2017-10-06,616
2017-10-07,642
2017-10-08,642
2017-10-09,660
2017-10-10,660
2017-10-11,631
2017-10-12,631
2017-10-13,608
2017-10-14,608
2017-10-15,582
2017-10-16,604
2017-10-17,604
2017-10-18,587
2017-10-19,587
2017-10-20,560
2017-10-21,560
2017-10-22,551
2017-10-23,551
2017-10-24,525
2017-10-25,525
2017-10-26,525
2017-10-27,520
2017-10-28,520
2017-10-29,536
2017-10-30,536
2017-10-31,555
2017-11-01,555
2017-11-02,555
2017-11-03,564
2017-11-04,547
2017-11-05,547
2017-11-06,547
2017-11-07,547
2017-11-08,549
2017-11-09,549
2017-11-10,540
2017-11-11,540
2017-11-12,540
2017-11-13,540
2017-11-14,532
2017-11-15,532
2017-11-16,517
2017-11-17,517
2017-11-18,525
2017-11-19,525
2017-11-20,525
2017-11-21,525
2017-11-22,526
2017-11-23,526
2017-11-24,526
2017-11-25,526
2017-11-26,531
2017-11-27,531
2017-11-28,530
2017-11-29,530
2017-11-30,553
2017-12-01,553
2017-12-02,556
2017-12-03,556
2017-12-04,562
2017-12-05,562
2017-12-06,562
2017-12-07,562
2017-12-08,562
2017-12-09,562
2017-12-10,561
2017-12-11,561
2017-12-12,567
2017-12-13,567
2017-12-14,562
2017-12-15,562
2017-12-16,573
2017-12-17,573
2017-12-18,570
2017-12-19,570
2017-12-20,563
2017-12-21,563
2017-12-22,561
2017-12-23,561
2017-12-24,557
2017-12-25,557
2017-12-26,577
2017-12-27,577
2017-12-28,574
2017-12-29,574
2017-12-30,577
2017-12-31,577
2018-01-01,562
2018-01-02,562
2018-01-03,575
2018-01-04,575
2018-01-05,546
2018-01-06,518
2018-01-07,492
2018-01-08,468
2018-01-09,445
2018-01-10,424
2018-01-11,402
2018-01-12,381
2018-01-13,361
2018-01-14,342
2018-01-15,324
2018-01-16,307
2018-01-17,295
2018-01-18,295
2018-01-19,296
2018-01-20,288
2018-01-21,288
2018-01-22,273
2018-01-23,259
2018-01-24,270
2018-01-25,280
2018-01-26,293
2018-01-27,304
2018-01-28,309
2018-01-29,321
2018-01-30,313
2018-01-31,322
2018-02-01,322
2018-02-02,326
2018-02-03,322
2018-02-04,314
2018-02-05,314
2018-02-06,316
2018-02-07,319
2018-02-08,319
2018-02-09,323
2018-02-10,323
2018-02-11,325
2018-02-12,321
2018-02-13,330
2018-02-14,329
2018-02-15,333
2018-02-16,338
2018-02-17,352
2018-02-18,355
2018-02-19,357
2018-02-20,355
2018-02-21,345
2018-02-22,345
2018-02-23,331
2018-02-24,331
2018-02-25,340
2018-02-26,333
2018-02-27,332
2018-02-28,332
2018-03-01,330
2018-03-02,331
2018-03-03,336
2018-03-04,336
2018-03-05,336
2018-03-06,353
2018-03-07,371
2018-03-08,390
2018-03-09,410
2018-03-10,431
2018-03-11,453
2018-03-12,467
2018-03-13,443
2018-03-14,421
2018-03-15,443
2018-03-16,443
2018-03-17,429
2018-03-18,410
2018-03-19,425
2018-03-20,405
2018-03-21,387
2018-03-23,377
2018-03-24,375
2018-03-25,375
2018-03-26,359
2018-03-27,375
2018-03-28,375
2018-03-29,394
2018-03-30,409
2018-03-31,409
2018-04-02,420
2018-04-03,411
2018-04-04,411
2018-04-05,411
2018-04-06,414
2018-04-07,414
2018-04-08,417
2018-04-09,416
2018-04-10,416
2018-04-11,409
2018-04-12,415
2018-04-13,415
2018-04-14,430
2018-04-15,427
2018-04-16,427
2018-04-17,433
2018-04-18,433
2018-04-19,414
2018-04-20,411
2018-04-21,404
2018-04-22,404
2018-04-23,410
2018-04-24,410
2018-04-25,413
2018-04-26,413
2018-04-27,418
2018-04-28,418
2018-04-29,405
2018-04-30,404
2018-05-01,409
2018-05-03,419
2018-05-04,419
2018-05-05,411
2018-05-07,418
2018-05-08,432
2018-05-09,430
2018-05-10,416
2018-05-11,416
2018-05-12,405
2018-05-13,405
2018-05-14,387
2018-05-15,387
2018-05-16,382
2018-05-17,382
2018-05-18,362
2018-05-19,371
2018-05-20,371
2018-05-21,384
2018-05-22,384
2018-05-23,365
2018-05-24,351
2018-05-25,354
2018-05-26,368
2018-05-27,382
2018-05-28,399
2018-05-29,387
2018-05-30,386
2018-05-31,366
2018-06-01,349
2018-06-02,345
2018-06-03,345
2018-06-04,349
2018-06-05,344
2018-06-06,328
2018-06-07,327
2018-06-08,325
2018-06-09,325
2018-06-10,331
2018-06-11,331
2018-06-12,317
2018-06-13,303
2018-06-14,289
2018-06-15,277
2018-06-16,286
2018-06-17,289
2018-06-18,304
2018-06-19,320
2018-06-20,320
2018-06-21,321
2018-06-22,320
2018-06-23,320
2018-06-24,312
2018-06-25,316
2018-06-26,316
2018-06-27,317
2018-06-28,331
2018-06-29,348
2018-06-30,366
2018-07-01,369
2018-07-02,369
2018-07-03,365
2018-07-04,357
2018-07-05,357
2018-07-06,368
2018-07-07,373
2018-07-08,378
2018-07-09,388
2018-07-10,408
2018-07-11,415
2018-07-12,396
2018-07-13,405
2018-07-14,396
2018-07-15,381
2018-07-16,379
2018-07-17,398
2018-07-18,395
2018-07-19,387
2018-07-20,377
2018-07-21,361
2018-07-22,363
2018-07-23,344
2018-07-24,328
2018-07-25,323
2018-07-26,310
2018-07-27,294
2018-07-28,280
2018-07-29,266
2018-07-30,263
2018-07-31,267
2018-08-01,267
2018-08-02,269
2018-08-03,277
2018-08-04,269
2018-08-05,265
2018-08-06,259
2018-08-07,260
2018-08-08,268
2018-08-09,268
2018-08-10,273
2018-08-11,277
2018-08-12,275
2018-08-14,261
2018-08-16,275
2018-08-17,286
2018-08-18,292
2018-08-19,283
2018-08-20,295
2018-08-21,295
2018-08-22,299
2018-08-23,311
2018-08-24,309
2018-08-25,316
2018-08-26,321
2018-08-27,324
2018-08-28,326
2018-08-29,336
2018-08-30,353
2018-08-31,367
2018-09-01,356
2018-09-02,352
2018-09-03,361
2018-09-04,380
2018-09-05,397
2018-09-06,397
2018-09-07,406
2018-09-08,418
2018-09-09,439
2018-09-10,461
2018-09-11,485
2018-09-12,510
2018-09-13,536
2018-09-14,563
2018-09-15,592
2018-09-16,622
2018-09-17,654
2018-09-18,661
2018-09-19,638
2018-09-20,664
2018-09-21,698
2018-09-22,733
2018-09-23,770
2018-09-24,809
2018-09-25,850
2018-09-26,893
2018-09-27,938
2018-09-28,985
2018-09-29,1035
2018-09-30,1087
2018-10-01,1108
2018-10-02,1052
2018-10-03,1000
2018-10-04,951
2018-10-05,903
2018-10-06,857
2018-10-07,814
2018-10-08,775
2018-10-09,771
2018-10-10,759
2018-10-11,722
2018-10-12,706
2018-10-13,731
2018-10-14,767
2018-10-15,764
2018-10-16,737
2018-10-17,750
2018-10-18,752
2018-10-19,756
2018-10-20,756
2018-10-21,751
2018-10-22,752
2018-10-23,714
2018-10-24,692
2018-10-25,672
2018-10-26,665
2018-10-27,653
2018-10-28,635
2018-10-29,643
2018-10-30,663
2018-10-31,637
2018-11-01,635
2018-11-03,655
2018-11-04,650
2018-11-05,646
2018-11-06,613
2018-11-07,594
2018-11-08,601
2018-11-09,632
2018-11-10,651
2018-11-11,662
2018-11-12,634
2018-11-13,639
2018-11-14,658
2018-11-15,649
2018-11-16,652
2018-11-17,656
2018-11-18,649
2018-11-19,644
2018-11-20,647
2018-11-21,672
2018-11-22,657
2018-11-23,653
2018-11-24,644
2018-11-25,641
2018-11-26,617
2018-11-27,600
2018-11-28,582
2018-11-29,581
2018-12-01,559
2018-12-02,587
2018-12-03,609
2018-12-04,587
2018-12-05,560
2018-12-07,600
2018-12-09,662
2018-12-10,691
2018-12-11,661
2018-12-12,664
2018-12-13,677
2018-12-14,675
2018-12-15,648
2018-12-16,681
2018-12-17,696
2018-12-18,661
2018-12-19,639
2018-12-20,616
2018-12-21,611
2018-12-22,642
2018-12-23,654
2018-12-24,649
2018-12-25,640
2018-12-26,651
2018-12-27,652
2018-12-28,621
2018-12-29,628
2018-12-30,658
2018-12-31,651
2019-01-01,618
2019-01-02,621
2019-01-03,589
2019-01-04,559
2019-01-05,547
2019-01-06,561
2019-01-08,551
2019-01-10,567
2019-01-11,575
2019-01-12,603
2019-01-13,592
2019-01-14,583
2019-01-15,558
2019-01-16,544
2019-01-17,542
2019-01-18,537
2019-01-19,532
2019-01-20,524
2019-01-21,544
2019-01-22,536
2019-01-23,552
2019-01-24,580
2019-01-25,553
2019-01-26,540
2019-01-27,555
2019-01-28,558
2019-01-29,575
2019-01-30,584
2019-01-31,594
2019-02-01,620
2019-02-02,608
2019-02-03,635
2019-02-04,635
2019-02-05,661
2019-02-06,649
2019-02-07,647
2019-02-08,657
2019-02-09,652
2019-02-10,661
2019-02-11,633
2019-02-12,601
2019-02-13,610
2019-02-14,598
2019-02-15,608
2019-02-16,620
2019-02-17,626
2019-02-18,624
2019-02-19,650
2019-02-20,683
2019-02-21,712
2019-02-22,718
2019-02-23,735
2019-02-24,727
2019-02-25,698
2019-02-26,711
2019-02-27,731
2019-02-28,762
2019-03-01,767
2019-03-02,776
2019-03-03,758
2019-03-04,741
2019-03-05,754
2019-03-06,738
2019-03-07,704
2019-03-08,668
2019-03-09,634
2019-03-10,602
2019-03-11,580
2019-03-12,598
2019-03-13,624
2019-03-14,600
2019-03-15,570
2019-03-16,544
2019-03-17,539
2019-03-18,513
2019-03-19,529
2019-03-20,540
2019-03-21,522
2019-03-22,522
2019-03-23,541
2019-03-24,525
2019-03-25,507
2019-03-26,533
2019-03-27,560
2019-03-28,571
2019-03-29,558
2019-03-30,553
2019-03-31,561
2019-04-01,532
2019-04-02,518
2019-04-03,502
2019-04-04,485
2019-04-05,491
2019-04-06,516
2019-04-07,539
2019-04-08,512
2019-04-09,486
2019-04-10,474
2019-04-11,479
2019-04-12,470
2019-04-13,480
2019-04-14,468
2019-04-15,447
2019-04-16,433
2019-04-17,418
2019-04-18,423
2019-04-19,406
2019-04-20,412
2019-04-21,423
2019-04-22,436
2019-04-23,442
2019-04-24,441
2019-04-25,422
2019-04-26,434
2019-04-27,452
2019-04-28,471
2019-04-29,456
2019-04-30,464
2019-05-01,482
2019-05-02,475
2019-05-03,495
2019-05-04,479
2019-05-05,478
2019-05-06,482
2019-05-07,487
2019-05-08,494
2019-05-09,503
2019-05-10,509
2019-05-11,484
2019-05-12,493
2019-05-13,473
2019-05-14,451
2019-05-15,448
2019-05-16,433
2019-05-17,415
2019-05-18,406
2019-05-19,409
2019-05-20,394
2019-05-21,387
2019-05-22,386
2019-05-23,390
2019-05-24,395
2019-05-25,406
2019-05-26,426
2019-05-27,448
2019-05-28,462
2019-05-29,457
2019-05-30,460
2019-05-31,483
2019-06-01,504
2019-06-02,508
2019-06-03,504
2019-06-04,505
2019-06-05,524
2019-06-06,536
2019-06-07,533
2019-06-08,515
2019-06-09,504
2019-06-10,516
2019-06-11,521
2019-06-12,510
2019-06-13,515
2019-06-14,540
2019-06-15,542
2019-06-16,564
2019-06-17,590
2019-06-18,620
2019-06-19,651
2019-06-20,684
2019-06-21,675
2019-06-22,685
2019-06-23,707
2019-06-24,726
2019-06-25,729
2019-06-26,741
2019-06-27,745
2019-06-28,732
2019-06-29,711
2019-06-30,715
2019-07-01,737
2019-07-02,714
2019-07-03,725
2019-07-04,759
2019-07-05,778
2019-07-06,817
2019-07-07,833
2019-07-08,855
2019-07-09,853
2019-07-10,866
2019-07-11,877
2019-07-12,870
2019-07-13,876
2019-07-14,852
2019-07-15,837
2019-07-16,848
2019-07-17,847
2019-07-18,890
2019-07-19,934
2019-07-20,951
2019-07-21,961
2019-07-22,925
2019-07-23,878
2019-07-24,840
2019-07-25,821
2019-07-26,780
2019-07-27,742
2019-07-28,710
2019-07-29,674
2019-07-30,640
2019-07-31,608
2019-08-01,583
2019-08-02,553
2019-08-03,525
2019-08-04,499
2019-08-05,484
2019-08-06,500
2019-08-07,478
2019-08-08,459
2019-08-09,448
2019-08-10,464
2019-08-11,457
2019-08-12,444
2019-08-13,432
2019-08-14,418
2019-08-15,424
2019-08-16,441
2019-08-17,441
2019-08-18,464
2019-08-19,488
2019-08-20,513
2019-08-21,539
2019-08-22,566
2019-08-23,567
2019-08-24,596
2019-08-24,596
2019-08-25,597
2019-08-25,597
