date_obj,Ensouled%20unicorn%20head price
2020-01-28,1172
2020-01-29,1183
2020-01-30,1183
2020-01-31,1183
2020-02-01,1164
2020-02-02,1164
2020-02-03,1164
2020-02-04,1167
2020-02-05,1167
2020-02-06,1226
2020-02-07,1226
2020-02-08,1288
2020-02-09,1288
2020-02-10,1353
2020-02-11,1353
2020-02-12,1414
2020-02-13,1414
2020-02-14,1414
2020-02-15,1433
2020-02-16,1433
2020-02-17,1387
2020-02-18,1387
2020-02-19,1334
2020-02-20,1334
2020-02-21,1289
2020-02-22,1239
2020-02-23,1239
2020-02-24,1205
2020-02-25,1205
2020-02-26,1188
2020-02-27,1188
2020-02-28,1177
2020-02-29,1177
2020-03-01,1130
2020-03-02,1130
2020-03-03,1104
2020-03-04,1104
2020-03-05,1141
2020-03-06,1141
2020-03-07,1154
2020-03-08,1154
2020-03-09,1148
2020-03-10,1148
2020-03-11,1128
2020-03-12,1128
2020-03-13,1093
2020-03-14,1093
2020-03-15,1146
2020-03-16,1146
2020-03-17,1149
2020-03-18,1149
2020-03-19,1150
2020-03-20,1150
2020-03-21,1150
2020-03-22,1150
2020-03-23,1200
2020-03-24,1200
2020-03-25,1177
2020-03-26,1201
2020-03-27,1201
2020-03-28,1200
2020-03-29,1203
2020-03-30,1202
2020-03-31,1202
2020-04-01,1202
2020-04-02,1202
2020-04-03,1202
2020-04-04,1207
2020-04-05,1207
2020-04-06,1206
2020-04-07,1206
2020-04-08,1221
2020-04-09,1221
2020-04-10,1221
2020-04-11,1243
2020-04-12,1243
2020-04-13,1274
2020-04-14,1274
2020-04-15,1338
2020-04-16,1338
2020-04-17,1405
2020-04-18,1474
2020-04-19,1536
2020-04-20,1536
2020-04-21,1613
2020-04-22,1694
2020-04-23,1694
2020-04-24,1772
2020-04-25,1772
2020-04-26,1688
2020-04-27,1668
2020-04-28,1668
2020-04-29,1684
2020-04-30,1684
2020-05-01,1694
2020-05-02,1694
2020-05-03,1779
2020-05-04,1779
2020-05-05,1759
2020-05-06,1679
2020-05-07,1679
2020-05-08,1609
2020-05-09,1609
2020-05-10,1573
2020-05-11,1573
2020-05-12,1528
2020-05-13,1499
