date_obj,Rune%20halberd price
2015-10-12,43458
2015-10-13,43709
2015-10-14,43709
2015-10-15,43630
2015-10-16,43871
2015-10-17,43871
2015-10-18,42942
2015-10-19,43395
2015-10-20,43395
2015-10-22,42828
2015-10-23,43085
2015-10-24,43085
2015-10-25,43226
2015-10-26,43226
2015-10-27,43415
2015-10-29,43599
2015-10-30,43599
2015-10-31,43586
2015-11-01,43586
2015-11-02,43410
2015-11-03,43410
2015-11-04,42928
2015-11-05,42928
2015-11-06,43511
2015-11-07,43511
2015-11-08,42786
2015-11-09,42786
2015-11-10,41992
2015-11-11,41992
2015-11-12,42349
2015-11-13,42349
2015-11-14,42194
2015-11-15,42194
2015-11-16,41526
2015-11-17,41526
2015-11-18,41679
2015-11-19,41679
2015-11-20,41649
2015-11-21,41649
2015-11-22,42032
2015-11-23,42032
2015-11-24,41259
2015-11-25,41259
2015-11-26,40648
2015-11-27,40648
2015-11-28,40754
2015-11-29,40754
2015-11-30,41252
2015-12-01,41252
2015-12-02,41459
2015-12-03,41459
2015-12-04,41778
2015-12-05,41778
2015-12-06,42207
2015-12-07,42207
2015-12-08,42311
2015-12-09,42560
2015-12-10,42560
2015-12-11,42704
2015-12-12,42704
2015-12-13,42615
2015-12-14,42615
2015-12-15,42601
2015-12-16,42601
2015-12-17,42519
2015-12-18,42525
2015-12-19,42525
2015-12-20,42057
2015-12-21,42057
2015-12-22,42102
2015-12-23,42102
2015-12-24,42297
2015-12-25,42297
2015-12-26,42688
2015-12-27,42826
2015-12-28,42826
2015-12-29,43186
2015-12-30,43382
2015-12-31,43382
2016-01-01,43515
2016-01-02,43515
2016-01-03,43078
2016-01-04,42632
2016-01-05,42632
2016-01-06,42414
2016-01-07,42414
2016-01-08,42356
2016-01-09,42356
2016-01-10,41801
2016-01-11,41801
2016-01-12,41471
2016-01-13,41471
2016-01-14,41890
2016-01-15,41890
2016-01-16,42360
2016-01-17,42360
2016-01-18,42806
2016-01-19,42806
2016-01-20,42995
2016-01-21,42995
2016-01-22,43250
2016-01-23,43250
2016-01-24,43383
2016-01-25,42855
2016-01-26,42855
2016-01-27,42669
2016-01-28,42669
2016-01-29,42261
2016-01-30,42261
2016-01-31,42847
2016-02-01,43310
2016-02-02,43310
2016-02-03,43555
2016-02-04,43555
2016-02-05,43547
2016-02-06,43231
2016-02-07,43231
2016-02-08,42508
2016-02-09,42508
2016-02-10,41946
2016-02-11,41946
2016-02-12,42693
2016-02-13,42987
2016-02-14,42987
2016-02-15,42905
2016-02-16,42905
2016-02-17,43056
2016-02-18,43056
2016-02-19,42853
2016-02-20,42853
2016-02-21,43335
2016-02-22,43335
2016-02-23,43646
2016-02-24,43646
2016-02-25,43490
2016-02-26,43490
2016-02-27,43737
2016-02-28,43737
2016-02-29,43932
2016-03-01,44232
2016-03-02,44232
2016-03-03,44155
2016-03-04,44155
2016-03-05,44071
2016-03-06,44246
2016-03-07,44246
2016-03-08,43906
2016-03-09,44173
2016-03-10,44213
2016-03-11,44213
2016-03-12,43786
2016-03-13,43786
2016-03-14,43146
2016-03-15,42729
2016-03-16,42357
2016-03-17,42357
2016-03-18,42188
2016-03-19,42188
2016-03-20,42570
2016-03-21,42570
2016-03-22,42365
2016-03-23,42256
2016-03-24,42256
2016-03-25,42093
2016-03-26,41629
2016-03-27,41629
2016-03-28,42018
2016-03-29,42018
2016-03-30,41880
2016-03-31,41880
2016-04-01,42224
2016-04-02,42224
2016-04-03,41396
2016-04-04,41656
2016-04-05,41656
2016-04-06,41610
2016-04-07,41610
2016-04-08,42219
2016-04-09,42616
2016-04-10,42946
2016-04-11,42946
2016-04-12,43593
2016-04-13,43593
2016-04-14,43547
2016-04-15,43495
2016-04-16,43495
2016-04-17,43662
2016-04-18,43483
2016-04-19,43483
2016-04-20,42727
2016-04-21,42727
2016-04-22,41883
2016-04-23,41892
2016-04-24,41488
2016-04-25,42716
2016-04-26,43244
2016-04-27,43746
2016-04-28,43746
2016-04-29,43852
2016-04-30,43110
2016-05-01,43110
2016-05-02,42534
2016-05-03,42347
2016-05-04,42347
2016-05-05,42108
2016-05-06,42108
2016-05-07,42086
2016-05-08,42086
2016-05-09,42275
2016-05-10,42216
2016-05-11,42216
2016-05-12,42160
2016-05-13,42150
2016-05-14,42431
2016-05-15,42567
2016-05-16,42567
2016-05-17,42687
2016-05-18,42959
2016-05-19,42959
2016-05-22,42817
2016-05-23,43270
2016-05-24,43235
2016-05-25,43235
2016-05-26,43566
2016-05-27,43308
2016-05-28,43308
2016-05-29,43371
2016-05-30,43371
2016-05-31,43417
2016-06-01,43374
2016-06-02,43374
2016-06-03,43095
2016-06-04,43325
2016-06-05,43325
2016-06-06,43625
2016-06-07,43625
2016-06-08,43673
2016-06-09,43421
2016-06-10,42642
2016-06-11,42642
2016-06-12,42545
2016-06-13,42545
2016-06-14,43115
2016-06-15,43115
2016-06-16,43554
2016-06-17,43329
2016-06-18,43329
2016-06-19,42137
2016-06-20,41774
2016-06-21,42219
2016-06-22,42258
2016-06-23,42209
2016-06-24,42209
2016-06-25,42277
2016-06-26,42277
2016-06-27,43076
2016-06-28,42630
2016-06-29,42521
2016-06-30,42062
2016-07-01,42176
2016-07-02,42176
2016-07-03,42212
2016-07-04,42497
2016-07-05,42497
2016-07-06,43241
2016-07-07,44560
2016-07-08,45960
2016-07-09,46678
2016-07-10,46519
2016-07-11,45218
2016-07-12,44578
2016-07-13,44222
2016-07-14,44492
2016-07-15,44507
2016-07-16,45078
2016-07-17,45133
2016-07-18,45026
2016-07-23,44808
2016-07-24,46097
2016-07-25,44744
2016-07-26,44832
2016-07-27,44405
2016-07-28,43864
2016-07-29,43203
2016-07-30,43655
2016-07-31,43561
2016-08-01,44202
2016-08-02,44185
2016-08-03,44241
2016-08-04,44053
2016-08-05,44536
2016-08-06,44294
2016-08-07,44121
2016-08-08,43782
2016-08-09,43681
2016-08-10,43919
2016-08-11,43938
2016-08-12,43970
2016-08-13,44107
2016-08-14,44057
2016-08-15,43844
2016-08-16,43750
2016-08-17,43908
2016-08-18,43916
2016-08-19,44107
2016-08-20,44122
2016-08-21,42735
2016-08-22,42523
2016-08-23,42559
2016-08-24,42398
2016-08-25,41477
2016-08-26,41477
2016-08-28,42705
2016-08-31,43605
2016-09-01,43800
2016-09-02,43800
2016-09-03,44201
2016-09-04,44055
2016-09-05,43775
2016-09-06,43995
2016-09-07,44250
2016-09-08,44250
2016-09-09,43408
2016-09-10,43522
2016-09-11,43522
2016-09-12,43698
2016-09-13,43993
2016-09-14,43993
2016-09-15,44028
2016-09-16,44028
2016-09-17,44391
2016-09-18,43547
2016-09-19,43653
2016-09-20,43628
2016-09-21,44081
2016-09-22,44076
2016-09-23,43956
2016-09-24,43956
2016-09-25,44668
2016-09-26,44290
2016-09-27,43739
2016-09-28,44475
2016-09-29,44903
2016-09-30,43966
2016-10-01,43857
2016-10-02,43857
2016-10-03,43265
2016-10-04,43817
2016-10-05,43531
2016-10-06,43469
2016-10-07,43828
2016-10-08,43942
2016-10-09,43659
2016-10-10,43849
2016-10-11,43906
2016-10-12,44286
2016-10-13,44051
2016-10-14,44054
2016-10-15,43842
2016-10-16,43773
2016-10-17,43870
2016-10-18,43975
2016-10-19,44071
2016-10-20,44264
2016-10-21,43854
2016-10-22,43854
2016-10-23,44097
2016-10-24,44126
2016-10-25,44126
2016-10-26,43876
2016-10-27,43778
2016-10-28,43778
2016-10-29,43687
2016-10-30,43790
2016-10-31,44004
2016-11-01,44004
2016-11-02,44095
2016-11-03,43983
2016-11-04,43693
2016-11-05,42097
2016-11-06,42220
2016-11-07,42606
2016-11-08,42047
2016-11-09,42797
2016-11-10,43524
2016-11-11,43843
2016-11-12,43685
2016-11-13,44025
2016-11-14,43154
2016-12-08,43552
2016-12-09,43689
2016-12-10,44198
2016-12-11,43701
2016-12-12,43048
2016-12-13,43143
2016-12-14,43072
2016-12-15,41815
2016-12-16,41649
2016-12-17,42591
2016-12-18,42632
2016-12-19,42948
2016-12-20,42999
2016-12-21,43314
2016-12-22,43901
2016-12-23,43866
2016-12-24,45108
2016-12-25,44446
2016-12-26,44198
2016-12-27,43972
2016-12-28,43999
2016-12-29,43941
2016-12-30,44015
2016-12-31,43108
2017-01-01,42381
2017-01-02,42819
2017-01-03,42432
2017-01-04,42109
2017-01-05,42420
2017-01-06,42532
2017-01-07,41974
2017-01-08,42300
2017-01-09,42878
2017-01-10,43290
2017-01-11,43530
2017-01-12,43338
2017-01-13,43514
2017-01-14,42563
2017-01-15,42727
2017-01-16,42588
2017-01-17,43101
2017-01-18,42936
2017-01-19,42108
2017-01-20,42194
2017-01-21,42917
2017-01-22,43327
2017-01-27,43447
2017-01-28,43145
2017-01-29,43133
2017-01-30,42832
2017-01-31,41829
2017-02-01,42107
2017-02-02,42706
2017-02-03,42690
2017-02-04,42529
2017-02-05,42156
2017-02-06,42407
2017-02-07,42943
2017-02-08,42775
2017-02-09,42775
2017-02-10,43245
2017-02-11,44049
2017-02-12,44944
2017-02-13,44649
2017-02-14,43638
2017-02-15,42299
2017-02-16,41159
2017-02-18,40928
2017-02-19,41290
2017-02-20,41903
2017-02-21,42499
2017-02-22,42559
2017-02-23,43227
2017-02-24,43834
2017-02-25,43931
2017-02-26,43531
2017-02-27,43390
2017-02-28,42918
2017-03-01,43134
2017-03-02,42719
2017-03-03,41647
2017-03-04,41411
2017-03-05,42472
2017-03-06,42780
2017-03-07,43337
2017-03-08,43481
2017-03-09,43533
2017-03-10,43712
2017-03-11,43742
2017-03-12,42771
2017-03-13,42363
2017-03-14,42835
2017-03-15,42547
2017-03-16,43009
2017-03-17,43308
2017-03-18,43459
2017-03-19,43846
2017-03-20,43793
2017-03-21,44460
2017-03-22,44202
2017-03-23,42958
2017-03-24,42164
2017-03-25,42744
2017-03-26,43213
2017-03-27,43052
2017-03-28,43186
2017-03-29,43707
2017-03-30,43649
2017-03-31,44094
2017-04-01,43907
2017-04-02,43826
2017-04-03,43894
2017-04-04,43732
2017-04-12,43972
2017-04-13,44276
2017-04-14,44041
2017-04-15,45039
2017-04-16,43506
2017-04-17,42079
2017-04-18,41859
2017-04-19,41117
2017-04-20,40469
2017-04-21,40769
2017-04-22,40796
2017-04-23,41254
2017-04-24,40441
2017-04-25,40364
2017-04-26,41392
2017-04-27,41308
2017-04-28,41149
2017-04-29,40135
2017-04-30,40330
2017-05-01,41096
2017-05-02,41321
2017-05-03,41205
2017-05-04,41471
2017-05-05,41886
2017-05-06,41699
2017-05-07,41316
2017-05-08,41333
2017-05-09,41456
2017-05-10,41841
2017-05-11,41422
2017-05-12,40710
2017-05-13,41091
2017-05-14,41959
2017-05-15,41424
2017-05-16,41394
2017-05-17,42178
2017-05-18,41313
2017-05-19,41858
2017-05-20,41491
2017-05-21,42335
2017-05-22,42672
2017-05-23,42961
2017-05-24,43048
2017-05-25,40950
2017-05-26,38902
2017-05-27,37492
2017-05-28,37772
2017-05-29,38083
2017-05-30,38128
2017-05-31,37937
2017-06-01,37894
2017-06-02,37921
2017-06-03,37888
2017-06-06,38006
2017-06-07,38052
2017-06-08,37872
2017-06-09,38044
2017-06-10,38046
2017-06-11,38295
2017-06-12,38117
2017-06-13,38213
2017-06-14,38358
2017-06-15,38213
2017-06-16,38303
2017-06-17,37986
2017-06-18,38155
2017-06-19,38155
2017-06-20,38082
2017-06-21,38230
2017-06-22,38452
2017-06-23,38049
2017-06-24,38062
2017-06-25,37807
2017-06-26,37853
2017-06-27,37922
2017-06-28,38252
2017-06-29,37909
2017-06-30,37973
2017-07-01,37973
2017-07-02,38022
2017-07-03,38453
2017-07-04,38672
2017-07-05,38672
2017-07-06,38185
2017-07-07,38185
2017-07-08,38452
2017-07-13,38056
2017-07-14,38400
2017-07-15,37907
2017-07-16,38239
2017-07-17,38446
2017-07-18,38105
2017-07-19,38107
2017-07-20,38037
2017-07-21,37913
2017-07-22,38050
2017-07-23,38453
2017-07-24,38813
2017-07-25,38690
2017-07-26,38774
2017-07-27,38007
2017-07-28,37967
2017-07-29,38099
2017-07-30,38381
2017-07-31,38381
2017-08-01,38082
2017-08-02,38037
2017-08-03,38057
2017-08-04,38030
2017-08-05,37973
2017-08-06,38085
2017-08-09,38410
2017-08-10,38199
2017-08-11,37881
2017-08-12,37920
2017-08-13,37965
2017-08-14,38107
2017-08-15,38073
2017-08-17,37981
2017-08-18,37981
2017-08-19,37974
2017-08-20,37987
2017-08-21,37898
2017-08-22,38100
2017-08-23,38530
2017-08-24,38210
2017-08-25,38050
2017-08-26,37959
2017-08-27,37878
2017-08-28,37933
2017-08-29,37837
2017-08-30,38058
2017-08-31,38081
2017-09-01,38130
2017-09-02,37877
2017-09-03,37877
2017-09-04,37987
2017-09-05,38056
2017-09-06,37989
2017-09-07,37894
2017-09-08,37894
2017-09-09,38023
2017-09-10,38117
2017-09-11,38007
2017-09-12,37944
2017-09-13,37864
2017-09-14,38003
2017-09-15,38003
2017-09-16,38061
2017-09-17,38245
2017-09-19,38317
2017-09-20,38800
2017-09-21,38641
2017-09-22,38047
2017-09-23,38083
2017-09-24,38430
2017-09-25,38493
2017-09-26,38063
2017-09-27,38399
2017-09-28,38646
2017-09-29,37999
2017-09-30,38049
2017-10-01,37980
2017-10-02,38193
2017-10-03,38227
2017-10-04,38227
2017-10-05,38305
2017-10-06,38006
2017-10-07,38116
2017-10-08,38429
2017-10-09,37881
2017-10-10,37917
2017-10-11,37917
2017-10-12,38064
2017-10-13,38141
2017-10-14,38587
2017-10-15,38587
2017-10-16,38166
2017-10-17,38166
2017-10-18,37928
2017-10-19,38010
2017-10-20,37927
2017-10-21,38144
2017-10-22,37816
2017-10-23,38004
2017-10-24,37978
2017-10-25,37950
2017-10-26,38149
2017-10-27,38093
2017-10-28,38093
2017-10-29,38140
2017-10-30,38233
2017-10-31,38242
2017-11-01,38242
2017-11-02,38392
2017-11-03,38181
2017-11-04,37905
2017-11-05,37947
2017-11-06,37931
2017-11-07,37776
2017-11-08,37977
2017-11-09,38011
2017-11-10,37951
2017-11-11,37846
2017-11-12,38273
2017-11-13,38011
2017-11-14,37913
2017-11-15,37966
2017-11-16,38036
2017-11-17,37978
2017-11-18,37882
2017-11-19,38201
2017-11-20,38435
2017-11-21,38133
2017-11-22,37828
2017-11-23,37897
2017-11-24,37819
2017-11-25,38064
2017-11-26,38026
2017-11-27,38026
2017-11-28,37922
2017-11-29,38226
2017-11-30,38360
2017-12-01,38344
2017-12-02,38356
2017-12-03,38069
2017-12-04,38083
2017-12-05,38164
2017-12-06,37987
2017-12-07,38001
2017-12-08,38001
2017-12-09,37895
2017-12-10,38041
2017-12-11,37956
2017-12-12,38025
2017-12-13,38416
2017-12-14,38206
2017-12-15,38180
2017-12-16,38122
2017-12-17,38026
2017-12-18,38171
2017-12-19,38390
2017-12-20,38066
2017-12-21,37994
2017-12-22,38271
2017-12-23,38018
2017-12-24,38425
2017-12-25,38137
2017-12-26,38264
2017-12-27,38210
2017-12-28,38009
2017-12-29,37964
2017-12-30,38086
2017-12-31,38016
2018-01-01,37952
2018-01-02,37937
2018-01-03,38148
2018-01-04,37940
2018-01-05,37906
2018-01-06,37958
2018-01-07,37891
2018-01-08,37918
2018-01-09,37950
2018-01-10,37971
2018-01-11,37981
2018-01-12,37949
2018-01-13,37985
2018-01-14,37890
2018-01-15,37944
2018-01-16,37998
2018-01-17,37989
2018-01-18,38040
2018-01-19,38040
2018-01-20,38025
2018-01-21,37988
2018-01-22,37919
2018-01-23,37952
2018-01-24,37982
2018-01-25,37981
2018-01-26,38084
2018-01-27,38061
2018-01-28,38060
2018-01-29,38149
2018-01-30,38136
2018-01-31,38238
2018-02-01,37984
2018-02-02,37977
2018-02-03,37967
2018-02-04,37928
2018-02-05,37976
2018-02-06,38149
2018-02-07,38060
2018-02-08,37935
2018-02-09,37939
2018-02-10,37925
2018-02-11,37896
2018-02-12,37960
2018-02-13,38025
2018-02-14,37998
2018-02-15,37975
2018-02-16,37994
2018-02-17,37937
2018-02-18,37930
2018-02-19,37964
2018-02-20,37901
2018-02-21,37928
2018-02-22,38009
2018-02-23,38070
2018-02-24,38119
2018-02-25,38323
2018-02-26,38190
2018-02-27,38362
2018-02-28,38015
2018-03-01,38024
2018-03-02,38255
2018-03-03,38029
2018-03-04,37928
2018-03-05,38119
2018-03-06,38047
2018-03-07,38154
2018-03-08,38298
2018-03-09,38407
2018-03-10,38079
2018-03-11,38129
2018-03-12,38014
2018-03-13,38111
2018-03-14,38002
2018-03-15,38000
2018-03-16,38013
2018-03-17,38023
2018-03-18,38019
2018-03-19,38138
2018-03-20,38011
2018-03-21,38052
2018-03-23,38042
2018-03-24,38100
2018-03-26,38014
2018-03-27,38051
2018-03-28,38071
2018-03-29,38046
2018-03-30,38032
2018-03-31,37998
2018-04-01,37943
2018-04-02,38140
2018-04-03,38057
2018-04-04,38037
2018-04-05,37969
2018-04-06,37998
2018-04-08,38039
2018-04-09,38037
2018-04-10,37993
2018-04-11,38049
2018-04-12,38037
2018-04-13,37996
2018-04-14,37995
2018-04-15,37974
2018-04-16,37998
2018-04-17,37624
2018-04-18,37976
2018-04-19,37965
2018-04-20,38116
2018-04-21,38022
2018-04-22,37966
2018-04-23,38028
2018-04-24,37932
2018-04-25,38000
2018-04-26,37969
2018-04-27,38059
2018-04-28,37964
2018-04-29,38019
2018-04-30,38000
2018-05-01,38020
2018-05-02,38138
2018-05-03,38103
2018-05-04,38034
2018-05-05,38040
2018-05-06,38015
2018-05-07,38043
2018-05-08,38027
2018-05-09,38029
2018-05-10,37968
2018-05-11,37990
2018-05-12,37962
2018-05-13,38031
2018-05-14,38055
2018-05-15,37799
2018-05-16,38012
2018-05-17,37984
2018-05-18,38079
2018-05-19,38054
2018-05-20,37850
2018-05-21,38022
2018-05-22,38061
2018-05-23,38031
2018-05-24,38124
2018-05-25,38196
2018-05-26,38187
2018-05-27,37880
2018-05-28,38091
2018-05-29,38054
2018-05-30,38072
2018-05-31,38087
2018-06-01,38042
2018-06-02,37980
2018-06-03,38024
2018-06-04,38022
2018-06-05,37993
2018-06-06,37901
2018-06-07,38045
2018-06-08,37972
2018-06-09,38141
2018-06-10,38028
2018-06-11,38018
2018-06-12,37865
2018-06-13,37953
2018-06-14,38052
2018-06-15,37905
2018-06-16,37886
2018-06-17,38019
2018-06-18,38024
2018-06-19,38032
2018-06-20,37968
2018-06-21,38053
2018-06-22,38088
2018-06-23,38065
2018-06-24,37987
2018-06-25,38093
2018-06-26,38028
2018-06-27,38058
2018-06-28,38038
2018-06-29,38048
2018-06-30,38067
2018-07-01,38050
2018-07-02,38091
2018-07-03,38033
2018-07-04,38073
2018-07-05,38095
2018-07-06,37981
2018-07-07,38033
2018-07-08,38073
2018-07-09,37944
2018-07-10,38059
2018-07-11,38035
2018-07-12,38547
2018-07-13,38015
2018-07-14,38062
2018-07-15,38058
2018-07-16,38066
2018-07-17,38080
2018-07-18,38126
2018-07-19,38099
2018-07-20,38030
2018-07-21,38052
2018-07-22,38066
2018-07-23,38104
2018-07-24,38109
2018-07-25,38195
2018-07-26,38156
2018-07-27,38082
2018-07-28,38002
2018-07-29,38027
2018-07-30,38115
2018-07-31,38066
2018-08-01,38138
2018-08-02,38064
2018-08-03,38094
2018-08-04,38042
2018-08-05,38046
2018-08-06,38022
2018-08-07,37984
2018-08-08,38066
2018-08-09,38059
2018-08-10,38055
2018-08-11,38048
2018-08-12,38041
2018-08-14,38055
2018-08-16,37960
2018-08-17,38045
2018-08-18,38038
2018-08-19,38095
2018-08-20,37802
2018-08-21,38091
2018-08-22,38085
2018-08-23,37972
2018-08-24,38121
2018-08-25,38057
2018-08-26,37968
2018-08-27,38023
2018-08-28,38072
2018-08-29,38022
2018-08-30,38120
2018-08-31,38095
2018-09-01,38072
2018-09-02,38156
2018-09-03,38030
2018-09-04,38115
2018-09-05,38111
2018-09-06,38137
2018-09-07,38217
2018-09-08,38119
2018-09-09,38161
2018-09-10,38412
2018-09-11,38663
2018-09-12,38244
2018-09-13,38492
2018-09-14,38876
2018-09-15,39203
2018-09-16,38772
2018-09-17,38343
2018-09-18,38265
2018-09-19,38573
2018-09-20,38311
2018-09-21,38035
2018-09-22,38062
2018-09-23,38136
2018-09-24,38152
2018-09-25,38081
2018-09-26,38943
2018-09-27,39551
2018-09-28,38532
2018-09-29,38417
2018-09-30,38569
2018-10-02,38049
2018-10-03,38051
2018-10-04,38137
2018-10-05,39185
2018-10-06,39470
2018-10-07,39967
2018-10-08,39053
2018-10-09,38148
2018-10-10,38084
2018-10-11,38119
2018-10-12,38338
2018-10-13,38129
2018-10-14,38084
2018-10-15,38106
2018-10-16,38036
2018-10-17,38093
2018-10-18,38080
2018-10-19,38009
2018-10-20,38037
2018-10-21,38041
2018-10-22,38648
2018-10-23,38377
2018-10-24,38146
2018-10-25,38106
2018-10-26,38057
2018-10-27,38097
2018-10-28,38580
2018-10-29,38095
2018-10-30,38089
2018-10-31,38057
2018-11-01,38226
2018-11-03,38370
2018-11-04,38370
2018-11-05,39185
2018-11-06,39430
2018-11-07,39686
2018-11-08,40076
2018-11-09,39305
2018-11-10,38611
2018-11-11,38283
2018-11-12,38289
2018-11-13,38270
2018-11-14,38251
2018-11-15,38212
2018-11-16,38177
2018-11-17,38353
2018-11-18,38244
2018-11-19,38224
2018-11-20,38383
2018-11-21,38450
2018-11-22,38271
2018-11-23,38737
2018-11-24,39248
2018-11-25,39578
2018-11-26,39337
2018-11-27,38746
2018-11-28,39325
2018-11-29,39630
2018-12-01,38933
2018-12-02,38769
2018-12-03,38489
2018-12-04,38037
2018-12-05,38325
2018-12-07,38279
2018-12-09,38482
2018-12-10,38625
2018-12-11,38621
2018-12-12,38848
2018-12-13,38715
2018-12-14,38662
2018-12-15,38580
2018-12-16,38806
2018-12-17,38627
2018-12-18,38206
2018-12-19,38164
2018-12-20,38227
2018-12-21,38283
2018-12-22,38341
2018-12-23,38188
2018-12-24,38199
2018-12-25,38269
2018-12-26,38293
2018-12-27,38274
2018-12-28,38794
2018-12-29,38646
2018-12-30,38259
2018-12-31,38605
2019-01-01,38405
2019-01-02,38452
2019-01-03,38124
2019-01-04,38187
2019-01-05,38879
2019-01-06,38680
2019-01-08,38774
2019-01-10,38259
2019-01-11,38226
2019-01-12,37972
2019-01-13,37990
2019-01-14,38196
2019-01-15,38230
2019-01-16,38319
2019-01-17,38269
2019-01-18,38318
2019-01-19,38929
2019-01-20,39098
2019-01-21,38728
2019-01-22,38761
2019-01-23,38548
2019-01-24,38446
2019-01-25,38266
2019-01-26,38233
2019-01-27,38457
2019-01-28,38153
2019-01-29,38227
2019-01-30,38226
2019-01-31,38287
2019-02-01,38309
2019-02-02,38131
2019-02-03,38163
2019-02-04,38119
2019-02-05,38171
2019-02-06,38231
2019-02-07,38254
2019-02-08,38255
2019-02-09,38592
2019-02-10,38745
2019-02-11,38601
2019-02-12,39016
2019-02-13,38474
2019-02-14,38512
2019-02-15,38824
2019-02-16,38376
2019-02-17,38235
2019-02-18,38672
2019-02-19,38433
2019-02-20,38266
2019-02-21,38257
2019-02-22,38393
2019-02-23,38425
2019-02-24,38372
2019-02-25,38601
2019-02-26,38500
2019-02-27,38690
2019-02-28,38274
2019-03-01,38307
2019-03-02,38378
2019-03-03,38481
2019-03-04,38622
2019-03-05,38604
2019-03-06,38641
2019-03-07,38323
2019-03-08,38214
2019-03-09,38358
2019-03-10,38395
2019-03-11,38768
2019-03-12,39097
2019-03-13,39319
2019-03-14,38771
2019-03-15,38662
2019-03-16,38672
2019-03-17,38506
2019-03-18,38369
2019-03-19,38445
2019-03-20,38443
2019-03-21,38560
2019-03-22,38664
2019-03-23,38648
2019-03-24,38641
2019-03-25,38640
2019-03-26,38730
2019-03-27,38674
2019-03-28,38505
2019-03-29,38509
2019-03-30,38494
2019-03-31,38411
2019-04-01,38281
2019-04-02,38180
2019-04-03,38190
