date_obj,Rune%20shield%20(h5) price
2015-03-26,34871
2015-03-27,34871
2015-03-28,33687
2015-03-29,32743
2015-03-30,32452
2015-03-31,32918
2015-04-01,32918
2015-04-02,32498
2015-04-03,31866
2015-04-04,32289
2015-04-05,32881
2015-04-06,32846
2015-04-07,33226
2015-04-08,33226
2015-04-09,34157
2015-04-10,34170
2015-04-11,34170
2015-04-12,34228
2015-04-13,34807
2015-04-14,35804
2015-04-15,35419
2015-04-16,36190
2015-04-17,35786
2015-04-18,35192
2015-04-19,34646
2015-04-20,34646
2015-04-21,34267
2015-04-22,34267
2015-04-23,34403
2015-04-24,34710
2015-04-25,34710
2015-04-26,33716
2015-04-27,32958
2015-04-28,32554
2015-04-29,32554
2015-04-30,33069
2015-05-01,34723
2015-05-02,33861
2015-05-03,33861
2015-05-04,33807
2015-05-05,33618
2015-05-06,32888
2015-05-07,34287
2015-05-08,35125
2015-05-09,34274
2015-05-10,34326
2015-05-11,34326
2015-05-12,34016
2015-05-13,35418
2015-05-14,34772
2015-05-15,34772
2015-05-16,34547
2015-05-17,34630
2015-05-18,34719
2015-05-19,35146
2015-05-20,35146
2015-05-21,34856
2015-05-22,33976
2015-05-23,32936
2015-05-24,32852
2015-05-25,32485
2015-05-26,32160
2015-05-27,32998
2015-05-28,33013
2015-05-29,32803
2015-05-30,31934
2015-05-31,31934
2015-06-01,31751
2015-06-02,31751
2015-06-03,32532
2015-06-04,32532
2015-06-05,32146
2015-06-06,32525
2015-06-07,32525
2015-06-08,32626
2015-06-09,32859
2015-06-10,33031
2015-06-11,33031
2015-06-12,32855
2015-06-13,33648
2015-06-14,32668
2015-06-15,32668
2015-06-16,32255
2015-06-17,32255
2015-06-18,31801
2015-06-19,31801
2015-06-20,32790
2015-06-21,32790
2015-06-22,32696
2015-06-23,32696
2015-06-24,32633
2015-06-25,32633
2015-06-26,32579
2015-06-27,32579
2015-06-28,31791
2015-06-29,31791
2015-06-30,31439
2015-07-01,32197
2015-07-02,32197
2015-07-03,32080
2015-07-04,32080
2015-07-05,32844
2015-07-06,32844
2015-07-07,33356
2015-07-08,33356
2015-07-09,34153
2015-07-10,35563
2015-07-11,35563
2015-07-12,36657
2015-07-13,36474
2015-07-14,36223
2015-07-15,36223
2015-07-16,35411
2015-07-17,35411
2015-07-18,34242
2015-07-19,34242
2015-07-20,33553
2015-07-21,33553
2015-07-22,32948
2015-07-23,32948
2015-07-24,33694
2015-07-25,33694
2015-07-26,33729
2015-07-27,33738
2015-07-28,33429
2015-07-29,33429
2015-07-30,34190
2015-07-31,34605
2015-08-01,34734
2015-08-02,34478
2015-08-03,34384
2015-08-04,34384
2015-08-05,33680
2015-08-06,34005
2015-08-07,34214
2015-08-08,35675
2015-08-09,36311
2015-08-10,36458
2015-08-11,36210
2015-08-12,36210
2015-08-13,37524
2015-08-14,38251
2015-08-15,39513
2015-08-16,41398
2015-08-17,43270
2015-08-18,42822
2015-08-19,41227
2015-08-20,41386
2015-08-21,40174
2015-08-22,39491
2015-08-23,39491
2015-08-24,38061
2015-08-25,38061
2015-08-26,38627
2015-08-27,37820
2015-08-28,36882
2015-08-29,37027
2015-08-30,37027
2015-08-31,36830
2015-09-01,36106
2015-09-02,36106
2015-09-03,35437
2015-09-04,35519
2015-09-05,35519
2015-09-06,35197
2015-09-07,35031
2015-09-08,36406
2015-09-09,37089
2015-09-10,36386
2015-09-11,35600
2015-09-12,35990
2015-09-13,35880
2015-09-14,36565
2015-09-15,36708
2015-09-16,36651
2015-09-17,37019
2015-09-18,37019
2015-09-19,37187
2015-09-20,37187
2015-09-21,37671
2015-09-22,36900
2015-09-23,37072
2015-09-24,37072
2015-09-25,37711
2015-09-27,36933
2015-09-28,37440
2015-09-29,36537
2015-09-30,35891
2015-10-05,33998
2015-10-06,34042
2015-10-07,34315
2015-10-08,34154
2015-10-09,33910
2015-10-10,33910
2015-10-11,34707
2015-10-12,35227
2015-10-13,35227
2015-10-14,35610
2015-10-15,34914
2015-10-16,34321
2015-10-17,34321
2015-10-18,33879
2015-10-19,34017
2015-10-20,34372
2015-10-22,35454
2015-10-23,35655
2015-10-24,35638
2015-10-25,35325
2015-10-26,34923
2015-10-27,34923
2015-10-29,35936
2015-10-30,35451
2015-10-31,34921
2015-11-01,34921
2015-11-02,35136
2015-11-03,34885
2015-11-04,34885
2015-11-05,35318
2015-11-06,35318
2015-11-07,36277
2015-11-08,36277
2015-11-09,37449
2015-11-10,37692
2015-11-11,37244
2015-11-12,37244
2015-11-13,36936
2015-11-14,37286
2015-11-15,37895
2015-11-16,37895
2015-11-17,37254
2015-11-18,37254
2015-11-19,38296
2015-11-20,38274
2015-11-21,38274
2015-11-22,37678
2015-11-23,37678
2015-11-24,37033
2015-11-25,36860
2015-11-26,36860
2015-11-27,36261
2015-11-28,37572
2015-11-29,38874
2015-11-30,39323
2015-12-01,39323
2015-12-02,39646
2015-12-03,40865
2015-12-04,40865
2015-12-05,40948
2015-12-06,40483
2015-12-07,40158
2015-12-08,39569
2015-12-09,38804
2015-12-10,38681
2015-12-11,37834
2015-12-12,37647
2015-12-13,36689
2015-12-14,36689
2015-12-15,36372
2015-12-16,35736
2015-12-17,35736
2015-12-18,35947
2015-12-19,35555
2015-12-20,35082
2015-12-21,34275
2015-12-22,33743
2015-12-23,33255
2015-12-24,32954
2015-12-25,32880
2015-12-26,33061
2015-12-27,33615
2015-12-28,34867
2015-12-29,34807
2015-12-30,34355
2015-12-31,34412
2016-01-01,34412
2016-01-02,35510
2016-01-03,37146
2016-01-04,36867
2016-01-05,36691
2016-01-06,37833
2016-01-07,39676
2016-01-08,40825
2016-01-09,42778
2016-01-10,42229
2016-01-11,42551
2016-01-12,43345
2016-01-13,43645
2016-01-14,44521
2016-01-15,45359
2016-01-16,45940
2016-01-17,46630
2016-01-18,47391
2016-01-19,47391
2016-01-20,46807
2016-01-21,46274
2016-01-22,45295
2016-01-23,44576
2016-01-24,42938
2016-01-25,41657
2016-01-26,41457
2016-01-27,40867
2016-01-28,40867
2016-01-29,40063
2016-01-30,40063
2016-01-31,39616
2016-02-01,39159
2016-02-02,39190
2016-02-03,38834
2016-02-04,38898
2016-02-05,38760
2016-02-06,38358
2016-02-07,37264
2016-02-08,36476
2016-02-09,35170
2016-02-10,33977
2016-02-11,33414
2016-02-12,33142
2016-02-13,33043
2016-02-14,33043
2016-02-15,32888
2016-02-16,32942
2016-02-17,32755
2016-02-18,33113
2016-02-19,34298
2016-02-20,34518
2016-02-21,35050
2016-02-22,35050
2016-02-23,34606
2016-02-24,34221
2016-02-25,33258
2016-02-26,33258
2016-02-27,32938
2016-02-28,32661
2016-02-29,32165
2016-03-01,32204
2016-03-02,32151
2016-03-03,32446
2016-03-04,32869
2016-03-05,32979
2016-03-06,32893
2016-03-07,32893
2016-03-08,32815
2016-03-09,32616
2016-03-10,33104
2016-03-11,33104
2016-03-12,33021
2016-03-13,33021
2016-03-14,32970
2016-03-15,32662
2016-03-16,32484
2016-03-17,33061
2016-03-18,32900
2016-03-19,33925
2016-03-20,33704
2016-03-21,33704
2016-03-22,34119
2016-03-23,34511
2016-03-24,34939
2016-03-25,35390
2016-03-26,35186
2016-03-27,35370
2016-03-28,34874
2016-03-29,33931
2016-03-30,33931
2016-03-31,33582
2016-04-01,33882
2016-04-02,33937
2016-04-03,33548
2016-04-04,34142
2016-04-05,34808
2016-04-06,34992
2016-04-07,35513
2016-04-08,36005
2016-04-09,35592
2016-04-10,35428
2016-04-11,35428
2016-04-12,35684
2016-04-13,35963
2016-04-14,35221
2016-04-15,34907
2016-04-16,34408
2016-04-17,33828
2016-04-18,33558
2016-04-19,34490
2016-04-20,34446
2016-04-21,35107
2016-04-22,35107
2016-04-23,34833
2016-04-24,33722
2016-04-25,33482
2016-04-26,32872
2016-04-27,32757
2016-04-28,33332
2016-04-29,32340
2016-04-30,31752
2016-05-01,32051
2016-05-02,32512
2016-05-03,32365
2016-05-04,32175
2016-05-05,32198
2016-05-06,32198
2016-05-07,32238
2016-05-08,32230
2016-05-09,32443
2016-05-10,32282
2016-05-11,32282
2016-05-12,32014
2016-05-13,32370
2016-05-14,32935
2016-05-15,33643
2016-05-16,33902
2016-05-17,33980
2016-05-18,34687
2016-05-19,34328
2016-05-22,34368
2016-05-23,34096
2016-05-24,34024
2016-05-25,34888
2016-05-26,34393
2016-05-27,34138
2016-05-28,34138
2016-05-29,34425
2016-05-30,34425
2016-05-31,34463
2016-06-01,34095
2016-06-02,34046
2016-06-03,32627
2016-06-04,32970
2016-06-05,33320
2016-06-06,34197
2016-06-07,34197
2016-06-08,33856
2016-06-09,33852
2016-06-10,33125
2016-06-11,33369
2016-06-12,33309
2016-06-13,33309
2016-06-14,33072
2016-06-15,33319
2016-06-16,32630
2016-06-17,32123
2016-06-18,33084
2016-06-19,32787
2016-06-20,33264
2016-06-21,33867
2016-06-22,34308
2016-06-23,34216
2016-06-24,34271
2016-06-25,33621
2016-06-26,34330
2016-06-27,34180
2016-06-28,33485
2016-06-29,33258
2016-06-30,33053
2016-07-01,33169
2016-07-02,33787
2016-07-03,33738
2016-07-04,33698
2016-07-05,33407
2016-07-06,34232
2016-07-07,35944
2016-07-08,37742
2016-07-09,39630
2016-07-10,41612
2016-07-11,43693
2016-07-12,45878
2016-07-13,48172
2016-07-14,50581
2016-07-15,53111
2016-07-16,55767
2016-07-17,58556
2016-07-18,61484
2016-07-23,78444
2016-07-24,82367
2016-07-25,86486
2016-07-26,90553
2016-07-27,95081
2016-07-28,98746
2016-07-29,102786
2016-07-30,104924
2016-07-31,109620
2016-08-01,115101
2016-08-02,120828
2016-08-03,126870
2016-08-04,133214
2016-08-05,139875
2016-08-06,146800
2016-08-07,153517
2016-08-08,156902
2016-08-09,161872
2016-08-10,160154
2016-08-11,160463
2016-08-12,157376
2016-08-13,151541
2016-08-14,146646
2016-08-15,142356
2016-08-16,136257
2016-08-17,129444
2016-08-18,122971
2016-08-19,119487
2016-08-20,115314
2016-08-21,110974
2016-08-22,107821
2016-08-23,108554
2016-08-24,109390
2016-08-25,108623
2016-08-26,108623
2016-08-28,103811
2016-08-31,92656
2016-09-01,90125
2016-09-02,90125
2016-09-03,87898
2016-09-04,84670
2016-09-05,81512
2016-09-06,78085
2016-09-07,76992
2016-09-08,74852
2016-09-09,72285
2016-09-10,69576
2016-09-11,69576
2016-09-12,66097
2016-09-13,62792
2016-09-14,60204
2016-09-15,58131
2016-09-16,56443
2016-09-17,54716
2016-09-18,53787
2016-09-19,53415
2016-09-20,53260
2016-09-21,52948
2016-09-22,52249
2016-09-23,51206
2016-09-24,51206
2016-09-25,50266
2016-09-26,50430
2016-09-27,50474
2016-09-28,50353
2016-09-29,51447
2016-09-30,52344
2016-10-01,52218
2016-10-02,52217
2016-10-03,53684
2016-10-04,54281
2016-10-05,55333
2016-10-06,55887
2016-10-07,56935
2016-10-08,57560
2016-10-09,56739
2016-10-10,55972
2016-10-11,56058
2016-10-12,57418
2016-10-13,57334
2016-10-14,57321
2016-10-15,56929
2016-10-16,58042
2016-10-17,56710
2016-10-18,54658
2016-10-19,54987
2016-10-20,55835
2016-10-21,55336
2016-10-22,56347
2016-10-23,57850
2016-10-24,60145
2016-10-25,60145
2016-10-26,60628
2016-10-27,60198
2016-10-28,61566
2016-10-29,62125
2016-10-30,62581
2016-10-31,63273
2016-11-01,64430
2016-11-02,65588
2016-11-03,67068
2016-11-04,67177
2016-11-05,66257
2016-11-06,64290
2016-11-07,62499
2016-11-08,60670
2016-11-09,57636
2016-11-10,54755
2016-11-11,52017
2016-11-12,49576
2016-11-13,49377
2016-11-14,48810
2016-12-08,52177
2016-12-09,52336
2016-12-10,52274
2016-12-11,52391
2016-12-12,52674
2016-12-13,52436
2016-12-14,52641
2016-12-15,52386
2016-12-16,52527
2016-12-17,53560
2016-12-18,54587
2016-12-19,54560
2016-12-20,55432
2016-12-21,55867
2016-12-22,58224
2016-12-23,59472
2016-12-24,61407
2016-12-25,62743
2016-12-26,62971
2016-12-27,63257
2016-12-28,63525
2016-12-29,65061
2016-12-30,65926
2016-12-31,65662
2017-01-01,64992
2017-01-02,64462
2017-01-03,64528
2017-01-04,62982
2017-01-05,61933
2017-01-06,60430
2017-01-07,60021
2017-01-08,58320
2017-01-09,55723
2017-01-10,53785
2017-01-11,51317
2017-01-12,48945
2017-01-13,47286
2017-01-14,45907
2017-01-15,45308
2017-01-16,44595
2017-01-17,43349
2017-01-18,43039
2017-01-19,43871
2017-01-20,44330
2017-01-21,44679
