date_obj,Mystic%20robe%20bottom price
2019-03-31,47686
2019-04-01,47676
2019-04-02,47604
2019-04-03,47773
2019-04-04,47625
2019-04-05,47596
2019-04-06,47462
2019-04-07,47621
2019-04-08,47983
2019-04-09,47776
2019-04-10,47964
2019-04-11,47798
2019-04-12,47762
2019-04-13,47599
2019-04-14,47673
2019-04-15,47732
2019-04-16,47680
2019-04-17,47670
2019-04-18,47626
2019-04-19,47757
2019-04-20,48263
2019-04-21,47888
2019-04-22,47661
2019-04-23,47678
2019-04-24,47547
2019-04-25,47696
2019-04-26,47806
2019-04-27,47799
2019-04-28,47646
2019-04-29,47596
2019-04-30,47638
2019-05-01,47754
2019-05-02,47720
2019-05-03,47631
2019-05-04,47619
2019-05-05,47674
2019-05-06,47576
2019-05-07,47718
2019-05-08,47567
2019-05-09,47714
2019-05-10,47606
2019-05-11,47776
2019-05-12,48051
2019-05-13,47805
2019-05-14,47649
2019-05-15,47707
2019-05-16,47724
2019-05-17,47930
2019-05-18,47954
2019-05-19,47612
2019-05-20,48006
2019-05-21,47785
2019-05-22,47915
2019-05-23,47764
2019-05-24,48020
2019-05-25,47846
2019-05-26,47745
2019-05-27,47908
2019-05-28,47556
2019-05-29,47607
2019-05-30,47741
2019-05-31,47940
2019-06-01,47768
2019-06-02,47823
2019-06-03,47773
2019-06-04,47907
2019-06-05,47908
2019-06-06,47916
2019-06-07,47715
2019-06-08,47701
2019-06-09,47803
2019-06-10,47759
2019-06-11,47852
2019-06-12,48277
2019-06-13,48128
2019-06-14,47849
2019-06-15,47539
2019-06-16,47578
2019-06-17,47634
2019-06-18,47633
2019-06-19,47607
2019-06-20,47739
2019-06-21,47618
2019-06-22,47590
2019-06-23,47581
2019-06-24,47768
2019-06-25,47771
2019-06-26,47575
2019-06-27,47659
2019-06-28,47696
2019-06-29,47853
2019-06-30,47574
2019-07-01,47821
2019-07-02,48023
2019-07-03,48133
2019-07-04,47740
2019-07-05,47619
2019-07-06,48136
2019-07-07,47708
2019-07-08,47715
2019-07-09,47673
2019-07-10,47929
2019-07-11,47974
2019-07-12,47842
2019-07-13,47855
2019-07-14,48071
2019-07-15,47800
2019-07-16,48003
2019-07-17,48096
2019-07-18,48074
2019-07-19,48513
2019-07-20,48300
2019-07-21,47894
2019-07-22,47586
2019-07-23,47654
2019-07-24,47489
2019-07-25,47142
2019-07-26,47392
2019-07-27,47568
2019-07-28,47540
2019-07-29,47657
2019-07-30,47868
2019-07-31,47679
2019-08-01,47481
2019-08-02,47581
2019-08-03,47777
2019-08-04,48200
2019-08-05,47938
2019-08-06,47900
2019-08-07,47954
2019-08-08,47983
2019-08-09,47840
2019-08-10,47512
2019-08-11,47561
2019-08-12,47642
2019-08-13,47524
2019-08-14,47595
2019-08-15,47556
2019-08-16,47847
2019-08-17,48347
2019-08-18,47859
2019-08-19,47792
2019-08-20,47512
2019-08-21,47671
2019-08-22,47857
2019-08-23,47935
2019-08-24,47883
2019-08-24,47883
2019-08-25,48157
2019-08-25,48157
2019-08-26,47995
2019-08-26,47995
2019-08-27,47856
2019-08-27,47856
2019-08-28,47738
2019-08-29,47566
2019-08-30,47591
2019-08-31,47537
2019-09-01,47821
2019-09-02,47587
2019-09-03,47661
2019-09-04,47676
2019-09-05,47640
2019-09-06,47630
2019-09-07,47582
2019-09-08,47599
2019-09-09,47548
2019-09-10,47553
2019-09-11,47594
2019-09-12,47637
2019-09-13,47732
2019-09-14,47815
2019-09-15,47603
2019-09-16,47617
2019-09-17,47580
2019-09-18,47679
2019-09-19,47836
2019-09-20,47848
2019-09-21,47365
2019-09-22,47461
2019-09-23,47558
2019-09-24,47471
2019-09-25,47488
2019-09-26,47616
2019-09-27,48270
2019-09-28,47620
2019-09-29,47427
2019-09-30,47745
2019-10-01,47535
2019-10-02,47649
2019-10-03,47797
2019-10-04,47511
2019-10-05,47536
2019-10-06,47398
2019-10-07,47450
2019-10-08,47378
2019-10-09,47451
2019-10-10,47484
2019-10-11,47452
2019-10-12,47460
2019-10-13,47477
2019-10-14,47480
2019-10-15,47433
2019-10-16,47427
2019-10-17,47457
2019-10-18,47528
2019-10-19,47485
2019-10-20,47485
2019-10-21,47606
2019-10-22,47578
2019-10-23,47716
2019-10-24,47638
2019-10-25,47494
2019-10-26,47564
2019-10-27,47487
2019-10-28,47486
2019-10-29,47642
2019-10-30,47750
2019-10-31,47745
2019-11-01,47782
2019-11-02,47445
2019-11-03,47748
2019-11-04,47532
2019-11-05,47443
2019-11-06,47453
2019-11-07,47436
2019-11-08,47606
2019-11-09,48083
2019-11-10,48168
2019-11-11,47937
2019-11-12,47658
2019-11-13,48015
2019-11-14,47705
2019-11-15,47516
2019-11-16,47808
2019-11-17,47881
2019-11-18,48043
2019-11-19,47662
2019-11-20,47549
2019-11-21,47506
2019-11-22,47891
2019-11-23,47855
2019-11-24,47626
2019-11-25,47930
2019-11-26,47837
2019-11-27,47767
2019-11-28,47733
2019-11-29,47700
2019-11-30,47789
2019-12-01,47786
2019-12-02,47693
2019-12-03,47641
2019-12-04,47743
2019-12-05,47424
2019-12-06,47619
2019-12-07,47337
2019-12-08,47487
2019-12-09,47439
2019-12-10,47438
2019-12-11,47445
2019-12-12,47657
2019-12-13,47840
2019-12-14,47453
2019-12-15,47646
2019-12-16,47500
2019-12-17,47601
2019-12-18,47473
2019-12-19,47772
2019-12-20,48039
2019-12-21,47802
2019-12-22,47492
2019-12-23,47664
2019-12-24,47597
2019-12-25,47823
2019-12-26,47733
2019-12-27,47773
2019-12-28,47530
2019-12-29,47400
2019-12-30,47495
2019-12-31,47476
2020-01-01,47469
2020-01-02,47366
2020-01-03,47412
2020-01-04,47514
2020-01-05,47425
2020-01-06,47423
2020-01-07,47543
2020-01-08,47513
2020-01-09,47458
2020-01-10,48068
2020-01-11,47743
2020-01-12,47749
2020-01-13,47721
2020-01-14,47577
2020-01-15,47522
2020-01-16,47510
2020-01-17,47508
2020-01-18,47458
2020-01-19,47560
2020-01-20,48046
2020-01-21,47901
2020-01-22,47620
2020-01-23,47727
2020-01-24,47526
2020-01-25,47772
2020-01-26,47714
2020-01-27,47490
2020-01-28,47458
2020-01-29,47581
2020-01-30,47495
2020-01-31,47490
2020-02-01,47479
2020-02-02,47554
2020-02-03,47719
2020-02-04,47847
2020-02-05,47704
2020-02-06,47878
2020-02-07,47433
2020-02-08,47543
2020-02-09,47785
2020-02-10,47726
2020-02-11,47447
2020-02-12,47617
2020-02-13,47579
2020-02-14,47800
2020-02-15,47878
2020-02-16,47891
2020-02-17,47407
2020-02-18,47662
2020-02-19,47773
2020-02-20,47573
2020-02-21,47470
2020-02-22,47986
2020-02-23,47924
2020-02-24,47654
2020-02-25,47561
2020-02-26,47630
2020-02-27,47483
2020-02-28,47719
2020-02-29,47506
2020-03-01,47390
2020-03-02,47655
2020-03-03,47675
2020-03-04,47688
2020-03-05,47719
2020-03-06,47665
2020-03-07,47600
2020-03-08,47758
2020-03-09,47640
2020-03-10,47685
2020-03-11,47629
2020-03-12,47617
2020-03-13,47625
2020-03-14,47661
2020-03-15,47507
2020-03-16,47709
2020-03-17,47575
2020-03-18,47532
2020-03-19,47849
2020-03-20,47768
2020-03-21,47647
2020-03-22,47876
2020-03-23,47671
2020-03-24,47585
2020-03-25,47634
2020-03-26,47665
2020-03-27,47603
2020-03-28,47415
2020-03-29,47753
2020-03-30,47640
2020-03-31,47559
2020-04-01,47564
2020-04-02,47708
2020-04-03,47587
2020-04-04,47565
2020-04-05,47689
2020-04-06,47681
2020-04-07,47505
2020-04-08,47504
2020-04-09,47523
2020-04-10,47492
2020-04-11,47673
2020-04-12,48040
2020-04-13,47607
2020-04-14,47577
2020-04-15,47925
2020-04-16,47789
2020-04-17,47801
2020-04-18,47878
2020-04-19,47623
2020-04-20,47551
2020-04-21,47641
2020-04-22,47780
2020-04-23,47907
2020-04-24,47637
2020-04-25,47768
2020-04-26,47694
2020-04-27,47562
2020-04-28,47679
2020-04-29,47606
2020-04-30,47695
2020-05-01,47730
2020-05-02,47549
2020-05-03,47664
2020-05-04,47636
2020-05-05,47734
2020-05-06,47716
2020-05-07,47701
2020-05-08,47688
2020-05-09,47610
2020-05-10,47658
2020-05-11,47760
2020-05-12,47659
2020-05-13,47744
