date_obj,Black%20helm%20(h1) price
2015-03-26,6066
2015-03-27,6066
2015-03-28,5782
2015-03-29,5782
2015-03-30,5782
2015-03-31,5510
2015-04-01,5510
2015-04-02,5510
2015-04-03,5257
2015-04-04,5257
2015-04-05,5257
2015-04-06,5010
2015-04-07,5010
2015-04-08,5010
2015-04-09,4783
2015-04-10,4783
2015-04-11,4556
2015-04-12,4556
2015-04-13,4556
2015-04-14,4357
2015-04-15,4357
2015-04-16,4357
2015-04-17,4153
2015-04-18,4153
2015-04-19,3960
2015-04-20,3960
2015-04-21,3960
2015-04-22,3862
2015-04-23,3862
2015-04-24,3675
2015-04-25,3675
2015-04-26,3675
2015-04-27,3509
2015-04-28,3509
2015-04-29,3509
2015-04-30,3349
2015-05-01,3349
2015-05-02,3181
2015-05-03,3181
2015-05-04,3181
2015-05-05,3036
2015-05-06,3036
2015-05-07,2898
2015-05-08,2898
2015-05-09,2773
2015-05-10,2773
2015-05-11,2658
2015-05-12,2658
2015-05-13,2545
2015-05-14,2545
2015-05-15,2475
2015-05-16,2475
2015-05-17,2417
2015-05-18,2417
2015-05-19,2313
2015-05-20,2313
2015-05-21,2313
2015-05-22,2308
2015-05-23,2308
2015-05-24,2308
2015-05-25,2235
2015-05-26,2235
2015-05-27,2235
2015-05-28,2154
2015-05-29,2154
2015-05-30,2065
2015-05-31,2065
2015-06-01,2065
2015-06-02,2018
2015-06-03,2018
2015-06-04,2018
2015-06-05,1985
2015-06-06,1985
2015-06-07,1985
2015-06-08,1956
2015-06-09,1956
2015-06-10,1974
2015-06-11,1974
2015-06-12,1974
2015-06-13,1974
2015-06-14,1954
2015-06-15,1954
2015-06-16,1954
2015-06-17,1954
2015-06-18,1901
2015-06-19,1901
2015-06-20,1901
2015-06-21,1901
2015-06-22,1887
2015-06-23,1887
2015-06-24,1887
2015-06-25,1926
2015-06-26,1926
2015-06-27,1926
2015-06-28,1976
2015-06-29,1976
2015-06-30,1976
2015-07-01,1974
2015-07-02,1974
2015-07-03,1974
2015-07-04,2012
2015-07-05,2012
2015-07-06,2012
2015-07-07,2012
2015-07-08,2047
2015-07-09,2047
2015-07-10,2047
