date_obj,Grimy%20avantoe price
2019-03-27,1561
2019-03-28,1609
2019-03-29,1597
2019-03-30,1614
2019-03-31,1591
2019-04-01,1610
2019-04-02,1617
2019-04-03,1601
2019-04-04,1588
2019-04-05,1556
2019-04-06,1542
2019-04-07,1521
2019-04-08,1502
2019-04-09,1487
2019-04-10,1455
2019-04-11,1437
2019-04-12,1419
2019-04-13,1378
2019-04-14,1336
2019-04-15,1350
2019-04-16,1375
2019-04-17,1363
2019-04-18,1379
2019-04-19,1336
2019-04-20,1314
2019-04-21,1328
2019-04-22,1386
2019-04-23,1455
2019-04-24,1524
2019-04-25,1590
2019-04-26,1602
2019-04-27,1581
2019-04-28,1568
2019-04-29,1587
2019-04-30,1568
2019-05-01,1571
2019-05-02,1566
2019-05-03,1567
2019-05-04,1559
2019-05-05,1514
2019-05-06,1528
2019-05-07,1506
2019-05-08,1482
2019-05-09,1475
2019-05-10,1466
2019-05-11,1476
2019-05-12,1527
2019-05-13,1594
2019-05-14,1674
2019-05-15,1753
2019-05-16,1832
2019-05-17,1885
2019-05-18,1826
2019-05-19,1738
2019-05-20,1687
2019-05-21,1721
2019-05-22,1768
2019-05-23,1733
2019-05-24,1701
2019-05-25,1691
2019-05-26,1721
2019-05-27,1768
2019-05-28,1779
2019-05-29,1821
2019-05-30,1866
2019-05-31,1895
2019-06-01,1848
2019-06-02,1759
2019-06-03,1696
2019-06-04,1695
2019-06-05,1750
2019-06-06,1829
2019-06-07,1865
2019-06-08,1884
2019-06-09,1888
2019-06-10,1914
2019-06-11,1874
2019-06-12,1817
2019-06-13,1818
2019-06-14,1804
2019-06-15,1773
2019-06-16,1734
2019-06-17,1715
2019-06-18,1684
2019-06-19,1638
2019-06-20,1618
2019-06-21,1613
2019-06-22,1597
2019-06-23,1564
2019-06-24,1543
2019-06-25,1522
2019-06-26,1504
2019-06-27,1480
2019-06-28,1484
2019-06-29,1507
2019-06-30,1549
2019-07-01,1538
2019-07-02,1541
2019-07-03,1547
2019-07-04,1560
2019-07-05,1580
2019-07-06,1583
2019-07-07,1551
2019-07-08,1531
2019-07-09,1506
2019-07-10,1484
2019-07-11,1477
2019-07-12,1487
2019-07-13,1494
2019-07-14,1510
2019-07-15,1521
2019-07-16,1541
2019-07-17,1572
2019-07-18,1648
2019-07-19,1694
2019-07-20,1702
2019-07-21,1720
2019-07-22,1758
2019-07-23,1747
2019-07-24,1733
2019-07-25,1738
2019-07-26,1795
2019-07-27,1838
2019-07-28,1883
2019-07-29,1902
2019-07-30,1879
2019-07-31,1869
2019-08-01,1815
2019-08-02,1766
2019-08-03,1687
2019-08-04,1683
2019-08-05,1721
2019-08-06,1785
2019-08-07,1838
2019-08-08,1823
2019-08-09,1845
2019-08-10,1808
2019-08-11,1836
2019-08-12,1867
2019-08-13,1881
2019-08-14,1873
2019-08-15,1865
2019-08-16,1873
2019-08-17,1913
2019-08-18,1933
2019-08-19,1945
2019-08-20,1951
2019-08-21,1934
2019-08-22,1941
2019-08-23,1971
2019-08-24,2018
2019-08-24,2018
2019-08-25,2039
2019-08-25,2039
2019-08-26,2077
2019-08-26,2077
2019-08-27,2092
2019-08-27,2092
2019-08-28,2083
2019-08-29,2031
2019-08-30,1970
2019-08-31,1894
2019-09-01,1867
2019-09-02,1895
2019-09-03,1951
2019-09-04,1998
2019-09-05,2007
2019-09-06,2022
2019-09-07,2029
2019-09-08,2000
2019-09-09,2035
2019-09-10,2043
2019-09-11,2072
2019-09-12,2038
2019-09-13,2030
2019-09-14,2066
2019-09-15,2071
2019-09-16,2071
2019-09-17,2073
2019-09-18,2075
2019-09-19,2083
2019-09-20,2077
2019-09-21,2103
2019-09-22,2133
2019-09-23,2157
2019-09-24,2172
2019-09-25,2188
2019-09-26,2141
2019-09-27,2062
2019-09-28,2014
2019-09-29,1935
2019-09-30,1895
2019-10-01,1920
2019-10-02,1967
2019-10-03,2022
2019-10-04,2092
2019-10-05,2116
2019-10-06,2094
2019-10-07,2072
2019-10-08,2124
2019-10-09,2146
2019-10-10,2132
2019-10-11,2103
2019-10-12,2097
2019-10-13,2046
2019-10-14,2023
2019-10-15,2027
2019-10-16,2002
2019-10-17,1968
2019-10-18,1959
2019-10-19,1936
2019-10-20,1915
2019-10-21,1913
2019-10-22,1936
2019-10-23,1934
2019-10-24,1921
2019-10-25,1929
2019-10-26,1902
2019-10-27,1882
2019-10-28,1863
2019-10-29,1839
2019-10-30,1825
2019-10-31,1773
2019-11-01,1741
2019-11-02,1707
2019-11-03,1665
2019-11-04,1657
2019-11-05,1679
2019-11-06,1724
2019-11-07,1733
2019-11-08,1769
2019-11-09,1809
2019-11-10,1798
2019-11-11,1813
2019-11-12,1848
2019-11-13,1866
2019-11-14,1832
2019-11-15,1828
2019-11-16,1817
2019-11-17,1847
2019-11-18,1838
2019-11-19,1871
2019-11-20,1873
2019-11-21,1901
2019-11-22,1896
2019-11-23,1861
2019-11-24,1856
2019-11-25,1879
2019-11-26,1937
2019-11-27,1970
2019-11-28,1943
2019-11-29,1898
2019-11-30,1882
2019-12-01,1877
2019-12-02,1922
2019-12-03,1982
2019-12-04,2021
2019-12-05,2030
2019-12-06,1981
2019-12-07,1972
2019-12-08,1987
2019-12-09,2010
2019-12-10,2027
2019-12-11,1995
2019-12-12,1988
2019-12-13,1967
2019-12-14,1987
2019-12-15,2012
2019-12-16,2027
2019-12-17,2061
2019-12-18,2085
2019-12-19,2118
2019-12-20,2148
2019-12-21,2170
2019-12-22,2164
2019-12-23,2110
2019-12-24,2131
2019-12-25,2229
2019-12-26,2333
2019-12-27,2365
2019-12-28,2300
2019-12-29,2215
2019-12-30,2184
2019-12-31,2176
2020-01-01,2226
2020-01-02,2279
2020-01-03,2318
2020-01-04,2282
2020-01-05,2202
2020-01-06,2123
2020-01-07,2074
2020-01-08,2045
2020-01-09,2017
2020-01-10,2022
2020-01-11,2046
2020-01-12,1979
2020-01-13,1939
2020-01-14,1936
2020-01-15,1976
2020-01-16,1979
2020-01-17,1963
2020-01-18,1949
2020-01-19,1945
2020-01-20,1978
2020-01-21,1970
2020-01-22,1959
2020-01-23,1942
2020-01-24,1926
2020-01-25,1878
2020-01-26,1785
2020-01-27,1763
2020-01-28,1788
2020-01-29,1823
2020-01-30,1850
2020-01-31,1880
2020-02-01,1856
2020-02-02,1790
2020-02-03,1701
2020-02-04,1656
2020-02-05,1606
2020-02-06,1558
2020-02-07,1510
2020-02-08,1481
2020-02-09,1527
2020-02-10,1560
2020-02-11,1612
2020-02-12,1638
2020-02-13,1614
2020-02-14,1584
2020-02-15,1545
2020-02-16,1528
2020-02-17,1546
2020-02-18,1600
2020-02-19,1629
2020-02-20,1651
2020-02-21,1642
2020-02-22,1626
2020-02-23,1605
2020-02-24,1597
2020-02-25,1613
2020-02-26,1608
2020-02-27,1611
2020-02-28,1586
2020-02-29,1586
2020-03-01,1562
2020-03-02,1544
2020-03-03,1540
2020-03-04,1554
2020-03-05,1578
2020-03-06,1551
2020-03-07,1554
2020-03-08,1553
2020-03-09,1551
2020-03-10,1548
2020-03-11,1562
2020-03-12,1626
2020-03-13,1678
2020-03-14,1670
2020-03-15,1643
2020-03-16,1632
2020-03-17,1630
2020-03-18,1653
2020-03-19,1709
2020-03-20,1735
2020-03-21,1701
2020-03-22,1692
2020-03-23,1720
2020-03-24,1752
2020-03-25,1781
2020-03-26,1780
2020-03-27,1766
2020-03-28,1730
2020-03-29,1739
2020-03-30,1756
2020-03-31,1776
2020-04-01,1772
2020-04-02,1733
2020-04-03,1680
2020-04-04,1702
2020-04-05,1772
2020-04-06,1791
2020-04-07,1781
2020-04-08,1783
2020-04-09,1818
2020-04-10,1844
2020-04-11,1838
2020-04-12,1792
2020-04-13,1809
2020-04-14,1844
2020-04-15,1896
2020-04-16,1879
2020-04-17,1861
2020-04-18,1862
2020-04-19,1868
2020-04-20,1850
2020-04-21,1835
2020-04-22,1828
2020-04-23,1801
2020-04-24,1804
2020-04-25,1817
2020-04-26,1839
2020-04-27,1824
2020-04-28,1798
2020-04-29,1794
2020-04-30,1823
2020-05-01,1832
2020-05-02,1827
2020-05-03,1788
2020-05-04,1763
2020-05-05,1745
2020-05-06,1744
2020-05-07,1743
2020-05-08,1716
2020-05-09,1693
2020-05-10,1714
2020-05-11,1786
2020-05-12,1837
2020-05-13,1845
